region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SSC10001,0,0,4,225,753,139,18,18,1157,0,0,0,3,3,0,0,0,6,0,0,0,4,0,0,0,0,4,0,0,0,7,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,232,759,139,18,18,1174
SSC10002,0,3,118,299,171,68,12,13,684,0,4,76,37,0,3,0,3,123,0,26,113,98,19,0,0,3,259,0,30,189,135,19,3,0,6,382,0,58,222,50,5,0,0,7,342,0,10,207,54,0,0,0,0,271,4,6,185,226,3,0,0,4,428,0,0,3,0,0,0,0,0,3,4,74,617,330,8,0,0,11,1044,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,110,924,764,198,71,12,30,2113
SSC10003,3,0,0,95,177,31,3,0,309,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,98,177,31,3,0,319
SSC10004,3,10,155,444,133,24,6,18,793,0,5,69,11,0,0,0,8,93,0,0,0,0,0,0,0,0,0,0,5,69,11,0,0,0,8,93,0,5,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,20,228,461,133,24,6,26,901
SSC10005,0,8,87,383,192,24,7,10,711,0,3,11,9,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,11,9,3,0,0,0,26,0,3,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,12,0,4,32,3,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,18,136,398,198,24,7,10,791
SSC10006,0,0,11,35,30,8,3,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,30,8,3,0,87
SSC10007,0,0,9,161,585,58,7,3,823,0,0,28,22,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,28,22,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,183,585,58,7,3,873
SSC10008,3,14,164,437,157,21,0,19,815,0,0,12,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,18,0,3,3,4,3,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,179,447,160,21,0,22,849
SSC10009,0,4,12,28,15,5,3,0,67,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,31,15,5,3,0,70
SSC10010,3,0,7,205,645,43,7,7,917,0,4,0,11,0,0,0,0,15,0,0,0,133,12,0,0,0,145,0,4,0,144,12,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,349,657,43,7,7,1077
SSC10011,0,0,21,46,25,0,3,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,46,25,0,3,5,100
SSC10012,0,29,393,759,344,60,9,22,1616,0,13,111,28,7,0,0,3,162,0,0,63,81,0,0,0,3,147,0,13,174,109,7,0,0,6,309,4,86,236,23,0,0,0,19,368,3,3,21,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,7,89,261,23,3,0,0,19,402,0,3,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,134,834,894,354,60,9,47,2339
SSC10013,0,10,133,1044,552,101,9,19,1868,0,0,3,0,0,0,0,3,6,0,3,3,0,0,0,0,0,6,0,3,6,0,0,0,0,3,12,0,7,29,6,0,0,0,0,42,0,0,6,0,0,0,0,0,6,0,3,5,3,0,0,0,0,11,0,3,0,0,0,0,0,0,3,0,13,40,9,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,179,1053,552,101,9,22,1942
SSC10014,0,6,48,175,83,7,0,9,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,3,14,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,54,179,83,7,0,12,346
SSC10015,0,3,12,96,85,25,11,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,96,85,25,11,0,232
SSC10016,3,3,6,593,140,7,3,20,775,0,0,0,95,0,0,0,4,99,0,0,0,179,8,0,0,6,193,0,0,0,274,8,0,0,10,292,0,32,17,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,0,0,0,0,0,49,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,6,35,23,867,151,7,3,30,1122
SSC10017,0,0,6,4,14,3,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,3,6,7,14,3,3,0,36
SSC10018,3,7,68,1498,1664,269,30,25,3564,0,4,126,192,14,0,0,4,340,3,0,18,42,9,0,0,3,75,3,4,144,234,23,0,0,7,415,0,3,29,64,5,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,9,0,6,29,64,8,0,0,3,110,0,0,11,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,17,252,1800,1695,269,30,35,4104
SSC10019,0,12,95,1305,477,92,11,31,2023,0,15,149,73,0,0,0,5,242,0,0,62,42,4,0,0,3,111,0,15,211,115,4,0,0,8,353,0,9,44,20,0,0,0,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,44,20,0,0,0,3,76,3,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,36,353,1443,481,92,11,42,2461
SSC10020,0,15,212,670,356,66,12,17,1348,0,19,82,47,3,0,0,3,154,0,10,10,25,0,0,0,0,45,0,29,92,72,3,0,0,3,199,7,127,209,33,3,0,0,13,392,6,13,38,0,0,0,0,6,63,0,0,9,3,0,0,0,0,12,0,0,0,3,0,0,0,0,3,13,140,256,39,3,0,0,19,470,0,0,3,8,0,0,0,0,11,0,0,3,5,0,0,0,0,8,13,184,566,794,362,66,12,39,2036
SSC10021,0,4,13,126,79,13,6,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,126,79,13,6,0,241
SSC10022,0,11,78,45,12,6,3,3,158,0,50,268,110,19,0,0,6,453,0,44,213,317,112,3,7,10,706,0,94,481,427,131,3,7,16,1159,13,67,68,33,0,0,0,3,184,4,192,334,56,4,0,3,9,602,19,495,544,80,0,0,0,14,1152,0,3,0,0,0,0,0,0,3,36,757,946,169,4,0,3,26,1941,0,4,4,0,0,0,0,0,8,3,4,3,0,0,0,0,0,10,39,870,1512,641,147,9,13,45,3276
