region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC10001,0,0,0,0,0,4,0,0,0,4,0,3,3,4,3,15,3,7,0,38,0,8,0,5,0,0,0,0,0,13,381,416,194,292,402,238,82,38,10,2053,0,6,144,433,667,426,138,45,5,1864,0,6,16,17,14,8,3,4,0,68,0,4,14,26,46,21,10,4,3,128,745,0,0,0,0,0,0,0,0,745,0,454,0,0,0,0,0,0,0,454,0,320,199,18,19,3,0,0,0,559,0,31,14,3,7,18,16,17,12,118,0,9,7,0,3,0,0,3,0,22,0,0,0,5,0,4,4,0,0,13,0,3,9,14,14,24,7,7,0,78,0,12,8,5,0,0,0,0,0,25,745,845,411,521,770,504,178,80,20,4074
SSC10002,0,19,44,9,19,9,3,3,0,106,0,6,32,27,54,71,91,67,38,386,4,4,4,6,4,7,4,0,0,33,375,214,393,400,364,366,239,170,57,2578,0,3,280,445,374,420,266,169,30,1987,0,19,128,108,64,45,9,4,4,381,0,0,16,40,67,38,13,15,7,196,739,0,0,0,0,0,0,0,0,739,0,202,0,0,0,0,0,0,0,202,0,122,112,35,28,0,7,0,0,304,0,18,17,11,6,16,4,17,9,98,0,8,21,7,5,0,0,0,0,41,0,28,81,23,29,19,10,3,0,193,0,6,55,67,104,117,129,82,46,606,12,7,13,10,11,10,8,0,0,71,751,413,723,746,688,665,446,290,96,4818
SSC10003,0,5,0,3,0,0,0,0,0,8,0,0,0,3,3,7,6,8,4,31,0,0,3,3,3,3,0,0,0,12,152,47,46,86,85,43,24,13,4,500,0,0,56,113,119,58,34,13,3,396,0,7,8,14,3,5,0,0,0,37,0,0,5,14,12,3,0,0,0,34,280,0,0,0,0,0,0,0,0,280,0,68,0,0,0,0,0,0,0,68,0,38,7,0,0,0,0,0,0,45,0,0,0,0,3,0,3,0,0,6,0,0,0,3,0,3,0,0,0,6,0,8,5,6,3,0,3,0,0,25,0,0,4,3,6,11,12,8,4,48,0,5,3,3,3,3,0,0,0,17,280,126,88,156,149,83,52,21,7,962
SSC10004,0,12,4,0,6,3,3,0,0,28,0,3,13,4,11,29,27,19,7,113,5,8,0,0,4,6,3,0,0,26,235,160,163,140,137,130,91,44,13,1113,0,15,128,158,137,155,109,36,4,742,0,53,63,41,30,10,0,3,3,203,0,14,36,49,32,8,7,7,3,156,516,0,0,0,0,0,0,0,0,516,0,86,0,0,0,0,0,0,0,86,0,93,37,5,12,7,0,0,0,154,0,13,3,0,3,8,4,6,3,40,0,8,0,3,4,3,0,0,0,18,0,29,15,4,11,10,3,0,0,72,0,8,37,27,34,49,42,30,7,234,8,17,12,6,9,6,6,0,0,64,524,336,331,293,272,256,171,82,20,2285
SSC10005,0,9,4,3,0,0,0,0,0,16,0,0,8,7,8,18,16,25,10,92,0,5,0,0,0,3,3,3,0,14,202,115,114,120,131,119,76,46,19,942,0,14,98,132,164,163,101,38,3,713,0,40,65,53,34,16,3,0,0,211,0,7,13,26,20,7,6,7,3,89,433,0,0,0,0,0,0,0,0,433,0,66,0,0,0,0,0,0,0,66,0,68,23,8,10,3,0,0,0,112,0,12,0,0,5,5,4,0,6,32,0,3,3,3,3,0,0,0,0,12,0,22,10,6,3,4,0,0,0,45,0,6,29,32,21,42,31,33,15,209,4,12,3,3,3,6,3,3,0,37,437,250,244,263,263,246,148,81,27,1959
SSC10006,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,9,12,18,8,21,5,3,0,97,0,0,14,26,17,26,14,6,3,106,0,6,4,3,0,3,0,0,0,16,0,0,0,3,0,3,0,0,0,6,55,0,0,0,0,0,0,0,0,55,0,6,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,3,0,21,3,3,0,0,0,0,0,0,0,6,58,21,24,35,20,38,14,9,3,222
SSC10007,0,5,8,4,0,4,0,0,0,21,0,3,8,6,8,6,13,5,0,49,3,11,3,0,3,3,3,3,0,29,374,187,212,255,190,119,62,22,4,1425,0,5,227,348,301,183,83,28,3,1178,0,23,67,42,16,10,7,4,0,169,0,9,17,37,20,9,0,0,4,96,752,0,0,0,0,0,0,0,0,752,0,146,0,0,0,0,0,0,0,146,0,122,30,4,6,3,0,0,0,165,0,9,6,3,7,3,3,0,3,34,0,10,4,0,0,0,0,0,0,14,0,9,19,7,4,7,3,0,0,49,0,6,19,14,12,15,17,5,0,88,6,19,3,0,6,6,3,3,0,46,758,358,392,455,372,236,116,40,10,2737
SSC10008,0,5,0,3,7,3,4,0,0,22,0,4,8,3,16,17,18,22,6,94,5,5,4,3,0,3,0,3,0,23,258,144,158,128,161,138,86,52,10,1135,0,10,134,139,187,179,109,34,4,796,0,42,59,44,37,13,5,0,0,200,0,11,31,32,22,15,10,7,0,128,486,0,0,0,0,0,0,0,0,486,0,76,0,0,0,0,0,0,0,76,0,93,34,17,13,3,0,0,0,160,0,16,13,3,8,13,13,7,4,77,0,14,4,6,6,0,0,0,0,30,0,8,7,11,13,10,7,3,0,59,0,7,17,19,36,34,31,31,9,184,19,12,12,8,0,6,0,3,0,60,505,289,311,279,322,273,175,85,17,2256
SSC10009,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,16,20,10,4,7,3,0,100,0,0,10,18,19,12,8,0,0,67,0,4,3,3,3,0,0,0,0,13,0,0,3,9,0,0,0,3,0,15,57,0,0,0,0,0,0,0,0,57,0,8,0,0,0,0,0,0,0,8,0,13,0,0,3,0,0,0,0,16,0,0,4,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,4,0,0,5,13,0,3,0,0,0,0,0,0,0,3,57,28,23,33,29,16,11,3,5,205
SSC10010,0,6,10,3,0,0,0,0,0,19,0,0,9,4,11,9,10,4,3,50,3,5,0,0,0,3,0,0,0,11,454,243,362,306,240,138,50,23,6,1822,0,13,440,497,358,207,72,22,0,1609,0,9,53,35,25,6,4,0,0,132,0,4,14,35,48,19,0,0,0,120,923,0,0,0,0,0,0,0,0,923,0,231,0,0,0,0,0,0,0,231,0,180,90,11,0,0,0,0,0,281,0,23,18,3,15,20,14,13,3,109,0,7,12,9,0,0,0,0,0,28,0,9,17,6,3,0,0,0,0,35,0,0,20,19,19,15,10,4,3,90,3,8,3,0,4,6,0,0,0,24,926,484,667,615,472,273,100,39,6,3582
