region_id,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC10019,3,0,16,21,57,105,77,59,54,392,0,0,0,3,3,0,8,5,4,23,22,16,29,52,51,56,70,74,50,420,280,451,818,856,979,867,530,319,180,5280
SSC10020,0,6,7,5,14,22,28,28,29,139,0,0,3,0,6,3,6,3,3,24,16,33,43,51,42,57,35,56,64,397,186,416,584,588,640,742,410,289,171,4026
SSC10021,0,3,0,3,4,17,11,6,0,44,0,0,0,3,0,0,0,0,0,3,19,76,190,118,62,19,8,9,0,501,40,96,234,191,161,134,95,33,4,988
SSC10022,0,0,7,6,8,16,15,10,10,72,0,3,8,6,0,3,10,17,0,47,10,37,168,118,70,39,27,31,8,508,96,523,2356,1625,854,468,213,105,25,6265
SSC10023,0,0,0,0,8,30,26,17,4,85,3,0,3,0,3,4,3,8,0,24,3,11,13,10,31,33,4,6,3,114,152,357,267,372,691,460,130,77,16,2522
SSC10024,0,0,3,0,3,0,3,6,0,15,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,6,5,6,20,27,61,69,27,12,3,230
SSC10025,0,0,0,9,19,38,48,51,31,196,0,3,0,6,10,14,9,12,0,54,11,17,23,38,46,30,51,80,74,370,131,322,508,1124,949,730,580,468,232,5044
SSC10026,0,0,3,0,4,3,6,7,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,11,12,9,30,40,42,58,34,17,3,245
SSC10027,3,0,6,6,19,43,55,40,11,183,3,0,3,6,8,6,11,4,5,46,10,25,60,34,49,41,39,27,11,296,130,387,1161,777,790,574,326,192,53,4390
SSC10028,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,6,9,19,23,31,6,6,3,106
SSC10029,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,9,10,6,17,30,22,27,21,9,0,142
SSC10030,0,0,0,0,0,3,6,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,10,3,15,23,33,41,29,15,0,169
SSC10031,0,0,0,0,0,6,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,0,18,16,12,19,53,86,83,53,12,0,334
SSC10032,7,0,6,8,23,44,60,107,103,358,0,0,3,0,8,0,0,0,0,11,5,15,9,15,25,21,36,72,35,233,97,170,475,642,750,758,682,545,325,4444
SSC10033,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,3,6,14,23,25,24,19,15,0,129
SSC10034,10,4,9,26,65,64,41,27,11,257,0,3,5,9,9,9,7,7,6,55,80,59,94,95,121,111,65,23,9,657,356,585,1017,880,1067,864,331,130,42,5272
SSC10035,0,0,0,3,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,27,39,42,46,20,7,0,184
SSC10036,0,0,0,0,0,6,5,6,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,6,0,0,24,4,15,15,46,60,60,68,26,9,303
SSC10037,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,0,0,18,3,0,17,21,40,48,6,10,3,148
SSC10038,3,3,7,7,12,40,46,40,15,173,0,0,0,0,3,3,0,5,0,11,11,11,11,18,26,28,50,35,6,196,146,195,292,489,540,445,471,213,44,2835
SSC10039,0,0,3,3,15,28,41,48,16,154,0,3,0,3,3,3,9,6,3,30,14,25,96,97,78,89,63,72,42,576,118,550,1754,1732,1214,952,452,259,81,7112
SSC10040,3,0,0,0,0,5,9,10,3,30,0,0,0,0,0,0,0,0,0,0,3,3,6,8,12,8,5,7,0,52,50,78,107,180,226,169,114,51,15,990
SSC10041,3,0,3,3,15,16,10,8,6,64,3,0,0,3,0,0,3,0,0,9,10,12,7,12,21,12,13,6,0,93,75,117,206,279,286,181,102,40,12,1298
SSC10042,0,0,0,6,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,6,6,9,3,9,6,3,0,45
SSC10043,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,3,10,8,11,6,6,52,8,9,20,59,100,116,61,31,12,416
SSC10044,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,3,4,0,14,3,9,13,38,51,68,45,21,3,251
SSC10045,3,3,3,0,3,3,8,7,3,33,0,0,0,0,0,0,3,3,0,6,0,0,6,5,4,12,9,3,0,39,44,78,102,179,204,185,137,44,10,983
SSC10046,0,3,0,0,12,13,16,13,6,63,0,0,0,0,0,0,0,0,0,0,3,3,0,11,11,15,6,3,6,58,46,90,137,186,221,195,128,75,21,1099
SSC10047,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,3,15,4,6,19,32,39,63,30,18,9,220
SSC10048,0,0,0,3,7,8,5,6,3,32,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,6,8,7,3,36,7,11,24,34,57,57,70,18,10,288
SSC10049,3,6,3,4,14,35,25,33,16,139,0,0,0,0,0,3,0,3,0,6,6,3,5,11,10,14,19,10,6,84,55,112,181,150,181,177,122,98,35,1111
SSC10050,3,0,0,0,3,8,5,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,11,12,15,14,45,87,80,47,7,3,310
SSC10051,0,0,0,0,3,5,6,13,11,38,0,0,0,0,0,3,0,0,0,3,0,3,8,5,10,0,6,8,0,40,3,15,63,85,86,123,69,50,17,511
SSC10052,0,0,0,0,3,4,6,0,0,13,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,6,0,0,0,12,3,5,29,35,45,50,26,13,0,206
SSC10053,17,26,25,34,78,131,157,194,100,762,6,0,12,14,8,14,11,6,4,75,111,170,211,231,171,162,191,182,98,1527,1271,2410,2515,2476,2902,2462,1699,1056,455,17246
SSC10054,3,3,13,22,65,124,176,130,51,587,0,3,12,16,32,63,43,41,14,224,43,62,110,105,86,82,86,81,26,681,290,581,1330,1230,1067,880,587,408,197,6570
SSC10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,3,0,0,15
SSC10056,0,0,0,0,3,3,12,18,6,42,0,0,0,0,0,3,3,0,0,6,0,0,3,0,3,3,26,14,6,55,10,9,16,28,42,98,167,77,24,471
SSC10057,0,0,0,0,0,4,0,0,4,8,0,0,0,0,0,0,0,0,0,0,6,3,6,6,10,5,3,0,0,39,21,18,30,51,86,94,33,23,10,366
SSC10058,3,0,15,6,11,16,20,31,10,112,3,0,0,3,6,3,9,9,0,33,11,24,62,83,53,50,38,31,20,372,144,566,1828,1638,1060,813,410,260,129,6848
SSC10059,0,0,3,3,13,70,79,47,14,229,0,0,0,3,0,8,14,21,0,46,3,8,18,17,27,5,11,24,7,120,70,178,272,471,509,401,248,160,48,2357
SSC10060,0,0,0,0,0,0,4,0,6,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,6,4,0,23,9,9,8,30,55,81,56,19,12,279
SSC10061,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,11,3,9,14,52,57,56,17,7,0,215
SSC10062,8,6,24,26,50,53,39,36,11,253,0,3,12,13,28,25,17,5,0,103,16,19,38,31,58,37,53,22,10,284,140,219,466,406,447,300,232,135,27,2372
SSC10063,0,7,25,31,66,150,227,242,149,897,0,7,24,21,34,34,45,82,35,282,73,195,437,251,235,198,162,224,228,2003,444,1980,4953,3290,2758,2086,1243,1103,732,18589
SSC10064,0,0,0,3,3,38,22,25,3,94,0,0,0,0,0,0,6,0,0,6,0,0,7,6,7,7,17,7,6,57,20,19,70,98,124,151,103,68,20,673
SSC10065,0,3,0,3,3,7,6,3,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,12,19,19,34,46,55,29,27,9,3,241
SSC10066,13,11,20,12,53,45,48,42,18,262,0,0,0,4,3,3,3,0,0,13,17,13,30,43,33,43,42,37,21,279,198,281,582,453,436,435,248,171,71,2875
SSC10067,0,0,4,6,7,32,17,20,15,101,0,0,0,0,0,0,0,0,0,0,10,8,10,27,25,25,22,17,0,144,142,246,494,688,661,511,250,112,38,3142
SSC10068,0,3,0,7,8,14,17,15,18,82,3,0,3,4,3,0,3,0,0,16,5,9,12,17,20,11,19,13,11,117,91,218,362,525,512,442,245,172,86,2653
SSC10069,0,0,3,0,3,17,9,4,0,36,0,0,0,0,3,0,0,0,3,6,3,6,8,0,10,4,7,7,0,45,27,29,86,95,121,124,71,32,3,588
SSC10070,22,42,208,394,444,444,385,261,121,2321,11,62,196,250,278,261,192,107,24,1381,181,473,786,428,408,277,181,112,60,2906,1122,3444,6727,4216,3843,2587,1484,888,367,24678
SSC10071,0,0,0,0,6,7,7,7,6,33,0,0,0,0,0,0,0,0,0,0,6,7,20,21,25,11,18,14,6,128,64,128,235,352,405,339,185,93,31,1832
SSC10072,0,0,0,8,31,74,88,68,67,336,0,0,0,0,10,5,25,16,14,70,24,15,35,30,31,30,43,54,31,293,143,172,305,391,386,327,253,190,136,2303
SSC10073,0,0,0,6,7,16,13,18,27,87,0,0,0,0,0,3,3,0,0,6,19,18,30,60,69,69,46,42,39,392,231,454,707,1394,1796,1571,928,528,289,7898
SSC10074,0,0,0,5,5,18,11,12,9,60,0,0,0,0,5,0,0,0,0,5,17,15,18,26,38,37,27,21,16,215,126,228,353,644,685,581,331,164,68,3180
SSC10075,0,0,0,0,6,6,5,3,3,23,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,4,0,0,16,11,32,32,53,55,35,22,15,3,258
SSC10076,0,0,0,0,0,4,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,9,10,11,25,29,43,30,20,10,6,184
SSC10077,0,0,3,0,6,7,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,7,4,5,30,8,22,51,50,103,97,50,15,5,401
SSC10078,0,0,3,0,3,7,5,8,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,5,10,21,36,37,58,23,16,0,206
SSC10079,0,0,0,6,0,13,12,3,0,34,0,0,0,0,3,3,3,0,0,9,6,0,8,12,8,16,10,4,0,64,19,35,56,55,58,65,47,10,0,345
SSC10080,0,0,0,3,0,3,4,3,6,19,0,0,3,0,0,0,0,0,0,3,3,3,3,6,3,3,6,0,0,27,15,20,48,70,52,60,33,12,6,316
SSC10081,0,0,0,0,3,3,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,0,14,0,10,20,37,65,52,36,16,0,236
SSC10082,0,0,6,3,3,5,3,4,9,33,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,7,13,11,0,48,22,38,93,103,99,111,89,56,12,623
SSC10083,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,12,4,5,22,51,51,39,26,3,3,204
SSC10084,0,0,6,6,4,8,15,23,13,75,3,0,0,0,3,0,0,3,0,9,19,26,56,64,63,56,49,36,23,392,134,328,1038,1383,1005,752,567,320,136,5663
SSC10085,3,0,0,0,0,5,3,9,11,31,0,0,0,0,0,0,3,3,0,6,3,6,0,15,11,11,14,15,6,81,64,154,152,485,570,363,196,170,84,2238
SSC10086,3,0,7,13,14,42,92,87,29,287,0,3,3,7,7,8,7,10,0,45,8,6,14,34,35,36,46,61,14,254,161,298,559,739,787,704,590,323,79,4240
SSC10087,0,0,0,0,6,4,3,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,16,31,38,37,21,15,3,164
SSC10088,0,0,0,0,3,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,15,9,9,17,19,25,38,22,9,3,151
SSC10089,4,4,13,26,39,89,106,199,160,640,0,0,0,3,3,0,0,7,4,17,23,17,42,57,80,84,104,175,188,770,206,345,693,825,930,1001,915,1010,698,6623
SSC10090,0,0,4,6,20,24,34,49,21,158,0,0,0,3,0,7,0,11,6,27,19,31,113,124,109,102,82,54,21,655,127,392,1848,2007,1382,1224,693,296,93,8062
SSC10091,0,0,3,0,3,7,3,10,6,32,0,0,0,0,0,3,0,3,0,6,3,9,13,19,19,28,12,5,0,108,28,86,272,335,279,314,153,74,18,1559
SSC10092,0,0,0,0,0,0,8,7,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,6,3,0,0,5,0,14,31,41,73,102,119,109,55,30,4,564
SSC10093,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,22,25,65,76,50,26,4,0,274
SSC10094,0,4,4,7,17,43,51,29,11,166,0,0,3,0,0,0,0,6,0,9,8,12,8,21,35,24,23,17,8,156,45,74,141,218,275,222,155,94,31,1255
SSC10095,0,0,0,3,0,3,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,3,3,0,20,6,9,11,37,47,47,37,9,0,203
SSC10096,0,0,0,0,0,9,3,4,3,19,0,0,0,0,0,0,0,0,0,0,6,0,0,10,6,9,4,0,11,46,24,40,45,84,143,143,82,44,17,622
SSC10097,0,0,0,0,6,7,12,10,17,52,0,0,0,3,3,0,0,0,0,6,0,6,4,10,14,9,10,6,4,63,30,58,146,352,318,260,107,66,58,1395
SSC10098,0,0,0,0,0,5,10,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,3,9,35,44,45,47,41,19,0,243
SSC10099,0,0,0,0,6,23,33,22,13,97,0,3,0,3,6,0,0,0,0,12,3,13,11,16,29,47,33,55,66,273,160,414,590,669,825,1021,374,180,120,4353
SSC10100,3,3,3,7,22,58,71,56,14,237,0,0,0,6,6,24,14,10,8,68,15,13,55,51,34,31,25,17,12,253,102,177,471,508,402,398,282,149,52,2541
SSC10101,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,12
SSC10102,8,21,112,190,288,366,408,294,123,1810,6,20,62,70,182,161,159,157,52,869,160,230,600,488,422,315,216,154,91,2676,967,2355,5439,4249,3716,2684,1540,1054,414,22418
SSC10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,4,0,0,3,3,0,0,16
SSC10104,0,0,3,0,3,0,3,3,0,12,0,0,0,0,0,0,0,3,0,3,3,3,5,3,0,0,0,0,0,14,12,6,23,26,30,27,25,9,3,161
SSC10105,0,0,3,0,0,3,4,7,3,20,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,3,3,3,0,21,9,8,13,47,59,58,40,14,6,254
SSC10106,4,3,10,30,58,140,205,242,139,831,0,4,6,5,7,0,3,10,5,40,36,26,53,81,88,108,144,238,126,900,439,648,1230,1701,1913,1877,1875,1589,689,11961
SSC10107,0,3,3,3,6,3,6,3,3,30,0,0,0,0,3,3,0,0,0,6,3,6,24,13,18,6,13,3,7,93,28,100,222,150,191,117,74,33,19,934
SSC10108,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,7,7,4,0,30,0,17,32,60,64,74,49,4,0,300
SSC10109,6,0,0,0,12,12,23,25,7,85,0,0,0,0,3,3,0,0,0,6,6,4,6,6,7,13,13,16,11,82,23,29,75,83,88,97,95,71,21,582
SSC10110,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,4,3,6,10,3,0,38,3,9,6,21,17,26,23,3,0,108
SSC10111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10112,0,0,3,0,6,11,18,8,3,49,3,0,3,0,3,3,3,3,0,18,12,6,10,13,30,18,7,3,0,99,213,330,303,520,846,454,136,53,17,2872
SSC10113,0,0,4,0,9,27,34,41,13,128,0,0,0,3,0,3,5,6,0,17,4,3,9,15,6,8,17,10,7,79,56,127,272,340,339,238,181,117,55,1725
SSC10114,0,0,0,0,15,19,34,20,11,99,0,0,3,3,3,8,8,9,6,40,16,8,19,20,20,17,24,12,8,144,75,129,258,318,309,246,196,102,40,1673
SSC10115,0,0,3,4,9,12,10,11,3,52,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,3,36,11,17,62,80,89,99,61,42,9,470
SSC10116,3,0,6,9,15,54,53,27,16,183,0,0,0,0,3,0,0,3,3,9,16,14,26,34,41,30,22,25,9,217,149,235,454,583,561,526,345,158,46,3057
SSC10117,0,0,3,8,0,15,28,56,34,144,0,0,0,3,3,0,0,0,0,6,4,4,9,11,15,27,26,35,12,143,30,40,99,165,209,259,191,204,72,1269
SSC10118,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,0,15,0,14,37,40,69,103,25,3,0,291
SSC10119,0,0,0,0,6,7,6,0,0,19,0,0,0,0,3,0,0,0,0,3,3,0,6,3,6,4,7,3,0,32,9,7,33,57,51,66,47,21,0,291
SSC10120,0,0,8,7,11,22,9,9,5,71,0,0,0,0,0,0,0,0,0,0,4,3,8,15,20,10,14,3,0,77,79,121,255,248,263,240,87,32,8,1333
SSC10121,4,0,0,0,10,35,35,27,9,120,0,0,3,0,0,0,3,3,0,9,3,0,6,12,12,14,18,15,3,83,41,64,143,180,176,232,187,111,21,1155
SSC10122,0,4,0,6,23,38,51,48,21,191,0,0,0,0,0,3,3,0,0,6,0,0,9,0,20,22,49,29,6,135,22,54,103,129,208,229,265,178,51,1239
SSC10123,0,0,11,19,41,106,131,89,19,416,0,0,0,4,4,9,13,23,9,62,31,27,67,60,78,79,72,53,5,472,220,394,748,730,788,764,603,304,50,4601
SSC10124,0,0,0,3,7,10,9,11,0,40,0,0,0,0,0,0,0,0,0,0,3,0,3,7,6,6,6,7,3,41,13,33,40,95,84,106,61,42,6,480
SSC10125,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,6,3,3,3,15,3,12,11,27,46,41,39,12,6,197
SSC10126,0,0,0,3,0,6,12,4,6,31,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,3,4,0,23,13,16,21,55,79,99,85,41,15,424
SSC10127,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,6,4,0,0,26,3,10,25,34,49,27,29,8,3,188
SSC10128,0,0,0,6,11,18,22,22,3,82,0,0,0,0,0,0,0,0,0,0,0,3,8,6,13,19,20,19,12,100,26,55,121,153,207,198,159,107,41,1067
SSC10129,4,5,19,46,61,89,120,114,63,521,0,3,5,14,30,48,32,33,10,175,32,31,52,87,62,94,93,89,67,607,304,536,1029,1058,1051,876,623,461,191,6129
SSC10130,6,7,15,24,46,96,102,159,121,576,0,5,0,4,0,0,8,4,6,27,23,22,40,57,77,82,143,221,225,890,382,668,1203,1334,1558,1446,1141,975,621,9328
SSC10131,0,3,6,7,12,34,25,26,35,148,0,0,0,0,0,0,0,0,0,0,14,0,12,25,24,28,31,26,5,165,53,72,129,183,227,245,220,160,111,1400
SSC10132,3,3,4,4,7,21,26,30,17,115,0,0,0,0,0,0,0,0,0,0,6,7,16,21,22,30,24,28,16,170,52,72,146,138,175,209,189,159,70,1210
SSC10133,6,3,8,17,36,47,68,75,53,313,0,0,0,7,4,3,3,6,0,23,28,89,86,56,72,62,65,86,33,577,262,991,899,691,745,731,550,433,172,5474
SSC10134,0,0,3,7,8,29,29,24,14,114,0,0,0,0,3,0,0,0,4,7,4,3,9,10,12,20,24,32,3,117,31,58,109,167,207,230,171,126,31,1130
SSC10135,10,9,11,33,48,145,178,124,82,640,0,0,10,17,19,26,24,23,7,126,52,67,129,156,147,157,167,119,89,1083,832,1880,4142,5566,4563,4046,2788,1174,411,25402
SSC10136,4,0,0,0,0,6,8,8,7,33,0,0,0,0,0,0,0,3,0,3,0,4,0,5,11,4,7,0,0,31,11,24,30,51,57,78,57,28,10,346
SSC10137,0,0,0,0,0,6,13,10,12,41,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,7,9,11,0,39,12,19,28,54,97,115,108,49,12,494
SSC10138,0,0,0,3,0,3,9,15,23,53,0,0,0,0,0,0,0,0,0,0,9,3,5,19,24,26,31,43,50,210,95,119,151,291,423,451,413,333,270,2546
SSC10139,5,0,3,7,11,32,40,44,18,160,0,0,3,6,4,10,9,10,7,49,20,24,28,37,46,38,41,45,13,292,214,392,603,1046,1068,732,580,375,90,5100
SSC10140,0,0,3,0,3,3,10,3,4,26,0,0,0,0,0,6,0,0,0,6,6,5,31,25,13,9,16,0,0,105,16,60,253,192,127,81,35,8,4,776
SSC10141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,7,5,5,0,36,7,3,8,14,46,39,31,14,0,162
SSC10142,0,0,0,4,6,25,25,18,6,84,0,7,3,0,3,0,0,3,3,19,9,12,20,53,31,43,27,12,7,214,201,447,805,1596,1136,679,299,78,28,5269
SSC10143,0,0,0,0,0,0,6,3,4,13,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,3,3,0,21,4,9,11,29,41,27,21,19,4,165
SSC10144,0,0,0,5,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9,3,4,13,38,37,24,16,18,0,153
SSC10145,0,0,0,0,6,6,10,10,5,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,6,0,0,18,14,18,26,71,101,104,61,28,5,428
SSC10146,0,0,0,0,6,9,20,9,34,78,0,0,0,3,3,6,3,6,3,24,6,7,6,16,29,27,31,57,109,288,241,579,631,1032,1418,1194,817,517,304,6733
