region_id,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SSC10001,19,0,0,0,0,19,19,0,0,0,0,19,8,0,0,0,0,8,13,0,0,0,0,13,18,0,0,0,0,18,60,0,0,0,0,60,57,0,0,0,0,57,95,0,0,0,0,95,90,0,0,0,0,90,101,3,0,0,0,104,51,0,0,0,0,51,40,0,0,0,0,40,571,3,0,0,0,574
SSC10002,14,3,14,0,0,31,5,0,3,0,0,8,0,0,3,0,0,3,4,3,3,0,0,10,5,0,5,0,0,10,13,8,14,0,0,35,14,7,11,0,0,32,16,14,24,0,0,54,19,15,43,0,0,77,39,38,67,0,0,144,67,17,24,0,0,108,19,0,10,0,0,29,215,105,221,0,0,541
SSC10003,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,5,0,0,0,0,5,23,0,0,0,0,23,35,3,0,0,0,38,40,0,0,0,0,40,14,0,0,0,0,14,15,0,0,0,0,15,0,0,0,0,0,0,10,0,0,0,0,10,160,3,0,0,0,163
SSC10004,8,0,0,0,0,8,13,0,0,0,0,13,6,0,0,0,0,6,17,0,0,0,0,17,18,0,0,0,0,18,72,0,0,0,0,72,70,0,0,0,0,70,60,0,0,0,0,60,12,0,0,0,0,12,10,0,0,0,0,10,3,0,0,0,0,3,11,0,0,0,0,11,300,0,0,0,0,300
SSC10005,11,0,0,0,0,11,6,0,0,0,0,6,6,0,0,0,0,6,12,0,0,0,0,12,19,3,0,0,0,22,54,0,0,3,0,57,57,0,0,0,0,57,74,0,0,0,0,74,22,0,0,0,0,22,11,0,0,0,0,11,6,0,0,0,0,6,13,3,0,0,0,16,291,6,0,3,0,300
SSC10006,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC10007,15,3,0,0,0,18,5,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,16,18,0,0,0,0,18,44,0,0,0,0,44,63,0,0,0,0,63,126,0,0,0,0,126,65,4,0,0,0,69,56,0,0,0,0,56,12,0,0,0,0,12,16,0,0,0,0,16,436,7,0,0,0,443
SSC10008,13,0,0,0,0,13,11,0,0,0,0,11,15,0,0,0,0,15,21,0,0,0,0,21,31,0,0,0,0,31,76,0,0,0,0,76,78,0,0,0,0,78,56,0,0,0,0,56,23,0,0,0,0,23,12,0,0,0,0,12,3,0,0,0,0,3,20,0,0,0,0,20,359,0,0,0,0,359
SSC10009,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,9,0,0,0,0,9,7,0,0,0,0,7,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,35,3,0,0,0,38
SSC10010,11,3,0,0,0,14,3,0,0,0,0,3,5,0,0,0,0,5,9,3,0,0,0,12,12,0,0,0,0,12,45,3,0,0,0,48,47,10,0,0,0,57,131,32,0,0,0,163,162,44,0,0,0,206,131,18,0,0,0,149,28,3,0,0,0,31,24,3,0,0,0,27,608,119,0,0,0,727
