region_id,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC10001,1159,4044,4,7,4,19,8,26,0,6,0,0,4,6,4,9,8,21,0,0,0,0,0,0,0,0,0,0,1175,4091,33,0,1208,4091
SSC10002,684,1970,121,261,260,553,381,814,344,637,270,524,429,879,0,3,1043,2043,0,0,0,0,5,4,5,4,0,0,2113,4831,201,0,2314,4831
SSC10003,309,955,9,14,0,3,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,972,19,0,337,972
SSC10004,791,2089,93,173,0,0,93,173,10,11,0,0,0,0,0,0,10,11,0,0,0,0,3,3,3,3,4,13,901,2289,72,0,973,2289
SSC10005,712,1853,22,50,0,0,22,50,10,14,0,0,0,3,4,3,14,20,39,53,0,0,3,4,42,57,0,0,790,1980,73,0,863,1980
SSC10006,86,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,227,20,0,106,227
SSC10007,821,2655,51,90,0,0,51,90,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,875,2751,44,0,919,2751
SSC10008,816,2173,19,44,0,0,19,44,15,27,0,0,0,0,0,0,15,27,0,0,0,0,0,0,0,0,0,0,850,2244,49,0,899,2244
SSC10009,67,201,3,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,205,9,0,79,205
SSC10010,916,3128,18,37,143,429,161,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1077,3598,35,0,1112,3598
SSC10011,98,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,211,49,0,147,211
SSC10012,1618,4159,161,268,148,288,309,556,369,543,25,37,0,0,5,14,399,594,0,0,0,0,13,33,13,33,0,0,2339,5342,186,0,2525,5342
SSC10013,1869,4858,5,7,4,10,9,17,43,55,6,7,10,10,4,9,63,81,0,0,0,0,0,0,0,0,0,0,1941,4956,102,0,2043,4956
SSC10014,327,801,0,0,0,0,0,0,14,18,0,0,0,0,0,0,14,18,3,3,0,0,3,11,6,14,0,0,347,833,58,0,405,833
SSC10015,232,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,751,14,0,246,751
SSC10016,774,2480,100,287,193,596,293,883,49,52,0,0,0,0,0,0,49,52,3,0,0,0,0,0,3,0,3,3,1122,3418,47,0,1169,3418
SSC10017,33,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,126,4,0,37,126
SSC10018,3563,11177,341,692,73,175,414,867,101,208,0,0,0,0,8,7,109,215,0,6,0,0,17,31,17,37,0,0,4103,12296,201,0,4304,12296
SSC10019,2023,5746,243,450,110,211,353,661,76,132,0,0,0,0,0,4,76,136,3,7,3,0,3,12,9,19,0,0,2461,6562,128,0,2589,6562
SSC10020,1346,3210,153,242,47,92,200,334,392,578,63,81,11,22,3,3,469,684,0,0,0,0,12,16,12,16,8,21,2035,4265,353,0,2388,4265
SSC10021,240,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,656,27,0,267,656
SSC10022,159,370,453,976,707,1672,1160,2648,184,311,602,1103,1151,2012,4,5,1941,3431,0,0,0,0,10,15,10,15,7,17,3277,6481,282,0,3559,6481
SSC10023,911,3176,5,13,11,40,16,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,3229,25,0,952,3229
SSC10024,118,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,280,39,0,157,280
SSC10025,1869,5626,17,51,41,107,58,158,284,373,33,48,0,0,9,30,326,451,0,0,0,0,0,3,0,3,8,18,2261,6256,147,0,2408,6256
SSC10026,119,291,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,6,0,0,119,302,13,0,132,302
SSC10027,352,1090,44,134,31,94,75,228,220,509,890,2056,525,1270,0,0,1635,3835,0,0,0,0,3,4,3,4,0,0,2065,5157,116,0,2181,5157
SSC10028,50,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,148,3,0,53,148
SSC10029,64,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,67,173,22,0,89,173
SSC10030,82,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,5,0,0,86,210,73,0,159,210
SSC10031,154,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,394,12,0,166,394
SSC10032,1752,4419,186,310,14,53,200,363,245,353,3,5,25,39,0,3,273,400,75,111,0,0,3,4,78,115,0,0,2303,5297,204,0,2507,5297
SSC10033,66,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,155,0,0,66,155
SSC10034,1986,6178,52,110,70,155,122,265,39,65,27,54,0,0,4,5,70,124,0,0,0,0,0,11,0,11,0,0,2178,6578,123,0,2301,6578
SSC10035,94,268,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,98,272,22,0,120,272
SSC10036,85,195,36,89,9,20,45,109,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,9,10,0,0,139,314,183,0,322,314
SSC10037,55,113,0,0,12,29,12,29,5,6,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,72,148,57,0,129,148
SSC10038,1198,3074,61,147,84,210,145,357,10,29,4,6,0,0,10,10,24,45,22,28,0,0,6,17,28,45,0,0,1395,3521,290,0,1685,3521
SSC10039,898,2293,1005,2316,629,1610,1634,3926,289,478,153,244,490,716,4,7,936,1445,0,0,0,0,51,109,51,109,0,0,3519,7773,410,0,3929,7773
SSC10040,386,1289,0,0,0,0,0,0,0,0,0,0,0,0,10,30,10,30,0,0,0,0,0,0,0,0,0,0,396,1319,15,0,411,1319
SSC10041,541,1700,0,0,0,0,0,0,23,45,0,3,0,0,0,3,23,51,0,0,3,3,0,0,3,3,0,0,567,1754,23,0,590,1754
SSC10042,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,63,12,0,31,63
SSC10043,190,431,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,437,52,0,245,437
SSC10044,127,256,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,5,4,0,0,132,265,70,0,202,265
SSC10045,413,1212,9,22,0,0,9,22,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,422,1239,34,0,456,1239
SSC10046,497,1291,0,4,4,5,4,9,9,13,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,510,1313,77,0,587,1313
SSC10047,100,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,256,11,0,111,256
SSC10048,150,318,0,0,0,0,0,0,8,12,0,0,0,0,0,0,8,12,0,0,0,3,0,3,0,6,0,0,158,336,39,0,197,336
SSC10049,482,1196,4,9,0,0,4,9,75,122,0,0,0,0,0,0,75,122,0,0,0,0,0,3,0,3,0,0,561,1330,33,0,594,1330
SSC10050,165,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,168,373,40,0,208,373
SSC10051,251,609,0,0,0,0,0,0,7,3,0,0,0,0,0,0,7,3,0,0,0,0,8,20,8,20,0,0,266,632,54,0,320,632
SSC10052,107,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,268,13,0,120,268
SSC10053,6481,16548,427,703,64,109,491,812,907,1512,34,68,0,0,13,22,954,1602,33,52,0,0,11,28,44,80,12,28,7982,19070,923,0,8905,19070
SSC10054,1694,5571,179,435,65,187,244,622,157,309,433,941,88,219,28,64,706,1533,0,0,0,0,16,51,16,51,0,0,2660,7777,162,0,2822,7777
SSC10055,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4
SSC10056,236,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,0,0,0,0,16,27,0,0,252,478,16,0,268,478
SSC10057,170,423,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,423,55,0,229,423
SSC10058,824,2526,31,70,239,606,270,676,306,595,899,1898,1209,2541,4,4,2418,5038,0,0,0,0,6,12,6,12,0,4,3518,8256,268,0,3786,8256
SSC10059,989,2945,30,65,0,3,30,68,9,11,0,0,0,0,0,0,9,11,0,0,0,0,9,30,9,30,0,0,1037,3054,52,0,1089,3054
SSC10060,133,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,136,321,25,0,161,321
SSC10061,107,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,110,280,23,0,133,280
SSC10062,806,2667,15,27,8,37,23,64,128,253,99,168,0,0,0,0,227,421,0,0,0,0,0,0,0,0,0,0,1056,3152,74,0,1130,3152
SSC10063,2226,6523,391,927,370,964,761,1891,1789,3761,2754,5892,648,1603,4,11,5195,11267,0,0,0,0,28,65,28,65,5,27,8215,19773,630,0,8845,19773
SSC10064,318,797,3,0,0,0,3,0,3,11,0,0,0,0,3,0,6,11,7,9,4,4,0,9,11,22,0,0,338,830,95,0,433,830
SSC10065,118,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,6,0,0,121,324,8,0,129,324
SSC10066,1281,3399,0,3,3,3,3,6,221,343,0,0,0,0,0,0,221,343,0,0,0,0,0,0,0,0,0,0,1505,3748,133,0,1638,3748
SSC10067,1330,4050,22,44,5,12,27,56,71,140,0,0,0,0,0,0,71,140,0,0,0,0,0,0,0,0,0,3,1428,4249,69,0,1497,4249
SSC10068,1058,3044,30,61,89,216,119,277,22,41,0,0,0,0,3,0,25,41,0,0,0,0,4,11,4,11,0,0,1206,3373,68,0,1274,3373
SSC10069,236,600,43,92,0,3,43,95,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,5,3,12,0,0,282,707,33,0,315,707
SSC10070,4543,16363,179,443,700,2370,879,2813,1599,4560,990,2903,1278,4018,19,42,3886,11523,0,0,0,0,28,96,28,96,9,29,9345,30824,447,0,9792,30824
SSC10071,704,1987,7,13,84,190,91,203,26,58,15,24,0,0,3,0,44,82,0,0,0,0,3,0,3,0,3,3,845,2275,108,0,953,2275
SSC10072,808,2570,0,0,5,8,5,8,0,0,0,0,0,0,3,5,3,5,4,20,0,0,0,0,4,20,0,0,820,2603,104,0,924,2603
SSC10073,2980,8523,77,178,170,375,247,553,225,335,157,292,22,30,32,58,436,715,0,0,0,0,7,13,7,13,0,0,3670,9804,651,0,4321,9804
SSC10074,1232,3559,31,65,58,147,89,212,25,43,10,25,12,29,8,7,55,104,90,125,0,0,9,9,99,134,0,0,1475,4009,629,0,2104,4009
SSC10075,120,324,0,0,0,0,0,0,3,9,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,123,333,8,0,131,333
SSC10076,78,222,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,82,226,18,0,100,226
SSC10077,194,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,482,46,0,240,482
SSC10078,93,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,96,270,5,0,101,270
SSC10079,120,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,387,3,0,123,387
SSC10080,142,372,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,375,20,0,165,375
SSC10081,118,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,122,298,28,0,150,298
SSC10082,299,761,4,5,0,4,4,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,306,770,96,0,402,770
SSC10083,99,272,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,279,8,0,107,279
SSC10084,1074,3201,195,446,334,778,529,1224,532,1150,435,855,297,548,3,0,1267,2553,4,3,0,0,7,23,11,26,4,6,2885,7010,243,0,3128,7010
SSC10085,1000,3096,6,10,8,13,14,23,4,8,0,0,0,0,0,3,4,11,0,0,0,0,7,10,7,10,0,0,1025,3140,64,0,1089,3140
SSC10086,1498,4180,238,437,218,500,456,937,53,81,0,0,0,0,0,0,53,81,0,0,0,0,0,0,0,0,3,0,2010,5198,138,0,2148,5198
SSC10087,81,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,216,17,0,98,216
SSC10088,68,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,171,20,0,88,171
SSC10089,1841,4204,624,1121,188,364,812,1485,862,1266,22,35,31,55,9,9,924,1365,8,11,0,4,5,19,13,34,4,0,3594,7088,347,0,3941,7088
SSC10090,1214,3077,424,914,1115,2609,1539,3523,253,373,463,739,645,1075,7,8,1368,2195,3,0,0,0,67,128,70,128,3,5,4194,8928,416,0,4610,8928
SSC10091,203,516,24,30,254,630,278,660,67,95,133,205,138,239,0,4,338,543,0,0,0,0,8,21,8,21,0,0,827,1740,97,0,924,1740
SSC10092,260,686,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,264,690,27,0,291,690
SSC10093,126,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,353,25,0,151,353
