region_id,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SSC10001,20,198,487,257,188,1150,25,1175
SSC10002,226,909,718,146,61,2060,53,2113
SSC10003,7,81,147,51,22,308,7,315
SSC10004,60,339,324,93,38,854,47,901
SSC10005,41,256,339,88,45,769,22,791
SSC10006,0,18,42,14,7,81,4,85
SSC10007,18,182,440,150,71,861,14,875
SSC10008,47,254,342,107,66,816,31,847
SSC10009,0,23,26,7,10,66,4,70
SSC10010,13,278,536,161,73,1061,17,1078
SSC10011,9,36,34,12,6,97,4,101
SSC10012,279,929,811,177,63,2259,79,2338
SSC10013,86,670,860,198,85,1899,44,1943
SSC10014,33,119,128,38,18,336,11,347
SSC10015,0,46,90,51,45,232,0,232
SSC10016,318,485,179,50,16,1048,71,1119
SSC10017,9,15,3,3,3,33,0,33
SSC10018,137,1084,1827,661,313,4022,81,4103
SSC10019,160,903,830,326,160,2379,79,2458
SSC10020,261,813,684,156,53,1967,70,2037
SSC10021,6,78,101,29,22,236,3,239
SSC10022,593,1864,665,82,16,3220,55,3275
SSC10023,10,103,408,210,183,914,10,924
SSC10024,3,35,50,20,8,116,3,119
SSC10025,188,741,872,254,137,2192,67,2259
SSC10026,0,23,50,23,18,114,5,119
SSC10027,305,1082,489,86,44,2006,59,2065
SSC10028,3,9,27,10,3,52,0,52
SSC10029,3,21,26,8,9,67,0,67
SSC10030,4,22,33,13,10,82,4,86
SSC10031,0,35,74,30,15,154,3,157
SSC10032,162,959,822,220,70,2233,70,2303
SSC10033,3,17,23,14,3,60,4,64
SSC10034,221,803,720,243,102,2089,88,2177
SSC10035,5,24,41,17,11,98,0,98
SSC10036,0,38,55,22,19,134,4,138
SSC10037,3,36,24,7,3,73,3,76
SSC10038,80,560,474,160,77,1351,44,1395
SSC10039,532,1789,945,137,40,3443,74,3517
SSC10040,3,49,147,99,89,387,9,396
SSC10041,12,114,253,101,62,542,24,566
SSC10042,6,10,3,3,0,22,0,22
SSC10043,3,67,86,34,3,193,0,193
SSC10044,4,49,62,12,5,132,3,135
SSC10045,0,93,159,81,81,414,6,420
SSC10046,15,154,214,74,35,492,18,510
SSC10047,0,17,48,16,18,99,3,102
SSC10048,19,69,51,10,6,155,5,160
SSC10049,72,218,173,53,25,541,20,561
SSC10050,3,67,58,24,9,161,5,166
SSC10051,12,90,108,33,21,264,3,267
SSC10052,0,20,47,23,12,102,4,106
SSC10053,776,3271,2625,731,315,7718,260,7978
SSC10054,407,1094,744,206,90,2541,117,2658
SSC10055,0,0,0,0,0,0,0,0
SSC10056,10,166,58,10,0,244,9,253
SSC10057,3,65,77,18,4,167,6,173
SSC10058,546,1933,815,114,39,3447,70,3517
SSC10059,86,355,392,131,42,1006,32,1038
SSC10060,4,46,71,10,4,135,0,135
SSC10061,0,36,56,13,7,112,0,112
SSC10062,244,361,245,89,43,982,76,1058
SSC10063,2007,4141,1496,229,101,7974,241,8215
SSC10064,11,125,114,45,26,321,18,339
SSC10065,3,33,54,17,12,119,3,122
SSC10066,210,621,431,122,52,1436,66,1502
SSC10067,24,351,704,207,109,1395,36,1431
SSC10068,103,519,411,110,38,1181,23,1204
SSC10069,7,57,129,58,26,277,6,283
SSC10070,1681,3978,2322,636,249,8866,480,9346
SSC10071,41,283,386,81,34,825,23,848
SSC10072,31,175,278,155,140,779,40,819
SSC10073,126,1106,1726,439,198,3595,75,3670
SSC10074,49,489,650,171,80,1439,37,1476
SSC10075,5,37,38,26,13,119,4,123
