region_id,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC10415,48,91,0,3,9,40,3,3,14,59,26,105,0,0,3,4,5,24,8,28,34,133,0,0,0,0,0,0,5,13,5,13,0,0,0,8,6,4,6,12,11,25,3,0,96,249
SSC10416,439,866,0,0,33,141,5,27,193,720,231,888,15,52,27,78,60,171,102,301,333,1189,0,0,13,40,8,21,95,218,116,279,3,9,29,59,102,212,134,280,250,559,20,46,1042,2660
SSC10417,27,51,0,0,0,0,3,11,13,55,16,66,3,3,3,10,3,15,9,28,25,94,0,0,0,0,0,0,3,17,3,17,0,0,3,3,3,6,6,9,9,26,0,0,61,171
SSC10418,164,321,7,20,26,110,3,25,72,288,108,443,9,37,28,85,24,77,61,199,169,642,0,0,3,12,0,0,19,46,22,58,0,5,5,9,9,20,14,34,36,92,0,4,369,1059
SSC10419,265,528,0,0,24,119,12,40,116,456,152,615,15,58,28,93,65,201,108,352,260,967,0,0,3,20,0,3,17,24,20,47,4,10,4,11,23,55,31,76,51,123,6,16,582,1634
SSC10420,3,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,3,0,9,0,0,0,3,5,12,5,37,10,52,0,3,0,0,3,9,3,12,13,64,3,7,19,83
SSC10421,1187,2494,35,210,279,1371,86,390,1266,4970,1666,6941,123,543,189,686,460,1566,772,2795,2438,9736,17,85,108,417,62,221,612,1721,799,2444,64,229,160,398,500,1149,724,1776,1523,4220,170,380,5318,16830
SSC10422,375,797,26,126,110,559,31,158,341,1420,508,2263,62,286,73,269,188,650,323,1205,831,3468,7,42,43,164,25,93,206,605,281,904,17,67,57,134,170,418,244,619,525,1523,34,75,1765,5863
SSC10423,33,73,3,6,3,19,3,17,23,99,32,141,3,9,3,11,12,26,18,46,50,187,0,0,0,0,0,0,4,4,4,4,0,4,0,3,0,0,0,7,4,11,0,7,87,278
SSC10424,24,44,0,0,0,12,0,9,11,42,11,63,0,5,4,3,4,15,8,23,19,86,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,3,0,3,4,7,4,6,51,143
SSC10425,366,724,11,35,45,218,8,36,238,941,302,1230,13,48,23,67,62,196,98,311,400,1541,0,6,13,55,5,23,70,166,88,250,7,21,11,14,32,68,50,103,138,353,8,18,912,2636
SSC10426,33,68,0,0,4,28,0,0,23,90,27,118,0,0,4,6,5,17,9,23,36,141,0,0,3,3,0,0,3,15,6,18,0,0,3,0,4,6,7,6,13,24,0,4,82,237
SSC10427,16,26,0,0,0,3,4,8,10,51,14,62,0,6,5,3,5,27,10,36,24,98,0,8,0,0,0,0,4,9,4,17,0,4,3,3,4,5,7,12,11,29,0,0,51,153
SSC10428,27,51,0,8,7,32,0,0,9,33,16,73,3,3,3,17,6,19,12,39,28,112,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,6,7,6,7,0,0,61,170
SSC10429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10430,255,504,7,23,37,169,10,52,107,431,161,675,8,42,25,84,31,89,64,215,225,890,3,16,12,39,7,18,45,135,67,208,3,8,7,13,28,57,38,78,105,286,4,12,589,1692
SSC10431,123,237,0,0,4,20,3,16,34,140,41,176,0,0,0,5,15,36,15,41,56,217,0,0,7,30,0,5,17,50,24,85,0,0,6,12,9,16,15,28,39,113,0,0,218,567
SSC10432,43,86,3,21,5,19,6,30,18,62,32,132,4,15,3,10,11,45,18,70,50,202,0,0,3,6,0,0,11,29,14,35,0,0,0,3,7,15,7,18,21,53,0,3,114,344
SSC10433,24,39,3,4,0,0,0,6,12,45,15,55,0,0,3,3,4,21,7,24,22,79,0,0,7,3,0,3,0,9,7,15,0,0,0,0,0,6,0,6,7,21,0,3,53,142
SSC10434,25,49,0,0,4,21,0,4,10,40,14,65,4,4,0,4,6,24,10,32,24,97,0,0,0,0,0,0,3,12,3,12,0,0,0,0,0,0,0,0,3,12,0,5,52,163
SSC10435,102,196,3,22,33,140,7,25,94,396,137,583,10,35,26,89,29,95,65,219,202,802,0,3,5,16,0,0,11,21,16,40,3,10,9,21,4,9,16,40,32,80,0,5,336,1083
SSC10436,192,387,12,54,21,79,8,56,147,593,188,782,15,76,10,33,80,242,105,351,293,1133,4,19,8,14,6,30,44,123,62,186,0,8,8,19,34,73,42,100,104,286,7,18,596,1824
SSC10437,546,1097,16,111,64,320,31,136,378,1487,489,2054,40,168,30,91,202,660,272,919,761,2973,11,49,19,76,16,53,164,458,210,636,17,52,34,84,153,325,204,461,414,1097,27,57,1748,5224
SSC10438,285,558,12,49,23,111,4,21,191,762,230,943,18,81,20,68,68,208,106,357,336,1300,0,11,12,50,4,12,63,148,79,221,6,15,26,57,56,114,88,186,167,407,11,26,799,2291
SSC10439,29,58,0,0,0,0,3,0,8,42,11,42,0,0,3,7,3,10,6,17,17,59,0,0,0,0,3,3,0,4,3,7,3,5,0,0,0,0,3,5,6,12,0,0,52,129
SSC10440,128,259,9,32,40,194,7,33,209,831,265,1090,11,54,16,49,53,171,80,274,345,1364,3,3,0,0,3,3,8,26,14,32,0,0,9,17,9,31,18,48,32,80,0,0,505,1703
SSC10441,505,998,8,65,60,273,14,52,297,1201,379,1591,29,122,52,175,157,492,238,789,617,2380,0,0,16,59,3,16,58,150,77,225,10,37,15,37,65,134,90,208,167,433,8,21,1297,3832
SSC10442,484,959,20,112,81,378,27,128,509,1983,637,2601,30,139,48,144,120,390,198,673,835,3274,5,8,13,53,6,32,57,161,81,254,6,21,12,27,43,93,61,141,142,395,9,16,1470,4644
SSC10443,826,1620,0,6,31,147,10,28,475,1722,516,1903,17,81,70,239,63,189,150,509,666,2412,0,5,13,35,0,3,96,227,109,270,14,34,45,96,63,130,122,260,231,530,31,68,1754,4630
SSC10444,946,1913,33,194,86,406,41,190,550,2224,710,3014,53,218,66,243,214,699,333,1160,1043,4174,6,29,37,135,22,71,261,702,326,937,26,90,57,127,200,427,283,644,609,1581,52,115,2650,7783
SSC10445,993,1949,0,4,22,80,5,11,278,967,305,1062,5,20,28,103,27,73,60,196,365,1258,0,0,5,17,3,7,50,126,58,150,3,9,16,28,40,84,59,121,117,271,70,149,1545,3627
SSC10446,1772,3654,22,129,226,1033,65,290,1455,5389,1768,6841,108,482,255,852,587,1930,950,3264,2718,10105,8,40,62,197,29,108,362,940,461,1285,42,139,164,365,379,869,585,1373,1046,2658,175,380,5711,16797
SSC10447,129,244,0,0,15,68,5,29,105,379,125,476,7,34,10,40,38,116,55,190,180,666,0,0,3,15,0,0,27,55,30,70,5,15,12,27,18,47,35,89,65,159,4,9,378,1078
SSC10448,78,152,4,30,14,50,0,12,44,166,62,258,7,18,3,11,11,39,21,68,83,326,0,0,0,3,0,7,22,58,22,68,4,3,6,16,6,16,16,35,38,103,0,0,199,581
SSC10449,21,42,0,0,3,8,0,0,13,44,16,52,0,0,3,4,4,19,7,23,23,75,0,0,0,0,0,0,3,9,3,9,3,0,0,0,0,0,3,0,6,9,0,0,50,126
SSC10450,72,137,0,4,16,64,0,12,45,179,61,259,3,3,9,32,9,36,21,71,82,330,0,0,4,9,0,3,3,18,7,30,0,4,0,3,6,8,6,15,13,45,4,4,171,516
SSC10451,631,1317,38,216,147,736,60,308,594,2433,839,3693,100,463,137,503,292,1004,529,1970,1368,5663,10,54,82,309,32,114,268,770,392,1247,51,163,68,172,239,561,358,896,750,2143,62,148,2811,9271
SSC10452,518,1077,21,109,140,685,35,178,540,2166,736,3138,74,317,101,379,242,819,417,1515,1153,4653,7,40,47,174,35,130,255,749,344,1093,28,115,72,166,203,475,303,756,647,1849,84,178,2402,7757
SSC10453,62,122,0,5,6,22,4,29,37,164,47,220,4,12,9,17,10,35,23,64,70,284,0,0,3,4,0,0,5,7,8,11,0,0,0,0,4,13,4,13,12,24,0,4,144,434
SSC10454,33,69,0,5,3,12,3,10,19,76,25,103,0,11,3,8,11,24,14,43,39,146,0,0,0,0,0,0,7,12,7,12,0,0,0,0,5,8,5,8,12,20,0,9,84,244
SSC10455,285,561,14,77,26,128,8,22,123,521,171,748,4,27,19,57,41,121,64,205,235,953,0,6,6,30,3,11,46,115,55,162,3,7,8,23,39,79,50,109,105,271,10,18,635,1803
SSC10456,550,1116,12,59,71,327,19,85,376,1429,478,1900,42,180,71,248,198,665,311,1093,789,2993,3,10,16,66,10,42,108,256,137,374,11,37,28,63,114,253,153,353,290,727,43,90,1672,4926
SSC10457,148,293,0,4,6,16,0,13,24,85,30,118,3,15,3,11,14,41,20,67,50,185,0,10,9,21,0,4,35,94,44,129,3,15,3,9,21,37,27,61,71,190,0,0,269,668
SSC10458,30,61,0,7,4,18,0,6,12,34,16,65,0,0,3,3,7,18,10,21,26,86,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,8,0,8,3,11,0,0,59,158
SSC10459,49,93,3,8,5,15,0,4,10,46,18,73,0,12,3,7,9,24,12,43,30,116,0,0,3,16,0,0,8,19,11,35,0,0,3,3,3,9,6,12,17,47,0,6,96,262
SSC10460,81,158,0,7,8,47,6,26,47,177,61,257,4,9,5,19,9,27,18,55,79,312,0,0,0,0,0,4,18,40,18,44,3,5,3,6,9,16,15,27,33,71,0,5,193,546
SSC10461,43,76,0,8,3,9,0,0,14,48,17,65,0,0,4,14,0,0,4,14,21,79,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,8,4,8,4,12,0,0,68,167
SSC10462,78,153,3,15,11,59,3,12,42,179,59,265,5,24,4,19,14,36,23,79,82,344,0,0,0,4,0,19,10,20,10,43,0,0,3,0,7,24,10,24,20,67,3,3,183,567
SSC10463,576,1146,15,72,60,288,23,110,343,1319,441,1789,25,95,42,140,136,437,203,672,644,2461,5,9,10,33,14,57,151,429,180,528,9,31,20,44,122,269,151,344,331,872,33,70,1584,4549
SSC10464,125,253,0,10,12,61,6,22,68,258,86,351,13,49,20,64,27,93,60,206,146,557,0,0,4,20,3,7,22,57,29,84,3,12,4,10,17,32,24,54,53,138,3,5,327,953
SSC10465,307,603,8,41,37,156,12,57,204,804,261,1058,17,59,19,68,80,260,116,387,377,1445,0,0,10,31,8,31,64,165,82,227,7,18,14,34,65,140,86,192,168,419,12,28,864,2495
SSC10466,130,257,0,0,3,23,3,11,30,104,36,138,5,10,7,24,20,55,32,89,68,227,0,0,0,3,0,8,20,55,20,66,0,0,3,7,19,36,22,43,42,109,4,4,244,597
SSC10467,69,138,6,29,12,45,0,7,37,141,55,222,3,12,6,19,5,20,14,51,69,273,0,0,0,0,0,7,8,19,8,26,0,0,0,0,4,10,4,10,12,36,3,3,153,450
SSC10468,26,45,0,0,4,8,0,0,14,50,18,58,0,3,0,3,0,5,0,11,18,69,0,0,0,0,0,0,4,12,4,12,0,0,0,0,4,12,4,12,8,24,0,4,52,142
SSC10469,1061,2102,12,81,72,313,26,110,761,2889,871,3393,41,180,81,286,185,588,307,1054,1178,4447,3,13,35,114,21,71,219,531,278,729,24,65,46,101,231,478,301,644,579,1373,50,104,2868,8026
SSC10470,1080,2136,38,194,209,936,40,164,837,3368,1124,4662,153,622,145,532,401,1274,699,2428,1823,7090,4,26,19,58,15,58,83,230,121,372,14,38,37,85,169,368,220,491,341,863,30,68,3274,10157
SSC10471,1913,3825,31,178,423,1861,51,209,1542,5954,2047,8202,231,968,459,1630,637,2036,1327,4634,3374,12836,10,39,57,170,11,46,206,553,284,808,47,151,115,282,306,665,468,1098,752,1906,82,174,6121,18741
SSC10472,886,1788,21,115,113,540,38,174,713,2701,885,3530,53,225,100,347,276,879,429,1451,1314,4981,3,11,26,106,10,37,130,328,169,482,9,38,50,113,186,416,245,567,414,1049,57,119,2671,7937
SSC10473,47,100,0,0,6,13,0,0,29,119,35,132,0,6,3,12,9,25,12,43,47,175,0,0,0,0,0,0,5,14,5,14,0,0,0,3,7,16,7,19,12,33,3,0,109,308
SSC10474,4,4,0,0,0,0,0,0,4,18,4,18,0,0,0,0,3,3,3,3,7,21,0,0,0,0,0,0,4,25,4,25,0,0,0,0,4,14,4,14,8,39,0,3,19,67
SSC10475,204,421,10,45,24,132,10,53,218,880,262,1110,16,70,36,138,65,199,117,407,379,1517,4,11,15,43,10,37,83,227,112,318,7,20,25,57,79,177,111,254,223,572,22,40,828,2550
SSC10476,30,55,0,3,6,19,0,3,22,92,28,117,0,7,0,0,7,16,7,23,35,140,0,0,0,3,0,0,3,10,3,13,0,0,0,0,3,8,3,8,6,21,5,5,76,221
SSC10477,187,375,3,26,8,26,0,0,97,347,108,399,4,16,8,22,15,41,27,79,135,478,0,0,8,16,8,21,51,133,67,170,3,9,14,26,47,107,64,142,131,312,18,34,471,1199
SSC10478,14,35,0,0,3,11,0,5,12,45,15,61,3,6,0,0,3,4,6,10,21,71,0,0,3,4,0,5,3,5,6,14,0,0,3,3,3,10,6,13,12,27,0,3,47,136
SSC10479,44,84,0,0,6,24,4,18,26,112,36,154,3,6,3,11,10,39,16,56,52,210,0,0,0,0,0,0,5,5,5,5,0,3,0,3,7,8,7,14,12,19,0,0,108,313
SSC10480,102,203,0,6,25,124,6,26,90,350,121,506,26,92,15,62,30,99,71,253,192,759,0,0,3,17,0,0,7,17,10,34,3,3,3,10,11,24,17,37,27,71,3,10,324,1043
SSC10481,128,259,9,61,28,139,7,38,108,476,152,714,11,60,15,46,37,125,63,231,215,945,4,13,13,51,15,48,49,140,81,252,8,30,11,24,65,156,84,210,165,462,14,31,522,1697
SSC10482,15,27,0,0,3,17,3,9,6,20,12,46,3,10,3,9,3,20,9,39,21,85,0,0,0,0,0,0,4,15,4,15,3,3,0,0,3,7,6,10,10,25,3,4,49,141
SSC10483,152,301,6,33,24,107,3,16,84,324,117,480,15,61,31,92,37,129,83,282,200,762,0,0,0,3,0,0,18,42,18,45,0,4,0,0,13,22,13,26,31,71,0,3,383,1137
SSC10484,1127,2251,14,92,103,497,32,154,539,2167,688,2910,32,132,56,197,189,570,277,899,965,3809,11,56,44,164,32,127,333,997,420,1344,14,47,44,91,181,384,239,522,659,1866,54,109,2805,8035
SSC10485,43,83,0,4,7,21,0,0,19,79,26,104,0,0,0,8,5,14,5,22,31,126,0,0,3,11,0,0,3,13,6,24,0,0,4,4,3,11,7,15,13,39,3,3,90,251
SSC10486,234,478,5,27,42,185,7,33,202,787,256,1032,23,92,53,192,76,238,152,522,408,1554,0,0,4,13,0,0,21,45,25,58,0,0,7,23,34,75,41,98,66,156,13,25,721,2213
SSC10487,54,113,0,0,12,58,3,6,23,97,38,161,4,18,11,30,11,36,26,84,64,245,0,0,0,5,0,0,3,8,3,13,0,0,3,6,3,6,6,12,9,25,0,0,127,383
SSC10488,3228,6403,89,492,673,3077,102,455,2751,10838,3615,14862,506,2126,717,2573,1145,3690,2368,8389,5983,23251,14,69,80,282,23,73,311,825,428,1249,75,225,165,396,422,935,662,1556,1090,2805,101,222,10402,32681
SSC10489,38,73,5,16,4,33,0,0,16,59,25,108,0,9,0,5,12,25,12,39,37,147,0,3,3,4,0,0,7,16,10,23,0,5,0,0,3,8,3,13,13,36,3,3,91,259
SSC10490,250,489,7,25,55,250,3,13,261,1040,326,1328,22,90,74,245,75,247,171,582,497,1910,0,0,8,18,0,3,19,58,27,79,4,10,11,23,24,51,39,84,66,163,5,13,818,2575
SSC10491,108,218,3,17,12,62,10,38,62,249,87,366,13,49,17,57,31,111,61,217,148,583,0,5,0,10,3,3,11,30,14,48,0,6,0,3,18,36,18,45,32,93,3,6,291,900
SSC10492,160,315,3,11,25,106,3,17,151,575,182,709,10,33,14,49,18,47,42,129,224,838,0,0,7,27,0,6,48,138,55,171,5,14,13,17,6,17,24,48,79,219,4,5,467,1377
SSC10493,965,1948,48,279,258,1255,73,352,1026,4158,1405,6044,142,634,174,632,445,1479,761,2745,2166,8789,13,54,48,187,24,92,199,564,284,897,31,112,58,136,257,604,346,852,630,1749,44,92,3805,12578
SSC10494,337,671,4,29,16,83,10,36,97,394,127,542,12,54,11,35,50,157,73,246,200,788,0,4,16,52,3,17,59,166,78,239,3,12,7,12,21,45,31,69,109,308,5,11,651,1778
SSC10495,115,230,9,50,20,97,12,47,82,367,123,561,20,93,21,75,65,236,106,404,229,965,3,8,3,5,0,3,11,40,17,56,0,3,0,5,21,46,21,54,38,110,5,8,387,1313
SSC10496,47,92,0,0,5,7,0,8,37,132,42,147,3,3,4,15,3,21,10,39,52,186,0,0,0,3,0,0,8,17,8,20,0,0,3,3,3,10,6,13,14,33,0,3,113,314
SSC10497,60,126,4,12,8,45,0,0,46,200,58,257,5,27,7,22,30,80,42,129,100,386,0,0,5,12,0,3,4,14,9,29,0,0,0,0,12,24,12,24,21,53,3,3,184,568
SSC10498,470,924,8,38,49,216,16,75,223,882,296,1211,29,120,57,198,134,424,220,742,516,1953,6,23,10,49,15,48,51,133,82,253,8,26,13,27,49,115,70,168,152,421,12,24,1150,3322
SSC10499,45,94,0,9,8,41,0,3,26,106,34,159,6,24,5,18,16,53,27,95,61,254,0,3,0,0,3,5,4,10,7,18,0,0,0,0,6,19,6,19,13,37,3,4,122,389
SSC10500,21,42,0,0,3,6,0,8,12,42,15,56,0,4,4,10,4,14,8,28,23,84,0,0,0,5,0,0,7,14,7,19,3,4,3,0,3,8,9,12,16,31,0,3,60,160
SSC10501,304,611,28,171,176,818,49,245,495,2055,748,3289,104,463,118,430,272,958,494,1851,1242,5140,0,11,17,78,8,35,81,214,106,338,17,57,20,42,84,207,121,306,227,644,18,38,1791,6433
SSC10502,128,265,4,22,19,99,12,57,117,463,152,641,12,38,17,54,43,160,72,252,224,893,0,0,7,18,0,0,24,72,31,90,5,13,4,12,16,39,25,64,56,154,3,8,411,1320
SSC10503,63,130,3,3,3,20,0,0,14,49,20,72,3,7,5,17,7,14,15,38,35,110,0,0,3,4,0,0,5,10,8,14,0,0,3,0,3,16,6,16,14,30,0,0,112,270
SSC10504,251,490,4,4,9,44,0,11,73,273,86,332,3,32,20,56,17,45,40,133,126,465,0,0,3,7,0,0,23,45,26,52,0,0,7,19,19,40,26,59,52,111,18,33,447,1099
SSC10505,34,63,0,0,7,33,3,10,13,59,23,102,5,24,5,10,3,15,13,49,36,151,0,0,0,0,0,0,5,12,5,12,0,0,0,3,4,10,4,13,9,25,0,0,79,239
SSC10506,67,127,3,11,3,22,0,0,16,58,22,91,3,7,4,15,9,22,16,44,38,135,0,0,3,5,0,0,3,10,6,15,0,5,4,6,0,5,4,16,10,31,0,0,115,293
SSC10507,1246,2489,20,108,102,460,58,267,696,2760,876,3595,52,227,71,222,292,933,415,1382,1291,4977,21,81,53,191,36,142,375,1053,485,1467,33,107,46,107,262,550,341,764,826,2231,51,102,3414,9799
SSC10508,408,815,5,36,24,112,4,27,106,404,139,579,11,49,8,24,35,118,54,191,193,770,5,10,8,34,6,26,56,160,75,230,3,9,11,19,30,62,44,90,119,320,13,24,733,1929
SSC10509,25,49,0,0,6,26,3,3,8,44,17,73,4,4,0,4,4,12,8,20,25,93,0,0,0,5,0,0,11,25,11,30,0,0,3,3,3,7,6,10,17,40,0,0,67,182
SSC10510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10511,1448,2873,21,113,122,554,32,152,797,3055,972,3874,71,295,104,380,304,944,479,1619,1451,5493,4,31,39,139,21,74,197,481,261,725,24,70,82,180,235,497,341,747,602,1472,47,91,3548,9929
SSC10512,205,415,11,84,20,87,7,41,120,471,158,683,14,52,14,60,47,145,75,257,233,940,4,12,11,31,9,28,76,213,100,284,11,36,18,30,55,121,84,187,184,471,7,19,629,1845
SSC10513,2032,4060,13,66,202,876,28,117,1500,5476,1743,6535,120,505,308,1052,383,1195,811,2752,2554,9287,9,26,52,168,7,15,205,526,273,735,45,152,217,495,245,518,507,1165,780,1900,201,428,5567,15675
SSC10514,151,294,3,12,24,106,3,20,132,484,162,622,10,30,24,96,25,82,59,208,221,830,0,0,5,9,3,3,7,19,15,31,0,3,8,9,14,37,22,49,37,80,6,17,415,1221
SSC10515,26,54,0,0,3,13,3,4,14,64,20,81,0,3,0,11,6,11,6,25,26,106,0,0,0,0,0,0,5,13,5,13,0,0,0,0,0,0,0,0,5,13,0,0,57,173
SSC10516,194,377,8,32,46,220,6,35,132,523,192,810,35,154,60,213,46,152,141,519,333,1329,0,0,6,30,3,3,12,30,21,63,6,12,10,20,15,42,31,74,52,137,9,14,588,1857
SSC10517,1365,2736,49,271,418,1866,58,261,1317,5135,1842,7533,286,1217,498,1776,671,2176,1455,5169,3297,12702,12,34,51,158,7,24,119,329,189,545,51,170,106,269,205,460,362,899,551,1444,41,87,5254,16969
SSC10518,734,1501,52,320,153,783,69,341,716,2973,990,4417,93,418,146,512,322,1083,561,2013,1551,6430,12,58,55,218,31,125,195,585,293,986,37,142,69,177,288,644,394,963,687,1949,64,144,3036,10024
SSC10519,245,507,4,24,48,201,13,75,197,785,262,1085,33,135,44,169,110,353,187,657,449,1742,0,0,6,16,3,23,60,159,69,198,3,10,11,30,73,151,87,191,156,389,12,20,862,2658
SSC10520,18,39,0,0,5,24,3,8,7,29,15,61,3,12,3,7,5,15,11,34,26,95,0,0,0,0,0,0,5,9,5,9,0,5,0,3,0,0,0,8,5,17,0,0,49,151
SSC10521,33,63,0,0,3,12,0,3,15,62,18,77,3,6,4,9,4,21,11,36,29,113,0,0,0,0,0,0,3,5,3,5,0,0,3,3,4,11,7,14,10,19,3,3,75,198
SSC10522,209,423,10,43,7,30,3,9,31,142,51,224,5,20,5,15,26,75,36,110,87,334,0,3,4,15,3,8,24,75,31,101,0,0,5,9,23,46,28,55,59,156,11,13,366,926
SSC10523,496,971,3,4,4,10,0,0,70,250,77,264,4,13,7,24,9,32,20,69,97,333,0,0,3,9,0,0,18,34,21,43,5,13,6,19,25,55,36,87,57,130,57,118,707,1552
SSC10524,758,1532,16,87,113,532,27,130,558,2206,714,2955,100,430,125,463,369,1238,594,2131,1308,5086,4,16,27,113,19,60,128,348,178,537,24,77,32,79,141,317,197,473,375,1010,31,69,2472,7697
SSC10525,25,52,0,3,7,27,0,0,6,26,13,56,7,17,0,3,7,22,14,42,27,98,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,7,3,7,0,0,55,157
SSC10526,374,735,4,6,16,84,0,3,157,533,177,626,10,26,14,43,36,122,60,191,237,817,0,0,3,8,0,3,32,78,35,89,3,13,14,28,22,53,39,94,74,183,10,23,695,1758
SSC10527,181,369,3,24,23,109,16,62,112,434,154,629,10,49,23,70,56,179,89,298,243,927,3,3,8,29,6,24,43,113,60,169,5,13,8,23,39,82,52,118,112,287,6,15,542,1598
SSC10528,98,194,0,0,15,73,10,40,54,225,79,338,6,23,11,25,24,86,41,134,120,472,0,4,0,6,3,6,15,33,18,49,3,7,3,11,10,19,16,37,34,86,0,0,252,752
SSC10529,148,282,0,3,13,63,0,0,69,270,82,336,8,37,26,82,42,120,76,239,158,575,0,0,3,11,3,3,9,20,15,34,0,4,4,15,11,27,15,46,30,80,5,4,341,941
SSC10530,28,58,0,4,0,9,0,5,12,35,12,53,0,4,0,0,10,23,10,27,22,80,0,0,0,0,0,0,8,20,8,20,0,0,0,0,0,5,0,5,8,25,0,0,58,163
SSC10531,259,518,17,83,65,338,21,104,383,1539,486,2064,49,203,48,171,97,319,194,693,680,2757,3,12,20,65,5,21,81,235,109,333,4,22,13,31,38,88,55,141,164,474,8,18,1111,3767
SSC10532,35,64,0,0,0,12,0,0,11,37,11,49,0,0,10,28,4,15,14,43,25,92,0,0,0,0,0,0,6,10,6,10,0,4,0,4,0,4,0,12,6,22,0,0,66,178
SSC10533,201,399,5,34,23,115,10,43,116,449,154,641,14,54,15,57,39,134,68,245,222,886,0,0,5,13,3,11,30,83,38,107,3,6,4,12,17,35,24,53,62,160,3,4,488,1449
SSC10534,13,25,0,0,0,0,0,0,6,26,6,26,0,0,0,4,5,14,5,18,11,44,0,0,0,0,0,0,3,9,3,9,0,0,0,0,6,12,6,12,9,21,0,0,33,90
SSC10535,56,112,5,22,13,70,5,25,32,135,55,252,3,23,6,22,14,38,23,83,78,335,0,3,4,10,0,0,7,19,11,32,0,0,3,4,7,12,10,16,21,48,0,3,155,498
SSC10536,53,109,19,145,26,143,25,156,115,543,185,987,13,50,5,22,38,129,56,201,241,1188,13,71,25,128,37,147,238,766,313,1112,9,52,22,45,61,139,92,236,405,1348,9,15,708,2660
SSC10537,113,235,6,22,19,91,8,32,122,488,155,633,13,62,16,58,58,185,87,305,242,938,0,0,5,13,0,0,19,70,24,83,6,14,5,7,38,91,49,112,73,195,7,10,435,1378
SSC10538,21,47,0,4,0,8,4,10,13,54,17,76,0,0,0,4,8,24,8,28,25,104,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,3,6,6,6,0,0,52,157
SSC10539,106,204,3,17,14,60,3,15,56,225,76,317,6,36,11,37,31,84,48,157,124,474,3,5,0,3,0,0,3,10,6,18,0,3,3,7,10,18,13,28,19,46,0,0,249,724
SSC10540,150,291,12,61,45,214,5,18,127,517,189,810,12,58,46,155,43,136,101,349,290,1159,0,0,4,9,0,0,6,19,10,28,0,3,0,3,12,21,12,27,22,55,4,8,466,1513
SSC10541,49,87,0,0,0,0,0,9,27,102,27,111,0,11,8,22,10,21,18,54,45,165,0,0,3,11,0,0,0,9,3,20,0,0,0,4,6,9,6,13,9,33,0,0,103,285
SSC10542,446,875,3,12,54,233,3,9,403,1522,463,1776,21,90,53,184,60,187,134,461,597,2237,0,0,3,7,3,4,64,146,70,157,10,29,18,44,40,82,68,155,138,312,21,45,1202,3469
SSC10543,110,228,3,7,23,102,3,12,58,239,87,360,3,7,17,45,18,65,38,117,125,477,0,0,3,13,3,5,15,38,21,56,3,5,3,11,11,18,17,34,38,90,0,0,273,795
