region_id,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
1100127,0,0,0,3,0,3,3,7,10,3,15,18,10,5,15,9,10,19,17,3,20,13,3,16,10,4,14,15,3,18,12,0,12,5,3,8,6,0,6,3,0,3,3,0,3,9,0,9,0,0,0,121,53,174
1100128,0,0,0,6,3,9,0,11,11,0,25,25,5,8,13,0,7,7,10,3,13,6,4,10,3,0,3,8,3,11,6,0,6,0,0,0,7,0,7,0,0,0,0,0,0,4,0,4,0,5,5,55,69,124
1100129,3,0,3,0,0,0,0,12,12,3,17,20,16,7,23,18,4,22,12,3,15,17,0,17,10,5,15,11,0,11,15,0,15,5,0,5,3,0,3,3,0,3,0,0,0,7,0,7,5,0,5,128,48,176
1100130,0,3,3,0,3,3,0,6,6,3,15,18,16,7,23,10,8,18,9,0,9,10,3,13,6,3,9,7,0,7,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,76,51,127
1100131,0,3,3,0,0,0,0,7,7,0,8,8,9,5,14,14,0,14,9,3,12,3,5,8,5,0,5,12,3,15,11,0,11,4,3,7,3,0,3,0,0,0,4,0,4,6,0,6,3,4,7,83,41,124
1100132,0,0,0,3,3,6,3,11,14,3,37,40,23,20,43,13,16,29,9,14,23,10,6,16,10,0,10,28,4,32,20,0,20,3,3,6,7,0,7,0,0,0,5,0,5,17,0,17,4,5,9,158,119,277
1100133,0,0,0,3,3,6,0,3,3,0,9,9,14,0,14,7,5,12,11,0,11,9,3,12,9,3,12,8,5,13,9,0,9,3,3,6,3,0,3,0,3,3,0,0,0,13,0,13,3,4,7,92,41,133
1100134,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,4,3,7,6,3,9,7,3,10,6,3,9,17,0,17,9,0,9,15,3,18,9,0,9,0,0,0,8,0,8,14,0,14,4,0,4,108,18,126
1100135,0,0,0,3,0,3,0,3,3,0,13,13,10,4,14,5,4,9,6,3,9,11,3,14,9,3,12,19,3,22,17,0,17,4,3,7,6,0,6,0,0,0,0,0,0,11,0,11,4,3,7,105,42,147
1100136,0,0,0,3,4,7,0,3,3,3,16,19,18,5,23,12,8,20,12,6,18,15,3,18,15,4,19,23,6,29,19,0,19,6,3,9,3,0,3,3,0,3,3,0,3,9,0,9,3,3,6,147,61,208
1100137,0,0,0,0,0,0,0,4,4,0,12,12,7,5,12,17,3,20,7,4,11,11,0,11,5,0,5,7,3,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,62,31,93
1100138,0,0,0,3,8,11,0,20,20,3,31,34,15,12,27,13,9,22,9,6,15,13,0,13,10,5,15,12,3,15,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,10,0,10,3,4,7,95,101,196
1100139,3,0,3,0,0,0,4,3,7,0,14,14,8,5,13,6,4,10,3,8,11,6,3,9,6,0,6,6,3,9,7,0,7,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,3,3,58,43,101
1100140,0,0,0,0,0,0,3,8,11,0,17,17,4,7,11,7,8,15,4,10,14,7,11,18,5,0,5,8,7,15,4,0,4,3,0,3,0,0,0,4,0,4,0,0,0,9,0,9,0,3,3,58,71,129
1100141,0,0,0,0,6,6,3,4,7,5,20,25,21,8,29,20,5,25,12,5,17,14,4,18,15,3,18,20,3,23,10,0,10,3,3,6,3,0,3,0,0,0,0,0,0,11,0,11,0,3,3,137,64,201
1100142,0,3,3,0,0,0,4,4,8,4,11,15,12,5,17,9,3,12,6,3,9,8,0,8,7,4,11,4,5,9,11,0,11,0,0,0,0,0,0,0,0,0,4,0,4,8,0,8,0,3,3,77,41,118
1100143,0,0,0,3,3,6,0,12,12,0,15,15,15,18,33,17,9,26,8,3,11,8,3,11,5,6,11,10,3,13,6,0,6,6,0,6,4,0,4,0,0,0,0,0,0,13,0,13,3,3,6,98,75,173
1100144,0,0,0,0,3,3,0,3,3,0,12,12,12,0,12,3,7,10,5,0,5,3,0,3,8,0,8,9,0,9,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,60,25,85
1100145,0,3,3,0,3,3,0,8,8,6,4,10,6,10,16,8,8,16,3,3,6,7,3,10,8,3,11,8,0,8,3,0,3,4,0,4,4,0,4,0,0,0,0,0,0,10,0,10,3,4,7,70,49,119
1100146,0,0,0,0,0,0,3,12,15,3,14,17,14,20,34,10,8,18,12,4,16,7,8,15,10,6,16,8,4,12,11,0,11,4,0,4,3,0,3,0,0,0,0,0,0,13,0,13,5,5,10,103,81,184
1100147,0,3,3,0,0,0,3,5,8,4,24,28,11,16,27,18,12,30,14,9,23,9,8,17,16,4,20,11,8,19,10,0,10,6,3,9,4,0,4,3,0,3,0,0,0,10,3,13,5,4,9,124,99,223
1100148,0,0,0,0,3,3,0,6,6,3,20,23,14,15,29,13,7,20,14,0,14,4,0,4,4,4,8,11,0,11,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,12,0,12,0,6,6,78,65,143
1100149,0,0,0,4,0,4,0,5,5,0,5,5,4,8,12,8,3,11,6,5,11,16,4,20,6,4,10,22,3,25,12,0,12,7,0,7,7,0,7,3,0,3,0,0,0,8,0,8,3,3,6,106,40,146
1100150,0,0,0,0,0,0,3,3,6,0,8,8,15,3,18,8,4,12,11,3,14,3,3,6,12,0,12,9,0,9,10,0,10,3,0,3,3,3,6,0,0,0,0,0,0,7,0,7,0,4,4,84,31,115
1100151,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,0,0,3,0,3,0,3,3,3,0,3,13,3,16,8,0,8,9,3,12,3,0,3,0,0,0,3,3,6,3,0,3,0,0,0,48,18,66
1100152,0,0,0,0,0,0,4,3,7,7,5,12,16,3,19,13,5,18,5,3,8,3,0,3,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,3,6,66,22,88
1100153,0,0,0,0,0,0,3,10,13,9,18,27,22,4,26,16,5,21,4,0,4,10,4,14,15,0,15,16,3,19,12,0,12,10,0,10,3,0,3,3,0,3,3,0,3,11,0,11,7,5,12,144,49,193
1100154,0,0,0,3,0,3,0,3,3,0,7,7,9,3,12,8,0,8,8,3,11,11,4,15,13,0,13,24,7,31,33,0,33,14,0,14,10,0,10,0,0,0,0,0,0,17,0,17,0,0,0,150,27,177
1100155,0,0,0,3,0,3,0,7,7,7,12,19,3,10,13,5,11,16,8,7,15,4,4,8,3,0,3,10,3,13,4,0,4,3,4,7,0,0,0,3,0,3,3,0,3,5,4,9,0,3,3,61,65,126
1100156,0,0,0,0,0,0,0,6,6,0,12,12,8,6,14,4,8,12,8,8,16,7,3,10,11,0,11,10,0,10,10,0,10,12,0,12,11,0,11,0,0,0,3,0,3,11,0,11,0,4,4,95,47,142
1100157,0,3,3,0,6,6,0,11,11,4,31,35,11,23,34,10,16,26,10,4,14,11,12,23,6,3,9,10,4,14,7,0,7,7,3,10,11,0,11,4,0,4,4,0,4,21,0,21,4,9,13,120,125,245
1100158,0,3,3,3,3,6,0,0,0,0,11,11,7,6,13,11,7,18,9,4,13,10,3,13,9,3,12,15,0,15,3,0,3,7,4,11,4,0,4,0,0,0,3,0,3,9,3,12,0,3,3,90,50,140
1100159,0,0,0,0,3,3,0,8,8,0,4,4,7,3,10,0,0,0,3,0,3,0,3,3,3,0,3,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,23,24,47
1100160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
1100161,3,0,3,0,0,0,0,4,4,0,3,3,8,0,8,3,0,3,10,0,10,0,3,3,5,0,5,21,3,24,14,0,14,8,0,8,9,0,9,0,0,0,4,0,4,11,0,11,0,0,0,96,13,109
1100201,0,0,0,3,3,6,0,5,5,3,24,27,21,13,34,25,5,30,13,6,19,18,5,23,16,0,16,19,0,19,13,0,13,3,0,3,4,0,4,0,0,0,0,0,0,21,0,21,5,6,11,164,67,231
1100202,0,0,0,4,3,7,0,0,0,0,20,20,18,8,26,12,7,19,8,5,13,11,5,16,3,4,7,11,0,11,13,0,13,3,0,3,0,0,0,0,0,0,0,0,0,6,0,6,6,3,9,95,55,150
1100203,0,0,0,0,3,3,0,4,4,0,18,18,12,9,21,12,8,20,9,7,16,12,3,15,6,0,6,10,0,10,9,0,9,4,0,4,0,0,0,0,0,0,5,0,5,9,0,9,0,0,0,88,52,140
1100204,0,3,3,6,0,6,0,6,6,0,11,11,14,5,19,9,5,14,3,0,3,4,3,7,14,0,14,11,0,11,13,0,13,3,0,3,0,0,0,0,0,0,0,0,0,8,0,8,3,0,3,88,33,121
1100205,3,0,3,3,6,9,3,8,11,3,16,19,21,10,31,10,8,18,16,9,25,10,4,14,16,0,16,13,3,16,12,0,12,4,5,9,6,0,6,0,0,0,4,0,4,15,3,18,3,4,7,142,76,218
1100206,0,3,3,0,0,0,0,0,0,0,11,11,13,6,19,19,0,19,10,0,10,8,3,11,7,0,7,24,0,24,5,0,5,8,0,8,3,0,3,7,0,7,0,0,0,16,0,16,3,3,6,123,26,149
1100207,0,5,5,0,0,0,0,3,3,0,9,9,12,4,16,10,8,18,16,0,16,12,0,12,20,0,20,23,3,26,15,0,15,9,3,12,3,0,3,5,0,5,0,0,0,16,0,16,0,3,3,141,38,179
1100208,0,0,0,0,0,0,4,0,4,4,4,8,4,6,10,8,0,8,11,3,14,11,0,11,8,3,11,12,0,12,20,0,20,0,5,5,4,0,4,0,0,0,0,0,0,8,0,8,0,0,0,94,21,115
1100209,0,0,0,0,6,6,0,4,4,0,11,11,8,8,16,11,4,15,5,3,8,6,0,6,3,0,3,6,0,6,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,55,36,91
1100210,0,3,3,3,0,3,0,6,6,3,9,12,13,10,23,8,3,11,18,0,18,7,0,7,6,0,6,6,0,6,9,0,9,3,3,6,0,0,0,0,0,0,3,0,3,7,0,7,5,0,5,91,34,125
1100211,0,0,0,3,3,6,0,3,3,0,11,11,8,3,11,7,0,7,5,3,8,9,0,9,5,0,5,3,0,3,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,51,26,77
1100212,0,0,0,3,5,8,3,3,6,3,7,10,3,3,6,11,3,14,9,3,12,14,3,17,8,0,8,14,0,14,8,0,8,7,0,7,3,0,3,0,0,0,0,0,0,15,0,15,3,0,3,104,27,131
1100213,0,3,3,0,0,0,0,5,5,0,3,3,9,0,9,8,0,8,11,0,11,8,3,11,8,0,8,14,0,14,3,0,3,9,4,13,4,0,4,0,0,0,0,0,0,8,0,8,0,0,0,82,18,100
1100214,3,3,6,0,0,0,4,0,4,4,5,9,9,4,13,7,0,7,0,0,0,6,4,10,8,0,8,10,0,10,5,0,5,3,0,3,4,0,4,0,0,0,0,0,0,9,0,9,4,0,4,76,16,92
1100215,3,0,3,0,3,3,0,0,0,0,4,4,3,4,7,5,4,9,4,3,7,4,3,7,6,3,9,5,0,5,8,0,8,3,3,6,3,0,3,4,0,4,0,0,0,15,0,15,3,3,6,66,30,96
1100216,0,4,4,3,8,11,0,0,0,3,9,12,18,8,26,19,5,24,11,4,15,12,0,12,11,0,11,17,0,17,9,0,9,8,0,8,4,0,4,0,0,0,3,0,3,18,0,18,5,0,5,141,38,179
1100217,0,0,0,0,3,3,0,0,0,4,3,7,9,5,14,6,3,9,7,4,11,8,0,8,10,0,10,14,4,18,11,0,11,8,0,8,4,0,4,0,0,0,4,0,4,14,0,14,0,0,0,99,22,121
1100218,0,3,3,0,3,3,0,4,4,0,10,10,9,3,12,9,0,9,10,3,13,9,3,12,9,3,12,9,3,12,9,0,9,6,0,6,3,0,3,0,0,0,0,0,0,18,0,18,0,0,0,91,35,126
1100219,0,4,4,0,0,0,0,4,4,0,0,0,8,4,12,8,4,12,11,5,16,10,3,13,15,3,18,12,0,12,12,0,12,4,0,4,4,0,4,3,0,3,0,0,0,10,0,10,0,0,0,97,27,124
1100220,4,0,4,0,4,4,0,3,3,0,16,16,19,0,19,9,3,12,10,0,10,6,3,9,4,0,4,9,0,9,4,0,4,9,0,9,3,0,3,0,0,0,0,0,0,6,0,6,3,3,6,86,32,118
1100221,3,0,3,0,0,0,3,3,6,0,6,6,3,3,6,0,4,4,5,4,9,7,0,7,10,0,10,13,0,13,8,0,8,3,3,6,3,0,3,3,0,3,3,0,3,11,0,11,0,0,0,75,23,98
1100222,3,3,6,3,3,6,0,3,3,0,4,4,11,0,11,11,5,16,14,3,17,13,3,16,8,0,8,19,3,22,12,3,15,7,3,10,15,0,15,3,0,3,4,0,4,19,0,19,4,0,4,146,33,179
1100223,0,3,3,4,3,7,0,12,12,0,8,8,12,4,16,10,4,14,8,3,11,11,4,15,13,3,16,13,5,18,11,0,11,10,3,13,9,0,9,3,0,3,3,0,3,11,0,11,0,0,0,118,52,170
1100224,0,0,0,3,0,3,0,0,0,0,4,4,15,0,15,9,0,9,3,3,6,7,5,12,6,0,6,6,0,6,14,0,14,0,0,0,3,0,3,0,0,0,3,0,3,5,3,8,0,0,0,74,15,89
1100225,0,0,0,5,0,5,0,4,4,4,5,9,7,6,13,7,3,10,3,4,7,12,3,15,6,0,6,17,3,20,16,0,16,0,0,0,3,0,3,0,0,0,3,0,3,8,0,8,0,3,3,91,31,122
1100226,3,3,6,3,0,3,0,0,0,0,7,7,11,10,21,12,5,17,21,9,30,18,4,22,11,4,15,30,0,30,7,3,10,5,0,5,11,0,11,8,0,8,4,0,4,13,0,13,4,3,7,161,48,209
1100227,0,0,0,3,0,3,0,3,3,0,3,3,6,3,9,4,3,7,5,5,10,6,3,9,13,0,13,23,3,26,16,3,19,13,0,13,3,0,3,3,0,3,12,0,12,13,0,13,5,0,5,125,26,151
1100228,0,3,3,3,3,6,0,8,8,3,3,6,6,5,11,4,3,7,8,3,11,9,0,9,6,3,9,15,3,18,16,0,16,13,0,13,3,0,3,0,0,0,5,0,5,12,0,12,0,0,0,103,34,137
1100229,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,0,3,8,0,8,3,4,7,3,0,3,19,0,19,4,0,4,3,3,6,0,0,0,0,0,0,3,0,3,8,0,8,5,0,5,62,12,74
1100230,0,3,3,0,0,0,0,3,3,6,11,17,3,8,11,6,0,6,10,3,13,5,0,5,5,3,8,11,0,11,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,5,5,10,66,36,102
1100231,3,3,6,5,4,9,0,7,7,0,26,26,14,14,28,12,6,18,13,5,18,15,3,18,9,0,9,15,0,15,10,0,10,3,0,3,0,0,0,0,0,0,3,0,3,9,0,9,3,4,7,114,72,186
1100232,0,0,0,3,3,6,0,0,0,0,3,3,8,4,12,5,3,8,4,3,7,0,0,0,3,0,3,3,0,3,7,0,7,7,3,10,0,0,0,0,0,0,3,0,3,5,0,5,3,3,6,51,22,73
1100233,0,0,0,0,0,0,0,3,3,0,9,9,8,6,14,6,0,6,8,3,11,5,3,8,3,3,6,14,3,17,3,0,3,3,3,6,3,0,3,0,0,0,0,0,0,12,0,12,3,3,6,68,36,104
1100301,0,0,0,3,3,6,0,3,3,5,8,13,11,11,22,24,6,30,8,5,13,17,3,20,6,7,13,23,10,33,14,0,14,14,3,17,5,0,5,3,0,3,4,0,4,16,3,19,5,4,9,158,66,224
1100302,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,3,6,3,0,3,3,3,6,11,0,11,7,0,7,3,0,3,3,0,3,3,0,3,4,0,4,0,0,0,43,9,52
1100303,0,0,0,0,0,0,0,6,6,0,4,4,3,7,10,4,4,8,8,3,11,10,5,15,5,6,11,11,7,18,8,0,8,5,4,9,7,0,7,3,0,3,0,0,0,5,0,5,0,0,0,69,46,115
1100304,0,0,0,3,3,6,0,3,3,0,11,11,15,3,18,10,4,14,7,0,7,12,5,17,8,3,11,15,6,21,22,0,22,22,0,22,12,0,12,4,0,4,0,0,0,19,0,19,3,0,3,152,38,190
1100305,0,0,0,0,0,0,0,0,0,0,7,7,6,0,6,5,0,5,3,0,3,8,0,8,8,0,8,10,0,10,23,0,23,15,0,15,20,0,20,3,0,3,3,0,3,20,0,20,3,0,3,127,7,134
1100306,0,0,0,0,0,0,0,0,0,3,7,10,10,4,14,3,6,9,9,3,12,11,0,11,10,0,10,20,4,24,14,0,14,5,0,5,7,0,7,6,0,6,3,0,3,12,0,12,0,4,4,113,28,141
1100307,0,0,0,0,0,0,3,9,12,0,25,25,16,15,31,17,6,23,18,5,23,11,15,26,12,5,17,13,7,20,21,0,21,5,3,8,0,0,0,0,0,0,3,0,3,18,0,18,3,8,11,140,98,238
1100308,3,0,3,0,0,0,0,3,3,0,3,3,3,0,3,5,0,5,6,3,9,6,3,9,6,3,9,17,3,20,8,0,8,12,3,15,3,0,3,0,0,0,8,0,8,7,0,7,0,0,0,84,21,105
1100309,0,0,0,0,3,3,3,0,3,0,9,9,4,5,9,12,6,18,8,6,14,13,0,13,9,3,12,14,3,17,24,0,24,12,0,12,13,0,13,3,0,3,3,0,3,9,0,9,3,3,6,130,38,168
1100310,0,0,0,0,0,0,0,5,5,3,13,16,10,5,15,12,3,15,11,3,14,10,4,14,5,3,8,17,7,24,13,0,13,11,0,11,9,0,9,4,0,4,0,0,0,11,0,11,3,5,8,119,48,167
1100311,0,0,0,0,4,4,0,9,9,0,27,27,7,14,21,8,17,25,11,6,17,13,6,19,15,5,20,23,4,27,11,0,11,12,0,12,7,0,7,3,0,3,5,0,5,14,0,14,0,8,8,129,100,229
1100312,0,0,0,7,0,7,0,4,4,3,12,15,15,13,28,17,3,20,10,3,13,16,4,20,6,9,15,24,7,31,21,0,21,10,6,16,3,0,3,3,0,3,3,0,3,16,0,16,3,0,3,157,61,218
1100313,0,4,4,0,3,3,0,3,3,0,3,3,3,3,6,5,3,8,7,0,7,15,0,15,17,0,17,12,4,16,15,3,18,12,0,12,4,0,4,3,0,3,3,0,3,11,0,11,3,0,3,110,26,136
1100314,3,0,3,0,0,0,0,4,4,3,11,14,5,6,11,8,4,12,11,5,16,16,3,19,6,4,10,24,7,31,19,0,19,12,0,12,7,0,7,6,0,6,3,0,3,14,0,14,0,0,0,137,44,181
1100401,0,0,0,0,0,0,0,3,3,0,6,6,0,7,7,0,0,0,3,0,3,7,0,7,3,0,3,8,0,8,7,0,7,5,0,5,3,0,3,3,0,3,0,0,0,6,0,6,0,4,4,45,20,65
1100402,3,3,6,3,3,6,0,3,3,0,11,11,7,3,10,6,7,13,10,3,13,9,3,12,7,3,10,7,3,10,11,0,11,0,3,3,4,0,4,0,0,0,4,0,4,6,0,6,0,0,0,77,45,122
