region_id,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA2000,6,36,103,49,29,16,5,0,0,244,8,68,175,39,43,22,9,3,0,367,233,1559,5301,1731,1146,810,256,53,12,11101
POA2006,8,9,14,0,0,0,0,0,0,31,4,7,3,0,0,0,0,0,0,14,138,238,48,11,17,9,0,0,0,461
POA2007,0,15,33,11,6,3,0,0,0,68,6,20,49,10,0,0,3,0,0,88,95,548,1561,523,265,149,35,3,0,3179
POA2008,0,18,48,27,15,4,3,0,0,115,4,14,43,16,6,3,0,0,0,86,83,665,1617,642,382,207,34,7,0,3637
POA2009,0,12,65,49,25,17,4,0,0,172,0,20,52,29,20,7,4,0,0,132,54,578,3180,1525,888,659,162,12,0,7058
POA2010,8,37,178,119,64,34,10,0,0,450,6,37,153,67,44,24,10,0,0,341,144,1476,7235,3710,2071,1043,241,21,6,15947
POA2011,0,31,103,64,48,25,6,0,0,277,6,33,74,64,35,16,6,6,3,243,113,1017,4223,2631,1566,1069,333,56,10,11018
POA2015,5,14,45,36,12,18,3,0,0,133,8,6,46,28,19,6,0,0,0,113,69,487,2328,1571,822,386,64,6,0,5733
POA2016,4,20,77,53,42,22,3,0,0,221,0,18,57,27,14,11,7,0,0,134,74,727,2574,1583,1014,509,106,13,0,6600
POA2017,3,23,99,42,25,10,6,0,0,208,6,36,56,25,16,16,6,3,0,164,102,809,3165,1568,744,412,70,12,3,6885
POA2018,7,28,60,70,60,42,7,0,0,274,7,22,49,35,30,23,17,0,0,183,208,614,1941,1784,1279,805,164,8,0,6803
POA2019,7,12,31,47,39,18,6,0,0,160,7,14,21,32,19,11,0,0,0,104,198,334,918,1295,988,540,114,8,0,4395
POA2020,6,14,49,37,44,29,8,0,0,187,7,16,50,43,24,15,5,0,0,160,184,501,1635,1309,1058,556,112,9,0,5364
POA2021,0,21,73,44,45,16,9,6,0,214,0,21,57,33,19,15,9,0,0,154,90,702,3099,2048,1210,937,353,42,3,8484
POA2022,6,17,51,42,29,28,10,0,0,183,6,13,48,42,18,18,8,3,3,159,112,479,1971,1434,992,693,211,34,12,5938
POA2023,3,14,38,16,24,21,5,0,0,121,0,13,37,40,26,23,10,9,0,158,114,402,1399,1089,992,817,283,63,11,5170
POA2024,8,13,42,40,28,19,12,0,0,162,7,8,41,34,21,9,6,0,0,126,116,343,1549,1557,1167,658,176,19,0,5585
POA2025,3,5,27,10,16,16,6,0,5,88,3,9,19,22,18,14,12,4,3,104,54,257,1001,837,682,564,281,53,14,3743
POA2026,11,58,192,121,66,53,19,0,3,523,10,50,192,101,48,42,22,0,3,468,230,1378,7028,4470,2233,1378,364,55,18,17154
POA2027,3,3,25,14,15,15,6,3,0,84,0,9,24,18,14,21,17,3,0,106,30,222,1122,709,619,606,311,85,25,3729
POA2028,0,4,30,20,16,7,3,0,0,80,0,7,10,11,9,7,10,0,3,57,35,222,801,495,389,346,152,33,12,2485
POA2029,3,16,30,33,30,23,9,3,0,147,6,9,40,37,23,24,14,0,0,153,88,332,1340,1151,832,684,267,46,8,4748
POA2030,11,13,39,40,42,27,7,3,0,182,9,14,26,53,49,39,13,5,0,208,214,526,1063,1475,1605,1118,406,109,15,6531
POA2031,16,54,183,111,81,64,12,3,0,524,7,39,110,84,62,31,21,8,0,362,343,1538,5753,4640,3131,1919,441,64,7,17836
POA2032,4,27,76,41,41,17,9,0,0,215,10,27,53,24,35,14,4,0,0,167,191,927,1849,1362,1206,735,159,25,9,6463
POA2033,4,22,51,18,25,10,9,0,0,139,6,18,42,19,27,10,11,0,0,133,150,682,1822,1101,852,465,168,27,0,5267
POA2034,6,27,88,62,46,31,12,3,0,275,9,27,73,42,38,32,7,11,4,243,216,832,3720,2642,1789,1019,252,50,4,10524
POA2035,17,55,111,118,107,86,21,0,0,515,18,32,83,66,72,50,17,8,7,353,502,1481,3931,3828,3194,1953,490,49,11,15439
POA2036,20,46,74,105,108,73,27,0,0,453,16,41,66,72,71,47,15,5,0,333,528,1057,2284,2840,2817,1804,380,24,0,11734
POA2037,4,33,55,44,25,17,11,0,0,189,0,20,65,32,17,17,13,0,3,167,188,999,2510,1630,1069,871,213,20,3,7503
POA2038,0,17,37,31,17,24,0,0,0,126,5,6,29,21,18,9,3,3,0,94,79,400,1487,1427,988,628,115,15,0,5139
POA2039,0,7,40,28,19,21,0,0,0,115,0,9,26,28,18,9,0,0,0,90,66,227,1474,1514,834,629,136,6,3,4889
POA2040,15,38,85,103,64,43,11,3,0,362,12,20,66,51,38,31,9,9,0,236,247,794,3107,3604,2177,1320,220,12,0,11481
POA2041,8,13,57,63,44,25,9,3,0,222,7,12,50,39,26,15,10,0,0,159,153,422,2152,2362,1684,1318,363,33,0,8487
POA2042,0,34,146,84,44,28,5,3,0,344,7,29,77,49,25,6,7,0,3,203,169,1297,4153,2880,1650,756,127,18,3,11053
POA2043,3,14,57,33,16,12,0,0,0,135,3,15,31,18,14,0,0,0,0,81,57,366,1973,1439,717,297,27,4,0,4880
POA2044,7,13,31,33,29,10,0,0,0,123,4,18,39,21,12,10,3,0,0,107,85,355,1147,1121,780,413,55,0,0,3956
POA2045,4,9,12,16,24,26,4,3,0,98,6,13,6,8,15,8,0,3,3,62,122,244,410,787,897,510,94,9,6,3079
POA2046,12,33,128,97,119,82,30,0,0,501,15,26,58,54,53,41,10,6,5,268,382,922,3252,3583,2837,1761,381,37,5,13160
POA2047,0,13,53,46,32,28,16,0,0,188,7,10,30,29,26,10,8,3,0,123,146,375,1639,1581,1166,862,247,34,5,6055
POA2048,7,17,39,35,25,4,3,0,0,130,7,10,25,10,6,12,0,4,0,74,91,440,1512,1236,771,411,76,7,0,4544
