region_id,P_85y_ov_DNUDW_,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW_,P_Tot_UDW_NS,P_Tot_Total
POA2000,44,38,124,4855,3261,888,556,7631,4542,21733
POA2006,7,0,7,373,56,18,6,522,161,1136
POA2007,16,4,24,1710,1134,265,157,2034,1398,6698
POA2008,8,7,18,1996,1439,280,135,1362,765,5977
POA2009,11,5,32,3328,2546,664,419,2324,1318,10599
POA2010,168,66,294,8539,5611,1043,554,4853,3621,24221
POA2011,134,143,353,5726,4003,813,387,3402,2905,17236
POA2015,6,11,35,2619,2349,542,258,1123,633,7524
POA2016,52,50,132,3514,2742,634,384,2191,1738,11203
POA2017,63,47,151,3690,2815,675,414,3465,2300,13359
POA2018,88,33,201,2858,2701,1055,921,3696,1521,12752
POA2019,106,19,167,1615,1841,696,548,1708,570,6978
POA2020,54,25,117,2040,2002,753,616,2437,729,8577
POA2021,50,71,164,4442,3285,910,576,1764,1544,12521
POA2022,80,54,274,2895,2366,815,543,1850,1419,9888
POA2023,61,59,221,2624,2029,778,574,1593,1255,8853
POA2024,170,128,378,2646,2289,831,583,1560,1218,9127
POA2025,120,62,285,1863,1680,578,386,985,653,6145
POA2026,181,113,467,8857,6000,1749,1146,4500,3974,26226
POA2027,168,94,399,1901,1580,498,349,1236,980,6544
POA2028,59,33,170,1291,1006,328,200,739,525,4089
POA2029,120,41,241,2299,1918,705,478,1517,830,7747
POA2030,137,70,365,2941,2723,1106,856,2406,985,11017
POA2031,490,108,792,8362,7310,2429,1581,5142,2419,27243
POA2032,136,40,283,3312,2796,1117,800,4011,1284,13320
POA2033,128,23,214,2787,2277,695,468,2415,985,9627
POA2034,128,66,329,5226,4251,1412,881,2782,1719,16271
POA2035,375,121,781,7028,6592,2676,2006,6547,2918,27767
POA2036,293,138,619,4594,4928,2166,1682,5527,3298,22195
POA2037,56,23,121,4024,3378,953,577,2143,1331,12406
POA2038,58,10,80,2283,2287,754,441,1006,489,7260
POA2039,13,5,35,2091,2110,639,423,868,474,6605
POA2040,156,113,366,4897,5137,1766,1194,2785,1373,17152
POA2041,48,25,145,3897,3898,1300,696,1638,969,12398
POA2042,29,20,89,5560,4657,1115,573,2322,1713,15940
POA2043,6,10,25,2323,2005,443,199,849,273,6092
POA2044,35,16,70,1609,1742,566,372,1182,664,6135
POA2045,116,70,268,1214,1409,705,473,1110,516,5427
POA2046,238,132,586,5517,5811,2372,1640,4098,1448,20886
POA2047,111,103,320,2656,2655,983,656,1599,1030,9579
POA2048,42,8,88,2165,2020,589,344,991,507,6616
POA2049,63,43,128,2529,2640,851,515,1530,816,8881
POA2050,18,0,27,2166,1877,405,224,835,629,6136
POA2052,0,0,0,634,230,25,10,833,68,1800
POA2060,130,70,274,3506,3248,933,467,1777,1159,11090
