region_id,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
POA2000,1665,3459,984,1330,1294,997,134,907,331,11101
POA2006,22,119,12,146,76,55,7,19,0,456
POA2007,371,1074,267,371,446,315,54,205,75,3178
POA2008,429,1461,289,348,520,341,48,135,65,3636
POA2009,1430,2709,486,565,961,448,88,217,155,7059
POA2010,2805,6674,1108,1404,1835,1151,164,535,268,15944
POA2011,1997,4432,833,1024,1363,736,97,312,222,11016
POA2015,1051,2174,477,468,836,397,119,139,71,5732
POA2016,1020,2542,553,597,897,470,120,296,106,6601
POA2017,1187,2365,571,706,922,589,154,258,131,6883
POA2018,760,1488,853,654,1143,655,481,638,131,6803
POA2019,579,887,566,445,837,379,303,315,85,4396
POA2020,620,1195,690,528,959,487,383,378,123,5363
POA2021,1712,3873,409,543,1029,572,94,131,121,8484
POA2022,985,2297,470,524,783,449,90,213,127,5938
POA2023,1075,2167,261,345,662,401,36,97,128,5172
POA2024,1031,2266,409,439,702,409,73,152,104,5585
POA2025,764,1717,160,216,463,250,29,53,90,3742
POA2026,3061,6777,1434,1457,1876,1380,269,585,316,17155
POA2027,863,1560,152,206,476,289,11,63,109,3729
POA2028,509,1056,118,164,312,221,13,43,49,2485
POA2029,939,1817,296,375,627,391,55,128,119,4747
POA2030,1598,2359,336,464,812,549,58,149,206,6531
POA2031,2690,7104,1548,1574,2403,1239,392,646,240,17836
POA2032,698,2115,610,624,1031,571,222,448,144,6463
POA2033,719,1839,435,511,769,481,154,249,110,5267
POA2034,1681,4157,912,898,1439,721,176,329,213,10526
POA2035,2139,4695,1576,1523,2562,1373,560,729,283,15440
POA2036,1360,2320,1531,1273,2156,1200,773,898,221,11732
POA2037,1123,3209,483,623,1022,538,117,260,128,7503
POA2038,986,2167,349,367,662,353,72,114,69,5139
POA2039,1150,2027,319,263,588,308,63,101,69,4888
POA2040,2172,4433,867,867,1536,817,228,399,164,11483
POA2041,1968,3707,454,472,1007,514,90,156,118,8486
POA2042,1576,4738,886,905,1585,717,177,317,151,11052
POA2043,862,2092,359,355,673,288,74,113,65,4881
POA2044,515,1186,434,328,661,284,209,262,78,3957
POA2045,526,1038,296,239,467,274,71,137,33,3081
POA2046,2552,4114,1221,943,2177,1164,278,494,218,13161
POA2047,1345,2184,414,386,890,489,82,159,107,6056
POA2048,700,1827,350,373,682,292,86,161,69,4540
POA2049,824,2253,482,428,925,375,137,292,72,5788
POA2050,760,2074,316,291,515,261,54,80,44,4395
POA2052,17,129,14,104,73,86,6,27,7,463
POA2060,1469,3395,375,442,1005,402,47,129,122,7386
POA2061,734,1496,122,135,424,148,14,54,69,3196
POA2062,871,1629,211,260,648,268,48,89,62,4086
POA2063,585,1189,143,186,389,207,30,56,56,2841
POA2064,717,2048,351,325,700,290,83,163,73,4750
POA2065,3056,7481,943,965,2254,1040,142,339,315,16535
POA2066,2716,5799,936,987,2207,1097,211,392,236,14581
POA2067,1739,4101,878,803,1522,854,173,427,252,10749
