region_id,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA2000,11175,10558,21733,4097,2763,6860,1656,1983,3639,303,299,602,469,493,962,6525,5538,12063,2355,3151,5506,7.2,8.9,8.0,58.4,52.5,55.5,54.2,47.8,51.1,1193,1071,2264,136,146,282,2713,2753,5466,970,1012,1982,585,424,1009,6144,5970,12114,3070,3030,6100,2571,2462,5033,6372,6285,12657
POA2006,512,627,1139,32,18,50,135,220,355,25,26,51,31,59,90,223,323,546,211,224,435,13.9,18.3,16.5,43.6,51.5,47.9,37.5,42.1,40.0,32,20,52,0,0,0,70,41,111,7,6,13,12,10,22,303,367,670,141,187,328,66,46,112,370,510,880
POA2007,3427,3273,6700,1185,849,2034,439,544,983,82,81,163,186,199,385,1892,1673,3565,801,1023,1824,9.8,11.9,10.8,55.2,51.1,53.2,49.8,45.0,47.5,395,383,778,33,52,85,820,798,1618,260,245,505,186,123,309,1733,1752,3485,1092,1062,2154,745,738,1483,1997,2001,3998
POA2008,3214,2763,5977,1399,1021,2420,508,536,1044,69,102,171,163,161,324,2139,1820,3959,666,656,1322,7.6,8.8,8.2,66.5,65.9,66.2,61.5,60.1,60.8,383,361,744,58,52,110,853,860,1713,224,198,422,271,141,412,2012,1659,3671,913,909,1822,881,700,1581,1979,1808,3787
POA2009,5383,5215,10598,3109,2275,5384,551,820,1371,138,162,300,194,184,378,3992,3441,7433,743,1219,1962,4.9,5.3,5.1,74.1,66.0,70.1,70.5,62.5,66.6,703,607,1310,115,153,268,1641,1575,3216,473,562,1035,454,329,783,3705,3629,7334,1430,1421,2851,1545,1563,3108,3374,3273,6647
POA2010,14197,10024,24221,7469,4629,12098,1657,1549,3206,351,292,643,503,316,819,9980,6786,16766,2138,2014,4152,5.0,4.7,4.9,70.3,67.7,69.2,66.7,64.5,65.8,1449,1050,2499,333,285,618,4038,3249,7287,1200,965,2165,1344,626,1970,9079,6331,15410,3434,2891,6325,4250,2858,7108,7944,6091,14035
POA2011,9342,7895,17237,5048,3469,8517,974,1101,2075,206,223,429,308,223,531,6536,5016,11552,1438,1583,3021,4.7,4.4,4.6,70.0,63.5,67.0,66.7,60.7,63.9,972,761,1733,203,250,453,2519,2319,4838,851,740,1591,995,499,1494,5883,4910,10793,2321,1943,4264,2839,2353,5192,5192,4292,9484
POA2015,3905,3619,7524,2570,1911,4481,404,611,1015,100,136,236,115,96,211,3189,2754,5943,394,618,1012,3.6,3.5,3.6,81.6,76.1,79.0,78.7,73.5,76.2,345,385,730,113,137,250,1061,1113,2174,366,386,752,548,315,863,2974,2759,5733,981,973,1954,1326,1256,2582,2416,2307,4723
POA2016,6306,4896,11202,2957,1870,4827,740,742,1482,148,138,286,250,150,400,4095,2900,6995,1356,1352,2708,6.1,5.2,5.7,64.9,59.2,62.4,61.0,56.2,58.9,496,424,920,125,134,259,1497,1246,2743,572,440,1012,711,388,1099,4455,3315,7770,1327,1207,2534,2436,1874,4310,3144,2492,5636
POA2017,7148,6211,13359,3078,2030,5108,638,801,1439,164,177,341,328,257,585,4208,3265,7473,1878,2059,3937,7.8,7.9,7.8,58.9,52.6,55.9,54.3,48.4,51.6,579,497,1076,90,118,208,1465,1406,2871,599,543,1142,807,419,1226,4711,4045,8756,1827,1687,3514,2172,2017,4189,4096,3455,7551
POA2018,6347,6404,12751,2746,1757,4503,780,1114,1894,197,208,405,237,189,426,3960,3268,7228,1735,2587,4322,6.0,5.8,5.9,62.4,51.0,56.7,58.6,48.1,53.3,408,363,771,62,89,151,960,1079,2039,469,570,1039,979,564,1543,5923,6024,11947,962,970,1932,3923,4072,7995,2600,2499,5099
POA2019,3374,3605,6979,1806,1200,3006,349,789,1138,106,146,252,93,70,163,2354,2205,4559,815,1197,2012,4.0,3.2,3.6,69.8,61.1,65.3,67.0,59.2,63.0,144,131,275,22,46,68,374,518,892,252,384,636,849,388,1237,3568,3695,7263,512,507,1019,2214,2297,4511,1549,1615,3164
POA2020,4257,4320,8577,2235,1533,3768,470,798,1268,165,161,326,139,124,263,3009,2616,5625,999,1454,2453,4.6,4.7,4.7,70.7,60.5,65.6,67.4,57.7,62.5,264,224,488,53,53,106,627,814,1441,352,362,714,790,410,1200,4048,4053,8101,729,713,1442,2495,2579,5074,1972,1939,3911
POA2021,6002,6519,12521,3350,2879,6229,665,1177,1842,178,234,412,165,132,297,4358,4422,8780,938,1406,2344,3.8,3.0,3.4,72.6,67.8,70.1,69.9,65.8,67.8,817,749,1566,135,240,375,1972,2297,4269,435,623,1058,539,368,907,4554,4883,9437,1371,1619,2990,2487,2650,5137,3135,3569,6704
POA2022,4803,5086,9889,2349,1712,4061,567,987,1554,144,179,323,157,140,297,3217,3018,6235,929,1510,2439,4.9,4.6,4.8,67.0,59.3,63.0,63.7,56.6,60.0,489,460,949,106,142,248,1283,1449,2732,362,547,909,563,340,903,3844,4112,7956,1002,1101,2103,2227,2414,4641,2329,2505,4834
POA2023,4295,4560,8855,2038,1380,3418,521,977,1498,104,150,254,109,80,189,2772,2587,5359,940,1423,2363,3.9,3.1,3.5,64.6,56.7,60.5,62.0,55.0,58.4,517,382,899,81,121,202,1245,1422,2667,260,506,766,318,226,544,3751,3906,7657,846,860,1706,2179,2385,4564,2141,2132,4273
POA2024,4289,4839,9128,2240,1559,3799,494,1001,1495,124,167,291,90,99,189,2948,2826,5774,819,1477,2296,3.1,3.5,3.3,68.8,58.4,63.3,66.7,56.4,61.2,457,433,890,73,149,222,1155,1305,2460,341,499,840,552,307,859,3835,4243,8078,812,929,1741,2324,2621,4945,1961,2227,4188
POA2025,2738,3406,6144,1432,1169,2601,348,623,971,78,96,174,78,73,151,1936,1961,3897,588,1145,1733,4.0,3.7,3.9,70.7,57.6,63.4,67.9,55.4,61.0,378,373,751,55,115,170,930,1036,1966,207,377,584,215,178,393,2335,2848,5183,592,713,1305,1361,1722,3083,1407,1660,3067
POA2026,13111,13116,26227,7067,5160,12227,1495,2611,4106,382,438,820,396,347,743,9340,8556,17896,1892,2930,4822,4.2,4.1,4.2,71.2,65.2,68.2,68.2,62.6,65.4,1117,1031,2148,225,332,557,3642,4053,7695,1091,1435,2526,1638,900,2538,9956,9933,19889,3080,3160,6240,5470,5519,10989,6724,6794,13518
POA2027,3016,3528,6544,1512,1118,2630,380,524,904,74,121,195,70,69,139,2036,1832,3868,576,1268,1844,3.4,3.8,3.6,67.5,51.9,59.1,65.2,50.0,57.0,394,349,743,64,91,155,983,1004,1987,218,370,588,189,151,340,2266,2693,4959,635,722,1357,1281,1598,2879,1520,1691,3211
POA2028,1777,2313,4090,929,810,1739,212,414,626,46,74,120,50,47,97,1237,1345,2582,326,729,1055,4.0,3.5,3.8,69.7,58.1,63.1,66.8,56.1,60.8,188,223,411,45,64,109,588,663,1251,146,247,393,140,127,267,1368,1786,3154,409,549,958,758,1068,1826,931,1180,2111
POA2029,3546,4200,7746,1885,1261,3146,424,903,1327,117,160,277,102,113,215,2528,2437,4965,726,1411,2137,4.0,4.6,4.3,71.3,58.0,64.1,68.4,55.3,61.3,339,286,625,55,122,177,1070,1195,2265,325,504,829,432,285,717,3237,3778,7015,705,810,1515,1853,2188,4041,1819,2135,3954
POA2030,5272,5744,11016,2672,1385,4057,703,1398,2101,185,186,371,107,142,249,3667,3111,6778,1238,2283,3521,2.9,4.6,3.7,69.6,54.2,61.5,67.6,51.7,59.3,542,417,959,103,166,269,1555,1623,3178,393,616,1009,503,353,856,5313,5733,11046,912,950,1862,3549,3866,7415,2282,2454,4736
POA2031,12778,14466,27244,6833,5574,12407,1530,2946,4476,398,555,953,410,386,796,9171,9461,18632,2613,4078,6691,4.5,4.1,4.3,71.8,65.4,68.4,68.6,62.7,65.5,1399,1514,2913,263,467,730,3344,4258,7602,1026,1582,2608,1832,1026,2858,11207,12365,23572,2775,3297,6072,6269,6978,13247,6760,7758,14518
POA2032,6623,6698,13321,2375,1587,3962,835,1264,2099,196,207,403,366,276,642,3772,3334,7106,2368,2876,5244,9.7,8.3,9.0,57.0,49.8,53.3,51.4,45.6,48.5,677,578,1255,70,122,192,1401,1480,2881,413,580,993,807,457,1264,5417,5568,10985,1599,1499,3098,3119,3454,6573,3535,3322,6857
