region_id,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_school_quals_Cert_Level_M,Non_school_quals_Cert_Level_F,Non_school_quals_Cert_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA2033,4872,4755,9627,2049,1499,3548,628,826,1454,127,139,266,184,184,368,2988,2648,5636,1422,1749,3171,6.2,6.9,6.5,61.3,55.7,58.5,57.6,51.8,54.7,578,476,1054,72,115,187,1075,1233,2308,332,435,767,490,311,801,3740,3798,7538,1223,1192,2415,1941,2035,3976,2785,2709,5494
POA2034,7714,8555,16269,4064,3251,7315,882,1761,2643,236,331,567,232,184,416,5414,5527,10941,1525,2385,3910,4.3,3.3,3.8,70.2,64.6,67.3,67.2,62.5,64.7,775,804,1579,150,299,449,1890,2432,4322,609,927,1536,1165,706,1871,6444,7177,13621,1691,1921,3612,3786,4218,8004,3853,4400,8253
POA2035,13242,14527,27769,6026,4101,10127,1500,2952,4452,414,446,860,489,406,895,8429,7905,16334,3691,5472,9163,5.8,5.1,5.5,63.6,54.4,58.8,60.0,51.6,55.6,1046,982,2028,155,312,467,2551,2941,5492,924,1429,2353,2208,1191,3399,12313,13295,25608,2291,2450,4741,7883,8746,16629,5831,6120,11951
POA2036,11438,10756,22194,4546,2885,7431,1213,2344,3557,379,367,746,344,279,623,6482,5875,12357,4263,4219,8482,5.3,4.7,5.0,56.7,54.6,55.7,53.7,52.0,52.9,606,481,1087,68,126,194,1197,1502,2699,713,997,1710,2228,1049,3277,10286,10565,20851,1484,1537,3021,7077,7432,14509,3957,3961,7918
POA2037,5890,6516,12406,2723,2312,5035,792,1280,2072,166,232,398,252,259,511,3933,4083,8016,1320,1934,3254,6.4,6.3,6.4,66.8,62.7,64.6,62.5,58.7,60.5,768,858,1626,127,215,342,1579,1836,3415,437,552,989,568,410,978,4344,4960,9304,1463,1628,3091,2411,2891,5302,3146,3465,6611
POA2038,3383,3879,7262,1921,1648,3569,421,891,1312,95,162,257,129,94,223,2566,2795,5361,594,872,1466,5.0,3.4,4.2,75.8,72.1,73.8,72.0,69.6,70.8,447,538,985,80,184,264,939,1261,2200,272,366,638,422,260,682,3027,3368,6395,781,885,1666,1714,1938,3652,1788,2059,3847
POA2039,3099,3506,6605,1958,1683,3641,336,677,1013,93,141,234,81,88,169,2468,2589,5057,436,714,1150,3.3,3.4,3.3,79.7,73.8,76.6,77.0,71.3,74.0,323,431,754,94,141,235,911,1153,2064,277,388,665,421,243,664,2747,3010,5757,694,838,1532,1445,1609,3054,1717,1973,3690
POA2040,7957,9196,17153,4410,3599,8009,886,1998,2884,227,362,589,296,229,525,5819,6188,12007,1613,2465,4078,5.1,3.7,4.4,73.1,67.3,70.0,69.4,64.8,66.9,700,914,1614,205,381,586,1943,2515,4458,721,935,1656,1192,712,1904,7326,8293,15619,1728,2038,3766,4236,4858,9094,4046,4632,8678
POA2041,5829,6571,12400,3326,2722,6048,624,1353,1977,191,274,465,196,148,344,4337,4497,8834,1070,1698,2768,4.5,3.3,3.9,74.4,68.4,71.2,71.0,66.2,68.5,826,903,1729,168,295,463,1779,2109,3888,465,717,1182,630,410,1040,5175,5730,10905,1259,1461,2720,2984,3348,6332,3012,3414,6426
POA2042,7941,8000,15941,4217,3546,7763,1097,1679,2776,201,313,514,297,247,544,5812,5785,11597,1299,1552,2851,5.1,4.3,4.7,73.2,72.3,72.7,69.4,69.2,69.3,817,945,1762,187,337,524,2215,2503,4718,660,703,1363,930,557,1487,5855,5866,11721,1928,2222,4150,2999,2912,5911,4408,4771,9179
POA2043,3139,2953,6092,2159,1646,3805,333,537,870,98,110,208,91,74,165,2681,2367,5048,337,501,838,3.4,3.1,3.3,85.4,80.2,82.8,82.5,77.7,80.1,357,408,765,93,118,211,950,1037,1987,327,318,645,395,247,642,2493,2320,4813,821,880,1701,1134,1065,2199,2007,1973,3980
POA2044,3138,2998,6136,1592,1175,2767,362,593,955,109,125,234,111,83,194,2174,1976,4150,643,816,1459,5.1,4.2,4.7,69.3,65.8,67.6,65.8,63.1,64.5,164,201,365,44,87,131,521,648,1169,293,291,584,484,285,769,2827,2677,5504,492,514,1006,1731,1724,3455,1360,1301,2661
POA2045,2588,2839,5427,1179,759,1938,318,650,968,76,95,171,84,47,131,1657,1551,3208,770,1066,1836,5.1,3.0,4.1,64.0,54.6,59.1,60.8,53.0,56.7,190,197,387,30,94,124,496,518,1014,178,231,409,431,229,660,2796,2927,5723,267,301,568,2120,2255,4375,773,800,1573
POA2046,9805,11081,20886,5291,3727,9018,997,2388,3385,334,429,763,278,220,498,6900,6764,13664,2397,3873,6270,4.0,3.3,3.6,70.4,61.0,65.4,67.5,59.1,63.0,673,690,1363,176,294,470,1989,2430,4419,806,1232,2038,1871,1114,2985,9657,10747,20404,1606,1770,3376,6293,7141,13434,4214,4653,8867
POA2047,4529,5050,9579,2433,1804,4237,494,1004,1498,133,187,320,123,88,211,3183,3083,6266,920,1534,2454,3.9,2.9,3.4,70.3,61.0,65.4,67.6,59.3,63.2,415,406,821,98,157,255,1137,1315,2452,424,551,975,684,418,1102,4038,4503,8541,859,909,1768,2422,2757,5179,2163,2321,4484
POA2048,3234,3383,6617,1687,1498,3185,423,725,1148,87,122,209,114,84,198,2311,2429,4740,696,777,1473,4.9,3.5,4.2,71.5,71.8,71.6,67.9,69.3,68.6,325,361,686,77,134,211,816,1007,1823,272,358,630,432,255,687,2794,2892,5686,700,746,1446,1610,1621,3231,1680,1823,3503
POA2049,4359,4522,8881,2206,1772,3978,572,943,1515,131,163,294,204,152,356,3113,3030,6143,886,1154,2040,6.6,5.0,5.8,71.4,67.0,69.2,66.7,63.6,65.2,428,461,889,93,173,266,1016,1218,2234,354,430,784,562,392,954,3835,3915,7750,883,946,1829,2267,2366,4633,2144,2221,4365
POA2050,3169,2969,6138,1867,1510,3377,338,496,834,93,91,184,93,94,187,2391,2191,4582,424,565,989,3.9,4.3,4.1,75.5,73.8,74.7,72.5,70.6,71.6,403,439,842,79,106,185,1003,1062,2065,243,269,512,306,176,482,2198,2073,4271,842,904,1746,874,844,1718,2022,2006,4028
POA2052,914,885,1799,33,27,60,157,202,359,25,19,44,91,113,204,306,361,667,585,494,1079,29.7,31.3,30.6,33.4,40.8,37.1,23.5,28.0,25.7,45,31,76,0,7,7,95,98,193,37,18,55,27,19,46,519,478,997,365,379,744,44,25,69,836,818,1654
POA2060,5319,5771,11090,3067,2384,5451,573,1017,1590,166,180,346,145,166,311,3951,3747,7698,891,1521,2412,3.7,4.4,4.0,74.3,64.9,69.4,71.5,62.1,66.6,783,759,1542,118,208,326,1844,1882,3726,429,656,1085,436,335,771,3881,4274,8155,1420,1480,2900,1836,2189,4025,3278,3330,6608
POA2061,2602,2692,5294,1366,1093,2459,248,347,595,68,74,142,91,56,147,1773,1570,3343,475,820,1295,5.1,3.6,4.4,68.1,58.4,63.2,64.6,56.3,60.4,399,357,756,58,90,148,858,883,1741,208,269,477,175,128,303,1735,1921,3656,632,644,1276,822,941,1763,1475,1533,3008
POA2062,2683,3066,5749,1626,1335,2961,298,625,923,85,118,203,79,84,163,2088,2162,4250,418,724,1142,3.8,3.9,3.8,77.9,70.5,74.0,74.9,67.8,71.1,290,310,600,76,126,202,884,998,1882,247,369,616,264,225,489,2364,2641,5005,590,658,1248,1188,1396,2584,1566,1723,3289
POA2063,2125,2395,4520,1150,599,1749,304,638,942,58,88,146,52,47,99,1564,1372,2936,487,931,1418,3.3,3.4,3.4,73.6,57.3,64.9,71.1,55.3,62.8,298,235,533,43,75,118,733,724,1457,197,286,483,191,137,328,2379,2533,4912,372,398,770,1655,1769,3424,920,1002,1922
POA2064,3395,3685,7080,1972,1396,3368,413,758,1171,88,123,211,116,111,227,2589,2388,4977,667,1164,1831,4.5,4.6,4.6,76.3,64.8,70.3,72.9,61.8,67.1,502,452,954,108,150,258,1071,1161,2232,288,386,674,327,263,590,3200,3363,6563,767,863,1630,1721,1943,3664,1970,2052,4022
POA2065,11287,12238,23525,6892,5421,12313,1230,2231,3461,320,443,763,326,291,617,8768,8386,17154,1774,3164,4938,3.7,3.5,3.6,77.7,68.5,72.9,74.8,66.2,70.3,1650,1479,3129,316,511,827,3813,4166,7979,990,1366,2356,1002,782,1784,9416,10201,19617,2709,2858,5567,4868,5463,10331,6562,6899,13461
POA2066,10516,11703,22219,5858,3948,9806,1308,2775,4083,288,405,693,282,259,541,7736,7387,15123,2372,3860,6232,3.6,3.5,3.6,73.6,63.1,68.1,70.9,60.9,65.6,1365,1146,2511,270,428,698,3073,3431,6504,927,1408,2335,1253,908,2161,10635,11518,22153,2009,2171,4180,6653,7367,14020,5124,5449,10573
POA2067,8898,10105,19003,4298,2857,7155,1110,1923,3033,246,319,565,334,353,687,5988,5452,11440,2310,4058,6368,5.6,6.5,6.0,67.3,53.9,60.2,63.5,50.5,56.6,1136,1031,2167,200,259,459,2554,2784,5338,697,1036,1733,770,543,1313,8005,8961,16966,1947,2132,4079,4553,5213,9766,4760,5245,10005
POA2068,5769,6477,12246,3150,1824,4974,662,1614,2276,173,227,400,155,171,326,4140,3836,7976,1382,2409,3791,3.7,4.5,4.1,71.8,59.2,65.1,69.1,56.6,62.5,668,530,1198,114,220,334,1666,1782,3448,492,823,1315,712,429,1141,6316,6723,13039,971,1046,2017,4211,4484,8695,2532,2775,5307
POA2069,4919,5400,10319,2472,1299,3771,669,1408,2077,167,185,352,134,121,255,3442,3013,6455,1292,2171,3463,3.9,4.0,4.0,70.0,55.8,62.6,67.2,53.6,60.1,768,552,1320,124,208,332,1527,1552,3079,375,659,1034,476,340,816,5345,5674,11019,797,852,1649,3780,4017,7797,1995,2114,4109
POA2070,4453,5052,9505,2214,1161,3375,559,1275,1834,127,149,276,130,110,240,3030,2695,5725,1230,2126,3356,4.3,4.1,4.2,68.0,53.4,60.2,65.1,51.2,57.7,691,508,1199,105,176,281,1437,1444,2881,315,588,903,364,278,642,4892,5262,10154,740,793,1533,3291,3558,6849,2034,2188,4222
POA2071,4589,5247,9836,2140,1186,3326,610,1221,1831,131,151,282,159,119,278,3040,2677,5717,1370,2321,3691,5.2,4.4,4.9,66.2,51.0,58.1,62.8,48.8,55.3,748,473,1221,90,168,258,1442,1510,2952,308,611,919,341,248,589,4730,5198,9928,819,974,1793,3141,3510,6651,2169,2436,4605
POA2072,2463,2900,5363,1180,648,1828,349,677,1026,65,72,137,99,90,189,1693,1487,3180,690,1323,2013,5.8,6.1,5.9,68.8,51.3,59.3,64.7,48.2,55.8,415,295,710,49,78,127,801,894,1695,191,311,502,183,151,334,2387,2736,5123,562,652,1214,1570,1796,3366,1222,1427,2649
POA2073,5724,6506,12230,3009,1581,4590,728,1723,2451,167,231,398,194,162,356,4098,3697,7795,1461,2644,4105,4.7,4.4,4.6,71.6,56.8,63.7,68.2,54.3,60.8,895,598,1493,125,231,356,1838,1902,3740,448,811,1259,508,378,886,6186,6949,13135,949,1098,2047,4358,4872,9230,2385,2812,5197
POA2074,7810,8928,16738,3697,1944,5641,1002,2245,3247,192,264,456,238,185,423,5129,4638,9767,2398,3990,6388,4.6,4.0,4.3,65.7,51.9,58.4,62.6,49.9,55.8,1033,673,1706,182,297,479,2287,2298,4585,758,1188,1946,874,595,1469,8343,9094,17437,1177,1327,2504,5734,6252,11986,3242,3623,6865
POA2075,7155,7855,15010,3488,1734,5222,939,2203,3142,188,195,383,190,175,365,4805,4307,9112,2110,3289,5399,4.0,4.1,4.0,67.2,54.8,60.7,64.5,52.6,58.3,895,552,1447,147,213,360,2091,2051,4142,790,1039,1829,700,554,1254,7664,8179,15843,1022,1095,2117,5277,5738,11015,2984,3144,6128
POA2076,8899,10002,18901,4356,2477,6833,1176,2502,3678,232,336,568,277,230,507,6041,5545,11586,2524,4102,6626,4.6,4.1,4.4,67.9,55.4,61.3,64.8,53.1,58.6,1105,762,1867,205,335,540,2488,2538,5026,805,1296,2101,1037,766,1803,9444,10325,19769,1406,1586,2992,6362,6699,13061,3874,4593,8467
POA2077,13723,14627,28350,7296,4458,11754,1800,3410,5210,410,484,894,521,549,1070,10027,8901,18928,3086,5167,8253,5.2,6.2,5.7,73.1,60.8,66.8,69.3,57.1,63.0,1409,1143,2552,286,438,724,3041,3532,6573,1341,1763,3104,2418,1520,3938,13693,14314,28007,2452,2661,5113,8207,8667,16874,6810,7244,14054
POA2079,2738,2852,5590,1616,859,2475,359,872,1231,111,93,204,68,79,147,2154,1903,4057,530,905,1435,3.2,4.2,3.6,78.6,66.7,72.6,76.2,64.0,69.9,161,121,282,56,85,141,466,576,1042,285,360,645,721,392,1113,3087,3183,6270,323,304,627,2330,2412,4742,847,864,1711
POA2080,619,625,1244,356,160,516,85,188,273,23,31,54,19,14,33,483,393,876,128,215,343,3.9,3.6,3.8,77.8,63.1,70.4,74.7,60.8,67.8,34,27,61,13,19,32,102,138,240,60,69,129,177,76,253,725,705,1430,53,54,107,516,505,1021,211,196,407
POA2081,1957,1952,3909,1102,526,1628,271,650,921,62,83,145,63,37,100,1498,1296,2794,406,617,1023,4.2,2.9,3.6,76.5,66.4,71.4,73.3,64.5,68.9,102,83,185,39,54,93,352,397,749,187,280,467,519,282,801,2307,2292,4599,200,189,389,1653,1650,3303,667,663,1330
POA2082,2155,2204,4359,1227,640,1867,268,689,957,83,85,168,54,54,108,1632,1468,3100,457,675,1132,3.3,3.7,3.5,75.8,66.6,71.1,73.3,64.2,68.7,95,96,191,28,58,86,330,436,766,228,304,532,644,314,958,2497,2457,4954,249,238,487,1911,1876,3787,650,664,1314
POA2083,648,612,1260,305,172,477,99,164,263,22,24,46,21,19,40,447,379,826,174,214,388,4.7,5.0,4.8,69.0,62.0,65.6,65.7,58.9,62.4,45,50,95,13,26,39,87,93,180,49,81,130,198,61,259,658,620,1278,111,95,206,460,442,902,259,241,500
POA2084,1390,1414,2804,697,330,1027,210,474,684,49,41,90,34,18,52,990,863,1853,336,464,800,3.4,2.1,2.8,71.3,61.0,66.1,68.8,59.7,64.2,71,67,138,22,34,56,243,257,500,121,182,303,334,175,509,1539,1487,3026,159,161,320,1170,1141,2311,428,444,872
POA2085,4012,4493,8505,1948,1011,2959,527,1184,1711,114,151,265,114,86,200,2703,2432,5135,1196,1944,3140,4.2,3.5,3.9,67.4,54.1,60.4,64.6,52.2,58.0,209,148,357,74,100,174,803,788,1591,423,640,1063,851,484,1335,4523,4853,9376,489,500,989,3304,3531,6835,1371,1519,2890
POA2086,4940,5123,10063,2661,1335,3996,620,1584,2204,159,178,337,128,101,229,3568,3198,6766,1246,1802,3048,3.6,3.2,3.4,72.2,62.4,67.2,69.6,60.4,65.0,332,248,580,72,130,202,949,1085,2034,554,746,1300,1102,586,1688,5698,5734,11432,644,661,1305,4094,4140,8234,1787,1841,3628
POA2087,4502,4911,9413,2252,1134,3386,554,1323,1877,132,161,293,101,89,190,3039,2707,5746,1313,2058,3371,3.3,3.3,3.3,67.5,55.1,61.0,65.3,53.3,59.0,384,316,700,84,152,236,1024,1074,2098,429,661,1090,853,424,1277,5079,5450,10529,644,651,1295,3593,3890,7483,1732,1836,3568
