region_id,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_u_ap_I_1or2_sty_blk_Ds,OPDs_F_u_ap_I_1or2_sty_blk_Ps,OPDs_F_u_ap_I_3_sty_blk_Dwgs,OPDs_F_u_ap_I_3_sty_blk_Psns,OPDs_F_u_ap_I_4_m_sty_blk_Ds,OPDs_F_u_ap_I_4_m_sty_blk_Ps,OPDs_Flt_un_apt_Att_house_Ds,OPDs_Flt_un_apt_Att_house_Ps,OPDs_Flt_unit_apart_Tot_Dwgs,OPDs_Flt_unit_apart_Tot_Psns,OPDs_Oth_dw_Cvn_cab_hboat_Ds,OPDs_Oth_dw_Cvn_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA2000,235,558,108,157,106,199,214,356,92,140,5,6,7706,16492,7,11,7810,16649,3,5,0,0,3,9,6,14,32,68,8297,17645,1751,0,10048,17645
POA2006,6,29,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,5,0,0,0,0,0,0,0,0,0,0,12,34,4,0,16,34
POA2007,23,61,15,38,348,828,363,866,183,394,373,721,1627,3150,0,0,2183,4265,0,0,0,0,3,3,3,3,11,23,2583,5218,215,0,2798,5218
POA2008,99,193,29,63,860,2118,889,2181,170,285,338,615,1009,1864,5,6,1522,2770,0,0,0,0,14,25,14,25,10,21,2534,5190,241,0,2775,5190
POA2009,12,25,93,202,191,439,284,641,58,129,372,720,4257,8600,7,10,4694,9459,0,3,0,0,0,0,0,3,26,63,5016,10191,572,0,5588,10191
POA2010,212,428,146,319,2755,6163,2901,6482,675,1096,1277,2108,6481,10200,8,10,8441,13414,0,0,0,0,97,206,97,206,44,68,11695,20598,1694,0,13389,20598
POA2011,44,106,36,57,524,1080,560,1137,149,231,1137,1748,7179,10767,9,4,8474,12750,0,0,0,0,4,3,4,3,33,41,9115,14037,1704,0,10819,14037
POA2015,259,622,601,1315,745,1786,1346,3101,269,473,643,1217,1285,2275,5,5,2202,3970,0,0,0,0,11,17,11,17,12,20,3830,7730,319,0,4149,7730
POA2016,401,884,149,316,1245,3002,1394,3318,143,247,812,1339,2559,4334,22,43,3536,5963,4,8,0,0,20,39,24,47,12,19,5367,10231,467,0,5834,10231
POA2017,129,260,572,1300,235,509,807,1809,242,349,524,846,4424,8634,29,43,5219,9872,3,0,0,0,3,4,6,4,308,465,6469,12410,570,0,7039,12410
POA2018,1925,5775,150,406,144,437,294,843,299,650,1127,2885,1829,3871,0,4,3255,7410,0,0,0,0,27,78,27,78,6,11,5507,14117,253,0,5760,14117
POA2019,1219,3841,327,827,559,1647,886,2474,281,547,297,565,241,573,0,0,819,1685,0,0,0,0,39,123,39,123,22,36,2985,8159,158,0,3143,8159
POA2020,1637,4855,353,974,99,253,452,1227,112,264,443,995,1013,2230,0,0,1568,3489,0,0,0,0,10,20,10,20,8,19,3675,9610,219,0,3894,9610
POA2021,422,1017,251,537,2987,6945,3238,7482,272,420,652,1005,1480,2134,3,6,2407,3565,0,0,0,0,31,67,31,67,36,63,6134,12194,817,0,6951,12194
POA2022,754,2068,466,1088,888,2297,1354,3385,298,539,444,799,1711,3127,0,3,2453,4468,0,4,0,0,20,46,20,50,25,62,4606,10033,432,0,5038,10033
POA2023,1398,4449,51,148,156,394,207,542,236,524,819,1661,1006,1899,0,0,2061,4084,0,0,0,0,0,0,0,0,7,7,3673,9082,409,0,4082,9082
POA2024,1191,3623,479,1256,332,894,811,2150,600,1115,828,1440,535,937,4,12,1967,3504,0,0,0,0,49,121,49,121,8,11,4026,9409,448,0,4474,9409
POA2025,501,1407,268,549,841,2001,1109,2550,215,386,552,911,696,1130,0,5,1463,2432,0,0,0,0,4,7,4,7,4,16,3081,6412,382,0,3463,6412
POA2026,1630,4859,1139,2913,758,2123,1897,5036,2042,4035,3660,6666,2928,5236,8,16,8638,15953,3,0,3,0,85,168,91,168,13,25,12269,26041,1521,0,13790,26041
POA2027,325,916,70,144,310,692,380,836,137,258,422,800,2064,3396,4,9,2627,4463,0,3,0,0,0,0,0,3,0,0,3332,6218,723,0,4055,6218
POA2028,299,825,34,80,170,410,204,490,71,161,608,1085,772,1399,3,8,1454,2653,3,5,0,0,0,0,3,5,9,12,1969,3985,323,0,2292,3985
