region_id,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA2000,1158,611,240,71,16000
POA2006,14,9,6,0,360
POA2007,175,69,42,5,4793
POA2008,303,98,27,12,4244
POA2009,757,332,103,10,8127
POA2010,1389,671,339,169,18734
POA2011,1419,739,408,261,13432
POA2015,391,140,54,13,5520
POA2016,732,435,274,65,7969
POA2017,725,495,277,75,9088
POA2018,769,489,243,64,7443
POA2019,438,273,177,90,4022
POA2020,436,261,133,43,4895
POA2021,1133,727,223,112,9951
POA2022,866,528,311,137,7374
POA2023,995,527,273,139,6547
POA2024,801,441,284,208,6728
POA2025,685,509,258,150,4695
POA2026,1635,936,503,239,20034
POA2027,741,540,372,223,4967
POA2028,407,282,166,91,3069
POA2029,790,497,294,117,5673
POA2030,1268,698,400,207,7594
POA2031,2031,1066,636,346,19778
POA2032,842,485,288,102,8182
POA2033,505,336,210,117,6317
POA2034,1259,650,401,153,11854
POA2035,2106,1192,740,298,17462
POA2036,1884,1035,611,316,12987
POA2037,1121,565,216,57,8891
POA2038,738,288,127,38,5448
POA2039,660,260,83,17,5008
POA2040,1327,552,321,187,11959
POA2041,1581,798,248,63,9511
POA2042,880,302,151,35,11743
POA2043,327,105,46,12,4646
POA2044,373,132,82,32,3794
POA2045,516,219,169,119,3254
POA2046,1738,869,543,222,13242
POA2047,944,542,370,184,6879
POA2048,464,210,91,23,4692
POA2049,697,294,123,62,6094
POA2050,351,127,51,12,4832
POA2052,6,0,0,0,456
POA2060,1096,754,344,169,8837
POA2061,561,453,154,62,4251
POA2062,536,317,114,46,4393
POA2063,637,318,178,57,3287
POA2064,583,273,145,72,5242
POA2065,2099,1084,552,213,18302
POA2066,2323,1294,654,350,15960
POA2067,1537,807,532,282,13079
POA2068,1281,651,395,198,8529
POA2069,1311,751,459,175,7399
POA2070,1115,664,406,217,6744
POA2071,1160,732,444,276,6825
POA2072,649,396,223,155,3762
POA2073,1557,797,466,189,8575
POA2074,1955,1356,1003,545,11779
POA2075,1745,1318,785,269,10254
POA2076,2146,1428,884,458,12947
POA2077,2456,1314,729,364,19391
POA2079,547,235,117,44,3592
POA2080,121,80,28,9,797
POA2081,415,207,86,19,2570
POA2082,513,274,82,27,2838
POA2083,170,98,35,6,808
POA2084,328,213,74,45,1775
POA2085,876,687,371,282,5379
POA2086,1010,802,336,77,6592
POA2087,832,740,485,148,6239
POA2088,2667,1744,862,480,16773
POA2089,922,525,243,154,7930
POA2090,1189,743,328,114,8773
POA2092,520,323,135,65,3410
POA2093,1540,868,489,220,11395
POA2094,417,270,132,57,3401
POA2095,1019,678,393,226,10093
POA2096,799,441,239,119,8099
POA2097,1050,641,340,151,7446
POA2099,2213,1299,775,306,18891
POA2100,1298,817,561,247,9570
POA2101,1404,807,608,668,9880
POA2102,449,253,160,84,3096
POA2103,895,591,354,235,5357
POA2104,322,273,180,164,1708
POA2105,255,147,44,12,1056
POA2106,932,505,219,79,4997
POA2107,1591,952,421,162,7666
POA2108,301,254,100,32,1163
POA2109,26,38,90,183,1026
POA2110,930,536,379,356,5219
