region_id,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA2000,104,738,2864,992,657,482,178,31,12,6058,0,0,3,0,0,5,0,0,0,8,0,0,4,0,3,0,0,3,0,10,0,29,67,25,23,7,0,0,0,151,0,0,7,4,0,0,0,0,0,11,0,9,31,13,7,3,0,0,0,63,0,19,79,27,23,19,4,0,0,171,19,133,238,63,44,30,7,0,0,534,79,291,567,113,58,29,0,3,0,1140,0,10,47,28,14,6,0,0,0,105,3,14,81,22,21,5,0,0,0,146,3,57,312,98,47,25,5,4,0,551,3,9,44,12,13,13,7,3,0,104,0,74,342,108,71,41,14,3,0,653,3,28,152,45,26,18,7,0,0,279,0,11,32,19,26,11,0,0,0,99,6,31,96,32,31,36,8,0,0,240,3,44,158,74,44,56,18,3,0,400,3,12,34,20,6,6,3,0,0,84,3,21,61,25,10,9,0,0,0,129
POA2006,48,91,31,4,14,6,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,20,19,0,0,0,0,0,0,0,39,27,44,3,0,0,0,0,0,0,74,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,3,7,3,0,0,3,0,0,0,16,0,3,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,7,12,30,3,7,0,0,0,0,0,52,10,13,5,0,0,0,0,0,0,28,3,3,0,0,3,0,0,0,0,9,8,4,0,0,0,0,0,0,0,12
POA2007,44,242,866,308,137,91,19,0,0,1707,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,22,7,7,4,0,0,0,43,0,0,3,0,0,0,0,0,0,3,0,5,10,3,3,0,0,0,0,21,3,4,30,16,6,0,0,0,0,59,21,54,76,12,8,4,3,0,0,178,13,79,94,23,20,11,4,0,0,244,0,6,14,10,4,0,0,0,0,34,0,8,39,10,10,0,0,3,0,70,0,16,85,28,4,3,0,0,0,136,0,4,8,6,0,3,3,0,0,24,4,40,104,18,16,4,0,0,0,186,0,9,37,10,4,3,0,0,0,63,3,3,13,11,3,5,0,0,0,38,0,17,43,24,17,10,0,0,0,111,4,25,60,19,18,8,3,0,0,137,0,7,15,3,8,0,0,0,0,33,0,10,23,8,0,3,0,0,0,44
POA2008,28,319,873,384,223,127,19,4,0,1977,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,29,11,3,4,3,0,0,59,0,3,4,0,3,0,0,0,0,10,0,4,8,0,4,0,0,0,0,16,0,6,23,9,10,0,0,0,0,48,13,81,58,6,5,4,3,0,0,170,14,46,63,13,8,3,0,0,0,147,0,0,7,7,0,0,0,0,0,14,3,20,55,14,14,3,0,3,0,112,0,24,66,19,9,3,0,0,0,121,4,4,7,0,0,0,0,0,0,15,6,52,135,40,13,14,0,0,0,260,3,12,35,14,3,3,0,0,0,70,3,4,43,23,22,9,3,0,0,107,3,27,75,44,26,23,3,0,0,201,3,29,65,31,22,11,0,0,0,161,3,6,18,9,7,3,3,0,0,49,0,10,27,15,10,0,0,0,0,62
POA2009,16,281,1662,868,485,379,99,9,0,3799,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,3,4,41,22,22,8,5,0,0,105,0,0,6,3,0,0,0,0,0,9,0,4,34,13,14,4,0,0,0,69,3,3,60,29,17,8,0,0,0,120,6,40,109,50,30,29,4,0,0,268,15,47,158,40,27,14,3,0,0,304,0,7,27,16,13,3,0,0,0,66,0,20,95,35,15,11,4,0,0,180,0,30,257,128,36,20,0,0,0,471,0,10,35,9,8,9,7,3,0,81,3,43,264,106,57,55,7,0,0,535,0,12,101,36,18,9,0,0,0,176,0,12,47,36,29,11,4,0,0,139,4,8,58,29,36,37,14,0,0,186,0,22,114,53,44,46,4,0,0,283,4,19,39,14,14,8,3,0,0,101,0,7,45,27,15,5,4,0,0,103
POA2010,64,696,4047,2460,1384,650,153,15,6,9475,0,0,0,0,4,0,0,0,0,4,0,0,3,3,0,0,0,0,0,6,0,20,90,55,19,13,4,0,0,201,0,0,12,0,6,0,0,0,0,18,0,4,41,16,4,3,4,0,0,72,0,22,129,45,11,15,0,0,0,222,22,117,240,89,37,28,7,0,0,540,24,160,268,73,48,26,0,0,0,599,0,11,43,18,17,10,0,0,0,99,0,58,252,95,40,22,0,0,0,467,3,50,302,148,50,11,6,0,0,570,3,14,52,21,10,5,5,3,0,113,4,107,712,230,112,47,13,3,0,1228,0,40,181,66,31,18,0,0,0,336,0,19,123,65,55,26,7,0,0,295,10,36,189,96,83,59,16,0,0,489,4,64,300,127,93,67,15,0,0,670,3,22,90,38,29,14,5,0,0,201,4,18,97,41,23,16,6,0,0,205
POA2011,59,525,2253,1597,958,577,210,41,4,6224,0,0,3,3,0,3,0,0,0,9,0,0,4,4,0,0,0,0,0,8,0,7,57,21,22,11,3,0,0,121,0,3,4,3,0,0,0,0,0,10,0,8,22,14,11,4,0,0,0,59,0,19,68,32,4,14,6,0,0,143,12,63,155,66,36,49,9,0,0,390,10,81,152,57,38,28,3,0,0,369,3,3,27,22,7,9,3,0,0,74,3,28,125,78,51,23,3,0,0,311,0,26,222,142,45,31,5,0,3,474,0,7,40,21,17,8,5,0,0,98,3,68,455,183,104,66,19,3,0,901,0,22,119,42,29,34,7,0,0,253,11,59,89,59,42,41,18,0,0,319,3,18,122,76,61,71,8,3,0,362,3,34,157,114,83,60,24,3,0,478,3,14,57,46,19,18,7,3,0,167,0,17,60,24,26,11,0,0,0,138
POA2015,34,238,1192,878,483,207,40,6,0,3078,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,8,47,25,10,3,0,0,0,93,0,0,7,0,0,3,0,0,0,10,0,4,13,15,3,4,0,0,0,39,0,8,54,37,12,12,0,0,0,123,6,40,68,34,20,13,5,0,0,186,14,36,55,18,15,6,0,0,0,144,0,5,36,28,14,0,0,0,0,83,0,20,80,44,16,5,0,0,0,165,0,9,128,83,25,6,0,0,0,251,5,3,22,4,3,4,0,0,0,41,0,32,172,123,49,22,0,0,0,398,0,3,56,35,18,3,4,0,0,119,0,13,78,53,34,13,0,0,0,191,0,19,111,47,50,43,8,0,0,278,0,29,136,98,40,25,7,0,0,335,0,8,30,16,11,4,0,0,0,69,5,9,23,17,7,10,0,0,0,71
POA2016,39,373,1390,1010,670,303,60,4,0,3849,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,6,43,23,12,9,3,0,0,99,0,0,5,8,0,0,0,0,0,13,0,0,23,12,4,0,0,0,0,39,3,15,38,17,10,3,0,3,0,89,8,55,92,41,13,8,5,0,0,222,11,60,100,39,12,9,3,0,0,234,0,5,11,21,24,9,0,3,0,73,0,25,82,49,28,13,0,0,0,197,0,15,97,47,18,9,3,0,0,189,0,8,16,12,3,0,3,0,0,42,3,56,209,87,46,23,0,3,0,427,0,14,69,23,19,7,0,0,0,132,0,12,50,39,23,24,4,0,0,152,0,23,103,44,42,37,8,0,0,257,3,26,128,58,53,41,10,0,0,319,0,21,49,19,18,3,0,0,0,110,4,5,45,21,12,11,3,0,0,101
POA2017,47,399,1712,999,432,234,49,6,3,3881,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,9,0,12,55,18,10,9,0,0,0,104,0,0,6,3,0,3,0,0,0,12,0,7,25,6,6,3,0,0,0,47,0,12,75,43,10,5,0,0,0,145,9,58,118,47,31,8,5,0,0,276,20,65,105,33,29,13,0,3,0,268,3,5,32,24,15,8,0,0,0,87,0,11,75,35,15,4,4,0,0,144,3,25,180,56,14,0,0,0,0,278,3,7,30,6,4,4,0,0,0,54,0,58,228,63,40,18,0,0,0,407,3,20,62,32,12,10,0,0,0,139,0,51,91,27,20,14,0,0,0,203,3,20,101,58,29,25,3,0,0,239,5,23,157,72,54,44,6,0,0,361,3,8,29,14,8,0,0,0,0,62,0,10,55,20,9,7,3,0,0,104
