region_id,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total
POA2000,1806,649,907,1209,1311,1265,820,817,11041,11,5,15,11,7,11,8,19,10,13,110,2368,1060,2112,758,1049,1403,1486,1607,1109,1034,13986
POA2006,13,5,8,7,10,8,8,3,93,0,0,0,0,0,0,0,0,0,0,0,85,28,21,8,8,16,25,21,13,6,231
POA2007,496,173,266,329,394,397,253,193,3269,0,0,3,0,3,3,6,3,8,8,34,732,361,582,202,312,381,467,481,320,243,4081
POA2008,225,106,144,215,225,209,155,86,1737,0,0,0,0,3,0,3,0,0,0,6,674,193,345,132,179,272,288,275,217,124,2699
POA2009,543,188,200,264,259,300,138,161,3424,3,6,3,0,0,0,3,0,0,3,18,1777,617,832,291,315,425,405,519,257,254,5692
POA2010,723,241,336,380,397,389,249,251,4892,10,3,6,3,3,6,0,3,0,6,40,3677,879,1411,432,580,688,733,844,541,478,10263
POA2011,367,122,162,167,188,244,144,141,2502,7,6,4,0,0,0,0,6,0,3,26,2614,484,819,281,346,356,382,555,293,292,6422
POA2015,203,75,67,62,83,65,26,39,1291,0,0,0,0,0,0,0,0,0,0,0,1163,352,432,127,134,128,139,129,63,70,2737
POA2016,234,85,122,150,114,125,81,87,2443,6,6,0,0,0,4,3,0,3,0,22,2119,500,493,145,193,244,215,214,160,171,4454
POA2017,727,228,250,379,366,352,202,162,4644,21,3,3,0,0,0,6,6,6,6,51,2401,699,996,301,348,510,490,550,367,260,6922
POA2018,725,195,229,246,275,253,114,194,6104,36,6,0,3,3,3,3,0,0,6,60,3988,818,842,230,281,285,305,281,131,248,7409
POA2019,152,36,45,33,36,44,15,97,1499,6,0,0,0,3,0,0,0,0,0,9,1564,260,243,58,66,51,61,55,19,165,2542
POA2020,498,128,128,167,119,108,74,100,3574,12,0,3,0,0,0,0,0,0,5,20,2422,583,618,164,156,194,148,128,88,164,4665
POA2021,155,48,60,65,74,70,45,43,1210,6,3,0,0,3,0,0,0,0,3,15,2019,392,546,156,216,223,223,252,149,166,4342
POA2022,238,69,94,93,100,94,71,90,2002,6,3,3,0,0,0,4,0,0,0,16,2085,420,548,153,186,254,267,290,174,174,4551
POA2023,114,32,34,72,47,39,48,42,1070,8,0,0,0,0,0,0,0,0,0,8,1823,297,402,81,113,162,142,120,115,132,3387
POA2024,122,42,51,52,51,52,35,61,1165,4,0,3,0,0,0,0,0,0,0,7,1651,274,447,121,145,128,169,166,88,160,3349
POA2025,76,15,12,17,28,25,14,32,582,0,0,0,0,0,0,0,3,0,0,3,1197,190,228,51,69,75,77,117,66,123,2193
POA2026,432,172,178,228,262,286,152,166,4067,19,0,3,3,0,0,0,3,3,4,35,4703,1042,1462,448,563,657,764,838,529,500,11506
POA2027,66,36,31,22,35,47,41,27,771,3,3,0,0,0,0,0,0,0,0,6,1307,218,226,82,72,90,113,131,87,81,2407
POA2028,47,27,22,16,26,13,18,9,471,0,0,0,0,0,0,0,3,0,3,6,791,108,161,71,54,51,64,76,47,60,1483
POA2029,144,28,40,67,50,50,21,39,1227,6,0,3,0,0,0,0,0,0,3,12,1916,439,498,118,99,165,156,145,66,128,3730
POA2030,171,47,34,27,50,37,28,52,1633,14,3,0,0,0,6,0,0,0,6,29,2867,685,660,119,119,135,136,147,69,163,5100
POA2031,713,216,270,372,424,392,236,220,5476,6,6,5,0,3,0,6,3,0,6,35,5051,1017,1627,477,519,667,763,766,451,521,11859
POA2032,650,238,321,480,625,747,441,264,6169,19,4,0,0,3,6,0,6,0,8,46,2828,571,852,281,374,530,691,827,484,326,7764
POA2033,411,147,209,251,349,377,261,175,3560,6,0,3,0,0,0,3,3,6,3,24,1739,441,615,198,246,306,404,463,331,235,4978
POA2034,236,83,78,140,129,145,107,86,2323,12,0,0,0,0,0,3,0,0,3,18,2709,515,780,266,288,392,368,411,289,263,6281
POA2035,1030,304,342,422,445,388,231,309,8767,37,0,6,0,0,6,3,4,0,13,69,6825,1312,1564,440,469,544,566,514,304,479,13017
POA2036,630,162,218,216,234,214,74,587,6398,37,7,9,0,3,0,0,0,0,5,61,5415,930,897,205,255,292,287,263,90,740,9374
POA2037,216,70,101,132,136,150,108,85,2036,8,0,3,0,3,0,0,0,6,0,20,2082,374,517,138,182,234,261,300,248,167,4503
POA2038,84,24,38,42,39,46,26,61,817,0,0,0,0,3,0,0,0,0,0,3,1262,174,286,52,93,81,92,93,46,126,2305
POA2039,90,25,35,19,27,37,23,25,672,0,0,0,0,0,3,0,0,0,0,3,1114,260,356,92,111,92,95,108,78,75,2381
POA2040,227,66,92,66,85,94,52,104,2724,16,0,0,0,0,0,0,0,0,11,27,3542,570,653,156,187,175,178,186,106,246,5999
POA2041,156,40,34,51,50,65,23,40,1001,6,3,0,0,0,0,0,0,0,3,12,2000,434,578,161,181,206,171,241,124,165,4261
POA2042,260,97,102,125,155,134,69,79,2227,8,0,3,0,3,3,3,0,0,3,23,2499,498,688,189,225,257,293,277,179,197,5302
POA2043,143,34,35,52,50,49,21,21,832,0,4,0,0,0,0,0,0,0,0,4,973,234,373,84,88,120,120,121,51,52,2216
POA2044,113,28,54,61,49,18,20,44,1442,0,3,0,0,0,0,0,3,0,4,10,1488,200,233,46,80,76,71,44,39,74,2351
POA2045,25,7,15,8,10,8,3,63,1339,6,0,0,0,0,0,0,0,0,3,9,1634,87,67,14,21,12,25,16,10,94,1980
POA2046,325,86,63,92,68,74,37,208,4771,19,0,0,0,0,0,3,0,0,3,25,5283,604,622,148,116,171,139,158,88,316,7645
POA2047,134,30,37,61,54,43,25,131,1504,7,0,0,0,0,0,0,0,0,3,10,1867,225,285,68,90,130,104,104,54,171,3098
POA2048,103,39,43,48,25,38,34,45,1123,9,4,0,0,0,0,0,0,0,0,13,1322,200,228,67,74,83,60,65,50,88,2237
POA2049,129,58,61,61,69,39,44,71,1618,14,0,0,0,0,0,0,0,0,0,14,1823,264,278,85,106,86,117,65,69,131,3024
POA2050,199,55,107,91,93,69,24,38,1088,3,3,0,0,0,0,3,0,0,0,9,869,212,376,99,157,164,165,135,69,78,2324
POA2052,59,37,51,93,155,178,108,41,800,0,0,0,0,0,0,0,0,0,0,0,77,47,76,43,59,104,167,215,147,50,985
POA2060,333,111,147,172,183,190,140,63,2126,0,6,0,0,0,0,3,0,3,6,18,1749,359,653,221,238,286,310,361,243,180,4600
POA2061,94,27,46,59,51,94,32,42,968,7,3,0,0,0,0,0,0,0,0,10,951,199,231,74,120,149,157,243,117,75,2316
POA2062,82,35,49,56,35,46,31,18,779,0,3,3,0,0,0,0,0,0,0,6,1081,248,241,82,95,108,74,91,48,54,2122
POA2063,53,11,13,14,25,29,16,26,687,4,0,0,0,0,0,0,0,0,6,10,991,124,136,29,29,53,49,75,24,65,1575
POA2064,437,133,183,215,159,179,92,94,2708,5,4,0,0,0,3,0,0,0,0,12,1475,503,583,163,237,247,209,220,121,138,3896
POA2065,871,281,335,366,328,402,171,192,5545,6,6,0,0,0,3,6,3,3,3,30,4532,1149,1475,478,511,599,530,655,332,338,10599
POA2066,637,174,207,252,217,242,92,146,4632,14,3,0,0,3,5,0,0,3,3,31,4785,942,1165,298,320,370,301,384,167,285,9017
POA2067,1637,447,555,753,610,662,386,461,9858,18,0,17,0,3,0,9,5,3,14,69,4651,1400,1904,520,646,838,684,787,471,582,12483
POA2068,253,81,56,73,75,67,30,82,2626,11,0,6,0,0,0,0,0,0,0,17,3064,511,555,133,101,156,124,140,80,174,5038
POA2069,198,41,64,70,51,59,25,54,2053,6,0,0,0,0,0,0,3,4,4,17,2604,377,382,84,102,138,101,106,52,147,4093
POA2070,242,67,87,95,73,88,55,73,2279,9,3,3,0,0,0,0,3,0,3,21,2381,474,471,115,150,136,146,171,98,131,4273
POA2071,356,91,118,119,159,139,56,99,2995,3,3,3,0,0,0,0,0,0,3,12,2657,563,595,144,158,173,196,203,115,168,4972
POA2072,206,73,87,91,56,73,60,79,1715,0,0,0,0,0,0,0,0,0,0,0,1334,404,299,99,130,131,101,138,70,114,2820
POA2073,293,62,72,66,79,108,50,70,2564,10,0,3,0,0,0,0,0,0,3,16,2919,674,580,122,148,155,149,199,120,159,5225
POA2074,295,76,82,75,73,82,57,117,2609,10,0,3,0,3,3,0,0,0,0,19,3755,750,787,173,180,189,163,197,115,251,6560
POA2075,290,87,87,97,95,82,45,81,2703,5,3,0,0,0,0,0,0,3,0,11,4158,1184,1012,236,223,275,253,222,116,182,7861
POA2076,523,119,147,146,101,110,40,128,3509,9,3,6,3,0,0,0,0,0,3,24,4015,1073,1015,231,268,273,192,204,128,283,7682
POA2077,2000,546,800,832,666,563,294,346,10534,24,10,11,3,6,6,4,3,6,8,81,5827,1892,2474,654,942,977,758,660,342,491,15017
POA2079,113,10,22,13,11,10,3,13,768,0,0,0,0,0,0,0,0,0,0,0,1142,223,201,31,38,22,17,17,15,43,1749
POA2080,16,7,6,3,0,0,0,0,117,4,0,0,0,0,0,0,0,0,0,4,236,51,33,13,12,3,0,0,3,11,362
POA2081,35,3,7,9,6,3,6,9,299,3,0,0,0,0,0,0,0,0,0,3,734,114,118,35,28,23,15,11,23,33,1134
