region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA2018,73,57,130,545,647,1192,0,0,0,0,0,0,31,8,39,2005,1252,3257,126,289,415,48,0,48,51,11,62,98,22,120,28,6,34,164,144,308,3169,2436,5605,127,103,230,0,0,0,0,0,0,3,6,9,9,10,19,3,0,3,142,119,261,0,0,0,3,6,9,15,18,33,10,18,28,5,6,11,33,48,81,21,9,30,196,176,372,17,22,39,4,5,9,0,0,0,21,27,48,64,78,142,218,320,538,57,41,98,3725,3078,6803
POA2019,7,4,11,213,281,494,0,0,0,0,0,0,8,4,12,1401,1202,2603,76,126,202,34,0,34,50,5,55,48,11,59,11,7,18,119,86,205,1967,1726,3693,53,32,85,0,0,0,0,0,0,9,6,15,3,3,6,0,0,0,65,41,106,0,0,0,0,0,0,11,20,31,3,19,22,3,3,6,17,42,59,12,3,15,94,86,180,7,5,12,0,3,3,3,0,3,10,8,18,33,62,95,128,233,361,29,23,52,2261,2138,4399
POA2020,326,284,610,242,322,564,0,0,0,0,0,0,11,4,15,1490,1039,2529,91,190,281,37,0,37,40,3,43,54,10,64,28,13,41,198,168,366,2517,2033,4550,54,68,122,0,0,0,4,3,7,6,11,17,0,3,3,3,3,6,67,88,155,0,0,0,0,0,0,7,4,11,7,13,20,6,0,6,20,17,37,11,4,15,98,109,207,9,10,19,3,0,3,0,0,0,12,10,22,49,64,113,147,240,387,48,35,83,2871,2491,5362
POA2021,215,170,385,825,934,1759,3,0,3,0,3,3,82,86,168,1330,1161,2491,113,162,275,17,0,17,82,19,101,180,65,245,34,22,56,631,774,1405,3512,3396,6908,100,100,200,0,0,0,0,0,0,4,4,8,4,4,8,6,5,11,114,113,227,4,4,8,0,4,4,8,6,14,3,10,13,26,8,34,41,32,73,26,12,38,181,157,338,14,16,30,3,3,6,3,3,6,20,22,42,240,283,523,210,397,607,31,34,65,4194,4289,8483
POA2022,776,739,1515,182,233,415,3,0,3,0,0,0,17,13,30,1004,743,1747,78,117,195,29,3,32,51,10,61,93,30,123,23,11,34,241,334,575,2497,2233,4730,70,96,166,4,0,4,0,0,0,15,4,19,7,5,12,12,13,25,108,118,226,0,0,0,0,0,0,3,0,3,5,9,14,4,3,7,12,12,24,15,6,21,135,136,271,15,8,23,3,3,6,0,0,0,18,11,29,174,186,360,180,281,461,52,35,87,3056,2882,5938
POA2023,174,150,324,104,146,250,69,37,106,0,3,3,34,18,52,1353,1049,2402,86,133,219,7,0,7,65,11,76,45,12,57,20,15,35,90,138,228,2047,1712,3759,152,177,329,6,0,6,0,0,0,21,23,44,7,7,14,3,6,9,189,213,402,4,3,7,0,0,0,4,9,13,4,7,11,0,3,3,12,22,34,30,17,47,231,252,483,33,18,51,3,0,3,3,0,3,39,18,57,175,241,416,149,255,404,26,26,52,2667,2504,5171
POA2024,125,120,245,160,274,434,0,0,0,0,0,0,22,20,42,1331,1017,2348,60,126,186,18,0,18,94,28,122,137,39,176,19,8,27,126,165,291,2092,1797,3889,339,344,683,0,3,3,0,0,0,16,17,33,7,3,10,6,10,16,368,377,745,0,0,0,0,3,3,3,10,13,7,5,12,8,3,11,18,21,39,30,6,36,416,404,820,34,24,58,3,0,3,0,3,3,37,27,64,134,200,334,159,270,429,20,31,51,2858,2729,5587
POA2025,353,337,690,160,176,336,7,3,10,0,3,3,25,17,42,710,642,1352,50,91,141,4,0,4,36,11,47,42,9,51,9,9,18,111,162,273,1507,1460,2967,25,31,56,0,3,3,0,0,0,6,3,9,4,5,9,5,0,5,40,42,82,3,0,3,0,0,0,3,3,6,0,3,3,4,3,7,10,9,19,3,3,6,53,54,107,7,5,12,0,3,3,3,0,3,10,8,18,140,188,328,114,152,266,26,31,57,1850,1893,3743
POA2026,348,336,684,776,999,1775,65,35,100,0,5,5,76,46,122,3638,2814,6452,284,360,644,80,7,87,374,90,464,320,88,408,46,31,77,419,479,898,6426,5290,11716,1248,1282,2530,0,0,0,0,0,0,57,45,102,22,44,66,11,11,22,1338,1382,2720,3,3,6,0,3,3,16,18,34,15,14,29,15,15,30,49,53,102,85,64,149,1472,1499,2971,111,108,219,6,6,12,4,0,4,121,114,235,414,473,887,397,723,1120,115,109,224,8945,8208,17153
POA2027,372,344,716,81,93,174,49,27,76,3,0,3,32,17,49,772,550,1322,65,83,148,9,0,9,39,4,43,25,8,33,14,8,22,155,179,334,1616,1313,2929,31,44,75,4,3,7,0,0,0,5,13,18,0,3,3,7,0,7,47,63,110,4,4,8,0,0,0,0,0,0,0,3,3,3,0,3,7,7,14,10,6,16,64,76,140,10,6,16,3,3,6,0,0,0,13,9,22,155,147,302,94,191,285,20,32,52,1962,1768,3730
POA2028,232,228,460,59,73,132,53,40,93,0,0,0,11,13,24,446,414,860,37,78,115,3,0,3,9,3,12,12,3,15,7,8,15,87,136,223,956,996,1952,46,49,95,3,6,9,0,0,0,3,0,3,4,0,4,0,6,6,56,61,117,4,3,7,0,0,0,0,3,3,0,0,0,0,0,0,4,6,10,8,4,12,68,71,139,5,10,15,3,0,3,3,0,3,11,10,21,84,95,179,55,112,167,10,18,28,1184,1302,2486
POA2029,34,27,61,128,228,356,174,120,294,0,0,0,15,6,21,1258,938,2196,69,141,210,14,0,14,60,4,64,41,7,48,23,9,32,68,128,196,1884,1608,3492,126,140,266,22,17,39,0,0,0,16,11,27,10,6,16,3,3,6,177,177,354,6,7,13,0,0,0,5,0,5,0,8,8,4,3,7,15,18,33,28,21,49,220,216,436,26,27,53,5,0,5,3,0,3,34,27,61,126,181,307,127,256,383,35,34,69,2426,2322,4748
POA2030,41,26,67,140,170,310,100,41,141,0,0,0,17,8,25,2108,1496,3604,78,187,265,20,0,20,62,4,66,21,0,21,31,13,44,154,101,255,2772,2046,4818,89,99,188,0,3,3,0,0,0,50,21,71,11,12,23,3,3,6,153,138,291,21,7,28,0,0,0,8,4,12,4,7,11,0,3,3,33,21,54,63,33,96,249,192,441,34,26,60,0,4,4,6,0,6,40,30,70,255,319,574,196,323,519,48,59,107,3560,2969,6529
POA2031,82,76,158,1675,2248,3923,3,3,6,0,4,4,52,35,87,3813,3039,6852,239,373,612,109,4,113,189,48,237,361,104,465,43,41,84,642,981,1623,7208,6956,14164,373,363,736,0,0,0,0,0,0,20,13,33,5,18,23,7,0,7,405,394,799,0,6,6,4,7,11,27,36,63,14,27,41,37,23,60,82,99,181,40,30,70,527,523,1050,41,33,74,11,9,20,10,3,13,62,45,107,351,449,800,534,1018,1552,79,85,164,8761,9076,17837
POA2032,14,13,27,710,805,1515,0,0,0,0,0,0,19,8,27,1536,992,2528,94,188,282,34,0,34,35,3,38,93,27,120,29,18,47,292,275,567,2856,2329,5185,147,105,252,0,0,0,0,3,3,8,3,11,0,0,0,0,0,0,155,111,266,3,0,3,0,3,3,16,23,39,8,22,30,15,4,19,42,52,94,13,16,29,210,179,389,14,12,26,3,0,3,3,0,3,20,12,32,69,128,197,210,350,560,39,61,100,3404,3059,6463
POA2033,25,18,43,584,696,1280,0,0,0,0,0,0,26,13,39,1208,831,2039,91,145,236,12,0,12,46,4,50,103,19,122,22,9,31,209,192,401,2326,1927,4253,121,100,221,0,0,0,0,0,0,3,3,6,0,4,4,0,3,3,124,110,234,3,3,6,3,0,3,15,12,27,8,8,16,12,10,22,41,33,74,7,9,16,172,152,324,12,5,17,0,5,5,0,0,0,12,10,22,75,85,160,186,269,455,32,22,54,2803,2465,5268
POA2034,18,13,31,1031,1408,2439,0,0,0,0,3,3,28,16,44,2486,2007,4493,130,240,370,53,5,58,144,38,182,166,57,223,33,23,56,214,311,525,4303,4121,8424,152,173,325,0,0,0,0,0,0,13,11,24,4,9,13,6,0,6,175,193,368,7,0,7,4,5,9,27,28,55,8,20,28,17,21,38,63,74,137,29,29,58,267,296,563,15,11,26,12,0,12,0,0,0,27,11,38,188,258,446,348,605,953,52,48,100,5185,5339,10524
POA2035,18,35,53,1306,1582,2888,0,0,0,0,0,0,24,20,44,4480,3323,7803,236,481,717,96,0,96,163,24,187,177,40,217,44,34,78,205,263,468,6749,5802,12551,164,184,348,0,0,0,0,0,0,12,9,21,0,11,11,5,0,5,181,204,385,0,4,4,4,0,4,54,71,125,15,53,68,17,11,28,90,139,229,43,23,66,314,366,680,22,20,42,10,12,22,3,3,6,35,35,70,280,340,620,461,841,1302,105,114,219,7944,7498,15442
POA2036,17,14,31,694,881,1575,0,4,4,0,0,0,20,9,29,3733,2860,6593,235,426,661,119,3,122,89,7,96,108,17,125,32,13,45,200,193,393,5247,4427,9674,87,79,166,0,0,0,3,3,6,10,10,20,0,5,5,0,0,0,100,97,197,0,0,0,3,0,3,58,64,122,19,39,58,8,3,11,88,106,194,25,15,40,213,218,431,15,16,31,6,7,13,0,0,0,21,23,44,148,213,361,402,621,1023,107,92,199,6138,5594,11732
POA2037,74,60,134,591,845,1436,4,4,8,40,31,71,27,40,67,1114,924,2038,82,142,224,15,3,18,79,17,96,238,98,336,22,20,42,640,686,1326,2926,2870,5796,185,182,367,0,0,0,13,0,13,0,8,8,3,3,6,4,4,8,205,197,402,0,5,5,6,4,10,4,7,11,4,10,14,17,18,35,31,44,75,28,14,42,264,255,519,14,16,30,6,4,10,3,3,6,23,23,46,181,210,391,260,426,686,26,42,68,3680,3826,7506
POA2038,27,30,57,394,564,958,0,3,3,80,74,154,28,24,52,994,964,1958,53,114,167,18,0,18,76,17,93,140,49,189,10,7,17,166,174,340,1986,2020,4006,63,76,139,0,0,0,6,3,9,3,3,6,0,3,3,3,4,7,75,89,164,0,4,4,5,4,9,6,14,20,3,5,8,10,12,22,24,39,63,26,18,44,125,146,271,10,8,18,10,0,10,6,4,10,26,12,38,146,175,321,143,324,467,15,22,37,2441,2699,5140
POA2039,11,8,19,559,609,1168,9,10,19,3,5,8,21,17,38,1036,969,2005,48,131,179,18,0,18,46,11,57,111,29,140,14,10,24,120,143,263,1996,1942,3938,71,64,135,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,74,70,144,0,6,6,3,0,3,6,8,14,3,6,9,7,11,18,19,31,50,16,11,27,109,112,221,5,8,13,11,4,15,3,0,3,19,12,31,125,155,280,120,259,379,19,20,39,2388,2500,4888
POA2040,111,82,193,844,1260,2104,5,5,10,118,100,218,39,32,71,2549,2317,4866,141,267,408,42,0,42,151,37,188,260,67,327,42,23,65,224,296,520,4526,4486,9012,128,162,290,0,0,0,7,4,11,14,16,30,6,7,13,12,4,16,167,193,360,4,4,8,5,10,15,19,32,51,11,26,37,27,17,44,66,89,155,64,60,124,297,342,639,16,27,43,14,12,26,3,3,6,33,42,75,251,351,602,354,687,1041,63,51,114,5524,5959,11483
POA2041,19,12,31,651,763,1414,361,259,620,3,3,6,38,32,70,1669,1633,3302,90,159,249,26,0,26,85,14,99,135,35,170,31,15,46,221,272,493,3329,3197,6526,87,107,194,22,27,49,0,0,0,0,4,4,0,4,4,0,0,0,109,142,251,52,60,112,0,0,0,15,10,25,5,7,12,9,15,24,81,92,173,47,47,94,237,281,518,27,28,55,23,11,34,4,4,8,54,43,97,257,342,599,229,464,693,32,24,56,4138,4351,8489
POA2042,1245,1180,2425,569,771,1340,0,0,0,0,4,4,35,23,58,1528,1206,2734,117,159,276,23,0,23,106,34,140,336,214,550,33,21,54,588,717,1305,4580,4329,8909,158,180,338,3,3,6,3,5,8,7,9,16,3,13,16,33,16,49,207,226,433,0,0,0,5,0,5,6,7,13,0,8,8,17,15,32,28,30,58,24,16,40,259,272,531,27,26,53,0,0,0,5,0,5,32,26,58,249,249,498,348,633,981,45,29,74,5513,5538,11051
POA2043,808,718,1526,99,149,248,0,0,0,0,0,0,20,7,27,809,652,1461,49,78,127,8,0,8,66,19,85,163,72,235,15,7,22,188,174,362,2225,1876,4101,56,46,102,0,3,3,3,3,6,7,12,19,5,5,10,24,11,35,95,80,175,0,0,0,0,0,0,0,0,0,0,3,3,4,3,7,4,6,10,8,3,11,107,89,196,16,11,27,0,0,0,0,0,0,16,11,27,89,95,184,147,199,346,7,19,26,2591,2289,4880
POA2044,488,517,1005,71,109,180,0,0,0,3,0,3,5,7,12,859,637,1496,47,74,121,19,0,19,41,14,55,89,35,124,11,10,21,95,82,177,1728,1485,3213,55,47,102,0,0,0,0,4,4,12,13,25,4,6,10,11,5,16,82,75,157,0,3,3,0,0,0,3,3,6,0,5,5,0,0,0,3,11,14,6,0,6,91,86,177,12,9,21,3,0,3,0,3,3,15,12,27,58,92,150,144,200,344,27,18,45,2063,1893,3956
POA2045,55,44,99,168,184,352,0,0,0,4,3,7,9,5,14,903,732,1635,38,89,127,23,0,23,20,5,25,43,17,60,8,0,8,35,50,85,1306,1129,2435,25,27,52,0,0,0,0,0,0,3,3,6,5,0,5,0,0,0,33,30,63,0,0,0,0,0,0,3,12,15,3,10,13,3,3,6,9,25,34,9,10,19,51,65,116,8,0,8,0,0,0,0,0,0,8,0,8,74,102,176,112,187,299,23,23,46,1574,1506,3080
POA2046,41,31,72,655,927,1582,153,146,299,3,8,11,24,19,43,4030,3342,7372,189,377,566,101,6,107,95,17,112,129,19,148,37,13,50,124,134,258,5581,5039,10620,99,95,194,9,10,19,0,0,0,22,19,41,0,7,7,3,0,3,133,131,264,27,34,61,0,0,0,43,56,99,10,28,38,12,7,19,92,125,217,46,40,86,271,296,567,27,21,48,10,7,17,4,0,4,41,28,69,246,325,571,402,763,1165,82,86,168,6623,6537,13160
POA2047,9,11,20,528,614,1142,72,64,136,0,0,0,8,13,21,1707,1359,3066,59,130,189,20,0,20,60,3,63,64,17,81,19,8,27,69,87,156,2615,2306,4921,46,62,108,4,0,4,0,0,0,4,3,7,0,3,3,0,0,0,54,68,122,12,17,29,0,0,0,10,14,24,10,5,15,8,5,13,40,41,81,14,11,25,108,120,228,8,6,14,4,3,7,3,3,6,15,12,27,125,176,301,174,345,519,24,34,58,3061,2993,6054
POA2048,455,481,936,194,297,491,3,0,3,3,3,6,14,9,23,807,735,1542,42,81,123,22,0,22,40,19,59,116,49,165,15,4,19,148,171,319,1859,1849,3708,47,76,123,4,0,4,0,3,3,8,5,13,3,11,14,6,0,6,68,95,163,0,0,0,0,0,0,3,0,3,0,9,9,8,12,20,11,21,32,15,11,26,94,127,221,10,7,17,0,5,5,3,0,3,13,12,25,85,87,172,129,251,380,20,17,37,2200,2343,4543
POA2049,718,676,1394,169,227,396,0,0,0,4,4,8,10,13,23,1105,995,2100,48,107,155,29,0,29,53,12,65,117,54,171,15,8,23,105,136,241,2373,2232,4605,76,86,162,3,0,3,3,5,8,12,28,40,3,9,12,17,9,26,114,137,251,0,0,0,0,0,0,3,7,10,4,6,10,6,8,14,13,21,34,24,10,34,151,168,319,29,16,45,0,0,0,0,0,0,29,16,45,121,123,244,203,326,529,30,14,44,2907,2879,5786
POA2050,159,152,311,449,528,977,3,0,3,5,5,10,18,22,40,752,535,1287,43,101,144,11,0,11,64,20,84,129,52,181,7,5,12,280,275,555,1920,1695,3615,93,83,176,0,0,0,0,0,0,3,0,3,0,0,0,4,5,9,100,88,188,3,0,3,4,0,4,0,6,6,0,6,6,8,9,17,15,21,36,14,7,21,129,116,245,7,9,16,4,3,7,3,0,3,14,12,26,79,65,144,133,207,340,18,7,25,2293,2102,4395
POA2052,0,0,0,34,55,89,0,0,0,0,0,0,0,0,0,13,22,35,0,0,0,0,0,0,3,0,3,5,0,5,3,0,3,73,65,138,131,142,273,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,8,11,19,0,5,5,0,0,0,0,0,0,0,5,5,11,12,23,63,78,141,3,0,3,216,248,464
POA2060,871,833,1704,246,294,540,92,67,159,0,0,0,25,25,50,1067,879,1946,59,118,177,8,0,8,36,13,49,75,18,93,45,22,67,656,560,1216,3180,2829,6009,75,92,167,24,17,41,4,0,4,9,11,20,5,11,16,13,7,20,130,138,268,8,19,27,0,0,0,8,5,13,0,4,4,0,7,7,16,35,51,22,12,34,168,185,353,30,13,43,0,0,0,0,6,6,30,19,49,203,218,421,194,309,503,29,23,52,3804,3583,7387
POA2061,514,466,980,15,30,45,84,65,149,3,4,7,15,16,31,446,346,792,23,51,74,0,3,3,15,3,18,24,6,30,12,7,19,241,210,451,1392,1207,2599,36,38,74,21,14,35,0,0,0,9,0,9,0,11,11,11,4,15,77,67,144,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,15,10,25,99,86,185,12,17,29,0,0,0,3,0,3,15,17,32,84,93,177,78,103,181,11,10,21,1679,1516,3195
