region_id,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2018,1038,85,453,3,0,1579,500,82,877,5,0,1464,200,61,978,17,0,1256,15,18,548,0,0,581,71,26,220,0,5,322,4,5,12,0,0,21,9,3,22,0,0,34,12,3,13,0,0,28,311,116,1793,17,5,2242,10,3,21,0,0,34,66,10,111,0,0,187,1925,296,3255,25,5,5506
POA2019,480,215,92,6,0,793,545,415,304,4,10,1278,70,117,223,11,6,427,16,61,100,0,4,181,57,26,44,14,0,141,10,3,10,0,0,23,4,28,14,3,0,49,5,4,3,0,0,12,162,239,394,28,10,833,8,4,9,0,0,21,25,14,22,0,0,61,1220,887,821,38,20,2986
POA2020,762,114,150,3,0,1029,545,165,633,0,0,1343,173,76,625,4,3,881,19,46,8,0,3,76,66,19,96,0,3,184,8,3,3,0,3,17,6,3,8,0,0,17,7,5,15,0,0,27,279,152,755,4,12,1202,7,3,3,0,0,13,44,16,26,0,0,86,1637,450,1567,7,12,3673
POA2021,153,1065,313,3,9,1543,130,973,418,4,3,1528,92,840,1225,10,15,2182,0,0,47,0,3,50,25,256,310,12,3,606,0,0,6,0,0,6,3,11,16,3,3,36,8,19,15,0,0,42,128,1126,1619,25,24,2922,6,13,9,0,0,28,5,60,48,0,0,113,422,3237,2407,32,36,6134
POA2022,332,446,551,4,0,1333,240,459,344,3,12,1058,107,286,1044,13,9,1459,3,12,65,0,4,84,49,103,283,0,0,435,0,0,36,0,0,36,6,7,19,0,0,32,3,10,20,0,0,33,168,418,1467,13,13,2079,0,6,10,0,0,16,14,26,79,3,0,122,754,1355,2451,23,25,4608
POA2023,759,86,475,0,6,1326,428,70,502,0,0,1000,99,27,756,0,0,882,0,0,0,0,0,0,60,14,231,0,0,305,3,0,0,0,0,3,6,4,14,0,0,24,8,3,19,0,0,30,176,48,1020,0,0,1244,5,0,10,0,0,15,30,5,53,0,0,88,1398,209,2060,0,6,3673
POA2024,571,297,325,6,0,1199,420,281,371,11,0,1083,111,127,865,18,3,1124,4,5,62,0,0,71,49,71,227,13,3,363,3,3,22,0,0,28,0,3,8,0,3,14,5,4,22,0,0,31,172,213,1206,31,9,1631,4,4,9,0,0,17,23,19,56,0,0,98,1190,814,1967,48,9,4028
POA2025,263,434,340,3,3,1043,166,304,254,0,0,724,36,220,539,0,4,799,0,0,14,0,0,14,16,75,142,0,0,233,0,7,35,0,0,42,3,3,3,3,0,12,3,4,13,0,0,20,58,309,746,3,4,1120,0,17,66,0,0,83,13,45,56,0,0,114,500,1109,1462,6,7,3084
POA2026,695,626,1291,4,3,2619,572,665,1410,7,0,2654,200,342,4078,52,8,4680,5,6,271,0,0,282,101,188,1090,22,4,1405,0,5,29,0,0,34,0,0,60,0,0,60,14,8,89,0,0,111,320,549,5617,74,12,6572,5,9,35,0,0,49,38,46,286,3,0,373,1630,1895,8639,88,15,12267
POA2027,186,170,938,0,0,1294,72,91,411,0,0,574,30,74,856,0,0,960,0,0,3,0,0,3,18,29,284,0,0,331,0,3,3,0,0,6,3,3,7,0,0,13,4,3,26,0,0,33,55,112,1179,0,0,1346,0,0,20,0,0,20,12,6,80,0,0,98,325,379,2628,0,0,3332
POA2028,168,86,441,0,0,695,77,49,262,0,0,388,35,41,535,3,5,619,0,0,0,0,0,0,7,21,157,0,0,185,0,0,0,0,0,0,3,0,5,0,0,8,3,3,10,0,0,16,48,65,707,3,5,828,3,3,7,0,0,13,3,3,36,0,0,42,299,206,1453,3,5,1966
POA2029,442,133,549,4,3,1131,301,127,471,0,0,899,70,55,1017,3,0,1145,0,0,15,0,0,15,38,22,240,3,0,303,3,0,8,0,0,11,4,0,13,3,0,20,7,4,29,0,0,40,122,81,1322,9,0,1534,7,0,41,0,0,48,14,7,68,0,0,89,886,348,2451,13,3,3701
POA2030,1408,217,335,3,5,1968,816,198,352,3,8,1377,150,98,496,3,0,747,4,3,3,0,0,10,96,55,172,3,3,329,0,3,3,0,0,6,8,7,5,0,3,23,6,6,15,0,0,27,264,172,694,6,6,1142,13,3,16,0,0,32,64,25,44,0,0,133,2565,615,1441,12,19,4652
POA2031,1109,721,1334,7,0,3171,825,795,1681,5,0,3306,251,397,3717,38,17,4420,3,16,146,0,0,165,99,133,921,14,0,1167,6,3,33,0,0,42,18,9,55,0,0,82,12,7,61,0,0,80,389,565,4933,52,17,5956,9,11,25,0,0,45,47,45,181,0,0,273,2379,2137,8154,64,17,12751
POA2032,969,235,297,5,0,1506,530,192,363,0,5,1090,238,176,1381,15,3,1813,97,178,198,0,0,473,109,36,302,0,0,447,4,5,14,0,0,23,9,4,19,0,3,35,9,5,22,0,0,36,466,404,1936,15,6,2827,9,6,19,0,0,34,52,27,71,0,6,156,2026,864,2686,20,17,5613
POA2033,510,47,429,0,0,986,277,49,501,0,0,827,112,64,1385,25,0,1586,4,3,47,0,0,54,54,24,243,5,4,330,3,3,11,0,0,17,9,6,30,0,0,45,3,3,15,3,0,24,185,103,1731,33,4,2056,7,0,8,0,0,15,15,9,61,0,0,85,994,208,2730,33,4,3969
POA2034,751,239,851,3,0,1844,528,262,915,0,3,1708,137,161,2197,3,3,2501,13,22,652,0,0,687,74,65,562,3,3,707,4,8,35,0,0,47,18,65,34,0,0,117,6,5,41,3,0,55,252,326,3521,9,6,4114,12,8,31,0,0,51,29,18,101,0,0,148,1572,853,5419,12,9,7865
POA2035,2434,754,696,3,0,3887,1347,802,976,3,0,3128,386,420,1960,19,0,2785,60,225,886,0,0,1171,145,130,390,13,0,678,7,13,36,0,0,56,9,12,32,0,0,53,29,8,32,0,0,69,636,808,3336,32,0,4812,21,24,54,0,0,99,148,52,142,0,0,342,4586,2440,5204,38,0,12268
POA2036,2127,324,417,18,0,2886,1471,443,612,5,5,2536,320,183,1005,4,5,1517,203,275,616,0,0,1094,150,69,147,6,3,375,41,17,94,0,0,152,16,46,20,3,0,85,17,6,15,0,0,38,747,596,1897,13,8,3261,14,10,37,5,0,66,103,48,112,3,0,266,4462,1421,3075,44,13,9015
POA2037,190,540,317,4,0,1051,127,634,345,6,0,1112,87,641,1215,20,0,1963,44,623,327,0,0,994,46,227,203,14,0,490,5,22,27,0,0,54,4,10,24,4,0,42,3,18,22,0,5,48,189,1541,1818,38,5,3591,0,42,9,0,0,51,18,68,63,4,0,153,524,2825,2552,52,5,5958
POA2038,318,404,68,3,0,793,334,635,159,9,0,1137,149,393,509,21,3,1075,0,28,30,0,0,58,71,138,97,14,0,320,0,5,42,0,0,47,3,3,7,0,0,13,8,3,0,0,0,11,231,570,685,35,3,1524,0,6,0,0,0,6,14,16,20,3,0,53,897,1631,932,50,3,3513
POA2039,336,227,150,4,0,717,431,483,241,8,0,1163,142,328,497,23,3,993,3,33,26,0,0,62,61,71,71,25,8,236,0,0,0,0,0,0,6,23,3,4,0,36,0,8,4,0,0,12,212,463,601,52,11,1339,7,3,3,0,0,13,16,7,13,0,3,39,1002,1183,1008,64,14,3271
POA2040,1303,538,153,8,0,2002,1506,968,375,12,3,2864,593,649,891,22,0,2155,35,118,301,0,0,454,213,150,103,7,0,473,16,22,11,0,0,49,4,21,9,4,0,38,14,13,10,0,0,37,875,973,1325,33,0,3206,10,5,12,0,0,27,77,39,52,6,3,177,3771,2523,1917,59,6,8276
POA2041,747,759,184,7,0,1697,700,851,294,9,0,1854,240,521,880,34,0,1675,4,62,265,0,0,331,114,178,173,19,0,484,3,0,30,0,0,33,12,7,9,3,0,31,14,8,5,0,0,27,387,776,1362,56,0,2581,4,9,11,0,0,24,19,30,43,5,0,97,1857,2425,1894,77,0,6253
POA2042,222,831,180,7,3,1243,248,1295,414,4,3,1964,191,1159,1563,53,8,2974,5,84,186,0,0,275,70,348,245,25,4,692,5,63,30,0,3,101,4,19,7,0,0,30,8,22,9,0,0,39,283,1695,2040,78,15,4111,3,17,6,0,0,26,16,71,47,4,0,138,772,3909,2687,93,21,7482
POA2043,36,265,100,0,0,401,62,511,545,0,0,1118,31,383,777,0,0,1191,7,31,108,0,0,146,13,121,118,3,0,255,5,13,16,0,0,34,0,0,12,0,0,12,3,3,5,0,0,11,59,551,1036,3,0,1649,3,9,3,0,0,15,3,17,33,0,0,53,163,1353,1717,3,0,3236
POA2044,487,200,15,0,3,705,563,391,128,3,3,1088,207,205,153,10,8,583,10,6,0,0,0,16,71,70,37,0,6,184,9,3,0,0,0,12,6,3,0,0,0,9,6,4,3,0,0,13,309,291,193,10,14,817,11,8,0,0,0,19,52,16,5,0,0,73,1422,906,341,13,20,2702
POA2045,971,108,38,0,3,1120,484,109,31,0,3,627,120,57,91,14,5,287,9,24,3,0,0,36,48,16,19,3,4,90,3,0,0,0,0,3,3,5,0,0,0,8,11,0,0,0,0,11,194,102,113,17,9,435,5,0,0,0,0,5,39,11,4,0,0,54,1693,330,186,17,15,2241
POA2046,2406,307,678,4,0,3395,1588,457,890,3,0,2938,459,335,1382,24,0,2200,57,82,321,0,0,460,164,61,243,22,0,490,9,3,36,0,0,48,13,12,12,0,0,37,28,3,22,0,0,53,730,496,2016,46,0,3288,26,6,22,0,0,54,125,31,99,3,0,258,4875,1297,3705,56,0,9933
POA2047,704,211,556,0,3,1474,567,250,474,3,0,1294,155,200,812,3,4,1174,7,8,48,0,0,63,56,42,164,3,4,269,4,7,14,0,0,25,7,3,15,0,0,25,3,9,14,3,0,29,232,269,1067,9,8,1585,8,6,13,0,0,27,43,16,50,0,0,109,1554,752,2160,12,11,4489
POA2048,379,241,88,6,0,714,339,337,269,5,0,950,181,223,561,38,0,1003,3,3,43,0,0,49,80,78,88,21,0,267,0,0,3,0,0,3,0,5,9,3,0,17,5,4,3,4,0,16,269,313,707,66,0,1355,6,5,3,0,0,14,22,17,16,0,0,55,1015,913,1083,77,0,3088
POA2049,515,257,126,9,5,912,498,409,328,0,0,1235,193,209,866,31,8,1307,17,3,81,0,0,101,73,76,171,13,0,333,27,12,41,0,0,80,0,0,4,0,0,4,3,4,9,0,0,16,313,304,1172,44,8,1841,12,9,0,0,0,21,30,17,36,0,0,83,1368,996,1662,53,13,4092
POA2050,35,177,176,0,0,388,46,271,638,0,7,962,55,227,1107,3,0,1392,3,3,115,0,0,121,10,70,167,0,0,247,0,7,5,0,0,12,0,0,7,0,0,7,0,3,7,0,0,10,68,310,1408,3,0,1789,0,4,3,0,0,7,0,13,30,3,0,46,149,775,2255,6,7,3192
POA2052,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,6,3,0,4,0,0,7,0,0,9,0,0,9,0,0,8,0,0,8,3,0,5,0,0,8,0,0,0,0,0,0,6,0,32,0,0,38,0,0,0,0,0,0,0,0,5,0,0,5,6,0,40,0,0,46
POA2060,339,281,702,3,3,1328,206,252,618,5,3,1084,108,239,1983,3,5,2338,0,7,38,0,0,45,50,96,387,3,0,536,3,4,8,0,0,15,3,0,34,0,3,40,7,7,18,0,0,32,171,353,2468,6,8,3006,0,4,27,0,0,31,17,11,129,0,0,157,733,901,3944,14,14,5606
POA2061,73,63,442,0,0,578,32,46,333,0,0,411,25,42,1078,0,0,1145,0,0,235,0,0,235,10,15,229,0,0,254,0,0,3,0,0,3,0,4,14,3,0,21,3,0,8,0,0,11,38,61,1567,3,0,1669,3,0,14,0,0,17,3,0,44,0,0,47,149,170,2400,3,0,2722
POA2062,338,107,321,11,0,777,306,130,465,3,0,904,102,78,749,3,4,936,0,25,12,0,0,37,59,23,181,3,0,266,0,0,3,0,0,3,3,3,3,0,3,12,0,4,7,0,0,11,164,133,955,6,7,1265,3,0,10,0,0,13,9,7,15,0,0,31,820,377,1766,20,7,2990
POA2063,818,33,87,0,0,938,518,33,43,0,0,594,99,30,144,3,0,276,0,0,0,0,0,0,56,20,30,4,0,110,0,0,0,0,0,0,5,0,3,0,0,8,9,3,0,0,0,12,169,53,177,7,0,406,10,0,4,0,0,14,24,4,6,0,0,34,1539,123,317,7,0,1986
POA2064,415,61,394,4,0,874,294,104,529,0,0,927,69,89,1065,0,0,1223,0,4,171,0,0,175,26,10,169,0,0,205,3,3,8,0,0,14,0,0,9,0,0,9,6,0,13,0,0,19,104,106,1435,0,0,1645,3,0,29,0,0,32,9,0,31,0,0,40,825,271,2418,4,0,3518
POA2065,1224,479,1321,0,3,3027,970,548,1777,3,3,3301,319,438,3296,14,4,4071,7,18,144,0,0,169,144,128,609,6,0,887,7,0,24,0,0,31,10,8,36,0,0,54,9,10,32,0,0,51,496,602,4141,20,4,5263,13,6,51,0,0,70,35,23,85,0,0,143,2738,1658,7375,23,10,11804
POA2066,2395,194,790,5,0,3384,2089,232,1289,0,0,3610,441,136,1537,15,0,2129,88,39,80,0,0,207,154,55,335,3,3,550,5,0,65,0,0,70,12,5,11,0,28,56,18,3,19,0,0,40,718,238,2047,18,31,3052,17,3,114,0,3,137,76,14,79,0,3,172,5295,681,4319,23,37,10355
POA2067,1514,139,957,3,0,2613,1026,125,945,0,0,2096,366,97,2079,4,0,2546,7,14,64,0,0,85,168,36,352,0,0,556,3,14,25,0,0,42,20,8,54,0,0,82,23,0,23,0,0,46,587,169,2597,4,0,3357,22,10,39,0,0,71,45,7,90,0,0,142,3194,450,4628,7,0,8279
POA2068,1844,148,204,4,0,2200,1457,183,241,3,3,1887,381,90,386,8,0,865,10,0,44,0,0,54,150,27,76,8,0,261,3,0,22,0,0,25,4,0,5,3,0,12,17,3,6,0,0,26,565,120,539,19,0,1243,15,0,4,0,0,19,82,9,16,0,0,107,3963,460,1004,26,3,5456
POA2069,1847,40,147,0,4,2038,1329,30,140,0,0,1499,280,30,154,3,4,471,8,0,0,0,0,8,93,6,40,3,6,148,3,3,0,3,6,15,7,5,0,0,0,12,16,0,6,0,0,22,407,44,200,9,16,676,19,4,5,0,3,31,48,3,11,0,3,65,3650,121,503,9,26,4309
POA2070,1463,49,306,0,0,1818,1144,20,186,0,0,1350,244,22,225,0,0,491,0,0,4,0,0,4,75,14,76,0,0,165,3,10,15,0,0,28,6,0,5,0,3,14,7,0,9,0,0,16,335,46,334,0,3,718,10,7,36,0,0,53,37,8,27,0,0,72,2989,130,889,0,3,4011
POA2071,1553,18,347,0,0,1918,1001,9,228,0,0,1238,240,27,261,0,0,528,0,0,6,0,0,6,78,3,55,0,0,136,6,0,27,0,0,33,0,0,16,0,0,16,8,0,7,0,0,15,332,30,372,0,0,734,12,0,31,0,0,43,48,3,28,0,0,79,2946,60,1006,0,0,4012
POA2072,694,70,177,3,0,944,527,33,149,0,3,712,133,36,186,0,0,355,0,0,0,0,0,0,70,7,39,0,3,119,3,0,3,0,0,6,3,0,8,0,0,11,3,3,3,0,0,9,212,46,239,0,3,500,8,0,3,0,0,11,12,5,9,0,0,26,1453,154,577,3,6,2193
POA2073,2055,59,100,0,0,2214,1829,35,151,0,0,2015,299,10,170,3,0,482,3,0,0,0,0,3,113,8,27,0,0,148,4,8,5,0,0,17,8,0,3,0,0,11,14,3,4,0,0,21,441,29,209,3,0,682,15,3,0,0,0,18,56,25,7,0,0,88,4396,151,467,3,0,5017
POA2074,2717,207,346,3,0,3273,2344,66,164,3,0,2577,326,40,260,0,0,626,16,0,0,0,0,16,140,15,68,0,0,223,6,6,36,0,0,48,10,8,0,0,0,18,10,0,4,0,0,14,508,69,368,0,0,945,16,55,53,0,0,124,64,20,30,0,0,114,5649,417,961,6,0,7033
POA2075,2410,186,337,0,0,2933,2081,71,252,0,0,2404,324,42,135,0,0,501,0,0,0,0,0,0,118,16,39,0,0,173,0,0,0,0,0,0,4,0,0,0,0,4,16,0,8,0,0,24,462,58,182,0,0,702,13,0,3,0,0,16,78,5,26,0,0,109,5044,320,800,0,0,6164
POA2076,2675,177,285,0,4,3141,2679,175,172,0,6,3032,416,88,237,0,3,744,13,36,38,0,0,87,155,30,57,0,0,242,17,17,55,0,0,89,44,3,9,0,0,56,17,3,11,0,0,31,662,177,407,0,3,1249,33,16,57,0,0,106,68,10,46,0,0,124,6117,555,967,0,13,7652
POA2077,2548,282,769,0,3,3602,2687,285,1752,3,4,4731,559,195,2240,8,5,3007,20,113,224,0,0,357,253,43,493,3,0,792,9,5,120,3,0,137,23,3,36,3,0,65,21,3,28,0,0,52,885,362,3141,17,5,4410,36,15,74,0,0,125,87,26,99,0,0,212,6243,970,5835,20,12,13080
POA2079,775,42,3,3,0,823,1045,73,0,0,0,1118,162,31,13,4,0,210,8,4,0,0,0,12,64,0,6,4,0,74,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,10,239,40,19,8,0,306,11,0,0,0,0,11,37,0,0,0,0,37,2107,155,22,11,0,2295
POA2080,214,4,0,0,0,218,244,8,0,0,0,252,39,4,0,0,0,43,3,4,0,0,0,7,22,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,8,0,0,3,75,3,3,0,0,0,6,3,0,0,0,0,3,528,23,0,0,3,554
POA2081,554,9,3,3,0,569,843,15,7,0,0,865,100,7,3,0,0,110,3,0,0,0,0,3,45,4,3,0,0,52,3,0,0,0,0,3,9,0,0,0,0,9,3,0,0,0,0,3,163,11,6,0,0,180,4,0,0,0,0,4,9,3,3,0,0,15,1573,38,19,3,0,1633
POA2082,739,4,3,3,0,749,897,6,0,3,0,906,116,3,0,3,0,122,0,0,0,0,0,0,50,3,0,0,0,53,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,176,6,0,3,0,185,4,0,0,0,0,4,26,0,0,3,0,29,1842,16,3,12,0,1873
POA2083,206,0,6,6,0,218,216,0,4,0,0,220,68,3,3,3,0,77,0,0,0,0,0,0,40,0,12,6,0,58,0,0,0,0,0,0,6,0,0,3,0,9,4,0,0,0,0,4,118,3,15,12,0,148,4,0,0,0,3,7,7,0,4,0,0,11,551,3,29,18,3,604
POA2084,445,0,8,19,0,472,416,7,7,0,0,430,52,3,0,3,0,58,4,0,0,0,0,4,66,5,3,6,0,80,0,0,0,0,0,0,6,0,0,11,0,17,12,0,0,0,0,12,140,8,3,20,0,171,5,0,4,0,0,9,4,0,0,13,0,17,1010,15,22,52,0,1099
POA2085,1454,199,13,3,0,1669,1329,77,0,3,0,1409,149,24,0,0,3,176,0,0,0,0,0,0,62,21,3,3,0,89,4,0,0,0,0,4,6,0,0,0,0,6,11,0,0,0,0,11,232,45,3,3,3,286,40,0,0,0,0,40,56,19,3,0,0,78,3111,340,19,9,3,3482
POA2086,1679,28,9,6,0,1722,1896,39,9,0,0,1944,245,13,9,0,0,267,7,0,0,0,0,7,112,7,4,0,3,126,3,0,0,0,0,3,16,9,0,0,0,25,19,0,0,0,0,19,402,29,13,0,3,447,7,0,0,0,0,7,53,0,0,0,0,53,4037,96,31,6,3,4173
POA2087,1671,54,85,0,0,1810,1406,30,56,0,0,1492,286,18,63,0,0,367,5,6,55,0,0,66,106,18,24,0,0,148,5,0,51,0,0,56,10,0,0,0,0,10,9,0,3,0,0,12,421,42,196,0,0,659,11,0,69,0,0,80,49,0,25,0,0,74,3558,126,431,0,0,4115
