region_id,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
POA2000,0,2889,2889,2391,667,3058,772,327,1099,554,360,914,140,84,224,62,52,114,3919,4379,8298
POA2006,0,0,0,3,3,6,0,0,0,0,0,0,4,0,4,0,0,0,7,3,10
POA2007,0,1030,1030,690,222,912,216,106,322,145,70,215,49,23,72,15,16,31,1115,1467,2582
POA2008,0,896,896,686,294,980,215,140,355,109,102,211,29,32,61,15,16,31,1054,1480,2534
POA2009,0,1515,1515,1846,430,2276,577,154,731,315,60,375,71,18,89,23,7,30,2832,2184,5016
POA2010,0,5248,5248,3567,1124,4691,738,334,1072,332,152,484,101,36,137,39,24,63,4777,6918,11695
POA2011,0,5144,5144,2527,644,3171,441,126,567,171,23,194,32,3,35,4,0,4,3175,5940,9115
POA2015,0,1291,1291,1261,341,1602,453,102,555,280,26,306,49,7,56,21,0,21,2064,1767,3831
POA2016,0,2200,2200,1469,525,1994,472,234,706,242,90,332,65,31,96,28,12,40,2276,3092,5368
POA2017,0,2597,2597,1842,634,2476,652,187,839,318,102,420,73,20,93,26,18,44,2911,3558,6469
POA2018,0,1328,1328,1483,254,1737,1001,55,1056,856,27,883,345,7,352,148,3,151,3833,1674,5507
POA2019,0,670,670,752,70,822,551,13,564,587,3,590,226,0,226,113,0,113,2229,756,2985
POA2020,0,785,785,1075,181,1256,653,42,695,577,15,592,220,3,223,121,0,121,2646,1026,3672
POA2021,0,2339,2339,1778,422,2200,648,200,848,515,76,591,120,12,132,26,0,26,3087,3049,6136
POA2022,0,1498,1498,1365,290,1655,569,116,685,521,32,553,158,10,168,45,4,49,2658,1950,4608
POA2023,0,918,918,1113,199,1312,484,51,535,535,17,552,254,4,258,97,0,97,2483,1189,3672
POA2024,0,1172,1172,1142,236,1378,561,49,610,548,18,566,217,8,225,75,3,78,2543,1486,4029
POA2025,0,1104,1104,964,161,1125,365,39,404,300,11,311,114,3,117,19,3,22,1762,1321,3083
POA2026,0,3868,3868,3501,1298,4799,1469,393,1862,1116,101,1217,395,21,416,99,3,102,6580,5684,12264
POA2027,0,1396,1396,1122,171,1293,291,63,354,199,7,206,53,4,57,25,0,25,1690,1641,3331
POA2028,0,679,679,660,153,813,213,29,242,137,7,144,75,3,78,9,0,9,1094,871,1965
POA2029,0,1057,1057,1208,183,1391,510,25,535,467,3,470,199,0,199,46,3,49,2430,1271,3701
POA2030,0,944,944,1303,124,1427,732,25,757,903,3,906,471,0,471,146,0,146,3555,1096,4651
POA2031,0,3664,3664,3726,935,4661,1814,303,2117,1557,89,1646,485,34,519,136,11,147,7718,5036,12754
POA2032,0,1419,1419,1338,386,1724,842,243,1085,787,144,931,272,61,333,89,29,118,3328,2282,5610
POA2033,0,1061,1061,1098,352,1450,517,153,670,466,74,540,164,18,182,59,8,67,2304,1666,3970
POA2034,0,2481,2481,2268,637,2905,993,199,1192,882,39,921,279,9,288,71,5,76,4493,3370,7863
POA2035,0,3222,3222,3358,542,3900,1965,186,2151,1877,68,1945,724,19,743,289,19,308,8213,4056,12269
POA2036,0,2214,2214,2310,202,2512,1506,55,1561,1713,15,1728,695,7,702,294,3,297,6518,2496,9014
POA2037,0,2253,2253,1732,434,2166,649,175,824,419,82,501,123,27,150,51,14,65,2974,2985,5959
POA2038,0,1082,1082,1064,217,1281,513,68,581,405,25,430,105,7,112,28,3,31,2115,1402,3517
POA2039,0,881,881,1126,181,1307,504,62,566,391,7,398,92,3,95,24,0,24,2137,1134,3271
POA2040,0,2330,2330,2453,416,2869,1344,177,1521,1114,56,1170,292,9,301,82,3,85,5285,2991,8276
POA2041,0,1991,1991,2057,306,2363,848,83,931,685,18,703,206,3,209,55,4,59,3851,2405,6256
POA2042,0,2556,2556,2187,707,2894,825,301,1126,590,109,699,124,41,165,32,9,41,3758,3723,7481
POA2043,0,990,990,1105,349,1454,373,105,478,227,29,256,37,6,43,12,0,12,1754,1479,3233
POA2044,0,651,651,829,217,1046,422,63,485,307,24,331,115,4,119,66,4,70,1739,963,2702
POA2045,0,452,452,625,46,671,351,11,362,514,4,518,184,0,184,52,0,52,1726,513,2239
POA2046,0,2591,2591,3058,356,3414,1648,80,1728,1516,9,1525,501,3,504,169,0,169,6892,3039,9931
POA2047,0,1286,1286,1500,200,1700,623,64,687,571,17,588,180,4,184,43,0,43,2917,1571,4488
POA2048,0,895,895,918,220,1138,427,115,542,319,42,361,100,7,107,47,0,47,1811,1279,3090
POA2049,0,1294,1294,1183,262,1445,557,74,631,469,43,512,144,6,150,56,3,59,2409,1682,4091
POA2050,0,1250,1250,1037,294,1331,287,84,371,168,25,193,28,5,33,10,3,13,1530,1661,3191
POA2052,0,9,9,0,10,10,6,5,11,0,6,6,0,7,7,0,0,0,6,37,43
POA2060,0,2208,2208,1974,286,2260,572,112,684,324,14,338,91,3,94,20,3,23,2981,2626,5607
POA2061,0,1170,1170,1003,133,1136,215,32,247,130,6,136,20,0,20,13,0,13,1381,1341,2722
POA2062,0,1036,1036,941,164,1105,396,38,434,322,4,326,75,0,75,13,0,13,1747,1242,2989
POA2063,0,351,351,544,33,577,309,9,318,434,0,434,243,0,243,63,0,63,1593,393,1986
POA2064,0,966,966,1013,208,1221,592,43,635,478,14,492,152,8,160,45,0,45,2280,1239,3519
