region_id,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA2000,0,0,90,0,0,90,0,0,18,0,0,18,0,0,8,0,0,8,0,0,15,0,0,15,0,0,20,0,0,20,3,3,88,0,0,94,0,0,94,3,0,97,14,0,255,0,0,269,5,0,195,0,0,200,3,3,254,0,0,260,9,5,280,0,0,294,0,0,71,0,0,71,34,11,1388,3,0,1436
POA2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2007,0,8,20,0,0,28,0,0,0,0,0,0,0,0,11,0,0,11,0,3,4,0,0,7,0,3,5,0,0,8,0,5,41,0,0,46,0,6,39,0,0,45,0,8,100,0,0,108,0,13,69,0,3,85,0,20,60,0,0,80,0,9,32,0,0,41,0,5,16,0,0,21,0,80,397,0,3,480
POA2008,0,9,7,0,0,16,0,3,3,0,0,6,0,0,0,0,0,0,0,4,3,0,0,7,0,3,16,0,0,19,3,12,29,0,3,47,0,15,44,0,0,59,4,32,84,0,0,120,0,26,46,0,0,72,6,49,36,0,0,91,4,47,20,0,0,71,0,17,12,0,0,29,17,217,300,0,3,537
POA2009,0,5,44,0,0,49,0,0,11,0,0,11,0,0,3,0,0,3,0,3,14,0,0,17,0,0,18,0,0,18,0,7,45,0,3,55,0,0,77,0,3,80,0,15,172,0,0,187,0,12,159,0,0,171,0,23,195,0,0,218,3,27,258,0,0,288,0,0,44,0,0,44,3,92,1040,0,6,1141
POA2010,4,29,55,0,0,88,0,13,22,0,0,35,0,9,20,0,0,29,0,10,21,0,0,31,0,8,43,0,3,54,4,45,155,3,0,207,6,43,198,0,3,250,11,105,375,0,3,494,7,71,298,0,3,379,11,140,321,3,3,478,15,302,286,0,0,603,3,23,44,0,0,70,61,798,1838,6,15,2718
POA2011,0,3,52,0,0,55,0,0,21,0,0,21,0,3,17,0,0,20,0,0,30,0,0,30,0,3,51,0,0,54,0,5,145,0,3,153,0,3,207,0,0,210,0,12,290,0,0,302,0,8,221,0,0,229,3,5,238,0,0,246,3,35,245,0,0,283,0,4,56,0,0,60,6,81,1573,0,3,1663
POA2015,0,13,13,0,0,26,0,4,0,0,0,4,0,10,4,0,0,14,0,15,9,0,0,24,6,4,13,0,0,23,0,25,56,0,0,81,16,29,74,0,0,119,18,54,267,0,0,339,18,56,201,0,0,275,20,120,173,0,0,313,19,167,64,0,0,250,3,25,23,0,0,51,100,522,897,0,0,1519
POA2016,4,15,21,4,0,44,0,4,8,0,0,12,0,3,4,0,0,7,0,6,18,0,0,24,3,11,19,0,0,33,8,33,50,0,0,91,7,32,72,0,0,111,16,62,176,0,0,254,17,45,131,3,0,196,27,85,160,0,0,272,28,111,76,0,0,215,3,25,29,0,0,57,113,432,764,7,0,1316
POA2017,0,3,20,0,3,26,0,0,6,0,0,6,0,7,4,0,0,11,0,0,12,0,3,15,0,7,15,0,0,22,3,9,44,0,3,59,0,12,88,0,0,100,5,24,268,0,0,297,5,30,278,0,0,313,14,40,281,0,0,335,3,34,104,0,0,141,3,4,39,0,0,46,33,170,1159,0,9,1371
