region_id,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA2000,4,25,34,23,35,51,30,44,16,262,8,34,102,28,13,26,3,4,6,224,242,919,1777,519,412,340,183,94,33,4519,904,4305,8753,2686,1887,1640,850,394,124,21543
POA2006,0,0,0,0,0,3,0,0,6,9,0,3,0,0,0,0,0,3,0,6,38,87,19,3,4,3,3,3,0,160,364,572,99,20,32,17,12,12,6,1134
POA2007,0,6,6,7,17,28,24,19,10,117,0,6,9,5,9,6,7,13,4,59,104,394,569,167,59,47,36,17,4,1397,417,1774,2616,838,399,288,159,110,25,6626
POA2008,0,10,5,9,6,17,12,11,7,77,0,5,0,3,3,0,7,3,0,21,38,172,243,117,83,70,33,13,7,776,245,1385,2230,888,553,384,172,65,20,5942
POA2009,0,3,17,12,23,35,24,18,7,139,0,8,24,5,10,6,8,0,10,71,37,146,518,230,166,118,59,29,6,1309,154,1008,4250,2035,1273,1062,511,172,33,10498
POA2010,3,6,21,33,43,90,89,99,25,409,0,6,18,12,10,14,21,40,29,150,74,341,1297,712,477,319,243,157,121,3741,311,2247,9409,5046,3084,1999,1066,629,296,24087
POA2011,6,0,17,15,29,40,37,21,14,179,0,7,5,7,11,13,10,5,3,61,66,283,846,520,401,327,204,174,182,3003,234,1479,5521,3562,2328,1917,1096,610,352,17099
POA2015,0,0,7,10,14,23,27,14,12,107,0,3,6,4,4,11,12,20,0,60,20,43,208,141,86,56,41,34,12,641,132,640,2741,1884,1032,585,265,128,32,7439
POA2016,3,8,16,28,55,75,127,85,25,422,0,0,10,3,5,23,44,58,12,155,40,179,422,285,247,166,175,137,46,1697,163,1162,3341,2205,1615,1117,816,543,133,11095
POA2017,4,5,16,18,70,120,87,82,28,430,0,0,15,6,18,22,22,19,11,113,90,312,614,296,240,257,241,147,47,2244,492,2001,4341,2222,1413,1235,841,502,152,13199
POA2018,3,8,19,41,76,215,296,242,65,965,5,8,19,19,23,44,68,66,15,267,76,139,284,260,231,200,208,121,35,1554,442,1119,2796,2432,1857,1559,1194,770,202,12371
POA2019,3,0,7,11,29,84,106,76,36,352,0,0,5,0,7,8,15,18,3,56,29,31,106,103,81,89,106,107,77,729,245,449,1187,1571,1219,873,635,373,166,6718
POA2020,0,6,6,23,62,117,163,128,43,548,0,3,6,12,16,20,39,39,6,141,29,57,145,113,107,95,99,72,24,741,296,775,2078,1624,1343,946,690,426,117,8295
POA2021,0,0,6,6,6,18,49,53,19,157,0,0,3,0,3,3,4,8,0,21,59,99,407,341,198,162,130,67,67,1530,204,947,3773,2708,1675,1430,1018,389,163,12307
POA2022,3,6,0,6,14,18,44,79,53,223,0,0,7,3,3,4,7,6,7,37,43,107,425,218,150,152,143,97,51,1386,208,745,2673,1915,1347,1178,786,554,271,9677
POA2023,3,3,3,4,3,6,8,18,16,64,0,0,0,0,0,0,0,4,0,4,51,88,318,220,161,140,109,64,51,1202,239,658,1900,1543,1394,1249,742,410,220,8355
POA2024,3,0,3,0,3,23,64,77,68,241,0,0,0,3,3,7,9,17,3,42,37,82,238,192,157,118,125,101,132,1182,173,519,1965,1998,1500,1062,692,523,377,8809
POA2025,6,3,0,7,0,3,7,11,19,56,0,0,0,3,0,3,3,3,0,12,25,40,131,92,88,64,60,55,52,607,103,382,1261,1107,907,858,708,399,284,6009
POA2026,3,9,17,17,27,60,94,106,84,417,3,7,8,6,6,10,13,18,6,77,101,354,1374,777,396,313,267,203,111,3896,420,2071,9118,5935,3063,2283,1469,924,467,25750
POA2027,0,0,4,0,0,9,10,11,15,49,0,0,0,3,3,0,3,3,0,12,26,51,183,136,117,138,100,102,76,929,83,333,1446,983,873,983,789,570,397,6457
POA2028,0,0,0,6,0,5,9,7,5,32,0,0,6,0,0,0,0,0,0,6,31,38,102,86,77,47,53,47,35,516,85,302,972,669,540,520,413,283,169,3953
POA2029,3,0,3,3,4,15,24,36,21,109,0,3,0,0,0,3,3,0,0,9,34,46,179,106,106,88,90,73,45,767,172,482,1697,1499,1112,1034,741,497,241,7475
POA2030,0,0,0,6,6,21,24,35,38,130,0,0,0,3,6,3,3,10,3,28,49,74,88,135,153,101,118,93,88,899,369,844,1355,1961,2132,1631,1031,634,366,10323
POA2031,3,4,11,19,35,84,136,161,123,576,0,7,11,7,7,9,22,29,18,110,85,221,591,410,276,240,224,186,141,2374,584,2546,7108,5771,3919,2894,1763,1224,793,26602
POA2032,8,14,13,11,41,107,186,200,90,670,3,7,3,3,12,23,31,63,10,155,77,206,220,128,118,140,158,131,47,1225,639,2731,2810,1837,1596,1367,965,749,283,12977
POA2033,0,4,10,6,8,37,63,98,57,283,0,0,0,3,7,4,14,28,11,67,65,188,257,118,93,76,57,68,20,942,518,1714,2555,1455,1118,790,610,458,212,9430
