region_id,Sme_Usl_ad_5_yr_ago_as_2011_M,Sme_Usl_ad_5_yr_ago_as_2011_F,Sme_Usl_ad_5_yr_ago_as_2011_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA2038,1713,1937,3650,198,241,439,1129,1260,2389,46,41,87,28,41,69,12,16,28,11,10,21,4,6,10,7,3,10,18,26,44,0,0,0,1255,1403,2658,310,375,685,24,40,64,1787,2059,3846,257,250,507,3757,4246,8003
POA2039,1443,1608,3051,174,193,367,1012,1157,2169,52,59,111,53,48,101,14,18,32,18,24,42,3,3,6,3,5,8,11,20,31,0,0,0,1166,1334,2500,366,435,801,10,11,21,1716,1973,3689,232,236,468,3391,3817,7208
POA2040,4236,4859,9095,546,634,1180,2499,2928,5427,87,104,191,84,89,173,29,24,53,48,44,92,7,13,20,4,0,4,31,48,79,0,0,0,2789,3250,6039,660,707,1367,52,43,95,4047,4634,8681,596,609,1205,8879,10102,18981
POA2041,2983,3349,6332,678,731,1409,1419,1586,3005,74,87,161,65,98,163,21,20,41,17,24,41,0,6,6,3,3,6,16,28,44,0,0,0,1615,1852,3467,689,813,1502,28,19,47,3010,3415,6425,498,454,952,6491,7218,13709
POA2042,2999,2913,5912,499,478,977,2567,2827,5394,115,94,209,128,109,237,35,40,75,44,45,89,14,20,34,3,14,17,53,86,139,0,0,0,2959,3235,6194,909,1015,1924,41,43,84,4408,4771,9179,950,767,1717,8357,8451,16808
POA2043,1133,1066,2199,231,194,425,1178,1175,2353,43,40,83,60,55,115,20,12,32,24,18,42,9,6,15,3,3,6,28,28,56,0,0,0,1365,1337,2702,398,429,827,13,13,26,2007,1973,3980,152,103,255,3292,3142,6434
POA2044,1733,1724,3457,107,96,203,946,910,1856,16,18,34,26,29,55,6,12,18,9,3,12,3,7,10,5,0,5,11,9,20,0,0,0,1022,988,2010,209,205,414,21,12,33,1359,1301,2660,349,240,589,3441,3265,6706
POA2045,2119,2254,4373,121,101,222,554,598,1152,9,7,16,8,3,11,3,6,9,5,7,12,3,0,3,0,0,0,5,0,5,0,0,0,587,621,1208,62,58,120,3,19,22,773,799,1572,154,190,344,3046,3243,6289
POA2046,6294,7140,13434,641,695,1336,2830,3105,5935,79,71,150,70,81,151,30,20,50,27,33,60,5,7,12,6,4,10,20,28,48,0,0,0,3067,3349,6416,478,576,1054,28,34,62,4214,4654,8868,582,501,1083,11090,12295,23385
POA2047,2421,2757,5178,351,362,713,1294,1409,2703,33,37,70,47,56,103,22,16,38,15,17,32,5,4,9,3,3,6,13,24,37,0,0,0,1432,1566,2998,363,382,745,17,9,26,2163,2319,4482,473,441,914,5057,5517,10574
POA2048,1610,1621,3231,186,193,379,1116,1220,2336,30,38,68,27,38,65,16,14,30,7,12,19,5,4,9,0,3,3,13,17,30,0,0,0,1214,1346,2560,256,271,527,24,14,38,1680,1824,3504,256,227,483,3546,3672,7218
POA2049,2266,2367,4633,168,181,349,1447,1504,2951,47,50,97,51,53,104,19,20,39,14,9,23,10,3,13,10,9,19,21,21,42,0,0,0,1619,1669,3288,337,355,692,19,16,35,2143,2221,4364,396,369,765,4805,4957,9762
POA2050,873,845,1718,213,181,394,1167,1124,2291,40,41,81,57,55,112,15,26,41,22,19,41,0,0,0,3,0,3,24,18,42,0,0,0,1328,1283,2611,465,524,989,18,16,34,2024,2004,4028,393,241,634,3290,3090,6380
POA2052,43,26,69,6,13,19,323,323,646,15,15,30,29,9,38,11,5,16,6,8,14,3,6,9,8,3,11,42,31,73,0,0,0,437,400,837,385,398,783,10,7,17,838,818,1656,40,43,83,921,887,1808
POA2060,1837,2189,4026,240,277,517,1766,1775,3541,84,68,152,82,91,173,24,33,57,25,40,65,15,8,23,4,3,7,27,31,58,4,0,4,2031,2049,4080,984,980,1964,22,26,48,3277,3332,6609,540,578,1118,5654,6099,11753
POA2061,821,940,1761,121,119,240,706,729,1435,35,44,79,39,38,77,13,10,23,12,11,23,6,3,9,0,4,4,20,12,32,0,0,0,831,851,1682,514,553,1067,8,9,17,1474,1532,3006,376,319,695,2671,2791,5462
POA2062,1188,1398,2586,142,189,331,980,1071,2051,27,43,70,38,44,82,16,6,22,12,10,22,4,0,4,0,0,0,9,13,22,0,0,0,1086,1187,2273,333,337,670,6,11,17,1567,1724,3291,204,209,413,2959,3331,6290
POA2063,1654,1770,3424,235,228,463,475,531,1006,11,16,27,9,12,21,6,7,13,5,10,15,0,0,0,0,0,0,0,3,3,0,0,0,506,579,1085,176,192,368,3,3,6,920,1002,1922,86,105,191,2660,2877,5537
POA2064,1722,1943,3665,267,241,508,993,992,1985,24,26,50,43,41,84,9,13,22,10,6,16,6,0,6,4,4,8,11,13,24,0,4,4,1100,1099,2199,584,696,1280,17,15,32,1968,2051,4019,180,162,342,3870,4156,8026
POA2065,4868,5462,10330,710,692,1402,3636,3824,7460,141,141,282,146,163,309,39,36,75,49,46,95,20,25,45,10,3,13,51,60,111,3,0,3,4095,4298,8393,1721,1862,3583,35,47,82,6561,6899,13460,844,792,1636,12273,13153,25426
POA2066,6654,7367,14021,782,833,1615,2953,3139,6092,85,91,176,83,104,187,20,21,41,38,30,68,3,10,13,0,3,3,45,31,76,0,0,0,3227,3429,6656,1077,1138,2215,39,49,88,5125,5449,10574,515,520,1035,12294,13336,25630
POA2067,4553,5213,9766,515,584,1099,2064,2187,4251,77,71,148,88,78,166,28,23,51,25,23,48,7,12,19,0,4,4,24,25,49,0,0,0,2313,2423,4736,1893,2183,4076,40,56,96,4761,5246,10007,691,702,1393,10005,11161,21166
POA2068,4213,4483,8696,537,525,1062,1465,1581,3046,54,57,111,25,38,63,12,9,21,7,10,17,3,5,8,0,3,3,11,17,28,0,0,0,1577,1720,3297,404,515,919,13,16,29,2531,2776,5307,295,296,591,7039,7555,14594
POA2069,3779,4016,7795,275,314,589,1232,1287,2519,41,30,71,25,28,53,6,10,16,15,11,26,3,0,3,3,0,3,3,14,17,0,0,0,1328,1380,2708,382,403,785,9,17,26,1994,2114,4108,223,268,491,5996,6398,12394
POA2070,3291,3558,6849,276,274,550,1183,1312,2495,31,25,56,26,22,48,5,7,12,15,19,34,4,0,4,0,0,0,10,8,18,0,0,0,1274,1393,2667,469,502,971,14,19,33,2033,2188,4221,242,278,520,5566,6024,11590
POA2071,3141,3511,6652,278,271,549,1213,1392,2605,26,18,44,34,41,75,0,3,3,11,13,24,0,3,3,0,3,3,7,8,15,0,5,5,1291,1486,2777,588,655,1243,13,25,38,2170,2437,4607,184,188,372,5495,6136,11631
POA2072,1570,1796,3366,122,130,252,645,782,1427,26,25,51,13,17,30,4,6,10,13,15,28,3,0,3,0,0,0,9,6,15,0,0,0,713,851,1564,375,417,792,11,29,40,1221,1427,2648,111,128,239,2902,3351,6253
POA2073,4357,4874,9231,248,282,530,1486,1704,3190,54,53,107,31,30,61,21,19,40,14,17,31,4,4,8,0,0,0,7,19,26,0,0,0,1617,1846,3463,500,670,1170,21,13,34,2386,2811,5197,212,219,431,6955,7904,14859
POA2074,5733,6253,11986,375,430,805,2088,2302,4390,54,58,112,47,55,102,10,12,22,16,28,44,4,6,10,3,3,6,13,8,21,0,0,0,2235,2472,4707,612,685,1297,20,35,55,3242,3622,6864,427,535,962,9402,10410,19812
POA2075,5278,5738,11016,480,501,981,1634,1725,3359,56,60,116,47,45,92,7,12,19,14,21,35,0,0,0,3,0,3,20,26,46,0,0,0,1781,1889,3670,705,737,1442,21,16,37,2987,3143,6130,299,304,603,8564,9185,17749
POA2076,6362,6698,13060,480,524,1004,2465,3018,5483,71,71,142,72,85,157,18,23,41,18,26,44,6,9,15,4,3,7,25,38,63,0,0,0,2679,3273,5952,686,753,1439,27,45,72,3872,4595,8467,434,454,888,10668,11747,22415
POA2077,8206,8667,16873,1269,1298,2567,3303,3449,6752,65,74,139,73,96,169,24,24,48,15,16,31,11,7,18,3,3,6,11,20,31,0,0,0,3505,3689,7194,1975,2214,4189,61,43,104,6810,7244,14054,733,689,1422,15749,16600,32349
POA2079,2330,2410,4740,184,180,364,531,533,1064,0,5,5,10,8,18,0,4,4,3,3,6,0,0,0,0,0,0,5,0,5,0,0,0,549,553,1102,93,107,200,21,24,45,847,864,1711,74,63,137,3251,3337,6588
POA2080,515,504,1019,44,42,86,137,135,272,3,0,3,5,5,10,3,3,6,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,154,146,300,11,8,19,0,0,0,209,196,405,13,15,28,737,715,1452
POA2081,1653,1650,3303,179,174,353,390,390,780,8,10,18,11,9,20,3,0,3,3,0,3,0,0,0,0,3,3,4,0,4,0,0,0,419,412,831,68,73,141,3,3,6,669,662,1331,61,57,118,2383,2369,4752
POA2082,1909,1877,3786,172,175,347,399,394,793,11,7,18,15,16,31,0,3,3,3,3,6,0,0,0,3,3,6,0,0,0,0,0,0,431,426,857,44,60,104,4,3,7,651,664,1315,78,69,147,2638,2610,5248
POA2083,460,443,903,42,38,80,176,150,326,4,9,13,5,4,9,0,0,0,4,3,7,0,3,3,0,0,0,0,3,3,0,0,0,189,172,361,24,32,56,4,0,4,259,242,501,30,20,50,749,705,1454
POA2084,1170,1140,2310,50,56,106,313,312,625,0,3,3,0,3,3,4,3,7,3,0,3,0,0,0,3,0,3,3,3,6,0,0,0,326,324,650,47,56,103,4,8,12,427,444,871,74,94,168,1671,1678,3349
POA2085,3306,3531,6837,318,360,678,793,824,1617,13,10,23,17,19,36,3,5,8,0,9,9,4,0,4,0,0,0,4,4,8,0,0,0,834,871,1705,192,229,421,26,60,86,1370,1520,2890,148,164,312,4824,5215,10039
POA2086,4095,4139,8234,296,317,613,1135,1146,2281,19,23,42,19,26,45,4,5,9,13,16,29,0,0,0,6,0,6,3,3,6,0,0,0,1199,1219,2418,281,294,575,12,11,23,1788,1841,3629,156,155,311,6039,6135,12174
POA2087,3593,3891,7484,286,318,604,1080,1094,2174,24,20,44,25,35,60,5,10,15,13,12,25,0,0,0,3,0,3,4,6,10,0,0,0,1154,1177,2331,280,334,614,12,7,19,1732,1836,3568,188,179,367,5513,5906,11419
POA2088,5560,6681,12241,1399,1591,2990,2302,2607,4909,116,132,248,111,120,231,30,27,57,36,52,88,13,8,21,7,3,10,27,25,52,0,0,0,2642,2974,5616,1428,1574,3002,27,40,67,5496,6179,11675,945,965,1910,12001,13825,25826
POA2089,1621,1904,3525,311,315,626,1514,1732,3246,88,88,176,72,91,163,21,25,46,26,23,49,3,11,14,3,7,10,28,30,58,0,0,0,1755,2007,3762,761,840,1601,24,12,36,2851,3174,6025,485,509,994,4957,5587,10544
POA2090,2254,2678,4932,305,380,685,1654,1878,3532,60,66,126,72,88,160,16,15,31,28,27,55,5,7,12,0,3,3,23,30,53,0,0,0,1858,2114,3972,642,763,1405,9,16,25,2814,3273,6087,622,550,1172,5690,6501,12191
POA2092,1771,1863,3634,231,224,455,628,647,1275,18,20,38,23,24,47,0,0,0,6,11,17,3,3,6,0,0,0,0,3,3,0,0,0,678,708,1386,232,252,484,0,5,5,1141,1189,2330,108,118,226,3020,3170,6190
POA2093,5327,5686,11013,629,682,1311,2209,2401,4610,47,56,103,47,47,94,5,7,12,8,14,22,0,5,5,0,3,3,12,22,34,0,0,0,2328,2555,4883,856,904,1760,26,17,43,3839,4158,7997,378,413,791,9544,10257,19801
POA2094,1098,1241,2339,293,326,619,496,544,1040,18,16,34,13,18,31,3,5,8,9,5,14,0,0,0,3,0,3,3,5,8,0,0,0,545,593,1138,320,333,653,9,8,17,1167,1260,2427,139,125,264,2404,2626,5030
POA2095,2379,2551,4930,764,755,1519,1388,1388,2776,62,51,113,49,68,117,7,10,17,25,20,45,8,9,17,4,4,8,18,17,35,0,0,0,1561,1567,3128,1481,1514,2995,26,45,71,3832,3881,7713,793,676,1469,7004,7108,14112
POA2096,3015,3017,6032,565,535,1100,1641,1653,3294,36,38,74,44,45,89,0,8,8,21,21,42,6,7,13,3,0,3,12,16,28,0,0,0,1763,1788,3551,676,728,1404,21,21,42,3025,3072,6097,367,300,667,6407,6389,12796
POA2097,3786,3989,7775,571,575,1146,1458,1534,2992,21,13,34,37,43,80,3,3,6,9,8,17,0,3,3,4,5,9,6,8,14,0,0,0,1538,1617,3155,337,337,674,32,25,57,2478,2554,5032,280,261,541,6544,6804,13348
POA2099,8618,9232,17850,1271,1253,2524,4141,4258,8399,76,73,149,119,147,266,18,24,42,26,19,45,5,8,13,3,8,11,18,16,34,0,0,0,4406,4553,8959,1420,1456,2876,71,72,143,7168,7334,14502,854,808,1662,16640,17374,34014
POA2100,5491,5904,11395,405,395,800,1866,1961,3827,20,20,40,54,47,101,3,5,8,6,3,9,4,5,9,4,0,4,4,0,4,0,0,0,1961,2041,4002,451,425,876,39,40,79,2856,2901,5757,386,442,828,8733,9247,17980
POA2101,4421,4660,9081,561,574,1135,2089,2198,4287,28,27,55,52,46,98,0,3,3,11,16,27,10,10,20,4,4,8,10,15,25,0,0,0,2204,2319,4523,358,363,721,195,245,440,3318,3501,6819,482,367,849,8221,8528,16749
POA2102,1374,1523,2897,284,305,589,682,787,1469,6,14,20,23,24,47,0,0,0,0,4,4,3,0,3,0,3,3,3,0,3,0,0,0,717,832,1549,102,112,214,19,25,44,1122,1274,2396,114,171,285,2610,2968,5578
POA2103,2517,2770,5287,456,437,893,1085,1207,2292,8,24,32,27,37,64,4,8,12,11,9,20,5,3,8,3,0,3,3,0,3,0,0,0,1146,1288,2434,229,240,469,23,47,70,1854,2012,3866,186,200,386,4557,4982,9539
POA2104,892,990,1882,56,76,132,273,370,643,7,4,11,11,16,27,3,3,6,0,3,3,0,0,0,0,0,0,4,3,7,0,0,0,298,399,697,54,64,118,0,5,5,408,544,952,71,71,142,1371,1605,2976
POA2105,538,534,1072,59,59,118,161,166,327,4,3,7,6,8,14,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,177,180,357,50,54,104,0,3,3,286,296,582,50,31,81,874,861,1735
POA2106,2236,2334,4570,401,407,808,1001,1015,2016,19,30,49,35,36,71,6,3,9,15,10,25,0,6,6,0,3,3,4,6,10,0,0,0,1080,1109,2189,205,183,388,8,12,20,1694,1711,3405,257,207,464,4187,4252,8439
POA2107,4178,4288,8466,679,664,1343,1124,1266,2390,27,38,65,38,50,88,4,4,8,15,11,26,0,3,3,0,4,4,9,3,12,0,0,0,1217,1379,2596,295,316,611,12,19,31,2203,2378,4581,252,257,509,6633,6923,13556
POA2108,521,511,1032,94,103,197,181,164,345,11,11,22,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,196,175,371,42,31,73,0,3,3,332,312,644,64,62,126,917,885,1802
POA2109,103,181,284,10,22,32,159,233,392,13,7,20,12,3,15,3,4,7,3,0,3,0,0,0,0,0,0,13,10,23,0,0,0,203,257,460,265,302,567,8,5,13,486,586,1072,171,223,394,760,990,1750
POA2110,2514,2805,5319,280,265,545,1327,1033,2360,19,13,32,36,26,62,8,10,18,15,14,29,0,0,0,0,0,0,12,9,21,0,0,0,1417,1105,2522,210,204,414,5,7,12,1912,1581,3493,186,242,428,4612,4628,9240
POA2111,3519,3856,7375,321,376,697,1481,1683,3164,29,22,51,25,36,61,8,10,18,17,14,31,0,0,0,4,4,8,7,10,17,0,0,0,1571,1779,3350,304,327,631,30,21,51,2226,2503,4729,237,195,432,5982,6554,12536
