region_id,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA2134,1078,2201,13,70,131,588,25,117,606,2217,775,2992,86,373,167,586,274,894,527,1853,1302,4845,3,8,26,92,7,35,139,340,175,475,20,67,89,208,212,456,321,731,496,1206,142,311,3018,8563
POA2135,1910,3898,46,256,362,1704,25,109,1159,4455,1592,6524,217,975,398,1444,577,1886,1192,4305,2784,10829,3,18,52,173,17,50,176,444,248,685,43,138,122,292,310,694,475,1124,723,1809,222,481,5639,17017
POA2136,498,1017,8,60,101,470,20,87,427,1659,556,2276,68,280,110,396,226,762,404,1438,960,3714,0,6,15,52,4,15,92,248,111,321,18,55,34,79,130,293,182,427,293,748,35,71,1786,5550
POA2137,2342,4655,38,201,294,1324,80,342,1715,6532,2127,8399,202,841,301,1059,694,2209,1197,4109,3324,12508,3,18,50,170,21,70,236,580,310,838,45,145,105,227,371,831,521,1203,831,2041,112,240,6609,19444
POA2138,1435,2877,18,96,114,522,20,83,958,3513,1110,4214,78,308,172,595,289,930,539,1833,1649,6047,0,5,28,86,5,19,117,295,150,405,34,110,65,147,155,336,254,593,404,998,104,217,3592,10139
POA2139,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA2140,1132,2320,10,53,142,654,28,115,892,3163,1072,3985,89,386,185,624,179,588,453,1598,1525,5583,0,11,28,97,14,41,140,361,182,510,27,96,89,202,163,351,279,649,461,1159,91,199,3209,9261
POA2141,1904,3906,59,351,338,1640,89,419,1644,6467,2130,8877,252,1087,373,1331,723,2458,1348,4876,3478,13753,14,57,76,288,26,119,311,882,427,1346,62,193,136,348,451,1037,649,1578,1076,2924,204,448,6662,21031
POA2142,1535,3145,84,532,228,1186,70,375,1524,5993,1906,8086,137,673,153,536,495,1686,785,2895,2691,10981,23,115,62,249,40,153,329,946,454,1463,40,128,101,241,397,930,538,1299,992,2762,149,325,5367,17213
POA2143,451,893,25,138,108,566,37,165,441,1816,611,2685,64,293,105,357,200,658,369,1308,980,3993,4,41,31,113,19,72,139,414,193,640,16,50,39,93,156,358,211,501,404,1141,33,87,1868,6114
POA2144,2054,4242,132,826,465,2447,148,719,2282,9341,3027,13333,227,1052,345,1212,790,2703,1362,4967,4389,18300,29,149,86,355,48,207,404,1168,567,1879,70,250,152,373,449,1040,671,1663,1238,3542,246,579,7927,26663
POA2145,6082,12349,153,902,815,3810,223,1078,5917,22263,7108,28053,511,2279,722,2546,1697,5571,2930,10396,10038,38449,37,186,184,685,100,369,989,2709,1310,3949,145,474,305,723,1137,2533,1587,3730,2897,7679,398,851,19415,59328
POA2146,1322,2656,42,224,199,939,54,248,1211,4652,1506,6063,154,664,183,650,458,1500,795,2814,2301,8877,7,34,53,181,24,80,255,684,339,979,28,87,47,114,249,573,324,774,663,1753,57,125,4343,13411
POA2147,2950,5931,82,462,382,1802,143,655,2533,10022,3140,12941,262,1099,392,1369,1075,3523,1729,5991,4869,18932,26,112,103,394,88,300,578,1599,795,2405,70,219,138,324,757,1683,965,2226,1760,4631,158,338,9737,29832
POA2148,4711,9632,146,851,715,3418,232,1065,4339,16959,5432,22293,443,1922,548,1945,1530,5051,2521,8918,7953,31211,41,214,184,710,122,465,1092,3105,1439,4494,103,361,223,517,1150,2610,1476,3488,2915,7982,327,702,15906,49527
POA2150,2632,5362,14,93,119,542,32,133,1901,6569,2066,7337,68,310,152,508,239,768,459,1586,2525,8923,12,41,39,150,14,46,276,681,341,918,23,79,130,292,262,592,415,963,756,1881,264,567,6177,16733
POA2151,1824,3646,34,162,224,1027,44,220,1381,5216,1683,6625,120,518,246,855,427,1377,793,2750,2476,9375,6,36,51,182,25,82,254,660,336,960,42,134,106,244,306,659,454,1037,790,1997,108,245,5198,15263
POA2152,1100,2189,8,53,93,433,29,112,778,2935,908,3533,58,248,88,303,210,667,356,1218,1264,4751,3,13,14,55,16,42,145,376,178,486,16,45,52,119,169,379,237,543,415,1029,57,119,2836,8088
POA2153,4773,9537,117,663,852,3841,166,739,4358,17058,5493,22301,541,2293,802,2843,1552,4992,2895,10128,8388,32429,22,84,112,401,32,106,515,1401,681,1992,98,299,187,431,701,1557,986,2287,1667,4279,131,280,14959,46525
POA2154,3228,6402,88,492,673,3077,103,454,2750,10839,3614,14862,507,2126,717,2572,1145,3691,2369,8389,5983,23251,14,68,80,282,23,74,312,825,429,1249,75,225,165,397,421,935,661,1557,1090,2806,101,222,10402,32681
POA2155,2773,5556,127,732,854,3961,204,960,4600,18497,5785,24150,471,1992,614,2170,1078,3561,2163,7723,7948,31873,13,74,104,364,38,143,423,1155,578,1736,64,220,105,257,364,839,533,1316,1111,3052,92,201,11924,40682
POA2156,1131,2232,58,306,234,1102,56,243,743,3119,1091,4770,181,774,251,865,472,1532,904,3171,1995,7941,3,21,21,79,6,17,87,233,117,350,21,77,43,89,126,286,190,452,307,802,30,64,3463,11039
POA2157,336,675,10,49,61,324,23,91,252,1075,346,1539,36,162,51,173,117,407,204,742,550,2281,3,7,6,23,4,9,36,84,49,123,8,29,9,22,48,107,65,158,114,281,12,20,1012,3257
POA2158,736,1465,34,188,172,793,27,111,492,1981,725,3073,97,408,164,565,268,889,529,1862,1254,4935,11,25,32,115,9,31,77,228,129,399,12,46,25,57,84,191,121,294,250,693,24,46,2264,7139
POA2159,425,844,20,104,72,343,24,98,269,1119,385,1664,55,233,61,218,159,505,275,956,660,2620,3,17,8,30,3,7,43,120,57,174,12,37,13,32,60,135,85,204,142,378,10,20,1237,3862
POA2160,2274,4632,106,673,404,2082,145,703,2167,8718,2822,12176,259,1192,273,1003,832,2859,1364,5054,4186,17230,29,138,123,489,66,252,565,1606,783,2485,81,312,159,362,604,1390,844,2064,1627,4549,207,457,8294,26868
POA2161,1694,3442,153,976,374,2033,151,763,1792,7667,2470,11439,243,1143,216,779,704,2427,1163,4349,3633,15788,39,196,86,388,48,195,476,1454,649,2233,58,210,95,216,572,1342,725,1768,1374,4001,169,382,6870,23613
POA2162,1062,2167,74,448,271,1360,93,478,1020,4252,1458,6538,142,636,206,720,462,1568,810,2924,2268,9462,15,72,71,294,46,189,294,871,426,1426,52,182,89,232,393,881,534,1295,960,2721,94,208,4384,14558
POA2163,476,977,34,218,95,499,43,210,435,1806,607,2733,53,243,72,252,179,619,304,1114,911,3847,14,68,40,148,27,110,205,600,286,926,27,73,61,153,226,508,314,734,600,1660,54,112,2041,6596
POA2164,1387,2801,62,351,245,1210,82,392,1044,4319,1433,6272,192,894,164,569,698,2361,1054,3824,2487,10096,25,116,67,283,34,126,321,899,447,1424,52,187,79,207,395,940,526,1334,973,2758,98,209,4945,15864
POA2165,2422,4980,149,902,581,2914,187,938,2379,9825,3296,14579,378,1774,418,1506,1179,4059,1975,7339,5271,21918,32,163,199,798,105,422,796,2387,1132,3770,120,413,241,595,950,2234,1311,3242,2443,7012,263,590,10399,34500
POA2166,2894,6042,122,717,719,3531,224,1095,2858,11476,3923,16819,379,1714,541,1952,1259,4309,2179,7975,6102,24794,51,228,286,1076,158,582,1391,4033,1886,5919,167,581,359,890,1168,2740,1694,4211,3580,10130,369,819,12945,41785
POA2167,601,1230,13,86,92,421,31,146,509,1945,645,2598,61,261,98,334,216,689,375,1284,1020,3882,6,19,20,60,13,56,132,361,171,496,19,71,30,66,124,276,173,413,344,909,32,65,1997,6086
POA2168,2076,4247,187,1140,693,3480,260,1276,2520,10546,3660,16442,432,1924,426,1522,1233,4237,2091,7683,5751,24125,41,208,212,827,140,540,951,2903,1344,4478,137,509,191,485,899,2111,1227,3105,2571,7583,170,384,10568,36339
POA2170,6322,12803,251,1486,1385,6707,428,2016,6736,26905,8800,37114,798,3486,999,3580,2628,8720,4425,15786,13225,52900,87,409,336,1263,186,715,1764,5029,2373,7416,221,740,414,978,1742,4006,2377,5724,4750,13140,359,773,24656,79616
POA2171,1238,2517,96,533,567,2647,149,709,2120,8655,2932,12544,303,1375,324,1166,744,2588,1371,5129,4303,17673,17,72,74,280,40,158,310,866,441,1376,69,222,65,154,288,681,422,1057,863,2433,49,121,6453,22744
POA2172,164,318,14,72,57,258,10,47,192,776,273,1153,27,121,28,109,80,270,135,500,408,1653,0,0,4,10,0,4,17,51,21,65,3,10,3,4,12,30,18,44,39,109,7,13,618,2093
POA2173,890,1774,42,230,284,1256,60,255,1324,5115,1710,6856,106,455,181,623,250,830,537,1908,2247,8764,11,54,57,181,18,48,138,385,224,668,18,57,49,109,125,284,192,450,416,1118,25,50,3578,11706
POA2174,27,54,0,0,3,18,3,7,20,99,26,124,7,29,3,3,24,84,34,116,60,240,0,0,3,13,3,7,3,13,9,33,0,0,0,0,8,19,8,19,17,52,3,4,107,350
POA2175,126,259,4,33,30,142,11,62,87,367,132,604,26,121,18,73,89,309,133,503,265,1107,0,0,0,11,5,10,24,74,29,95,3,3,3,4,29,84,35,91,64,186,10,19,465,1571
POA2176,2967,6070,166,947,777,3769,268,1290,2600,10727,3811,16733,705,3141,686,2506,2174,7463,3565,13110,7376,29843,43,211,157,618,78,291,640,1797,918,2917,128,456,197,490,953,2356,1278,3302,2196,6219,178,416,12717,42548
POA2177,769,1585,52,301,265,1262,94,461,797,3311,1208,5335,210,953,217,786,622,2155,1049,3894,2257,9229,24,121,71,268,46,166,354,1067,495,1622,67,236,79,210,312,779,458,1225,953,2847,64,142,4043,13803
POA2178,384,778,26,145,89,428,28,148,307,1259,450,1980,62,268,41,159,185,644,288,1071,738,3051,0,0,7,28,3,10,53,142,63,180,10,35,6,24,57,128,73,187,136,367,16,39,1274,4235
POA2179,413,832,32,169,79,408,40,205,240,1030,391,1812,55,231,45,171,186,635,286,1037,677,2849,0,6,15,50,13,53,72,211,100,320,3,15,16,33,89,217,108,265,208,585,22,44,1320,4310
POA2190,1308,2642,136,847,444,2297,141,716,1532,6826,2253,10686,270,1243,230,833,717,2491,1217,4567,3470,15253,31,166,95,398,43,180,368,1131,537,1875,74,263,102,251,474,1112,650,1626,1187,3501,77,169,6042,21565
POA2191,452,907,17,98,94,446,21,92,412,1661,544,2297,57,260,72,256,193,628,322,1144,866,3441,3,25,6,19,10,45,92,250,111,339,12,42,27,70,145,315,184,427,295,766,25,61,1638,5175
POA2192,937,1901,40,223,145,703,46,231,785,3129,1016,4286,105,473,101,349,384,1297,590,2119,1606,6405,12,54,38,153,22,82,225,606,297,895,26,92,70,178,249,560,345,830,642,1725,80,186,3265,10217
POA2193,1257,2532,23,121,187,847,39,181,913,3500,1162,4649,104,452,168,569,488,1640,760,2661,1922,7310,9,39,37,134,13,67,209,499,268,739,23,76,55,130,282,610,360,816,628,1555,85,190,3892,11587
POA2194,1773,3654,23,128,227,1034,64,290,1454,5389,1768,6841,108,482,254,852,587,1930,949,3264,2717,10105,7,40,62,198,29,107,362,940,460,1285,43,139,164,365,379,869,586,1373,1046,2658,176,381,5712,16798
POA2195,1535,3161,69,429,320,1640,80,367,2217,8709,2686,11145,136,636,184,640,436,1452,756,2728,3442,13873,8,48,72,284,35,117,433,1219,548,1668,35,117,104,242,331,760,470,1119,1018,2787,170,375,6165,20196
POA2196,1754,3565,116,732,472,2422,139,706,1987,8315,2714,12175,276,1271,267,966,878,3067,1421,5304,4135,17479,27,144,108,428,42,158,439,1272,616,2002,60,219,127,294,554,1320,741,1833,1357,3835,148,338,7394,25217
POA2197,537,1075,45,250,124,614,30,161,488,2031,687,3056,77,319,79,296,248,838,404,1453,1091,4509,9,46,34,137,13,56,142,422,198,661,24,84,37,94,176,402,237,580,435,1241,35,67,2098,6892
POA2198,721,1445,32,176,113,541,28,131,564,2351,737,3199,79,347,75,288,326,1075,480,1710,1217,4909,7,12,26,101,12,62,120,363,165,538,18,57,23,67,154,357,195,481,360,1019,29,64,2327,7437
POA2199,992,2024,63,378,252,1262,67,325,1004,4243,1386,6208,150,646,152,552,453,1543,755,2741,2141,8949,16,80,54,218,30,107,284,890,384,1295,32,113,73,166,292,689,397,968,781,2263,71,154,3985,13390
POA2200,2561,5229,109,684,499,2468,153,743,2880,11603,3641,15498,318,1455,348,1233,1016,3400,1682,6088,5323,21586,33,151,143,531,78,299,833,2429,1087,3410,99,334,221,522,749,1731,1069,2587,2156,5997,219,481,10259,33293
POA2203,1274,2541,9,35,71,342,25,91,905,3354,1010,3822,47,224,83,276,228,724,358,1224,1368,5046,3,13,34,123,15,46,245,590,297,772,16,56,67,139,214,466,297,661,594,1433,102,213,3338,9233
POA2204,2354,4710,18,124,152,696,43,195,1514,5614,1727,6629,102,457,171,584,503,1687,776,2728,2503,9357,10,55,55,177,42,168,383,967,490,1367,49,168,127,282,454,1000,630,1450,1120,2817,193,412,6170,17296
POA2205,1225,2481,46,303,128,650,39,185,790,3107,1003,4245,85,396,74,234,339,1118,498,1748,1501,5993,7,42,31,118,16,66,141,390,195,616,12,55,64,134,209,482,285,671,480,1287,93,190,3299,9951
POA2206,1638,3299,45,251,253,1151,69,306,1289,5048,1656,6756,160,696,206,735,717,2320,1083,3751,2739,10507,6,20,47,167,20,76,206,523,279,786,34,129,72,161,403,879,509,1169,788,1955,68,134,5233,15895
POA2207,2197,4440,68,390,396,1848,104,480,1949,7684,2517,10402,222,970,279,993,850,2775,1351,4738,3868,15140,17,95,62,216,48,193,346,929,473,1433,61,199,113,270,502,1121,676,1590,1149,3023,145,314,7359,22917
POA2208,1017,2069,25,137,159,723,32,133,758,2974,974,3967,93,406,140,487,505,1640,738,2533,1712,6500,0,0,27,99,16,63,125,355,168,517,20,68,57,135,264,592,341,795,509,1312,56,120,3294,10001
POA2209,1243,2528,27,180,184,856,55,244,948,3637,1214,4917,130,570,190,658,439,1444,759,2672,1973,7589,6,15,46,163,21,72,170,452,243,702,35,112,67,173,291,629,393,914,636,1616,82,174,3934,11907
POA2210,2486,5016,70,386,374,1746,87,402,1782,7018,2313,9552,227,966,362,1270,851,2766,1440,5002,3753,14554,16,84,80,280,35,126,342,967,473,1457,68,217,120,283,525,1159,713,1659,1186,3116,125,265,7550,22951
POA2211,1405,2839,43,232,210,1011,61,272,1028,4025,1342,5540,157,684,184,656,516,1692,857,3032,2199,8572,14,46,44,157,27,103,218,579,303,885,33,110,79,187,322,709,434,1006,737,1891,77,164,4418,13466
POA2212,1094,2197,32,181,190,876,49,224,944,3740,1215,5021,110,500,176,616,407,1328,693,2444,1908,7465,16,72,41,156,35,134,199,567,291,929,26,89,50,122,338,739,414,950,705,1879,86,195,3793,11736
POA2213,1710,3432,50,288,263,1204,84,390,1447,5795,1844,7677,210,887,256,917,616,2038,1082,3842,2926,11519,10,32,60,226,38,135,258,712,366,1105,52,173,74,176,417,936,543,1285,909,2390,79,163,5624,17504
POA2214,401,809,8,43,44,200,18,100,278,1096,348,1439,33,158,37,132,160,517,230,807,578,2246,3,5,9,27,3,22,42,121,57,175,9,30,11,26,60,130,80,186,137,361,5,14,1121,3430
POA2216,2608,5299,26,161,216,1037,65,300,1580,5858,1887,7356,139,593,209,720,639,2071,987,3384,2874,10740,14,62,48,161,37,130,317,852,416,1205,46,155,112,259,492,1087,650,1501,1066,2706,215,468,6763,19213
POA2217,2308,4678,45,243,272,1208,59,280,1669,6181,2045,7912,153,648,235,787,542,1751,930,3186,2975,11098,3,17,59,205,33,113,305,785,400,1120,37,117,116,259,437,964,590,1340,990,2460,162,355,6435,18591
POA2218,1429,2882,27,163,148,689,47,200,1094,4047,1316,5099,81,365,188,627,408,1305,677,2297,1993,7396,6,25,44,155,14,50,218,545,282,775,19,61,90,214,284,631,393,906,675,1681,99,207,4196,12166
POA2219,1343,2679,10,64,131,584,27,100,813,3102,981,3850,76,315,126,446,349,1100,551,1861,1532,5711,6,22,33,112,13,48,164,419,216,601,18,59,50,116,227,494,295,669,511,1270,60,123,3446,9783
POA2220,2591,5268,44,275,286,1276,72,324,1911,7071,2313,8946,192,832,390,1336,739,2392,1321,4560,3634,13506,17,74,84,297,24,74,398,1069,523,1514,59,190,208,486,455,1012,722,1688,1245,3202,236,509,7706,22485
POA2221,1254,2512,37,211,309,1398,43,208,1039,4139,1428,5956,167,719,290,1023,516,1684,973,3426,2401,9382,3,17,52,191,17,56,149,421,221,685,30,98,62,155,247,540,339,793,560,1478,70,156,4285,13528
POA2222,1041,2118,18,95,137,621,30,136,859,3235,1044,4087,98,416,150,512,284,908,532,1836,1576,5923,5,10,20,77,12,47,166,421,203,555,31,91,73,169,199,426,303,686,506,1241,57,118,3180,9400
POA2223,1874,3740,28,166,252,1167,51,226,1446,5555,1777,7114,193,796,283,995,515,1659,991,3450,2768,10564,7,24,32,127,12,39,226,569,277,759,42,122,89,205,342,745,473,1072,750,1831,98,195,5490,16330
POA2224,1470,2936,23,119,165,763,25,120,864,3354,1077,4356,132,543,160,575,423,1371,715,2489,1792,6845,4,11,44,143,11,52,161,421,220,627,25,82,63,148,214,462,302,692,522,1319,40,79,3824,11179
POA2225,455,901,11,49,81,370,13,64,487,1954,592,2437,69,298,67,221,175,557,311,1076,903,3513,0,9,15,39,4,25,52,131,71,204,11,38,15,41,68,138,94,217,165,421,9,18,1532,4853
POA2226,1047,2091,18,81,158,708,33,154,982,3874,1191,4817,124,505,163,565,318,1054,605,2124,1796,6941,0,18,18,66,6,22,135,350,159,456,22,72,42,88,169,377,233,537,392,993,36,85,3271,10110
POA2227,1378,2727,33,160,203,938,38,171,1081,4254,1355,5523,128,558,151,526,390,1241,669,2325,2024,7848,5,29,20,62,16,42,167,438,208,571,41,140,52,109,226,492,319,741,527,1312,46,92,3975,11979
POA2228,1782,3531,32,173,174,800,48,207,1168,4505,1422,5685,123,521,161,554,456,1465,740,2540,2162,8225,9,33,47,161,21,57,270,696,347,947,48,160,75,174,324,704,447,1038,794,1985,81,167,4819,13908
POA2229,2680,5304,66,330,360,1637,74,329,1899,7469,2399,9765,255,1044,297,1070,728,2322,1280,4436,3679,14201,10,37,60,193,37,130,330,846,437,1206,39,126,98,207,457,976,594,1309,1031,2515,95,199,7485,22219
POA2230,3140,6187,47,252,263,1159,42,199,1527,5879,1879,7489,200,833,282,967,567,1770,1049,3570,2928,11059,6,22,44,146,25,75,385,940,460,1183,40,119,130,282,410,847,580,1248,1040,2431,139,279,7247,19956
POA2231,176,353,3,22,24,115,17,62,190,761,234,960,9,43,15,61,73,228,97,332,331,1292,3,3,4,20,0,15,47,122,54,160,11,29,3,8,47,110,61,147,115,307,7,15,629,1967
POA2232,3217,6370,48,270,348,1563,76,339,2271,8739,2743,10911,242,1027,311,1082,758,2423,1311,4532,4054,15443,17,58,73,258,29,95,422,1085,541,1496,65,223,152,344,491,1032,708,1599,1249,3095,116,234,8636,25142
POA2233,2625,5208,61,371,440,2032,114,535,2390,9515,3005,12453,343,1449,327,1157,993,3223,1663,5829,4668,18282,7,21,66,253,29,106,290,791,392,1171,64,192,85,199,374,809,523,1200,915,2371,72,153,8280,26014
POA2234,2214,4400,108,582,585,2675,145,663,2050,8173,2888,12093,556,2370,600,2171,1233,4043,2389,8584,5277,20677,10,51,103,350,37,126,307,833,457,1360,101,334,120,290,378,859,599,1483,1056,2843,59,129,8606,28049
POA2250,6190,12290,142,781,807,3718,227,1027,4074,16019,5250,21545,449,1839,657,2194,1391,4423,2497,8456,7747,30001,46,204,239,832,121,434,1153,3120,1559,4590,146,471,339,733,1109,2343,1594,3547,3153,8137,195,403,17285,50831
POA2251,3345,6609,73,364,438,1995,110,486,1997,7974,2618,10819,244,988,378,1257,750,2369,1372,4614,3990,15433,19,83,119,397,41,128,489,1319,668,1927,82,272,142,314,470,988,694,1574,1362,3501,76,163,8773,25706
POA2256,1641,3249,34,171,111,511,52,232,723,2787,920,3701,51,219,119,390,331,1051,501,1660,1421,5361,10,38,51,192,39,138,279,717,379,1085,24,84,67,136,363,761,454,981,833,2066,68,148,3963,10824
POA2257,3153,6280,35,209,233,1094,82,357,1472,5780,1822,7440,122,499,212,703,574,1787,908,2989,2730,10429,25,109,98,339,77,261,642,1722,842,2431,58,155,130,290,557,1176,745,1621,1587,4052,125,255,7595,21016
POA2258,462,912,17,94,79,365,25,122,322,1305,443,1886,38,174,82,282,126,395,246,851,689,2737,6,12,11,29,10,45,111,301,138,387,10,24,23,57,63,134,96,215,234,602,18,33,1403,4284
POA2259,5526,11029,145,823,682,3186,288,1300,3386,13535,4501,18844,281,1169,446,1491,1089,3454,1816,6114,6317,24958,47,224,217,786,156,574,1181,3353,1601,4937,98,315,203,442,836,1787,1137,2544,2738,7481,160,334,14741,43802
POA2260,2349,4636,52,274,291,1345,63,272,1408,5569,1814,7460,177,733,267,900,467,1448,911,3081,2725,10541,10,44,68,221,29,94,320,844,427,1203,44,132,114,236,291,623,449,991,876,2194,80,165,6030,17536
POA2261,5091,10161,101,537,556,2568,208,966,2742,10854,3607,14925,309,1263,378,1281,1132,3573,1819,6117,5426,21042,37,150,214,746,135,496,1300,3511,1686,4903,128,416,276,599,1031,2175,1435,3190,3121,8093,181,371,13819,39667
POA2262,2056,4115,42,222,227,1107,109,526,1175,4682,1553,6537,88,368,122,393,455,1434,665,2195,2218,8732,24,108,91,350,71,245,564,1616,750,2319,34,109,90,196,346,751,470,1056,1220,3375,69,144,5563,16366
POA2263,2414,4822,57,323,167,767,79,359,981,3811,1284,5260,93,401,148,504,484,1515,725,2420,2009,7680,19,83,102,379,67,231,627,1717,815,2410,61,201,108,242,492,1042,661,1485,1476,3895,100,203,5999,16600
POA2264,1695,3344,24,147,122,551,60,272,633,2506,839,3476,55,234,89,303,291,888,435,1425,1274,4901,10,39,46,165,36,128,268,712,360,1044,25,80,60,131,216,464,301,675,661,1719,45,91,3675,10055
POA2265,564,1125,16,75,55,256,10,65,295,1199,376,1595,40,172,61,200,113,351,214,723,590,2318,7,20,20,50,7,32,84,240,118,342,11,42,23,48,53,114,87,204,205,546,16,31,1375,4020
POA2267,424,830,0,4,23,114,7,32,134,508,164,658,17,58,19,69,74,223,110,350,274,1008,0,9,6,26,5,21,60,149,71,205,4,6,11,18,31,62,46,86,117,291,4,17,819,2146
POA2278,227,469,10,52,29,132,23,106,177,732,239,1022,25,99,24,79,108,353,157,531,396,1553,3,5,13,34,10,46,41,117,67,202,4,11,11,17,34,78,49,106,116,308,7,18,746,2348
POA2280,3002,5966,51,255,340,1546,119,545,1548,6143,2058,8489,203,831,332,1119,653,2033,1188,3983,3246,12472,19,79,98,354,44,156,487,1315,648,1904,51,157,126,284,398,842,575,1283,1223,3187,98,206,7569,21831
POA2281,1612,3204,28,146,124,577,54,231,685,2685,891,3639,75,302,129,441,368,1144,572,1887,1463,5526,16,56,38,141,35,114,220,599,309,910,16,45,44,104,247,533,307,682,616,1592,61,127,3752,10449
POA2282,1708,3374,35,191,216,999,57,247,900,3536,1208,4973,112,462,214,741,366,1134,692,2337,1900,7310,5,22,30,92,23,67,209,546,267,727,30,92,63,138,193,411,286,641,553,1368,40,82,4201,12134
POA2283,2828,5609,51,298,227,1030,108,461,1091,4289,1477,6078,153,645,212,700,598,1846,963,3191,2440,9269,23,115,83,306,64,238,487,1362,657,2021,46,142,98,211,435,937,579,1290,1236,3311,74,156,6578,18345
POA2284,1116,2226,24,123,113,514,40,197,531,2035,708,2869,55,229,89,293,251,791,395,1313,1103,4182,11,60,44,144,21,74,255,675,331,953,20,61,42,94,226,484,288,639,619,1592,40,83,2878,8083
POA2285,2795,5568,79,416,316,1435,123,554,1953,7579,2471,9984,159,659,231,771,708,2245,1098,3675,3569,13659,13,55,83,297,66,238,572,1541,734,2131,49,146,98,215,457,990,604,1351,1338,3482,102,214,7804,22923
POA2286,323,657,3,14,58,258,22,83,211,859,294,1214,22,115,19,55,106,326,147,496,441,1710,0,5,14,42,9,30,102,265,125,342,7,13,10,26,60,123,77,162,202,504,15,30,981,2901
POA2287,3221,6399,70,370,377,1687,163,714,2181,8505,2791,11276,239,986,308,1009,817,2608,1364,4603,4155,15879,20,82,109,371,69,250,646,1761,844,2464,68,219,121,274,548,1178,737,1671,1581,4135,147,304,9104,26717
POA2289,2049,4067,39,202,218,953,56,241,1338,5216,1651,6612,116,484,216,723,407,1267,739,2474,2390,9086,10,53,47,145,26,81,291,749,374,1028,35,103,100,222,297,624,432,949,806,1977,68,141,5313,15271
POA2290,3442,6843,73,374,348,1576,120,546,2006,7775,2547,10271,209,862,321,1124,802,2506,1332,4492,3879,14763,27,122,107,374,63,205,608,1617,805,2318,57,172,160,365,601,1267,818,1804,1623,4122,117,235,9061,25963
POA2291,1384,2717,12,54,157,701,23,100,843,3268,1035,4123,81,333,208,692,231,710,520,1735,1555,5858,4,17,24,77,6,29,143,334,177,457,23,65,54,124,157,323,234,512,411,969,76,158,3426,9702
POA2292,218,427,0,5,19,98,8,31,147,539,174,673,16,63,11,40,29,88,56,191,230,864,0,0,8,33,7,20,56,155,71,208,10,33,17,35,54,109,81,177,152,385,13,28,613,1704
POA2293,241,475,0,0,6,25,0,3,120,426,126,454,6,23,8,32,22,63,36,118,162,572,0,0,6,19,5,11,41,95,52,125,4,15,20,33,45,103,69,151,121,276,14,34,538,1357
POA2294,188,375,3,27,8,24,0,0,97,347,108,398,5,15,7,23,15,41,27,79,135,477,0,0,8,15,8,22,51,133,67,170,3,8,14,27,47,108,64,143,131,313,18,34,472,1199
POA2295,655,1291,9,46,48,213,7,38,267,1003,331,1300,25,93,29,104,130,406,184,603,515,1903,0,4,17,55,6,27,111,290,134,376,9,18,28,58,128,279,165,355,299,731,22,48,1491,3973
POA2296,183,361,0,0,9,48,3,15,84,305,96,368,0,0,7,23,8,25,15,48,111,416,0,0,6,17,3,6,59,152,68,175,5,15,10,13,33,75,48,103,116,278,23,37,433,1092
POA2297,147,288,0,11,10,59,0,3,107,386,117,459,3,16,7,21,24,67,34,104,151,563,0,0,4,11,4,10,42,107,50,128,3,9,10,18,29,69,42,96,92,224,9,20,399,1095
