region_id,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_Country_birth_ns,Tot_P_Tot_Resp
POA2114,833,6034,1188,21483
POA2115,423,3183,614,9475
POA2116,252,1970,515,6217
POA2117,747,6156,1176,19010
POA2118,701,5739,1051,21564
POA2119,612,5056,344,10906
POA2120,1131,8662,660,19626
POA2121,998,7708,874,24618
POA2122,936,6425,1655,28545
POA2125,744,6070,414,15969
POA2126,827,5906,719,18789
POA2127,317,1613,751,8139
POA2128,62,315,1472,3159
POA2129,0,3,0,6
POA2130,362,2247,516,6578
POA2131,706,4420,2008,22200
POA2132,432,2838,722,10379
POA2133,450,2664,647,10738
POA2134,297,1396,926,12473
POA2135,609,3454,1928,23098
POA2136,244,1435,446,6720
POA2137,1027,7542,1696,24025
POA2138,456,2956,1177,13516
POA2139,3,13,9,59
POA2140,284,1279,1270,12512
POA2141,543,2361,1752,25482
POA2142,611,2865,2769,22532
POA2143,183,1188,722,7470
POA2144,572,2037,3318,33122
POA2145,2262,17603,4682,71308
POA2146,627,5480,876,15689
POA2147,1482,14758,1848,35080
POA2148,2081,17531,3555,58668
POA2150,466,2517,2530,24815
POA2151,871,6263,1726,20223
POA2152,519,4270,476,10216
POA2153,2499,21058,2024,52445
POA2154,1709,14412,1627,37919
POA2155,2128,17245,1667,44028
POA2156,674,6460,509,12348
POA2157,213,1812,187,3714
POA2158,390,3728,373,8284
POA2159,265,2509,197,4543
POA2160,946,5590,3054,32841
POA2161,914,4997,2527,28275
POA2162,510,3578,998,16986
POA2163,149,1314,1122,8752
POA2164,565,3618,1248,18366
POA2165,696,3867,2473,39520
POA2166,799,3617,3940,49723
POA2167,247,2154,750,7560
POA2168,1175,8888,3549,41907
POA2170,2883,21647,8423,95028
POA2171,966,4842,1211,24401
POA2172,93,1019,98,2257
POA2173,594,5835,473,13256
POA2174,21,117,29,418
POA2175,69,521,247,1931
POA2176,1150,6394,2170,46069
POA2177,318,1459,1007,15190
POA2178,187,1346,354,4821
POA2179,220,1746,554,5405
POA2190,884,3258,2032,24715
POA2191,224,1277,372,6036
POA2192,341,1570,1155,12576
POA2193,581,3383,876,13996
POA2194,374,1386,1747,21217
POA2195,451,1422,2706,25203
POA2196,892,4287,2655,29595
POA2197,295,2053,653,8177
POA2198,351,2623,591,8659
POA2199,464,2745,1326,15996
POA2200,1044,3961,4251,40619
POA2203,644,3935,1157,12986
POA2204,1123,6773,1857,24607
POA2205,422,2330,1064,12851
POA2206,755,4501,949,18320
POA2207,1007,6345,1946,27535
POA2208,426,2677,666,11514
POA2209,490,3097,1313,14622
POA2210,1022,10359,1839,28014
POA2211,590,6213,1038,16211
POA2212,533,5293,982,14301
POA2213,986,10177,1078,20377
POA2214,167,2409,120,3841
POA2216,768,4221,2617,26056
POA2217,766,5205,1625,23621
POA2218,518,2657,969,15173
POA2219,535,4583,792,12436
POA2220,596,3576,1511,28434
POA2221,692,5296,695,15786
POA2222,476,3252,639,11702
POA2223,988,8579,845,19806
POA2224,662,6042,744,13431
POA2225,303,3231,208,5428
POA2226,734,6817,558,11881
POA2227,734,8619,575,14053
POA2228,907,8955,1137,17604
POA2229,1484,16194,1337,27298
POA2230,1559,15980,1575,26983
POA2231,119,1398,93,2218
POA2232,1741,17737,1753,31260
POA2233,1525,19663,1021,29307
POA2234,1588,16494,1234,30823
POA2250,3523,38273,4612,65632
POA2251,1696,19761,1969,31837
POA2256,741,9131,1218,14978
POA2257,1407,17463,2153,27641
POA2258,313,3282,250,5108
POA2259,2570,35058,3621,53995
POA2260,1184,13069,1406,21788
POA2261,2450,34172,3421,51004
POA2262,985,13702,1244,20146
POA2263,931,14889,1541,22379
POA2264,629,8716,832,13121
POA2265,310,3164,386,5389
POA2267,108,1929,99,2670
POA2278,95,2142,128,2683
POA2280,1120,19429,1454,26592
POA2281,612,9706,891,13418
POA2282,602,10062,622,14463
POA2283,1009,16516,1212,23083
POA2284,424,7471,670,10462
POA2285,1114,20519,1359,27803
POA2286,118,2686,202,3441
POA2287,1271,23173,1761,33282
POA2289,839,13087,796,18854
POA2290,1396,23024,1596,32173
POA2291,671,9383,548,13399
POA2292,105,1653,119,2442
POA2293,96,1407,178,2127
POA2294,94,1244,175,1868
POA2295,221,4052,619,5814
POA2296,97,1093,175,1806
POA2297,85,1002,144,1618
POA2298,333,6098,946,9445
POA2299,431,6457,872,10700
POA2300,516,6183,811,10071
POA2302,31,327,87,587
POA2303,414,5611,727,8997
POA2304,672,9542,1225,14969
POA2305,539,8263,688,11942
POA2306,98,2329,318,3093
POA2307,138,2619,189,3703
POA2308,31,328,52,657
POA2311,20,690,59,830
POA2312,76,1055,89,1507
POA2314,21,83,27,164
POA2315,575,8187,1280,13379
POA2316,264,3673,362,5522
POA2317,259,4029,498,6172
POA2318,567,8108,590,11398
POA2319,304,4395,281,6315
POA2320,1087,22443,1624,29288
POA2321,422,8462,487,10922
POA2322,642,12653,960,16687
POA2323,897,18536,1361,24738
POA2324,865,16420,1470,22538
POA2325,852,19306,2503,26220
POA2326,245,5646,377,7178
POA2327,265,5730,449,7353
POA2328,67,1941,186,2547
POA2329,73,1671,178,2136
POA2330,815,15471,1166,20452
POA2333,403,9908,1289,13230
POA2334,80,1897,130,2481
POA2335,236,4144,287,5431
POA2336,68,1911,125,2335
POA2337,222,6081,484,7729
POA2338,49,1140,134,1537
POA2339,19,534,54,664
POA2340,1130,36613,3303,45702
POA2341,33,1435,75,1728
POA2342,12,459,37,561
POA2343,122,3708,267,4531
POA2344,26,565,56,728
POA2345,20,638,49,765
POA2346,73,2360,137,2811
POA2347,45,1510,114,1879
POA2350,900,17258,1818,24465
POA2351,53,617,42,858
POA2352,94,2237,152,2809
POA2353,29,780,73,991
POA2354,106,2914,156,3515
POA2355,18,595,47,778
POA2357,119,3388,368,4363
POA2358,125,3162,250,4046
POA2359,17,510,28,604
POA2360,370,11639,879,14506
POA2361,33,710,47,889
POA2365,95,2735,258,3412
POA2369,31,1007,53,1177
POA2370,211,5972,581,7559
POA2371,19,575,63,744
POA2372,157,3820,358,4965
POA2380,245,8314,754,10145
POA2381,39,1439,130,1746
POA2382,35,1000,82,1185
POA2386,6,246,19,290
POA2388,73,2533,229,3092
POA2390,189,6721,688,8243
POA2395,20,610,48,777
POA2396,26,939,96,1163
POA2397,7,354,24,410
POA2399,20,756,41,874
POA2400,235,7875,1227,10223
POA2401,10,286,12,330
POA2402,50,1645,94,1920
POA2403,4,472,27,558
POA2404,75,1484,78,1780
POA2405,18,451,37,546
POA2406,30,614,49,745
POA2408,11,365,8,419
POA2409,18,1044,29,1142
POA2410,26,258,12,346
POA2415,3,235,8,279
POA2420,116,3324,226,4075
POA2421,35,1212,105,1518
POA2422,173,4071,261,5223
POA2423,132,2274,274,3224
POA2424,14,372,84,541
POA2425,54,1287,61,1615
POA2426,17,381,47,514
POA2427,113,1807,155,2479
POA2428,900,15836,1747,22691
POA2429,313,6995,614,9254
POA2430,1081,24341,2200,32569
POA2431,189,3645,368,4953
POA2439,97,1826,152,2449
POA2440,605,16202,1997,21373
POA2441,264,4393,306,6301
POA2443,363,6191,632,8852
POA2444,1897,29101,2670,42620
POA2445,237,4335,265,5869
POA2446,462,9456,767,12532
POA2447,280,5135,418,6813
POA2448,359,6154,534,8707
POA2449,88,1718,134,2317
POA2450,1646,25291,2816,38302
POA2452,673,10687,881,15012
POA2453,110,1964,138,2713
POA2454,392,4786,333,7350
POA2455,113,2246,131,3021
POA2456,674,8875,816,13583
POA2460,944,22236,2012,28590
POA2462,81,1997,164,2506
POA2463,234,5454,383,7141
POA2464,286,4761,403,6681
POA2465,9,273,16,348
POA2466,73,1266,75,1706
POA2469,177,3042,296,4252
POA2470,384,11690,1024,14558
POA2471,60,1994,240,2578
POA2472,57,1329,88,1726
POA2473,130,2252,179,2976
POA2474,249,4634,395,6385
POA2475,10,351,34,445
POA2476,39,828,40,1024
POA2477,495,8054,525,11238
POA2478,1271,18693,1661,26781
POA2479,289,2761,205,4534
POA2480,1899,31977,2427,44395
POA2481,622,5677,973,10702
POA2482,336,3055,509,5740
POA2483,571,6121,651,10042
POA2484,832,12240,1228,18043
POA2485,591,7820,1151,13346
POA2486,1444,19374,1900,30588
POA2487,531,7314,803,11199
POA2488,169,2063,155,3097
POA2489,327,4265,297,6310
POA2490,27,453,50,684
POA2500,1811,15624,2704,37091
POA2502,457,3622,1014,11708
POA2505,210,1897,383,4916
POA2506,376,3431,498,7432
POA2508,597,5496,489,8647
POA2515,709,6119,544,10389
POA2516,356,3440,258,5671
POA2517,806,7845,657,12962
POA2518,1106,10036,931,18606
POA2519,854,7925,824,16232
POA2525,594,5418,505,10634
POA2526,908,8109,805,15825
POA2527,1228,12424,906,20614
POA2528,1346,12201,1541,23282
POA2529,1179,11819,951,22312
POA2530,1715,16321,1585,29721
POA2533,766,9534,639,14934
POA2534,263,3405,213,4986
POA2535,328,4564,365,6997
POA2536,733,11244,1467,17466
POA2537,495,7389,589,10916
POA2538,88,1416,290,2260
POA2539,798,11233,912,16522
POA2540,1883,26920,3508,41737
POA2541,1127,16067,1957,24144
POA2545,49,751,63,1063
POA2546,378,5718,629,8795
POA2548,290,4382,440,6877
POA2549,168,2598,185,3630
POA2550,730,11038,978,15696
POA2551,116,2494,159,3448
POA2555,19,189,72,466
POA2556,110,926,269,2384
POA2557,128,1457,442,3995
POA2558,517,5105,767,11125
POA2559,147,1387,691,3803
POA2560,3392,34542,5228,72229
POA2563,15,181,13,240
POA2564,491,4698,1011,13366
POA2565,689,6140,909,16595
POA2566,1085,9460,1584,24046
POA2567,1888,19462,1420,33966
POA2568,35,597,35,879
POA2569,58,808,54,1276
POA2570,1463,17717,1275,28345
POA2571,576,6404,498,10142
POA2572,211,2271,334,3946
POA2573,226,2866,267,4506
POA2574,275,3524,322,5415
POA2575,788,8697,859,14029
POA2576,680,7531,775,12714
POA2577,753,9343,916,14652
POA2578,138,1405,154,2425
POA2579,211,2191,273,3590
POA2580,853,20195,2116,27114
POA2581,71,1471,119,2002
POA2582,571,8068,867,11513
POA2583,91,3225,220,3997
POA2584,18,321,50,469
POA2585,10,270,29,346
POA2586,87,2191,129,2722
POA2587,67,2324,158,2822
POA2588,3,234,37,307
POA2590,151,5788,475,7109
POA2594,333,9021,828,11455
POA2618,91,903,58,1392
POA2619,599,5574,288,9423
POA2620,1644,20482,2908,36427
POA2621,327,3464,282,5376
POA2622,148,2131,300,3251
POA2623,40,462,85,741
POA2625,17,135,248,467
POA2626,20,344,18,501
POA2627,273,2455,665,4402
POA2628,90,1214,99,1802
POA2629,19,377,33,585
POA2630,349,5363,649,8323
POA2631,38,547,30,726
POA2632,59,1284,80,1658
POA2633,13,341,34,457
POA2640,1239,24076,2327,33715
POA2641,419,10483,916,14318
POA2642,173,3959,264,5009
POA2643,90,1938,107,2538
POA2644,62,2068,169,2593
POA2645,11,233,23,296
POA2646,203,5350,382,6790
POA2647,48,1502,100,1897
POA2648,54,1994,230,2500
POA2649,0,6,0,12
POA2650,1607,41894,2920,53970
POA2651,115,1643,105,2215
POA2652,123,3964,275,4848
POA2653,63,1693,265,2338
POA2655,24,898,41,1057
POA2656,35,1079,60,1298
POA2658,45,1201,80,1435
POA2659,30,771,44,918
POA2660,44,1301,124,1663
POA2661,18,250,5,343
POA2663,112,3095,1011,4580
POA2665,57,1899,166,2336
POA2666,109,4240,229,5054
POA2668,9,339,16,407
POA2669,48,1677,98,2003
POA2671,88,3265,170,3891
POA2672,26,1227,116,1485
POA2675,43,1107,97,1426
POA2678,37,375,38,561
POA2680,664,12484,1857,22686
POA2681,46,1088,101,1644
POA2700,79,3872,448,4872
POA2701,68,2017,149,2436
POA2702,22,495,22,614
POA2703,23,808,26,956
POA2705,280,7340,802,10003
POA2706,26,896,146,1207
POA2707,36,1100,43,1309
POA2710,276,7733,707,9828
POA2711,88,2623,219,3305
POA2712,40,1160,72,1412
POA2713,91,2419,174,3075
POA2714,78,1736,203,2382
POA2715,43,1262,170,1627
POA2716,23,836,71,1063
POA2717,25,1161,57,1380
POA2720,232,6044,470,7816
POA2721,10,289,21,346
POA2722,59,2530,179,2974
POA2725,12,349,34,456
POA2726,6,253,8,302
POA2727,13,514,13,567
POA2729,46,1447,75,1735
POA2730,52,997,96,1418
POA2731,166,4395,313,5557
POA2732,65,1464,139,1855
POA2733,19,480,30,594
POA2735,8,516,64,648
POA2736,18,267,36,406
POA2737,22,496,85,789
POA2738,35,944,100,1224
POA2739,57,1087,100,1505
POA2745,1428,13855,1156,26242
POA2747,1669,17975,2116,34252
POA2748,115,799,106,1904
POA2749,930,9281,858,15774
POA2750,2244,23475,2860,42583
POA2752,264,2881,200,4677
POA2753,913,10036,1234,17078
POA2754,269,3387,249,5288
POA2756,1728,20792,1984,32294
POA2757,45,529,73,877
POA2758,455,5221,591,8527
POA2759,1195,12235,1364,26501
POA2760,1190,11579,2198,27036
POA2761,990,7484,1651,27726
POA2762,169,1858,192,3817
POA2763,1219,10478,1251,29849
POA2765,712,7899,1587,14835
POA2766,450,3544,942,14182
POA2767,637,4703,1282,19505
POA2768,997,7381,1689,26466
POA2769,125,828,122,2934
POA2770,2041,21993,5477,60343
POA2773,381,3685,157,5859
POA2774,778,7694,510,12653
POA2775,71,880,192,1546
POA2776,279,2364,128,3985
POA2777,1091,10760,615,17779
POA2778,151,1363,106,2430
POA2779,317,2580,228,4544
POA2780,798,6286,1507,12923
POA2782,348,3088,536,5933
POA2783,205,1519,211,2889
POA2784,63,675,64,1216
POA2785,237,2316,692,4566
POA2786,50,568,65,996
POA2787,157,2982,346,4230
POA2790,568,10382,1332,14826
POA2791,18,542,39,689
POA2792,12,381,32,494
POA2793,29,845,68,1122
POA2794,289,7764,849,10001
POA2795,1451,29100,3354,39877
POA2797,4,175,12,212
POA2798,92,1804,196,2390
POA2799,113,3055,247,3840
POA2800,1309,30661,2890,41364
POA2803,13,220,32,312
POA2804,81,2093,174,2620
POA2805,5,245,13,296
POA2806,32,735,63,918
POA2807,5,177,28,260
POA2808,19,138,17,231
POA2809,8,247,27,329
POA2810,108,2383,178,2981
POA2820,203,5945,1040,7878
POA2821,101,4152,311,4950
POA2823,31,1140,117,1410
POA2824,48,1994,110,2326
POA2825,55,2209,226,2691
POA2827,66,2983,243,3583
POA2828,9,510,33,583
POA2829,46,2716,258,3170
POA2830,968,30427,2329,37740
POA2831,108,3160,326,3889
POA2832,63,2070,358,2748
POA2833,16,637,53,770
POA2834,71,1471,298,2501
POA2835,134,3220,394,4246
POA2836,11,820,24,925
POA2839,12,1197,108,1402
POA2840,55,2114,503,2872
POA2842,13,366,8,447
POA2843,47,1019,86,1279
POA2844,29,1113,151,1431
POA2845,43,1463,134,1897
POA2846,16,262,37,373
POA2847,47,1797,149,2315
POA2848,57,1292,71,1726
POA2849,59,1193,101,1604
POA2850,603,11681,1256,15944
POA2852,112,2616,206,3354
POA2864,52,890,53,1157
POA2865,18,625,47,739
POA2866,100,2254,107,2800
POA2867,18,493,27,611
POA2868,11,418,22,521
POA2869,59,1153,104,1484
POA2870,310,9701,1034,12220
POA2871,190,7457,553,8891
POA2873,17,535,36,632
POA2874,8,304,29,369
POA2875,29,860,62,1045
POA2876,3,251,24,299
POA2877,110,3455,275,4122
POA2878,0,134,49,201
POA2879,19,658,86,867
POA2880,390,15241,1663,19202
POA2898,17,248,11,364
