region_id,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sede_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Fl_u_a_1_or2_st_bl_NofB_0_ib,Flt_un_at_In_1_or2_s_b_NofB_1,Flt_un_at_In_1_or2_s_b_NofB_2,Flt_un_at_In_1_or2_s_b_NofB_3,Flt_un_at_In_1_or2_s_b_NofB_4,Flt_un_at_In_1_or2_s_b_NofB_5,Fl_un_at_In_1_or2_s_b_NoB_6_m,Flt_u_at_In_1_or2_s_b_NoB_NS,Flt_un_at_In_1_or2_s_b_Total,Flt_un_apt_3_st_bl_NoB_0_ib,Flt_un_apt_In_3_st_bl_NofB_1,Flt_un_apt_In_3_st_bl_NofB_2,Flt_un_apt_In_3_st_bl_NofB_3,Flt_un_apt_In_3_st_bl_NofB_4,Flt_un_apt_In_3_st_bl_NofB_5,Flt_un_apt_In_3_s_bl_NofB_6_m,Flt_un_apt_In_3_st_bl_NofB_NS,Flt_un_apt_In_3_st_bl_Total,Ft_un_ap_4_or_m_s_b_NofB_0_ib,Ft_un_apt_4_or_m_s_b_NofB_1,Ft_un_apt_4_or_m_s_b_NofB_2,Ft_un_apt_4_or_m_s_b_NofB_3,Ft_un_apt_4_or_m_s_b_NofB_4,Ft_un_apt_4_or_m_s_b_NofB_5,Ft_un_apt_4_or_m_s_b_NofB_6_m,Ft_un_apt_4_or_m_s_b_NofB_NS,Ft_un_apt_4_or_m_s_b_Total,Fl_un_at_At_to_a_h_NofB_0_ib,Flt_un_apt_At_to_a_hse_NofB_1,Flt_un_apt_At_to_a_hse_NofB_2,Flt_un_apt_At_to_a_hse_NofB_3,Flt_un_apt_At_to_a_hse_NofB_4,Flt_un_apt_At_to_a_hse_NofB_5,Fl_un_apt_At_to_a_hs_NofB_6_m,Flt_un_apt_At_to_a_hs_NofB_NS,Flt_un_apt_At_to_a_hse_Total,Flt_un_apart_Tot_NofB_0_i_b,Flt_un_apart_Tot_NofB_1,Flt_un_apart_Tot_NofB_2,Flt_un_apart_Tot_NofB_3,Flt_un_apart_Tot_NofB_4,Flt_un_apart_Tot_NofB_5,Flt_un_apart_Tot_NofB_6_or_m,Flt_un_apart_Tot_NofB_NS,Flt_un_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA2018,6,19,279,1010,414,128,24,44,1924,3,5,67,55,12,0,0,8,150,0,7,13,95,25,3,0,0,143,3,12,80,150,37,3,0,8,293,13,58,152,56,15,0,0,6,300,3,46,967,79,0,0,0,32,1127,25,336,1122,290,0,0,4,50,1827,0,0,0,0,0,0,0,0,0,41,440,2241,425,15,0,4,88,3254,0,3,16,9,0,0,0,0,28,0,0,4,3,0,0,0,0,7,50,474,2620,1597,466,131,28,140,5506
POA2019,0,11,223,566,289,85,25,21,1220,3,18,134,142,19,4,3,5,328,3,7,57,418,63,9,0,3,560,6,25,191,560,82,13,3,8,888,30,75,132,28,0,0,0,15,280,3,70,191,28,4,0,0,3,299,0,13,148,78,0,0,0,3,242,0,0,0,0,0,0,0,0,0,33,158,471,134,4,0,0,21,821,0,6,23,7,0,0,0,0,36,0,4,9,8,0,0,0,0,21,39,204,917,1275,375,98,28,50,2986
POA2020,0,15,301,902,299,77,15,27,1636,0,8,156,154,29,0,3,5,355,0,15,27,29,21,6,0,0,98,0,23,183,183,50,6,3,5,453,0,28,62,10,3,3,3,3,112,7,88,291,37,3,0,0,17,443,3,216,686,99,3,0,3,4,1014,0,0,0,0,0,0,0,0,0,10,332,1039,146,9,3,6,24,1569,0,0,3,4,0,0,0,0,7,0,3,3,3,0,0,0,0,9,10,373,1529,1238,358,86,24,56,3674
POA2021,3,32,97,144,78,48,13,6,421,3,24,94,111,20,0,0,0,252,9,124,819,1420,494,63,10,48,2987,12,148,913,1531,514,63,10,48,3239,35,95,118,14,3,0,3,3,271,74,267,241,55,3,0,0,11,651,256,644,499,46,4,0,3,27,1479,0,0,3,3,0,0,0,0,6,365,1006,861,118,10,0,6,41,2407,3,11,9,6,3,0,0,0,32,4,13,11,3,5,0,0,0,36,387,1210,1891,1802,610,111,29,95,6135
POA2022,6,28,119,323,203,57,8,11,755,0,19,168,216,44,7,5,7,466,6,28,215,414,189,22,3,11,888,6,47,383,630,233,29,8,18,1354,10,97,139,27,7,3,4,11,298,21,139,240,31,3,0,0,9,443,76,416,784,393,3,0,0,39,1711,0,0,0,0,0,0,0,0,0,107,652,1163,451,13,3,4,59,2452,0,6,10,5,0,0,0,0,21,0,3,12,8,3,0,0,0,26,119,736,1687,1417,452,89,20,88,4608
POA2023,3,12,74,352,524,325,96,13,1399,0,3,11,25,10,3,0,0,52,3,0,24,84,40,6,0,0,157,3,3,35,109,50,9,0,0,209,3,20,105,85,15,4,0,4,236,3,108,462,212,12,3,0,20,820,5,153,548,268,14,0,0,17,1005,0,0,0,0,0,0,0,0,0,11,281,1115,565,41,7,0,41,2061,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,17,300,1224,1026,615,341,96,54,3673
POA2024,3,14,141,432,402,155,27,17,1191,0,15,180,191,63,19,4,8,480,0,13,101,134,67,8,0,8,331,0,28,281,325,130,27,4,16,811,14,164,328,66,12,0,0,13,597,32,169,582,21,4,0,3,18,829,25,143,279,71,5,0,0,11,534,0,3,0,3,3,0,0,0,9,71,479,1189,161,24,0,3,42,1969,0,9,22,9,0,7,0,0,47,0,3,6,0,0,0,0,0,9,74,533,1639,927,556,189,34,75,4027
POA2025,0,5,63,161,175,69,16,13,502,3,19,105,102,25,3,0,11,268,3,30,196,389,170,24,8,21,841,6,49,301,491,195,27,8,32,1109,0,51,90,56,6,0,0,11,214,0,143,350,41,4,0,0,15,553,39,192,306,121,11,0,0,26,695,0,0,0,0,0,0,0,0,0,39,386,746,218,21,0,0,52,1462,0,0,3,3,0,0,0,0,6,0,0,4,0,0,0,0,0,4,45,440,1117,873,391,96,24,97,3083
POA2026,3,31,289,618,494,132,35,28,1630,4,25,366,526,160,28,8,21,1138,0,20,223,269,188,43,7,10,760,4,45,589,795,348,71,15,31,1898,21,464,1197,267,30,7,8,50,2044,116,863,2217,339,26,3,8,88,3660,149,651,1644,381,17,0,0,84,2926,0,4,4,0,0,0,0,0,8,286,1982,5062,987,73,10,16,222,8638,5,30,38,12,0,0,0,3,88,0,0,11,3,0,0,0,0,14,298,2088,5989,2415,915,213,66,284,12268
POA2027,0,6,36,92,94,58,32,7,325,0,3,26,30,6,0,4,0,69,0,14,110,122,49,5,3,7,310,0,17,136,152,55,5,7,7,379,0,21,54,52,8,0,0,3,138,3,65,214,121,11,0,0,9,423,55,481,883,565,31,8,0,41,2064,0,0,3,0,0,0,0,0,3,58,567,1154,738,50,8,0,53,2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,590,1326,982,199,71,39,67,3332
POA2028,0,5,25,112,103,47,5,3,300,0,0,13,19,3,0,0,0,35,0,6,34,93,28,5,0,4,170,0,6,47,112,31,5,0,4,205,0,9,38,16,6,4,0,0,73,4,64,378,144,8,0,0,11,609,0,79,485,182,11,0,0,13,770,0,0,3,0,0,0,0,0,3,4,152,904,342,25,4,0,24,1455,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,163,982,566,159,56,5,31,1966
POA2029,0,10,77,295,329,118,44,12,885,0,4,49,51,10,3,0,0,117,0,3,29,132,59,5,0,3,231,0,7,78,183,69,8,0,3,348,0,86,330,106,12,0,0,4,538,13,184,852,291,13,3,3,16,1375,22,96,272,108,15,4,3,21,541,0,0,0,0,0,0,0,0,0,35,366,1454,505,40,7,6,41,2454,0,3,7,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,35,386,1616,983,441,133,50,56,3700
POA2030,0,11,150,689,1049,507,118,42,2566,0,5,72,87,42,9,0,3,218,3,10,116,146,95,11,3,10,394,3,15,188,233,137,20,3,13,612,3,35,296,132,13,3,0,16,498,3,46,246,87,6,3,0,10,401,3,75,337,119,4,0,0,6,544,0,3,0,0,0,0,0,0,3,9,159,879,338,23,6,0,32,1446,0,3,3,3,3,0,0,0,12,0,0,3,6,6,3,0,0,18,12,188,1223,1269,1218,536,121,87,4654
POA2031,4,61,305,930,751,237,69,23,2380,6,45,375,647,198,35,6,15,1327,8,51,218,329,141,35,8,18,808,14,96,593,976,339,70,14,33,2135,16,322,889,229,31,3,0,37,1527,7,637,2883,478,25,42,6,72,4150,5,474,1610,279,12,0,3,61,2444,0,18,13,3,3,0,0,0,37,28,1451,5395,989,71,45,9,170,8158,3,11,27,18,4,4,0,0,67,0,0,14,4,0,0,0,0,18,49,1619,6334,2917,1165,356,92,226,12758
POA2032,7,39,290,917,495,187,53,38,2026,0,32,195,210,51,9,0,18,515,5,38,67,174,43,7,3,10,347,5,70,262,384,94,16,3,28,862,24,131,196,68,18,6,3,15,461,21,177,808,144,7,3,3,29,1192,74,201,517,186,21,0,3,19,1021,3,3,6,0,0,0,0,0,12,122,512,1527,398,46,9,9,63,2686,3,11,3,6,0,0,0,0,23,0,3,3,4,0,0,0,5,15,137,635,2085,1709,635,212,65,134,5612
POA2033,4,5,69,406,357,109,37,8,995,0,5,30,70,13,0,0,7,125,0,7,30,35,10,0,3,0,85,0,12,60,105,23,0,3,7,210,13,61,238,53,3,0,3,6,377,8,172,432,91,3,3,0,15,724,33,312,972,271,10,0,3,27,1628,0,3,0,0,0,0,0,0,3,54,548,1642,415,16,3,6,48,2732,0,12,12,3,4,0,0,0,31,0,3,0,0,0,0,0,0,3,58,580,1783,929,400,112,46,63,3971
POA2034,11,28,176,565,546,170,54,22,1572,6,8,115,175,67,8,0,8,387,5,43,100,221,81,9,0,8,467,11,51,215,396,148,17,0,16,854,53,189,639,204,26,3,0,18,1132,19,483,1408,489,19,3,0,62,2483,6,294,1145,318,12,0,3,22,1800,0,0,4,0,0,0,0,0,4,78,966,3196,1011,57,6,3,102,5419,0,0,4,3,0,0,0,0,7,0,3,3,5,0,0,0,0,11,100,1048,3594,1980,751,193,57,140,7863
POA2035,4,35,483,1955,1364,506,140,99,4586,3,22,574,559,90,17,6,24,1295,4,17,207,658,191,44,4,19,1144,7,39,781,1217,281,61,10,43,2439,44,178,579,255,16,0,0,27,1099,45,289,955,258,10,0,0,48,1605,31,481,1591,316,19,0,0,50,2488,0,0,5,3,0,0,3,0,11,120,948,3130,832,45,0,3,125,5203,0,3,18,13,3,3,0,0,40,0,0,0,0,0,0,0,0,0,131,1025,4412,4017,1693,570,153,267,12268
POA2036,10,40,531,1943,1382,384,106,66,4462,13,35,81,189,42,0,0,16,376,13,34,175,591,172,21,13,25,1044,26,69,256,780,214,21,13,41,1420,49,198,134,62,0,0,3,20,466,27,233,1303,469,6,0,3,65,2106,7,99,309,68,0,3,3,11,500,0,3,0,3,0,0,0,0,6,83,533,1746,602,6,3,9,96,3078,0,3,10,19,5,3,3,0,43,0,3,7,0,3,0,0,0,13,119,648,2550,3344,1610,411,131,203,9016
POA2037,21,37,107,182,110,36,17,15,525,4,144,342,246,74,6,7,13,836,33,176,527,825,291,75,18,44,1989,37,320,869,1071,365,81,25,57,2825,73,294,288,88,18,5,0,29,795,77,315,266,58,3,3,0,17,739,102,347,469,63,3,0,0,16,1000,4,10,3,0,0,0,0,0,17,256,966,1026,209,24,8,0,62,2551,3,7,19,13,3,3,3,3,54,0,0,0,0,3,0,0,0,3,317,1330,2021,1475,505,128,45,137,5958
POA2038,5,26,278,377,167,29,8,9,899,4,70,478,368,68,4,0,13,1005,3,24,196,300,84,14,4,3,628,7,94,674,668,152,18,4,16,1633,17,100,134,26,3,0,0,9,289,3,82,59,0,3,0,0,5,152,111,220,140,14,0,0,0,4,489,0,3,0,0,3,0,0,0,6,131,405,333,40,9,0,0,18,936,3,12,26,6,0,0,0,3,50,0,0,0,0,0,0,0,0,0,146,537,1311,1091,328,47,12,46,3518
POA2039,0,21,283,499,169,19,4,10,1005,0,55,248,120,21,0,0,9,453,0,29,290,345,63,0,3,0,730,0,84,538,465,84,0,3,9,1183,9,39,67,17,3,0,0,5,140,0,47,78,26,0,0,0,0,151,13,257,275,165,0,0,0,8,718,0,0,0,0,0,0,0,0,0,22,343,420,208,3,0,0,13,1009,0,16,39,9,0,0,0,0,64,0,0,6,4,0,0,0,0,10,22,464,1286,1185,256,19,7,32,3271
POA2040,9,68,1126,1897,516,79,16,60,3771,5,82,789,485,75,8,0,18,1462,3,51,395,496,85,7,3,21,1061,8,133,1184,981,160,15,3,39,2523,55,186,360,125,6,3,3,26,764,16,201,364,36,4,3,0,17,641,23,178,231,42,4,0,3,11,492,0,12,4,0,0,0,0,3,19,94,577,959,203,14,6,6,57,1916,0,10,26,14,6,0,0,4,60,0,0,0,3,0,0,0,3,6,111,788,3295,3098,696,100,25,163,8276
POA2041,7,70,432,795,436,79,25,12,1856,7,71,277,156,41,6,0,4,562,3,71,627,888,226,33,3,12,1863,10,142,904,1044,267,39,3,16,2425,33,173,114,31,3,0,0,9,363,37,238,383,28,8,0,0,25,719,50,176,473,77,5,4,0,12,797,3,6,3,0,0,0,0,0,12,123,593,973,136,16,4,0,46,1891,3,18,45,7,3,0,0,3,79,0,0,0,3,0,0,0,0,3,143,823,2354,1985,722,122,28,77,6254
POA2042,3,62,238,294,118,29,17,10,771,8,170,1021,465,55,9,5,22,1755,11,114,742,918,278,38,19,32,2152,19,284,1763,1383,333,47,24,54,3907,109,234,237,64,12,0,0,14,670,171,336,303,24,3,3,0,17,857,149,552,389,42,3,3,0,16,1154,0,3,0,3,0,0,0,0,6,429,1125,929,133,18,6,0,47,2687,3,20,37,25,3,0,3,3,94,3,11,4,3,0,0,0,0,21,457,1502,2971,1838,472,82,44,114,7480
POA2043,0,13,52,60,26,6,0,3,160,0,71,321,89,12,3,0,5,501,0,33,386,358,60,4,0,10,851,0,104,707,447,72,7,0,15,1352,16,38,117,10,0,0,0,22,203,13,68,213,51,0,0,0,0,345,3,535,545,72,6,0,0,8,1169,0,0,0,0,0,0,0,0,0,32,641,875,133,6,0,0,30,1717,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,32,758,1634,646,104,13,0,48,3235
POA2044,5,32,443,684,187,31,9,31,1422,4,28,347,196,27,4,3,9,618,0,7,95,136,36,9,3,3,289,4,35,442,332,63,13,6,12,907,3,30,51,7,0,0,0,0,91,0,10,23,7,0,0,0,0,40,0,51,142,6,0,0,0,6,205,3,0,3,0,0,0,0,0,6,6,91,219,20,0,0,0,6,342,0,4,9,0,0,0,0,0,13,0,5,7,7,0,0,0,0,19,15,167,1120,1043,250,44,15,49,2703
POA2045,0,25,148,802,592,92,14,19,1692,0,6,94,155,13,0,0,8,276,0,15,11,24,3,0,0,3,56,0,21,105,179,16,0,0,11,332,0,5,24,5,0,0,0,0,34,0,17,90,5,0,0,0,3,115,0,10,0,0,0,0,0,0,10,0,12,7,5,0,3,0,0,27,0,44,121,15,0,3,0,3,186,0,4,7,6,0,0,0,0,17,0,4,3,8,0,0,0,0,15,0,98,384,1010,608,95,14,33,2242
POA2046,11,36,914,2328,1162,295,55,75,4876,0,4,275,169,18,4,0,8,478,0,45,384,335,40,3,0,10,817,0,49,659,504,58,7,0,18,1295,38,148,753,142,9,0,3,40,1133,10,60,745,187,3,0,0,20,1025,3,185,913,404,3,3,0,14,1525,3,5,7,6,0,0,0,0,21,54,398,2418,739,15,3,3,74,3704,3,10,26,13,0,0,0,4,56,0,0,0,0,0,0,0,0,0,68,493,4017,3584,1235,305,58,171,9931
POA2047,0,15,264,662,444,117,23,28,1553,0,6,155,117,23,0,0,7,308,0,41,193,173,31,4,0,4,446,0,47,348,290,54,4,0,11,754,0,104,203,63,6,0,0,7,383,0,57,608,182,9,3,0,15,874,0,44,458,365,14,3,0,10,894,0,3,4,3,0,0,0,0,10,0,208,1273,613,29,6,0,32,2161,3,3,3,3,0,0,0,0,12,0,3,3,3,0,0,0,0,9,3,276,1891,1571,527,127,23,71,4489
POA2048,5,29,171,527,212,39,14,17,1014,0,23,213,302,32,6,0,9,585,0,42,55,135,74,13,6,4,329,0,65,268,437,106,19,6,13,914,24,163,159,22,7,3,0,7,385,13,171,280,22,0,0,0,7,493,3,98,84,18,0,0,0,0,203,0,3,0,0,0,0,0,0,3,40,435,523,62,7,3,0,14,1084,4,22,27,14,3,0,6,0,76,0,0,0,0,0,0,0,0,0,49,551,989,1040,328,61,26,44,3088
