region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA2000,1694,2143,3837,637,569,1206,3,3,6,89,120,209,4,0,4,1755,1671,3426,0,5,5,110,118,228,5,5,10,3,0,3,58,43,101,8,4,12,38,34,72,88,94,182,249,222,471,3,4,7,9,8,17,195,194,389,222,263,485,5,4,9,3481,3361,6842,287,153,440,258,137,395,63,42,105,3,0,3,74,49,123,77,49,126,3090,2868,5958,101,49,150,2675,2232,4907,11726,11034,22760
POA2006,3,3,6,118,109,227,0,0,0,4,5,9,0,0,0,98,161,259,0,0,0,5,4,9,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,5,4,9,18,14,32,0,0,0,4,0,4,11,17,28,7,10,17,0,0,0,276,330,606,0,5,5,4,6,10,3,0,3,3,0,3,0,3,3,3,3,6,136,186,322,16,3,19,83,96,179,524,632,1156
POA2007,335,459,794,128,133,261,0,0,0,29,26,55,0,0,0,469,471,940,0,0,0,28,39,67,3,4,7,0,0,0,5,11,16,0,0,0,18,7,25,21,30,51,47,54,101,0,0,0,0,7,7,48,46,94,34,55,89,5,0,5,835,883,1718,115,67,182,173,82,255,7,7,14,0,0,0,19,24,43,19,24,43,1230,1187,2417,53,29,82,878,729,1607,3645,3467,7112
POA2008,197,214,411,204,172,376,0,3,3,24,24,48,0,0,0,455,439,894,0,0,0,41,46,87,4,4,8,3,10,13,10,15,25,3,3,6,3,4,7,23,24,47,48,31,79,3,3,6,4,4,8,29,39,68,29,37,66,10,3,13,893,861,1754,86,43,129,78,44,122,16,13,29,0,0,0,23,12,35,23,12,35,1491,1243,2734,78,50,128,532,420,952,3394,2900,6294
POA2009,316,493,809,538,573,1111,0,3,3,52,39,91,0,0,0,1198,1309,2507,0,4,4,109,141,250,7,9,16,5,5,10,31,26,57,8,7,15,15,26,41,44,54,98,86,98,184,3,4,7,6,4,10,111,119,230,87,92,179,7,9,16,2307,2522,4829,139,89,228,92,68,160,37,35,72,0,0,0,47,41,88,47,41,88,2026,1673,3699,92,40,132,856,745,1601,5912,5706,11618
POA2010,673,693,1366,1326,1008,2334,0,3,3,81,68,149,0,0,0,2611,2191,4802,0,6,6,278,261,539,10,13,23,4,5,9,74,60,134,5,8,13,19,31,50,42,60,102,193,154,347,19,8,27,13,9,22,179,157,336,127,129,256,15,14,29,4996,4185,9181,222,135,357,246,95,341,190,174,364,0,0,0,89,51,140,89,51,140,5612,3608,9220,259,94,353,2506,1574,4080,14793,10609,25402
POA2011,248,317,565,1107,1059,2166,0,4,4,41,31,72,0,0,0,1872,1802,3674,0,4,4,164,161,325,8,6,14,11,5,16,64,63,127,8,0,8,14,17,31,20,37,57,168,137,305,6,3,9,8,5,13,141,126,267,94,81,175,8,8,16,3734,3549,7283,85,50,135,115,63,178,160,156,316,4,0,4,47,36,83,51,36,87,3505,2426,5931,158,86,244,1698,1602,3300,9754,8285,18039
POA2015,138,185,323,429,401,830,0,0,0,34,35,69,0,0,0,953,1026,1979,3,3,6,102,102,204,9,6,15,5,13,18,29,21,50,3,6,9,6,9,15,33,38,71,84,85,169,3,3,6,0,0,0,68,68,136,39,50,89,3,9,12,1803,1875,3678,25,36,61,53,54,107,39,41,80,8,0,8,15,25,40,23,25,48,1736,1411,3147,84,42,126,472,386,858,4373,4055,8428
POA2016,226,235,461,578,517,1095,0,3,3,36,27,63,0,0,0,1209,1071,2280,3,0,3,251,225,476,3,10,13,9,9,18,29,18,47,8,5,13,22,10,32,52,49,101,95,71,166,4,9,13,6,8,14,97,77,174,66,56,122,14,4,18,2482,2169,4651,82,42,124,191,82,273,88,118,206,3,5,8,51,40,91,54,45,99,2469,1686,4155,134,80,214,1032,816,1848,6758,5273,12031
POA2017,362,427,789,661,532,1193,0,0,0,52,37,89,0,0,0,1507,1425,2932,0,0,0,185,258,443,11,20,31,5,9,14,34,36,70,12,6,18,17,25,42,201,273,474,142,129,271,8,6,14,19,4,23,132,111,243,103,105,208,6,5,11,3095,2981,6076,68,65,133,247,169,416,191,219,410,8,3,11,39,34,73,47,37,84,2354,1700,4054,105,46,151,1233,1122,2355,7702,6766,14468
