region_id,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
POA2000,4670,2797,493,50,20,8030,268,8298
POA2006,3,8,0,0,0,11,0,11
POA2007,1389,951,153,15,7,2515,68,2583
POA2008,1150,1050,225,36,7,2468,68,2536
POA2009,1406,2623,799,78,19,4925,92,5017
POA2010,5442,4801,997,87,33,11360,334,11694
POA2011,4393,3731,638,76,42,8880,235,9115
POA2015,684,2151,794,113,22,3764,66,3830
POA2016,2068,2263,658,97,24,5110,257,5367
POA2017,2162,2955,879,93,41,6130,339,6469
POA2018,1061,2506,1342,269,102,5280,227,5507
POA2019,298,1143,1119,233,96,2889,97,2986
POA2020,536,1651,1064,239,82,3572,98,3670
POA2021,1427,3099,1239,184,44,5993,144,6137
POA2022,1178,2211,889,130,36,4444,162,4606
POA2023,371,1453,1283,327,149,3583,89,3672
POA2024,654,1856,1138,204,62,3914,115,4029
POA2025,546,1462,783,117,52,2960,123,3083
POA2026,2727,5774,2778,413,138,11830,435,12265
POA2027,537,1646,838,133,63,3217,115,3332
POA2028,337,977,488,72,24,1898,68,1966
POA2029,511,1625,1174,216,71,3597,103,3700
POA2030,313,1462,1888,574,278,4515,135,4650
POA2031,2301,6229,3220,482,139,12371,382,12753
POA2032,1552,2323,1192,245,87,5399,212,5611
POA2033,801,1856,975,185,52,3869,100,3969
POA2034,1467,3600,2105,367,94,7633,232,7865
POA2035,2072,5095,3531,803,330,11831,438,12269
POA2036,1407,3323,2805,773,329,8637,379,9016
POA2037,1900,2713,944,146,43,5746,214,5960
POA2038,532,1789,945,137,40,3443,75,3518
POA2039,375,1750,956,106,33,3220,51,3271
POA2040,1349,3914,2360,333,102,8058,218,8276
POA2041,900,3244,1657,255,56,6112,143,6255
POA2042,2287,3697,1116,140,51,7291,193,7484
POA2043,714,1801,574,69,18,3176,57,3233
POA2044,474,1321,654,124,48,2621,80,2701
POA2045,234,826,814,211,82,2167,75,2242
