region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
POA2040,37,3000,926,440,2490,1.2,1911,2.3
POA2041,39,3142,1242,500,2907,1.1,2543,2.2
POA2042,33,2600,925,420,2324,1.2,1740,2.1
POA2043,34,2600,1196,500,2692,1.2,2292,2.1
POA2044,36,2600,757,450,1877,1.2,1684,2.4
POA2045,44,2700,656,380,2111,1.1,1732,2.8
POA2046,39,2817,806,459,2199,1.1,1781,2.4
POA2047,39,2800,1032,485,2616,1.1,2150,2.3
POA2048,35,2574,889,390,2301,1.2,1803,2.3
POA2049,36,2600,842,350,2241,1.2,1688,2.3
POA2050,33,2663,1124,495,2573,1.3,1950,1.9
POA2052,20,0,113,288,841,1.5,556,2.7
POA2060,36,2600,1212,470,2744,1.2,2117,1.9
POA2061,39,2650,1311,508,2888,1.2,2424,1.8
POA2062,37,2708,1187,480,2748,1.1,2235,2.1
POA2063,40,3315,1041,577,2836,1.1,2625,2.9
POA2064,34,2500,936,460,2400,1.2,1909,2.4
POA2065,35,2713,1153,485,2714,1.2,2289,2.2
POA2066,37,2708,945,418,2614,1.1,2121,2.5
POA2067,35,2600,682,495,1924,1.3,1658,2.6
POA2068,39,3105,898,500,2659,1.1,2337,2.8
POA2069,40,3007,875,531,2740,1.1,2563,3.0
POA2070,40,3200,868,555,2749,1.1,2532,3.0
POA2071,41,3119,798,610,2677,1.1,2485,2.9
POA2072,41,3000,752,580,2544,1.1,2217,2.8
POA2073,40,3100,852,600,2748,1.1,2611,3.1
POA2074,43,3000,777,530,2608,1.1,2231,2.8
POA2075,43,3000,784,690,2643,1.1,2513,2.9
POA2076,41,3000,753,461,2556,1.1,2252,2.9
POA2077,36,2167,679,395,1821,1.2,1520,2.6
POA2079,37,2500,710,450,2192,1.1,1991,3.0
POA2080,39,2247,689,420,2031,1.1,1705,2.8
POA2081,38,2500,719,400,2142,1.1,1962,3.1
POA2082,39,2182,722,400,2001,1.1,1826,2.9
POA2083,45,2141,667,295,1750,1.1,1324,2.4
POA2084,41,2950,724,500,2194,1.1,1953,3.1
POA2085,43,2903,687,650,2238,1.0,1927,2.9
POA2086,40,2900,734,650,2303,1.1,2136,3.1
POA2087,41,2800,695,550,2274,1.1,1917,2.9
POA2088,40,3033,1117,474,2838,1.1,2463,2.3
POA2089,36,2700,1232,471,2746,1.2,2177,1.9
POA2090,38,3000,1203,490,2779,1.1,2188,2.0
POA2092,39,3500,855,560,2687,1.1,2554,3.1
POA2093,38,2800,841,460,2497,1.1,1972,2.7
POA2094,37,3000,1063,500,2627,1.2,2208,2.3
POA2095,35,3000,1069,530,2659,1.2,2085,2.1
POA2096,35,2700,950,450,2414,1.2,1929,2.4
POA2097,38,2685,792,471,2127,1.1,1864,2.8
POA2099,37,2500,713,406,1834,1.2,1478,2.5
POA2100,40,2925,670,450,2041,1.1,1742,2.9
POA2101,40,2800,743,430,1973,1.1,1560,2.5
POA2102,38,3000,767,575,2122,1.1,1939,2.9
POA2103,42,2687,719,475,2021,1.1,1685,2.6
POA2104,53,2800,721,780,2265,1.0,1603,2.4
POA2105,45,3000,913,400,2297,1.1,2023,2.7
POA2106,40,2817,787,440,2190,1.1,1776,2.6
POA2107,43,3000,760,550,2186,1.1,1887,2.8
POA2108,53,3000,863,500,2288,1.1,1720,2.3
POA2109,23,2074,222,225,844,1.2,558,2.0
POA2110,42,3171,802,388,2763,1.1,2345,2.7
POA2111,39,2600,805,350,2278,1.1,1671,2.4
POA2112,38,2410,649,361,1834,1.1,1469,2.7
POA2113,38,2400,653,371,1920,1.1,1525,2.6
POA2114,35,2167,700,350,1824,1.2,1511,2.5
POA2115,38,2500,511,250,1552,1.1,1294,2.8
POA2116,37,2288,550,300,1485,1.1,1285,2.8
POA2117,38,2300,562,300,1637,1.1,1342,2.7
POA2118,40,2200,586,405,1709,1.1,1571,2.9
POA2119,43,2800,801,500,2685,1.1,2544,3.1
POA2120,39,2500,719,410,2294,1.1,1987,2.9
POA2121,39,2396,653,421,2007,1.1,1739,2.8
POA2122,35,2288,538,392,1682,1.2,1371,2.7
POA2125,41,2611,744,480,2574,1.0,2449,3.1
POA2126,40,2600,682,521,2424,1.0,2268,3.2
POA2127,33,2500,1017,486,2290,1.2,2118,2.5
POA2128,32,2119,605,400,1333,1.3,1286,2.9
POA2129,50,0,1375,0,0,0,0,0
POA2130,35,2090,822,360,2108,1.2,1572,2.2
POA2131,35,2100,575,365,1458,1.3,1313,2.4
POA2132,38,2400,575,390,1798,1.2,1508,2.8
POA2133,38,2167,559,330,1512,1.2,1295,2.7
POA2134,32,2167,437,425,1302,1.3,1184,2.7
POA2135,33,2500,546,420,1671,1.3,1464,2.9
POA2136,38,2380,550,398,1577,1.2,1377,2.8
POA2137,38,2600,732,470,2093,1.1,1830,2.7
POA2138,31,2500,705,530,1912,1.3,1716,2.6
POA2139,42,0,383,330,0,1.0,5000,0
POA2140,30,2008,586,390,1425,1.4,1388,2.7
POA2141,33,2000,424,350,1181,1.3,1153,3.1
POA2142,30,1863,426,320,1128,1.3,1064,2.9
POA2143,35,1788,410,300,1139,1.3,1037,3.0
POA2144,29,1800,352,320,957,1.4,968,3.3
POA2145,34,2167,573,350,1520,1.2,1380,2.8
POA2146,35,2015,613,330,1594,1.1,1433,2.9
POA2147,36,2043,581,275,1584,1.1,1376,2.8
POA2148,33,1950,532,320,1343,1.2,1222,2.9
POA2150,30,1800,596,340,1314,1.4,1274,2.5
POA2151,35,2156,635,340,1714,1.1,1450,2.6
POA2152,37,2300,702,360,1747,1.1,1388,2.4
POA2153,38,2418,708,430,2077,1.1,1905,3.0
POA2154,39,2600,721,456,2287,1.1,2059,3.0
POA2155,33,2700,812,510,2334,1.1,2307,3.4
POA2156,41,2800,709,415,2333,1.0,2210,3.2
POA2157,40,2500,621,263,1722,1.1,1570,3.1
POA2158,42,2775,680,421,2245,1.1,2010,3.0
POA2159,42,2513,658,300,2044,1.1,1679,2.9
POA2160,32,1993,426,320,1142,1.3,1031,2.9
POA2161,31,1950,386,300,1090,1.3,960,3.1
POA2162,36,1950,386,270,1102,1.2,954,3.0
POA2163,36,1517,331,175,833,1.3,668,2.7
POA2164,37,2000,406,300,1203,1.2,1099,3.0
POA2165,35,1781,346,295,954,1.3,896,3.1
POA2166,36,1517,335,250,876,1.3,857,3.2
POA2167,36,1965,611,290,1563,1.1,1394,2.8
POA2168,32,1904,392,219,1154,1.2,1055,3.3
POA2170,34,2037,481,290,1291,1.2,1168,3.0
POA2171,31,2383,640,410,1755,1.1,1783,3.6
POA2172,34,2600,839,400,2408,1.1,2472,3.4
POA2173,30,2200,832,360,2025,1.1,1935,3.2
POA2174,38,0,510,300,1222,1.2,1205,2.9
POA2175,39,3000,525,277,1472,1.1,1353,3.3
POA2176,37,2000,434,350,1363,1.1,1388,3.4
POA2177,34,1950,375,230,1211,1.2,1246,3.5
POA2178,35,2500,573,350,1558,1.1,1503,3.3
POA2179,40,2000,425,300,1241,1.1,1119,3.0
POA2190,32,2100,362,280,1079,1.3,960,3.3
POA2191,38,2275,474,320,1311,1.2,1134,2.9
POA2192,35,1950,413,300,1088,1.3,987,2.8
POA2193,39,2167,571,350,1581,1.2,1394,2.7
POA2194,35,1733,389,320,974,1.4,945,2.8
POA2195,30,1506,362,295,897,1.5,858,3.0
POA2196,33,2000,386,300,1114,1.3,1003,3.2
POA2197,36,2008,395,250,1217,1.2,1048,3.0
POA2198,38,2167,518,389,1432,1.1,1324,3.1
POA2199,35,1955,386,300,1118,1.3,980,3.1
POA2200,32,1777,383,330,1036,1.3,981,3.1
POA2203,36,2200,767,360,1826,1.2,1540,2.3
POA2204,37,2330,617,340,1612,1.2,1405,2.5
POA2205,33,2383,553,401,1483,1.3,1411,2.8
POA2206,41,2400,539,400,1551,1.1,1370,2.8
POA2207,37,2200,537,370,1496,1.2,1366,2.9
POA2208,40,2500,504,360,1428,1.1,1258,2.9
POA2209,39,2167,496,320,1385,1.2,1173,2.7
POA2210,41,2167,500,200,1448,1.1,1136,2.7
POA2211,40,2167,558,340,1545,1.1,1288,2.7
POA2212,38,2167,517,320,1453,1.1,1247,2.8
POA2213,38,2253,601,330,1734,1.1,1442,2.8
POA2214,38,2200,637,395,1790,1.1,1680,2.9
POA2216,34,2167,555,380,1367,1.3,1257,2.6
POA2217,36,2167,575,370,1459,1.2,1272,2.6
POA2218,36,2155,563,360,1373,1.3,1266,2.7
POA2219,43,2405,631,365,1682,1.1,1259,2.4
POA2220,33,2000,446,400,1224,1.3,1171,2.9
POA2221,40,2400,631,400,1885,1.1,1633,2.9
POA2222,36,1993,594,340,1555,1.2,1303,2.6
POA2223,38,2200,706,350,1910,1.1,1578,2.6
POA2224,42,2600,642,389,1840,1.1,1510,2.7
POA2225,38,2900,753,460,2395,1.1,2172,3.0
POA2226,38,2550,729,310,2197,1.1,1874,2.8
POA2227,39,2600,726,380,2087,1.1,1746,2.7
POA2228,39,2321,647,370,1700,1.1,1372,2.5
POA2229,40,2551,705,370,1989,1.1,1541,2.6
POA2230,39,2400,824,360,2042,1.1,1524,2.3
POA2231,37,2600,621,378,1701,1.1,1605,3.0
POA2232,38,2300,719,360,1903,1.1,1525,2.5
POA2233,37,2383,690,370,1978,1.1,1773,3.0
POA2234,37,2383,731,440,2291,1.0,2191,3.2
POA2250,39,1824,545,275,1428,1.1,1135,2.5
POA2251,43,2000,533,300,1462,1.1,1149,2.6
POA2256,47,1800,461,250,1180,1.1,882,2.2
POA2257,44,1837,482,280,1160,1.1,891,2.3
POA2258,37,1961,575,265,1557,1.1,1349,2.8
POA2259,39,1800,477,275,1240,1.1,1014,2.7
POA2260,40,2167,648,350,1704,1.1,1443,2.6
POA2261,40,1809,487,270,1200,1.1,943,2.5
POA2262,38,1650,439,260,1048,1.1,883,2.6
POA2263,44,1554,419,245,990,1.1,762,2.3
POA2264,45,1690,473,260,1134,1.1,906,2.4
POA2265,41,1744,465,220,1318,1.1,1049,2.6
POA2267,49,1800,493,250,1214,1.1,930,2.3
POA2278,34,1664,598,280,1502,1.1,1391,3.0
POA2280,42,1920,531,250,1479,1.1,1148,2.5
POA2281,46,1800,453,255,1191,1.1,906,2.4
POA2282,42,1900,604,300,1703,1.1,1380,2.6
POA2283,44,1733,486,250,1264,1.1,1027,2.5
POA2284,42,1600,490,250,1230,1.1,994,2.5
POA2285,36,1756,562,275,1504,1.1,1260,2.6
POA2286,36,1603,512,280,1289,1.1,1169,2.8
POA2287,37,1733,532,280,1484,1.1,1228,2.6
POA2289,39,1900,611,290,1672,1.1,1333,2.5
POA2290,40,1800,551,280,1479,1.1,1181,2.5
POA2291,38,2100,748,300,2134,1.1,1537,2.4
POA2292,35,1800,625,270,1408,1.1,1131,2.2
POA2293,34,1863,646,300,1566,1.1,1208,2.2
POA2294,33,1733,596,280,1340,1.1,1056,2.2
POA2295,48,1850,482,250,1232,1.1,900,2.2
POA2296,34,1775,639,280,1317,1.1,1150,2.1
POA2297,36,1700,550,260,1296,1.1,996,2.2
POA2298,37,1700,486,250,1277,1.1,991,2.3
POA2299,33,1733,469,270,1334,1.1,976,2.4
POA2300,34,2050,789,310,2122,1.1,1468,2.0
POA2302,31,1950,775,350,1571,1.1,1204,1.7
POA2303,40,2000,559,215,1765,1.1,1030,2.2
POA2304,38,1733,518,260,1332,1.1,1013,2.3
POA2305,39,1863,643,285,1823,1.1,1337,2.5
POA2306,38,1387,340,132,722,1.1,566,2.3
POA2307,35,1560,434,270,1134,1.1,878,2.4
POA2308,20,0,132,0,0,0,0,0
POA2311,46,1560,449,160,1190,1.1,937,2.4
POA2312,43,1398,391,200,886,1.1,816,2.6
POA2314,24,0,1149,0,0,0,0,0
POA2315,49,1733,493,270,1161,1.0,914,2.3
POA2316,42,1863,464,295,1196,1.1,981,2.6
POA2317,50,1900,466,277,1068,1.1,866,2.2
POA2318,37,1800,587,250,1519,1.1,1381,2.8
POA2319,45,1500,436,250,1000,1.1,864,2.4
POA2320,36,1800,568,265,1623,1.1,1358,2.7
POA2321,39,1950,579,290,1646,1.1,1451,2.8
POA2322,36,1600,539,240,1412,1.1,1206,2.7
POA2323,37,1733,551,250,1486,1.1,1199,2.6
POA2324,41,1560,472,220,1134,1.1,936,2.5
POA2325,38,1517,453,220,1200,1.1,964,2.5
POA2326,37,1430,436,184,1163,1.1,969,2.6
POA2327,38,1387,441,230,1067,1.1,869,2.5
POA2328,37,1500,601,185,1610,1.1,1305,2.5
POA2329,42,1148,430,125,987,1.1,867,2.4
POA2330,34,1993,642,260,1933,1.1,1684,2.7
POA2333,33,1733,624,240,1723,1.1,1430,2.6
POA2334,32,1733,506,300,1478,1.1,1330,2.8
POA2335,35,1800,605,310,1781,1.1,1644,2.8
POA2336,37,1700,595,185,1597,1.1,1389,2.5
POA2337,38,1796,589,188,1517,1.1,1150,2.5
POA2338,44,1213,480,89,1130,1.1,812,2.3
POA2339,42,1290,451,100,981,1.1,845,2.4
POA2340,38,1500,541,210,1232,1.1,1001,2.5
POA2341,45,1180,372,160,890,1.1,705,2.3
POA2342,44,960,496,165,1087,1.1,974,2.5
POA2343,43,1140,465,145,1034,1.1,841,2.4
POA2344,42,1517,585,180,1466,1.1,1262,2.6
POA2345,40,1200,567,150,1212,1.1,1048,2.5
POA2346,47,888,369,155,801,1.1,678,2.3
POA2347,51,867,363,100,794,1.1,623,2.1
POA2350,37,1452,526,200,1308,1.1,1010,2.4
POA2351,20,0,208,0,0,0,0,0
POA2352,41,1420,471,220,1153,1.1,964,2.6
POA2353,45,1517,463,180,1280,1.1,1048,2.6
POA2354,45,867,457,100,1054,1.1,828,2.4
POA2355,46,1083,388,0,937,1.1,713,2.4
POA2357,45,953,392,135,947,1.1,730,2.4
POA2358,44,1213,458,160,1074,1.1,879,2.5
POA2359,44,934,409,140,949,1.1,636,2.5
POA2360,40,1240,444,170,985,1.1,812,2.5
POA2361,50,625,338,120,743,1.1,665,2.4
POA2365,42,1172,444,160,1055,1.1,879,2.5
POA2369,38,1083,367,135,834,1.2,726,2.7
POA2370,45,1083,405,160,926,1.1,742,2.3
POA2371,52,955,346,120,788,1.1,595,2.2
POA2372,48,1148,395,160,914,1.1,724,2.2
POA2380,39,1300,494,195,1238,1.1,950,2.5
POA2381,41,934,429,100,961,1.1,839,2.6
POA2382,41,1213,384,150,1054,1.1,884,2.6
POA2386,40,433,507,0,1024,1.0,838,2.3
POA2388,38,1083,492,120,1202,1.1,917,2.5
POA2390,39,1350,547,150,1280,1.1,1024,2.5
POA2395,47,867,340,110,743,1.1,531,2.2
POA2396,45,693,367,100,790,1.1,649,2.3
POA2397,41,433,603,100,1237,1.1,1105,2.4
POA2399,41,867,500,100,1222,1.1,952,2.6
POA2400,36,1300,591,150,1318,1.1,1104,2.5
POA2401,40,1615,387,0,900,1.1,700,2.5
POA2402,44,1000,397,105,948,1.1,735,2.3
POA2403,41,713,358,140,740,1.1,682,2.4
POA2404,52,945,359,125,783,1.1,609,2.2
POA2405,38,450,577,0,1181,1.1,1014,2.5
POA2406,35,650,620,45,1353,1.1,1059,2.5
POA2408,34,433,660,0,1357,1.1,1093,2.6
POA2409,30,362,339,110,827,1.2,834,3.1
POA2410,42,433,363,0,747,1.1,711,2.5
POA2415,46,1940,406,170,1055,1.1,890,2.4
POA2420,46,1625,447,180,1130,1.1,865,2.4
POA2421,43,1777,593,155,1577,1.1,1308,2.7
POA2422,50,1473,412,160,972,1.1,795,2.3
POA2423,48,1207,386,175,921,1.1,776,2.4
POA2424,46,1067,347,111,751,1.1,634,2.4
POA2425,42,1404,420,170,1162,1.1,913,2.6
POA2426,45,1083,383,173,880,1.1,694,2.3
POA2427,59,1500,362,225,760,1.1,638,2.1
POA2428,53,1430,393,220,865,1.1,705,2.1
POA2429,47,1300,395,185,957,1.1,786,2.4
POA2430,45,1300,402,200,944,1.1,780,2.4
POA2431,53,1408,386,225,872,1.1,711,2.2
POA2439,45,1430,395,250,968,1.1,880,2.6
POA2440,42,1257,387,180,913,1.1,763,2.5
POA2441,46,1343,411,200,1026,1.1,894,2.6
POA2443,56,1408,379,223,823,1.1,667,2.1
POA2444,46,1733,470,250,1067,1.1,857,2.3
POA2445,44,1733,469,310,1101,1.1,957,2.6
POA2446,43,1534,432,230,1013,1.1,869,2.6
POA2447,48,1170,383,195,887,1.1,738,2.4
POA2448,51,1452,378,195,852,1.1,676,2.1
POA2449,45,1025,361,150,767,1.2,676,2.4
POA2450,42,1600,481,250,1137,1.1,920,2.4
POA2452,41,1517,457,250,1055,1.1,851,2.4
POA2453,48,1083,379,160,873,1.1,700,2.2
POA2454,43,1354,441,255,975,1.1,843,2.5
POA2455,51,1300,392,224,885,1.1,730,2.2
POA2456,43,1517,446,260,1001,1.1,880,2.5
POA2460,43,1300,411,200,972,1.1,807,2.4
POA2462,48,1083,375,200,829,1.1,670,2.4
POA2463,48,1300,402,220,936,1.1,790,2.4
POA2464,52,1517,398,255,867,1.1,733,2.1
POA2465,43,1625,370,210,1012,1.1,837,2.5
POA2466,57,986,353,200,742,1.1,577,2.0
POA2469,47,953,341,130,770,1.1,647,2.4
POA2470,41,1300,416,200,972,1.1,806,2.5
POA2471,40,1222,432,210,1039,1.1,875,2.7
POA2472,44,1300,419,185,937,1.1,806,2.3
POA2473,51,1309,390,228,866,1.1,696,2.1
POA2474,45,1213,386,180,909,1.1,729,2.4
POA2475,48,914,340,140,936,1.1,567,2.5
POA2476,40,934,362,120,861,1.1,719,2.6
POA2477,46,1603,488,260,1166,1.1,956,2.4
POA2478,45,1733,497,300,1146,1.1,913,2.3
POA2479,43,1513,521,350,1237,1.1,1028,2.6
POA2480,40,1495,468,225,1120,1.1,905,2.4
POA2481,41,1850,504,393,1157,1.1,950,2.3
POA2482,44,1517,419,288,925,1.1,773,2.4
POA2483,43,1549,460,320,993,1.1,840,2.4
POA2484,44,1528,426,250,1001,1.1,834,2.5
POA2485,52,1725,420,280,929,1.1,732,2.0
POA2486,46,1842,435,310,1065,1.1,868,2.4
POA2487,44,2037,494,310,1174,1.1,896,2.3
POA2488,39,1625,505,305,1126,1.1,966,2.5
POA2489,40,2167,461,350,1144,1.1,950,2.5
POA2490,42,1300,530,280,1238,1.1,1107,2.7
POA2500,33,1907,480,270,1411,1.1,1006,2.3
POA2502,40,1625,359,180,921,1.1,766,2.5
POA2505,43,1733,387,200,994,1.1,809,2.4
POA2506,40,1625,386,165,1113,1.1,884,2.6
POA2508,36,2400,700,360,2039,1.1,1837,3.0
POA2515,40,2167,694,360,2029,1.1,1702,2.7
POA2516,38,2299,600,220,1809,1.1,1463,2.7
POA2517,40,2167,537,260,1588,1.1,1225,2.5
POA2518,40,1950,465,220,1319,1.1,939,2.4
POA2519,39,2000,469,260,1437,1.1,1066,2.5
POA2525,39,2000,570,280,1726,1.1,1395,2.7
POA2526,38,1847,522,215,1609,1.1,1342,2.8
POA2527,35,1900,525,280,1466,1.1,1318,2.9
POA2528,42,1733,391,215,1022,1.1,819,2.4
POA2529,37,2000,537,300,1554,1.1,1343,2.8
POA2530,38,1820,489,250,1343,1.1,1137,2.7
POA2533,46,2000,574,300,1540,1.1,1246,2.5
POA2534,44,1900,538,300,1483,1.1,1197,2.6
POA2535,52,1842,486,255,1168,1.1,883,2.2
POA2536,48,1517,432,236,935,1.1,792,2.3
POA2537,50,1400,435,206,975,1.1,806,2.3
POA2538,51,1636,437,230,1014,1.1,892,2.4
POA2539,50,1321,395,235,881,1.1,747,2.3
POA2540,45,1532,428,230,994,1.1,847,2.4
POA2541,41,1400,426,195,1022,1.1,812,2.3
POA2545,49,1192,429,120,965,1.1,797,2.3
POA2546,54,1300,389,190,890,1.1,718,2.1
POA2548,53,1500,485,230,993,1.1,853,2.1
POA2549,47,1517,463,210,1086,1.1,912,2.5
POA2550,45,1300,458,185,1055,1.1,869,2.4
POA2551,48,1430,414,175,966,1.1,788,2.2
POA2555,34,1733,413,320,1151,1.2,1148,3.5
POA2556,37,2510,603,340,1602,1.1,1547,3.4
POA2557,37,2329,493,335,1396,1.1,1359,3.4
POA2558,32,1780,629,300,1603,1.1,1514,3.2
POA2559,21,1902,337,165,698,1.3,657,3.5
POA2560,33,1842,551,260,1399,1.1,1246,2.9
POA2563,46,1842,440,360,1041,1.1,1031,2.9
POA2564,33,1723,429,210,1108,1.2,994,2.9
POA2565,36,1800,562,290,1478,1.1,1293,2.8
POA2566,33,1820,585,280,1470,1.1,1385,3.1
POA2567,32,2167,740,375,1919,1.1,1841,3.2
POA2568,45,2334,529,110,1650,1.1,1352,2.8
POA2569,36,2000,640,250,1721,1.1,1663,3.1
POA2570,37,2200,661,320,1833,1.1,1635,2.9
POA2571,37,2167,657,250,1747,1.1,1531,2.9
POA2572,38,2058,550,270,1593,1.1,1402,2.8
POA2573,37,1993,513,280,1314,1.1,1117,2.7
POA2574,37,2000,557,265,1476,1.1,1271,2.9
POA2575,40,1798,524,257,1343,1.1,1109,2.6
POA2576,50,2000,575,300,1436,1.0,1149,2.4
POA2577,44,1800,553,240,1311,1.1,1072,2.5
POA2578,53,1700,480,250,1080,1.0,870,2.2
POA2579,44,1733,503,200,1251,1.1,1027,2.5
POA2580,41,1500,520,180,1290,1.1,982,2.4
POA2581,43,1660,656,180,1507,1.1,1234,2.5
POA2582,39,2000,735,230,1851,1.1,1556,2.7
POA2583,48,1300,445,135,1095,1.1,824,2.3
POA2584,47,1409,546,185,949,1.1,879,2.3
POA2585,48,1250,398,100,1262,1.1,828,2.4
POA2586,45,1000,458,120,1064,1.1,776,2.4
POA2587,47,1083,403,140,992,1.1,733,2.3
POA2588,46,1083,607,23,1343,1.0,1166,2.5
POA2590,46,1083,425,150,1030,1.1,769,2.3
POA2594,39,1300,446,180,1022,1.1,831,2.5
POA2618,41,2000,895,300,2299,1.1,2125,2.9
POA2619,34,2400,1144,365,2802,1.0,2691,3.1
POA2620,37,2000,800,270,1931,1.1,1522,2.5
POA2621,39,2252,974,350,2326,1.1,2185,2.9
POA2622,45,1517,532,200,1291,1.1,935,2.3
POA2623,39,1469,678,260,1537,1.1,1354,2.5
POA2625,38,2500,866,46,2100,1.6,1213,1.8
POA2626,41,1625,619,215,2107,1.1,1463,2.6
POA2627,35,1777,686,260,1570,1.1,1315,2.6
POA2628,44,1270,543,185,1252,1.1,955,2.4
POA2629,51,990,487,100,1224,1.0,796,2.1
POA2630,43,1226,525,180,1206,1.1,918,2.3
POA2631,48,762,411,61,882,1.1,754,2.3
POA2632,45,1083,493,140,1086,1.1,884,2.2
POA2633,51,910,386,100,937,1.0,672,2.1
POA2640,37,1517,587,200,1484,1.1,1131,2.4
POA2641,38,1300,495,180,1123,1.1,853,2.3
POA2642,41,1300,512,120,1225,1.1,1037,2.7
POA2643,46,1290,465,220,1042,1.1,880,2.4
POA2644,45,1083,503,140,1173,1.1,905,2.4
POA2645,51,520,339,75,687,1.1,582,2.0
POA2646,45,1300,475,160,1104,1.1,874,2.3
POA2647,51,1509,455,200,1002,1.1,819,2.2
POA2648,47,1070,431,130,917,1.1,721,2.3
POA2649,26,2600,500,0,2250,1.0,900,2.0
POA2650,35,1595,589,225,1426,1.1,1145,2.5
POA2651,24,1300,694,215,1326,1.1,1202,2.7
POA2652,42,1164,516,105,1266,1.1,978,2.6
POA2653,42,1083,457,160,1103,1.1,862,2.4
POA2655,43,1203,488,160,1160,1.0,907,2.5
POA2656,47,1000,444,70,1018,1.1,802,2.4
POA2658,45,813,396,125,949,1.1,705,2.4
POA2659,42,1300,465,140,1266,1.1,1036,2.5
POA2660,43,1127,422,140,1035,1.1,827,2.5
POA2661,24,0,773,225,2014,1.1,1874,3.0
POA2663,38,1200,462,160,1106,1.1,869,2.5
POA2665,44,650,387,85,888,1.1,709,2.5
POA2666,45,1092,426,140,990,1.1,794,2.4
POA2668,43,867,401,80,776,1.1,652,2.4
POA2669,42,433,431,22,1002,1.1,822,2.6
POA2671,40,1196,491,150,1182,1.1,943,2.4
POA2672,36,791,406,103,925,1.1,848,2.5
POA2675,40,997,530,100,1201,1.1,973,2.3
POA2678,20,0,209,0,0,0,0,0
POA2680,36,1517,532,180,1293,1.1,1074,2.7
POA2681,38,1408,519,162,1205,1.1,992,2.6
POA2700,42,1081,457,150,997,1.1,811,2.4
POA2701,42,1571,502,170,1182,1.1,970,2.7
POA2702,46,845,384,110,1038,1.1,702,2.4
POA2703,18,1300,281,40,1058,1.1,804,2.4
POA2705,37,1300,499,165,1200,1.1,977,2.6
POA2706,37,1170,503,150,1014,1.1,891,2.5
POA2707,40,1083,511,125,1178,1.1,935,2.6
POA2710,44,1083,469,140,1111,1.1,840,2.3
POA2711,43,1083,456,120,978,1.1,802,2.4
POA2712,47,900,421,108,926,1.1,766,2.2
POA2713,45,905,424,110,983,1.1,785,2.3
POA2714,53,1101,390,175,896,1.0,709,2.1
POA2715,44,700,454,120,1101,1.1,848,2.4
POA2716,47,910,450,100,1053,1.1,807,2.3
POA2717,40,910,410,140,966,1.1,842,2.6
POA2720,40,1500,486,180,1253,1.1,968,2.4
POA2721,46,303,365,68,809,1.0,805,2.6
POA2722,42,1213,462,150,1134,1.1,887,2.5
POA2725,46,777,358,95,790,1.1,775,2.5
POA2726,44,1603,566,0,1262,1.1,985,2.5
POA2727,43,1170,536,0,1399,1.1,989,2.6
POA2729,43,1166,459,121,1204,1.1,913,2.5
POA2730,47,930,453,120,1036,1.1,786,2.2
POA2731,46,1517,474,220,1077,1.1,870,2.3
POA2732,51,1200,412,135,974,1.1,775,2.2
POA2733,46,770,447,94,968,1.1,782,2.4
POA2735,43,960,389,125,1037,1.1,942,2.8
