region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA2000,0,967,985,141,31,19,5,4,0,2152,0,226,411,206,132,135,102,66,25,1303,11,47,55,14,13,14,6,3,0,163,372,2239,3406,995,646,624,307,148,43,8780,0,145,1759,706,572,636,362,125,31,4336,0,316,1034,244,160,94,20,5,0,1873,0,7,30,87,128,82,26,13,4,377,757,0,0,0,0,0,0,0,0,757,0,278,0,0,0,0,0,0,0,278,0,120,159,34,19,11,3,0,0,346,0,548,406,58,18,35,13,14,9,1101,0,410,525,83,9,3,6,4,0,1040,0,1864,2005,269,80,48,17,9,3,4295,0,400,949,532,354,301,186,122,46,2890,14,94,98,47,37,22,11,6,0,329,771,4182,6965,2060,1377,1232,644,298,93,17622
POA2006,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,17,0,0,6,3,0,0,0,26,0,0,0,0,12,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,28,0,3,12,3,0,0,0,46
POA2007,0,344,211,16,16,0,0,0,0,587,0,192,125,70,37,39,24,24,11,522,3,22,26,7,5,3,0,3,0,69,145,826,929,299,179,116,67,50,11,2622,0,40,460,241,148,109,61,39,3,1101,0,130,404,116,28,17,3,0,0,698,0,0,17,37,35,16,7,5,0,117,296,0,0,0,0,0,0,0,0,296,0,84,0,0,0,0,0,0,0,84,0,29,46,5,7,0,0,0,0,87,0,128,89,12,9,12,7,4,3,264,0,91,102,14,4,4,0,0,0,215,0,568,530,56,27,6,6,3,0,1196,0,353,278,152,79,79,40,40,11,1032,10,42,47,18,8,6,0,3,0,134,306,1465,1973,651,345,249,124,94,17,5224
POA2008,0,390,274,39,13,8,4,3,0,731,0,52,123,65,48,36,29,16,3,372,0,34,25,5,5,7,0,0,3,79,107,699,919,298,198,120,68,30,9,2448,0,16,338,205,108,85,41,17,3,813,0,123,427,183,106,45,6,3,0,893,0,0,8,19,37,17,10,6,3,100,251,0,0,0,0,0,0,0,0,251,0,66,0,0,0,0,0,0,0,66,0,30,28,7,9,3,0,0,0,77,0,99,80,9,7,3,6,3,0,207,0,100,98,8,0,3,0,3,0,212,0,708,642,109,43,29,13,6,0,1550,0,114,274,172,129,106,75,22,6,898,0,57,54,21,8,17,0,0,3,160,251,1313,1949,733,447,308,151,60,15,5227
POA2009,0,165,405,101,21,12,7,0,0,711,0,32,218,153,93,90,72,43,11,712,0,14,33,14,11,12,5,3,0,92,429,559,1892,844,553,459,230,77,19,5062,0,44,1005,756,495,533,259,61,6,3159,0,132,815,330,161,96,34,3,0,1571,0,0,43,80,112,49,16,9,4,313,881,0,0,0,0,0,0,0,0,881,0,193,0,0,0,0,0,0,0,193,0,110,127,22,13,4,0,0,0,276,0,107,131,22,21,18,10,7,4,320,0,68,146,16,5,0,0,3,0,238,0,331,893,207,43,33,17,3,0,1527,0,74,495,338,229,178,121,67,14,1516,6,28,70,24,19,19,9,3,0,178,887,1087,3725,1795,1098,930,466,156,28,10172
POA2010,0,459,787,180,73,27,14,5,0,1545,0,129,642,440,273,263,172,113,57,2089,7,46,119,29,13,15,19,11,0,259,508,1138,3563,1474,840,644,371,219,90,8847,0,48,1260,939,513,421,240,138,28,3587,0,333,2443,1088,557,243,39,5,4,4712,0,3,16,70,89,72,34,35,20,339,978,0,0,0,0,0,0,0,0,978,0,180,0,0,0,0,0,0,0,180,0,101,103,36,32,19,6,0,0,297,0,165,194,55,36,23,17,10,12,512,0,98,241,53,17,15,6,3,0,433,0,866,1937,543,240,129,58,13,3,3789,0,251,1459,1270,940,637,392,223,75,5247,19,82,225,100,49,27,24,14,0,540,997,2127,7878,4154,2473,1586,816,441,142,20614
POA2011,0,146,348,85,27,29,12,6,0,653,0,118,664,543,338,329,222,144,88,2446,8,27,48,22,28,12,6,6,3,160,307,617,2141,1223,747,716,414,231,109,6505,0,38,666,531,331,415,292,133,32,2438,0,235,1332,711,357,220,67,17,0,2939,0,4,28,64,87,57,37,19,6,302,605,0,0,0,0,0,0,0,0,605,0,128,0,0,0,0,0,0,0,128,0,75,81,39,25,0,0,0,0,220,0,87,74,19,13,16,7,7,4,227,0,19,57,15,6,6,0,3,0,106,0,304,783,236,121,95,42,14,0,1595,0,245,1268,1254,862,680,446,255,132,5142,12,47,110,69,55,20,17,9,3,342,617,1182,4399,2938,1857,1509,908,457,177,14044
POA2015,0,119,234,55,12,19,4,5,0,448,0,28,175,158,96,91,42,26,15,631,14,14,39,15,8,4,3,4,0,101,418,408,1255,808,400,267,116,64,25,3761,0,12,606,643,317,193,101,35,4,1911,0,119,752,435,195,74,15,0,0,1590,0,5,15,62,72,34,7,14,3,212,814,0,0,0,0,0,0,0,0,814,0,146,0,0,0,0,0,0,0,146,0,89,49,18,10,7,0,3,0,176,0,64,79,20,9,11,8,3,3,197,0,38,72,14,11,0,8,6,0,149,0,230,535,141,66,45,12,8,0,1037,0,56,328,359,239,167,76,42,21,1288,29,34,73,33,14,4,6,4,0,197,843,793,2509,1725,933,535,233,115,31,7717
POA2016,0,239,416,79,39,30,8,6,0,817,0,34,138,153,135,158,160,126,48,952,5,30,44,17,14,9,8,3,0,130,306,562,1325,713,498,422,346,242,68,4482,0,24,485,520,315,248,235,169,23,2019,0,110,647,458,286,114,30,6,0,1651,0,3,29,58,83,63,42,27,11,316,672,0,0,0,0,0,0,0,0,672,0,158,0,0,0,0,0,0,0,158,0,74,94,51,33,12,3,0,0,267,0,81,124,31,18,18,19,14,13,318,0,73,117,20,10,10,3,0,0,233,0,536,977,296,180,89,31,14,3,2126,0,74,325,416,414,393,306,208,63,2199,16,61,101,37,26,24,14,3,0,282,688,1194,2899,1887,1365,971,683,441,113,10241
POA2017,0,471,381,69,30,14,7,3,3,978,0,98,204,146,154,190,171,115,59,1137,13,18,33,21,8,7,7,4,0,111,472,1138,1772,783,545,496,323,202,83,5814,0,59,947,593,285,299,220,124,18,2545,0,250,901,394,148,85,15,6,0,1799,0,18,42,122,167,82,39,31,13,514,945,0,0,0,0,0,0,0,0,945,0,224,0,0,0,0,0,0,0,224,0,135,141,31,32,18,3,0,0,360,0,236,154,46,23,35,16,14,9,533,0,144,135,17,0,5,0,0,0,301,0,963,869,248,99,60,29,16,3,2287,0,204,475,414,409,423,377,216,79,2597,19,44,75,53,22,14,14,4,0,245,964,2277,3739,1918,1185,1021,713,411,122,12350
