UCL_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
UCL115042,27,227,247,102,53,657,12,670
UCL115043,72,389,283,79,44,860,17,878
UCL115044,87,348,257,74,49,812,29,843
UCL115045,22,149,135,53,28,383,10,398
UCL115046,6,166,270,82,48,568,16,581
UCL115047,43,337,317,115,62,873,15,891
UCL115048,71,621,581,164,69,1501,32,1527
UCL115049,19,191,147,46,26,437,12,448
UCL115050,0,132,358,93,55,634,6,643
UCL115051,24,351,337,104,19,829,16,843
UCL115052,33,235,217,74,48,610,9,623
UCL115053,37,211,161,50,16,470,6,482
UCL115054,5,52,117,73,83,332,0,339
UCL115055,48,387,319,93,61,911,6,922
UCL115056,106,513,464,130,56,1263,32,1297
UCL115057,82,521,441,131,39,1217,33,1251
UCL115058,33,352,239,54,25,698,3,703
UCL115059,35,338,263,62,41,738,15,754
UCL115060,21,249,335,91,43,739,7,745
UCL115061,27,182,124,55,37,424,9,427
UCL115062,3,96,185,81,79,448,6,453
UCL115063,7,107,194,64,49,416,0,415
UCL115064,62,517,704,213,125,1620,14,1635
UCL115065,82,382,312,105,34,917,36,947
UCL115066,3,149,332,186,142,814,6,827
UCL115067,73,515,360,90,43,1079,21,1103
UCL115068,19,210,214,79,26,551,10,557
UCL115069,71,372,289,104,61,900,10,912
UCL115070,33,300,446,202,133,1112,13,1124
UCL115071,47,302,276,99,63,785,13,800
UCL115072,6,123,346,113,73,658,3,662
UCL115073,49,298,267,92,36,748,11,758
UCL115074,42,295,249,87,48,717,34,746
UCL115075,10,249,171,41,26,508,3,510
UCL115076,49,302,262,69,52,740,26,764
UCL115077,57,689,576,136,45,1496,22,1517
UCL115078,27,278,212,46,25,587,19,609
UCL115079,66,352,316,95,56,880,28,899
UCL115080,18,193,332,142,98,793,8,802
UCL115081,32,142,161,44,20,397,12,409
UCL115082,34,220,196,47,28,527,8,529
UCL115083,34,368,449,145,66,1063,19,1080
UCL115084,49,387,297,70,26,828,22,852
UCL115085,6,105,202,64,56,433,5,439
UCL115086,19,234,315,133,102,803,18,825
UCL115087,6,117,182,82,44,433,9,434
UCL115088,12,202,270,84,27,587,4,595
UCL115089,101,567,536,206,97,1511,31,1547
UCL115090,48,280,153,46,30,566,13,575
UCL115091,15,246,198,58,42,558,15,572
UCL115092,21,269,277,80,42,687,12,697
UCL115093,8,115,176,77,59,435,0,434
UCL115094,82,554,352,94,43,1126,14,1147
UCL115095,31,169,147,48,17,417,7,426
UCL115096,35,619,678,175,101,1619,18,1636
UCL115097,31,440,429,127,63,1091,11,1101
UCL115098,36,202,155,40,20,457,9,470
UCL115099,99,517,385,105,54,1155,37,1188
UCL115100,70,492,376,76,40,1063,39,1103
UCL115101,28,333,418,128,40,946,16,963
UCL115102,56,355,264,86,39,802,24,823
UCL115103,23,163,133,45,17,382,12,393
UCL115104,30,200,226,77,38,565,11,570
UCL115105,44,227,238,73,33,616,14,628
UCL115106,88,425,368,131,72,1090,24,1119
UCL115107,66,529,507,155,73,1324,27,1354
UCL115108,0,99,306,146,107,660,5,660
UCL115109,113,712,507,129,52,1507,31,1539
UCL115110,124,593,494,153,86,1443,35,1478
UCL115111,81,502,442,141,83,1253,23,1275
UCL115112,5,216,394,115,51,774,10,789
UCL115113,51,254,239,90,41,679,27,711
UCL115114,56,395,362,107,59,975,19,994
UCL115115,56,648,726,280,104,1815,37,1855
UCL115116,77,823,711,168,71,1848,45,1890
UCL115117,32,403,216,44,26,726,13,739
UCL115118,20,270,246,78,30,646,10,654
UCL115119,68,418,522,219,164,1388,13,1406
UCL115120,10,151,445,205,202,1019,9,1024
UCL115121,54,274,245,117,56,743,12,754
UCL115122,77,398,352,98,54,988,21,1007
UCL115123,8,144,239,84,51,524,7,531
UCL115124,22,483,724,236,113,1577,24,1599
UCL115125,72,667,499,123,66,1432,31,1462
UCL115126,14,156,153,63,32,416,3,422
UCL115127,9,204,220,62,24,515,4,516
UCL115128,9,260,392,93,40,794,5,799
UCL115129,9,135,268,83,61,569,3,567
UCL115130,100,748,542,143,68,1604,71,1674
UCL115131,57,579,657,204,135,1635,22,1658
UCL115132,21,280,299,68,29,698,17,712
UCL115133,51,661,531,109,37,1392,12,1405
UCL115134,132,673,552,198,106,1664,29,1694
UCL115135,108,552,388,119,52,1232,41,1275
UCL115136,7,143,303,128,115,701,4,699
UCL115137,63,470,564,224,171,1499,14,1511
UCL115138,5,227,353,89,40,716,9,726
UCL115139,33,343,384,126,59,949,48,997
UCL115140,19,202,196,53,27,501,10,513
UCL115141,25,224,232,76,37,595,13,605
UCL115142,28,462,435,99,43,1066,16,1083
UCL115143,64,385,358,106,60,974,12,988
UCL115144,69,507,414,105,62,1162,25,1184
UCL115145,11,300,249,45,23,624,12,635
UCL115146,43,431,455,141,78,1151,8,1157
UCL115147,11,130,238,39,13,430,0,432
UCL115148,36,235,224,57,34,579,13,598
UCL115149,24,121,95,31,19,288,6,293
UCL115150,23,124,139,53,63,392,0,395
UCL115151,22,249,299,132,73,768,8,777
UCL115152,29,214,141,53,15,453,23,479
UCL115153,53,234,183,53,16,539,12,554
UCL115154,37,207,212,78,27,553,12,570
UCL115155,168,749,509,149,81,1652,49,1700
UCL115156,34,201,180,51,24,483,31,518
UCL115157,50,246,164,59,29,552,17,575
UCL115158,59,417,406,131,64,1073,28,1098
UCL115159,0,107,246,133,102,592,6,603
UCL115160,9,119,448,169,120,859,9,861
UCL115161,118,730,649,188,101,1789,48,1832
UCL115162,13,363,507,143,80,1112,6,1118
UCL115163,23,141,208,112,120,601,13,618
UCL115164,15,206,202,63,51,531,13,542
UCL115165,10,128,149,72,38,394,9,403
UCL121001,9,140,114,52,28,349,10,354
UCL121002,14,103,72,24,11,215,10,225
UCL121003,3,85,129,34,27,281,5,283
UCL121004,5,73,139,59,29,310,3,310
UCL121005,0,28,49,32,57,162,3,170
UCL121006,4,97,83,42,20,248,4,253
UCL121007,27,169,129,53,22,400,6,407
UCL121008,25,61,31,11,3,132,9,138
UCL121009,10,128,123,40,21,318,14,331
UCL121010,3,117,106,31,7,268,5,273
UCL121011,39,152,110,26,10,345,17,360
UCL121012,4,27,112,52,78,272,0,273
UCL121013,52,107,60,15,10,238,17,252
UCL121014,8,92,65,32,15,208,9,217
UCL121015,18,110,107,37,23,288,0,294
UCL121016,3,46,92,30,21,188,3,195
UCL121017,0,54,143,40,24,253,0,257
UCL121018,7,85,133,62,30,318,5,323
UCL121019,0,23,99,53,38,217,0,219
UCL121020,0,59,85,39,20,205,3,204
UCL121021,10,100,87,29,10,242,7,246
UCL121022,17,112,106,29,22,278,9,283
UCL121023,12,137,94,28,5,279,8,283
UCL121024,4,66,87,28,15,196,4,197
UCL121025,9,57,88,29,21,202,0,202
UCL121026,19,187,155,47,22,421,13,433
UCL121027,3,60,85,47,16,204,3,214
UCL121028,5,140,137,56,12,340,5,347
UCL121029,0,60,93,41,17,215,5,221
UCL121030,14,132,124,48,26,343,6,350
UCL121031,0,115,164,65,24,375,5,379
UCL121032,28,130,100,35,21,301,5,310
UCL121033,0,55,87,18,6,164,0,169
UCL121034,7,65,123,50,44,291,3,300
UCL121035,3,90,143,62,59,364,3,367
UCL121036,5,87,210,75,60,433,0,439
UCL121037,6,99,148,36,28,316,10,320
UCL121038,0,78,97,29,20,218,4,222
UCL121039,3,49,97,41,32,227,4,226
UCL121040,0,16,71,42,34,166,0,166
UCL121041,8,93,83,44,4,242,7,248
UCL121042,6,85,98,22,14,218,9,230
UCL121043,5,50,96,38,32,218,0,218
UCL121044,3,52,72,32,17,176,7,180
UCL121045,3,69,103,30,9,215,9,221
UCL121046,3,32,73,38,21,162,3,167
UCL121047,4,69,102,36,19,224,6,229
UCL121048,0,28,80,37,26,174,4,174
UCL121049,4,58,67,33,26,190,0,193
UCL121050,25,212,75,11,4,320,11,330
UCL121051,27,151,135,61,17,388,5,398
UCL121052,25,166,126,24,24,359,3,365
UCL121053,21,129,107,33,12,296,11,308
UCL121054,0,10,74,55,80,215,0,217
UCL121055,3,75,128,37,17,259,5,258
UCL121056,3,115,139,43,33,330,0,332
UCL121057,0,22,83,53,58,217,0,216
UCL121058,4,87,248,146,119,602,5,609
UCL121059,8,66,116,32,23,239,0,238
UCL121060,0,31,148,73,68,316,3,324
UCL121061,0,38,77,33,29,173,3,171
UCL121062,0,52,163,62,37,330,4,327
UCL121063,8,149,113,22,10,300,10,306
UCL121064,4,110,112,30,23,274,6,279
UCL121065,7,123,172,50,26,370,6,380
UCL121066,7,34,70,36,23,176,4,182
UCL121067,34,141,128,32,23,356,9,363
UCL121068,14,296,377,121,54,854,11,865
UCL121069,0,11,102,56,58,225,0,225
UCL121070,5,66,87,22,23,195,4,201
UCL121071,9,51,88,28,23,200,4,203
UCL121072,4,91,107,45,28,276,6,284
UCL121073,18,122,102,36,13,295,8,304
UCL121074,15,111,89,20,12,251,0,248
UCL121075,21,129,59,18,21,243,3,245
UCL121076,6,78,147,60,38,332,8,334
UCL121077,9,80,107,40,19,263,0,263
UCL121078,5,52,100,47,28,233,0,234
UCL121079,8,38,90,24,26,192,0,190
UCL121080,13,116,177,55,23,383,5,386
UCL121081,0,22,79,41,33,173,4,176
UCL121082,3,154,170,59,31,430,9,433
UCL121083,27,200,135,27,26,420,6,422
UCL121084,0,27,97,56,56,248,0,248
UCL121085,0,116,204,40,27,378,0,386
UCL121086,29,156,114,45,22,362,8,374
UCL121087,6,77,101,38,16,237,4,243
UCL121088,3,61,92,35,21,217,5,224
UCL121089,3,79,189,39,29,336,6,341
UCL121090,4,34,82,52,86,259,5,262
UCL121091,0,52,103,50,33,241,0,240
UCL121092,8,76,166,69,58,379,9,391
UCL121093,5,110,147,74,46,382,8,387
UCL121094,34,126,95,31,20,302,13,318
UCL121095,4,31,120,42,31,231,7,235
UCL121096,4,133,134,39,22,326,5,333
UCL121097,0,64,124,41,23,256,7,260
UCL121098,6,60,155,56,52,321,0,321
UCL121099,14,116,94,34,19,276,5,283
UCL121100,9,112,186,56,31,390,3,392
UCL121101,5,79,124,87,71,366,6,376
UCL121102,11,154,167,49,19,405,4,406
UCL121103,18,127,148,50,24,362,12,373
UCL121104,8,90,108,42,18,272,8,277
UCL121105,18,153,95,30,4,301,13,314
UCL121106,0,145,202,46,18,416,0,414
UCL121107,14,103,143,47,32,343,11,355
UCL121108,6,104,135,44,19,308,5,317
UCL121109,0,39,66,31,30,171,3,168
UCL121110,14,170,154,39,15,393,8,401
UCL121111,28,123,93,36,16,299,5,301
UCL121112,13,71,117,53,22,275,3,280
UCL121113,7,75,65,31,22,200,4,208
UCL121114,0,103,149,36,18,303,3,304
UCL121115,8,144,126,21,6,301,9,311
UCL121116,4,38,109,70,70,293,5,292
UCL121117,8,84,104,37,14,240,6,246
UCL121118,7,48,61,27,25,167,0,168
UCL121119,0,75,128,59,43,303,3,308
UCL121120,45,66,17,3,3,136,6,142
UCL121121,0,53,63,39,26,180,8,186
UCL121122,7,42,102,39,22,205,3,206
UCL121123,3,78,96,41,14,232,9,237
UCL121124,5,113,87,26,4,239,4,242
UCL121125,9,126,149,52,27,367,9,378
UCL121126,0,55,90,41,20,203,8,211
UCL121127,4,51,67,48,45,212,8,218
UCL121128,3,70,135,61,56,330,3,332
UCL122001,0,16,32,11,17,81,0,81
UCL122002,12,31,40,9,5,91,0,97
UCL122003,7,33,47,25,30,139,0,144
UCL122004,0,27,49,3,3,81,0,81
UCL122005,12,67,52,20,7,158,5,161
UCL122006,8,41,39,12,11,114,6,121
UCL122007,14,83,63,32,10,198,7,207
UCL122008,4,32,34,18,13,89,4,91
UCL122009,0,41,50,16,12,121,5,122
UCL122010,3,33,37,21,20,118,0,118
UCL122011,0,19,50,27,20,116,0,114
UCL122012,11,55,42,11,10,120,3,129
UCL122013,4,45,25,8,0,83,3,90
UCL122014,4,47,48,19,15,126,6,134
UCL122015,0,33,49,17,0,99,0,105
UCL122016,0,27,34,17,7,89,0,86
UCL122017,0,53,43,12,11,126,0,126
UCL122018,9,83,53,20,11,175,10,180
UCL122019,4,40,36,14,8,110,0,114
UCL122020,13,79,34,11,0,137,4,146
UCL122021,0,15,34,11,13,71,0,71
UCL122022,3,52,63,32,19,170,0,169
UCL122023,0,22,54,29,25,132,0,132
UCL122024,0,22,39,22,14,103,5,104
UCL122025,3,24,32,18,14,95,3,93
UCL122026,0,24,38,17,10,82,3,84
UCL122027,7,49,33,7,12,101,8,107
UCL122028,0,47,55,30,17,143,0,144
UCL122029,0,34,44,17,9,100,0,100
UCL122030,0,56,67,15,9,152,4,158
UCL122031,0,19,63,31,14,125,0,125
UCL122032,0,79,69,18,9,185,6,186
UCL122033,4,22,30,18,4,83,0,83
UCL122034,0,7,36,16,14,73,0,73
UCL122035,11,71,61,17,11,176,0,175
UCL122036,31,60,27,9,4,128,3,127
UCL122037,0,19,41,9,15,86,0,89
UCL122038,0,47,42,15,6,115,6,117
UCL122039,5,50,63,19,14,151,6,156
UCL122040,0,31,44,7,6,91,0,85
UCL122041,3,34,59,30,12,134,3,136
UCL122042,0,14,36,9,23,92,0,91
UCL122043,6,41,48,25,14,134,4,137
UCL122044,0,13,19,5,5,43,0,43
UCL122045,3,41,41,19,5,113,3,116
UCL122046,0,73,99,20,9,213,0,214
UCL122047,32,72,28,0,0,134,6,136
UCL122048,29,52,45,11,13,142,14,160
UCL122049,11,61,42,17,5,139,3,143
UCL122050,3,44,34,13,0,88,3,97
UCL122051,6,49,36,12,0,98,0,104
UCL122052,0,29,46,16,4,101,5,102
UCL122053,12,58,46,17,0,136,4,136
UCL122054,0,42,63,12,8,135,6,139
UCL122055,3,61,87,16,7,177,0,182
UCL122056,0,20,56,17,23,106,0,106
UCL122057,0,20,38,23,15,93,0,93
UCL122058,3,75,79,32,11,207,4,206
UCL122059,0,61,79,19,15,174,0,174
UCL122060,4,40,61,25,12,137,7,142
UCL122061,13,17,7,3,0,42,23,61
UCL122062,5,31,40,22,9,105,3,110
UCL122063,5,37,45,21,8,123,3,124
UCL122064,19,58,35,8,4,126,3,131
UCL122065,5,74,58,19,5,159,3,165
UCL122066,0,27,69,17,20,133,0,133
UCL122067,0,81,72,18,7,182,7,190
UCL122068,11,23,15,10,4,58,3,61
UCL122069,7,52,51,18,3,135,0,137
UCL122070,4,44,68,24,21,159,4,163
UCL122071,0,56,58,13,7,138,0,134
UCL122072,7,41,36,9,7,94,0,97
UCL122073,6,66,30,19,3,126,0,132
UCL122074,4,51,45,16,10,123,5,132
UCL122075,0,28,40,10,16,91,0,90
UCL122076,0,22,30,20,10,76,0,81
UCL122077,3,53,51,18,4,131,7,138
UCL122078,11,63,37,11,5,128,4,130
UCL122079,0,32,61,12,4,108,0,104
UCL122080,0,29,54,36,22,140,4,142
UCL122081,5,24,39,19,10,97,4,100
UCL122082,4,37,22,8,6,75,62,132
UCL122083,0,9,48,15,23,98,0,98
UCL122084,6,16,25,12,6,61,0,66
UCL122085,3,46,38,15,4,108,7,115
UCL122086,29,67,44,11,5,155,4,164
UCL122087,0,28,34,8,4,75,0,74
UCL122088,5,27,24,14,11,77,3,81
UCL122089,6,47,60,32,23,164,4,163
UCL122090,4,46,82,33,9,173,0,176
UCL122091,14,60,32,17,7,126,5,128
UCL122092,0,24,48,24,24,120,0,122
UCL122093,16,75,35,10,4,148,5,152
UCL122094,8,53,55,12,12,139,0,139
UCL122095,0,26,32,12,7,83,0,88
UCL122096,0,31,43,14,9,99,4,100
UCL122097,8,42,30,8,12,89,0,89
UCL122098,17,104,46,10,3,181,15,190
UCL122099,5,43,31,19,3,105,0,105
UCL122100,0,66,80,31,12,195,3,196
UCL122101,0,43,60,23,12,137,4,140
UCL122102,7,52,41,11,8,123,3,128
UCL122103,3,43,23,16,7,83,3,87
UCL122104,0,4,45,29,42,127,0,128
UCL122105,3,33,47,15,11,108,0,108
UCL122106,3,35,38,8,5,88,0,89
UCL122107,0,43,60,21,10,133,3,141
UCL122108,7,46,37,0,4,96,0,96
UCL122109,0,0,0,0,0,0,0,0
UCL122110,0,35,66,24,12,138,5,139
UCL122111,0,12,44,31,26,110,0,110
UCL122112,0,41,56,16,18,126,0,129
UCL122113,0,9,45,13,6,77,3,77
UCL122114,5,64,44,13,5,126,4,132
UCL122115,0,22,51,16,11,102,0,104
UCL122116,0,26,50,12,12,105,0,105
UCL122117,4,22,58,27,27,138,0,138
UCL122118,0,30,37,24,8,107,3,105
UCL122119,0,50,64,12,14,139,0,145
UCL122120,0,39,76,21,13,161,0,160
UCL122121,0,26,52,14,11,98,0,100
UCL122122,3,37,88,21,13,157,0,159
UCL122123,4,32,33,10,9,89,0,87
UCL122124,3,14,46,13,13,86,0,86
UCL122125,3,38,28,8,5,80,3,86
UCL122126,0,12,70,29,26,132,0,133
UCL122127,3,43,39,17,8,118,0,123
UCL122128,0,23,30,13,8,78,4,83
UCL122129,0,27,47,24,9,113,0,111
UCL122130,4,21,23,11,6,63,4,70
UCL122131,10,38,20,6,5,82,10,91
UCL122132,15,66,46,20,11,157,6,167
UCL122133,15,70,30,4,3,124,9,127
UCL122134,0,32,60,31,12,136,0,136
UCL122135,6,28,31,16,3,73,9,78
UCL122136,24,10,3,5,0,42,0,42
UCL122137,3,57,39,10,7,116,0,116
UCL122138,11,72,49,11,7,148,5,156
UCL122139,0,33,44,16,10,111,0,111
UCL122140,10,32,19,9,8,74,0,71
UCL122141,4,29,60,23,11,134,4,141
UCL122142,0,40,21,15,4,79,4,85
UCL122143,6,25,29,10,3,73,0,73
UCL122144,15,64,64,20,4,171,0,171
UCL122145,12,44,42,13,8,106,3,109
UCL122146,6,44,35,8,12,104,5,107
UCL122147,5,54,17,8,3,94,6,95
UCL122148,0,32,39,16,5,90,4,91
UCL122149,12,41,37,27,10,130,6,129
UCL122150,0,49,74,31,11,168,0,171
UCL122151,5,59,49,11,0,124,6,127
UCL122152,3,57,52,13,10,140,0,136
UCL122153,0,37,54,29,17,137,0,141
UCL122154,5,37,80,30,13,157,3,160
UCL122155,8,58,77,32,21,187,10,198
UCL122156,3,55,61,30,13,162,4,169
UCL122157,0,13,34,30,42,115,0,122
UCL122158,4,42,28,10,6,89,0,89
UCL131001,2659,38872,74032,39496,34293,189350,3313,192660
UCL179997,0,0,0,0,0,0,0,0
UCL199994,0,0,0,0,0,0,0,0
