UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL121008,5,0,6,3,3,6,0,0,0,25,0,0,3,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,5,3,12,6,6,12,5,0,0,44,0,4,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,8,5,3,13,9,6,11,7,0,0,51,5,9,3,7,11,10,21,7,0,84,10,5,11,13,15,12,9,4,0,74,25,16,34,28,28,30,41,13,0,212,0,0,7,3,0,4,0,0,0,12,0,0,0,3,4,8,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,3,8,5,0,0,30,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,4,0,0,4,0,0,0,0,0,10
UCL121009,0,12,30,21,34,29,3,0,0,133,4,6,3,3,0,4,3,0,0,26,0,0,0,3,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,6,19,36,30,39,38,10,0,0,176,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,10,7,28,37,29,39,37,10,0,0,188,12,5,0,0,3,7,33,32,12,110,5,3,8,10,16,3,14,3,9,61,25,35,49,43,57,51,48,39,20,357,3,9,16,26,22,9,4,0,0,82,6,5,5,12,13,7,0,0,0,57,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,10,28,34,33,17,8,0,0,141,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,10
UCL121010,0,3,7,9,19,22,0,4,0,78,8,4,0,6,11,10,8,0,0,54,0,0,0,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,8,10,27,34,30,11,4,0,140,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,0,0,9,11,16,10,27,33,30,18,4,0,144,4,0,3,3,3,26,45,17,3,104,0,0,0,4,8,7,11,3,0,27,12,16,12,30,46,60,73,25,5,273,0,0,7,8,11,11,4,0,0,47,7,3,10,18,17,25,7,7,0,86,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,5,5,3,18,28,34,36,10,7,0,141,0,0,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9
UCL121011,4,6,12,16,10,12,5,0,0,65,11,6,3,0,10,13,4,0,0,48,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,5,15,11,17,17,27,31,10,0,0,129,7,3,7,0,3,0,0,0,0,14,0,0,0,3,0,0,0,0,0,8,8,6,8,3,3,0,0,0,0,25,21,15,29,23,23,29,13,0,0,149,20,7,21,9,14,22,45,20,7,163,4,6,9,5,0,15,3,5,0,49,38,30,52,33,42,64,62,27,7,362,4,4,5,5,14,5,3,0,0,42,3,6,13,16,23,16,9,0,0,77,0,0,0,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,9,13,11,19,26,35,21,8,0,0,134,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,4,0,5,4,0,0,0,0,0,7
UCL121012,7,17,20,28,42,47,7,0,0,165,7,8,5,0,6,11,7,0,0,48,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,13,23,28,32,52,62,15,0,0,221,0,0,0,0,0,6,0,0,0,11,7,0,0,0,0,0,0,0,0,5,7,0,0,0,0,6,0,0,0,13,21,27,30,34,51,64,15,0,0,240,14,7,5,9,4,21,50,14,0,122,0,0,0,0,0,4,5,3,0,11,31,31,29,39,54,89,62,21,0,370,8,12,13,18,24,26,0,0,0,100,12,13,11,12,25,28,7,0,0,114,4,3,5,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,17,28,29,33,55,57,9,0,0,225,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6
UCL121013,0,3,26,12,10,13,3,0,0,80,0,3,4,4,0,3,6,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,9,39,16,13,18,9,0,0,106,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,10,4,10,39,16,19,20,9,0,0,118,11,4,0,0,15,27,20,8,0,90,0,6,15,6,10,11,7,3,0,50,21,21,53,29,38,54,30,12,0,260,0,5,21,13,13,20,4,0,0,79,0,0,15,9,9,8,3,0,0,39,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,10,39,23,29,25,3,0,0,129,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,8
UCL121014,0,0,10,13,19,12,0,0,0,63,3,0,9,3,6,9,9,0,0,34,0,0,0,0,0,5,0,0,0,9,0,3,0,0,0,0,0,0,0,8,3,7,16,22,27,30,13,0,0,115,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,7,19,22,28,33,13,0,0,120,3,0,0,3,8,15,34,16,0,82,0,0,0,3,7,8,9,0,0,30,10,5,17,31,39,55,46,26,0,239,5,0,6,10,11,14,0,0,0,42,3,4,8,12,15,8,7,0,0,61,0,0,5,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,7,3,13,29,31,25,10,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121015,0,9,17,17,30,34,7,0,0,123,5,4,8,12,7,15,11,5,0,64,0,3,5,0,0,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,6,14,35,29,39,58,17,4,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,7,18,35,29,39,58,16,4,0,212,16,3,4,3,4,23,18,18,6,99,0,0,0,0,0,3,0,0,0,7,18,23,42,33,49,87,37,23,8,321,0,3,16,14,29,19,0,0,0,76,3,8,12,14,22,18,5,0,0,91,0,4,6,0,7,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,12,27,27,54,49,9,0,0,190,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7
UCL121016,0,7,21,20,10,18,6,0,0,78,0,0,8,5,13,9,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,5,29,31,29,27,12,0,0,130,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,29,31,26,29,12,0,0,134,3,0,3,5,3,14,25,6,7,69,4,0,0,4,7,5,3,0,0,22,13,9,34,39,35,44,39,8,4,224,0,0,6,5,14,17,3,0,0,47,3,3,5,8,16,19,3,0,0,67,0,0,4,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,5,6,6,19,16,30,40,14,0,0,124,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10
UCL121017,0,10,28,51,35,30,4,0,0,153,7,3,3,3,4,5,0,0,0,38,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,18,30,61,44,37,8,0,0,203,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,11,18,30,62,45,34,8,0,0,211,8,5,0,3,3,20,26,6,0,80,0,0,0,3,0,4,3,0,0,7,15,22,34,69,50,64,34,11,0,296,0,12,16,21,25,8,4,0,0,89,9,3,11,30,20,13,10,0,0,107,0,0,10,4,3,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,15,12,42,57,51,28,9,0,0,223,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3
UCL121018,5,11,41,37,26,29,7,0,0,153,3,5,14,6,7,6,9,0,0,42,0,0,0,0,5,0,0,0,0,13,0,0,0,3,0,0,0,0,0,6,12,14,52,41,40,39,9,0,0,211,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,10,14,57,47,43,42,9,0,0,219,12,0,4,9,9,19,37,28,0,123,0,0,0,5,0,4,0,0,0,10,29,13,58,52,54,64,51,26,0,354,0,7,26,15,17,11,0,0,0,78,8,8,7,14,13,8,5,0,0,72,0,0,0,3,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,5,11,16,37,40,34,29,7,0,0,168,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10
UCL121019,9,10,19,20,42,12,6,0,0,121,6,4,5,4,7,5,8,3,0,38,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,12,18,16,27,52,21,19,3,0,164,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,10,13,18,27,53,21,19,3,0,172,7,4,0,5,3,14,35,23,0,93,0,5,0,3,0,0,5,0,0,11,17,17,26,33,58,37,56,23,0,269,0,9,12,16,23,28,3,0,0,94,5,5,6,23,15,12,12,0,0,69,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,15,21,38,40,41,17,0,0,171,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,6
UCL121020,0,10,10,29,27,16,0,0,0,99,4,3,6,11,7,10,0,0,0,48,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,10,18,38,37,28,6,0,0,148,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,10,10,18,38,42,28,8,0,0,158,6,0,0,3,0,9,24,8,0,56,0,0,0,5,0,0,3,0,0,8,21,10,18,46,44,39,32,8,0,221,0,4,0,20,16,10,0,0,0,54,4,0,10,18,14,17,3,0,0,79,0,3,5,4,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,5,11,18,38,37,26,3,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UCL121021,3,12,19,25,22,27,10,0,0,120,0,0,7,0,0,4,3,0,0,18,0,0,4,0,0,3,0,0,0,10,0,4,0,0,0,0,0,0,0,4,9,13,25,28,24,37,10,4,0,148,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,13,27,28,23,37,13,4,0,158,8,0,4,0,4,3,25,15,8,66,0,0,5,3,9,0,7,0,0,32,15,17,33,36,33,39,48,25,11,258,3,6,10,10,21,14,3,0,0,68,0,5,9,7,14,16,9,0,0,62,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,13,17,24,34,25,10,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121022,0,8,12,15,12,18,6,3,0,76,7,0,5,7,5,8,8,0,0,38,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,9,10,19,17,25,28,8,4,0,122,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,8,10,19,20,25,27,8,4,0,125,16,0,5,5,6,24,41,39,8,140,3,0,8,4,10,3,7,5,4,38,23,15,28,25,33,56,56,43,12,297,0,4,11,9,15,10,0,0,0,51,8,3,10,11,9,16,4,0,0,60,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,8,5,20,13,27,32,9,0,0,124,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,0,0,0,0,11
UCL121023,0,0,4,0,4,8,10,0,0,30,0,3,0,0,4,11,3,0,0,26,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,5,10,21,6,0,0,65,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,9,0,0,3,0,4,5,3,0,0,15,4,0,9,9,16,25,10,0,0,80,7,0,6,7,14,39,74,28,8,179,0,0,4,4,0,9,5,4,0,17,7,4,16,22,22,72,93,29,8,277,0,0,0,8,9,15,0,0,0,28,0,0,0,9,7,11,3,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,15,13,21,6,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
UCL121024,0,0,17,14,15,10,0,0,0,68,8,0,4,0,0,7,0,0,0,27,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,5,16,18,21,17,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,8,17,23,23,17,0,0,0,98,3,0,0,4,13,14,23,16,4,90,0,0,0,0,6,0,0,6,0,15,17,6,22,27,34,35,27,18,6,198,0,0,7,13,10,6,0,0,0,39,7,4,13,6,6,5,5,0,0,42,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,6,10,21,18,19,12,4,0,0,94,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,6
UCL121025,0,3,15,27,28,18,3,0,0,100,4,6,0,0,4,11,5,0,0,40,5,3,0,0,5,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,9,13,16,34,40,33,13,0,0,155,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,17,13,19,34,40,38,13,0,0,164,12,4,3,0,0,6,18,14,4,72,0,0,0,0,0,0,0,0,0,8,23,18,21,34,44,40,33,23,4,240,0,5,13,9,19,12,5,0,0,64,7,7,6,20,20,13,0,0,0,78,0,3,0,4,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,6,13,16,20,37,41,29,8,0,0,160,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
UCL121026,4,6,22,15,29,19,5,0,0,108,3,3,9,9,8,24,13,5,0,78,0,0,0,4,4,10,0,0,0,19,0,0,0,0,0,0,0,0,0,3,6,14,33,31,40,53,21,3,0,200,3,0,0,5,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,3,0,0,5,4,8,0,0,0,14,9,14,35,30,44,61,23,3,0,219,11,5,3,5,8,28,82,20,7,175,0,0,8,4,0,5,0,4,0,25,17,22,49,42,51,95,110,27,7,415,0,4,19,12,20,14,6,0,0,78,8,6,22,19,16,25,12,0,0,118,0,0,6,0,0,4,3,0,0,20,0,0,0,0,0,3,0,0,0,3,7,13,47,36,40,49,22,0,0,214,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
UCL121027,3,10,19,25,27,17,0,0,0,96,3,3,3,4,8,10,10,0,0,42,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,14,8,23,33,40,30,10,0,0,155,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,15,13,23,33,38,36,9,0,0,159,5,0,4,3,7,9,18,6,0,53,0,0,3,5,0,0,0,0,0,12,17,12,29,33,45,45,24,9,0,225,4,3,11,15,19,19,4,0,0,70,14,12,8,16,17,18,5,0,0,83,4,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,19,15,27,31,33,38,5,0,0,172,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL121028,4,6,18,12,16,21,3,0,0,89,5,3,13,5,6,13,3,0,0,49,0,0,0,4,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,4,9,8,31,21,26,40,7,0,0,152,0,0,3,5,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,3,4,4,6,3,0,0,19,11,5,35,32,29,46,15,0,0,175,5,3,5,6,10,44,79,28,0,179,0,0,0,8,5,0,3,0,0,24,13,11,42,39,47,93,94,33,4,370,0,4,14,9,15,17,0,0,0,55,3,4,10,14,14,24,4,0,0,70,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,25,21,31,42,5,0,0,139,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8
UCL121029,6,11,28,19,21,24,7,0,0,115,5,0,7,0,0,0,8,0,0,27,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,11,34,23,21,30,14,3,0,148,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,12,18,33,22,25,25,14,3,0,156,6,0,0,3,5,6,20,15,0,65,0,0,0,4,0,5,5,0,0,23,20,22,42,30,26,37,43,14,5,238,4,8,10,5,8,12,0,0,0,47,3,4,14,8,10,12,5,0,0,56,0,0,8,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,7,13,34,21,18,27,3,0,0,119,0,0,4,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,9,3,3,3,0,0,0,0,0,0,15
UCL121030,3,10,36,27,25,40,6,0,0,149,0,5,3,0,0,8,3,0,0,22,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,10,7,14,45,31,32,53,14,0,0,185,4,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,14,13,13,42,35,32,54,14,0,0,201,8,7,7,8,7,22,36,23,3,122,0,3,4,3,5,9,8,4,0,41,23,20,62,48,43,82,55,28,6,371,5,3,24,14,16,15,3,0,0,81,11,4,8,17,12,17,3,0,0,75,0,0,4,0,0,0,0,0,0,6,3,0,4,0,0,3,0,0,0,3,16,7,34,32,32,35,7,0,0,169,0,0,0,6,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,5,0,6,0,0,0,0,0,10
UCL121031,7,6,24,30,30,31,0,0,0,121,8,0,3,7,16,10,12,0,0,64,0,0,0,0,4,4,6,0,0,16,0,0,0,0,0,0,0,0,0,3,11,12,32,30,46,52,18,3,0,204,0,0,4,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,17,10,32,35,47,52,18,3,0,213,9,0,0,7,9,26,73,23,5,145,0,0,5,6,3,7,4,0,0,23,26,10,37,42,60,86,94,24,5,393,0,0,13,18,14,22,4,0,0,85,9,11,18,19,29,22,9,0,0,113,0,0,0,0,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,3,16,8,31,34,52,52,12,0,0,214,0,0,4,0,0,0,0,0,0,4,0,0,0,4,3,4,0,0,0,8,3,0,0,4,4,3,0,0,0,14
UCL121032,4,6,17,20,14,20,10,0,0,89,3,0,4,0,0,8,6,4,0,16,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,8,6,20,19,20,30,10,4,0,122,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,9,8,7,20,18,22,29,10,4,0,132,9,3,3,0,8,15,46,42,9,133,0,3,3,0,0,4,4,13,0,32,15,14,30,29,26,55,62,53,10,299,0,0,9,8,16,14,3,0,0,53,0,6,6,6,7,16,3,0,0,61,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,8,15,24,22,36,8,0,0,123,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,10
UCL121033,4,0,8,30,16,9,0,0,0,71,3,5,6,8,0,5,4,0,0,32,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,21,36,19,18,3,0,0,110,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,5,8,20,39,21,21,3,0,0,116,5,4,4,0,0,3,13,12,0,47,0,0,6,5,4,0,3,4,0,20,11,12,31,41,28,28,23,13,0,187,0,0,10,18,12,13,0,0,0,51,5,0,13,15,12,5,0,0,0,50,0,3,0,5,0,0,0,0,0,13,4,0,3,0,0,0,0,0,0,4,9,3,19,34,21,17,5,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL121034,3,14,30,35,56,35,5,0,0,174,10,9,22,14,11,8,11,0,0,80,3,0,5,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,20,26,56,45,65,39,18,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,26,56,45,68,39,19,0,0,273,13,3,4,0,5,5,16,14,4,73,5,0,11,0,3,4,3,0,0,29,36,28,70,49,72,53,38,11,4,370,5,12,17,31,39,18,3,0,0,123,8,12,34,23,27,13,7,0,0,124,0,0,4,3,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,7,20,27,51,50,68,35,11,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
