UCL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL115008,0,10,0,4,5,0,0,0,0,26,4,19,0,0,0,0,0,0,0,32,5,0,0,0,8,3,0,5,0,23,0,5,0,7,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,8,9,40,7,23,14,5,0,12,3,115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,4,16,0,0,0,3,0,0,39,3,4,9,0,0,0,0,3,0,22,0,6,4,0,0,0,0,3,0,15,0,14,0,7,5,0,0,0,0,27,4,21,0,0,0,0,0,0,0,35,9,0,0,0,7,6,0,7,0,32,0,7,0,9,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,10
UCL115009,7,26,0,12,3,0,0,4,0,47,0,21,0,10,5,0,0,0,0,35,11,9,0,3,20,6,0,10,0,53,3,6,4,21,10,0,0,3,0,47,0,0,0,0,0,0,0,0,0,5,8,0,9,7,3,3,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,14,29,64,12,61,50,18,0,19,0,245,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16,8,34,0,0,0,7,5,0,85,5,0,13,0,0,0,0,3,0,26,10,6,16,0,0,0,0,0,0,27,7,26,0,12,3,0,0,4,0,50,7,23,0,11,5,0,0,0,0,44,19,6,3,5,25,8,0,12,0,85,3,8,4,24,10,0,0,3,0,58,0,0,0,0,0,0,0,0,0,4
UCL115010,0,14,0,10,0,0,0,0,0,29,0,5,0,0,0,0,0,0,0,11,0,0,0,0,10,4,0,0,0,17,3,0,0,9,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,4,0,4,4,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,12,24,4,27,5,5,3,11,0,89,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,3,4,0,19,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,6,0,18,0,10,0,0,0,0,0,32,0,14,0,0,0,0,0,0,0,18,3,0,4,4,10,3,0,4,0,28,6,3,0,11,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5
UCL115011,3,28,0,6,4,0,0,0,0,49,0,22,0,7,0,0,0,0,0,33,9,6,0,4,32,3,0,0,0,56,9,14,0,27,4,3,0,0,0,51,0,3,0,3,3,0,0,0,0,10,0,0,5,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,24,76,10,53,41,10,0,8,0,219,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,7,34,9,3,3,14,11,0,77,11,0,25,0,0,0,0,4,0,36,0,0,6,6,0,0,0,0,0,15,0,29,4,8,4,0,0,4,0,53,0,22,0,7,0,0,0,0,0,36,13,9,5,9,35,12,4,4,0,88,8,13,0,32,4,3,0,0,0,63,0,0,0,3,0,0,0,0,0,8
UCL115012,0,7,0,11,0,0,0,4,0,23,0,3,0,3,0,0,0,0,0,16,10,3,0,4,6,0,0,5,0,32,0,0,0,8,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,19,3,30,21,6,0,19,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,14,0,0,3,5,3,0,35,0,0,3,4,0,0,0,4,0,5,0,0,0,0,0,0,4,4,0,16,0,11,0,13,0,0,0,4,0,27,0,10,0,3,0,0,0,0,0,16,5,3,0,4,6,0,0,5,0,35,0,0,0,15,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,8
UCL115013,0,97,8,27,11,3,0,3,0,145,6,45,0,18,9,0,0,8,0,82,10,10,9,12,36,18,0,15,0,103,5,21,7,55,9,3,0,17,0,110,0,6,4,3,3,0,0,0,0,17,0,0,16,8,7,9,0,9,0,47,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,5,5,4,0,0,0,20,25,195,42,132,80,35,3,50,5,569,0,8,9,0,0,0,0,0,0,21,0,3,3,3,0,0,0,0,0,18,13,12,58,3,7,5,14,21,0,138,9,0,46,3,0,4,7,10,0,80,0,0,5,8,10,0,3,4,0,36,4,114,8,40,11,3,0,3,0,179,9,63,0,18,8,0,0,7,0,103,25,19,11,18,45,19,5,19,0,163,8,34,5,68,11,7,0,21,0,155,0,18,0,5,3,0,6,4,0,37
UCL115014,9,72,0,30,8,7,0,3,0,129,14,50,0,18,10,0,0,0,0,88,15,7,0,10,23,3,0,4,0,64,11,57,3,44,18,7,0,5,0,136,4,16,0,8,0,6,0,0,0,44,9,0,7,12,3,6,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,10,0,3,0,0,4,0,0,0,0,8,55,232,18,126,73,32,0,25,7,563,4,19,5,0,5,3,0,0,0,29,7,8,0,0,0,0,3,0,0,21,11,18,24,4,8,5,6,11,0,81,13,8,24,0,0,0,4,5,0,54,4,15,10,4,5,0,4,5,0,49,7,96,7,36,6,7,0,3,0,161,15,74,0,24,7,0,0,3,0,120,28,20,3,16,27,10,0,6,0,115,8,78,7,48,23,7,0,3,3,180,7,36,5,13,3,7,0,0,3,82
UCL115015,0,15,0,9,3,0,0,5,0,28,4,12,0,10,0,0,0,0,0,28,13,4,0,7,15,6,0,0,3,60,6,12,0,14,8,5,0,3,0,44,4,7,8,0,0,0,0,0,0,18,0,0,6,3,3,4,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,9,29,58,17,56,30,15,0,15,6,229,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,7,6,28,4,0,0,4,8,0,61,5,0,26,0,0,0,3,4,0,42,5,0,5,0,0,0,0,0,0,13,8,15,0,12,3,0,0,5,0,47,4,18,3,10,0,0,0,3,0,40,18,7,0,9,15,10,0,6,3,77,9,17,4,22,11,9,0,3,0,60,5,8,9,4,0,4,0,0,0,28
UCL115016,0,10,0,5,0,0,0,0,0,17,9,18,0,8,3,0,0,0,0,37,7,3,0,3,17,8,3,7,0,56,4,8,0,6,7,0,0,0,0,33,0,0,0,0,0,0,0,0,0,8,0,0,3,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,21,54,5,35,39,11,3,13,0,182,0,5,3,0,0,0,0,0,0,15,0,0,0,0,5,0,0,0,0,10,0,3,28,0,3,3,6,11,0,54,4,0,22,0,0,0,4,0,0,34,0,0,0,0,0,0,0,0,0,14,0,13,0,5,0,0,0,0,0,24,6,21,0,8,3,0,0,0,0,34,13,9,3,9,17,10,3,4,3,72,5,14,4,11,4,0,0,8,0,41,0,6,0,0,4,0,0,0,0,16
UCL115017,3,44,0,12,8,5,0,0,0,73,3,38,0,3,6,0,0,0,0,49,19,9,0,5,33,7,0,0,0,73,11,23,0,12,4,4,0,0,0,54,7,15,0,0,0,3,0,0,0,26,3,4,5,3,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,10,56,141,12,44,53,25,0,3,4,337,3,11,0,5,3,0,0,0,0,22,0,4,0,0,0,4,0,0,0,10,14,23,37,6,0,4,0,4,0,87,12,6,29,0,4,0,3,6,0,59,0,3,0,0,4,0,0,0,0,8,8,66,3,9,8,7,3,0,0,103,3,41,0,9,6,0,0,0,0,61,39,35,0,12,35,9,5,4,0,137,17,40,0,13,4,0,0,0,0,86,5,18,4,3,0,3,0,0,0,36
UCL115018,0,4,0,8,0,0,0,6,0,18,3,8,0,6,3,0,0,0,0,25,4,0,0,4,5,7,0,0,0,19,0,7,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,15,8,22,14,8,0,6,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,3,0,3,4,0,24,5,0,10,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,7,0,4,0,11,0,0,0,6,0,29,5,8,0,6,3,0,0,0,0,27,4,7,0,4,5,7,0,0,0,29,0,3,0,7,0,4,0,3,0,19,0,0,0,0,0,0,0,0,0,0
UCL115019,3,87,3,25,6,3,0,0,0,130,16,64,0,11,9,0,0,5,3,116,22,18,8,11,52,12,0,3,0,127,21,69,8,43,25,8,0,9,3,186,13,35,0,7,10,7,0,0,0,80,9,0,7,13,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,11,0,5,0,0,4,0,0,0,3,16,93,334,54,109,125,40,4,24,12,789,13,37,6,0,4,0,0,3,0,69,8,23,3,4,4,0,0,5,0,42,24,20,44,6,0,3,16,13,0,131,14,21,28,0,10,0,0,11,0,80,8,11,34,5,4,0,6,9,0,62,8,119,4,27,7,6,0,4,0,173,19,96,4,14,10,0,5,10,3,154,48,39,15,19,57,21,10,11,3,218,36,119,20,63,33,7,0,10,4,284,19,74,11,11,13,11,5,0,0,145
UCL115020,6,34,9,24,6,5,0,6,0,83,3,26,0,17,0,0,0,0,0,54,7,6,5,13,43,8,0,7,0,106,9,16,3,30,13,0,0,4,0,77,0,0,0,5,0,8,0,0,0,12,5,0,8,14,6,5,0,8,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,96,27,113,73,26,4,27,0,406,0,0,0,0,0,0,0,3,0,5,0,0,9,0,6,0,0,0,0,11,6,3,81,3,8,6,35,15,3,160,8,0,24,5,0,0,12,9,0,58,9,0,8,0,4,3,8,4,0,34,6,42,6,29,6,5,3,6,0,92,3,41,0,17,0,0,0,3,0,70,16,13,5,15,50,15,11,18,0,142,6,17,0,42,14,4,7,3,0,101,3,7,0,5,0,8,0,0,0,17
UCL115021,0,10,0,6,4,0,0,0,0,23,0,16,0,4,3,0,0,0,0,27,3,3,0,0,18,6,0,0,0,30,0,0,0,12,0,0,3,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,36,4,27,27,11,5,8,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,18,3,0,52,0,0,5,0,0,0,8,4,0,19,12,5,8,0,0,0,6,0,0,33,0,12,0,12,4,0,0,6,0,31,0,24,0,4,3,0,0,0,0,34,13,0,0,0,20,3,4,0,0,41,0,6,0,14,3,0,3,7,0,38,0,0,0,0,0,0,0,0,0,4
UCL115022,9,57,4,13,6,3,0,0,0,94,9,69,0,20,3,0,0,0,0,97,21,21,0,13,47,13,0,3,0,122,9,11,0,39,8,6,0,0,0,66,0,8,0,5,0,0,0,0,0,13,0,4,7,8,10,9,0,6,0,45,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,11,44,170,17,101,83,34,3,8,3,475,4,3,0,0,0,0,0,0,0,11,0,3,4,3,0,0,0,0,0,11,15,3,43,3,3,5,8,6,3,104,12,0,37,3,7,0,0,10,0,68,7,6,7,6,4,0,3,10,0,38,9,75,7,21,6,3,0,0,0,119,11,102,0,20,3,0,0,0,0,137,35,26,4,18,54,20,5,5,0,170,11,16,0,56,12,4,0,3,0,116,3,11,0,0,3,0,0,0,0,26
UCL115023,7,12,0,14,3,0,0,0,0,35,3,29,0,9,3,0,0,0,0,41,3,0,0,3,13,0,0,4,0,30,3,0,3,10,3,0,0,9,0,25,0,0,0,0,3,0,0,0,0,0,4,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,19,43,8,36,33,7,0,14,4,168,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,8,0,22,0,0,0,12,6,0,42,8,0,17,0,0,0,0,4,0,28,7,0,5,0,0,0,0,3,0,18,7,13,0,17,3,0,0,3,0,40,4,30,0,7,3,0,0,0,0,43,10,0,5,4,16,11,0,4,0,47,4,5,3,6,3,0,0,9,0,36,0,3,0,0,4,0,0,0,0,6
UCL115024,0,22,3,9,6,0,0,0,0,39,4,33,0,6,0,0,0,0,0,49,4,6,0,6,13,0,0,0,0,33,0,8,0,22,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,15,83,7,46,24,3,0,5,0,189,0,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,4,0,15,0,3,0,5,8,0,38,9,0,18,0,0,0,0,0,0,23,4,3,0,0,0,3,3,0,0,16,5,27,3,18,6,0,0,0,0,54,7,46,0,6,0,0,0,0,0,68,14,4,0,6,12,0,0,0,0,46,0,14,0,46,4,7,0,3,0,74,0,0,0,0,0,0,0,0,0,4
UCL115025,4,28,0,17,0,0,0,0,0,56,4,32,0,15,0,4,0,0,0,53,18,12,3,7,21,4,0,0,0,67,12,14,0,17,9,0,0,0,0,56,3,4,5,0,3,0,0,0,0,15,0,0,6,3,6,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,39,93,13,60,52,12,0,6,5,291,5,14,5,0,0,0,0,0,0,21,0,3,3,0,0,0,0,0,0,13,9,13,48,0,0,0,12,0,0,80,3,0,30,0,3,0,3,4,0,45,5,0,8,0,5,0,0,3,0,25,5,30,3,22,0,0,0,0,0,62,5,49,0,15,0,4,0,0,0,79,28,22,8,9,29,14,3,0,0,114,12,13,4,27,11,0,0,8,0,77,6,10,3,0,3,0,0,0,0,24
UCL115026,9,19,5,6,7,0,0,0,0,42,3,15,0,3,0,0,0,0,0,30,10,6,0,3,17,5,0,3,0,44,3,11,3,6,3,3,0,3,0,37,0,8,3,0,3,0,0,0,0,23,0,0,7,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,35,72,24,30,36,12,4,11,0,222,0,7,0,0,4,0,0,3,0,11,4,3,4,0,3,0,0,0,0,13,10,5,19,8,0,0,13,4,0,57,7,3,12,0,0,0,3,4,0,25,5,6,0,0,0,0,3,0,0,14,9,23,5,8,5,0,0,0,0,48,3,24,0,3,0,0,0,0,0,42,15,12,3,4,15,5,0,11,0,64,7,10,3,10,7,3,0,0,0,54,3,11,11,0,7,0,0,0,0,37
UCL115027,3,41,11,17,10,3,0,3,0,86,6,42,0,20,5,0,4,0,0,76,15,14,5,11,55,10,6,4,0,124,3,10,3,38,10,6,0,0,0,69,0,0,0,0,4,0,0,0,0,10,13,0,9,7,7,4,3,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,5,45,120,32,91,100,28,27,14,6,462,3,4,0,0,0,0,0,3,0,14,0,5,0,0,0,0,0,0,0,7,21,15,189,4,4,8,61,18,7,323,9,0,19,0,0,0,11,0,0,45,0,4,4,0,0,0,6,3,0,25,3,49,11,17,7,3,0,3,0,94,3,48,0,23,5,0,0,0,0,88,30,12,10,14,64,14,19,12,4,162,3,10,4,45,10,6,9,0,0,80,3,8,0,5,4,0,0,0,0,19
UCL115028,6,70,0,12,13,0,0,0,0,100,11,59,0,10,6,0,0,0,0,87,13,10,3,9,26,3,0,7,0,70,3,28,4,16,11,0,0,3,5,75,0,4,0,0,5,0,0,0,0,14,0,0,0,4,8,3,0,3,6,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,9,42,183,17,67,67,15,0,18,8,427,4,5,3,4,0,0,0,0,0,22,4,0,0,0,0,0,0,0,0,8,11,10,33,0,4,0,12,0,3,73,23,4,44,6,5,3,0,9,0,94,5,7,8,4,0,0,0,5,0,26,5,89,0,18,13,4,0,3,0,129,11,85,3,12,9,0,0,0,0,121,31,15,8,13,30,7,3,13,0,115,14,42,5,25,9,0,0,5,0,118,0,3,0,5,4,0,0,0,0,18
UCL115029,0,30,0,14,0,7,0,0,0,51,4,20,0,5,5,3,0,0,0,37,12,12,0,13,10,9,0,4,0,58,14,20,0,8,10,3,0,4,0,55,5,14,4,7,3,7,0,5,0,52,0,0,8,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,10,39,97,21,55,38,29,0,17,4,301,7,4,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,4,4,3,18,0,0,3,4,3,0,43,6,9,10,3,0,0,0,4,0,34,0,4,7,0,0,0,0,3,0,22,3,43,6,17,0,7,0,0,0,72,3,25,0,5,5,3,0,0,0,55,24,11,4,16,14,15,0,10,0,96,13,31,0,12,7,3,0,8,0,83,10,20,14,11,10,9,0,4,0,74
UCL115030,0,10,0,8,0,0,0,0,0,21,0,12,0,0,0,0,0,0,0,12,0,5,0,6,16,7,0,0,0,29,0,5,0,9,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,3,25,4,25,17,11,0,12,0,105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,4,14,0,0,0,10,10,0,41,3,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,5,0,11,0,12,0,11,0,0,0,0,0,27,0,16,0,0,0,0,0,0,0,24,0,5,0,6,10,7,3,0,0,35,0,5,0,10,0,4,4,0,0,18,0,0,0,5,0,0,0,0,0,0
UCL115031,4,51,7,18,9,0,0,3,0,92,14,25,0,6,6,0,0,0,0,51,15,11,3,9,33,7,3,4,0,85,11,31,3,12,12,6,0,3,0,81,4,8,0,0,5,0,0,0,0,23,4,3,4,3,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,0,0,5,0,3,0,0,3,11,56,138,27,53,73,28,4,16,9,412,4,3,5,0,0,0,0,0,0,10,0,7,3,0,0,0,0,0,0,13,14,6,44,3,5,4,7,6,4,88,8,4,30,0,0,0,0,0,0,50,3,4,7,0,3,3,3,3,0,27,4,59,12,22,9,0,0,0,0,109,12,31,0,3,10,0,0,3,0,69,32,24,9,18,39,11,5,7,0,150,19,42,3,23,19,6,5,4,7,116,4,21,3,0,5,9,0,0,0,40
UCL115032,7,36,3,8,10,4,0,0,0,66,5,28,0,3,3,3,0,0,0,44,17,12,0,4,33,7,0,0,0,69,3,28,0,21,11,0,0,0,0,71,8,23,0,4,0,3,0,0,3,42,0,4,4,0,4,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,44,143,10,52,68,21,0,6,3,357,0,22,0,3,4,0,0,0,0,23,0,6,0,0,0,0,0,0,0,19,11,13,37,0,0,4,5,9,0,84,19,12,40,0,0,6,0,3,0,77,6,4,9,0,0,0,0,5,0,17,8,46,3,13,10,4,0,0,0,84,8,32,0,3,3,0,0,0,0,60,46,17,3,3,38,8,0,8,0,126,6,53,0,37,14,0,0,0,0,113,11,41,3,7,0,3,0,0,3,73
UCL115033,13,66,5,16,4,0,0,0,4,114,6,67,5,7,10,3,0,0,0,108,69,42,6,14,75,10,0,6,4,231,39,68,0,31,29,4,3,3,3,175,7,10,0,3,13,3,0,0,0,32,3,4,7,9,21,4,0,4,0,50,0,0,0,0,0,0,0,0,0,0,4,0,0,4,11,0,0,0,0,15,0,0,0,3,0,0,0,0,0,8,175,288,33,88,173,33,10,10,16,814,8,26,0,5,4,0,0,0,0,54,16,42,5,4,9,0,0,0,0,68,30,45,85,7,16,3,19,3,3,214,16,8,92,0,0,4,3,8,0,136,9,6,8,4,4,0,0,5,5,43,16,78,10,19,6,0,0,0,4,131,14,82,10,11,9,3,0,0,0,131,117,76,6,24,93,11,0,9,11,348,70,104,0,60,36,10,6,3,9,292,14,15,0,0,8,3,0,0,0,53
