UCL_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
UCL115006,20,67,45,45,64,131,33,79,6,498,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,7,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,0,6,0,0,4,0,0,0,0,0,0,7,3,32,14,10,9,0,0,5,0,63,11,29,10,3,0,3,0,3,0,55,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,15,0,0,0,0,4,3,0,0,0,11,0,0,0,0,5,0,0,0,0,7,0,17,18,14,4,9,0,11,0,65,0,0,4,0,3,0,0,0,0,10,0,0,0,0,5,0,0,0,0,16,6,14,18,5,14,8,0,6,0,73,7,26,35,22,14,20,0,7,0,120,0,3,0,0,5,5,0,0,0,19,0,6,9,0,0,6,0,0,0,26
UCL115007,77,86,43,25,166,213,48,149,10,818,0,4,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,8,3,9,0,0,11,3,6,0,0,32,0,0,0,0,0,4,0,0,0,3,0,6,0,4,0,0,0,0,0,26,0,0,5,0,4,0,0,0,0,16,11,23,22,13,15,8,3,3,6,112,11,21,10,8,11,5,0,5,0,56,0,6,0,0,5,5,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,21,0,0,0,4,3,4,0,0,0,14,4,6,6,3,5,8,3,0,0,36,5,9,0,0,0,0,0,0,0,19,0,3,3,6,13,9,5,0,0,40,5,14,13,11,21,16,4,14,0,93,14,39,27,21,40,23,3,7,0,173,3,0,0,0,0,0,0,0,0,9,3,8,3,0,3,4,0,0,0,26
UCL115008,13,25,17,7,35,59,11,37,0,204,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,5,0,0,0,0,28,6,10,3,0,0,0,0,6,0,30,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,12,0,11,0,7,7,4,4,0,0,32,9,4,4,3,9,3,0,0,0,36,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL115009,19,45,27,18,63,102,44,80,9,404,0,9,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,8,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,3,12,9,0,12,5,0,0,0,48,4,20,12,4,7,0,0,6,0,55,0,0,0,0,4,3,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,3,0,0,0,8,6,0,0,0,18,0,8,3,0,3,0,0,0,0,12,3,4,8,3,3,3,3,0,0,18,0,4,14,0,10,6,0,9,0,42,10,16,20,21,18,8,0,3,0,90,0,0,0,0,5,0,0,0,0,5,3,3,7,3,0,0,0,0,0,17
UCL115010,4,19,9,6,32,47,0,14,5,145,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,8,0,4,3,0,4,0,0,3,0,15,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,3,3,6,0,3,0,0,0,22,5,13,17,3,10,10,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115011,19,33,33,21,66,83,18,42,4,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,11,6,5,4,0,3,0,39,4,13,3,3,0,0,3,0,0,28,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,6,0,0,0,10,0,4,4,0,5,0,0,0,0,13,0,4,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,23,0,3,8,7,9,5,0,6,0,36,3,16,23,19,19,10,0,9,0,101,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,12
UCL115012,13,10,9,18,45,43,10,43,4,201,0,3,4,0,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,9,0,6,4,0,8,0,0,0,0,13,0,4,4,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,3,0,0,0,14,0,0,0,0,4,0,0,0,0,7,0,4,0,0,3,0,0,0,0,15,5,3,10,10,8,6,0,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115013,41,117,75,70,177,207,56,89,23,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,7,15,19,6,3,0,67,0,0,0,0,0,0,0,0,0,4,0,7,3,0,3,8,0,0,6,17,0,0,0,0,0,0,0,0,0,4,8,29,31,16,24,12,4,0,3,128,3,29,18,8,7,4,0,0,0,79,0,0,0,0,5,0,0,0,0,9,0,0,3,0,0,0,0,0,0,8,0,5,0,4,7,8,0,0,0,16,0,0,0,0,0,0,0,0,0,14,4,12,0,5,8,3,0,5,0,37,0,12,11,0,0,13,0,0,0,33,0,3,11,4,21,4,6,0,0,51,4,13,16,12,16,13,5,9,0,76,17,45,64,40,64,37,15,19,3,301,0,4,0,0,0,0,0,0,0,4,3,8,3,0,4,4,3,5,0,26
UCL115014,19,88,74,57,124,97,35,67,9,571,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,3,32,20,12,10,3,0,4,0,86,6,34,14,9,4,0,0,3,0,66,0,0,0,0,0,0,0,0,0,7,0,3,4,4,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,5,5,4,3,0,3,0,47,0,4,5,0,5,0,0,0,0,22,4,5,12,0,14,10,0,0,0,41,0,31,18,10,14,16,3,13,0,105,19,45,57,33,31,30,7,4,4,238,0,3,0,0,0,0,0,0,0,12,0,8,4,0,8,4,0,0,0,23
UCL115015,20,40,43,23,65,53,14,38,9,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,11,0,0,5,0,0,0,0,0,0,5,0,0,3,3,0,7,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,14,12,3,14,7,0,0,0,47,7,24,4,6,0,4,0,3,0,58,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,9,8,0,4,0,0,0,0,26,4,9,0,0,3,0,0,0,0,17,3,4,0,3,0,3,0,0,0,14,3,10,6,3,6,0,0,3,0,38,3,11,19,12,10,3,0,5,0,58,0,0,0,0,4,0,0,0,0,3,0,3,5,0,0,0,0,0,0,9
UCL115016,14,25,29,14,41,68,9,37,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,6,9,0,5,3,0,0,0,35,0,6,5,4,4,5,0,3,0,33,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,3,8,0,0,0,0,0,0,17,3,0,3,3,16,6,0,6,0,33,7,9,5,5,8,7,6,3,0,43,0,9,10,3,9,7,0,0,0,35,0,0,0,0,4,0,0,0,0,3,0,5,3,0,0,5,0,0,0,7
UCL115017,19,47,41,22,67,114,33,83,5,432,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,5,0,0,0,5,0,0,0,8,12,21,7,4,6,3,0,3,0,47,5,15,6,0,3,3,0,0,0,39,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,15,0,0,4,0,3,0,0,0,0,11,0,0,6,3,3,7,0,0,0,13,0,11,0,7,11,3,0,4,0,35,0,6,0,0,0,0,0,0,0,8,0,10,3,4,10,0,0,0,0,23,0,21,12,6,5,5,3,15,0,69,3,21,19,8,21,12,3,7,0,90,0,0,3,3,0,0,0,0,0,11,0,10,9,0,4,0,0,4,0,23
UCL115018,0,19,18,6,46,33,3,9,9,145,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,0,0,0,0,16,0,0,4,0,3,0,0,0,0,13,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,3,4,0,0,0,15,0,0,6,6,3,0,0,4,0,19,0,7,17,10,3,5,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115019,116,122,79,74,155,183,36,122,19,919,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,9,4,4,0,0,0,5,0,23,0,6,0,0,3,0,0,0,0,15,9,28,9,8,6,3,0,0,0,70,45,15,13,0,3,0,0,6,0,86,0,4,0,0,3,0,0,0,0,15,0,5,0,0,4,8,0,0,0,20,0,0,8,0,7,3,0,3,0,16,0,0,0,0,5,0,3,6,0,20,6,22,13,6,20,13,0,11,0,93,0,12,3,0,4,5,0,3,0,28,9,4,8,3,25,10,0,0,0,72,14,31,31,11,15,22,13,24,0,164,17,49,59,36,27,22,10,9,0,225,6,8,9,4,4,4,0,5,0,35,10,6,3,3,4,3,0,0,0,31
UCL115020,27,49,49,23,139,143,58,164,13,664,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,7,0,8,5,5,0,0,30,0,0,0,0,0,0,0,0,0,5,0,3,8,0,4,3,0,4,0,13,0,0,0,0,15,3,0,0,0,19,4,25,18,7,17,12,0,0,0,83,0,12,4,5,6,4,0,6,0,39,0,3,4,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,5,0,0,0,0,8,0,0,0,0,5,0,3,0,0,10,3,0,0,0,15,0,13,3,3,0,4,0,0,0,23,0,5,6,0,12,12,0,0,0,44,3,6,15,15,18,5,4,5,0,73,12,23,33,22,34,33,7,11,0,177,0,4,3,0,0,0,0,0,0,13,4,3,4,0,7,3,0,3,0,31
UCL115021,17,15,20,12,45,59,27,68,6,263,0,4,0,0,4,0,0,3,0,18,0,0,0,0,0,0,0,0,0,4,0,3,8,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,11,5,6,11,8,0,0,0,45,0,10,3,0,0,0,0,5,0,22,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,10,0,3,0,0,0,0,0,0,0,7,0,5,0,0,4,0,3,0,0,6,0,3,0,3,6,9,6,5,0,27,0,5,9,6,11,8,0,7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL115022,24,82,46,36,152,149,43,78,0,615,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,11,5,0,0,0,0,0,0,3,0,5,0,3,3,5,0,3,0,3,0,11,0,0,0,0,3,0,0,0,0,10,3,23,15,7,7,8,0,6,0,81,12,23,9,6,8,7,0,4,0,62,0,0,3,0,4,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,0,0,5,0,0,0,0,4,0,15,0,6,9,6,7,6,0,3,0,36,0,5,4,0,5,5,0,0,0,17,0,4,0,5,8,0,4,4,0,26,9,16,26,24,21,13,11,15,0,135,9,25,30,36,26,31,15,3,0,180,0,0,0,0,0,0,0,0,0,5,0,5,3,0,9,5,0,0,0,19
UCL115023,16,24,25,19,37,59,15,48,8,251,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,8,3,4,0,5,0,21,3,14,3,0,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,6,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,4,0,0,0,0,0,0,0,11,0,4,0,0,8,6,0,0,0,21,0,0,11,3,3,5,0,4,0,44,3,5,11,7,10,14,4,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9
UCL115024,9,16,10,12,67,69,27,71,16,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,6,4,3,5,8,4,3,0,27,0,4,0,0,9,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,3,3,0,6,0,0,0,0,9,10,0,5,0,19,14,4,4,0,50,5,6,6,12,20,17,0,6,0,77,0,8,8,5,23,17,0,3,3,73,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,5
UCL115025,38,39,24,17,95,101,26,53,12,418,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,4,3,0,0,21,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,10,5,11,5,7,9,4,0,3,0,36,10,10,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,3,0,4,7,4,0,0,0,24,3,3,5,0,4,0,0,0,0,16,3,0,4,0,17,11,0,0,0,29,5,13,8,11,7,10,8,14,0,84,6,12,17,13,16,20,0,3,0,77,7,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,7
UCL115026,10,32,28,13,39,60,35,74,13,298,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,5,0,9,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,8,10,6,0,8,0,4,0,36,0,14,10,5,3,4,3,0,0,44,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,9,0,5,0,23,0,5,0,0,3,0,0,0,0,8,3,0,4,5,10,4,0,0,0,34,0,10,5,6,11,5,4,4,0,43,4,6,3,8,4,13,0,3,0,43,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3
UCL115027,38,51,27,17,140,191,91,184,15,748,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,8,15,0,37,0,4,7,4,5,5,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,5,0,17,0,0,0,4,0,10,0,0,0,22,4,20,22,10,12,6,4,4,0,79,8,28,10,6,7,0,0,0,0,66,0,0,3,0,0,0,0,6,0,19,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,11,0,0,0,0,5,0,0,0,0,10,0,4,0,4,10,0,0,5,0,23,0,6,7,4,3,4,0,5,0,34,3,0,5,4,12,3,4,0,0,36,3,13,9,11,16,16,9,6,0,81,10,25,30,20,31,16,6,14,3,154,0,0,0,0,0,0,0,0,0,0,0,8,0,7,13,9,0,0,0,32
UCL115028,19,68,44,36,107,127,29,73,7,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,25,10,5,10,0,0,0,0,52,6,19,6,8,4,3,0,0,0,44,0,0,4,0,0,5,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,6,4,5,3,0,0,0,0,21,0,4,3,4,0,0,0,0,0,17,0,3,4,3,17,8,3,3,0,46,5,20,15,12,14,19,3,15,0,102,17,25,36,26,19,33,4,5,0,166,0,0,0,0,0,0,0,0,0,10,0,6,3,0,4,3,0,0,0,19
UCL115029,16,53,52,42,58,67,20,46,11,358,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,20,10,8,9,6,0,3,0,58,5,14,16,4,3,3,0,4,3,58,0,5,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,6,6,3,9,0,0,0,30,0,10,5,0,0,0,0,0,0,19,0,0,0,4,3,4,0,0,0,10,0,18,5,4,6,4,0,4,0,48,4,16,16,8,13,16,3,4,0,78,0,9,4,0,0,0,0,0,0,9,0,7,0,3,0,3,0,0,0,19
UCL115030,13,20,17,12,41,40,8,38,6,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,6,0,0,0,28,6,21,11,0,0,4,0,3,0,48,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,3,4,0,0,24,5,3,4,5,4,7,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,10
UCL115031,37,69,53,20,74,115,42,79,13,499,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,17,0,0,3,0,0,0,0,0,0,7,6,18,9,4,9,0,3,6,0,53,12,27,4,0,0,10,0,4,0,60,4,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,0,0,0,0,16,0,8,14,8,5,9,0,7,0,50,4,10,8,0,0,0,0,0,0,24,0,0,4,3,7,3,0,0,0,22,4,10,14,4,13,14,5,9,0,73,10,18,32,16,14,21,3,10,0,122,0,0,0,0,5,0,0,0,0,10,0,3,0,5,3,0,0,0,0,18
UCL115032,56,74,32,27,66,112,28,57,4,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,18,0,0,0,0,4,0,0,0,0,8,6,12,19,3,0,7,0,0,0,45,10,12,5,0,3,3,0,0,0,22,6,3,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,8,6,0,0,0,0,0,0,0,0,6,5,12,5,4,7,6,7,3,0,52,4,9,0,0,0,0,0,0,0,20,4,3,4,0,3,5,6,0,0,30,11,8,13,9,12,11,5,7,0,68,12,12,19,10,17,21,4,4,0,98,0,0,4,5,4,5,0,0,0,13,6,3,6,0,0,4,0,0,0,14
UCL115033,35,88,74,34,216,324,109,229,9,1122,0,0,3,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,9,0,0,0,20,0,0,0,0,0,5,0,0,0,4,0,8,0,7,5,9,4,0,0,33,0,0,0,0,0,4,0,0,0,9,6,17,9,6,9,12,4,0,0,68,4,29,6,0,6,0,3,0,0,49,0,0,4,3,0,0,0,7,0,15,0,0,0,0,0,4,0,0,0,7,0,0,7,0,4,4,0,0,0,18,0,7,9,0,7,0,0,6,0,26,4,5,15,4,18,22,10,6,0,78,0,0,4,0,5,5,4,0,0,16,31,14,28,37,113,74,26,27,0,353,4,13,25,21,32,21,9,23,0,145,9,24,31,18,32,28,0,18,0,153,0,0,6,0,3,6,0,5,0,18,0,21,3,5,5,3,4,5,0,50
