UCL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
UCL121042,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,10,10,0,19
UCL121043,0,0,0,0,0,0,0,0,0,21,4,0,29,0,0,0,29,3,0,31
UCL121044,0,0,0,0,0,0,0,0,0,12,7,4,17,0,0,3,23,10,0,32
UCL121045,0,0,0,0,0,0,0,0,0,6,6,0,15,0,0,0,12,7,0,22
UCL121046,0,0,0,0,0,0,0,0,0,11,8,0,15,0,0,0,15,0,0,19
UCL121047,0,0,0,0,0,0,0,0,0,4,3,0,11,0,0,0,11,4,0,19
UCL121048,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,8,5,0,14
UCL121049,0,0,0,0,0,0,0,0,0,7,3,0,15,0,0,0,15,13,0,22
UCL121050,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,5,12,0,26
UCL121051,0,0,0,0,0,0,0,4,3,3,13,3,24,0,0,0,26,19,4,43
UCL121052,0,0,0,0,0,0,0,0,0,5,7,3,17,0,0,0,14,4,0,27
UCL121053,0,0,0,0,0,0,0,0,0,6,3,0,14,0,0,0,14,10,0,26
UCL121054,0,0,0,0,0,0,0,0,0,4,4,0,14,0,0,0,14,0,0,17
UCL121055,0,0,0,0,0,0,0,0,0,3,10,0,10,0,0,0,10,9,0,19
UCL121056,0,0,0,0,0,0,0,0,0,14,16,8,33,0,0,0,33,20,0,61
UCL121057,0,0,0,0,0,0,0,0,0,8,9,0,20,0,6,3,25,3,0,30
UCL121058,0,0,0,0,0,0,0,0,0,14,13,0,24,0,0,0,24,15,0,41
UCL121059,0,0,0,0,0,0,0,0,0,7,6,0,21,0,0,0,19,14,0,34
UCL121060,0,0,0,0,0,0,0,0,0,8,7,0,15,0,5,5,19,6,0,26
UCL121061,0,0,0,0,0,0,0,0,0,8,5,6,15,4,0,4,18,15,0,27
UCL121062,0,0,0,0,0,0,0,0,0,14,6,4,25,0,0,0,25,5,0,35
UCL121063,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,6,8,0,11
UCL121064,0,0,0,0,0,0,0,0,0,9,15,0,17,0,0,0,20,17,0,31
UCL121065,0,0,0,0,0,0,0,4,5,5,9,0,11,0,0,3,16,22,3,40
UCL121066,0,0,0,0,0,0,0,0,0,7,8,3,15,0,0,0,19,11,0,23
UCL121067,0,0,0,0,0,0,0,0,0,9,4,0,16,0,0,0,16,30,0,43
UCL121068,0,0,0,0,0,0,0,0,0,16,36,4,53,0,0,0,51,33,0,89
UCL121069,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,8,0,0,8
UCL121070,0,0,0,0,0,0,0,0,0,8,8,0,11,0,0,0,11,8,0,19
UCL121071,0,0,0,0,0,0,0,0,5,6,5,0,9,0,0,0,12,8,0,16
UCL121072,0,0,0,0,0,0,0,0,0,10,14,0,19,0,0,0,23,15,0,38
UCL121073,0,0,0,0,0,0,0,0,0,4,13,0,14,3,0,3,19,14,3,30
UCL121074,0,0,0,0,0,0,0,0,0,8,4,3,15,0,0,0,15,8,0,25
UCL121075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9
UCL121076,0,0,0,0,0,0,0,0,0,7,8,3,15,0,4,9,22,17,5,39
UCL121077,0,0,0,0,0,0,0,0,0,15,12,0,31,0,0,0,31,0,0,36
UCL121078,0,0,0,0,0,0,0,0,0,11,7,5,24,0,0,0,24,7,0,36
UCL121079,0,0,0,0,0,0,0,0,0,6,7,0,8,0,0,0,8,4,0,18
UCL121080,0,0,0,0,0,0,0,0,0,21,8,0,23,0,0,0,28,18,4,47
UCL121081,0,0,0,0,0,0,0,0,0,5,5,0,13,0,0,0,11,9,0,16
UCL121082,0,0,0,0,0,0,0,3,3,9,11,7,23,0,0,0,23,19,3,40
UCL121083,0,0,0,0,0,0,0,0,0,5,8,5,18,0,0,0,20,21,0,39
UCL121084,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,7,7,0,18
UCL121085,0,0,0,0,0,0,0,0,0,11,8,0,20,0,0,0,20,8,0,29
UCL121086,0,0,0,0,0,0,0,0,0,0,9,0,14,0,3,5,15,12,0,26
UCL121087,0,0,0,0,0,0,0,0,0,10,13,5,24,0,0,0,25,22,0,48
UCL121088,0,0,0,0,0,0,0,0,0,15,11,4,27,0,0,0,32,11,0,47
UCL121089,0,0,0,0,0,0,0,0,0,16,14,4,30,0,0,0,30,12,0,42
UCL121090,0,0,0,0,0,0,0,0,0,18,6,0,19,0,0,0,21,15,0,36
UCL121091,0,0,0,0,0,0,0,0,0,5,3,7,14,0,0,0,14,9,0,25
UCL121092,0,0,0,0,0,0,0,0,0,12,7,6,23,0,0,3,28,9,0,37
UCL121093,0,0,0,0,0,0,0,0,0,13,8,4,33,0,4,4,35,33,0,69
UCL121094,0,0,0,0,0,0,0,0,0,12,7,0,23,4,7,7,34,29,0,65
UCL121095,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,3,0,11
UCL121096,0,0,0,0,0,0,0,0,0,8,8,0,17,0,0,0,15,9,0,27
UCL121097,0,0,0,0,0,0,0,0,0,4,7,0,8,0,0,0,8,11,0,23
UCL121098,0,0,0,0,0,0,0,0,0,7,3,0,14,0,0,0,14,8,0,21
UCL121099,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,12,14,0,24
UCL121100,0,0,0,0,0,0,0,0,0,11,9,0,27,0,0,0,25,5,0,36
UCL121101,0,0,0,0,0,0,0,0,0,14,5,4,23,0,0,0,23,28,0,53
UCL121102,0,0,0,0,0,0,0,0,0,9,6,0,13,0,0,0,12,19,0,34
UCL121103,0,0,0,0,0,0,0,0,0,9,18,5,33,0,0,3,35,19,0,51
UCL121104,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,12,10,0,23
UCL121105,0,0,0,0,0,0,0,0,0,3,11,4,18,0,0,0,18,24,3,42
UCL121106,0,0,0,0,0,0,0,0,0,9,11,0,20,0,0,0,22,8,0,26
UCL121107,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,14,23,5,40
UCL121108,0,3,0,0,0,3,0,0,3,17,15,4,33,3,0,3,36,17,0,51
UCL121109,0,0,0,0,0,0,0,0,0,4,9,0,10,0,0,0,10,3,0,15
UCL121110,0,0,0,0,0,0,4,0,4,16,11,3,30,0,0,0,29,30,0,60
UCL121111,0,0,0,0,0,0,0,0,0,14,13,0,28,0,0,0,31,9,4,43
UCL121112,0,0,0,0,0,0,0,0,0,14,9,0,21,0,0,0,21,9,0,28
UCL121113,0,0,0,0,0,0,0,0,0,5,3,0,16,0,3,3,15,12,0,27
UCL121114,0,0,0,0,0,0,0,0,0,9,8,4,17,0,0,0,17,10,0,28
UCL121115,0,0,0,0,0,0,0,0,0,5,10,0,14,0,0,0,13,5,0,17
UCL121116,0,0,0,0,0,0,0,0,0,15,9,3,20,0,0,0,26,10,0,34
UCL121117,0,0,0,0,0,0,0,0,0,9,10,4,27,0,0,0,28,20,0,42
UCL121118,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,11,15,0,26
UCL121119,0,0,0,0,0,0,0,0,3,3,7,0,12,0,0,0,19,17,0,31
UCL121120,0,0,0,0,0,0,0,0,4,5,4,0,10,0,0,0,10,37,0,49
UCL121121,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,15,0,21
UCL121122,0,0,0,0,0,0,0,0,0,4,3,7,12,5,0,0,14,16,0,32
UCL121123,0,0,0,0,0,0,0,0,0,3,5,0,13,0,0,0,12,14,4,29
UCL121124,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,6,14,0,19
UCL121125,0,0,0,0,0,0,0,0,0,3,7,0,14,0,0,0,16,14,0,31
UCL121126,0,0,0,0,0,0,0,0,0,8,3,0,7,0,0,0,7,8,0,21
UCL121127,0,0,0,0,0,0,0,0,0,5,12,0,16,0,0,0,16,13,0,28
UCL121128,0,0,0,0,0,0,0,0,0,17,8,0,29,0,0,0,27,13,0,43
UCL122001,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,10,0,10
UCL122002,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,3,0,7
UCL122003,0,0,0,0,0,0,0,0,0,7,5,0,15,0,0,0,15,10,0,22
UCL122004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8
UCL122005,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,3,9,4,0,11
UCL122006,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5
UCL122007,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,5,11,14,0,20
UCL122008,0,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,10,4,0,10
UCL122009,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,5,0,9
UCL122010,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,8,0,6
UCL122011,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,11
UCL122012,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,11,8,0,19
UCL122013,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,6,4,0,10
UCL122014,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,9,0,11
UCL122015,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,8,3,0,7
UCL122016,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5
UCL122017,0,0,0,0,0,0,0,0,0,4,4,5,9,0,0,0,9,3,0,9
UCL122018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,12
UCL122019,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,3,0,10
UCL122020,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,10,0,12
UCL122021,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,9
UCL122022,0,0,0,0,0,0,0,0,0,4,7,0,12,0,0,0,9,4,0,15
UCL122023,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,8
UCL122024,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,8,3,0,12
UCL122025,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,5,0,0,5
UCL122026,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,10
UCL122027,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,9
UCL122028,0,0,0,0,0,0,0,0,4,0,8,0,7,0,0,3,13,3,3,13
UCL122029,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,5,0,5
UCL122030,0,0,0,0,0,0,0,0,0,8,6,0,9,0,0,0,9,8,0,21
UCL122031,0,0,0,0,0,0,0,0,0,10,8,4,14,0,0,0,14,0,0,14
UCL122032,0,0,0,0,0,0,0,0,0,14,0,0,16,0,0,0,16,11,0,24
UCL122033,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,0,7
UCL122034,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6
UCL122035,0,0,0,0,0,0,0,0,0,3,7,0,11,0,0,0,11,13,0,25
UCL122036,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,9,21,0,31
UCL122037,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,8,4,0,11
UCL122038,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,3,3,0,0,3
UCL122039,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,10,10,0,23
UCL122040,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,11,10,0,20
UCL122041,0,0,0,0,0,0,0,0,0,4,6,0,13,0,0,0,15,5,0,23
UCL122042,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,5,0,0,4
UCL122043,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,4,6,0,11
UCL122044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
UCL122045,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,3,6,0,14
UCL122046,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,12,0,18
UCL122047,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3
UCL122048,0,0,0,0,0,0,6,8,9,4,0,0,7,0,0,3,10,16,8,26
UCL122049,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,13
UCL122050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9
UCL122051,0,0,0,0,0,0,0,0,0,6,7,0,15,0,0,0,11,7,0,18
UCL122052,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,11,0,0,11
UCL122053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
UCL122054,0,0,0,0,0,0,0,0,0,3,3,5,15,0,0,0,15,9,0,18
UCL122055,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,7,0,14
UCL122056,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,11,0,14
UCL122057,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,8,0,14
UCL122058,0,0,0,0,0,0,0,0,0,6,6,0,11,0,0,0,12,10,4,25
UCL122059,0,0,0,0,0,0,0,0,0,4,7,0,14,0,0,0,16,13,0,27
UCL122060,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,11,9,0,23
UCL122061,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,5,4,16
UCL122062,0,0,0,0,0,0,0,0,0,4,0,0,10,0,3,3,10,9,0,17
UCL122063,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,14,10,0,21
UCL122064,0,0,0,0,0,0,0,0,0,6,8,0,11,3,0,3,18,16,0,25
UCL122065,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,9,0,13
UCL122066,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,9,4,0,7
UCL122067,0,0,0,0,0,0,0,0,0,8,4,0,12,0,0,3,13,11,0,27
UCL122068,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4
UCL122069,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,4,4,0,11
UCL122070,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,11
UCL122071,0,0,0,0,0,0,0,0,0,4,5,0,11,0,5,5,12,5,0,20
UCL122072,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,6
UCL122073,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,11
UCL122074,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,6,0,14
UCL122075,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,4,5,0,9
UCL122076,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,7
UCL122077,0,0,0,0,0,0,0,0,0,6,4,0,12,0,0,0,12,5,0,13
UCL122078,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,4
UCL122079,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,4,0,9
UCL122080,0,0,0,0,0,0,0,0,0,4,5,0,7,0,0,0,11,3,0,14
UCL122081,0,0,0,0,0,0,0,0,0,5,3,0,13,0,0,0,13,0,3,15
UCL122082,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,6,0,0,5
UCL122083,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,7
UCL122084,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,6,4,0,15
UCL122085,0,0,0,0,0,0,0,0,0,6,5,0,7,0,0,0,5,3,0,10
UCL122086,0,0,0,0,0,0,0,3,3,6,4,0,10,0,0,0,10,20,3,31
UCL122087,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
UCL122088,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,3,13
UCL122089,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,7,10,0,16
UCL122090,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,10,9,0,19
UCL122091,0,0,0,0,0,0,0,0,0,0,8,5,12,0,0,0,12,8,0,13
UCL122092,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,8,3,0,14
UCL122093,0,0,0,0,0,0,3,0,3,6,8,0,17,0,0,0,17,13,0,24
UCL122094,0,0,0,0,0,0,0,0,0,6,3,0,14,0,0,0,15,13,0,23
UCL122095,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,3,0,12
UCL122096,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,9,6,0,10
UCL122097,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,12
UCL122098,0,0,0,0,0,0,0,0,0,8,8,4,15,0,4,3,18,14,0,34
UCL122099,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,4
UCL122100,0,0,0,0,0,0,0,0,0,4,4,0,12,0,0,0,12,15,0,25
UCL122101,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,3,0,11
UCL122102,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,8,8,0,13
UCL122103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
UCL122104,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,5,0,6
UCL122105,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,6,0,0,9
UCL122106,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,8,3,0,14
UCL122107,0,0,0,0,0,0,0,0,0,7,3,0,10,0,0,0,10,0,0,13
UCL122108,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,9
UCL122109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122110,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,0,7,5,0,11
UCL122111,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
UCL122112,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,8,0,0,12
UCL122113,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6
UCL122114,0,0,0,0,0,0,0,0,0,5,5,0,8,0,0,0,8,5,0,11
UCL122115,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,9
UCL122116,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,3,0,9
UCL122117,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,7,0,13
UCL122118,0,0,0,0,0,0,0,0,0,6,5,0,15,0,0,0,15,5,0,21
UCL122119,0,0,0,0,0,0,0,0,0,5,4,0,14,0,0,0,14,0,0,14
UCL122120,0,0,0,0,0,0,0,0,0,3,6,0,9,0,0,0,13,10,0,19
UCL122121,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,11,11,0,15
UCL122122,0,0,0,0,0,0,0,0,0,8,4,0,9,0,0,0,9,0,0,6
UCL122123,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,7,6,0,12
UCL122124,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,3
UCL122125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL122126,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7
UCL122127,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,8,4,0,10
UCL122128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,15
UCL122129,0,0,0,0,0,0,0,0,0,5,5,0,11,0,0,0,11,0,0,12
UCL122130,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,3,0,9
UCL122131,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,7
UCL122132,0,0,0,0,0,0,0,0,4,0,4,0,11,0,0,3,10,21,3,34
UCL122133,0,0,0,0,0,0,0,0,0,5,3,0,7,0,0,0,7,9,0,19
UCL122134,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,9,3,0,11
UCL122135,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7
UCL122136,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,21,0,30
UCL122137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6
UCL122138,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,5,9,3,17
UCL122139,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,6,10,0,15
UCL122140,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,5,0,6
UCL122141,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,7,8,0,15
UCL122142,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,4,0,8
UCL122143,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,5,6,0,10
UCL122144,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,14,10,0,25
UCL122145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
UCL122146,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,7,0,13
UCL122147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11
UCL122148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL122149,0,0,0,0,0,0,0,0,0,8,4,0,9,0,0,0,9,13,4,23
UCL122150,0,0,0,0,0,0,0,0,0,3,13,0,20,0,0,0,20,9,0,26
UCL122151,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,6,0,16
UCL122152,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,16,0,15
UCL122153,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,8,3,0,11
UCL122154,0,0,0,0,0,0,0,0,0,0,6,0,16,0,0,0,17,3,0,18
UCL122155,0,0,0,0,0,0,0,0,0,9,6,0,16,0,0,0,16,7,0,26
UCL122156,0,0,0,0,0,0,0,0,0,3,10,0,18,0,0,0,18,9,0,23
UCL122157,0,0,0,0,0,0,0,0,0,6,3,0,10,0,0,0,10,0,0,10
UCL122158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8
UCL131001,35,101,3,0,4,101,117,161,386,4571,3689,804,9067,267,248,516,9584,6795,313,16692
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL199994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
