UCL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL115059,6,6,0,3,0,0,0,0,0,15,0,6,4,17,6,3,0,0,0,30,22,4,58,43,24,6,24,20,0,206,0,0,0,0,5,3,0,4,0,13,0,0,3,7,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,3,0,0,6,0,5,0,0,0,5,17,40,81,69,87,50,11,27,33,0,402
UCL115060,0,11,5,9,4,0,0,3,0,32,15,15,23,40,14,6,0,0,9,121,36,25,169,104,48,32,34,22,6,477,0,3,5,16,0,6,0,4,0,33,0,0,4,5,3,0,4,0,0,24,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,13,26,70,154,236,227,80,42,43,38,30,921
UCL115061,0,3,0,0,0,0,0,0,0,9,4,8,0,14,6,0,0,0,0,22,12,14,35,31,16,8,5,10,0,123,0,0,0,4,0,0,0,0,0,7,0,0,0,4,7,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,7,25,55,38,51,27,14,7,15,0,235
UCL115062,7,6,0,6,5,3,0,0,0,28,10,4,3,18,14,3,0,0,0,53,33,17,89,24,17,10,16,16,5,224,0,0,0,0,0,6,0,0,0,10,3,6,4,0,0,0,4,3,0,24,0,0,0,0,4,0,0,0,0,9,0,0,3,5,5,0,0,0,0,10,78,111,101,58,54,24,23,26,8,481
UCL115063,7,12,0,6,9,0,0,6,0,35,8,13,4,10,13,3,0,3,0,58,24,9,52,14,17,0,0,8,0,125,0,0,0,0,0,0,0,0,0,0,4,0,5,3,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,84,147,67,41,57,21,10,23,4,450
UCL115064,17,28,9,21,10,3,4,4,0,94,28,27,23,38,21,3,4,6,0,152,65,24,184,52,61,23,17,34,3,469,9,4,0,3,15,0,3,7,0,32,13,0,0,6,14,0,0,5,0,56,3,3,0,6,4,0,0,0,0,14,4,4,3,3,5,9,0,4,4,27,277,592,246,177,177,57,34,65,21,1639
UCL115065,0,9,0,3,0,0,0,0,0,18,6,3,0,21,12,5,0,0,0,42,23,15,84,55,24,13,15,30,9,269,0,0,0,4,0,0,0,0,0,9,3,0,0,4,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,5,4,0,0,6,6,4,0,5,0,26,59,99,88,111,47,37,24,44,15,518
UCL115066,14,7,3,11,4,0,0,0,0,48,9,7,10,34,28,4,0,4,3,99,54,18,229,41,55,22,41,29,6,488,0,0,0,6,7,4,3,4,0,22,4,5,5,4,10,0,5,8,0,37,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,13,108,131,259,127,125,36,53,51,9,884
UCL115067,4,10,0,9,5,0,0,0,0,28,4,0,6,14,5,4,0,7,0,34,25,9,82,50,17,14,33,34,8,280,0,0,3,5,3,4,0,4,0,24,0,0,4,3,0,4,0,0,4,25,6,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,16,45,87,101,92,35,30,42,61,8,507
UCL115068,0,10,0,5,0,0,0,0,0,20,0,6,0,10,8,5,0,0,0,22,20,12,50,16,20,12,14,10,0,153,0,0,0,0,5,0,0,3,0,10,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,15,42,60,54,33,41,18,20,25,4,289
UCL115069,5,10,0,4,5,0,5,0,0,22,3,3,0,25,6,5,0,6,0,40,18,10,65,29,17,11,20,28,3,200,0,3,0,0,0,9,4,0,0,11,0,0,0,0,4,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,19,48,88,71,68,34,18,32,51,4,423
UCL115070,5,13,0,9,3,5,0,0,0,35,18,19,10,25,13,6,9,10,0,102,47,26,252,84,56,28,104,31,12,626,0,0,0,0,4,6,4,6,0,29,0,0,5,15,5,0,0,3,0,31,0,0,4,0,0,0,0,0,0,10,3,0,0,0,4,0,7,4,6,21,96,157,272,155,90,55,131,56,17,1026
UCL115071,4,5,0,11,3,0,0,0,3,36,7,3,6,14,7,3,0,0,0,40,25,9,111,35,24,16,72,20,3,318,0,0,0,3,4,0,0,0,0,15,3,0,0,5,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,3,0,0,19,51,81,127,79,55,24,86,32,5,544
UCL115072,4,9,0,8,6,0,0,0,0,27,6,13,0,16,4,3,0,3,0,49,20,10,71,40,24,12,20,32,3,240,3,0,0,0,0,0,0,0,0,11,0,0,0,7,3,4,0,0,0,19,0,0,0,4,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,8,42,128,81,90,51,23,28,42,4,488
UCL115073,6,11,0,4,5,0,0,0,0,22,7,9,4,21,0,5,0,5,0,48,24,5,71,19,21,9,20,22,3,199,0,0,0,3,5,0,3,4,0,17,0,0,0,0,8,0,0,6,0,17,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,9,0,14,61,93,84,53,50,23,24,48,4,444
UCL115074,4,0,0,7,3,0,4,0,0,16,3,7,0,12,8,9,3,3,0,38,32,10,53,41,13,11,19,36,3,211,0,0,0,3,3,0,0,8,0,21,0,0,0,0,10,0,0,0,0,16,4,0,0,0,3,0,0,0,0,7,3,0,0,0,6,0,7,11,0,22,58,65,68,68,39,21,29,74,5,435
UCL115075,0,0,3,3,4,0,0,0,0,14,4,6,0,6,7,0,0,0,0,19,13,8,29,10,13,3,7,5,3,97,0,0,0,6,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,10,34,71,44,35,38,13,7,8,4,247
UCL115076,5,0,0,5,0,0,0,0,0,20,7,3,6,13,5,3,0,3,0,42,18,7,75,33,17,5,26,14,5,201,3,5,0,4,0,3,0,4,0,12,0,0,0,0,6,0,3,6,0,14,0,0,0,0,0,0,0,0,0,5,3,3,4,8,0,0,0,0,0,17,44,88,84,80,36,17,34,20,10,413
UCL115077,11,13,5,4,9,0,0,7,0,42,9,9,3,10,13,5,0,0,0,58,25,18,70,42,24,23,20,31,0,261,4,0,0,4,0,0,5,3,0,16,3,0,0,3,6,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,3,0,19,65,147,83,84,59,40,29,48,4,558
UCL115078,0,4,6,5,4,6,0,0,0,21,7,9,9,8,3,7,0,4,0,32,12,3,45,15,7,5,9,11,0,113,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,5,13,41,74,65,40,39,27,10,22,5,317
UCL115079,3,6,0,9,8,3,0,0,0,31,3,6,5,10,6,3,0,0,0,34,29,11,92,30,22,9,21,32,4,255,0,0,3,3,5,0,0,6,0,17,0,0,0,6,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,5,5,4,8,3,0,5,3,4,4,28,68,91,104,63,49,24,29,48,9,498
UCL115080,3,5,5,8,5,0,0,0,0,28,14,7,10,23,14,8,0,0,4,72,29,12,158,39,39,32,46,32,9,399,0,3,0,0,0,3,0,5,0,15,0,0,0,7,8,7,4,0,0,24,0,0,4,0,0,0,0,0,0,6,0,0,0,3,0,3,3,3,5,24,61,122,180,95,76,61,65,51,22,730
UCL115081,8,5,0,3,0,0,0,0,0,13,3,3,3,4,4,0,9,6,0,37,17,3,36,20,12,3,12,17,4,114,0,0,6,6,3,0,0,4,0,12,4,0,0,0,0,0,7,10,0,16,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,0,0,8,4,23,47,39,55,43,31,9,35,61,3,331
UCL115082,0,0,0,3,3,0,0,0,0,16,5,3,4,14,3,3,0,0,0,26,10,11,43,14,14,7,22,16,0,135,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,23,39,55,45,32,12,25,19,3,253
UCL115083,0,11,0,6,9,3,0,0,0,30,6,9,3,26,12,4,3,5,0,74,39,15,116,37,40,18,36,35,9,339,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,4,0,4,0,19,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,4,6,4,29,80,109,136,87,73,36,55,70,16,663
UCL115084,0,11,0,3,3,0,0,0,0,15,5,4,3,11,4,3,0,4,0,35,8,9,55,16,8,7,5,21,0,130,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,4,0,11,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,8,0,8,0,24,22,64,63,46,27,19,17,39,0,294
UCL115085,7,11,0,3,7,3,0,6,0,35,8,7,10,15,9,0,0,0,0,50,21,9,63,15,15,6,11,8,0,150,0,0,0,0,4,0,0,0,0,18,6,0,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,8,81,130,78,45,53,22,19,18,0,441
UCL115086,10,5,6,10,7,3,0,0,4,48,16,9,9,28,11,14,5,13,0,101,55,9,128,59,34,22,20,38,6,375,4,0,5,3,3,0,0,0,0,23,4,0,0,4,0,6,0,3,0,21,0,0,0,0,0,0,0,0,0,9,9,0,7,0,3,0,0,3,13,38,144,180,163,187,89,64,36,85,26,987
UCL115087,6,3,3,5,7,3,0,0,0,22,8,10,3,10,10,0,0,0,0,48,14,9,80,26,22,13,18,9,4,193,4,0,0,0,0,0,0,4,0,8,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,4,4,18,47,89,91,50,59,22,21,20,15,420
UCL115088,0,14,3,4,4,0,0,0,0,30,8,4,4,13,11,5,0,0,0,41,17,11,41,37,34,15,7,20,0,185,0,0,5,0,0,0,0,4,0,10,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,6,44,107,52,68,69,21,10,27,6,412
UCL115089,4,8,4,16,4,0,0,0,0,35,10,19,0,33,12,3,4,0,0,97,54,25,140,110,52,21,71,67,8,546,4,0,4,6,4,6,4,6,0,31,6,0,0,7,0,4,4,4,0,32,0,0,0,0,0,0,0,0,0,6,0,0,5,3,8,0,6,13,3,42,114,173,157,194,109,43,94,101,9,995
UCL115090,0,0,5,6,0,0,0,0,0,9,3,0,0,4,8,0,0,0,0,20,5,3,30,12,9,3,8,8,0,86,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,16,34,35,32,16,14,15,13,4,173
UCL115091,0,3,3,6,5,0,0,0,0,16,5,6,0,0,0,0,0,0,0,10,12,10,56,20,16,3,23,15,4,161,0,0,0,4,0,9,0,8,0,14,0,0,0,7,5,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,14,24,32,65,46,30,16,20,24,3,271
UCL115092,0,4,0,5,0,0,0,0,0,17,7,8,0,16,10,9,0,4,0,61,8,9,97,60,31,19,18,31,3,276,0,0,3,6,3,4,0,0,0,15,0,0,0,3,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,32,102,107,105,55,37,24,47,6,505
UCL115093,6,3,0,4,3,7,3,0,0,28,7,11,4,10,5,4,0,4,0,43,24,8,58,11,24,12,10,11,0,151,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,65,129,74,31,62,28,18,24,3,422
UCL115094,3,7,4,7,3,0,0,5,0,26,9,9,7,23,7,3,3,3,0,64,17,13,70,45,20,15,21,37,3,243,0,0,6,5,0,3,0,3,0,20,0,3,0,8,5,0,4,3,0,18,0,0,0,0,0,0,0,0,0,4,0,5,0,8,3,0,0,0,3,17,43,125,85,109,55,23,26,53,14,540
UCL115095,0,0,0,7,3,0,0,0,0,17,0,0,0,5,3,0,0,0,0,16,18,4,34,12,8,0,9,13,0,94,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,0,4,0,0,0,3,0,0,11,35,49,35,32,24,8,14,15,0,220
UCL115096,11,26,3,13,6,0,3,4,0,64,20,26,12,21,20,5,5,8,4,115,45,24,142,80,76,34,34,57,3,494,0,0,0,6,9,3,0,0,0,18,4,4,5,7,10,0,0,7,0,39,0,0,5,0,0,0,0,0,0,6,3,3,0,7,7,6,0,4,0,26,121,296,171,164,145,55,42,81,15,1103
UCL115097,4,14,11,0,9,0,0,0,0,44,11,3,4,9,21,5,0,0,0,60,18,15,128,64,25,15,20,22,8,311,6,5,0,3,4,0,0,0,0,18,0,0,3,3,0,3,0,6,0,15,0,0,0,0,0,0,0,0,0,5,0,6,3,6,0,5,8,0,4,22,64,109,145,98,69,30,31,37,15,594
UCL115098,3,0,0,15,3,0,0,0,0,21,6,6,0,5,9,3,0,0,0,32,8,5,17,20,14,5,9,13,0,85,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,69,21,47,37,10,11,12,7,241
UCL115099,5,0,0,10,0,0,5,3,0,26,13,13,5,25,17,0,0,3,0,80,28,8,79,73,37,14,17,28,0,282,4,0,3,8,3,0,0,9,0,24,0,0,0,6,5,0,0,5,0,25,0,0,0,0,0,0,0,5,0,9,0,0,0,7,5,0,0,6,4,27,72,105,89,143,75,23,25,66,16,614
UCL115100,0,9,0,14,11,0,0,3,4,42,3,10,0,10,6,0,0,5,0,34,20,11,50,51,26,11,12,31,9,218,0,0,0,0,4,3,0,8,0,15,3,0,0,6,3,0,0,5,0,28,0,3,0,0,0,0,0,0,0,3,4,4,0,6,0,0,5,11,0,22,62,151,63,100,60,25,23,61,14,547
UCL115101,16,14,0,11,7,0,4,3,0,58,12,12,3,19,13,0,0,4,0,63,26,20,76,33,29,22,9,25,4,241,4,0,4,0,5,4,0,5,0,14,0,4,0,3,3,8,0,5,0,18,0,0,0,0,0,0,0,0,0,3,5,3,0,3,5,0,0,0,6,28,90,175,94,94,70,39,21,45,12,638
UCL115102,5,3,0,3,0,0,0,0,0,17,0,5,5,12,7,0,0,4,0,36,16,11,60,31,17,15,40,26,3,220,0,0,0,5,5,7,7,3,0,18,3,0,0,7,0,0,0,0,0,19,0,0,0,0,3,0,0,0,4,10,0,0,5,4,0,0,0,0,0,12,35,71,77,75,38,24,46,38,7,406
UCL115103,0,0,0,3,0,0,0,0,0,11,5,0,0,8,4,0,0,0,0,14,4,0,35,20,9,6,21,7,0,105,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,3,0,0,22,22,34,42,42,23,6,26,15,6,210
UCL115104,0,12,0,3,6,3,0,0,0,23,10,3,6,7,4,3,0,5,0,47,21,11,60,17,13,0,3,13,0,129,3,0,0,0,3,0,0,0,0,9,0,0,0,4,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,0,13,52,149,71,50,36,12,3,23,0,408
UCL115105,4,4,0,8,4,0,0,0,0,23,5,4,3,23,3,0,0,0,0,47,28,10,65,34,24,19,16,14,4,208,4,0,0,5,0,0,0,0,0,11,0,0,4,0,4,0,0,3,0,21,0,3,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,4,4,16,57,81,82,70,47,25,24,29,8,425
UCL115106,8,0,9,10,9,7,0,0,0,36,3,12,4,14,16,4,3,5,0,70,18,15,93,45,39,18,32,32,3,302,0,0,0,0,3,4,0,3,0,13,0,0,0,3,0,3,0,8,0,21,0,0,0,0,0,0,0,0,0,4,4,0,5,4,0,4,6,5,6,26,42,121,117,90,87,51,38,53,11,618
UCL115107,8,32,7,14,6,11,0,7,0,78,16,25,9,33,14,9,5,4,0,123,26,16,100,27,33,20,14,33,0,260,0,0,4,8,3,3,0,4,0,17,3,3,0,6,0,5,0,0,0,26,0,6,5,0,0,0,0,5,0,15,0,3,0,3,0,4,0,0,0,23,139,390,154,155,92,70,20,70,19,1113
UCL115108,20,20,8,6,8,0,0,0,4,53,30,33,12,20,24,5,0,0,0,115,31,18,76,29,35,8,12,8,3,221,4,0,0,0,7,0,0,0,0,15,6,0,0,4,10,0,0,0,0,22,4,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,3,9,210,286,109,77,131,25,17,19,13,891
UCL115109,6,10,0,9,9,3,0,0,0,48,16,10,4,15,12,3,0,11,0,69,44,16,118,48,38,20,18,33,4,340,0,0,0,4,4,0,0,3,0,19,3,4,4,4,11,0,0,0,0,29,0,0,4,0,0,6,0,0,0,10,6,0,3,3,7,0,0,10,0,32,114,155,150,116,97,46,19,61,6,766
UCL115110,9,7,3,10,9,3,0,0,0,45,10,6,5,31,9,0,4,0,0,66,34,16,121,51,31,16,23,38,6,350,7,0,4,0,8,3,6,11,0,39,0,0,3,10,6,4,0,3,0,34,0,0,0,3,0,0,0,0,0,3,0,0,3,3,5,0,4,10,4,33,93,154,159,141,80,37,40,79,17,801
UCL115111,6,4,0,6,10,0,4,0,0,32,7,15,8,22,10,0,0,5,0,68,29,18,131,63,40,22,51,44,7,407,3,0,3,0,3,3,0,0,0,20,3,3,0,7,3,0,3,4,0,29,0,0,0,0,0,0,0,0,0,4,0,4,0,5,4,0,0,3,0,21,81,164,143,121,99,34,70,63,11,792
UCL115112,5,9,3,5,4,0,3,0,0,29,26,14,15,22,15,3,10,6,3,108,30,19,138,49,43,24,88,27,8,422,0,0,0,3,6,8,11,6,0,26,0,4,0,6,0,0,6,0,0,23,0,0,4,0,0,0,0,0,0,9,0,8,0,4,4,0,0,5,7,25,100,177,170,108,91,46,128,48,15,882
UCL115113,0,4,0,11,0,0,0,0,0,16,8,7,0,13,8,5,0,0,0,39,21,14,58,34,23,4,35,26,6,209,0,0,0,0,0,0,3,3,0,7,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,7,3,5,25,50,122,70,80,39,10,47,37,7,475
UCL115114,8,3,0,6,6,0,6,0,0,25,5,6,5,4,8,0,0,0,4,36,27,10,107,39,18,15,38,32,4,292,3,0,3,3,4,0,0,9,0,22,0,0,4,4,8,0,5,0,0,23,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,8,5,5,34,55,101,126,75,52,25,59,49,21,567
UCL115115,19,31,10,26,14,6,3,3,4,106,20,24,16,50,27,16,8,13,0,171,46,22,186,72,36,31,25,53,6,471,0,3,0,0,3,0,0,7,0,22,12,7,3,5,3,5,0,7,0,48,0,4,0,3,0,0,0,3,3,21,3,3,0,4,0,5,0,0,12,34,208,500,255,238,153,93,38,96,34,1600
UCL115116,8,29,4,20,14,3,0,0,3,77,26,24,3,51,21,9,0,3,0,137,41,37,150,104,51,38,28,41,4,489,0,0,0,5,10,8,0,4,0,32,4,3,7,4,9,0,0,6,0,32,0,3,0,0,0,0,0,0,0,10,0,8,3,7,0,3,0,4,3,40,130,379,182,210,112,73,40,58,23,1205
UCL115117,4,3,0,3,0,0,0,0,0,14,4,4,5,3,12,5,0,0,0,29,10,4,55,29,12,9,11,22,4,145,0,0,0,4,0,0,0,4,0,12,0,0,0,0,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,22,66,62,49,35,20,14,29,3,287
UCL115118,3,6,0,6,0,0,3,0,0,22,6,3,0,15,9,0,0,6,0,44,25,0,56,30,7,14,7,27,0,174,0,0,4,0,3,0,0,0,0,10,0,0,0,3,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,4,0,0,11,68,110,76,72,37,18,11,43,4,441
UCL115119,13,24,5,22,9,0,4,3,0,72,29,21,16,29,27,4,6,13,3,155,77,37,223,67,70,25,46,43,14,588,5,0,3,4,9,0,3,3,0,26,4,0,5,9,5,4,6,5,0,41,4,0,0,3,0,0,0,0,0,9,6,3,7,3,15,0,0,5,0,40,210,339,273,171,156,55,71,77,29,1382
UCL115120,19,18,5,11,16,0,0,0,0,82,36,22,5,31,31,7,4,4,0,146,100,17,234,39,81,30,29,39,8,577,0,0,0,0,7,0,0,0,0,8,6,7,0,4,18,5,3,3,0,48,0,0,0,3,3,0,0,0,0,8,3,6,3,5,0,8,3,4,4,28,250,249,258,113,183,62,39,51,23,1224
UCL115121,0,4,0,6,0,0,0,0,0,17,3,4,0,12,4,5,0,0,0,37,14,14,71,45,25,15,29,26,0,232,0,0,3,0,0,3,0,0,0,9,3,0,0,9,0,0,4,4,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,8,0,15,26,51,86,76,38,25,47,31,11,389
UCL115122,3,10,0,10,5,0,0,0,0,30,5,10,4,19,7,0,0,0,0,45,19,9,79,57,25,16,61,33,0,303,0,0,3,5,4,3,0,4,0,24,0,3,0,5,0,0,3,4,0,27,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,4,6,4,0,21,49,124,95,106,50,32,72,52,6,587
UCL115123,8,15,3,9,6,0,0,0,0,47,5,4,11,18,4,4,0,3,0,53,26,7,71,20,10,13,20,26,0,196,0,4,0,0,3,7,0,3,0,19,4,0,0,7,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,18,83,151,107,63,48,32,32,32,6,547
UCL115124,22,21,5,22,17,5,0,7,0,98,12,19,17,45,30,8,3,14,0,160,53,30,196,102,73,34,25,46,11,570,0,0,0,3,8,3,0,3,0,24,3,5,0,5,14,7,3,0,0,41,3,3,0,0,0,0,0,3,0,9,3,9,3,5,4,9,6,11,11,59,174,447,238,242,198,79,40,95,29,1542
UCL115125,17,12,11,10,11,0,0,0,0,58,15,17,11,27,8,4,4,3,0,93,40,12,142,45,34,8,30,32,3,351,4,0,0,0,0,3,0,0,0,9,0,4,0,3,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,13,3,0,8,0,3,0,6,0,29,117,242,178,123,88,30,40,49,17,874
UCL115126,8,8,0,4,7,0,0,0,0,23,3,3,4,13,10,4,0,0,0,40,18,3,38,23,12,8,6,8,0,120,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,8,70,115,46,56,39,24,7,16,0,382
UCL115127,0,5,0,5,3,3,0,6,0,29,4,5,6,10,0,3,0,0,0,29,20,10,62,31,14,7,9,17,5,166,0,0,5,4,0,4,0,0,0,9,4,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,4,0,13,45,95,80,55,27,18,15,30,9,376
UCL115128,9,25,3,10,10,4,0,3,0,59,16,23,14,21,11,0,6,3,0,89,29,14,86,25,11,4,8,21,6,206,3,0,0,0,0,0,0,0,0,11,8,4,5,0,0,3,0,4,0,20,0,0,0,3,0,0,0,0,0,5,0,3,4,4,0,3,0,0,8,20,116,281,130,95,64,38,12,42,25,791
UCL115129,5,21,7,7,5,5,0,0,0,49,16,5,7,7,10,8,0,5,0,55,16,3,72,18,6,3,5,3,0,131,0,0,0,0,0,0,0,3,0,7,0,7,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,4,12,112,301,97,55,60,27,8,19,16,699
UCL115130,0,0,8,8,4,0,0,0,0,24,3,6,8,20,14,4,5,3,0,65,35,22,123,62,29,26,29,44,4,373,5,0,4,0,5,6,0,3,0,26,0,4,3,7,4,0,0,11,0,29,5,5,0,3,0,0,0,0,0,8,3,4,0,0,4,0,4,4,0,19,68,110,147,109,78,44,39,70,14,683
UCL115131,4,7,8,12,8,8,0,0,0,44,9,16,7,39,17,6,5,0,0,107,42,28,185,95,57,33,42,47,15,546,5,0,4,9,5,9,5,5,0,39,0,0,5,9,0,0,6,6,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,5,0,3,5,30,81,161,217,189,96,68,58,79,25,968
UCL115132,8,11,3,0,6,0,0,3,0,29,7,6,3,10,4,7,0,0,0,36,23,5,54,22,8,10,3,23,3,156,5,0,0,4,0,0,0,4,0,11,5,0,5,4,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,77,171,76,52,41,25,9,26,0,484
UCL115133,9,3,9,8,5,0,0,0,0,29,4,6,9,13,6,7,0,0,0,43,21,10,57,24,11,12,16,11,3,172,0,0,0,8,4,0,0,4,0,16,4,0,0,5,6,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,60,72,71,73,42,30,24,23,7,404
UCL115134,7,13,9,11,3,0,0,0,4,48,9,18,6,42,17,3,6,4,0,98,68,27,152,64,57,41,35,57,9,511,9,3,3,11,9,4,0,10,0,43,0,0,0,7,13,4,5,8,0,33,0,5,3,0,0,0,0,0,0,4,11,4,0,5,3,4,0,3,0,42,137,237,183,165,112,63,46,88,18,1049
