UCL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
UCL121021,3,0,7,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,5,17,0,3,0,32,0,0,0,5,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,26,15,33,4,86,0,0,0,3,13,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,3,0,14,5,21,0,0,0,0,0,0,5,0,0,0,0,7,0,13,0,0,0,0,3,0,10,0,0,0,3,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7
UCL121022,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,14,0,5,0,24,0,0,3,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,4,3,0,22,13,32,7,79,0,0,0,0,4,0,7,0,0,0,0,5,0,5,0,0,0,0,3,0,7,0,0,0,0,3,0,6,0,0,0,0,11,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,9,0,0,4,0,3,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,12,0,0,0,0,0,3,3,0,0,0,3,8,0,10,3
UCL121023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,9,11,19,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,3,0,0,8,0,0,0,3,3,0,4,4,0,0,0,4,0,4,0
UCL121024,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,10,0,0,0,5,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,7,16,37,3,67,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,4,13,0,20,0,0,0,0,4,0,7,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,3,7,0,19,0
UCL121025,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,0,0,6,3,0,15,3,7,0,29,4,5,18,4,13,0,40,0,0,0,0,0,0,0,0,0,0,0,7,0,10,3,0,0,0,0,0,4,12,12,45,18,38,6,121,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,18,0,30,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,3,0,6,0,0,4,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,0,0,6,0,0,13,0,7,0,17,0,0,0,0,0,0,9,0,0,4,5,0,0,18,6
UCL121026,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,4,6,0,0,7,0,0,8,5,0,0,13,0,5,22,17,7,0,50,5,0,14,10,9,0,41,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,4,15,8,54,46,39,10,167,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,13,0,15,0,0,0,0,0,0,4,0,0,0,9,34,6,42,0,0,0,0,0,0,0,0,0,4,5,8,0,18,0,0,4,9,11,3,29,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,14,0,0,4,6,0,0,11,4,0,9,5,4,0,24,4
UCL121027,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,4,0,7,0,0,0,0,3,0,5,0,4,18,8,5,0,27,3,3,8,9,16,0,42,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,3,0,6,5,4,47,26,40,3,127,0,0,0,0,8,0,8,0,0,0,0,0,0,4,0,0,0,0,9,0,16,0,0,0,0,3,0,3,0,0,0,3,18,0,24,0,0,0,0,0,0,5,0,0,3,3,7,0,16,0,0,3,6,9,0,11,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,8,0,12,0,0,3,0,6,0,10,0,0,4,3,3,0,13,5
UCL121028,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,3,0,0,0,3,0,10,0,0,0,0,0,0,3,0,6,3,0,0,0,9,9,0,14,0,4,0,22,9,0,11,4,11,0,29,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,8,19,3,33,17,29,9,109,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,33,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,14,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,4,0,0,5,3,0,13,0,4,5,18,0,0,0,0,0,0,0,0,7,4,6,3,0,21,11
UCL121029,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,14,0,0,0,6,11,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,31,4,63,0,0,0,0,4,4,9,0,0,0,3,4,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,5,0,5,0,0,0,0,13,0,14,0,0,0,0,3,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,3,0
UCL121030,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,9,0,16,0,0,0,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,9,7,36,5,68,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,3,0,17,0,24,0,0,0,0,3,0,3,0,0,0,0,7,0,13,0,0,0,0,5,0,5,0,0,3,0,9,0,8,4,0,6,0,8,0,17,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,5,0,5,0,0,0,7,12,0,16,3
UCL121031,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,3,0,8,0,16,0,0,0,0,0,0,4,0,0,0,0,4,0,8,3,0,11,11,9,0,30,0,0,19,6,12,3,50,0,0,4,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,7,14,6,43,30,60,9,170,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,7,31,0,44,0,0,0,0,4,0,3,0,0,5,3,8,0,11,0,0,3,7,13,4,30,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,3,3,4,9,4,8,0,29,0,0,0,0,5,0,5,4,0,3,6,6,3,21,4
UCL121032,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,5,0,30,0,0,8,4,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,23,13,27,7,76,0,0,0,3,17,0,15,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,4,8,0,6,3
UCL121033,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,3,10,0,3,0,22,4,0,17,3,5,0,31,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,3,9,8,36,15,24,0,89,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,6,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,13,4
UCL121034,5,0,22,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,4,0,0,0,8,3,0,3,5,0,0,7,0,0,5,0,6,0,17,6,0,18,4,5,0,37,4,0,17,3,0,4,34,0,0,6,0,10,0,18,0,0,0,4,3,0,8,0,0,3,0,0,0,5,25,14,65,39,46,3,194,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,7,7,0,19,3,0,0,4,36,0,46,0,0,0,0,0,0,6,0,0,9,0,14,0,36,4,0,12,9,23,0,46,0,0,0,3,5,0,12,0,0,0,4,6,0,6,0,0,0,0,0,0,3,0,0,5,3,3,0,11,8,0,3,0,9,0,20,3,0,3,5,0,0,12,7,4,9,4,5,0,35,8
UCL121035,11,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,5,6,9,0,10,0,0,7,3,10,0,24,6,5,8,10,31,0,50,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,0,4,0,6,4,5,21,38,93,4,162,0,0,0,0,0,0,0,0,0,0,4,24,0,29,0,0,0,6,10,0,16,0,0,0,0,6,0,6,0,0,0,4,27,0,32,0,0,0,0,4,0,6,0,0,0,0,9,0,13,0,0,0,3,15,0,16,0,0,3,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,8,0,11,0,0,0,5,4,0,13,0,0,4,3,16,0,26,3
UCL121036,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,3,7,0,18,0,0,4,0,0,0,6,0,3,14,3,6,0,31,0,0,19,4,3,0,33,8,0,25,14,22,5,76,0,0,0,0,4,0,4,0,0,0,0,5,0,9,0,0,0,0,0,0,0,17,7,79,45,81,6,225,0,0,0,3,3,0,5,0,0,0,0,4,0,4,0,0,3,8,12,0,17,0,0,0,4,0,0,6,0,0,6,10,37,0,52,0,0,0,4,10,0,17,0,0,0,0,22,0,24,0,0,4,3,7,0,20,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,8,0,8,6,0,11,5,6,0,33,0,0,6,5,7,0,13,0,3,16,16,13,0,54,8
UCL121037,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,4,0,7,0,3,0,16,4,7,10,0,8,0,33,0,4,14,4,14,0,33,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,9,6,36,20,46,4,112,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,4,0,4,0,0,0,0,29,0,35,0,0,0,0,0,0,5,0,0,0,0,8,0,9,0,0,5,7,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,6,3,3,0,12,0,0,0,4,4,0,7,4,3,11,4,13,0,36,4
UCL121038,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,3,0,4,9,10,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,7,18,40,0,63,0,0,0,4,11,0,23,0,0,0,0,6,0,6,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,8,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0
UCL121039,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,3,0,7,0,0,0,0,3,0,8,0,0,0,0,0,0,3,7,5,13,5,0,0,24,3,0,4,3,4,0,21,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,9,3,4,0,12,18,8,51,29,26,0,131,0,0,3,0,0,0,7,0,0,0,0,0,0,5,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,3,7,16,0,29,0,0,0,0,0,0,7,0,0,0,7,4,0,18,3,0,9,5,7,4,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,6,0,0,5,10,3,0,0,0,0,0,11,4,4,13,6,3,0,28,0,0,3,3,4,0,10,0,0,3,3,0,0,4,8
UCL121040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,5,0,14,4,0,19,0,7,0,27,4,0,12,4,9,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,6,33,18,35,4,108,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,12,0,0,0,0,3,0,3,0,0,0,0,21,0,21,0,0,3,3,7,0,8,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,7,0,0,3,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,3,3,0,5,10,3,0,31,4
UCL121041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,6,0,3,3,3,4,0,11,0,0,4,3,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,15,13,28,7,65,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,4,0,4,0,0,0,0,9,0,12,0,0,0,6,6,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,19,0
UCL121042,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,10,0,0,0,23,3,0,15,9,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,18,3,40,9,7,3,83,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,8,3,22,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,6,0,10,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,0,0,6,0,5,0,0,0,12,0,0,0,0,4,0,6,7,0,5,0,0,0,8,11
UCL121043,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,9,3,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,11,0,3,0,27,3,4,10,6,3,0,27,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,5,0,0,0,0,13,10,48,19,28,0,124,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,6,0,0,7,0,0,3,8,30,0,40,0,0,6,0,4,0,5,0,0,4,0,9,0,17,0,0,3,0,8,0,7,0,0,0,0,3,0,7,0,0,0,4,3,0,3,3,0,5,0,6,0,11,0,0,0,0,5,0,6,3,0,17,8,4,0,31,0,0,0,0,4,0,5,3,0,4,0,0,0,11,3
UCL121044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,8,0,0,7,8,0,0,14,0,0,11,4,6,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,11,9,28,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,6,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,3,0,0,3,5,5,0,10,0
UCL121045,4,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,10,3,3,0,15,4,0,7,0,11,0,24,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,3,6,0,18,12,36,4,75,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,0,0,0,4,0,0,6,0,14,0,17,0,0,0,0,0,0,0,0,0,0,4,9,0,15,0,0,0,0,4,0,5,0,0,0,4,7,0,7,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0,0,0,0,7,0,6,0,0,4,0,4,0,9,3
UCL121046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,13,0,0,0,0,0,0,3,11,6,18,6,9,0,47,4,0,10,5,0,0,20,0,0,11,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,27,11,51,15,19,3,127,0,0,6,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,3,0,0,0,3,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,6,7,0,29,0,0,0,5,0,0,9,22,11,30,5,5,0,80,4
UCL121047,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,4,0,19,3,0,12,3,4,0,24,6,0,5,10,14,0,31,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,34,26,29,0,100,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,11,0,0,0,0,5,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,11,0,0,0,0,0,0,4,6,0,14,14,12,0,52,5
