UCL_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL121009,7,5,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,7,0,0,21,6,4,9,0,4,0,0,20,0,0,0,0,0,0,0,0,12,14,7,3,11,0,0,43
UCL121010,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,15,0,4,5,0,0,0,0,8,0,0,0,0,0,0,0,0,6,9,8,7,0,0,0,22
UCL121011,7,6,9,6,4,0,0,25,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,11,5,10,0,0,40,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,5,0,0,0,0,7,3,6,15,7,10,0,0,45,23,18,6,6,9,0,0,64,3,3,4,0,0,0,0,15,26,30,24,21,17,6,0,120
UCL121012,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,17
UCL121013,4,3,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,14,3,0,0,0,36,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,11,13,14,3,0,0,0,37,14,15,3,6,0,0,0,42,0,0,0,0,0,0,0,0,21,26,20,7,7,0,0,78
UCL121014,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,0,6,0,0,22,0,5,0,6,0,0,0,7,0,0,0,0,0,0,0,0,3,9,9,0,6,0,0,34
UCL121015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12
UCL121016,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,20,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,3,5,3,0,0,28
UCL121017,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,0,0,0,13
UCL121018,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,13,9,3,3,6,3,0,0,16,0,4,0,0,0,0,0,5,12,9,4,7,3,0,0,32
UCL121019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,3,0,0,18,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,7,3,0,3,0,0,21
UCL121020,3,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,7,3,9,0,0,20,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,3,10,6,9,0,0,25
UCL121021,4,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,7,0,0,26,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,13,8,4,7,0,0,32
UCL121022,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,14,0,4,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,4,0,7,13,0,0,23
UCL121023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,5,4,4,0,9,0,0,23
UCL121024,0,3,5,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,11,3,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,11,3,5,0,0,35,5,6,4,0,5,0,0,17,0,0,0,0,0,0,0,0,4,19,16,7,8,0,0,53
UCL121025,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,11,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,11,7,0,25,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,6,3,3,12,7,0,32
UCL121026,3,4,7,0,3,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,11,12,7,5,5,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,12,7,8,0,0,44,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,12,9,7,8,0,0,46
UCL121027,0,3,3,4,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,8,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,8,0,4,0,25,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,7,12,8,0,4,0,34
UCL121028,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,5,0,0,4,0,0,17
UCL121029,0,3,0,0,0,0,0,8,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,7,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,8,6,3,0,0,0,0,17,3,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,8,14,5,3,0,0,0,36
UCL121030,6,6,5,8,3,0,0,26,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,6,9,3,6,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,6,5,0,0,35,8,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,15,11,7,4,6,0,0,50
UCL121031,8,4,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,10,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,5,8,9,9,12,4,0,0,48,3,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,11,15,11,12,4,0,0,55
UCL121032,0,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,17,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,5,3,3,0,0,18,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,8,10,4,3,0,0,25
UCL121033,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,11,0,0,16,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,10,3,0,11,0,0,23
UCL121034,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,22
UCL121035,3,12,5,0,0,0,0,19,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,16,5,0,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,18,5,6,3,0,0,39,12,15,13,4,6,0,0,46,0,0,0,0,0,0,0,0,18,31,16,5,10,0,0,89
UCL121036,4,10,4,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,9,9,7,0,0,39,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,8,4,0,0,0,4,0,0,8,6,13,14,11,4,0,0,48,8,6,4,3,3,0,0,24,0,0,0,0,0,0,0,0,15,22,16,9,11,3,0,72
UCL121037,0,5,8,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,18,3,3,5,6,3,0,0,16,0,0,0,0,0,0,0,0,10,4,7,8,3,0,0,31
UCL121038,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,4,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,8,7,0,4,0,0,18,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,29
UCL121039,0,5,3,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,5,0,0,27,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,6,5,0,0,27
UCL121040,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,16
UCL121041,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,8,0,3,0,0,15,5,8,3,0,5,0,0,20,0,0,0,0,0,0,0,0,5,10,11,4,10,0,0,32
UCL121042,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,15
UCL121043,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,6,4,4,6,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,4,6,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,4,6,4,35
UCL121044,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,8,10,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,0,4,0,0,27,7,8,6,3,0,0,0,22,0,0,0,0,0,0,0,0,12,9,13,6,3,0,0,52
UCL121045,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,5,4,0,0,0,16
UCL121046,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,5,0,14
UCL121047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,8,6,3,0,0,0,0,17
UCL121048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,12
UCL121049,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,5,0,0,19,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,8,5,5,0,0,28
UCL121050,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,12
UCL121051,3,8,6,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,3,7,0,0,32,5,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,11,18,11,6,8,0,0,46
UCL121052,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,18
UCL121053,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,14,8,0,0,0,0,31
UCL121054,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,15
UCL121055,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12
UCL121056,0,4,3,0,3,0,0,14,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,4,7,10,8,10,13,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,8,10,13,0,0,47,15,3,3,3,0,0,0,28,0,0,0,0,0,0,0,0,19,15,12,11,11,0,0,78
UCL121057,4,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,0,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,11,0,3,3,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,14,0,3,3,0,26
UCL121058,0,6,8,4,0,0,0,14,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,8,5,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,9,0,0,25,5,8,0,0,4,0,0,19,0,0,0,0,0,0,0,0,7,9,9,5,12,0,0,45
UCL121059,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,4,0,5,0,0,27,3,6,3,0,3,0,0,16,0,0,0,0,0,0,0,0,3,12,9,0,9,0,0,37
UCL121060,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,9,8,3,3,0,0,0,22,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,7,3,7,0,0,0,30
UCL121061,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,14,0,5,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,11,6,4,4,0,0,28
UCL121062,0,3,4,3,0,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,4,4,4,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,20,3,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,3,3,5,5,7,0,0,26
UCL121063,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9
UCL121064,0,4,7,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,8,0,0,17,5,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,5,10,5,5,8,0,0,28
UCL121065,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,5,0,0,19,5,0,3,0,0,0,0,11,0,0,0,0,0,0,0,6,4,11,5,3,8,0,0,35
UCL121066,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,0,9,3,0,0,0,20,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,10,9,0,5,0,0,29
UCL121067,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,0,0,0,13,4,5,0,0,9,3,0,23,0,0,0,0,0,0,0,0,9,8,9,3,7,3,0,32
UCL121068,16,19,15,5,10,0,0,64,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,21,21,19,9,13,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,19,9,13,0,0,81,12,9,4,3,3,0,0,31,0,0,0,0,0,0,0,0,32,29,21,16,15,0,0,110
UCL121069,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
UCL121070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,3,4,0,0,4,22
UCL121071,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,4,0,0,0,0,0,9,0,4,0,0,0,0,0,3,0,9,0,0,3,0,0,18
UCL121072,3,6,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,7,4,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,6,0,0,0,24,8,4,0,0,0,0,0,22,0,0,0,0,0,0,0,0,17,16,6,3,4,0,0,44
UCL121073,6,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,4,4,0,0,21,0,3,0,3,3,0,0,9,0,0,0,0,0,0,0,3,5,7,6,10,6,0,0,28
UCL121074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,7,3,5,4,0,0,21
UCL121075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
