UCL_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
UCL115022,0,0,0,6,6,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,0,5,11,4,5,0,0,36,0,0,0,4,4,6,0,0,0,17,18,16,14,22,30,27,5,0,0,135,0,0,3,5,4,3,0,0,0,14,19,7,5,4,13,13,3,0,0,63,13,9,0,8,4,8,5,0,0,42,0,0,3,3,13,9,3,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,3,5,4,8,3,4,0,0,22,0,3,0,0,6,6,0,0,0,18,0,3,0,13,18,5,0,0,0,36,0,0,9,17,12,8,4,0,0,51,0,3,14,8,13,15,0,0,0,61,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,6,0,0,0,17,0,0,4,3,7,0,0,0,0,19
UCL115023,0,9,7,3,3,13,5,0,0,43,0,0,0,0,3,0,0,0,0,5,6,0,3,0,7,0,3,0,0,14,0,0,0,0,4,0,0,0,0,4,4,5,9,12,3,8,0,0,0,41,0,0,3,0,0,0,0,0,0,7,3,4,4,0,5,3,0,0,0,17,0,0,0,0,4,0,0,0,0,8,0,0,0,0,8,0,4,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,6,0,0,0,6,11,13,6,0,0,36,0,0,3,3,0,0,0,0,0,11,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,9,3,3,3,6,4,0,0,0,0,15
UCL115024,0,0,5,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,0,0,0,0,10,0,8,6,4,6,4,0,0,0,28,0,0,0,0,0,0,0,0,0,7,4,0,4,3,4,3,0,0,0,28,0,0,3,3,3,4,0,0,0,12,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,0,0,7,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,3,0,0,0,13,0,6,17,16,16,11,5,0,0,67,0,0,7,10,9,0,4,0,0,26,0,6,3,5,4,4,0,0,0,19,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,7,0,3,0,0,6,6,3,0,0,16
UCL115025,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,9,8,13,11,4,0,0,42,0,0,0,0,3,0,0,0,0,4,11,11,28,23,17,17,3,0,0,98,0,0,8,4,0,9,0,0,0,21,5,4,6,10,3,0,3,0,0,26,9,0,5,3,6,0,0,0,0,16,0,0,4,9,10,9,4,0,0,31,0,0,0,4,0,3,0,0,0,10,0,0,0,3,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,6,5,4,3,6,0,0,24,0,0,0,4,3,0,0,0,0,13,0,0,5,4,9,6,0,0,0,25,0,0,9,0,5,5,4,0,0,19,0,0,4,4,9,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,4,3,0,0,21,0,0,0,6,5,0,0,0,0,13
UCL115026,0,0,4,0,0,7,9,0,0,22,0,0,9,5,3,0,0,0,0,19,0,0,6,0,6,0,0,0,0,14,0,0,3,0,0,0,0,0,0,6,0,9,9,10,15,9,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,0,0,0,0,20,3,9,5,8,0,3,0,0,0,32,0,0,0,0,4,3,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,4,4,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,4,8,9,6,4,0,0,39,0,0,4,3,4,0,0,0,0,20,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,4,0,0,12,0,0,0,6,7,0,0,0,0,10
UCL115027,0,0,4,0,0,0,4,0,0,8,0,4,63,71,46,28,3,0,0,217,3,11,22,17,10,6,3,0,0,72,0,0,4,5,10,3,0,0,0,18,3,14,26,26,11,7,4,0,0,91,0,9,16,3,3,0,0,0,0,46,12,4,6,0,9,3,0,0,0,36,12,6,13,4,0,0,4,0,0,40,0,4,4,8,10,7,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,4,6,4,0,0,0,0,12,0,3,5,5,6,4,0,0,0,27,0,3,8,7,7,3,6,0,0,30,0,0,8,0,0,0,0,0,0,15,0,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,6,12,10,6,0,0,0,0,44,0,3,12,6,6,8,0,0,0,41
UCL115028,0,0,0,6,0,3,0,0,0,12,0,0,4,0,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,10,0,0,0,5,9,6,0,0,0,15,14,18,20,27,29,32,4,0,0,147,0,0,0,0,0,0,0,0,0,0,10,0,0,8,6,8,0,0,0,38,8,4,7,0,10,4,5,0,0,35,0,0,0,3,4,6,5,0,0,21,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,3,3,11,4,4,0,0,22,0,0,0,0,8,4,0,0,0,18,0,0,6,6,15,12,5,0,0,39,0,0,7,10,13,17,8,0,0,51,0,0,4,8,8,19,0,0,0,44,0,0,0,4,0,0,0,0,0,12,0,0,4,4,5,0,0,0,0,19,0,3,0,7,0,8,5,0,0,23
UCL115029,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,3,0,0,0,23,0,0,0,0,3,0,0,0,0,4,0,5,17,12,14,8,0,0,0,57,0,0,0,0,0,4,0,0,0,4,0,3,4,8,3,5,5,0,0,31,4,3,17,13,7,9,6,0,0,52,0,0,3,3,4,3,3,0,0,15,0,0,0,0,3,3,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,6,0,0,0,29,0,0,4,4,3,4,4,0,0,16,0,0,0,3,9,10,0,0,0,18,0,0,5,5,3,12,0,0,0,26,0,0,4,4,14,5,5,0,0,34,0,0,0,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,3,3,0,5,0,0,3,0,0,22
UCL115030,0,0,3,0,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,8,3,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,7,4,3,9,3,0,0,24,0,0,0,0,0,0,0,0,0,0,4,7,4,3,0,0,0,0,0,18,3,0,0,4,6,4,4,0,0,21,0,0,6,0,4,8,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,5,0,0,0,11,0,0,3,4,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,4,0,0,0,8
UCL115031,0,5,3,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,10,0,5,9,6,9,11,7,0,0,46,0,0,0,3,0,0,0,0,0,10,8,6,18,15,21,22,3,3,0,98,0,0,0,3,0,6,0,0,0,11,4,3,4,0,10,6,4,0,0,34,11,5,0,12,7,3,0,0,0,34,0,0,0,4,4,3,4,0,0,13,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,7,0,0,0,0,3,0,3,0,0,10,0,0,0,11,13,13,12,6,0,54,0,0,0,3,10,5,4,0,0,26,0,0,4,4,12,3,0,0,0,29,0,0,4,0,9,6,3,0,0,19,0,0,3,5,8,3,4,0,0,32,0,0,0,0,0,0,0,0,0,3,3,0,0,3,8,4,5,0,0,20,4,0,5,6,0,3,0,4,0,21
UCL115032,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,9,0,0,0,20,0,0,0,0,0,6,0,0,0,9,7,13,16,18,10,18,0,0,0,87,0,3,0,4,5,4,0,0,0,14,0,0,7,0,3,3,4,0,0,23,5,3,0,3,0,7,0,0,0,20,0,0,0,3,11,11,0,0,0,28,0,0,0,0,8,3,0,0,0,10,0,0,0,3,4,0,0,0,0,13,0,0,0,3,0,3,3,0,0,12,0,3,5,7,10,19,8,0,0,49,0,0,0,0,10,8,0,0,0,18,0,4,3,9,6,13,3,0,0,43,0,0,0,4,7,18,7,0,0,37,0,0,0,6,5,11,4,0,0,22,0,0,0,4,6,3,3,0,0,17,0,0,3,4,0,8,0,0,0,12,0,0,4,7,3,0,0,0,0,23
UCL115033,0,5,3,0,0,3,0,0,0,18,0,0,0,0,3,0,0,0,0,6,5,9,12,17,17,0,0,0,0,63,0,0,0,8,7,5,0,0,0,20,15,30,66,71,36,20,6,0,0,244,0,0,9,8,8,5,0,0,0,24,19,12,5,12,7,10,4,0,0,66,12,9,6,3,3,4,0,0,0,36,3,4,3,9,11,5,6,4,0,45,0,0,4,0,7,3,0,0,0,24,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,5,23,30,26,19,8,0,0,106,0,0,0,0,0,3,0,0,0,18,0,11,27,81,91,65,3,0,0,267,0,0,3,7,12,11,0,0,0,33,0,0,4,7,8,7,0,0,0,27,0,3,5,0,0,3,0,0,0,13,4,7,8,18,17,6,4,3,0,54,4,0,9,7,6,10,0,0,0,42
UCL115034,0,0,0,0,3,0,0,0,0,4,0,0,3,3,0,5,0,0,0,16,3,3,15,14,15,16,4,0,0,71,0,3,3,7,5,0,0,0,0,13,15,17,33,23,20,11,3,0,0,127,5,0,3,0,3,5,0,0,0,13,3,0,6,0,0,3,0,0,0,21,8,0,0,0,0,0,0,0,0,12,0,0,11,8,11,10,0,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4,0,0,0,0,12,0,0,5,3,3,6,0,0,0,22,0,0,7,0,9,6,4,0,0,28,0,0,3,6,0,4,3,0,0,17,0,6,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,22,0,0,10,6,10,3,0,0,0,32
UCL115035,0,0,5,9,0,4,0,0,0,24,0,0,5,10,6,5,0,0,0,24,5,9,26,26,19,10,3,0,0,85,0,0,7,7,3,6,3,0,0,23,19,25,46,23,26,14,7,0,0,160,0,4,5,11,9,9,0,0,0,41,14,12,19,18,14,17,5,5,0,106,29,10,8,3,7,4,0,0,0,60,0,3,7,13,6,19,0,0,0,52,0,0,0,3,3,0,0,0,0,7,0,0,0,5,7,0,0,0,0,15,0,0,7,0,0,0,0,0,0,12,0,0,11,5,5,0,6,0,0,29,0,0,7,7,4,0,3,0,0,21,0,10,17,22,20,9,5,0,0,84,0,0,20,20,19,17,5,0,0,76,0,4,15,8,8,14,5,0,0,54,0,0,0,4,0,0,0,0,0,7,0,3,11,14,8,4,0,0,0,49,0,8,14,14,6,0,0,0,0,33
UCL115036,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,6,8,14,10,4,0,0,43,0,0,0,6,5,5,0,0,0,13,16,14,21,15,23,37,7,0,0,121,0,0,0,0,3,8,0,0,0,11,15,6,12,5,16,0,0,0,0,56,14,8,8,0,9,10,0,0,0,40,0,0,3,9,3,5,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,13,0,0,0,0,0,4,0,6,0,10,0,0,4,7,8,11,6,0,0,35,0,0,8,9,8,9,0,0,0,35,0,4,33,23,35,17,0,0,0,115,0,3,0,4,6,3,4,0,0,13,0,0,5,0,5,15,5,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,4,3,5,5,0,0,0,17,0,5,0,7,4,3,4,0,0,20
UCL115037,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,11,0,0,0,23,0,0,0,0,0,0,0,0,0,3,4,12,14,18,7,0,0,0,0,46,0,0,0,0,0,0,0,0,0,6,6,0,0,3,3,3,0,0,0,23,9,7,0,0,0,0,0,0,0,15,0,0,0,0,8,11,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,3,0,6,3,5,9,4,4,0,0,28,0,0,0,0,0,0,0,0,0,4,0,6,10,5,7,12,5,0,0,52,0,0,9,0,8,7,0,0,0,29,0,0,0,5,9,4,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,6,6,0,0,0,0,3,0,0,0,7
UCL115038,5,4,3,3,5,0,5,4,0,33,0,0,0,3,3,0,0,0,0,11,0,0,12,6,9,0,0,0,0,30,0,0,0,6,0,0,0,0,0,11,3,3,7,7,0,3,0,0,0,30,0,0,4,0,0,5,0,0,0,8,4,4,3,3,0,3,0,0,0,12,0,3,4,0,4,6,0,0,0,15,0,0,3,4,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,0,0,15,0,0,0,0,6,4,4,0,0,10,0,0,0,3,3,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,4,0,0,0,18,5,0,5,6,3,4,4,0,0,22
UCL115039,0,0,5,4,3,5,3,0,0,20,17,37,109,90,78,71,10,0,0,404,4,0,4,5,4,4,0,0,0,22,3,0,4,5,4,3,0,0,0,21,3,5,12,13,10,10,3,0,0,57,0,0,0,6,0,5,5,0,0,15,15,3,9,5,0,4,4,0,0,35,8,5,12,0,8,0,0,0,0,32,0,4,0,9,4,9,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,6,0,4,4,3,0,0,15,0,0,3,5,11,19,8,0,0,54,0,3,13,3,0,3,0,0,0,25,0,0,5,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,3,5,0,5,3,3,0,0,22,5,5,0,5,0,6,6,0,0,24
UCL115040,0,0,4,0,4,6,0,0,0,11,0,0,0,5,0,0,0,0,0,6,0,4,9,4,10,16,5,0,0,48,0,0,0,0,3,0,0,0,0,0,11,24,36,15,11,13,4,0,0,105,4,0,0,4,0,5,0,3,0,18,5,7,3,3,6,5,0,0,0,22,10,5,0,3,0,0,0,0,0,20,0,0,8,8,7,6,0,0,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,16,3,7,0,4,3,0,0,0,0,17,0,0,10,6,4,5,0,0,0,24,0,0,6,0,7,4,0,0,0,18,0,0,5,0,6,7,0,0,0,12,3,0,0,0,0,0,0,0,0,7,0,5,0,3,7,4,0,0,0,28,0,0,6,6,3,7,3,0,0,17
UCL115041,0,0,9,11,6,7,12,5,4,51,0,0,18,10,5,0,6,0,0,42,3,3,14,20,7,4,4,0,0,56,0,0,0,0,0,8,0,0,0,11,3,10,9,13,4,11,0,0,0,50,0,0,3,5,0,4,3,0,0,18,0,3,8,7,5,4,3,0,0,34,5,8,0,0,4,0,0,0,0,10,0,0,5,7,4,9,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,14,8,15,17,0,0,0,66,0,0,6,3,4,0,0,0,0,18,0,6,4,3,3,6,3,0,0,27,0,4,0,0,0,5,0,0,0,7,3,0,11,5,0,9,0,0,0,30,6,6,12,6,14,10,3,3,0,48
UCL115042,0,0,3,8,4,11,4,0,0,35,0,0,0,0,0,0,0,0,0,4,3,4,7,3,3,7,0,0,0,38,0,0,0,4,0,0,0,0,0,8,6,8,21,9,7,6,0,0,0,63,0,5,11,7,4,0,0,0,0,27,3,0,7,0,7,0,0,0,0,20,0,0,4,0,0,3,0,0,0,13,0,5,4,0,8,8,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,9,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,5,0,0,0,11,0,0,3,10,17,5,8,0,0,38,0,0,0,0,3,0,3,0,0,18,0,0,5,5,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,10,0,0,3,6,4,0,0,0,0,16
UCL115043,0,4,0,0,10,3,0,3,0,31,0,0,0,0,7,0,0,0,0,7,0,0,7,3,3,0,0,0,0,14,0,0,6,0,0,4,0,0,0,11,0,4,7,5,7,0,4,0,0,38,0,0,0,3,0,0,0,0,0,8,10,4,11,3,5,3,3,0,0,50,5,0,5,0,10,7,4,0,0,26,0,0,0,5,3,6,6,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,10,0,0,17,8,4,13,3,0,0,55,0,0,15,4,4,7,0,0,0,30,0,0,5,3,0,10,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,3,9,3,4,0,0,0,0,14,0,5,0,8,3,6,4,0,3,26
UCL115044,8,4,14,12,13,16,4,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,0,0,0,10,3,7,12,15,11,9,0,0,0,54,0,0,4,3,0,3,3,0,0,11,4,0,8,4,0,5,3,3,0,27,0,5,4,0,0,3,0,0,0,12,0,0,8,7,8,7,4,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,8,0,3,11,8,11,13,0,0,0,44,0,0,10,6,6,0,4,0,0,26,0,3,7,11,9,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,17,7,3,3,6,7,0,0,0,0,28
UCL115045,0,5,4,0,0,7,0,0,0,14,0,0,3,0,6,0,0,0,0,9,0,0,5,0,4,9,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,10,3,0,0,32,0,0,3,0,0,0,0,0,0,7,0,0,7,7,4,0,0,0,0,15,6,0,4,0,0,0,0,0,0,13,0,0,7,0,5,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,4,0,3,6,5,3,0,0,20,0,0,0,0,0,8,0,0,0,3,0,0,0,4,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,6,0,0,0,0,9
UCL115046,4,3,14,10,6,3,3,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,14,0,0,0,3,0,0,0,0,0,5,5,5,23,20,20,13,5,0,0,92,0,0,0,0,0,0,0,0,0,5,4,0,6,3,6,3,0,0,0,29,8,4,4,0,0,4,0,0,0,28,0,0,0,3,8,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,8,0,4,0,0,0,17,0,0,4,0,0,3,5,0,0,9,0,0,8,12,3,4,0,0,0,27,0,3,3,5,5,4,0,0,0,23,0,3,5,12,8,10,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,13,0,0,8,0,9,4,0,0,0,21
UCL115047,4,7,11,7,14,17,9,5,0,64,0,0,0,3,5,0,0,0,0,3,0,0,9,0,3,3,0,0,0,25,0,0,0,4,3,3,0,0,0,9,5,5,11,12,9,18,3,0,0,62,0,0,0,0,3,8,0,0,0,13,7,0,4,8,0,6,0,0,0,30,3,4,0,0,0,0,0,0,0,12,0,0,3,4,9,4,3,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,13,0,5,0,0,0,0,0,0,0,7,0,4,8,10,14,21,3,0,0,57,0,0,0,3,4,8,0,0,0,21,0,0,3,4,0,0,6,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,5,3,7,3,0,0,0,26,0,0,0,0,6,0,5,0,0,11
UCL115048,0,0,0,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,14,14,14,19,0,0,0,50,0,0,4,4,7,4,0,0,0,16,10,24,50,33,25,15,7,0,0,166,0,0,0,0,3,7,0,0,0,10,5,3,5,4,3,8,0,0,0,34,15,10,12,5,8,8,0,0,0,53,0,0,3,8,9,12,5,0,0,29,0,0,6,0,0,8,0,0,0,9,0,0,0,0,0,4,0,0,0,8,0,0,4,5,0,0,0,0,0,7,0,0,5,10,9,11,9,0,0,37,0,5,7,0,3,15,0,0,0,33,0,3,19,18,17,15,4,0,0,74,0,0,5,7,5,12,4,0,0,40,0,0,10,0,11,12,4,0,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,3,0,0,0,23,0,4,5,5,7,9,3,0,0,33
