UCL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL121023,0,0,0,5,0,0,0,0,0,5,0,0,3,15,13,21,6,0,0,61,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,20,3,3,0,5,0,3,0,0,0,17,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,6,0,0,0,12,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,0,4,0,0,0,0,0,4
UCL121024,0,0,0,0,0,0,0,0,0,5,6,10,21,18,19,12,4,0,0,94,0,0,5,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,4,0,11,5,3,6,4,0,0,32,4,0,3,3,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,0,0,0,18,0,0,0,0,5,4,0,0,0,11,0,4,11,7,8,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0
UCL121025,0,0,0,4,0,0,0,0,0,5,13,16,20,37,41,29,8,0,0,160,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,8,0,0,0,32,0,0,0,0,5,0,0,0,0,8,6,8,0,0,4,0,0,0,0,15,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,6,0,0,13,0,0,4,0,0,0,0,0,0,7,0,4,0,0,3,0,0,0,0,7,0,0,0,0,0,6,0,0,0,6,0,4,6,4,3,7,0,0,0,23,0,0,0,0,0,0,0,0,0,11,0,0,4,8,9,0,0,0,0,17,4,0,5,14,6,13,0,0,0,47,0,0,5,12,18,12,3,0,0,54,0,0,0,0,0,0,0,0,0,7
UCL121026,0,0,0,0,0,0,0,0,0,4,7,13,47,36,40,49,22,0,0,214,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,0,0,0,19,0,0,0,0,0,4,0,0,0,10,3,3,15,8,9,14,4,0,0,52,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,14,6,0,0,37,3,5,13,6,11,12,5,0,0,56,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,0,0,16,0,0,3,0,0,5,3,0,0,12,0,0,4,0,8,9,0,0,0,21,0,4,14,18,18,18,12,0,0,78,0,4,13,5,12,10,4,0,0,54,0,0,0,0,0,0,5,0,0,6
UCL121027,0,0,0,0,3,0,0,0,0,8,19,15,27,31,33,38,5,0,0,172,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,6,4,6,5,3,0,0,0,22,0,0,0,0,0,3,0,0,0,3,5,0,10,7,4,6,0,0,0,32,0,0,0,0,0,0,0,0,0,5,9,4,0,5,9,4,0,0,0,37,8,5,3,3,3,0,0,0,0,30,0,0,4,3,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,7,0,6,5,0,0,0,17,0,0,0,6,0,5,0,0,0,16,0,0,3,6,0,4,3,0,0,11,4,4,7,10,12,13,0,0,0,42,5,9,6,11,10,11,7,0,0,58,0,0,0,0,0,0,0,0,0,6
UCL121028,0,0,0,0,0,0,0,0,0,12,0,3,25,21,31,42,5,0,0,139,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,8,4,14,6,7,10,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,20,0,0,6,5,5,6,0,0,0,20,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,6,0,3,7,3,0,0,22,0,0,3,4,0,0,0,0,0,9,0,0,3,6,3,5,0,0,0,19,0,3,5,4,13,11,4,0,0,40,0,0,10,3,12,13,6,0,0,47,0,0,0,0,0,6,0,0,0,0
UCL121029,0,0,3,0,0,0,0,0,0,6,7,13,34,21,18,27,3,0,0,119,0,0,0,8,8,9,4,0,0,22,0,0,13,6,6,0,0,0,0,25,0,0,0,0,4,5,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,7,3,0,0,0,0,0,11,0,0,4,5,0,0,0,0,0,4,4,0,7,0,0,5,0,0,0,20,8,6,0,7,0,0,3,0,0,27,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,4,0,0,0,16,0,0,0,0,3,4,0,0,0,8,0,0,11,4,0,8,0,0,0,23,0,3,15,9,0,9,3,0,0,38,0,0,0,0,0,0,0,0,0,0
UCL121030,3,0,7,0,0,0,0,0,0,12,16,7,34,32,32,35,7,0,0,169,0,0,10,8,3,15,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,7,0,0,0,52,0,0,0,3,0,3,0,0,0,10,0,0,4,12,8,4,3,0,0,27,0,0,0,0,6,0,0,0,0,9,0,5,5,5,3,5,0,0,0,26,4,6,9,5,3,9,0,0,0,33,0,0,4,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,3,0,0,0,0,9,0,0,0,5,3,5,3,0,0,18,0,0,4,8,4,11,6,0,0,33,0,3,4,3,3,9,0,0,0,21,3,3,3,10,10,9,0,0,0,38,0,0,0,0,0,0,0,0,0,0
UCL121031,0,0,0,0,4,0,0,0,0,7,16,8,31,34,52,52,12,0,0,214,0,0,9,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,4,13,8,13,8,9,0,0,55,0,0,0,3,0,0,0,0,0,3,11,3,7,4,10,9,0,0,0,38,6,0,4,9,11,17,3,0,0,45,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,5,0,5,0,0,0,0,9,0,0,0,3,10,8,3,0,0,29,0,0,0,0,8,5,0,0,0,15,0,6,3,3,4,5,0,0,0,20,0,0,6,9,12,7,3,0,0,45,0,3,15,13,21,20,11,0,0,77,0,0,0,5,0,0,0,0,0,5
UCL121032,0,0,0,4,0,3,0,0,0,8,5,8,15,24,22,36,8,0,0,123,3,3,8,0,7,12,3,4,0,34,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,3,7,3,3,5,0,0,0,23,0,6,5,7,0,3,0,0,0,16,0,0,0,0,3,6,6,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7,0,0,4,0,0,4,0,0,0,13,0,0,6,9,11,12,4,0,0,44,0,0,3,7,6,6,3,0,0,27,0,0,0,0,0,0,0,0,0,3
UCL121033,4,0,0,0,3,0,0,0,0,4,9,3,19,34,21,17,5,0,0,113,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,3,3,7,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,4,4,6,0,0,0,0,19,4,0,4,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,4,0,0,0,15,0,0,10,11,3,5,0,0,0,37,0,0,8,17,13,10,3,0,0,50,0,0,0,3,0,0,0,0,0,0
UCL121034,5,0,0,6,8,0,0,0,0,10,20,27,51,50,68,35,11,0,0,269,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,3,12,0,0,0,0,22,6,6,11,14,11,9,0,0,0,56,0,0,0,3,6,0,0,0,0,7,4,8,14,8,9,3,3,0,0,49,10,15,21,10,6,12,10,0,0,80,0,3,4,0,4,4,0,0,0,15,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,3,3,4,0,0,0,18,0,0,0,4,8,6,4,0,0,26,0,0,5,5,0,4,0,0,0,17,0,0,4,4,18,5,0,0,0,39,0,3,10,7,19,9,0,0,0,57,0,0,0,7,16,12,3,0,0,38,7,6,17,5,7,8,4,0,0,52
UCL121035,0,0,3,0,0,0,0,0,0,5,29,20,48,49,52,40,3,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,6,0,0,0,34,3,0,3,9,6,5,0,0,0,29,0,0,4,3,3,0,0,0,0,9,7,7,13,12,10,6,3,0,0,57,0,0,3,0,5,0,0,0,0,12,5,3,9,10,10,0,3,0,0,39,12,5,9,8,3,0,0,0,0,38,0,0,3,3,4,9,4,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,3,5,0,0,0,9,0,0,4,6,9,3,0,0,0,25,0,0,11,6,10,11,0,0,0,31,0,4,9,3,11,8,0,0,0,33,0,5,12,17,17,18,0,0,0,72,0,0,5,0,0,0,0,0,0,4
UCL121036,0,0,0,0,0,0,5,0,0,10,28,19,49,82,84,54,10,0,0,331,0,5,0,3,5,0,0,0,0,16,0,0,0,3,3,0,0,0,0,9,0,3,0,3,20,4,0,0,0,28,0,0,0,0,0,0,0,0,0,9,6,3,14,30,14,10,3,0,0,75,0,0,0,10,3,0,0,0,0,12,21,11,12,15,7,15,0,0,0,73,16,0,0,7,0,3,5,0,0,40,0,0,4,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,4,4,0,0,0,0,8,0,0,5,10,18,6,0,0,0,36,0,0,3,9,12,4,5,0,0,28,0,0,13,19,20,4,0,0,0,64,0,0,10,16,18,7,5,0,0,52,0,3,24,29,25,23,0,0,0,111,6,0,4,0,0,0,0,0,0,8
UCL121037,0,0,0,0,0,0,0,0,0,4,7,12,26,21,50,42,11,0,0,162,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,12,11,7,8,5,0,0,44,0,0,0,0,0,0,0,0,0,0,7,3,0,3,3,0,0,0,0,16,3,6,0,7,7,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,14,0,5,0,4,10,3,0,0,0,15,0,4,4,9,12,10,0,0,0,43,0,0,9,7,21,10,0,0,0,50,0,4,9,3,20,15,0,0,0,50,0,0,0,0,0,0,0,0,0,4
UCL121038,0,0,0,0,0,0,0,0,0,0,6,6,22,18,12,35,7,0,0,105,0,3,9,8,5,8,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,10,0,0,0,12,0,0,5,7,3,0,0,0,0,9,0,0,6,0,7,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,13,0,0,6,5,10,15,4,0,0,36,0,0,0,0,0,0,0,0,0,0
UCL121039,0,5,3,3,3,0,0,0,0,18,8,14,44,34,42,24,10,0,0,173,0,0,4,0,0,3,0,4,0,9,0,0,0,0,0,5,0,0,0,5,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,9,5,11,9,5,0,0,41,0,0,0,4,0,0,0,0,0,4,4,4,7,3,11,5,3,0,0,39,9,3,15,13,0,6,4,0,0,46,0,0,0,0,0,0,0,0,0,5,0,0,4,6,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,10,0,0,0,0,7,5,0,0,0,13,0,0,9,9,11,3,0,0,0,35,0,0,3,4,8,0,0,0,0,11,0,0,0,0,0,5,0,0,0,6,0,3,8,7,6,3,3,0,0,35,0,0,0,0,8,16,0,0,0,33,0,0,0,3,5,0,0,0,0,4
UCL121040,0,0,0,0,0,0,0,0,0,3,12,11,5,35,45,29,0,0,0,143,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,4,0,0,4,5,3,0,0,0,18,0,0,0,0,7,0,0,0,0,3,4,5,7,3,6,7,0,0,0,28,0,0,0,0,6,0,0,0,0,14,6,0,0,0,5,3,0,0,0,21,3,0,0,0,4,0,0,0,0,12,0,0,0,0,0,5,0,0,0,10,0,0,0,6,0,0,0,0,0,7,0,0,0,4,3,4,0,0,0,5,0,0,0,0,4,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,5,18,7,0,0,0,37,0,0,3,8,16,4,0,0,0,40,0,3,0,12,13,13,0,0,0,45,0,0,0,0,0,0,0,0,0,3
UCL121041,0,0,0,0,0,0,0,0,0,6,6,13,14,19,28,21,6,0,0,110,0,5,0,0,8,4,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,4,0,0,0,25,0,0,3,0,0,0,0,0,0,4,4,0,10,0,4,0,0,0,0,19,0,0,0,0,4,0,0,0,0,8,0,0,4,0,0,0,0,0,0,10,0,6,4,0,3,3,4,0,0,14,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,8,5,7,0,0,0,26,0,3,3,3,9,0,0,0,0,25,5,0,0,6,3,7,4,0,0,27,0,0,0,0,0,0,0,0,0,0
UCL121042,0,0,0,0,0,0,0,0,0,5,6,13,21,20,12,26,8,0,0,107,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,10,4,4,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,9,5,6,0,0,3,11,0,0,0,28,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,13,0,0,7,8,0,12,5,0,0,36,0,6,6,0,7,11,6,0,0,38,0,0,3,0,0,0,0,0,0,4
UCL121043,0,0,3,5,0,0,0,0,0,6,10,12,26,43,40,26,15,0,0,173,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,12,8,7,14,10,13,9,0,0,0,53,0,0,0,5,0,4,0,0,0,15,3,3,4,10,6,12,0,0,0,34,13,0,5,0,0,6,0,0,0,17,0,0,0,0,0,6,0,0,0,10,0,0,5,0,4,0,0,0,0,3,0,0,0,3,4,0,0,0,0,9,0,0,0,5,0,0,3,0,0,4,0,5,3,7,15,7,3,0,0,43,0,0,0,0,5,6,0,0,0,11,0,0,4,9,0,0,0,0,0,11,0,0,5,8,6,4,3,0,0,36,0,3,4,8,11,6,4,0,0,39,0,0,0,0,0,0,0,0,0,0
UCL121044,0,0,0,0,0,0,0,0,0,9,7,5,20,17,24,14,0,0,0,92,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,11,0,0,0,0,0,3,0,0,0,6,0,0,11,3,10,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,0,0,0,0,16,3,4,0,3,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,9,0,0,5,0,0,0,0,0,0,10,0,3,6,6,0,0,0,0,0,18,0,0,3,0,0,10,0,0,0,17,0,0,5,12,11,5,0,0,0,36,0,0,0,0,0,0,0,0,0,5
UCL121045,0,0,0,0,0,0,0,0,0,3,8,3,12,17,22,35,11,0,0,112,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,9,0,8,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,0,0,10,4,12,0,0,0,32,4,3,0,0,0,0,4,0,0,14,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,10,0,0,0,4,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,16,0,0,0,0,5,5,0,0,0,10,0,0,0,7,6,0,4,0,0,19,0,0,8,6,9,12,3,0,0,44,0,0,0,0,0,0,0,0,0,0
UCL121046,0,0,3,4,0,0,0,0,0,4,10,0,21,44,46,25,7,4,0,154,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,8,9,9,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,13,0,0,0,5,0,3,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,14,4,0,0,0,34,0,0,0,3,0,0,0,0,0,9,0,0,9,34,21,17,4,0,0,85,0,0,3,3,14,4,3,0,0,30,0,0,5,7,10,4,0,0,0,29,3,0,0,0,0,0,0,0,0,5
UCL121047,0,0,0,0,0,0,0,0,0,3,3,7,36,29,27,21,12,0,0,140,0,0,3,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,0,11,9,8,0,5,0,0,23,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,3,0,0,0,9,4,0,0,3,0,5,0,0,0,13,0,0,6,0,6,0,0,0,0,14,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,5,0,0,0,0,19,0,0,0,0,4,0,0,0,0,8,0,0,8,24,24,7,0,0,0,68,0,0,8,8,4,3,0,0,0,32,0,5,11,7,5,6,0,0,0,38,0,0,0,4,0,0,0,0,0,7
UCL121048,0,0,0,0,0,0,0,0,0,3,9,9,13,11,42,17,5,0,0,96,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,9,0,0,0,0,4,0,0,0,0,5,0,6,5,6,9,9,0,0,0,38,0,0,0,0,0,0,0,0,0,4,10,4,4,0,9,4,0,0,0,28,3,3,0,0,5,0,0,0,0,16,0,0,0,4,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,7,0,0,0,0,9,5,0,0,0,12,0,0,0,0,9,5,0,0,0,16,0,0,0,6,9,3,0,0,0,22,0,0,8,4,17,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0
UCL121049,0,0,5,0,0,0,0,0,0,0,8,16,28,30,36,24,5,0,0,144,0,0,5,3,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,5,8,17,18,17,11,0,0,0,76,0,0,0,0,0,0,0,0,0,0,3,5,3,8,6,4,0,0,0,26,0,0,3,0,5,0,0,0,0,16,9,6,9,4,7,6,0,0,0,38,0,0,7,5,0,0,0,0,0,9,0,0,4,3,3,9,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,6,5,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,4,3,4,0,0,0,0,12,0,0,0,7,9,3,0,0,0,20,0,4,4,9,8,8,0,0,0,33,0,0,0,0,0,0,0,0,0,3
