UCL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL115003,0,3,6,10,0,0,0,0,0,17,45,55,157,189,133,77,15,0,0,665,0,3,3,0,3,0,0,0,0,8,0,0,0,3,5,8,0,0,0,22,5,6,29,29,16,16,0,0,0,108,0,0,5,13,14,0,0,0,0,31,15,24,45,56,41,21,9,0,0,210,0,3,7,5,9,0,0,0,0,32,15,25,20,33,22,16,4,0,0,135,29,4,6,5,5,5,0,0,0,60,3,0,16,20,33,13,0,0,0,96,0,0,0,3,0,0,0,0,0,8,0,0,11,15,9,10,0,0,0,52,0,0,7,12,0,0,0,0,0,23,0,4,14,22,10,7,0,0,0,69,0,0,9,13,6,3,0,0,0,33,0,4,24,52,18,11,0,0,0,108,5,3,42,57,34,14,0,0,0,153,4,16,38,41,27,20,0,0,0,150,7,0,0,0,0,0,0,0,0,9
UCL115004,0,3,6,0,3,0,0,0,0,13,22,29,88,82,87,74,30,0,0,411,0,7,54,30,13,7,0,0,0,117,0,0,0,3,0,0,0,0,0,5,0,0,0,9,7,4,0,0,0,22,0,0,0,0,0,3,0,0,0,11,10,10,9,13,15,19,10,0,0,85,0,0,0,0,6,0,0,0,0,8,12,7,12,11,7,11,5,0,0,62,15,3,10,4,9,8,6,0,0,62,0,0,0,0,4,11,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,5,3,0,0,15,0,0,0,7,9,3,0,0,0,29,0,0,7,12,9,3,0,0,0,27,0,5,8,15,20,10,0,0,0,53,4,4,11,21,16,21,7,0,0,86,0,9,16,22,21,30,10,0,0,103,3,0,0,0,0,0,0,0,0,4
UCL115005,0,0,0,0,0,0,0,0,0,5,8,10,39,30,48,54,13,0,0,202,0,9,18,7,11,19,3,0,0,70,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,10,0,0,0,24,0,0,3,3,0,4,5,0,0,11,0,3,0,5,3,5,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,8,11,7,7,11,0,0,0,36,6,3,7,5,3,6,6,0,0,29,0,0,4,3,11,5,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,4,5,4,14,16,3,0,0,45,0,3,6,9,8,12,9,0,0,45,0,6,11,0,19,14,3,0,0,58,0,0,0,0,5,0,0,0,0,7
UCL115006,0,0,7,19,6,3,4,0,0,37,38,32,94,152,155,71,32,0,0,560,6,4,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,9,12,17,7,0,0,0,52,0,0,0,4,0,0,0,0,0,6,3,7,16,27,19,12,3,0,0,87,0,0,0,0,4,5,0,0,0,9,24,7,16,17,10,15,4,3,0,95,23,13,25,26,18,3,5,0,0,116,3,0,0,5,4,0,4,3,0,22,3,4,4,7,11,0,0,0,0,27,0,0,4,10,11,4,0,0,0,31,0,0,3,4,5,0,0,0,0,18,3,8,21,52,33,17,3,0,0,134,0,0,3,8,7,12,0,0,0,27,0,0,3,12,12,0,0,0,0,35,0,3,14,30,30,22,8,0,0,108,0,0,19,32,51,32,9,0,0,145,0,0,8,4,9,0,0,0,0,25
UCL115007,3,3,0,4,3,7,0,0,0,24,53,63,126,152,165,128,22,3,0,721,0,6,0,5,0,0,6,0,0,17,3,4,7,13,10,11,0,0,0,37,0,11,30,30,41,28,8,0,0,148,0,0,6,4,5,3,0,0,0,13,21,30,56,43,30,19,5,0,0,207,0,6,9,14,12,13,4,0,0,59,20,13,34,32,35,25,6,0,0,169,46,14,7,10,7,4,0,0,0,87,0,6,19,17,30,22,5,0,0,95,0,3,6,0,4,0,0,0,0,9,0,0,3,5,10,10,0,0,0,26,0,3,9,3,6,0,0,0,0,23,0,4,8,14,18,15,3,0,0,58,0,5,9,0,16,9,4,0,0,41,0,6,8,18,36,18,0,0,0,95,3,3,21,38,26,24,11,0,0,117,3,21,26,42,43,46,0,0,0,196,0,3,4,0,0,4,0,0,0,9
UCL115008,0,0,5,0,0,0,0,0,0,14,11,12,29,20,42,62,19,0,0,203,0,4,8,6,4,8,8,3,0,44,0,0,0,0,0,0,0,0,0,0,5,6,0,5,5,10,0,0,0,26,0,0,0,0,0,0,0,0,0,9,6,0,8,0,0,10,6,0,0,24,0,0,0,0,0,0,5,0,0,6,3,9,5,8,11,9,6,0,0,49,4,5,10,6,11,14,11,0,0,47,0,0,0,0,4,7,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,7,0,0,0,3,0,6,0,0,0,10,0,0,5,0,3,4,4,0,0,23,0,0,10,5,8,9,0,0,0,43,0,0,0,10,12,17,0,0,0,42,0,0,0,0,0,5,0,0,0,7
UCL115009,0,0,4,3,3,3,0,0,0,10,32,25,75,79,84,79,24,0,0,396,0,6,5,9,15,17,6,0,0,59,0,0,0,0,0,0,0,0,0,0,7,6,24,31,25,16,0,0,0,115,0,0,0,0,0,0,0,0,0,6,7,8,26,13,14,9,6,0,0,84,3,0,0,3,3,9,0,0,0,16,15,6,8,3,16,18,0,0,0,69,13,9,11,11,20,21,9,0,0,91,0,0,3,3,10,8,8,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,9,5,9,4,0,0,0,25,0,0,3,5,7,5,0,0,0,22,0,0,4,10,7,6,0,0,0,32,0,5,10,16,10,10,3,0,0,53,3,3,25,15,19,25,11,0,0,104,0,0,0,0,5,3,0,0,0,13
UCL115010,0,0,0,0,0,3,0,0,0,4,4,8,29,18,25,49,12,0,0,143,0,3,4,0,7,3,3,5,0,17,0,0,4,5,0,0,0,0,0,7,0,4,0,0,0,6,0,0,0,11,0,0,0,5,4,0,0,0,0,10,0,0,3,3,8,4,4,0,0,14,0,0,0,0,6,0,0,0,0,3,7,0,4,0,0,6,0,0,0,22,0,0,3,3,7,6,4,0,0,27,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,5,0,0,0,10,0,0,0,9,8,10,0,0,0,18,0,3,4,9,9,8,3,0,0,35,0,0,13,7,3,29,5,5,0,59,0,0,0,0,0,0,0,0,0,0
UCL115011,0,0,3,0,0,0,0,0,0,9,26,16,61,61,72,64,14,0,0,314,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,8,5,11,7,0,0,0,35,0,3,0,0,0,3,0,0,0,9,10,13,24,25,16,15,5,0,0,103,0,0,0,0,0,0,0,0,0,5,15,3,11,12,14,16,3,0,0,69,20,9,8,3,11,3,4,0,0,53,0,0,0,10,5,3,0,0,0,21,0,0,0,0,3,0,0,0,0,4,0,0,3,3,0,0,0,0,0,6,0,0,3,0,5,10,0,0,0,16,0,0,7,0,3,9,6,0,0,24,0,0,9,0,7,6,0,0,0,18,0,0,16,13,15,9,0,0,0,57,0,0,11,9,9,11,0,0,0,42,0,3,29,22,30,26,5,0,0,121,0,0,0,0,0,0,0,0,0,4
UCL115012,0,0,0,4,5,4,0,0,0,18,13,7,32,32,49,34,19,0,0,180,8,6,14,10,19,15,5,0,0,83,0,0,0,0,0,0,0,0,0,6,5,6,7,12,10,7,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,7,0,0,19,0,0,4,0,0,0,0,0,0,9,0,0,0,3,8,3,0,0,0,25,4,0,0,4,6,3,0,0,0,18,0,0,0,0,3,10,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,4,10,6,0,0,0,28,0,0,0,0,5,5,0,0,0,17,0,0,5,3,5,0,0,4,0,21,0,3,8,13,11,13,5,0,0,48,0,0,0,0,0,0,0,0,0,5
UCL115013,0,0,9,5,4,4,0,0,0,20,55,79,188,182,174,168,44,7,0,891,5,0,6,0,4,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,3,24,49,39,37,29,0,3,0,187,0,0,8,7,7,8,0,0,0,29,9,16,34,29,26,11,5,0,0,137,0,3,7,3,3,5,0,0,0,22,30,28,48,34,34,36,12,0,0,213,36,21,27,19,19,21,11,0,0,143,0,3,6,8,14,13,10,0,4,51,0,0,5,6,0,5,0,0,0,13,0,4,5,5,7,8,0,0,0,18,0,3,0,3,0,3,3,0,0,16,0,0,15,11,13,15,6,3,0,73,0,5,10,13,15,16,0,0,0,63,0,10,31,35,19,17,5,0,0,107,4,6,23,32,24,23,0,0,0,110,3,26,89,65,79,89,17,0,0,387,0,0,0,5,3,0,0,0,0,11
UCL115014,4,0,0,4,4,5,0,0,0,18,56,32,92,147,193,156,52,6,0,731,0,0,0,0,7,0,7,4,0,19,0,0,0,3,3,0,0,0,0,4,3,0,5,12,14,10,10,0,0,55,0,0,3,6,0,3,0,0,0,10,3,3,22,19,22,14,8,0,0,89,0,0,0,3,3,7,0,0,0,21,24,12,19,26,22,28,9,4,0,145,42,13,24,20,3,11,0,0,0,117,0,6,3,5,10,4,4,0,0,24,0,0,0,7,6,4,0,0,0,19,0,0,4,3,6,8,0,0,0,18,0,0,0,0,0,0,4,0,0,9,0,0,13,30,21,13,7,0,0,87,0,0,6,10,12,13,6,0,0,48,0,0,7,16,32,16,6,0,0,76,0,0,28,33,48,38,5,0,0,152,3,6,31,60,92,83,22,0,0,304,4,0,0,6,15,6,4,0,0,26
UCL115015,0,0,3,4,0,11,0,0,0,27,12,12,49,64,75,87,21,10,0,329,0,0,0,3,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,6,7,0,0,27,0,0,0,6,0,0,0,0,0,5,0,8,12,15,18,16,5,0,0,84,4,0,0,0,4,0,0,0,0,13,6,3,16,9,15,12,6,0,0,77,11,4,14,18,19,21,9,5,0,97,0,0,0,0,3,6,4,0,0,16,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,3,5,10,9,12,0,0,33,0,3,7,3,0,8,6,0,0,24,0,0,3,4,7,12,4,0,0,24,0,3,6,8,11,12,4,0,0,47,0,3,13,10,15,16,0,0,0,71,0,0,0,3,4,0,0,0,0,9
UCL115016,0,0,0,3,0,0,0,0,0,6,13,17,46,46,62,49,16,4,0,256,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,9,0,0,0,9,3,0,0,0,0,11,0,4,12,9,10,7,4,0,0,50,0,0,6,0,0,0,0,0,0,6,10,0,12,5,10,10,6,0,0,53,9,10,9,12,8,16,0,3,0,76,0,0,0,5,4,7,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,6,3,0,0,0,0,0,11,0,0,0,4,3,8,0,0,0,18,0,0,11,3,0,7,0,0,0,28,0,0,3,9,13,18,4,0,0,55,0,3,8,13,21,7,4,0,0,50,3,5,4,8,11,10,0,0,0,42,3,0,7,7,5,0,0,0,0,20
UCL115017,0,0,5,3,3,5,4,0,0,23,22,14,72,105,97,96,32,4,0,444,0,0,5,0,4,0,0,0,0,11,0,0,0,4,0,4,0,0,0,7,0,0,4,9,11,7,5,0,0,34,0,0,4,0,0,0,0,0,0,7,0,7,13,29,3,16,6,0,0,88,0,0,0,8,4,3,0,0,0,16,10,3,9,6,15,21,9,0,0,82,18,4,10,7,9,10,4,0,0,64,0,0,0,0,3,0,4,0,0,15,0,0,0,4,9,4,0,5,0,19,0,0,3,11,7,3,3,0,0,31,0,0,4,6,3,0,7,4,0,21,0,0,13,19,21,18,12,4,0,87,0,0,3,4,4,3,0,0,0,25,0,6,5,20,22,23,3,0,0,74,4,3,11,20,17,25,6,0,0,88,0,4,23,33,26,33,8,0,0,131,0,0,5,0,0,3,5,0,0,12
UCL115018,0,0,0,0,0,0,0,0,0,6,5,13,14,26,25,40,13,0,0,145,0,0,0,0,4,10,6,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,9,0,3,9,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,7,5,5,4,5,5,0,0,32,0,9,7,0,3,3,0,0,0,19,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,0,0,0,10,0,3,3,9,11,14,4,0,0,46,0,0,0,8,4,6,0,0,0,22,0,0,9,9,13,15,7,0,0,60,0,0,0,0,0,0,0,0,0,0
UCL115019,0,0,3,4,8,3,3,0,0,30,28,30,135,192,241,230,85,12,0,952,0,0,6,0,3,0,6,0,0,17,0,0,9,13,0,14,0,0,0,34,4,3,6,13,9,12,6,0,0,56,0,0,0,7,6,4,0,0,0,15,5,10,25,27,17,23,9,0,0,125,5,0,11,3,4,6,0,0,0,31,17,11,20,16,26,19,15,4,0,129,22,15,20,30,27,25,11,3,0,152,0,0,9,5,12,20,13,0,0,54,0,0,0,7,11,12,7,0,0,40,0,0,4,4,13,20,3,0,0,47,0,0,5,4,12,10,0,0,0,32,0,0,19,42,59,41,20,0,0,189,0,0,10,10,17,21,5,0,0,65,0,3,15,30,42,45,5,0,0,148,0,6,25,57,58,74,27,0,0,242,0,5,41,63,75,84,31,4,0,306,5,0,8,19,19,17,3,0,0,80
UCL115020,4,4,0,6,3,4,0,0,0,14,49,57,161,103,129,102,28,0,0,633,0,0,3,6,4,0,5,0,0,23,0,9,25,25,10,16,0,0,0,94,5,11,34,12,31,27,4,0,0,123,0,3,6,0,9,3,0,0,0,16,8,12,27,30,21,10,0,0,0,104,3,6,8,3,8,11,9,0,0,49,33,15,34,27,14,19,5,0,0,151,16,11,12,8,6,5,5,0,0,66,0,0,8,16,11,15,8,0,0,58,0,0,0,0,0,6,0,0,0,5,0,0,0,0,5,0,0,0,0,8,0,0,0,0,8,0,0,0,0,9,0,3,14,3,3,3,0,0,0,34,0,3,3,6,6,13,6,0,0,40,0,5,17,14,26,17,6,0,0,84,6,7,24,16,26,19,11,0,0,96,10,16,59,32,36,38,12,0,0,205,5,3,4,3,0,0,0,0,0,14
UCL115021,0,0,0,0,0,7,0,0,0,7,16,21,36,59,47,50,11,0,0,233,4,11,18,15,9,21,8,0,0,84,0,0,0,0,0,0,0,0,0,8,0,5,22,12,11,11,0,0,0,68,0,0,0,0,0,3,0,0,0,0,4,0,10,3,12,4,5,0,0,35,0,0,0,4,0,0,0,0,0,3,14,5,0,16,7,12,5,0,0,64,0,3,3,5,8,6,0,0,0,28,0,0,0,3,3,3,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,15,0,0,0,0,0,5,0,0,0,6,0,0,3,6,7,5,0,0,0,24,0,5,9,7,9,9,0,0,0,43,0,7,9,12,10,14,0,0,0,49,0,0,0,0,3,0,0,0,0,7
UCL115022,0,0,0,4,0,5,0,0,0,13,63,32,61,119,190,147,24,6,3,648,0,3,0,6,7,4,0,0,0,27,0,0,0,0,0,3,0,0,0,4,0,3,0,5,14,15,6,0,4,48,0,0,0,9,10,7,0,0,0,25,18,14,15,30,35,36,5,0,0,143,0,0,3,4,8,4,0,0,0,18,37,10,11,24,28,26,10,0,0,145,33,13,9,16,15,16,7,0,0,103,0,0,3,3,19,13,3,0,0,40,0,0,0,0,0,0,0,0,0,10,0,0,3,4,3,0,0,0,0,12,0,0,3,5,7,0,0,0,0,18,0,3,4,14,21,12,8,0,0,59,0,3,3,3,10,18,0,0,0,42,0,6,3,21,22,11,0,0,0,63,11,5,25,42,61,43,3,0,0,184,13,12,33,34,78,65,7,3,0,241,0,0,0,0,3,0,0,0,0,10
UCL115023,0,0,0,3,3,0,0,0,0,16,8,18,45,36,60,60,18,0,0,245,0,9,13,3,10,16,4,0,0,52,0,0,0,0,3,0,0,0,0,5,6,0,3,0,3,6,10,0,0,21,0,0,0,0,4,0,0,0,0,3,4,5,7,11,8,8,0,0,0,45,0,0,7,0,0,0,0,0,0,6,9,7,5,0,5,9,3,0,0,39,0,4,6,6,9,3,0,0,0,31,0,0,0,0,8,0,3,0,0,12,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,7,0,0,0,16,0,3,0,3,0,0,0,0,0,9,0,3,4,11,12,16,0,0,0,54,0,5,12,16,15,5,0,0,0,55,0,5,13,9,21,18,5,0,0,68,0,0,0,0,0,0,0,0,0,0
UCL115024,0,0,4,0,6,6,0,0,0,19,11,28,86,57,59,52,13,6,0,306,0,0,5,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,11,0,0,6,5,0,0,0,0,0,10,0,8,6,4,6,4,0,0,0,26,0,3,4,0,0,0,0,0,0,15,9,6,10,5,3,19,4,0,0,53,3,6,8,7,3,3,0,0,0,32,0,0,0,0,3,5,0,0,0,11,0,0,0,0,3,0,3,0,0,8,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,13,3,7,0,6,3,4,0,0,0,25,0,6,29,29,30,16,5,0,0,122,0,5,34,23,24,15,9,0,0,106,6,13,25,20,13,16,3,0,0,92,0,0,0,0,4,0,0,0,0,9
UCL115025,0,0,3,5,0,0,0,0,0,13,31,31,73,86,95,62,12,3,0,399,0,0,0,4,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,3,10,11,14,11,3,0,0,67,0,0,0,0,3,0,0,0,0,7,11,12,31,29,19,13,3,0,0,118,0,0,8,6,4,10,0,0,0,27,7,7,9,10,10,5,3,0,0,61,22,3,6,6,4,4,0,0,0,46,0,4,9,16,11,9,4,0,0,39,0,0,0,7,0,4,0,0,0,14,0,0,4,4,0,4,0,0,0,18,0,0,0,3,4,3,0,0,0,13,0,5,11,11,6,4,3,0,0,50,0,0,0,9,9,0,0,0,0,25,0,0,11,11,21,9,0,0,0,56,5,8,24,14,26,20,6,0,0,108,0,4,9,22,34,22,5,0,0,98,0,0,3,0,0,0,0,0,0,7
UCL115026,0,0,0,3,3,0,0,0,0,9,22,10,53,59,64,59,28,3,0,298,0,4,3,0,5,7,6,4,0,30,0,0,6,8,6,0,0,0,0,26,4,0,6,0,6,5,3,0,0,26,0,0,3,3,0,0,0,0,0,8,0,9,13,10,11,13,0,0,0,56,0,0,0,0,0,0,0,0,0,3,10,3,5,13,10,13,9,4,0,56,12,10,20,10,12,8,5,0,0,75,0,0,0,3,3,8,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,3,0,0,8,9,9,9,4,0,0,39,0,0,0,0,6,4,0,0,0,10,0,0,4,22,17,15,7,0,0,69,0,0,15,17,8,7,0,0,0,57,0,0,6,8,9,14,8,0,0,50,0,0,3,9,0,8,4,0,0,14
UCL115027,0,0,9,5,5,0,0,0,0,20,49,64,175,170,128,67,20,4,0,678,0,0,4,0,7,3,3,0,0,12,0,9,79,78,51,30,3,0,0,257,10,14,28,27,11,6,0,0,0,100,0,0,9,5,10,5,0,0,0,22,4,14,31,25,19,12,4,0,0,114,0,13,25,19,7,3,0,0,0,66,22,13,18,20,17,17,0,0,0,116,30,17,20,11,18,4,4,0,0,106,0,4,4,6,11,12,4,0,0,46,0,0,0,5,0,0,0,0,0,4,0,0,6,4,4,0,0,0,0,11,0,3,0,5,6,0,0,0,0,15,0,3,12,13,8,0,0,0,0,33,0,3,16,20,14,8,0,0,0,62,0,7,13,15,15,8,3,0,0,66,0,5,27,27,16,12,4,0,0,94,3,13,50,42,33,17,3,0,0,162,0,0,0,6,0,0,0,0,0,4
UCL115028,5,4,5,0,3,8,0,0,0,20,40,33,79,114,136,129,19,0,0,552,0,0,0,6,6,3,0,0,0,13,0,0,4,4,0,0,5,0,0,7,0,0,0,3,6,0,0,0,0,20,0,0,0,5,9,6,0,0,0,15,14,18,22,35,37,35,6,0,0,169,0,0,0,0,0,0,0,0,0,5,26,13,7,12,10,21,0,0,0,91,23,10,6,14,12,9,5,0,0,78,0,3,0,3,6,5,6,0,0,26,0,5,4,0,0,0,0,0,0,8,0,0,4,0,0,5,0,0,0,11,0,0,0,0,0,4,0,0,0,13,0,0,10,5,10,12,0,0,0,40,0,0,5,3,13,9,0,0,0,32,0,0,12,18,31,20,9,0,0,84,6,3,20,32,45,38,4,0,0,154,0,6,36,40,56,53,12,0,0,208,0,0,3,6,0,0,0,0,0,13
UCL115029,5,0,3,5,5,3,0,0,0,20,26,31,85,86,91,66,17,4,0,408,0,0,5,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,4,11,3,3,0,0,0,36,0,0,0,0,3,0,0,0,0,3,0,4,17,15,18,8,0,0,0,65,0,0,0,0,3,4,0,0,0,5,11,10,20,17,10,10,7,6,0,93,14,15,35,23,12,17,6,0,0,108,0,0,3,3,3,6,3,0,0,20,0,0,4,3,6,3,0,0,0,22,0,0,4,4,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,10,0,7,18,12,15,4,4,0,0,59,0,0,8,5,12,5,3,0,0,31,0,0,0,5,11,9,0,0,0,29,0,4,6,13,18,24,0,0,0,70,0,3,14,22,37,22,7,0,0,112,3,3,0,4,6,0,0,0,0,20
