UCL_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL115060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,15,0,0,0,0,0,17,12,0,0,9,0,0,23,10,0,0,4,30,0,42,68,0,0,12,9,0,90,63,0,0,11,4,0,73,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,10,183,0,0,38,43,0,269
UCL115061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,6,0,0,0,9,5,0,0,8,0,0,20,25,0,0,10,0,0,32,38,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,10,22,3,0,103
UCL115062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,0,4,0,0,3,13,0,0,0,0,0,18,9,0,0,0,0,0,10,3,0,0,4,0,0,9,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,36,0,0,20,0,0,61
UCL115063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,8,7,0,0,3,0,0,10,14,0,0,3,0,0,20,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,32,0,0,20,0,0,55
UCL115064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,0,13,11,0,0,0,25,0,0,0,4,0,0,11,7,0,0,0,0,0,4,11,0,0,5,0,0,15,23,0,0,8,0,0,34,79,0,0,9,0,0,89,59,0,0,4,0,0,66,21,0,0,6,0,0,26,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,208,21,19,59,3,0,316
UCL115065,0,3,0,4,0,0,4,0,0,0,0,0,0,3,14,7,3,4,6,0,26,36,18,9,17,11,0,87,23,10,0,17,0,0,53,56,6,0,18,3,3,89,23,0,0,8,0,0,33,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,13,151,51,17,69,21,12,313
UCL115066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,8,45,0,0,8,0,0,52,27,0,0,9,0,0,33,5,0,0,0,0,0,5,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,97,0,0,24,0,0,119
UCL115067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,5,7,4,0,31,8,11,0,6,0,0,36,17,4,0,12,4,0,37,35,3,0,8,0,0,51,60,3,3,20,0,0,84,63,3,0,4,0,0,73,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,10,204,36,15,59,15,4,326
UCL115068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,11,0,15,7,0,0,0,4,0,15,6,0,0,10,0,0,12,17,0,0,10,0,0,26,18,0,0,8,0,0,26,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,64,0,0,28,18,0,112
UCL115069,4,3,18,4,0,0,20,0,0,5,0,0,0,4,0,7,10,7,5,0,31,28,4,0,13,5,0,49,13,5,0,15,6,0,35,35,0,0,8,3,0,51,7,0,0,6,0,0,10,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,89,22,27,55,16,6,213
UCL115070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,8,0,0,17,50,0,0,9,0,0,55,105,0,0,9,0,0,112,22,0,0,4,0,0,23,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,188,0,0,42,0,0,231
UCL115071,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,12,14,3,0,8,0,0,28,22,0,3,11,3,0,40,48,4,0,13,5,0,59,55,3,0,5,0,0,68,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,158,14,12,35,10,0,228
UCL115072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,4,0,0,6,9,0,0,0,0,0,9,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,7,0,0,33
UCL115073,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,8,0,4,0,0,21,8,13,0,16,5,0,43,6,0,0,14,0,0,22,41,0,0,6,0,0,52,32,0,0,6,0,0,38,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,102,28,0,55,14,4,198
UCL115074,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,9,14,5,0,10,4,0,26,10,0,0,14,0,0,32,24,3,0,11,0,0,34,59,0,0,4,0,0,73,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,8,128,11,3,47,9,0,209
UCL115075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,13,5,0,0,0,0,0,9,4,0,0,0,0,0,3,3,0,0,0,0,0,9,18,0,0,3,0,0,24,9,0,0,0,0,0,14,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,16,11,0,76
UCL115076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,0,11,9,7,4,15,3,0,29,12,0,0,13,0,0,24,23,0,0,6,3,0,39,16,0,0,7,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,65,11,9,53,14,0,148
UCL115077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,9,0,0,3,0,0,18,4,0,0,5,0,0,9,31,0,0,9,0,0,37,56,0,0,9,0,0,67,79,0,0,10,0,0,88,40,0,0,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,230,0,0,35,11,5,280
UCL115078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,3,3,0,0,0,0,0,3,13,0,0,0,0,0,13,48,0,0,15,0,0,56,47,0,0,3,0,0,53,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,131,0,0,21,0,0,156
UCL115079,4,0,0,5,5,0,13,0,4,0,0,0,0,3,23,15,3,14,5,0,57,39,10,0,34,5,0,90,19,0,0,18,3,0,46,14,0,0,19,0,0,41,9,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,111,30,5,97,27,7,280
UCL115080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,10,5,0,0,3,0,0,11,30,0,0,5,0,0,35,37,0,0,4,0,0,40,8,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,92,0,3,24,0,0,114
UCL115081,0,0,5,0,6,0,14,0,0,0,0,0,0,0,0,0,0,4,3,4,16,4,6,0,16,0,0,27,3,0,0,10,0,0,23,9,0,0,17,3,0,33,7,0,0,23,8,0,28,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,25,13,7,77,30,4,160
UCL115082,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,7,4,4,0,0,23,19,0,4,11,0,0,32,8,0,0,11,0,0,22,9,0,0,16,0,0,31,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,8,10,48,6,0,129
UCL115083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,10,9,0,0,11,0,0,19,4,0,0,5,0,0,12,29,0,0,8,0,0,40,69,0,0,13,0,0,77,33,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,8,150,0,0,47,13,0,209
UCL115084,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,3,0,6,7,0,0,10,0,0,13,4,0,0,5,0,0,15,27,0,0,7,0,0,44,43,0,0,23,0,0,69,46,0,0,18,0,0,63,10,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,10,155,0,0,78,15,0,252
UCL115085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,10,8,0,0,0,0,0,6,10,0,0,0,0,0,12,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,14,0,0,52
UCL115086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,4,3,0,10,6,0,3,3,0,0,16,24,0,0,10,7,0,39,35,0,0,11,0,0,53,65,0,0,13,0,0,81,49,0,0,15,0,0,61,20,0,0,9,0,0,28,13,0,0,3,0,0,16,8,0,0,0,0,0,11,0,0,0,0,0,0,5,14,0,0,10,29,0,48,3,0,0,6,4,0,13,238,6,5,88,52,0,394
UCL115087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,4,12,0,0,0,0,0,12,19,0,0,10,0,0,28,22,0,0,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,53,0,0,23,0,0,83
UCL115088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,6,0,0,6,0,5,17,19,0,0,3,0,0,21,40,0,0,15,0,0,50,7,0,0,3,0,0,12,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,6,33,0,5,113
UCL115089,5,4,0,0,0,0,11,0,5,0,0,0,0,5,15,10,13,10,0,0,49,31,15,0,6,0,0,60,28,6,0,11,4,0,41,77,0,0,22,0,0,99,108,0,0,10,0,0,117,56,0,0,3,0,0,63,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,324,47,9,78,11,0,465
UCL115090,0,0,0,0,0,0,0,4,0,0,0,0,0,5,8,0,0,3,0,0,10,19,10,3,10,0,0,44,13,3,0,7,0,3,27,41,4,0,8,0,0,52,16,0,0,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,107,23,5,31,6,3,170
UCL115091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,3,3,3,0,18,0,0,4,3,0,0,10,0,0,3,9,0,0,14,12,0,0,8,0,0,20,22,0,0,4,0,0,32,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,9,46,6,12,33,10,0,113
UCL115092,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,7,6,0,4,3,0,4,17,19,0,0,9,0,0,31,75,0,0,22,0,0,99,50,0,0,8,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,152,0,10,47,11,3,223
UCL115093,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,3,0,0,0,0,0,10,9,0,0,4,0,0,15,7,0,0,0,0,0,10,10,0,0,0,0,0,10,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,7,15,0,0,65
UCL115094,0,0,0,3,5,0,11,0,0,0,0,0,0,0,4,7,0,0,0,0,13,7,7,0,14,0,0,38,11,4,0,8,0,0,24,39,3,0,18,0,0,62,73,0,0,30,4,0,108,38,0,0,12,0,0,53,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,10,184,32,0,97,6,4,323
UCL115095,0,10,0,0,14,0,20,0,0,0,0,0,0,6,3,5,8,6,4,0,26,9,12,7,16,4,0,55,0,6,6,9,0,4,20,0,0,0,9,0,0,8,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,8,9,0,13,17,34,23,56,23,5,154
UCL115096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,5,0,0,0,7,0,11,8,0,0,0,0,0,12,23,0,0,3,0,0,26,34,0,0,19,4,0,54,66,0,0,13,3,0,82,61,0,0,6,0,0,68,18,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,215,0,0,54,6,0,287
UCL115097,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,9,5,0,0,3,0,0,7,9,0,0,5,0,0,18,36,0,0,18,3,0,64,112,0,0,10,3,0,131,25,0,0,3,0,0,33,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,11,212,0,0,56,11,4,284
UCL115098,0,8,0,3,18,0,30,0,0,0,0,0,0,3,3,0,0,3,4,0,10,8,5,8,12,3,0,34,6,3,7,9,3,0,29,10,4,23,11,0,0,47,5,0,0,9,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,13,27,24,44,48,34,0,182
UCL115099,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,4,3,0,0,10,5,6,12,4,0,0,34,7,0,8,8,0,0,32,12,0,5,15,0,0,36,38,3,0,26,0,0,71,89,0,0,20,0,0,104,25,0,0,0,0,0,21,6,0,0,0,0,0,6,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,19,191,25,43,73,5,3,349
UCL115100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,4,6,14,8,9,0,40,0,5,7,3,5,0,17,15,0,3,7,3,0,29,51,0,5,21,0,0,85,88,0,4,22,3,0,116,26,0,0,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,186,14,36,69,22,3,335
UCL115101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,10,5,0,0,3,0,0,8,3,0,0,4,0,0,8,12,0,0,13,0,0,25,42,0,0,19,3,0,62,38,0,0,12,0,0,49,6,0,0,3,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,112,0,0,55,4,0,168
UCL115102,0,4,0,0,0,0,4,6,0,0,0,0,0,9,4,0,0,5,0,0,11,17,0,0,11,0,0,29,10,0,0,8,0,0,23,56,0,0,9,0,0,67,50,0,0,13,0,0,69,15,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,162,4,0,55,9,5,235
UCL115103,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,9,0,6,0,0,17,9,0,0,4,0,0,14,7,0,0,4,0,0,11,25,0,0,7,0,0,32,30,0,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,9,3,25,4,0,113
UCL115104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,7,0,0,8,0,0,0,0,0,0,5,8,0,0,3,0,0,13,27,0,4,7,0,0,36,18,0,0,9,0,0,25,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5,5,32,0,0,101
UCL115105,0,0,4,0,0,0,3,3,0,0,0,0,0,4,0,0,10,5,0,0,13,0,0,0,0,0,0,9,13,0,3,6,0,0,19,19,0,0,16,0,0,34,39,0,0,7,0,0,54,26,0,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,101,4,9,39,9,0,167
UCL115106,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,22,4,0,0,0,29,13,11,4,7,0,0,42,4,5,0,6,0,0,23,21,7,7,7,0,0,36,27,4,3,27,0,0,62,38,4,0,21,5,0,75,14,0,0,5,0,0,15,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,3,21,131,69,23,87,5,3,316
UCL115107,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,4,8,5,0,0,22,0,0,0,6,0,0,9,4,4,0,3,0,0,13,9,0,4,21,0,0,35,26,0,8,47,5,0,84,40,0,0,31,0,0,76,43,0,0,33,0,0,81,37,0,0,13,0,0,48,16,0,0,8,0,0,19,3,0,0,3,0,0,13,0,0,0,0,0,0,4,3,0,0,10,0,0,9,182,14,24,179,10,3,416
UCL115108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,3,0,0,5,6,0,0,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,15,0,0,29
UCL115109,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,24,0,0,0,0,34,0,14,6,6,0,0,27,15,5,0,20,4,0,45,42,0,4,23,3,0,73,42,4,0,20,4,0,66,55,0,0,20,6,0,79,12,0,0,0,0,0,13,3,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,7,4,5,26,184,60,12,98,19,8,378
UCL115110,0,0,0,4,0,0,4,0,5,0,4,3,0,6,14,11,3,19,10,3,58,49,16,4,17,4,0,95,49,7,0,22,0,0,83,59,3,0,32,0,0,95,40,0,0,20,3,0,63,8,0,0,6,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,17,222,42,11,131,24,7,436
