UCL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
UCL121128,102,207,0,8,14,56,10,36,64,244,86,356,11,47,11,42,28,89,49,171,133,527,0,6,0,11,0,11,13,29,22,53,4,6,0,3,22,39,25,49,43,105,0,5,277,842
UCL122001,19,36,0,5,3,18,4,35,11,44,23,103,0,8,4,7,6,20,8,34,35,138,0,0,0,0,0,4,5,11,8,15,0,3,0,0,6,12,8,18,10,32,3,7,64,216
UCL122002,29,56,0,3,0,13,0,0,9,31,13,50,0,0,0,3,3,8,5,12,14,59,0,0,0,6,0,0,0,0,0,6,0,3,0,3,5,7,6,17,7,19,0,0,51,127
UCL122003,43,84,0,11,5,20,4,28,22,83,32,146,0,13,0,3,22,58,19,74,51,218,0,0,0,3,0,0,3,13,9,20,0,4,0,6,11,23,18,36,22,53,0,3,116,355
UCL122004,42,75,0,3,4,13,0,0,9,35,17,52,0,0,0,6,7,12,5,19,22,68,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,6,8,10,0,0,62,159
UCL122005,50,93,0,0,0,3,0,0,13,57,15,66,0,0,0,3,6,16,5,20,24,87,0,0,0,3,0,5,0,8,7,15,0,0,0,8,7,4,4,16,11,33,4,3,86,215
UCL122006,42,86,0,0,0,12,0,0,14,59,19,72,0,7,0,7,3,8,6,17,24,93,0,0,0,5,0,3,6,14,5,19,0,0,0,0,4,4,4,4,5,21,0,0,79,203
UCL122007,63,120,0,14,0,7,0,8,10,45,13,75,0,0,0,3,11,29,13,36,28,109,0,7,4,9,3,10,12,31,17,58,0,5,0,6,3,11,7,18,20,78,0,0,119,311
UCL122008,25,40,0,4,0,8,4,15,16,70,22,103,0,0,0,5,3,22,4,26,31,124,0,3,0,0,0,3,4,8,4,20,0,0,0,0,4,13,4,13,10,31,0,0,64,200
UCL122009,36,70,3,10,3,21,0,0,18,77,28,113,0,0,0,0,5,21,5,21,37,131,0,0,0,0,0,0,6,22,6,22,4,8,0,3,6,9,6,16,9,41,0,7,84,246
UCL122010,34,70,0,4,4,15,3,11,24,93,30,127,5,13,0,11,13,38,16,60,48,188,0,0,0,4,0,0,7,11,3,15,0,0,0,0,3,8,7,11,6,28,0,0,91,284
UCL122011,46,98,0,0,6,21,4,12,23,74,27,108,3,21,3,15,14,52,27,84,52,187,0,0,0,0,3,3,4,6,7,10,0,0,0,0,3,10,3,10,11,19,0,4,110,313
UCL122012,26,54,0,3,3,9,0,4,4,32,12,54,0,0,0,7,4,16,7,21,22,73,0,0,0,8,5,11,5,14,10,32,0,0,0,3,8,19,13,20,19,49,4,4,70,181
UCL122013,31,58,0,0,0,0,0,0,8,25,8,25,0,4,0,0,0,8,5,14,11,37,0,0,0,10,3,4,5,16,10,32,0,0,0,0,0,8,0,8,10,39,0,4,54,137
UCL122014,35,73,0,0,0,0,3,8,19,78,20,86,0,11,0,9,6,22,11,39,32,127,0,0,0,0,0,0,4,8,3,8,0,0,0,0,10,14,11,19,11,34,0,0,83,232
UCL122015,53,104,0,0,0,12,4,10,12,42,15,61,0,0,3,7,0,0,3,11,18,71,0,0,4,3,0,0,3,4,5,9,0,0,0,6,5,6,9,11,7,21,0,0,78,199
UCL122016,28,62,0,0,0,12,0,0,15,72,17,83,0,4,4,17,12,25,10,51,30,129,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,0,6,5,6,0,0,67,198
UCL122017,32,64,0,4,0,8,0,0,18,65,20,77,0,0,4,11,8,17,8,27,27,104,0,3,5,8,0,0,3,9,8,26,0,0,0,0,6,9,6,9,9,35,0,0,74,205
UCL122018,51,102,0,4,0,10,0,0,13,65,16,75,0,0,0,0,7,23,7,24,25,104,0,6,0,8,0,0,0,9,9,23,0,5,0,0,9,9,7,12,12,43,5,8,96,253
UCL122019,35,70,5,23,0,0,0,0,9,27,13,50,0,0,0,6,7,28,13,27,22,79,0,0,0,0,3,7,4,10,3,24,0,0,0,0,3,9,3,9,10,32,0,0,68,181
UCL122020,42,79,0,3,0,0,0,0,3,10,6,13,0,0,0,6,3,6,3,14,9,23,0,0,3,7,0,0,8,30,12,31,0,0,0,0,6,7,6,7,12,41,5,6,66,150
UCL122021,38,77,0,0,0,0,0,5,9,46,10,47,0,0,0,5,4,7,3,16,16,61,0,0,0,3,4,8,0,4,3,15,0,0,0,0,3,10,3,10,9,17,0,0,57,158
UCL122022,72,151,0,10,5,27,3,11,22,107,34,150,0,6,0,3,21,57,24,69,60,221,0,0,0,0,0,6,4,13,8,23,0,0,0,0,3,9,5,15,15,36,0,0,145,403
UCL122023,55,120,0,5,0,15,5,7,27,106,31,127,6,14,4,18,22,69,28,100,61,232,0,0,0,0,0,7,3,3,3,7,0,0,0,0,3,10,3,10,8,18,0,0,125,361
UCL122024,35,69,0,0,0,13,3,8,13,67,22,86,0,3,0,10,7,25,9,36,29,121,0,0,0,0,0,6,3,10,3,12,0,0,4,6,4,7,4,11,12,29,3,4,79,225
UCL122025,37,76,0,7,0,4,0,9,14,69,21,87,0,6,5,8,6,21,12,41,34,122,0,0,0,0,0,0,3,9,7,14,0,0,0,0,0,0,0,0,5,19,0,0,77,211
UCL122026,26,53,0,0,0,0,0,9,21,78,25,88,0,0,3,12,4,9,9,23,32,111,0,0,0,0,0,0,3,11,3,11,0,0,0,0,3,9,3,9,10,24,0,3,71,197
UCL122027,39,73,0,0,0,0,5,15,5,25,10,43,0,0,0,0,3,11,3,11,14,57,0,9,0,0,0,0,3,6,3,10,0,0,0,0,4,7,4,7,9,20,0,3,60,146
UCL122028,50,98,0,15,0,7,0,9,11,45,20,73,3,10,4,10,5,22,9,39,25,110,0,0,0,0,0,0,4,23,4,23,0,0,0,4,9,23,11,24,13,47,5,7,102,262
UCL122029,56,105,0,4,0,6,0,0,12,52,13,62,0,6,6,6,3,14,4,24,23,90,0,0,0,0,0,0,5,8,5,8,0,3,0,0,0,0,5,4,5,12,0,4,81,206
UCL122030,40,81,0,3,4,22,0,0,20,71,23,94,0,8,6,13,11,37,19,55,38,150,0,0,0,6,0,0,10,23,9,31,0,3,3,8,3,8,6,18,21,47,0,5,104,287
UCL122031,32,65,0,3,11,40,5,14,38,166,52,223,5,10,0,6,18,55,21,62,69,288,0,3,3,8,0,0,6,17,9,27,0,5,4,8,3,9,6,21,14,50,0,0,121,403
UCL122032,46,88,0,0,4,23,0,0,32,128,40,152,0,7,3,10,4,15,12,40,43,189,0,0,0,12,0,0,8,23,12,33,0,0,10,12,11,19,18,33,24,65,0,6,121,348
UCL122033,21,45,0,0,0,4,0,0,25,110,31,117,0,0,0,9,4,10,3,15,33,133,0,0,0,0,0,0,4,12,4,12,0,0,0,3,4,4,3,7,7,18,0,4,67,206
UCL122034,33,69,0,0,3,22,0,5,11,40,19,63,3,12,4,15,10,21,13,48,33,113,0,0,0,5,0,5,0,8,0,12,0,4,0,0,0,0,0,4,6,16,0,3,68,209
UCL122035,50,103,0,7,5,17,3,31,10,51,25,100,0,0,0,5,7,19,11,26,36,132,0,0,0,15,0,11,7,18,15,43,0,0,0,0,11,18,12,26,25,68,0,0,112,307
UCL122036,35,77,0,0,0,7,4,4,11,37,12,46,0,0,0,4,4,10,0,16,15,65,0,5,5,11,3,11,13,44,18,70,0,0,0,0,6,18,6,18,31,87,0,0,78,225
UCL122037,26,46,0,0,3,21,0,0,26,92,28,105,3,8,4,8,7,24,11,43,43,148,0,0,0,9,0,5,4,14,4,21,0,3,0,0,0,0,0,3,11,27,0,0,75,219
UCL122038,35,76,0,3,0,0,0,6,21,65,23,80,0,0,0,8,8,30,14,38,31,120,0,0,0,0,0,3,0,8,3,10,0,0,0,0,5,5,5,5,3,16,0,0,78,209
UCL122039,48,94,4,13,5,40,0,14,16,67,29,132,0,5,0,7,9,30,16,38,38,169,0,0,0,0,0,0,13,35,14,39,0,3,0,5,9,19,13,26,23,64,0,3,118,332
UCL122040,32,59,0,0,0,0,0,0,9,33,9,33,0,0,0,0,0,7,0,7,10,41,0,4,0,0,3,8,7,31,10,43,5,15,0,0,3,17,6,22,20,65,3,5,64,171
UCL122041,48,96,0,0,0,4,0,4,23,109,26,116,0,6,4,11,13,38,12,45,40,163,0,0,0,6,0,0,15,34,9,33,0,0,0,3,8,18,7,21,23,57,0,4,110,313
UCL122042,29,57,0,11,5,12,5,13,14,51,20,90,9,16,0,3,11,32,13,56,37,143,0,7,0,0,0,4,4,13,7,25,0,0,0,0,0,3,0,3,4,25,0,0,73,231
UCL122043,44,90,0,0,4,20,0,0,21,81,22,98,0,8,0,7,7,18,7,27,27,122,0,0,0,5,0,0,8,17,11,20,0,0,0,0,0,7,0,7,11,27,3,9,92,251
UCL122044,18,41,0,0,0,3,4,12,0,7,6,26,0,0,0,4,0,8,3,12,8,38,0,0,0,0,0,0,7,4,7,4,0,0,0,0,4,6,4,6,6,8,0,4,36,88
UCL122045,34,65,0,0,0,0,0,0,14,66,14,66,0,0,0,7,9,27,12,26,25,97,0,0,0,0,0,7,9,17,8,18,0,0,0,3,0,9,7,13,14,32,0,5,71,190
UCL122046,93,183,0,7,3,11,0,0,14,40,12,58,0,6,0,16,13,35,15,51,35,113,0,0,0,0,4,10,3,13,9,26,0,0,0,5,11,14,13,21,18,42,0,0,143,344
UCL122047,50,96,0,0,3,11,0,16,19,66,20,92,0,0,6,18,8,8,9,25,34,123,0,0,0,3,0,0,5,3,5,7,0,0,0,4,0,3,3,5,3,11,0,0,87,229
UCL122048,45,94,0,0,5,13,4,10,7,32,14,55,0,0,0,0,7,34,7,34,21,84,0,0,8,16,4,7,4,22,11,46,0,0,0,3,14,30,15,34,26,84,6,7,103,272
UCL122049,51,105,0,9,5,17,0,0,4,22,10,47,0,0,0,4,6,9,5,16,17,63,0,0,0,0,0,3,3,9,4,9,0,3,0,9,5,10,7,22,13,30,5,9,83,205
UCL122050,25,46,0,0,0,0,0,0,6,26,6,32,6,9,0,0,0,11,7,18,7,47,0,7,0,6,0,0,0,6,3,19,0,0,0,5,5,4,3,6,9,26,0,0,50,123
UCL122051,27,57,0,9,4,12,0,0,12,49,16,68,3,6,0,0,5,7,6,13,22,81,0,0,3,7,0,0,9,30,15,36,0,0,0,3,9,18,6,21,18,55,0,0,70,195
UCL122052,46,89,0,0,0,4,0,3,19,81,22,84,0,5,3,4,0,5,6,15,29,101,0,0,0,3,0,0,4,8,6,13,0,0,0,3,0,6,0,11,11,20,0,0,82,211
UCL122053,41,87,0,0,3,12,0,0,9,36,14,42,0,0,4,9,0,5,0,9,16,54,0,0,0,5,0,0,0,5,0,11,0,0,0,0,5,9,3,15,9,26,0,6,67,168
UCL122054,52,100,0,0,0,16,0,0,15,79,21,96,3,7,0,4,6,26,9,33,37,132,0,0,4,17,0,0,6,19,14,38,0,0,3,4,6,16,9,18,18,63,3,10,104,295
UCL122055,78,153,0,0,0,4,0,8,25,107,27,119,0,3,5,7,9,15,10,33,36,147,0,0,0,0,0,0,6,20,6,20,0,4,0,0,6,8,5,18,14,36,0,0,128,335
UCL122056,41,85,4,20,6,24,0,4,15,64,25,105,4,5,4,15,3,13,15,40,40,144,0,0,0,0,0,0,3,11,3,11,0,0,4,4,12,21,11,30,14,36,5,4,92,266
UCL122057,28,63,0,3,0,0,3,10,16,59,19,79,5,10,3,10,11,34,15,51,34,127,0,0,0,0,0,3,5,9,5,12,0,0,0,0,9,13,9,13,14,31,0,0,76,217
UCL122058,77,157,0,0,0,18,4,9,26,100,30,129,0,0,0,0,6,18,6,18,41,148,0,0,0,6,0,0,15,33,15,37,0,4,0,0,7,14,7,22,25,64,3,4,141,371
UCL122059,43,88,0,3,7,33,0,5,30,117,39,158,0,4,3,6,8,20,11,34,48,185,0,0,0,4,0,0,12,36,9,33,0,0,0,4,18,33,11,30,27,67,0,0,116,341
UCL122060,46,95,0,5,7,25,0,15,14,58,24,100,0,5,0,0,9,30,10,32,33,137,0,0,0,8,0,4,7,21,13,32,0,3,4,5,3,16,10,24,23,59,6,8,108,296
UCL122061,12,19,0,0,0,7,0,0,3,23,5,30,0,0,0,0,0,13,0,13,7,44,0,0,0,0,3,11,10,22,10,35,0,0,0,0,4,11,4,11,16,39,0,3,36,109
UCL122062,28,51,0,0,5,15,0,10,15,55,21,80,0,0,3,5,3,24,6,30,30,105,0,3,0,3,0,0,8,27,9,34,0,0,0,0,5,15,9,17,17,56,0,10,79,224
UCL122063,35,73,0,0,0,5,0,8,19,73,20,80,0,3,0,0,9,21,9,30,27,109,0,0,0,11,0,8,3,16,16,39,0,0,0,0,7,8,7,19,21,58,0,4,94,242
UCL122064,25,46,0,4,6,14,0,0,12,48,16,70,0,0,0,0,5,21,5,21,22,96,0,0,6,9,4,9,12,41,15,62,0,0,0,0,10,21,10,21,25,91,0,4,76,232
UCL122065,65,128,0,0,3,13,0,0,13,43,16,53,0,8,0,8,6,22,7,36,25,86,0,0,0,0,0,5,4,12,5,12,0,0,0,0,6,12,7,12,13,29,0,6,101,247
UCL122066,45,93,0,6,9,26,6,13,25,97,35,139,0,13,5,22,12,37,24,74,53,214,0,0,3,5,0,0,0,4,4,14,0,0,0,0,0,11,0,11,7,22,0,0,108,330
UCL122067,61,123,0,3,11,30,0,0,15,57,20,93,4,3,3,6,12,33,17,49,38,142,0,3,0,0,0,0,13,29,8,28,0,6,0,10,8,20,15,35,27,62,0,0,129,324
UCL122068,22,39,0,0,0,5,0,0,7,26,7,30,0,0,0,0,0,5,0,5,8,29,0,0,0,0,0,3,0,5,0,8,0,0,0,3,4,13,10,14,4,21,0,3,33,94
UCL122069,46,89,0,0,5,21,0,0,16,61,20,82,4,14,0,5,5,13,10,35,30,116,0,0,0,0,0,0,3,12,5,16,0,0,5,6,4,0,6,8,11,29,0,0,88,235
UCL122070,44,90,0,0,3,21,0,5,29,130,36,167,8,27,3,18,11,43,23,90,64,256,0,0,0,3,0,0,0,5,0,11,0,0,0,4,6,23,9,22,11,33,0,0,124,378
UCL122071,45,94,0,0,4,18,0,0,26,102,30,120,0,14,0,5,9,24,13,40,44,162,0,0,0,4,0,3,10,22,10,30,0,4,0,9,5,9,10,20,20,48,0,0,110,306
UCL122072,36,62,0,0,5,6,0,0,11,39,11,46,4,7,0,4,3,11,5,22,21,68,0,0,0,11,0,4,0,8,9,21,0,0,0,0,0,5,0,5,6,28,0,0,58,160
UCL122073,37,82,0,6,0,4,0,8,9,40,15,55,0,0,0,0,8,31,8,31,25,89,0,0,0,3,0,0,4,8,3,16,0,0,0,0,4,9,4,9,11,21,0,5,77,190
UCL122074,39,84,0,0,0,8,0,0,6,32,13,37,0,0,0,0,0,4,0,4,7,42,0,0,0,3,0,0,5,9,4,11,0,5,0,0,8,25,14,29,14,38,0,0,64,162
UCL122075,26,49,0,11,5,14,0,5,25,106,34,137,0,4,0,0,5,19,6,21,40,159,0,0,0,4,0,6,0,0,3,10,0,0,7,6,3,3,4,13,9,22,0,3,77,231
UCL122076,29,60,0,8,0,5,0,8,15,58,20,79,0,10,0,3,6,19,8,26,26,110,0,0,0,0,0,5,0,3,3,13,0,0,0,0,0,7,0,7,7,15,0,0,59,177
UCL122077,45,92,0,7,3,10,5,15,15,42,17,73,0,3,0,0,7,23,9,32,32,108,0,0,6,10,0,0,7,17,13,26,0,0,0,0,0,6,0,6,13,38,3,6,88,239
UCL122078,42,87,0,0,4,9,0,3,7,20,12,39,0,8,4,10,10,23,9,38,22,71,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,4,3,4,4,9,0,0,72,168
UCL122079,44,85,0,8,9,30,0,5,14,60,25,106,6,14,0,5,9,16,9,34,34,137,0,0,0,3,0,0,0,3,6,8,0,3,0,0,8,10,3,15,9,23,4,5,89,249
UCL122080,46,89,0,4,3,29,4,18,34,139,43,188,3,16,6,13,15,51,19,79,67,271,0,0,0,3,3,11,8,14,11,30,0,3,0,0,5,12,11,19,14,48,0,0,128,407
UCL122081,33,62,0,0,0,0,0,0,16,59,16,59,0,0,0,3,6,19,5,23,23,81,0,0,0,0,0,0,8,16,6,19,0,3,0,0,5,17,10,21,15,35,3,7,68,187
UCL122082,34,61,0,0,0,0,0,0,4,19,4,19,0,5,0,0,0,10,6,14,4,31,0,0,0,0,0,0,3,9,3,9,0,0,0,4,0,3,4,6,5,15,0,6,46,112
UCL122083,38,70,0,4,8,17,0,0,16,63,24,84,7,42,5,12,12,28,27,82,45,172,0,0,0,0,0,0,4,5,4,5,0,0,0,0,5,10,5,10,7,16,0,0,88,259
UCL122084,23,41,0,3,4,9,0,3,10,37,12,57,0,4,0,0,3,11,6,17,15,77,0,0,0,0,0,3,3,16,8,24,0,5,0,0,0,5,5,10,15,35,0,0,47,150
UCL122085,21,48,6,8,0,4,0,8,9,41,14,70,0,5,0,0,4,16,7,18,25,85,0,0,0,0,0,5,9,19,8,20,0,4,4,5,0,0,3,19,10,34,0,3,57,176
UCL122086,39,82,0,0,0,0,0,6,12,41,12,51,0,0,0,0,0,12,0,12,18,59,0,0,0,5,0,7,14,45,22,59,0,5,0,0,8,21,9,19,31,79,0,5,87,225
UCL122087,35,64,0,0,0,0,0,9,5,26,6,37,0,4,0,0,5,21,9,26,22,65,0,0,0,0,0,0,3,6,3,10,0,0,0,0,0,5,0,5,5,15,0,0,54,138
UCL122088,23,39,0,0,0,8,0,14,6,30,12,55,0,7,0,0,5,26,10,32,18,88,0,0,0,3,0,10,5,16,10,29,0,8,0,0,0,12,7,16,13,47,0,0,51,173
UCL122089,55,110,0,0,0,6,3,11,36,133,43,147,0,0,3,6,9,21,9,28,47,175,0,0,7,11,0,0,7,18,11,21,0,0,4,8,8,6,8,11,16,35,4,6,128,327
UCL122090,71,147,0,6,4,11,0,0,22,80,30,100,3,8,3,5,19,51,22,67,51,164,0,0,0,0,0,7,7,22,12,20,0,0,6,8,3,12,11,20,19,45,3,4,143,357
UCL122091,32,71,0,0,0,0,0,3,20,84,25,90,0,0,0,5,8,17,6,20,31,113,0,4,0,5,0,0,10,24,13,32,0,0,4,8,5,11,5,14,13,47,0,3,80,232
UCL122092,59,123,0,0,3,16,0,16,19,93,29,123,4,15,0,11,10,23,9,45,40,165,0,0,0,0,0,0,0,13,8,14,0,0,0,0,11,16,8,23,14,38,0,0,113,321
UCL122093,34,71,0,0,4,11,0,0,11,26,13,42,0,0,0,4,6,10,4,11,15,56,0,14,4,12,5,16,11,28,21,63,0,0,0,0,5,9,6,12,24,75,3,11,83,210
UCL122094,50,96,0,4,0,0,0,11,14,56,14,69,0,0,0,0,9,21,8,22,23,96,0,0,5,16,0,3,3,4,8,22,0,0,5,5,15,21,16,31,23,56,3,3,104,250
UCL122095,23,43,4,15,4,21,0,0,13,50,18,80,0,0,0,0,3,18,3,18,22,100,0,0,0,0,0,4,4,15,10,19,0,0,0,0,10,16,10,16,12,28,0,0,62,178
UCL122096,49,92,0,0,5,18,0,0,6,18,5,32,0,9,0,6,6,17,7,31,16,61,0,0,0,0,5,13,3,9,5,20,0,0,0,0,3,6,3,6,10,22,0,5,73,176
UCL122097,28,60,0,4,0,4,0,0,11,39,7,51,0,0,0,5,3,12,5,16,17,66,0,0,0,7,0,0,5,4,4,13,0,0,0,0,5,10,5,10,12,19,0,0,57,144
UCL122098,19,40,0,0,0,5,0,3,10,38,12,50,0,0,0,0,4,6,4,6,14,61,0,7,9,17,0,0,13,47,23,67,0,4,3,4,8,21,10,33,34,97,6,5,74,202
UCL122099,25,52,0,5,3,18,5,8,10,44,17,75,0,0,0,0,5,14,4,17,22,92,0,0,0,0,0,0,0,9,0,9,0,0,0,0,5,7,5,7,4,12,0,5,55,164
UCL122100,87,177,0,5,0,8,0,3,12,46,12,62,0,3,5,13,16,48,20,70,33,126,0,0,0,0,0,3,10,29,5,31,0,0,4,3,12,20,11,27,25,53,0,0,146,368
UCL122101,54,106,0,0,6,33,5,9,17,78,32,117,0,11,0,3,8,23,10,34,39,154,0,0,0,0,0,7,3,7,4,13,0,0,0,3,3,5,4,7,11,20,0,3,109,280
UCL122102,34,60,0,5,0,0,0,0,13,43,15,50,0,0,0,3,4,9,4,9,16,58,0,0,0,11,0,4,6,18,13,35,0,0,0,4,6,8,4,8,13,39,4,7,63,170
UCL122103,30,57,0,8,0,4,0,3,6,18,10,32,0,0,0,5,6,19,9,24,18,56,0,0,0,0,0,0,3,7,3,7,0,0,0,3,0,0,6,4,8,13,0,0,47,120
UCL122104,48,90,0,16,9,39,5,20,14,62,26,135,12,42,7,14,24,89,44,148,70,283,0,0,0,5,0,0,0,4,4,4,0,0,0,7,0,0,4,11,6,22,0,0,123,398
UCL122105,27,58,0,0,4,10,0,14,33,129,36,154,3,9,3,15,10,22,12,52,51,206,0,0,0,0,0,0,4,9,4,9,0,0,4,5,0,5,5,4,9,9,0,0,89,268
UCL122106,33,67,0,0,0,4,0,3,8,36,13,46,0,0,0,5,4,7,4,12,13,58,0,0,0,0,0,0,7,22,7,22,0,0,0,5,4,10,7,10,14,42,0,4,67,166
UCL122107,48,98,0,0,3,11,0,4,21,83,27,96,5,10,0,5,14,48,21,59,43,157,0,0,0,5,0,0,4,14,9,12,0,4,0,3,0,10,3,12,13,26,0,0,102,279
UCL122108,44,84,0,7,0,0,0,0,0,6,0,10,0,0,0,0,0,6,0,6,3,14,0,0,0,4,0,0,3,3,7,8,0,4,0,0,0,4,0,6,9,15,0,4,54,119
UCL122109,0,0,0,0,0,0,0,0,4,8,4,8,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
UCL122110,40,82,0,0,8,32,0,8,32,109,37,144,3,10,3,10,8,21,17,40,47,189,0,0,0,0,0,3,3,15,6,18,0,6,0,0,3,8,4,9,11,31,0,0,105,303
UCL122111,38,79,0,0,5,27,0,3,35,133,38,163,4,9,3,14,20,62,24,90,62,256,0,0,0,4,0,0,0,0,4,7,0,0,0,0,3,3,3,3,0,8,0,6,107,346
UCL122112,55,111,0,0,0,6,0,7,5,15,4,24,0,0,0,0,13,38,15,46,22,65,0,0,0,0,0,0,3,9,3,9,0,0,0,8,4,9,10,16,12,28,0,0,88,209
UCL122113,38,78,0,0,0,7,0,6,8,36,11,50,0,0,5,9,0,6,7,25,17,72,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,8,3,8,6,12,0,0,65,157
UCL122114,43,84,0,0,0,0,0,5,9,33,6,42,0,0,3,10,3,18,6,27,17,67,0,0,4,4,0,0,3,9,4,16,0,0,0,4,7,14,8,23,11,35,0,0,78,187
UCL122115,47,90,0,8,0,0,0,0,19,86,21,92,0,3,0,4,6,26,10,34,31,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,10,9,15,0,0,87,231
UCL122116,52,100,0,0,4,11,0,8,6,26,8,40,0,0,0,12,7,39,18,47,25,89,0,0,3,8,0,0,0,7,4,16,0,0,0,0,0,3,3,5,9,20,0,0,82,211
UCL122117,55,103,6,18,4,6,5,9,31,137,42,179,3,24,0,0,13,44,18,73,60,253,0,0,0,0,0,9,6,4,9,24,0,0,0,3,0,6,8,12,13,33,0,0,123,385
UCL122118,26,52,0,0,0,6,0,0,23,89,27,95,0,0,0,12,7,22,9,40,36,132,0,0,5,10,0,0,10,25,14,29,0,0,0,0,8,16,8,16,21,52,0,0,80,229
UCL122119,69,134,0,0,0,0,0,0,19,63,19,63,3,11,0,0,0,11,5,18,21,78,0,0,3,3,0,0,4,9,7,10,0,0,3,7,5,9,4,14,14,27,0,0,102,240
UCL122120,51,105,0,3,8,20,0,8,39,168,47,203,0,5,0,0,14,39,15,47,59,245,0,0,0,0,4,5,8,22,9,27,0,7,0,0,8,15,9,23,19,47,0,0,134,397
UCL122121,26,49,0,3,3,8,0,7,22,91,31,109,0,0,5,13,0,3,5,23,34,131,0,6,0,6,0,0,11,21,12,34,0,0,5,4,7,12,6,13,15,50,0,0,79,233
UCL122122,56,109,0,8,8,41,3,16,45,185,58,240,0,19,7,19,8,26,19,56,73,302,0,0,0,0,0,0,4,7,4,7,0,4,0,4,4,12,5,12,6,24,0,0,135,434
UCL122123,34,68,0,0,0,3,0,5,7,27,11,37,0,0,0,0,5,11,5,11,12,48,0,0,0,0,0,0,7,26,7,26,0,4,4,3,5,3,3,8,12,34,0,0,61,150
UCL122124,28,54,0,12,3,40,0,0,25,97,32,148,0,3,0,6,14,35,13,43,44,185,0,0,0,7,0,0,0,0,0,7,0,3,0,4,0,0,5,11,3,12,0,0,75,255
UCL122125,30,54,0,5,0,4,0,0,11,29,9,38,0,0,0,0,5,8,0,10,14,50,0,0,0,0,0,0,3,13,3,13,0,0,0,3,0,0,3,6,3,16,0,4,51,118
UCL122126,61,123,0,4,6,26,3,27,27,93,35,151,0,7,5,12,18,58,24,74,59,225,0,0,0,0,0,0,6,7,6,7,0,0,5,4,3,4,5,12,7,15,0,5,121,367
UCL122127,40,75,0,0,0,12,0,5,10,44,18,63,3,9,0,0,3,16,5,23,22,88,0,0,0,0,0,9,5,10,4,19,0,0,0,0,3,4,0,10,10,29,0,3,73,195
UCL122128,28,56,0,6,0,9,0,0,10,45,17,61,0,0,0,0,0,4,0,4,14,62,0,0,0,6,0,0,9,17,5,20,0,5,0,0,4,4,4,8,15,31,0,4,55,146
UCL122129,38,82,0,0,7,18,0,0,15,57,19,75,0,4,3,19,3,16,11,40,28,116,0,0,0,3,0,0,7,16,6,15,0,0,0,0,5,7,5,7,12,24,0,4,80,223
UCL122130,27,47,0,0,4,13,0,0,16,52,18,63,0,0,5,5,3,14,5,18,25,87,0,0,0,4,0,0,3,7,8,9,0,0,0,0,0,6,0,6,9,12,0,0,57,150
UCL122131,24,45,0,3,0,8,0,0,9,37,13,43,0,0,3,11,0,3,3,16,16,59,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,0,3,0,7,13,0,0,44,115
UCL122132,42,86,3,13,3,10,0,8,16,51,19,84,0,0,0,6,5,23,7,33,29,114,0,0,0,8,0,0,16,43,17,58,0,0,0,3,19,45,21,46,34,102,0,7,109,310
