UCL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL121016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,76,164,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,7,5,96,82,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,16,32,8,21,30,0,3,5,130,124,259
UCL121017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,92,205,4,4,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,117,95,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,58,78,135,21,46,66,0,0,0,203,223,425
UCL121018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,101,251,7,0,6,0,0,0,4,0,4,0,0,0,3,0,0,3,3,4,163,109,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,33,55,18,24,48,9,0,9,211,168,375
UCL121019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,108,220,8,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,130,112,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,49,16,23,41,0,0,0,164,171,341
UCL121020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,70,153,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,99,72,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,44,73,20,23,45,0,0,0,148,144,297
UCL121021,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,97,77,177,9,7,20,0,0,0,0,0,0,3,0,3,3,0,3,16,19,31,127,104,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,16,23,11,11,23,4,4,4,148,136,282
UCL121022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,78,151,4,5,6,3,0,3,0,0,0,0,0,0,0,0,0,8,23,26,98,99,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,19,17,8,22,0,0,0,122,124,239
UCL121023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,75,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,40,41,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,24,8,4,11,0,0,0,65,61,124
UCL121024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,57,138,10,9,11,0,0,0,0,0,0,0,5,5,0,0,0,4,5,4,90,68,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,14,19,0,0,0,97,94,188
UCL121025,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,72,53,124,7,4,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,88,59,148,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,68,113,24,29,50,0,0,0,155,160,318
UCL121026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,122,252,6,3,7,5,0,5,0,0,0,0,0,0,0,0,0,14,22,35,156,156,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,33,48,28,30,56,0,0,0,200,214,418
UCL121027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,101,210,13,11,22,0,0,0,4,0,4,0,0,6,0,0,0,6,8,7,124,122,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,20,33,10,26,32,3,5,10,155,172,323
UCL121028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,65,154,9,4,17,0,0,0,3,0,3,0,3,3,0,0,0,0,4,6,104,72,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,47,70,17,16,36,0,3,3,152,139,288
UCL121029,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,108,92,196,4,4,9,4,0,4,0,0,4,0,0,0,0,0,0,3,0,3,133,98,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,14,24,0,4,5,148,119,266
UCL121030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,123,270,13,11,16,6,0,11,0,0,0,0,3,3,0,0,0,3,4,12,170,140,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,10,14,24,0,3,5,185,169,359
UCL121031,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,128,126,257,0,10,14,3,0,3,0,0,0,0,0,0,0,0,0,6,9,21,153,143,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,33,55,25,31,52,4,0,10,204,214,417
UCL121032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,78,155,5,5,10,0,0,5,0,0,0,0,0,0,0,0,0,7,14,24,102,99,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,10,18,7,6,17,0,0,6,122,123,241
UCL121033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,64,142,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,78,71,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,36,9,22,29,0,4,4,110,113,222
UCL121034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,148,319,12,19,32,0,0,0,0,0,0,0,0,0,5,0,3,4,3,8,195,174,365,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,37,46,84,34,42,76,3,3,7,269,269,541
UCL121035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,142,320,9,7,17,12,0,12,0,0,0,0,0,0,5,0,5,3,3,8,204,149,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,35,44,23,59,84,5,0,4,246,246,490
UCL121036,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,199,198,398,12,6,24,11,0,11,0,0,0,0,0,0,4,0,3,4,4,6,227,214,446,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,64,105,32,52,87,0,0,0,309,331,641
UCL121037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,102,222,5,8,12,3,0,3,0,0,0,5,0,5,0,0,0,3,0,4,141,113,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,45,7,23,26,0,4,4,163,162,326
UCL121038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,79,175,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,103,89,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,11,10,13,0,0,3,119,105,225
UCL121039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,64,143,6,4,9,8,0,8,0,0,0,0,3,3,3,0,4,6,0,0,99,75,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,57,69,127,15,25,40,0,0,3,175,173,343
UCL121040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,105,206,8,3,13,7,0,7,0,0,0,0,0,0,0,0,0,0,0,3,124,107,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,28,11,27,38,0,0,0,152,143,294
UCL121041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,76,151,11,6,17,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11,105,81,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,7,14,18,4,3,4,118,110,220
UCL121042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,50,120,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,86,52,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,37,74,13,20,33,0,0,0,133,107,241
UCL121043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,66,169,6,7,10,4,0,4,0,0,0,0,0,0,0,0,3,0,6,7,118,74,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,40,53,95,22,34,56,0,0,0,186,173,356
UCL121044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,60,136,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,66,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,11,12,11,15,25,0,0,0,98,92,189
UCL121045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,146,5,9,10,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,88,85,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19,22,25,41,0,0,0,117,112,234
UCL121046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,88,182,0,0,0,5,0,3,4,0,4,0,0,0,0,0,0,9,7,14,112,95,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,32,41,15,25,40,3,0,3,145,154,297
UCL121047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,73,168,10,6,14,5,0,5,0,0,0,0,0,0,0,0,0,3,9,11,109,87,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,27,49,9,26,33,0,3,3,144,140,282
UCL121048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,67,140,4,0,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,82,67,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,16,30,16,12,27,0,0,0,117,96,215
UCL121049,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,148,109,260,8,13,20,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,168,127,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,16,28,0,0,0,183,144,324
UCL121050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,48,95,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,6,14,55,59,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,26,5,8,15,0,0,3,70,90,160
UCL121051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,92,215,5,10,12,7,0,7,0,0,0,0,0,0,0,0,0,9,9,17,141,111,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,12,17,28,14,21,35,0,4,3,173,154,321
UCL121052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,90,196,3,0,6,0,0,0,0,0,0,5,0,5,0,0,5,6,16,21,134,107,242,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,31,23,54,18,15,37,3,0,7,183,151,338
UCL121053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,68,167,15,7,18,5,0,5,0,0,0,5,0,5,0,0,0,13,18,29,135,91,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,20,8,18,22,0,0,0,145,130,273
UCL121054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,101,235,6,4,15,8,0,8,0,0,0,0,0,0,0,0,0,0,0,7,151,110,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,58,105,24,48,72,0,0,6,222,218,443
UCL121055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,107,205,11,9,17,3,0,5,0,0,0,0,0,3,0,0,0,0,5,4,120,119,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,31,50,3,16,22,0,0,0,151,163,311
UCL121056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,128,263,9,5,14,6,0,6,0,0,0,0,0,0,0,0,0,4,6,4,153,137,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,28,38,15,30,41,0,0,0,185,192,380
UCL121057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,114,260,11,3,14,10,0,10,4,0,0,0,0,0,0,0,0,0,0,0,165,121,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19,35,23,31,54,0,0,0,210,168,377
UCL121058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,314,616,16,23,35,20,0,20,3,0,3,0,0,0,4,0,4,3,0,0,348,339,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,50,62,114,43,57,104,0,0,0,449,462,911
UCL121059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,93,199,0,8,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,113,100,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,13,22,14,18,32,0,0,0,139,131,276
UCL121060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,145,300,13,10,20,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,182,152,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,36,48,82,34,43,75,0,0,0,262,240,505
UCL121061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,65,157,5,7,12,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,106,67,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,27,17,18,39,0,0,0,136,107,243
UCL121062,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,134,106,241,0,6,5,4,0,4,0,0,0,0,0,0,0,0,0,3,4,8,153,115,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,95,170,35,42,80,0,0,0,264,252,521
UCL121063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,35,85,5,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,5,6,64,40,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,28,7,23,34,0,0,0,85,84,170
UCL121064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,81,179,0,3,3,3,0,3,0,0,0,3,0,3,0,0,0,8,6,9,110,91,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,14,16,15,28,5,0,5,132,117,253
UCL121065,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,90,90,183,3,10,15,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,104,106,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,19,11,7,19,0,0,0,0,0,0,0,0,0,0,0,0,10,14,29,16,29,46,0,3,0,140,155,298
UCL121066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,50,147,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,104,63,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,34,13,26,36,6,0,6,130,114,239
UCL121067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,102,197,6,0,10,14,0,14,0,0,0,6,0,3,8,0,3,17,25,39,138,135,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,25,11,16,25,0,5,3,153,164,320
UCL121068,0,0,0,3,10,9,0,0,0,0,0,0,0,0,0,292,277,568,9,20,31,12,0,12,3,4,8,0,0,0,0,0,0,8,5,8,326,307,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,6,5,9,11,0,0,0,0,0,0,0,0,0,0,0,0,35,62,92,39,77,115,0,0,0,403,452,858
UCL121069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,100,239,6,4,12,5,0,5,0,0,0,5,0,5,4,0,0,0,3,3,162,107,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,58,100,36,36,68,0,0,0,233,205,437
UCL121070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,42,101,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,65,46,108,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,41,65,108,29,26,58,0,0,0,136,149,280
