UCL_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
UCL113009,27,5,70,1541,2330,1153,839,1572,254,7700
UCL113010,186,49,340,1718,2516,1104,858,2304,597,9103
UCL113011,88,26,175,1511,2156,1001,803,2409,648,8527
UCL113012,253,136,575,2215,3621,1789,1210,2994,763,12595
UCL113013,146,17,252,1938,2890,1265,1014,3369,758,11233
UCL113014,177,15,291,2009,3146,1424,1100,2829,627,11139
UCL113015,163,36,315,1546,2396,1197,991,2497,641,9268
UCL113016,445,152,861,2342,3397,1760,1439,4566,1375,14876
UCL113017,206,59,498,2123,3439,1838,1242,2784,769,12191
UCL113018,36,19,80,310,523,284,200,509,200,2020
UCL114001,148,49,351,828,1231,657,437,976,243,4361
UCL114002,334,60,605,1113,1885,1111,832,1958,397,7298
UCL114003,206,78,419,1229,1864,859,681,2572,825,8032
UCL114004,135,23,240,1020,1449,642,453,1270,553,5382
UCL114005,144,25,248,750,1174,628,511,1425,331,4820
UCL114006,123,31,252,833,1178,597,431,1316,296,4660
UCL114007,197,31,346,1184,1621,815,660,1999,515,6791
UCL114008,145,31,272,950,1387,638,458,1392,572,5389
UCL114009,61,72,170,1257,1649,589,339,1093,313,5246
UCL114010,80,21,198,964,1384,679,530,1422,539,5523
UCL114011,100,58,216,640,1061,563,469,1090,493,4309
UCL114012,0,0,6,1021,1666,533,346,597,184,4350
UCL114013,157,33,281,1134,1581,728,581,1799,685,6508
UCL114014,23,5,55,1026,1576,749,536,848,120,4859
UCL114015,188,47,347,1239,1800,828,725,2390,786,7771
UCL114016,139,29,250,1055,1440,648,481,1749,507,5879
UCL114017,37,6,87,1354,1918,837,510,1011,323,5957
UCL114018,135,50,336,1342,2212,1111,665,1444,438,7214
UCL114019,62,37,140,744,1235,507,392,1582,1181,5644
UCL114020,70,23,183,1409,2107,1038,712,1535,372,7167
UCL114021,165,156,448,1526,2196,1042,712,1839,731,8047
UCL114022,224,33,376,882,1404,726,561,1666,521,5764
UCL114023,97,18,159,739,1153,535,353,1240,415,4434
UCL114024,174,30,315,1398,1953,957,720,2229,554,7808
UCL114025,96,38,193,994,1634,866,557,1141,328,5520
UCL114026,86,11,159,838,1288,573,480,1059,174,4401
UCL114027,138,33,291,891,1300,704,467,1266,286,4921
UCL114028,74,27,160,741,1095,466,373,1114,250,4042
UCL114029,19,5,41,814,1175,601,524,864,178,4146
UCL114030,122,25,234,692,1312,732,499,1204,321,4755
UCL114031,55,10,130,979,1398,757,585,1369,280,5371
UCL114032,28,10,71,759,1041,492,397,975,186,3846
UCL114033,125,18,199,893,1306,620,515,1530,377,5244
UCL114034,164,30,309,1141,1643,818,656,1734,403,6387
UCL114035,103,30,212,867,1191,603,411,1464,362,4893
UCL114036,166,27,294,932,1520,810,546,1313,413,5527
UCL114037,143,31,235,913,1387,605,402,1101,287,4691
UCL114038,189,32,318,1112,1441,714,593,1874,459,6200
UCL115001,21,5,36,260,396,194,145,432,90,1520
UCL115002,19,3,49,643,1032,501,385,721,179,3469
UCL115003,12,0,18,395,602,257,249,468,87,2050
UCL115004,22,10,51,277,448,219,139,400,96,1573
UCL115005,19,12,35,117,201,99,79,236,134,871
UCL115006,42,5,58,327,558,244,172,280,140,1717
UCL115007,32,7,67,488,751,376,307,598,126,2648
UCL115008,54,14,99,168,234,124,108,294,78,1004
UCL115009,16,3,42,274,400,201,162,328,108,1475
UCL115010,32,8,53,107,221,109,98,291,78,904
UCL115011,40,0,57,211,349,184,141,353,81,1322
UCL115012,26,0,42,131,216,88,81,273,70,856
UCL115013,53,72,189,638,906,471,341,841,340,3543
UCL115014,25,27,85,462,814,393,239,406,227,2543
UCL115015,28,10,72,260,448,257,179,263,151,1562
UCL115016,18,0,27,148,278,106,73,180,80,866
UCL115017,87,63,225,346,644,331,235,372,181,2116
UCL115018,48,4,81,137,157,119,130,314,71,923
UCL115019,36,14,107,704,1271,675,401,603,208,3865
UCL115020,46,4,86,434,635,315,232,659,104,2382
UCL115021,32,0,46,172,239,122,94,237,79,942
UCL115022,22,3,65,503,727,382,220,499,84,2415
UCL115023,33,7,57,198,261,123,107,313,163,1164
UCL115024,15,3,26,161,242,101,66,380,225,1175
UCL115025,7,0,9,236,375,179,123,209,50,1170
UCL115026,31,3,46,200,388,179,95,191,117,1170
UCL115027,10,9,34,421,609,304,219,532,114,2199
UCL115028,67,10,135,421,694,345,188,361,117,2120
UCL115029,17,6,42,296,427,215,123,290,115,1464
UCL115030,40,3,60,153,229,118,136,284,67,999
UCL115031,58,22,126,393,733,448,280,383,109,2345
UCL115032,12,4,41,302,548,322,236,245,76,1738
UCL115033,12,0,31,698,1061,439,224,434,119,2979
UCL115034,3,0,0,271,372,156,150,324,65,1342
UCL115035,10,0,39,640,937,426,269,622,143,3030
UCL115036,26,5,83,463,797,418,288,582,109,2655
UCL115037,4,3,20,209,324,156,90,155,46,972
UCL115038,19,10,51,203,268,152,131,308,142,1211
UCL115039,38,8,64,446,612,269,237,646,447,2660
UCL115040,5,0,11,262,340,173,130,271,46,1222
UCL115041,55,20,109,295,417,195,178,696,260,2040
UCL115042,58,13,86,246,341,214,131,369,93,1393
UCL115043,77,52,159,284,423,198,177,564,370,2010
UCL115044,44,5,64,264,373,170,135,613,266,1826
UCL115045,32,11,44,151,184,122,85,286,148,983
UCL115046,6,0,12,269,395,175,123,297,76,1328
UCL115047,64,21,129,340,442,226,205,432,131,1779
UCL115048,94,10,158,525,910,427,301,807,137,3106
UCL115049,19,0,27,155,216,109,112,243,57,908
UCL115050,6,0,14,352,517,230,145,220,77,1533
UCL115051,111,40,197,265,496,301,198,429,206,1889
UCL115052,33,8,59,231,338,153,125,329,89,1264
UCL115053,26,3,51,139,221,197,95,183,65,891
UCL115054,4,0,13,168,269,143,116,141,36,878
UCL115055,62,0,91,255,446,291,203,539,81,1814
UCL115056,61,35,134,417,672,410,248,697,275,2714
UCL115057,53,20,132,470,662,337,235,529,232,2471
UCL115058,44,32,110,201,386,215,152,381,130,1463
UCL115059,64,10,105,245,359,159,141,463,214,1585
UCL115060,3,0,13,386,497,190,165,716,295,2240
UCL115061,67,47,119,141,214,94,93,357,98,999
UCL115062,3,0,10,217,322,159,128,209,34,1066
UCL115063,5,0,13,202,281,147,107,164,19,923
UCL115064,104,13,180,733,1173,570,331,754,169,3738
UCL115065,50,16,95,310,443,231,181,577,253,1992
UCL115066,7,0,13,356,534,306,247,430,85,1962
UCL115067,72,14,152,342,522,275,222,617,128,2108
UCL115068,14,3,39,175,308,150,115,281,78,1103
UCL115069,55,15,124,270,444,208,209,490,140,1759
UCL115070,10,0,22,459,710,295,271,644,98,2483
UCL115071,35,6,61,253,408,230,190,418,138,1636
UCL115072,3,0,15,230,402,262,219,345,56,1515
UCL115073,44,9,73,232,378,179,151,526,184,1652
UCL115074,21,26,70,290,354,191,143,421,288,1689
UCL115075,21,4,41,164,304,169,92,236,29,994
UCL115076,27,4,53,233,368,204,182,393,129,1500
UCL115077,68,21,125,405,766,462,386,798,148,2970
UCL115078,55,4,87,213,315,188,145,305,112,1284
UCL115079,44,15,83,299,419,194,174,534,243,1874
UCL115080,6,0,6,337,491,232,182,424,56,1724
UCL115081,27,0,43,155,190,92,68,316,134,954
UCL115082,35,4,49,181,239,129,115,299,112,1077
UCL115083,59,10,91,367,570,315,237,607,132,2223
UCL115084,23,11,70,208,419,246,208,392,120,1602
UCL115085,6,5,31,174,331,176,150,130,58,1017
UCL115086,5,0,13,598,564,173,81,406,105,1931
UCL115087,12,3,22,191,282,142,100,232,95,1039
UCL115088,12,7,48,207,351,214,160,242,61,1230
UCL115089,54,10,98,584,771,396,303,1025,1045,4126
UCL115090,19,5,40,138,223,127,132,312,108,1041
UCL115091,12,3,14,181,300,144,142,314,122,1204
UCL115092,61,5,77,250,390,161,155,439,85,1475
UCL115093,28,0,49,153,276,180,132,197,21,965
UCL115094,54,53,149,327,591,327,224,557,257,2283
UCL115095,21,10,38,128,216,85,87,268,131,905
UCL115096,37,0,80,561,1054,536,374,762,124,3401
UCL115097,17,8,39,353,569,287,267,620,168,2268
UCL115098,16,8,30,170,229,92,79,322,256,1148
UCL115099,77,20,161,420,606,311,288,676,184,2485
UCL115100,131,22,202,366,612,328,211,626,192,2335
UCL115101,16,8,58,332,632,370,218,329,144,2026
UCL115102,48,10,65,229,349,161,199,574,157,1665
UCL115103,32,6,51,122,208,98,86,248,83,834
UCL115104,91,9,123,215,375,205,115,305,80,1286
UCL115105,51,9,77,221,322,149,157,356,112,1314
UCL115106,51,28,119,397,604,320,219,540,244,2331
UCL115107,40,6,72,615,869,408,258,499,274,2916
UCL115108,0,0,4,361,584,268,143,191,40,1586
UCL115109,64,13,134,485,830,458,298,671,218,2957
UCL115110,94,11,155,450,674,366,264,1008,293,3059
UCL115111,32,29,111,437,664,301,270,662,407,2749
UCL115112,0,0,6,318,498,230,176,341,71,1636
UCL115113,22,18,62,292,352,170,134,363,115,1417
UCL115114,48,9,75,343,511,220,186,575,240,2070
UCL115115,40,8,79,828,1240,576,340,674,374,4037
UCL115116,130,16,213,599,1057,522,351,903,247,3678
UCL115117,65,23,126,217,346,206,146,434,151,1501
UCL115118,61,4,98,267,405,210,139,307,84,1412
UCL115119,19,4,52,623,895,414,307,663,141,3039
UCL115120,15,0,26,542,753,375,287,497,51,2500
UCL115121,22,4,51,201,371,171,167,492,128,1537
UCL115122,52,22,109,312,480,275,195,568,301,2135
UCL115123,6,0,17,232,415,182,129,168,60,1177
UCL115124,26,0,54,668,1103,514,304,703,209,3503
UCL115125,47,9,129,475,822,399,278,640,177,2785
UCL115126,11,0,15,197,287,143,71,150,31,880
UCL115127,3,5,13,160,327,189,126,204,79,1093
UCL115128,13,0,20,357,578,250,152,299,137,1774
UCL115129,4,35,56,266,458,255,151,209,84,1420
UCL115130,107,56,228,458,762,467,366,962,278,3300
UCL115131,63,13,120,594,889,478,358,983,188,3495
UCL115132,17,7,61,244,437,237,131,242,67,1361
UCL115133,61,20,185,366,812,464,316,610,116,2678
UCL115134,121,21,209,583,847,418,332,965,195,3335
UCL115135,75,14,130,330,566,346,285,670,204,2398
UCL115136,11,3,20,345,477,263,198,305,53,1644
UCL115137,42,43,120,618,891,417,401,762,202,3287
UCL115138,4,0,8,334,486,189,168,305,77,1559
UCL115139,59,19,115,333,552,298,233,556,254,2225
UCL115140,11,0,29,195,294,155,106,231,75,1050
UCL115141,35,11,64,204,315,159,134,326,102,1242
UCL115142,35,3,82,317,627,353,250,403,145,2103
UCL115143,27,13,59,352,511,292,218,473,109,1946
UCL115144,53,13,115,370,630,356,239,544,209,2354
UCL115145,7,4,26,198,396,194,146,232,87,1253
UCL115146,40,16,106,462,762,388,208,435,119,2374
UCL115147,5,0,7,175,285,146,98,157,39,902
UCL115148,40,6,71,195,272,142,138,310,112,1172
UCL115149,0,12,12,98,157,58,36,214,499,1062
UCL115150,4,0,9,160,210,144,96,217,45,869
UCL115151,13,0,28,271,425,217,157,473,74,1622
UCL115152,32,7,48,133,207,115,91,309,80,941
UCL115153,29,32,77,167,244,105,87,346,185,1137
UCL115154,29,6,41,171,286,108,118,372,158,1218
UCL115155,86,23,154,506,782,384,313,1155,501,3636
UCL115156,42,7,63,147,248,141,109,324,174,1142
UCL115157,30,8,45,146,243,142,146,359,104,1130
UCL115158,51,28,132,398,605,245,223,515,198,2185
UCL115159,8,0,29,273,420,250,154,303,58,1458
UCL115160,7,0,10,391,646,334,199,378,81,2040
UCL115161,65,31,154,549,943,457,418,1016,319,3702
UCL115162,21,7,52,505,731,351,225,484,81,2373
UCL115163,92,10,117,280,449,202,170,478,59,1640
UCL115164,25,4,44,189,282,165,116,354,75,1182
UCL115165,9,0,16,163,211,135,85,210,57,864
UCL121001,7,0,22,143,177,102,79,178,44,723
UCL121002,15,5,36,73,90,44,34,153,78,473
UCL121003,3,0,5,112,186,102,75,80,41,605
UCL121004,6,0,17,147,206,124,90,119,40,711
UCL121005,0,0,0,83,129,86,54,77,29,463
UCL121006,4,0,12,84,175,77,44,99,62,547
UCL121007,12,34,61,132,189,97,106,210,113,837
UCL121008,0,4,3,35,35,24,31,157,148,424
UCL121009,21,14,42,110,141,66,66,207,138,724
UCL121010,4,0,9,83,171,89,63,100,56,568
UCL121011,9,0,18,129,132,93,85,207,106,755
UCL121012,0,0,6,131,211,131,107,140,17,726
UCL121013,10,4,14,73,99,38,29,230,104,573
UCL121014,5,0,8,73,108,59,49,93,54,439
UCL121015,0,5,13,130,232,100,58,104,22,637
UCL121016,11,0,11,87,141,65,31,93,43,449
UCL121017,0,0,0,126,209,92,62,97,22,610
UCL121018,0,0,3,112,201,112,102,134,32,693
UCL121019,0,0,8,97,189,95,56,89,9,535
UCL121020,0,0,8,95,139,79,47,63,21,448
UCL121021,23,3,37,88,136,62,36,116,56,494
UCL121022,15,4,40,92,142,74,55,194,66,626
UCL121023,9,0,11,63,132,80,73,142,46,536
UCL121024,4,0,15,63,110,65,50,109,30,415
UCL121025,0,0,6,108,149,83,43,89,8,482
UCL121026,11,6,19,161,261,100,84,157,74,838
UCL121027,3,5,12,102,151,77,32,82,34,488
UCL121028,4,0,13,111,215,104,99,126,41,696
UCL121029,3,0,5,76,115,62,43,138,37,471
UCL121030,3,3,14,112,179,86,43,225,94,734
UCL121031,3,4,12,132,244,169,109,131,45,829
UCL121032,19,3,39,92,141,71,62,187,65,622
UCL121033,3,0,3,59,128,69,32,48,48,378
UCL121034,7,0,11,200,233,95,38,111,62,735
UCL121035,4,0,11,149,232,100,113,217,42,852
UCL121036,3,4,9,193,313,169,135,210,38,1055
UCL121037,0,0,9,150,187,102,69,138,25,669
UCL121038,18,5,25,60,107,53,50,159,68,495
UCL121039,0,3,8,110,175,82,59,96,79,594
UCL121040,0,0,0,104,123,71,43,49,28,409
UCL121041,6,0,17,71,130,75,52,125,37,502
UCL121042,6,0,15,111,144,70,51,96,34,499
UCL121043,0,0,7,101,168,80,71,80,9,511
UCL121044,0,3,11,74,108,44,48,84,73,436
UCL121045,0,0,8,72,145,66,63,93,17,453
UCL121046,0,0,4,78,169,65,28,22,13,377
UCL121047,3,0,9,91,156,76,39,72,32,464
UCL121048,0,0,3,68,113,85,63,73,12,415
UCL121049,0,0,3,98,119,63,44,121,71,506
UCL121050,22,7,47,90,131,88,53,195,63,622
UCL121051,29,9,54,125,172,108,100,215,61,792
UCL121052,12,4,24,131,206,110,46,174,68,731
UCL121053,9,9,29,98,131,74,76,162,74,620
UCL121054,3,0,4,140,193,102,77,110,15,642
UCL121055,5,0,7,87,179,91,57,91,32,535
UCL121056,6,0,15,117,217,111,86,150,34,713
UCL121057,3,0,3,109,180,78,43,139,9,564
UCL121058,13,0,19,306,458,252,191,266,47,1511
UCL121059,4,0,15,103,148,80,46,100,30,508
UCL121060,0,0,3,160,237,133,93,146,26,789
UCL121061,5,0,8,79,123,52,54,85,19,420
UCL121062,0,0,7,156,249,104,88,115,21,733
UCL121063,16,3,29,75,182,111,69,145,40,615
UCL121064,18,3,27,93,178,88,55,125,38,572
UCL121065,9,6,26,126,195,131,114,178,55,792
UCL121066,4,0,13,71,120,50,52,95,29,409
UCL121067,37,3,58,111,174,88,82,194,53,705
UCL121068,20,0,40,304,510,311,196,441,90,1856
UCL121069,3,0,3,121,181,100,76,99,3,582
UCL121070,3,0,5,93,150,86,46,53,25,443
UCL121071,6,0,19,85,101,72,37,95,28,419
UCL121072,0,10,15,112,159,71,65,134,82,625
UCL121073,7,6,25,78,137,65,77,175,72,600
UCL121074,9,0,15,78,166,86,50,103,20,507
UCL121075,22,67,115,86,119,72,51,137,127,602
UCL121076,9,0,14,149,233,107,97,176,73,833
UCL121077,8,0,12,101,184,79,51,98,51,569
UCL121078,0,0,7,95,156,82,33,159,8,536
UCL121079,3,3,13,84,152,76,45,63,18,437
UCL121080,5,0,18,150,253,119,95,145,21,782
UCL121081,4,0,4,91,139,68,53,82,15,449
UCL121082,12,5,22,192,288,152,89,123,118,955
UCL121083,5,0,12,147,249,142,94,129,25,786
UCL121084,3,0,10,161,195,103,73,98,30,658
UCL121085,0,0,6,137,263,158,109,108,23,804
UCL121086,26,3,38,127,173,97,80,194,44,715
UCL121087,7,0,14,104,133,82,65,116,23,528
UCL121088,0,0,4,94,118,78,54,102,39,477
UCL121089,7,0,20,134,192,122,94,144,20,712
UCL121090,0,0,8,122,190,110,95,162,13,701
UCL121091,4,3,18,120,186,100,72,87,42,597
UCL121092,5,0,11,173,246,123,110,195,58,891
UCL121093,8,0,13,162,235,125,83,226,40,864
UCL121094,5,5,24,71,125,71,59,204,93,627
UCL121095,10,0,9,122,145,92,67,84,18,530
UCL121096,0,0,14,117,215,145,71,113,34,691
UCL121097,0,0,8,101,175,113,60,83,22,552
UCL121098,8,0,23,146,249,127,79,115,14,727
UCL121099,16,5,27,81,143,67,58,151,33,530
UCL121100,5,4,16,171,279,132,78,185,27,874
UCL121101,14,3,17,165,229,109,148,199,64,912
UCL121102,7,0,21,154,250,135,106,129,51,827
UCL121103,18,7,35,172,193,84,94,193,77,803
UCL121104,20,3,26,110,147,85,81,132,50,609
UCL121105,10,0,16,80,127,97,63,161,45,573
UCL121106,6,0,5,144,254,146,87,211,44,888
UCL121107,27,9,49,105,197,118,82,198,51,750
UCL121108,3,6,19,113,204,104,61,124,54,662
UCL121109,3,5,7,67,120,72,57,68,26,409
UCL121110,15,4,30,155,201,104,84,195,50,792
UCL121111,8,15,41,104,139,63,50,165,96,619
UCL121112,3,0,11,125,157,95,63,108,41,590
UCL121113,8,0,13,87,101,53,44,102,38,430
UCL121114,0,0,3,133,206,112,69,102,76,697
UCL121115,8,0,13,90,184,117,64,96,38,587
UCL121116,5,0,13,176,237,109,73,131,18,746
UCL121117,3,0,10,86,163,93,51,104,46,541
UCL121118,4,0,7,86,124,63,49,74,14,411
UCL121119,9,0,14,111,181,117,94,191,37,727
UCL121120,6,3,7,49,52,24,10,157,112,408
UCL121121,0,0,0,94,125,52,57,67,27,425
UCL121122,3,0,7,80,142,62,57,106,42,481
UCL121123,4,3,9,93,113,68,57,141,80,550
UCL121124,4,0,11,70,108,61,64,132,19,461
UCL121125,10,8,29,96,203,123,130,186,73,807
UCL121126,4,0,10,80,134,69,53,110,21,460
UCL121127,5,0,3,113,154,74,46,132,35,555
UCL121128,7,0,14,162,192,105,97,190,30,781
UCL122001,3,0,3,40,52,26,15,56,11,200
UCL122002,0,3,7,39,50,17,25,49,49,224
UCL122003,0,0,5,67,110,46,32,67,14,330
UCL122004,0,0,8,32,62,29,21,25,0,169
UCL122005,3,0,6,33,71,37,29,98,23,292
UCL122006,3,0,14,36,57,23,35,49,23,232
UCL122007,18,0,24,43,80,42,48,167,28,396
UCL122008,0,0,0,44,49,20,31,41,40,221
UCL122009,0,0,0,39,63,29,22,69,14,247
UCL122010,0,0,3,51,72,39,37,65,10,284
UCL122011,0,0,0,69,95,46,26,53,27,313
UCL122012,8,0,14,41,47,30,37,56,23,234
UCL122013,0,0,0,22,34,16,24,66,19,176
UCL122014,3,0,12,46,78,39,32,54,24,265
UCL122015,0,0,6,40,78,39,19,20,27,218
UCL122016,0,0,4,46,66,28,9,34,29,210
UCL122017,3,0,8,46,60,32,35,45,26,246
UCL122018,0,0,6,52,78,29,35,95,50,344
UCL122019,0,0,0,33,65,19,32,56,25,239
UCL122020,7,0,10,24,58,34,37,80,13,251
UCL122021,0,0,0,27,49,22,25,39,7,157
UCL122022,4,0,8,74,121,69,47,78,15,401
UCL122023,6,0,8,73,110,64,42,58,8,354
UCL122024,0,0,0,50,57,32,23,67,15,238
UCL122025,4,0,4,47,61,31,18,20,18,200
UCL122026,0,0,0,35,42,33,21,44,5,182
UCL122027,5,5,16,32,52,31,28,63,14,215
UCL122028,8,0,10,48,55,36,44,107,36,318
UCL122029,4,0,4,49,74,41,22,26,22,233
UCL122030,0,0,0,58,91,46,40,48,37,326
UCL122031,0,0,0,89,99,37,29,49,10,315
UCL122032,0,3,7,41,123,48,45,90,24,372
UCL122033,0,0,3,29,55,23,22,39,16,176
UCL122034,0,0,3,45,60,33,20,33,0,190
UCL122035,9,0,7,47,113,67,42,64,18,351
UCL122036,4,0,4,39,46,12,25,127,94,333
UCL122037,0,0,3,42,79,30,20,17,10,193
UCL122038,5,5,9,38,71,32,36,50,18,245
UCL122039,4,0,10,50,76,44,39,101,34,347
UCL122040,3,0,3,26,43,34,25,45,13,188
UCL122041,0,4,4,65,92,48,35,41,37,314
UCL122042,0,0,0,52,60,26,13,64,14,231
UCL122043,0,0,7,50,64,42,34,57,14,259
UCL122044,0,0,0,16,21,10,11,40,10,102
UCL122045,4,0,7,41,51,29,29,56,20,216
UCL122046,9,3,22,65,126,83,57,83,26,437
UCL122047,0,0,0,49,92,47,42,33,10,269
UCL122048,3,0,10,55,54,35,25,123,99,384
UCL122049,9,0,7,37,65,45,29,102,30,296
UCL122050,9,0,14,34,46,17,20,45,11,176
UCL122051,0,3,0,26,41,26,33,67,41,224
UCL122052,0,0,0,32,69,51,21,28,25,221
UCL122053,13,0,24,35,52,48,27,91,27,268
UCL122054,3,4,6,66,65,35,25,97,107,399
UCL122055,0,0,5,41,104,85,54,43,13,340
UCL122056,0,3,10,39,68,41,30,60,9,251
UCL122057,0,0,4,33,65,39,25,44,9,218
UCL122058,0,0,5,57,109,56,70,76,33,404
UCL122059,4,0,11,47,119,42,31,80,33,354
UCL122060,0,0,9,41,69,42,37,95,45,330
UCL122061,0,0,0,6,12,22,17,51,36,142
UCL122062,0,0,5,54,65,34,18,52,36,262
UCL122063,0,4,13,49,66,41,19,59,22,252
UCL122064,5,0,12,37,46,24,21,110,36,270
UCL122065,4,0,7,59,91,54,32,72,27,333
UCL122066,6,0,5,59,81,47,39,65,9,306
UCL122067,4,0,6,59,115,51,44,90,18,381
UCL122068,0,0,3,10,31,11,14,39,35,142
UCL122069,0,0,6,45,91,47,21,53,9,268
UCL122070,7,0,15,51,101,54,52,75,10,348
UCL122071,0,0,8,48,80,53,28,73,11,291
UCL122072,0,0,6,31,44,35,22,57,16,205
UCL122073,0,3,5,45,71,38,33,48,23,257
UCL122074,0,0,0,38,48,32,26,81,24,244
UCL122075,0,0,6,32,65,28,24,41,13,208
UCL122076,0,0,0,40,59,27,12,23,7,171
UCL122077,10,0,7,53,66,40,23,76,28,294
UCL122078,8,0,15,35,71,45,19,59,20,247
UCL122079,0,0,3,47,73,39,31,34,8,230
UCL122080,0,0,0,61,92,40,36,97,11,344
UCL122081,5,0,5,30,54,27,19,50,28,205
UCL122082,4,0,8,37,53,30,26,61,16,214
UCL122083,0,0,3,48,72,44,35,47,12,253
UCL122084,0,0,5,32,43,15,17,45,18,170
UCL122085,3,0,3,34,47,25,30,61,27,228
UCL122086,4,0,10,42,46,24,21,135,64,327
UCL122087,3,0,4,25,35,27,18,40,12,162
UCL122088,0,0,3,27,48,37,26,46,34,214
UCL122089,0,0,9,58,113,61,46,54,38,368
UCL122090,5,0,4,84,123,65,55,40,30,395
UCL122091,4,3,13,34,54,29,16,77,61,270
UCL122092,0,0,3,59,85,51,36,53,14,304
UCL122093,0,7,8,38,57,29,27,95,47,293
UCL122094,7,0,11,54,78,37,37,69,25,300
UCL122095,0,4,3,39,40,30,23,41,13,180
UCL122096,0,0,0,49,56,33,19,36,20,220
UCL122097,0,0,4,41,49,26,10,42,16,172
UCL122098,3,12,14,54,93,50,36,76,112,416
UCL122099,0,0,4,35,53,28,28,41,17,208
UCL122100,4,4,8,69,122,58,53,96,44,441
UCL122101,0,0,0,57,92,54,37,51,18,311
UCL122102,0,3,6,35,50,32,33,63,54,267
UCL122103,3,0,7,19,38,26,22,47,12,167
UCL122104,0,0,5,86,88,48,67,62,0,355
UCL122105,0,0,0,34,102,45,27,25,6,246
UCL122106,5,0,3,31,26,14,16,83,77,256
UCL122107,6,0,4,51,81,48,47,54,9,283
UCL122108,0,4,6,23,54,29,24,44,32,199
UCL122109,0,0,0,13,20,9,4,31,12,89
UCL122110,7,0,3,56,81,48,30,54,10,287
UCL122111,3,0,3,61,74,51,43,48,10,288
UCL122112,0,0,6,22,75,43,33,66,19,263
UCL122113,0,0,0,29,46,30,28,25,5,167
UCL122114,0,0,11,37,87,34,38,42,15,261
UCL122115,0,0,5,29,62,48,39,40,16,239
UCL122116,0,0,10,51,62,50,41,27,22,252
UCL122117,0,0,0,57,108,44,36,69,13,336
UCL122118,0,0,0,33,70,27,34,50,17,229
UCL122119,0,0,5,53,94,49,29,46,18,289
UCL122120,0,0,6,66,94,65,45,74,20,359
UCL122121,0,0,0,41,71,30,22,38,26,230
UCL122122,3,0,4,71,123,62,57,37,8,365
UCL122123,3,0,5,26,33,28,22,45,13,174
UCL122124,0,0,0,46,65,44,27,22,9,216
UCL122125,5,3,8,18,41,26,22,42,30,184
UCL122126,0,0,5,57,118,53,43,46,13,336
