UCL_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL115035,5,4,3,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,3,0,11,3,3,3,0,0,0,12,6,13,5,4,3,0,31,11,11,3,0,3,0,35,17,29,13,9,4,3,72,13,37,8,6,3,0,74,24,36,7,3,0,0,69,14,28,0,0,0,0,42,16,30,7,0,0,0,57,4,6,3,0,0,0,18,4,3,4,0,0,0,15,3,17,8,0,0,0,29,4,6,0,3,4,0,14,0,7,0,0,0,0,6,0,3,0,0,0,0,3,3,7,6,6,0,0,22,143,243,68,41,27,7,518
UCL115036,6,4,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,3,0,0,0,0,0,12,4,0,4,0,0,0,6,6,3,3,3,0,0,16,7,5,3,6,4,0,28,4,6,8,0,0,0,23,9,8,4,0,0,0,19,5,4,3,0,0,0,15,7,8,4,0,0,0,18,3,9,0,0,0,0,13,3,3,0,0,0,0,11,14,9,4,0,0,0,25,0,10,3,0,0,0,22,0,0,4,0,0,0,4,3,0,0,0,0,0,7,3,8,0,0,0,0,19,93,87,49,15,15,3,258
UCL115037,3,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,5,0,12,4,0,0,0,18,0,8,3,0,0,0,14,6,7,0,0,0,0,12,7,3,0,0,0,0,16,5,8,0,0,0,0,16,0,6,4,0,0,0,10,0,4,0,0,0,0,5,3,10,0,0,0,0,11,5,5,5,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,40,75,33,13,4,0,168
UCL115038,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,4,0,7,6,3,5,0,0,0,13,0,3,0,0,4,0,7,3,12,4,0,0,0,21,0,4,0,0,0,0,14,3,5,0,0,3,0,10,0,0,0,0,0,0,8,4,3,0,0,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,35,42,15,9,10,0,107
UCL115039,3,3,0,0,0,0,11,0,3,0,0,0,0,7,7,0,0,4,0,0,13,0,5,0,0,0,0,15,12,11,0,5,4,0,25,8,16,4,4,0,0,32,5,17,0,0,3,0,33,8,19,0,0,0,0,23,4,10,0,0,0,0,19,5,3,6,0,0,0,19,0,3,0,0,0,0,6,9,14,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,5,0,0,0,0,5,0,3,0,0,0,0,4,3,4,0,3,3,0,9,78,119,23,18,20,3,257
UCL115040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,6,4,5,4,0,0,0,19,3,8,5,0,0,0,14,7,6,5,0,0,0,18,8,13,5,0,0,0,18,11,15,4,0,0,0,29,3,11,0,0,0,0,19,8,4,3,0,0,0,13,14,9,3,0,0,0,25,3,6,6,0,0,0,16,5,3,0,0,0,0,8,0,0,0,0,0,0,3,0,8,5,0,0,0,15,61,103,37,6,15,0,218
UCL115041,9,0,0,0,0,0,8,0,0,0,0,0,3,5,4,3,0,0,0,0,10,3,5,5,5,0,0,11,4,17,0,0,6,0,30,10,14,3,0,6,0,34,4,8,3,0,5,0,25,6,6,0,0,0,0,23,3,5,0,0,0,0,9,3,6,3,0,0,0,10,3,4,0,0,0,0,8,3,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,12,49,83,23,17,16,6,195
UCL115042,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,8,0,0,0,0,3,0,4,5,4,0,6,0,0,10,8,5,0,0,0,0,27,9,10,0,0,0,0,26,12,13,3,0,3,0,32,7,16,3,0,0,0,30,11,6,3,0,0,0,26,5,9,5,0,0,0,13,5,0,6,0,0,0,12,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,6,82,78,28,12,14,0,212
UCL115043,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,11,7,0,7,0,0,0,13,11,5,8,0,0,0,28,5,14,4,3,0,0,28,5,6,5,0,0,0,15,4,0,0,0,0,0,13,4,6,0,0,0,0,11,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,47,47,24,16,7,0,143
UCL115044,0,0,0,0,0,0,7,0,0,0,0,0,0,3,5,4,0,0,6,0,16,0,10,0,3,0,0,20,3,3,4,3,0,0,16,0,6,0,0,0,0,13,8,5,0,3,0,0,21,5,5,0,6,0,0,17,4,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,36,53,14,18,10,3,140
UCL115045,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,8,3,4,9,0,0,0,18,0,10,6,0,0,0,11,7,3,0,5,0,0,16,4,10,0,0,0,0,15,6,3,3,0,0,0,13,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,5,37,32,25,15,10,0,106
UCL115046,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,4,0,0,0,0,0,0,8,0,3,0,0,0,0,8,0,0,3,0,0,0,11,4,7,6,0,4,0,12,5,4,6,0,0,0,15,9,12,7,0,0,0,31,3,11,3,3,0,0,26,15,10,5,0,0,0,29,3,12,0,0,0,0,16,0,0,0,0,0,0,0,3,5,7,0,0,0,21,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,0,0,0,4,53,87,39,9,12,3,200
UCL115047,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,5,0,3,0,0,0,9,7,8,5,0,0,0,18,5,9,6,0,0,0,29,0,15,4,5,0,0,32,5,10,0,5,0,0,19,10,9,6,0,3,0,22,3,3,0,0,0,0,9,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,57,74,25,17,9,0,184
UCL115048,5,0,0,0,0,0,6,5,0,0,0,0,0,7,0,0,0,0,0,0,5,3,0,0,0,0,0,4,4,3,0,0,0,0,6,8,0,7,0,0,0,13,9,3,3,0,0,0,16,4,8,0,4,3,0,27,11,10,0,0,6,0,24,10,23,4,0,0,0,41,11,15,4,0,0,0,33,8,14,11,0,0,0,33,6,7,0,0,0,0,21,4,6,0,0,0,0,10,6,11,4,0,0,0,23,7,11,5,0,0,0,17,6,0,0,0,0,0,7,0,0,0,0,0,0,0,13,4,3,0,0,0,17,113,123,40,17,18,3,313
UCL115049,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,4,0,0,0,0,12,3,8,0,3,4,0,19,4,11,4,6,0,0,23,5,3,0,6,5,0,16,0,12,0,0,0,0,15,0,10,3,7,0,0,18,0,3,0,0,0,0,8,0,0,0,0,0,0,6,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,32,53,15,14,8,0,128
UCL115050,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,7,0,0,0,0,0,0,8,4,4,3,0,0,0,14,6,8,0,4,0,0,22,0,8,0,4,0,0,10,0,6,0,0,0,0,12,3,16,3,0,0,0,24,5,30,9,0,0,0,43,0,24,0,0,0,0,28,6,7,5,0,0,0,15,16,27,6,0,0,0,50,10,24,10,3,0,0,52,3,9,4,0,0,0,6,3,0,0,0,0,0,8,3,5,0,0,0,0,9,74,166,42,15,11,0,316
UCL115051,3,0,0,3,0,0,3,3,0,0,0,0,0,3,9,0,0,0,0,0,8,0,0,0,0,0,0,3,7,4,0,0,0,0,12,4,3,0,0,0,0,13,3,5,0,3,0,0,13,8,9,4,0,0,0,27,13,7,4,0,0,0,21,3,11,4,0,0,0,18,3,8,0,0,0,0,13,7,6,4,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,72,68,21,11,9,0,178
UCL115052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,0,0,10,3,0,3,3,0,0,11,5,9,4,4,0,0,20,5,4,4,0,0,0,18,4,12,7,5,0,0,24,0,7,3,0,0,0,10,4,11,4,0,0,0,18,6,3,0,0,0,0,4,0,3,0,0,0,0,3,0,3,0,0,0,0,6,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,46,71,27,15,13,0,162
UCL115053,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,5,4,0,0,0,0,0,8,7,0,0,0,5,0,12,4,3,0,6,4,0,17,3,6,0,0,0,0,9,6,6,0,0,0,0,8,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,37,26,12,9,3,0,85
UCL115054,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,9,4,0,0,3,0,0,6,3,3,0,0,0,0,14,0,8,0,0,0,0,11,3,4,6,0,0,0,12,0,0,3,0,0,0,11,0,3,0,0,0,0,4,3,24,0,0,0,0,32,9,9,3,0,0,0,18,0,4,0,0,0,0,9,0,11,0,0,0,0,7,4,5,3,0,0,0,13,47,73,26,8,12,0,170
UCL115055,0,4,0,0,0,0,6,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,4,0,0,0,7,3,0,0,0,0,0,8,3,8,9,4,0,0,26,9,4,0,5,0,0,17,7,9,3,3,0,0,27,8,10,0,3,0,0,19,6,22,0,0,0,0,27,7,3,0,0,0,0,10,8,8,0,0,0,0,12,0,0,0,0,0,0,6,0,4,0,0,0,0,4,0,3,0,0,0,0,10,5,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,57,79,33,16,11,0,195
UCL115056,9,5,0,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,10,5,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,12,7,0,5,6,0,0,17,10,13,7,0,0,0,20,4,9,6,5,0,0,22,11,14,3,3,0,0,23,3,7,0,0,0,0,10,11,12,4,0,0,0,23,3,4,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,11,4,7,0,0,0,0,7,3,3,0,0,0,0,8,3,4,0,0,0,0,10,4,4,5,0,0,0,9,85,76,37,17,6,0,217
UCL115057,7,0,4,0,0,5,8,4,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,9,4,3,0,0,0,0,12,4,3,4,0,0,0,17,5,4,0,0,3,0,12,6,3,0,0,0,0,11,4,0,4,0,0,0,11,0,3,0,3,0,0,10,3,16,3,0,4,0,23,4,3,0,0,0,0,7,5,5,0,0,0,0,6,8,7,0,0,0,0,15,8,7,7,0,0,0,20,0,4,3,0,0,0,3,0,0,0,0,0,0,5,5,3,0,3,0,0,13,58,72,30,11,13,5,185
UCL115058,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,3,0,3,4,0,0,0,4,5,5,0,0,0,0,6,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,5,0,0,0,0,8,0,9,0,0,0,0,9,3,0,0,0,0,0,3,4,5,0,0,0,0,11,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,44,26,13,4,0,0,89
UCL115059,0,0,0,0,4,0,4,3,0,0,0,0,0,4,0,3,0,3,0,0,10,3,0,0,0,0,0,7,7,10,0,3,0,0,21,6,14,3,0,0,0,27,9,6,0,3,0,0,21,4,0,0,0,0,0,10,6,4,0,0,0,0,3,3,6,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,18,52,61,15,13,3,0,143
UCL115060,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,3,4,0,4,0,21,8,18,0,0,3,0,27,13,19,8,4,0,0,47,12,27,10,4,4,0,47,12,17,3,10,5,0,38,3,22,0,3,0,0,33,4,11,0,0,0,0,19,4,5,0,0,0,0,14,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,5,3,5,6,0,15,72,132,41,33,20,7,294
UCL115061,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,0,0,10,3,4,0,0,0,0,8,3,4,6,4,0,0,22,10,3,0,0,0,0,14,4,7,0,0,0,0,14,0,3,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,29,42,13,16,6,0,103
UCL115062,0,0,0,0,0,0,3,6,0,0,0,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,10,3,0,0,0,0,0,8,3,3,0,0,0,0,17,3,12,0,0,0,0,14,3,11,4,0,0,0,16,7,13,4,0,0,0,27,3,6,0,0,0,0,9,5,7,3,0,0,0,16,3,7,3,0,0,0,19,10,15,7,0,0,0,31,0,8,0,0,0,0,7,0,4,0,0,0,0,3,0,3,8,0,0,0,15,61,102,37,11,10,0,215
UCL115063,9,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,5,0,0,0,0,0,0,3,0,8,0,0,0,0,10,0,0,0,0,4,0,3,0,3,3,0,0,0,12,0,3,0,0,0,0,10,0,7,3,0,0,0,15,0,9,0,0,0,0,9,5,4,0,0,0,0,9,0,10,0,4,0,0,19,6,22,4,0,0,0,31,0,9,3,0,0,0,14,5,3,5,0,0,0,14,3,6,0,0,6,0,14,36,92,30,6,11,0,176
UCL115064,12,3,0,0,0,0,20,0,0,0,0,0,0,0,6,4,0,0,0,0,12,0,0,0,0,0,0,3,0,4,0,0,0,0,7,8,4,3,4,0,0,15,5,11,0,0,0,0,15,5,7,7,0,0,0,24,4,9,5,0,0,0,20,8,9,3,4,3,0,25,8,8,3,3,0,0,21,15,26,13,7,0,0,55,5,9,7,0,0,0,23,3,15,3,0,0,0,23,13,30,4,0,0,0,48,9,49,5,0,3,0,70,10,14,5,0,0,0,29,10,7,5,0,0,0,24,12,8,7,4,0,0,31,125,223,81,26,17,0,467
UCL115065,4,0,0,0,0,0,3,6,0,0,0,4,0,10,0,4,0,0,0,0,10,3,7,0,0,6,0,15,6,5,5,5,7,0,24,11,9,0,0,3,0,25,3,7,5,7,0,0,24,5,5,4,0,0,0,16,4,0,0,0,0,0,12,4,5,0,3,0,0,11,0,5,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,65,55,14,17,21,0,170
UCL115066,4,4,5,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,6,3,0,0,0,4,0,12,4,0,0,0,3,0,13,5,5,6,0,0,0,10,3,17,3,0,0,0,21,8,17,6,0,4,0,32,9,21,5,4,0,0,37,7,21,3,0,3,0,39,15,27,4,9,5,0,57,4,9,0,0,0,0,21,9,13,0,0,0,0,17,16,36,7,0,0,0,65,14,26,5,0,0,0,47,9,3,0,0,0,0,13,0,5,0,0,0,0,3,9,14,0,0,0,0,36,117,216,56,23,28,0,438
UCL115067,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,15,0,8,3,0,0,20,12,17,3,0,0,0,35,7,9,6,0,0,0,30,7,10,0,3,0,0,20,6,4,0,0,0,0,14,0,3,0,5,0,0,12,4,4,6,0,0,0,11,3,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,67,54,28,12,12,0,176
UCL115068,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,7,7,3,3,0,0,0,8,5,0,0,0,0,0,11,0,0,3,0,0,0,7,4,3,0,0,0,0,7,7,8,4,4,0,0,22,0,4,0,0,0,0,3,6,3,0,0,0,0,14,0,5,0,0,0,0,4,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,7,53,32,14,3,9,0,114
UCL115069,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,4,0,3,0,16,3,0,0,0,0,3,14,0,8,3,4,0,0,20,3,9,3,3,0,0,23,5,11,3,0,0,0,22,8,7,0,0,0,0,20,0,4,0,0,0,0,6,7,6,0,0,0,0,10,0,3,0,0,0,0,8,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,66,19,13,10,4,175
UCL115070,7,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,7,10,5,0,6,0,0,17,9,6,4,0,0,0,22,9,8,4,8,3,0,27,7,18,8,4,0,0,33,12,27,16,9,3,0,58,13,31,9,4,0,0,62,15,35,5,0,0,0,51,24,45,6,0,3,0,80,14,15,0,3,0,0,34,5,10,0,0,0,0,18,11,18,10,0,0,0,41,3,20,6,0,3,0,28,0,4,0,0,0,0,9,0,0,0,0,0,0,3,11,10,6,3,9,0,35,153,251,66,42,25,0,533
UCL115071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,4,0,7,4,3,0,0,0,0,11,0,4,3,0,0,0,15,4,10,0,3,0,0,25,14,16,3,4,5,0,37,6,8,5,0,0,0,24,7,14,4,5,0,0,32,0,7,0,4,0,0,16,5,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,4,0,0,0,0,6,63,87,17,15,17,0,204
UCL115072,4,0,0,0,0,0,4,4,0,0,0,0,0,4,3,0,4,0,0,0,7,3,0,0,0,0,0,3,7,3,0,0,0,0,10,4,3,3,0,0,0,16,5,3,0,0,0,0,10,10,17,4,3,0,0,35,0,7,0,0,0,0,15,10,9,0,5,0,0,23,6,23,0,0,0,0,24,14,11,6,0,4,0,34,6,9,0,0,0,0,11,0,4,0,0,0,0,12,3,3,5,0,0,0,15,0,0,0,0,0,0,6,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,11,83,101,40,12,3,4,240
UCL115073,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,9,0,0,0,0,14,11,7,5,0,0,0,22,3,11,6,0,3,0,26,14,11,0,5,0,0,27,6,3,0,0,0,0,18,4,6,3,0,0,0,14,0,4,0,0,0,0,5,4,6,0,0,0,0,11,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57,66,19,8,12,0,151
UCL115074,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,0,0,0,0,7,3,0,0,0,0,0,7,9,10,0,0,3,0,18,4,15,0,3,0,0,23,7,16,6,0,0,0,31,3,9,0,0,0,0,12,4,5,0,0,0,0,9,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,46,56,19,8,7,0,138
UCL115075,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,4,0,0,0,3,5,0,0,0,0,0,3,4,0,0,0,0,0,9,4,0,4,0,0,0,6,0,0,4,0,3,0,4,0,0,0,0,0,0,4,4,8,0,0,0,0,10,0,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,7,0,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,21,17,7,3,0,83
UCL115076,0,4,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,4,0,7,4,4,0,0,6,0,13,8,8,0,6,4,0,25,10,11,0,0,0,0,27,7,11,6,0,3,0,21,3,11,3,0,3,0,22,11,4,0,0,0,0,12,4,3,5,0,0,0,9,3,4,0,0,0,0,3,5,9,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,53,67,22,7,23,0,172
