UCL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
UCL121007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,8,7,36,0,0,0,0,7,11,8,7,36,43,26,35,44,65,67,35,13,321,5,8,3,3,3,9,3,13,46,45,33,37,50,69,91,45,28,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,6,42,36,39,48,64,72,64,17,378,6,5,6,0,4,8,13,15,56,43,35,41,55,69,83,71,30,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,17,8,7,38,0,0,0,4,7,17,8,7,38,85,60,75,95,130,138,99,24,698,6,7,3,9,6,15,18,34,105,93,68,77,106,145,172,119,61,837
UCL121008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,28,18,19,24,21,24,7,0,140,8,15,13,10,12,8,6,0,68,37,34,28,28,30,41,13,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,22,21,22,20,5,4,144,13,11,10,9,10,11,0,0,74,46,28,33,29,39,26,10,3,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,54,32,42,42,45,45,12,3,276,29,24,19,17,17,14,8,0,141,84,59,62,57,68,65,25,3,424
UCL121009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,15,0,0,0,4,0,3,0,5,18,45,38,27,43,44,34,30,14,276,11,8,10,18,3,11,8,9,71,54,49,43,57,51,48,39,20,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,46,46,37,43,37,17,310,5,4,8,5,13,10,5,4,58,55,46,50,51,45,55,41,20,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,17,0,0,0,4,0,3,0,5,16,91,77,73,87,76,81,66,25,587,19,12,13,17,23,19,9,12,124,108,89,90,106,95,105,81,42,724
UCL121010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,11,0,0,0,0,4,9,0,0,11,27,12,30,39,53,55,16,7,234,0,0,4,5,0,12,3,0,29,25,12,30,46,60,73,25,5,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,33,43,61,55,29,5,267,4,0,0,5,4,9,3,0,24,21,25,33,44,64,63,32,5,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,11,0,0,0,0,4,9,0,0,11,41,35,65,79,114,112,49,10,497,6,0,4,9,7,21,10,0,56,43,35,66,93,121,138,54,9,568
UCL121011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,24,0,0,0,0,0,6,9,4,24,60,44,31,41,50,46,16,0,287,18,8,5,0,13,8,0,0,53,73,52,33,42,64,62,27,7,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,45,46,60,57,55,23,14,341,12,0,8,8,13,5,3,4,46,55,45,51,68,64,55,26,14,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,24,0,0,0,0,0,6,10,4,24,100,90,75,100,106,101,43,13,631,29,16,8,9,18,8,5,3,100,132,97,86,111,135,122,57,18,755
UCL121012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,3,0,33,0,0,0,4,6,14,3,0,33,66,31,38,50,79,52,10,0,328,0,0,0,0,4,5,3,0,11,66,29,39,54,89,62,21,0,370,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,66,29,40,59,93,47,18,7,348,0,3,0,0,0,4,0,0,4,66,33,42,63,93,49,13,7,358,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,3,0,34,0,0,0,10,6,14,3,0,37,132,61,83,112,169,91,31,5,678,0,3,0,0,4,9,3,0,18,132,66,80,116,183,114,32,6,726
UCL121013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,4,29,35,25,27,48,24,9,0,208,5,15,6,10,6,7,3,0,50,37,53,29,38,54,30,12,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,71,35,36,50,19,11,9,262,11,17,0,12,9,7,0,4,51,43,88,34,47,60,21,11,11,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,3,0,0,9,67,107,52,64,95,46,26,13,469,20,29,7,16,15,9,3,4,98,84,139,64,83,112,56,31,14,573
UCL121014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,0,21,0,0,0,0,9,5,6,0,21,11,17,17,31,38,37,15,0,183,0,0,3,8,5,9,3,0,31,15,17,31,39,55,46,26,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,15,31,28,37,25,14,0,175,4,0,9,5,0,4,0,0,23,24,18,36,35,38,34,17,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,6,0,25,0,0,0,0,9,5,6,0,25,28,37,48,57,75,67,28,4,357,9,0,10,13,8,9,4,0,50,34,41,66,76,98,79,39,8,439
UCL121015,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,11,0,0,0,0,0,0,4,0,16,44,40,33,42,82,36,19,0,300,0,0,0,0,0,0,0,0,7,44,42,33,49,87,37,23,8,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,36,63,66,38,25,4,301,0,0,5,6,0,0,3,0,14,39,38,40,62,66,38,29,3,318,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,15,0,0,0,0,0,0,4,0,20,83,74,69,105,143,73,41,6,599,0,0,7,4,0,3,3,5,23,81,76,78,115,150,79,52,13,637
UCL121016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,34,37,35,38,33,10,7,199,6,0,4,7,5,4,0,0,22,20,34,39,35,44,39,8,4,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,37,21,33,49,28,10,9,205,3,0,6,10,3,0,0,0,22,27,32,23,40,57,30,12,3,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,33,69,56,64,90,58,15,6,405,10,0,7,12,3,5,3,0,43,44,68,63,73,95,69,23,11,449
UCL121017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,4,3,0,3,4,0,0,11,35,31,64,46,58,30,11,0,274,3,0,3,0,4,3,0,0,7,42,34,69,50,64,34,11,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,3,39,47,66,56,54,28,13,0,299,0,0,0,0,3,0,0,0,10,41,50,64,57,58,31,9,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,4,3,0,3,4,0,0,13,78,78,128,106,107,54,20,0,572,4,4,3,0,3,3,0,0,22,86,82,135,107,120,65,22,0,610
UCL121018,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,6,3,4,6,0,33,0,5,8,6,3,4,6,0,36,40,52,48,42,59,41,17,0,305,3,0,0,5,4,0,0,0,14,47,58,52,54,64,51,26,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,44,45,54,39,55,51,26,0,319,0,0,0,0,0,0,0,0,13,47,49,55,46,60,53,26,0,338,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,5,7,7,8,6,0,42,0,5,7,7,7,8,6,0,43,85,98,106,85,110,90,40,3,622,3,0,0,3,9,5,3,0,26,92,110,110,102,123,103,54,3,693
UCL121019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,16,0,0,0,3,3,8,0,3,18,41,22,34,57,30,46,20,0,245,0,0,3,0,0,5,0,0,10,39,26,33,58,37,56,23,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,52,41,54,53,14,4,254,0,0,0,0,0,0,0,0,4,26,21,52,46,54,52,13,4,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,17,0,0,0,5,3,8,0,3,16,65,39,82,93,85,96,33,7,505,3,0,3,0,0,4,0,0,9,68,42,87,101,89,105,37,8,535
UCL121020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,11,0,4,0,0,0,4,5,0,11,31,16,40,44,40,29,5,0,198,0,0,5,0,0,3,0,0,10,31,18,46,44,39,32,8,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,45,44,41,28,11,0,213,4,0,3,4,6,0,0,0,15,28,27,49,45,43,27,11,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,11,0,4,0,0,0,4,5,0,11,50,41,85,88,78,50,15,0,414,4,0,11,4,4,0,0,0,25,54,45,91,85,79,57,20,8,448
UCL121021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,17,0,0,0,0,0,4,5,8,17,29,30,28,27,35,32,15,4,206,0,5,8,9,5,7,0,0,35,35,33,36,33,39,48,25,11,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,26,18,22,40,32,42,20,21,216,3,4,0,3,0,5,0,0,18,30,23,27,43,35,41,18,22,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,19,0,0,0,0,0,4,5,11,19,59,50,53,63,69,71,35,24,425,3,7,7,13,3,11,0,0,51,65,61,62,78,71,85,42,37,494
UCL121022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,4,29,0,0,0,0,3,13,3,4,26,32,22,20,27,48,37,39,10,239,3,3,4,3,0,4,5,3,32,41,28,25,33,56,56,43,12,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,40,32,26,36,53,41,41,21,295,5,4,4,7,6,3,4,0,33,40,35,27,50,57,49,52,22,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,5,4,32,0,0,0,3,11,13,5,4,30,71,59,46,67,105,81,79,24,534,7,7,8,10,4,10,13,10,61,78,62,53,80,117,102,93,40,626
UCL121023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,9,4,4,28,0,0,5,6,4,9,4,4,28,11,11,19,23,66,77,23,4,234,0,4,5,0,7,6,0,0,22,14,16,22,22,72,93,29,8,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,9,24,31,75,72,13,5,240,0,0,0,0,4,5,0,0,15,12,7,24,30,78,83,13,7,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,12,4,0,27,0,0,5,6,4,12,4,0,27,26,24,43,52,137,150,39,7,478,0,0,5,0,11,11,8,0,34,29,22,44,56,155,174,51,11,536
UCL121024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,17,0,0,0,6,0,8,0,0,17,24,24,21,27,28,24,17,6,171,5,0,4,6,0,0,0,0,12,25,22,27,34,35,27,18,6,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,27,24,35,33,16,4,201,0,5,4,0,0,0,0,3,14,26,39,33,27,34,34,16,12,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,17,0,0,0,6,0,8,0,0,17,48,54,52,52,61,56,32,11,372,6,4,4,6,0,4,5,3,28,55,59,58,63,67,64,42,15,415
UCL121025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,12,0,0,3,0,7,0,3,0,12,43,21,31,38,45,33,19,4,227,0,0,0,0,0,0,0,0,5,43,21,34,44,40,33,23,4,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,20,39,50,42,31,14,0,232,0,0,0,0,0,0,0,0,5,49,20,40,50,39,31,12,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,16,0,0,3,0,4,0,3,0,16,88,39,69,85,81,58,30,6,459,0,0,0,0,0,0,0,0,9,88,39,75,90,84,63,35,6,482
UCL121026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,0,23,0,0,0,4,5,5,5,0,23,33,43,34,48,88,97,14,9,367,3,6,4,0,7,3,0,0,27,39,49,42,51,95,110,27,7,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,32,50,43,48,88,82,30,12,383,3,7,0,3,8,3,3,5,37,37,54,49,57,102,84,34,12,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,7,0,32,0,0,0,4,5,9,7,0,32,66,90,82,96,176,176,43,12,752,7,13,5,8,14,4,3,5,59,71,112,89,106,193,195,59,19,838
UCL121027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,12,0,3,0,3,0,0,0,0,9,29,22,30,41,44,25,9,0,196,3,4,5,5,0,0,0,0,15,30,29,33,45,45,24,9,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,42,28,33,41,51,27,9,6,241,5,0,4,6,0,0,0,5,11,43,32,37,47,49,30,14,6,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,4,12,0,3,0,3,3,0,0,4,18,67,49,69,82,94,54,20,6,441,5,4,9,9,0,0,0,5,29,78,62,75,90,95,54,20,12,488
UCL121028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,0,20,0,0,3,0,0,7,4,0,20,24,40,31,42,88,80,28,3,336,0,0,8,5,3,3,0,0,26,21,42,39,47,93,94,33,4,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,30,45,81,73,27,4,306,4,0,3,0,5,3,3,0,22,17,36,36,45,80,78,34,3,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,19,0,0,3,0,0,6,4,0,19,36,65,67,86,165,156,52,7,641,0,4,15,5,6,3,3,0,38,40,69,76,92,173,169,64,13,696
UCL121029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,9,0,0,13,39,35,27,31,35,29,14,0,214,4,0,3,0,0,5,0,0,17,41,42,30,26,37,43,14,5,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,23,27,48,26,16,3,217,10,0,0,0,0,0,0,0,13,37,42,24,32,47,29,18,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,9,0,0,13,71,74,51,54,88,55,32,3,432,7,3,5,3,0,8,3,0,33,77,80,57,59,87,72,38,5,471
UCL121030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,20,0,0,0,0,6,6,4,3,20,41,57,38,38,67,46,22,0,308,5,4,3,9,7,5,4,0,45,42,62,48,43,82,55,28,6,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,43,37,46,60,53,26,6,318,9,6,4,10,8,7,7,0,45,57,48,42,53,70,59,33,6,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,21,0,0,0,0,6,6,4,3,21,90,97,78,86,132,100,45,6,629,19,13,8,13,18,13,8,0,88,102,109,92,100,152,116,51,14,734
UCL121031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,4,18,0,0,0,0,8,8,0,4,18,31,32,39,54,75,84,24,0,342,5,5,6,3,9,8,0,0,25,36,37,42,60,86,94,24,5,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,31,43,45,59,113,82,23,12,409,0,3,7,3,0,4,3,4,29,32,45,53,62,118,93,22,11,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,0,4,24,0,0,0,5,8,8,0,4,24,67,72,86,112,187,166,50,12,759,4,10,10,4,10,11,3,4,51,71,89,95,120,200,185,54,12,829
UCL121032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,14,0,0,0,4,0,8,3,0,13,28,28,23,23,47,48,45,8,253,8,5,0,0,4,4,6,0,29,30,30,29,26,55,62,53,10,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,29,28,27,37,51,55,40,17,288,4,3,3,4,0,0,6,3,31,34,32,36,43,55,59,42,22,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,18,0,0,0,4,0,8,4,0,14,56,60,58,58,98,110,81,29,542,12,3,10,3,6,8,12,3,60,68,65,67,72,101,123,93,39,622
UCL121033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,0,3,0,0,4,4,0,0,8,16,21,40,22,20,14,12,0,150,3,7,5,4,3,3,0,0,28,22,31,41,28,28,23,13,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,36,25,25,22,12,0,172,4,8,3,0,0,3,0,0,24,22,28,43,25,30,29,12,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,12,0,3,0,0,4,8,0,0,15,33,48,73,53,47,36,23,3,317,7,15,8,4,3,10,0,0,49,41,62,83,57,56,49,23,3,378
UCL121034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,14,0,0,0,4,5,5,0,0,12,63,61,48,70,41,31,13,0,331,10,11,0,3,5,3,0,0,26,69,70,49,72,53,38,11,4,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,54,62,52,74,48,29,8,9,334,5,9,3,3,5,0,0,0,23,64,70,58,79,47,29,8,9,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,22,0,0,0,6,3,5,0,0,23,115,121,105,148,89,60,16,7,664,9,24,7,3,6,3,0,0,54,127,143,110,156,103,67,21,11,735
UCL121035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,23,0,0,0,6,8,3,0,0,25,68,65,47,60,71,42,23,3,374,0,7,5,4,3,0,0,0,22,78,73,57,68,79,49,19,3,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,70,74,71,68,68,39,23,9,406,9,4,3,3,0,0,0,0,18,74,75,74,72,72,40,23,9,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,0,0,28,0,0,0,6,8,3,0,0,31,137,139,115,126,140,80,41,10,787,9,12,7,7,3,5,0,0,39,147,152,126,139,149,90,43,11,852
