UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL115042,..,0,4,0,0,0,0,0,0,8,..,3,7,6,7,12,25,46,13,117,0,4,0,0,0,0,4,0,0,8,174,85,102,81,85,113,101,83,29,857,..,7,67,90,95,119,131,65,18,589,..,12,51,26,32,20,17,3,0,163,..,0,18,25,16,11,4,0,8,87,332,..,..,..,..,..,..,..,..,332,..,57,..,..,..,..,..,..,..,57,..,59,20,6,3,8,0,0,0,96,..,5,10,0,0,6,8,4,9,30,..,8,0,0,0,0,0,0,0,14,..,13,10,0,0,5,9,0,0,35,..,6,8,6,15,24,47,57,23,185,4,5,4,0,0,4,4,4,0,23,337,168,183,161,159,208,206,139,51,1605
UCL115043,..,0,6,0,0,3,8,0,0,18,..,4,13,9,18,42,50,42,28,197,0,0,3,5,0,3,0,10,0,25,152,88,109,94,113,135,177,98,40,1011,..,5,60,59,88,126,174,92,16,617,..,19,45,27,27,19,15,3,0,147,..,10,28,38,25,16,18,3,7,141,329,..,..,..,..,..,..,..,..,329,..,61,..,..,..,..,..,..,..,61,..,46,33,18,9,6,0,0,0,119,..,14,6,0,3,10,14,3,0,56,..,3,0,4,9,5,0,0,0,29,..,4,7,6,0,3,10,0,0,38,..,8,27,13,34,63,79,62,35,322,4,4,3,14,7,9,0,10,0,48,333,178,213,171,206,260,313,178,68,1906
UCL115044,..,6,8,0,5,4,0,0,0,22,..,3,20,10,18,24,34,26,5,145,4,3,4,0,0,3,3,0,0,23,189,110,160,94,114,141,106,67,25,992,..,5,52,63,65,123,92,51,7,457,..,19,57,37,34,24,20,4,4,209,..,15,51,38,26,24,20,3,10,181,422,..,..,..,..,..,..,..,..,422,..,47,..,..,..,..,..,..,..,47,..,50,29,27,16,4,0,0,0,132,..,25,14,0,10,7,11,8,3,81,..,7,6,4,4,3,3,0,0,21,..,11,16,4,10,15,3,4,0,66,..,13,31,16,42,59,73,52,13,295,6,9,10,0,8,4,4,5,0,49,430,202,265,194,217,263,228,125,38,1963
UCL115045,..,0,5,0,0,4,7,5,0,20,..,0,3,6,6,15,15,14,7,64,0,5,0,0,3,0,0,0,0,9,60,61,59,47,62,68,66,41,12,484,..,0,20,35,56,71,71,39,6,292,..,11,24,11,16,20,13,8,0,100,..,0,14,16,17,8,8,5,3,59,139,..,..,..,..,..,..,..,..,139,..,30,..,..,..,..,..,..,..,30,..,57,29,3,9,4,0,0,0,96,..,11,8,5,7,3,4,3,0,31,..,3,6,7,0,0,0,0,0,18,..,0,4,0,4,4,14,5,5,40,..,0,8,3,20,31,24,19,10,124,0,0,0,6,0,4,3,0,0,17,139,114,111,84,124,141,136,80,21,948
UCL115046,..,0,15,0,8,4,3,3,0,40,..,4,3,3,5,13,7,8,3,51,6,4,4,0,0,4,0,0,0,18,134,81,114,107,120,106,74,37,8,781,..,4,62,124,137,114,111,32,4,579,..,9,42,40,28,35,11,3,0,176,..,3,15,13,16,9,9,0,4,71,302,..,..,..,..,..,..,..,..,302,..,52,..,..,..,..,..,..,..,52,..,73,27,0,6,4,0,0,0,108,..,5,6,0,0,3,8,6,3,25,..,3,16,4,0,4,0,3,0,30,..,12,26,3,10,12,7,3,0,70,..,5,13,7,17,21,27,13,3,109,7,11,12,3,4,4,0,0,0,40,311,168,221,199,228,204,166,68,11,1571
UCL115047,..,4,0,0,0,4,0,0,0,10,..,5,4,5,5,26,47,51,36,188,3,5,3,0,0,7,0,0,0,21,141,112,81,94,110,152,154,111,56,1021,..,0,53,100,107,183,182,109,34,768,..,34,34,21,20,17,10,4,3,146,..,10,16,18,30,6,11,9,10,104,297,..,..,..,..,..,..,..,..,297,..,77,..,..,..,..,..,..,..,77,..,67,35,9,16,10,0,0,0,142,..,8,0,0,3,3,9,4,0,31,..,10,3,0,0,0,0,0,0,13,..,4,0,0,4,9,0,0,0,18,..,4,17,16,27,41,75,85,41,308,8,6,5,10,4,5,3,0,0,42,306,211,160,169,206,289,296,215,87,1946
UCL115048,..,7,5,0,7,6,9,12,18,65,..,0,7,7,14,43,54,66,39,233,0,8,7,3,0,9,9,0,5,45,216,129,158,146,198,294,258,201,85,1690,..,3,106,161,161,335,301,216,50,1327,..,34,82,55,70,54,34,6,0,329,..,3,23,20,49,24,12,14,11,165,450,..,..,..,..,..,..,..,..,450,..,92,..,..,..,..,..,..,..,92,..,88,52,10,19,22,4,0,0,196,..,18,8,0,5,13,18,11,5,77,..,8,9,0,5,5,4,5,11,38,..,19,12,4,9,22,27,19,22,129,..,7,20,31,43,95,105,119,57,475,9,10,14,12,11,10,18,9,5,101,459,282,327,297,380,570,521,405,159,3390
UCL115049,..,0,0,0,0,9,0,0,0,10,..,0,5,6,4,9,24,14,0,65,0,0,0,0,4,0,0,0,0,7,90,51,51,63,55,69,76,37,7,507,..,4,45,55,53,69,90,50,8,371,..,14,5,17,23,16,9,0,0,81,..,0,8,16,15,15,7,0,0,60,196,..,..,..,..,..,..,..,..,196,..,44,..,..,..,..,..,..,..,44,..,49,13,11,0,0,0,0,0,73,..,7,0,0,0,3,0,5,0,19,..,0,0,0,0,0,0,0,0,6,..,5,0,0,0,7,4,3,0,22,..,0,10,16,8,28,51,37,8,149,0,0,0,0,3,3,0,3,0,17,199,119,84,113,108,138,157,94,20,1034
UCL115050,..,10,11,0,3,3,0,0,0,26,..,0,0,0,7,14,13,6,0,40,3,5,0,4,0,0,4,0,0,13,241,114,118,166,141,110,78,32,10,1005,..,5,88,219,175,136,111,47,5,779,..,18,54,55,31,25,13,0,0,196,..,0,3,25,30,5,5,0,0,74,462,..,..,..,..,..,..,..,..,462,..,95,..,..,..,..,..,..,..,95,..,69,26,5,5,0,0,0,0,111,..,10,3,0,6,0,5,6,6,40,..,13,7,5,0,0,0,5,0,25,..,11,21,5,3,5,0,0,0,51,..,0,6,9,12,11,20,8,0,70,3,0,0,4,3,0,9,0,0,23,465,227,217,316,263,197,157,67,13,1921
UCL115051,..,3,4,4,4,8,5,0,0,19,..,0,5,4,14,25,52,30,26,141,0,4,0,0,0,5,4,5,0,18,128,56,78,86,107,167,197,80,49,945,..,3,50,98,104,189,225,99,30,789,..,10,36,27,38,48,25,3,0,191,..,5,8,9,17,7,14,6,6,74,268,..,..,..,..,..,..,..,..,268,..,47,..,..,..,..,..,..,..,47,..,28,12,13,11,9,4,0,0,78,..,0,0,0,3,0,4,4,4,19,..,0,5,4,0,0,0,0,0,12,..,0,7,3,5,15,11,5,0,49,..,0,7,12,23,61,79,44,29,252,3,9,4,0,0,5,6,5,0,32,272,101,134,170,193,327,371,167,73,1814
UCL115052,..,0,0,0,0,0,0,0,0,9,..,0,4,10,11,13,31,23,23,107,7,0,0,0,0,0,0,0,0,13,121,72,79,88,92,94,88,54,25,718,..,0,49,85,81,95,97,56,9,474,..,14,50,34,23,30,9,0,0,161,..,0,15,19,24,9,4,8,4,83,263,..,..,..,..,..,..,..,..,263,..,54,..,..,..,..,..,..,..,54,..,75,22,6,8,0,0,0,0,115,..,8,3,0,5,6,3,8,0,26,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,4,4,0,0,12,..,3,21,23,23,38,42,34,20,207,7,4,4,0,3,3,0,3,0,26,268,160,161,174,170,184,159,102,40,1426
UCL115053,..,0,0,0,3,4,4,0,0,13,..,0,0,5,4,26,39,32,17,126,7,0,3,0,3,0,3,0,0,18,72,28,33,36,61,81,106,66,22,513,..,0,21,32,51,79,90,65,9,342,..,7,23,14,14,13,12,3,0,99,..,0,7,9,15,7,3,0,0,47,141,..,..,..,..,..,..,..,..,141,..,19,..,..,..,..,..,..,..,19,..,19,7,8,4,5,0,0,0,44,..,0,0,0,0,0,0,5,0,13,..,0,0,0,0,0,0,0,0,6,..,0,0,0,5,3,3,0,0,16,..,6,3,6,11,48,61,42,20,198,8,4,3,0,3,0,4,0,0,30,152,59,65,77,96,164,184,125,40,953
UCL115054,..,0,0,0,0,3,0,0,0,6,..,3,0,0,0,0,8,0,0,13,5,4,0,0,0,0,0,0,0,7,83,68,40,67,75,84,59,10,3,499,..,0,36,80,94,113,99,11,0,447,..,11,20,15,29,16,3,0,0,92,..,0,3,7,8,8,4,4,0,38,198,..,..,..,..,..,..,..,..,198,..,60,..,..,..,..,..,..,..,60,..,45,18,11,3,0,0,0,0,79,..,9,3,4,0,6,12,6,5,40,..,3,0,4,0,0,0,0,0,11,..,0,0,0,0,3,0,0,0,5,..,6,3,4,7,8,16,9,4,47,5,9,0,0,0,4,0,0,0,18,205,148,86,126,144,156,134,29,13,1034
UCL115055,..,0,0,0,0,3,3,0,0,9,..,4,6,9,10,33,41,47,23,172,3,6,3,0,0,0,7,0,0,23,177,110,84,91,122,148,154,114,34,1035,..,0,57,79,102,160,178,116,11,707,..,32,35,40,47,33,15,6,0,209,..,5,16,28,26,12,12,15,5,117,327,..,..,..,..,..,..,..,..,327,..,57,..,..,..,..,..,..,..,57,..,88,22,12,19,12,0,0,0,149,..,10,0,3,5,9,0,3,0,36,..,3,0,0,0,4,5,0,0,15,..,0,3,0,8,9,8,4,0,35,..,9,16,19,28,71,79,76,31,328,13,10,7,6,0,3,11,0,0,46,340,211,166,190,234,304,304,217,58,2024
UCL115056,..,5,5,0,0,8,12,5,0,37,..,6,0,3,17,52,67,68,29,248,7,5,3,4,0,4,10,3,0,43,219,116,123,133,173,244,254,155,42,1463,..,0,57,92,157,227,292,136,26,991,..,36,72,51,66,47,28,6,3,315,..,4,16,39,34,25,17,12,9,160,437,..,..,..,..,..,..,..,..,437,..,77,..,..,..,..,..,..,..,77,..,78,26,14,22,12,6,0,0,151,..,6,8,3,8,14,14,11,6,59,..,14,5,3,8,3,0,0,0,25,..,9,6,4,5,20,17,11,0,73,..,8,7,19,45,95,118,99,46,442,11,11,6,9,4,8,17,9,0,77,453,247,212,242,348,450,509,274,85,2814
UCL115057,..,3,9,0,0,4,4,4,0,33,..,9,5,6,24,65,55,47,37,242,0,3,4,0,3,5,7,3,0,27,210,109,102,128,167,237,227,122,65,1372,..,0,56,104,151,221,268,126,49,966,..,23,66,56,46,49,37,11,5,286,..,8,11,32,43,18,16,3,11,142,383,..,..,..,..,..,..,..,..,383,..,82,..,..,..,..,..,..,..,82,..,65,32,19,18,12,0,0,0,148,..,7,8,5,5,4,4,7,3,43,..,8,3,0,0,5,0,0,0,24,..,8,15,5,7,21,10,10,3,71,..,10,16,14,42,106,120,72,54,438,4,3,7,10,3,10,4,7,0,54,389,219,211,243,311,439,462,235,124,2640
UCL115058,..,3,0,0,3,6,3,0,0,15,..,0,4,3,3,15,33,50,29,140,0,0,0,0,0,3,8,0,0,17,80,44,42,62,61,138,176,141,45,791,..,0,20,41,72,168,238,158,26,734,..,3,18,22,17,20,24,13,0,120,..,4,11,14,7,8,6,7,7,58,162,..,..,..,..,..,..,..,..,162,..,38,..,..,..,..,..,..,..,38,..,32,13,3,11,3,4,0,0,74,..,5,0,0,0,3,0,5,4,21,..,0,3,3,3,0,0,0,0,13,..,3,5,3,3,10,5,0,0,30,..,3,9,8,9,29,49,61,40,206,3,3,4,0,6,10,8,3,0,36,169,95,83,102,123,246,340,248,83,1483
UCL115059,..,0,0,0,4,6,8,3,0,16,..,9,6,8,16,27,47,38,22,162,0,5,0,0,0,4,5,3,0,21,114,73,69,77,85,122,136,91,28,796,..,3,40,64,84,120,134,89,28,567,..,16,32,21,21,29,17,3,0,127,..,4,7,26,17,6,7,9,0,76,239,..,..,..,..,..,..,..,..,239,..,55,..,..,..,..,..,..,..,55,..,32,17,3,5,6,0,0,0,62,..,9,3,0,3,3,4,0,0,27,..,5,0,0,0,0,0,0,0,11,..,4,5,0,3,9,8,6,0,39,..,7,17,13,36,59,87,58,25,304,4,6,3,0,0,5,7,4,4,38,233,137,121,134,175,244,266,169,56,1534
UCL115060,..,4,0,0,0,4,4,0,0,17,..,6,12,0,9,13,14,15,3,77,3,0,0,0,0,0,0,4,0,15,267,134,178,170,122,94,61,24,5,1051,..,4,135,208,118,89,66,26,3,649,..,43,88,54,36,19,7,0,0,247,..,0,34,27,35,11,0,7,0,121,570,..,..,..,..,..,..,..,..,570,..,89,..,..,..,..,..,..,..,89,..,84,23,9,0,4,0,0,0,116,..,7,3,10,4,8,3,0,0,36,..,7,4,0,0,0,0,0,0,11,..,3,12,10,4,4,4,0,0,35,..,15,16,20,27,34,26,19,3,152,3,9,7,5,3,3,0,6,0,30,570,262,319,337,223,165,111,51,13,2062
UCL115061,..,0,0,0,3,0,0,0,0,9,..,0,4,0,8,15,22,20,16,80,3,5,0,0,0,0,3,0,0,11,103,61,61,46,61,72,85,50,16,550,..,7,42,41,50,54,100,47,18,348,..,8,18,11,15,21,4,0,0,92,..,9,18,16,15,11,0,3,0,70,184,..,..,..,..,..,..,..,..,184,..,34,..,..,..,..,..,..,..,34,..,41,15,4,11,0,0,0,0,78,..,13,0,0,0,9,3,0,0,28,..,4,3,0,0,0,0,0,0,11,..,4,0,0,3,0,3,5,0,20,..,0,8,5,22,24,38,23,15,125,4,6,0,4,0,4,7,0,0,30,188,116,112,85,119,131,157,82,33,1025
UCL115062,..,0,5,5,0,7,0,3,0,17,..,0,0,0,0,19,10,10,0,40,3,0,5,0,0,0,0,0,0,9,140,82,83,86,78,97,60,26,4,662,..,3,68,116,103,118,85,32,4,534,..,12,35,20,15,3,8,5,0,109,..,0,9,6,19,8,8,0,0,45,267,..,..,..,..,..,..,..,..,267,..,53,..,..,..,..,..,..,..,53,..,67,35,12,4,0,0,0,0,117,..,6,0,4,12,0,3,3,3,31,..,4,3,0,4,0,0,0,0,9,..,3,5,5,5,7,3,3,0,27,..,0,7,3,7,29,12,15,0,74,4,3,0,3,0,0,0,0,0,13,274,158,160,176,163,174,127,58,10,1293
UCL115063,..,0,4,0,0,0,0,0,0,8,..,0,0,4,0,14,20,11,3,53,0,0,0,0,0,0,5,0,0,5,111,61,62,72,93,85,62,31,7,584,..,0,64,111,114,99,68,43,7,507,..,0,19,14,21,8,0,0,0,69,..,0,0,8,16,15,5,0,0,40,250,..,..,..,..,..,..,..,..,250,..,70,..,..,..,..,..,..,..,70,..,43,30,6,9,0,0,0,0,87,..,4,0,0,0,7,5,3,0,11,..,0,0,0,0,0,0,0,0,6,..,0,5,0,0,0,0,0,0,14,..,0,0,4,3,14,30,14,7,81,0,0,0,0,0,0,5,0,0,8,249,123,118,150,167,151,118,59,13,1143
UCL115064,..,6,7,0,3,10,7,4,3,45,..,3,0,12,11,41,62,65,43,243,7,5,5,0,0,6,10,4,3,37,381,214,201,253,275,317,290,168,64,2171,..,0,124,302,363,405,377,201,22,1802,..,11,132,90,47,50,23,10,0,368,..,4,10,30,42,26,10,8,8,138,784,..,..,..,..,..,..,..,..,784,..,216,..,..,..,..,..,..,..,216,..,143,64,11,14,12,0,0,0,242,..,6,8,0,7,8,9,8,3,59,..,10,10,3,6,4,0,0,0,30,..,17,21,3,6,9,10,5,0,80,..,7,13,19,29,66,99,86,53,373,11,14,10,4,9,5,19,3,3,76,793,430,384,470,525,585,554,317,94,4158
UCL115065,..,7,0,0,5,0,7,5,0,23,..,5,5,15,14,35,41,47,35,195,6,0,3,0,0,5,5,0,0,32,180,118,120,118,117,158,148,109,45,1105,..,0,41,64,88,152,150,97,12,612,..,35,57,43,35,23,11,4,0,200,..,10,42,42,40,23,11,4,0,174,371,..,..,..,..,..,..,..,..,371,..,59,..,..,..,..,..,..,..,59,..,63,42,14,7,4,0,0,0,130,..,14,3,7,3,10,17,10,4,68,..,5,6,0,4,0,3,0,0,18,..,6,5,3,4,8,7,8,0,48,..,6,20,18,42,64,63,81,38,336,4,7,5,4,10,6,4,3,0,48,377,211,220,193,237,286,269,206,69,2069
UCL115066,..,0,3,0,0,9,0,0,0,8,..,0,3,0,5,12,10,6,0,45,0,9,0,0,3,5,0,0,0,14,284,154,190,153,151,171,88,29,7,1223,..,20,166,191,173,223,132,37,10,957,..,45,133,63,38,25,9,0,0,310,..,4,10,24,37,16,5,0,0,102,562,..,..,..,..,..,..,..,..,562,..,104,..,..,..,..,..,..,..,104,..,134,47,13,14,0,0,0,0,207,..,3,3,3,9,9,10,7,3,45,..,8,4,4,0,0,0,0,0,18,..,5,3,3,0,9,0,0,0,20,..,5,12,12,18,37,15,11,3,109,3,10,0,5,4,5,0,4,0,32,568,332,387,313,292,326,179,60,10,2470
UCL115067,..,0,4,0,6,0,6,3,0,29,..,4,8,6,18,48,58,67,51,258,9,7,0,3,4,6,7,0,0,33,160,87,101,114,137,188,208,142,79,1220,..,0,47,90,97,181,221,133,32,805,..,22,52,35,41,36,28,6,0,221,..,3,21,36,27,11,9,8,6,135,337,..,..,..,..,..,..,..,..,337,..,59,..,..,..,..,..,..,..,59,..,64,29,20,11,8,3,0,0,133,..,14,4,3,5,13,12,4,12,61,..,12,5,0,5,0,8,0,0,21,..,6,9,3,5,8,17,9,0,66,..,6,12,24,29,85,93,94,56,412,11,7,6,0,5,8,3,7,0,50,347,190,188,221,240,346,396,261,116,2293
UCL115068,..,0,4,5,0,3,7,0,0,11,..,0,7,4,7,17,19,24,10,82,0,0,0,0,0,4,4,0,4,9,78,39,44,53,61,100,122,71,19,577,..,0,15,55,70,117,159,93,8,510,..,3,31,9,21,23,19,0,0,114,..,0,4,11,10,5,6,0,6,40,138,..,..,..,..,..,..,..,..,138,..,33,..,..,..,..,..,..,..,33,..,31,10,11,11,4,4,0,0,66,..,0,0,0,3,3,4,0,4,19,..,3,0,0,0,3,0,4,0,14,..,0,4,7,3,9,10,8,0,31,..,0,13,7,18,32,48,45,11,184,0,0,3,0,0,3,4,3,4,21,132,80,86,101,129,192,257,153,33,1170
UCL115069,..,3,0,0,3,3,7,0,0,16,..,0,9,0,16,33,52,43,23,181,5,0,0,4,0,0,4,0,0,16,120,65,76,74,110,132,176,112,43,910,..,0,59,75,80,136,181,112,30,670,..,13,36,36,29,27,24,14,0,178,..,0,8,16,26,13,3,8,7,90,247,..,..,..,..,..,..,..,..,247,..,63,..,..,..,..,..,..,..,63,..,41,25,7,12,9,5,0,0,96,..,13,5,0,5,13,15,7,0,50,..,3,0,0,0,0,0,0,0,10,..,10,7,4,9,5,16,3,0,52,..,4,20,17,34,67,96,80,44,353,4,3,0,7,3,4,4,0,0,38,249,151,154,158,196,269,342,229,87,1841
UCL115070,..,8,9,0,4,4,3,3,0,25,..,4,9,6,7,24,29,16,0,112,7,15,6,0,6,3,0,0,0,38,352,217,262,220,193,137,122,48,4,1557,..,18,187,244,239,164,137,58,5,1047,..,44,172,95,51,29,15,0,0,406,..,6,34,37,30,9,11,3,4,133,718,..,..,..,..,..,..,..,..,718,..,121,..,..,..,..,..,..,..,121,..,154,38,16,12,8,0,0,0,217,..,10,10,9,4,9,12,7,4,60,..,16,13,8,0,0,0,0,0,40,..,10,16,6,13,7,4,4,0,64,..,9,34,29,28,57,48,28,7,239,16,20,17,7,7,9,0,0,0,72,736,411,508,444,384,290,224,104,15,3123
UCL115071,..,0,0,0,0,5,0,0,0,11,..,5,6,7,18,27,30,39,22,149,0,0,6,5,4,0,0,0,0,20,215,89,110,117,110,134,115,66,33,987,..,0,52,96,94,127,151,52,13,586,..,34,70,39,33,29,18,0,0,222,..,0,23,32,14,16,10,7,0,115,393,..,..,..,..,..,..,..,..,393,..,61,..,..,..,..,..,..,..,61,..,62,24,12,11,0,0,0,0,112,..,9,0,4,3,4,0,7,7,37,..,7,3,3,3,0,0,0,0,16,..,7,0,3,0,9,0,6,0,21,..,3,25,17,32,49,56,53,25,264,0,5,11,13,4,6,4,0,0,41,391,188,217,216,202,241,233,120,43,1863
UCL115072,..,0,3,0,0,4,3,0,0,12,..,0,0,0,0,4,12,6,0,29,0,3,0,0,0,0,3,0,0,9,155,73,65,105,108,159,180,53,9,904,..,7,47,122,140,200,292,93,4,901,..,6,29,26,43,46,25,10,0,178,..,4,0,16,12,5,5,6,0,46,315,..,..,..,..,..,..,..,..,315,..,68,..,..,..,..,..,..,..,68,..,58,23,10,9,7,0,0,0,109,..,5,3,0,0,3,4,3,4,26,..,9,0,3,3,0,0,0,0,14,..,0,3,0,4,5,8,6,0,25,..,0,0,4,6,18,24,12,0,66,0,0,4,0,0,7,9,0,0,21,315,155,113,180,208,289,361,128,15,1777
UCL115073,..,4,3,0,3,5,0,3,0,24,..,3,5,6,15,33,32,38,15,151,5,5,0,0,0,0,3,0,3,12,140,87,93,93,83,142,115,82,27,861,..,3,61,96,89,133,132,68,11,586,..,19,60,44,22,26,15,0,0,184,..,4,11,12,18,9,10,3,3,71,288,..,..,..,..,..,..,..,..,288,..,58,..,..,..,..,..,..,..,58,..,49,21,12,12,3,0,0,0,93,..,10,0,0,6,4,13,8,5,44,..,7,11,8,0,0,0,0,0,24,..,15,9,7,9,13,6,6,0,55,..,4,16,14,32,61,64,49,23,267,3,10,6,4,0,4,7,0,3,39,296,183,197,189,171,252,248,142,42,1710
UCL115074,..,6,12,0,0,3,5,3,0,35,..,7,4,0,12,26,33,41,13,138,3,3,5,3,4,4,3,5,0,21,159,92,92,80,99,120,107,78,27,851,..,0,38,79,94,134,104,60,19,528,..,12,45,26,29,29,11,3,0,160,..,8,23,17,13,9,4,10,3,77,317,..,..,..,..,..,..,..,..,317,..,54,..,..,..,..,..,..,..,54,..,44,21,7,9,8,0,0,0,85,..,15,4,0,6,16,7,0,0,48,..,8,9,9,4,0,0,0,0,26,..,16,36,15,5,10,11,3,0,98,..,20,14,21,31,54,60,56,19,274,10,10,7,9,8,6,3,8,0,48,323,190,186,178,188,261,205,142,44,1715
UCL115075,..,0,0,0,3,0,3,0,0,14,..,0,0,0,3,17,40,36,11,104,6,0,0,3,0,3,3,3,0,14,61,33,20,41,50,89,149,104,21,565,..,0,0,34,60,99,174,147,18,542,..,4,13,12,9,16,14,7,3,74,..,0,6,8,7,3,0,5,0,31,103,..,..,..,..,..,..,..,..,103,..,35,..,..,..,..,..,..,..,35,..,28,14,0,8,5,0,0,0,47,..,7,0,3,0,0,5,0,6,12,..,0,6,0,0,0,0,0,0,6,..,0,3,0,6,6,4,3,0,18,..,0,7,0,12,27,58,49,16,158,3,5,3,5,0,6,6,0,0,34,110,73,47,57,98,154,264,215,40,1052
UCL115076,..,3,0,0,0,4,3,0,0,20,..,9,5,0,10,32,44,34,17,147,5,0,0,0,4,0,4,0,0,18,142,78,83,81,91,116,157,88,27,863,..,0,55,93,66,113,153,94,19,599,..,21,47,14,28,11,16,12,0,151,..,0,16,12,21,20,9,6,4,88,273,..,..,..,..,..,..,..,..,273,..,44,..,..,..,..,..,..,..,44,..,58,16,7,17,6,0,0,0,101,..,8,0,3,5,10,10,3,0,32,..,0,0,0,0,4,0,0,0,4,..,9,0,0,4,8,14,6,0,37,..,9,20,15,24,67,78,59,24,284,5,6,0,0,9,3,9,5,3,41,273,144,160,152,172,231,295,183,41,1655
UCL115077,..,0,0,0,3,8,9,4,0,24,..,0,5,0,12,43,56,70,28,210,3,3,0,3,3,4,8,5,3,28,130,68,86,83,127,315,433,221,57,1522,..,0,43,72,105,335,659,263,46,1532,..,11,39,31,37,55,64,20,0,262,..,5,14,20,31,11,17,22,12,128,256,..,..,..,..,..,..,..,..,256,..,46,..,..,..,..,..,..,..,46,..,53,32,20,19,24,5,0,0,145,..,7,6,0,4,11,16,7,3,55,..,9,0,3,0,0,4,6,0,28,..,0,5,3,3,9,20,4,3,45,..,4,8,24,30,104,135,118,39,452,4,9,0,3,13,6,10,4,3,53,258,152,156,178,246,561,914,445,117,3019
