UCL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
UCL122107,44,1343,770,300,1931,0.8,1670,2.4
UCL122108,66,2200,703,390,1437,0.6,1109,1.8
UCL122109,31,0,936,403,5249,2,5249,4
UCL122110,41,1833,843,330,2053,0.7,1759,2.5
UCL122111,43,2969,1145,350,3349,0.8,3386,3.3
UCL122112,60,1569,554,350,1341,0.7,1079,2
UCL122113,54,1767,654,250,1446,0.7,1292,2.3
UCL122114,60,1350,539,310,1317,0.8,991,1.9
UCL122115,53,1647,730,415,1625,0.7,1442,2.5
UCL122116,57,1700,746,345,1781,0.8,1487,2.4
UCL122117,36,2115,853,300,2381,0.8,2250,3.1
UCL122118,37,1647,818,403,1774,0.8,1625,2.7
UCL122119,57,1633,788,320,1476,0.7,1398,2.1
UCL122120,41,1625,787,370,1807,0.8,1669,2.8
UCL122121,36,1279,733,348,1562,0.8,1402,2.7
UCL122122,37,2625,964,630,2771,0.8,2619,3
UCL122123,58,867,445,183,944,0.7,808,2.1
UCL122124,36,2529,1534,495,3714,0.8,3424,3.1
UCL122125,62,1224,550,190,1325,0.6,959,1.9
UCL122126,47,2329,971,520,2562,0.7,2452,3
UCL122127,54,1300,685,228,1699,0.8,1100,2.1
UCL122128,44,780,575,200,1375,0.7,1024,2.3
UCL122129,50,1738,770,335,2125,0.7,1642,2.4
UCL122130,48,1603,606,350,1375,0.9,1192,2.5
UCL122131,37,2659,1031,400,2388,1.1,1666,2
UCL122132,47,704,436,180,980,0.8,828,2.4
UCL122133,60,2297,561,250,1107,1,788,1.7
UCL122134,43,1820,866,320,2283,0.7,2016,2.6
UCL122135,38,867,730,210,1833,0.8,1354,2.4
UCL122136,27,0,407,150,1036,0.9,1071,3.5
UCL122137,58,715,467,120,1125,0.6,770,1.8
UCL122138,55,672,510,168,1196,0.7,866,1.9
UCL122139,55,854,613,320,1562,0.7,1015,2.2
UCL122140,41,433,507,100,1333,0.8,739,2.2
UCL122141,42,1950,848,443,2299,0.9,2031,2.6
UCL122142,49,1300,591,400,1213,0.8,1096,2.2
UCL122143,48,1647,563,400,1333,0.8,1192,2.4
UCL122144,52,1127,482,260,1205,0.7,933,2.2
UCL122145,59,510,471,100,1375,0.7,754,1.9
UCL122146,60,516,453,110,1281,0.7,770,2.1
UCL122147,58,576,432,220,1042,0.7,732,1.9
UCL122148,58,900,504,204,1274,0.7,919,1.9
UCL122149,46,665,594,200,1421,0.8,1132,2.3
UCL122150,38,1460,732,400,1569,0.8,1429,2.6
UCL122151,57,859,483,200,1142,0.7,823,1.9
UCL122152,59,769,432,185,949,0.7,737,2
UCL122153,51,1900,719,320,1962,0.8,1708,2.5
UCL122154,49,1517,824,403,2143,0.8,1674,2.4
UCL122155,45,971,733,225,1607,0.7,1359,2.2
UCL122156,44,1083,632,200,1382,0.8,1069,2.4
UCL122157,40,2383,1016,800,3091,0.8,3200,3.4
UCL122158,53,672,546,205,1174,0.7,929,2.1
UCL131001,46,1900,753,300,1996,0.8,1704,2.7
UCL179997,56,0,1649,0,0,0,0,0
UCL199994,39,0,487,0,0,0,0,0
