UCL_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL115037,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,8,3,10,0,4,0,3,0,0,34,0,0,0,0,0,0,4,0,0,4,10,3,24,0,0,0,0,9,0,53,0,0,0,0,0,0,5,0,0,5,13,3,0,0,6,37,5,8,0,71,3,0,0,8,0,4,0,14,0,36,5,0,0,0,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,11,0,0,0,0,3,6,0,0,0,11,7,22,4,0,12,0,0,0,0,42,0,0,0,0,0,0,0,5,0,12,16,23,6,16,17,0,0,3,0,82,9,52,0,12,11,0,0,0,0,83,0,47,0,28,12,0,0,0,0,91,0,0,0,3,3,0,0,0,0,10,0,3,6,5,4,0,0,4,0,17,0,0,5,0,0,3,0,0,0,7
UCL115038,19,0,6,0,6,5,0,20,0,50,0,0,0,0,0,0,10,0,0,18,5,0,10,0,3,0,10,12,0,36,0,0,4,0,0,0,0,0,0,11,6,0,22,0,0,0,0,7,0,32,0,0,0,0,0,5,0,0,0,10,6,9,4,0,0,28,0,5,0,54,5,0,5,15,0,6,0,9,0,46,3,0,0,0,5,0,13,0,0,23,0,0,0,5,0,3,0,0,0,7,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,6,0,0,0,3,3,6,3,0,3,0,0,0,0,14,0,0,4,0,0,0,0,6,0,13,0,5,3,0,5,0,4,3,0,20,4,21,3,6,3,0,0,3,0,46,4,30,5,44,12,0,0,6,0,100,0,0,0,0,0,0,0,0,0,0,0,4,17,5,0,0,0,0,0,22,0,0,5,0,4,4,3,7,5,33
UCL115039,18,0,3,0,0,0,0,3,0,31,27,54,162,8,27,3,214,23,8,514,0,0,6,0,6,10,8,3,0,35,3,0,11,0,0,3,6,3,0,30,9,0,25,0,12,0,13,10,0,67,6,0,5,0,4,0,0,0,0,21,15,3,15,0,6,67,3,13,0,118,11,0,20,23,8,7,0,37,0,106,0,0,13,0,9,4,11,0,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,4,4,0,6,0,9,0,5,0,0,8,0,0,0,0,22,5,0,0,0,3,0,0,32,0,42,15,11,7,15,30,0,18,17,0,108,7,59,0,29,9,0,0,6,0,117,0,34,3,42,10,0,0,7,0,101,0,0,0,0,0,0,0,0,0,7,0,8,25,8,3,3,0,0,0,52,10,0,9,0,7,0,12,8,9,54
UCL115040,3,4,4,0,0,0,0,3,0,11,0,0,0,0,0,0,6,0,0,6,11,4,21,0,10,0,9,4,0,58,0,0,0,0,0,0,0,0,0,6,5,4,65,0,9,0,14,20,6,123,10,0,3,0,6,4,3,4,0,28,11,3,5,0,0,50,5,8,0,74,13,0,0,13,4,5,3,21,0,61,9,4,4,0,21,0,12,0,0,43,0,0,4,0,0,0,0,0,0,5,4,0,0,0,7,0,0,0,0,14,0,0,0,0,0,6,0,0,0,8,3,14,8,0,9,0,0,0,0,34,4,0,6,0,3,3,0,14,0,31,5,4,7,17,6,0,3,6,0,41,7,30,0,19,3,0,0,3,0,69,7,26,4,43,13,0,0,0,0,94,0,0,0,5,0,0,0,0,0,9,6,10,21,7,8,0,3,4,0,54,4,7,4,3,5,4,6,0,0,32
UCL115041,32,0,11,0,3,4,6,10,3,66,3,3,12,0,0,0,22,0,0,44,22,6,12,0,14,9,14,9,0,79,3,0,7,0,0,0,0,0,0,8,6,0,18,0,3,0,13,6,0,51,4,3,4,0,0,9,0,0,0,20,11,4,12,0,8,39,3,12,0,87,10,0,0,20,0,0,0,20,0,50,4,0,0,0,6,0,24,3,0,42,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,6,0,8,0,0,0,0,14,0,0,3,0,0,0,0,12,0,21,11,10,12,9,19,0,27,8,0,95,7,54,6,40,4,0,0,0,0,107,6,31,8,60,11,0,0,12,0,130,4,0,0,4,0,0,0,0,0,11,0,0,23,10,6,0,0,6,0,45,7,0,12,7,10,9,11,9,18,69
UCL115042,20,0,3,0,5,0,5,7,0,40,0,0,0,0,0,0,0,0,0,4,3,0,22,0,0,0,4,7,0,43,7,0,0,0,0,0,3,0,0,10,11,0,28,0,4,0,6,21,0,63,5,11,0,0,7,9,7,7,4,37,11,4,6,5,3,30,0,5,0,59,9,0,3,23,4,3,0,7,0,52,3,3,0,0,9,0,19,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,6,6,0,0,0,7,0,11,0,0,8,0,0,0,0,21,0,4,0,0,0,0,0,12,0,18,9,21,3,18,16,0,7,3,0,83,8,47,0,18,9,0,0,0,0,83,4,26,7,59,20,0,0,0,0,118,0,0,0,0,0,0,0,0,0,3,0,6,10,3,0,0,0,6,0,22,0,0,7,0,4,0,4,3,5,29
UCL115043,18,3,0,0,0,0,0,18,0,40,0,0,0,0,0,0,4,0,0,4,4,0,11,0,0,0,5,5,0,23,0,0,0,0,3,3,3,0,0,9,5,0,16,0,3,0,9,9,0,37,0,0,0,0,0,4,5,0,0,10,13,0,11,0,0,47,3,10,0,88,21,0,10,24,0,3,0,31,3,92,0,0,5,0,0,0,9,3,0,22,0,7,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,16,0,18,8,10,4,16,17,0,15,5,3,82,6,47,4,28,3,0,0,4,3,97,11,38,0,67,14,0,0,12,0,138,0,5,0,0,0,0,0,0,0,10,0,9,9,3,4,0,0,4,0,21,3,0,6,3,0,9,6,6,11,35
UCL115044,22,0,10,0,0,0,5,29,0,73,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,6,0,0,7,0,0,0,0,0,0,7,8,0,14,0,8,0,17,17,0,60,3,0,0,0,4,8,4,0,0,23,9,5,8,0,4,27,0,14,0,65,11,0,6,16,6,0,0,11,0,45,7,0,0,0,9,6,24,0,0,37,4,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,20,0,0,0,4,0,0,0,7,0,12,0,6,6,13,22,0,16,10,0,73,12,55,0,34,11,0,0,5,0,117,11,29,4,59,13,4,0,25,0,140,0,0,0,0,0,0,0,0,0,3,0,0,14,5,4,0,0,3,0,24,5,0,6,0,3,3,3,8,14,47
UCL115045,4,0,0,0,0,0,4,11,0,19,0,0,3,0,0,0,0,0,0,5,0,0,7,0,0,0,7,18,0,35,0,0,0,0,0,0,0,0,0,4,4,0,23,0,4,0,5,6,0,34,0,0,0,0,0,0,7,9,0,11,4,0,0,0,4,17,0,3,0,36,0,0,8,7,0,7,0,10,0,22,4,0,0,0,3,0,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,6,0,0,13,0,17,3,0,3,8,4,0,0,3,0,27,0,10,0,5,3,0,0,4,0,27,0,18,3,42,6,0,0,4,0,83,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,16,0,0,4,0,0,0,0,7,6,16
UCL115046,14,0,0,0,0,0,6,45,0,74,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,22,0,0,8,0,0,0,0,0,0,11,14,4,55,0,9,6,10,20,0,107,4,0,0,0,0,0,0,0,0,6,10,0,0,0,3,48,0,4,0,69,14,0,11,28,4,11,0,14,0,75,0,0,0,0,4,0,9,0,0,27,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,0,0,0,0,10,3,0,0,0,0,4,0,0,0,9,0,17,6,0,9,0,0,0,0,38,0,3,0,0,3,0,0,13,0,25,3,20,0,17,16,0,0,3,0,60,10,35,0,19,9,0,0,0,0,69,5,48,10,47,9,0,0,0,0,115,3,0,0,0,0,0,0,0,0,3,0,4,7,5,0,0,0,0,0,23,4,0,0,0,9,0,3,7,13,33
UCL115047,35,0,16,0,0,0,0,22,4,79,0,0,0,0,0,0,4,0,0,3,7,0,5,0,4,0,3,15,0,35,6,0,4,0,3,0,0,0,0,17,8,0,38,0,0,0,14,13,0,71,3,0,4,0,3,8,4,0,0,17,10,0,5,0,5,42,5,9,0,77,6,0,4,19,0,0,0,10,0,39,0,0,0,0,8,0,16,0,0,26,0,0,0,0,0,3,0,0,0,9,0,0,0,0,9,0,0,0,0,6,0,0,0,0,4,4,0,0,0,5,0,21,0,0,3,0,0,0,0,30,0,0,6,0,4,0,0,18,0,26,12,7,9,17,21,0,13,11,0,89,3,39,0,19,3,0,0,4,0,71,3,39,3,57,22,0,0,13,0,142,0,0,0,0,0,0,0,0,0,5,0,3,25,3,3,0,0,5,0,47,0,0,5,0,0,0,4,0,6,23
UCL115048,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,3,10,0,25,0,10,0,10,8,0,72,5,0,3,0,0,0,6,5,0,21,18,3,110,0,15,0,12,20,0,183,8,0,0,0,0,3,3,5,0,16,17,0,8,0,3,62,0,3,0,101,17,0,12,52,7,6,0,26,0,127,3,6,0,0,3,0,16,0,0,36,5,3,4,0,0,0,0,0,0,11,3,11,0,0,11,3,0,0,0,30,0,0,0,0,3,18,0,0,0,29,14,36,6,0,14,0,0,0,0,73,10,6,3,8,4,0,0,33,0,74,23,32,16,26,22,0,3,3,3,118,14,79,0,44,3,0,0,0,0,146,9,76,3,93,33,0,0,11,0,221,3,0,0,3,0,0,0,0,0,11,0,6,18,5,6,0,0,3,0,38,6,4,7,4,7,5,3,7,8,51
UCL115049,4,0,9,0,0,0,5,9,0,28,0,0,0,0,0,0,3,0,0,4,5,0,10,0,3,0,8,10,0,40,0,0,0,0,0,0,0,3,0,3,0,0,18,0,4,0,5,7,0,38,0,4,0,0,0,0,0,0,0,8,4,0,4,0,4,25,0,3,0,46,10,0,4,11,0,0,0,0,0,23,0,0,0,0,3,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,0,0,12,3,0,0,0,0,0,0,7,0,9,0,3,6,8,10,0,3,0,0,23,0,27,0,11,0,0,0,7,0,44,0,23,4,23,11,0,0,7,0,62,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,21,0,0,0,0,0,0,7,3,0,16
UCL115050,6,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,4,0,0,9,9,3,16,0,5,3,5,8,0,52,0,0,4,0,0,0,0,0,0,7,11,0,56,0,8,3,3,19,0,102,0,0,0,0,3,3,4,3,0,18,26,8,13,0,10,77,6,10,0,140,14,0,13,24,0,11,0,16,0,82,9,0,0,0,3,3,8,0,0,31,0,5,0,0,3,0,0,0,0,12,0,5,0,0,12,0,0,0,0,17,3,0,0,0,4,8,0,0,0,16,4,23,4,0,17,0,0,0,0,55,3,0,3,0,5,0,0,19,0,37,8,11,6,18,17,0,0,4,5,61,14,66,3,29,8,0,0,0,0,127,14,83,3,58,28,0,0,6,5,188,3,4,0,3,0,4,0,0,0,13,11,0,24,3,4,0,0,0,0,52,5,0,5,3,8,4,0,0,3,39
UCL115051,3,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,3,6,0,7,0,3,3,6,0,0,26,0,0,0,0,4,0,0,0,0,6,9,0,36,0,7,0,9,8,0,68,0,0,0,0,0,4,0,0,0,8,15,0,4,0,3,39,0,8,0,72,10,0,14,18,9,3,0,19,0,68,0,0,0,0,4,0,8,0,0,18,0,0,0,0,0,0,0,0,0,6,3,0,0,0,8,0,0,0,0,8,4,4,0,0,0,6,0,5,0,15,4,13,3,0,7,0,0,0,0,25,0,0,5,0,3,0,0,20,0,28,12,7,11,11,8,0,3,0,0,46,4,36,0,13,5,0,0,0,0,56,9,42,7,57,15,0,0,10,0,139,0,5,5,6,0,0,0,0,0,24,0,0,18,8,5,0,0,0,0,25,0,0,4,7,0,0,0,0,13,30
UCL115052,10,0,8,0,3,0,0,11,0,41,7,4,46,3,3,0,82,4,0,146,4,3,13,0,0,0,10,5,0,38,0,0,18,0,0,0,3,0,0,18,0,0,30,0,3,0,8,5,0,46,0,3,4,0,0,0,3,4,0,12,3,4,5,0,5,44,0,0,0,54,6,0,5,16,0,7,3,9,0,56,0,0,0,0,11,0,14,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,5,0,0,3,0,0,0,8,0,6,4,0,3,0,0,0,0,15,0,0,0,0,3,0,16,13,0,27,0,5,0,12,0,0,4,0,0,28,5,26,0,14,4,0,0,0,0,51,3,8,4,38,5,0,0,0,0,63,3,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,26,0,0,0,3,0,3,3,5,5,21
UCL115053,13,0,0,0,0,0,3,11,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,21,5,0,3,0,0,3,0,0,0,8,12,0,3,0,0,17,0,0,0,31,9,0,4,9,3,0,0,9,0,32,0,0,0,0,3,3,8,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,8,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,10,0,14,0,4,3,5,0,0,0,3,0,16,0,14,0,10,8,0,0,3,0,33,0,23,0,21,10,0,0,4,0,54,0,3,0,4,0,0,0,0,0,11,0,4,10,0,6,0,0,0,0,21,0,0,0,0,0,0,3,0,9,17
UCL115054,6,0,3,0,0,0,0,0,0,9,0,0,9,0,0,0,7,0,0,7,5,0,9,0,3,0,6,3,0,42,0,0,0,0,0,0,3,0,0,8,16,0,43,0,9,0,9,7,4,80,4,3,3,0,3,0,0,0,0,16,4,0,0,0,3,30,0,4,0,46,6,0,0,5,0,6,0,8,0,20,9,6,4,0,10,0,17,3,0,38,0,0,3,0,0,0,0,0,0,0,4,5,0,0,5,0,0,0,0,11,0,0,4,0,0,0,0,0,0,4,3,12,4,0,4,0,0,5,0,26,0,3,0,0,5,0,0,4,0,13,12,6,5,15,10,0,0,3,0,50,11,28,6,11,3,0,0,3,0,58,0,21,5,20,7,0,5,4,0,61,0,0,0,0,0,0,0,0,0,5,4,0,13,0,4,0,4,0,0,27,5,3,4,0,8,0,0,0,8,26
UCL115055,11,0,0,0,0,0,0,15,0,32,0,0,8,0,0,0,12,0,0,20,9,0,12,0,0,0,12,0,0,41,6,0,5,0,0,0,0,3,0,19,13,3,46,0,0,0,16,23,0,96,3,0,0,0,3,3,3,3,0,20,5,4,14,0,7,54,0,14,0,104,9,0,5,17,0,0,0,16,0,54,0,0,5,0,10,0,24,5,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,14,0,0,0,0,0,5,0,0,0,10,0,12,4,0,10,0,0,0,0,26,0,0,6,3,0,0,0,15,0,31,6,9,6,7,7,0,9,13,0,55,6,43,4,25,3,0,0,3,0,85,6,22,5,60,18,0,0,8,0,121,4,0,0,0,0,0,0,0,0,5,0,0,29,11,7,3,0,9,0,54,3,0,3,0,3,0,3,9,3,31
UCL115056,17,4,3,5,7,0,16,29,5,76,0,0,0,0,0,0,0,0,0,0,9,0,22,0,8,0,13,16,0,63,3,0,5,0,0,0,3,0,0,11,8,0,36,0,0,0,20,18,0,84,5,0,3,0,4,6,11,11,0,37,19,0,8,0,6,70,3,23,0,133,27,0,13,31,9,9,4,30,4,131,0,4,3,0,12,3,25,4,0,57,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,11,3,0,0,0,4,3,0,0,0,13,3,20,3,0,7,0,0,0,0,46,0,3,11,0,5,0,0,28,0,43,6,0,9,22,12,0,0,7,0,63,3,39,0,23,11,0,0,0,0,72,3,35,3,69,12,0,0,18,0,152,0,3,0,4,0,0,0,0,0,13,0,0,30,7,8,0,0,0,0,56,3,4,11,3,3,4,14,14,13,67
UCL115057,13,0,0,0,3,3,4,20,0,49,0,0,0,0,0,0,3,0,0,3,11,0,5,3,4,0,3,14,0,38,4,0,12,0,4,0,3,0,0,21,18,0,55,0,11,0,15,21,0,120,0,0,0,0,0,3,6,5,0,11,22,4,3,0,0,53,9,17,0,101,30,3,12,28,6,10,0,30,0,124,4,3,0,0,12,0,23,0,0,40,0,0,0,0,0,0,0,0,0,5,0,5,0,0,7,0,0,0,0,9,0,3,0,0,3,13,0,0,0,23,4,23,3,0,12,0,0,0,0,42,0,4,0,5,8,0,0,20,0,38,4,6,7,9,7,0,6,7,0,45,8,96,5,33,16,0,0,5,3,157,10,55,4,79,17,0,6,10,0,174,0,0,6,10,3,0,0,0,0,15,0,0,11,8,0,0,0,0,0,24,4,7,0,0,0,0,5,7,8,39
UCL115058,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,8,0,7,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,12,4,28,0,4,0,0,9,0,65,0,4,0,0,0,0,0,0,0,14,5,0,3,0,0,23,0,6,0,44,15,0,11,31,6,6,0,15,0,85,0,0,0,0,3,0,9,5,0,16,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,11,0,0,0,0,0,8,0,0,0,12,3,15,3,0,5,0,0,0,0,28,0,3,0,0,0,0,0,19,0,24,8,3,3,6,9,0,0,5,0,30,0,28,0,9,7,0,0,0,0,42,0,14,4,27,13,0,0,0,0,59,0,4,0,0,0,0,0,0,0,4,3,0,10,7,5,0,0,0,0,20,4,0,0,0,3,0,4,4,5,17
UCL115059,19,0,14,0,12,0,13,28,0,83,0,0,5,0,0,0,0,0,0,0,3,0,14,0,8,3,3,10,0,42,0,0,4,0,4,0,6,4,0,14,10,0,14,0,6,0,3,6,0,42,7,0,6,0,6,3,5,0,0,23,10,0,6,0,3,29,0,4,0,53,11,0,5,13,5,0,0,10,0,44,0,0,3,0,6,4,24,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,14,0,17,0,4,5,5,4,0,3,0,0,16,4,41,0,15,6,0,0,0,0,74,5,18,3,75,11,0,0,4,0,128,0,0,3,0,0,0,0,0,0,3,0,3,17,3,6,0,0,0,0,22,0,0,5,3,0,0,5,10,7,33
UCL115060,0,3,4,0,0,0,3,3,0,17,0,0,0,0,0,0,5,0,0,8,14,17,25,0,5,0,12,17,3,85,0,0,0,0,0,0,0,5,0,12,3,0,40,5,0,0,9,8,0,75,0,7,0,0,3,3,0,5,5,15,14,0,3,5,5,75,3,8,0,116,5,0,11,14,0,14,3,23,0,73,4,8,5,0,3,0,30,3,0,65,0,4,5,0,0,3,0,0,0,7,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,8,12,0,6,0,0,0,0,34,0,3,0,3,0,0,0,29,0,41,28,48,231,224,25,0,3,7,9,586,0,27,9,19,8,0,0,0,0,65,10,46,6,83,27,0,0,0,0,171,0,5,3,4,0,0,0,4,0,12,4,0,36,10,5,4,0,3,0,65,0,4,14,5,6,6,7,6,27,68
UCL115061,6,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,3,10,0,31,0,0,0,0,0,0,3,0,0,5,3,0,13,0,3,0,7,3,0,26,0,0,5,0,0,0,0,0,0,8,6,0,9,0,0,22,7,14,0,60,5,0,0,13,0,6,0,8,0,33,0,0,0,0,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,8,0,0,0,5,0,7,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,3,0,11,3,0,5,5,9,0,0,3,0,20,0,18,0,7,5,0,0,0,0,28,6,24,0,41,13,0,0,3,0,95,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,0,4,0,0,4,3,0,0,0,16
UCL115062,8,0,4,0,3,0,0,5,0,23,0,0,0,0,0,0,0,0,0,0,8,4,12,0,5,0,10,4,0,47,0,0,0,0,0,0,4,0,0,3,13,0,51,0,12,0,15,11,0,110,6,0,0,0,4,5,0,0,0,20,19,3,4,0,6,27,3,3,0,60,5,0,3,3,5,4,0,7,0,30,3,0,0,0,8,0,9,0,0,27,3,0,0,0,0,0,0,0,0,7,3,4,0,0,4,0,0,0,0,10,0,0,0,0,0,5,0,4,0,6,4,25,5,0,3,0,0,0,0,38,0,0,0,0,4,0,3,5,0,23,5,8,3,9,6,0,4,0,0,29,7,44,7,14,8,0,0,3,0,85,4,20,0,37,14,0,0,3,0,83,3,3,0,7,0,0,0,8,0,15,3,6,28,6,6,0,0,0,0,47,0,3,3,0,9,5,3,0,3,33
UCL115063,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,5,5,0,0,6,8,0,4,0,33,0,0,0,0,0,0,0,0,0,3,16,3,44,0,8,3,0,12,0,95,12,11,3,0,3,3,0,0,0,23,13,0,0,0,3,25,0,5,0,50,6,4,0,5,0,0,0,8,0,25,5,0,0,0,9,0,11,0,0,21,3,0,0,0,0,0,0,0,0,5,3,6,0,0,3,0,0,0,0,13,0,0,0,0,0,4,0,0,0,6,7,35,4,0,9,0,0,0,0,53,4,0,0,0,0,0,0,5,0,14,8,11,3,0,11,0,0,0,0,25,6,38,0,19,5,0,0,0,0,73,7,35,0,25,17,0,0,5,0,91,3,4,0,0,4,0,0,0,0,11,0,4,16,0,4,0,0,0,0,20,3,8,5,0,0,0,0,0,0,22
