UCL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL115058,0,0,0,0,0,9,16,18,11,67,0,0,0,0,0,0,0,0,0,0,5,3,6,0,12,21,40,35,34,146,24,42,89,104,138,278,378,280,110,1435
UCL115059,0,0,0,4,3,10,36,31,18,109,0,0,0,0,0,0,0,0,0,3,11,8,21,27,32,36,43,53,47,271,46,54,148,158,204,278,311,220,105,1531
UCL115060,4,0,3,0,9,4,13,8,0,46,0,0,3,3,5,0,0,0,0,11,74,100,41,21,13,10,12,8,0,274,311,427,440,363,249,186,123,56,13,2162
UCL115061,4,0,5,0,5,8,22,17,18,81,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,11,17,23,45,98,35,51,115,88,119,138,170,129,119,966
UCL115062,0,0,0,0,4,6,6,4,0,22,0,0,0,0,0,0,0,0,0,0,0,3,8,4,11,3,6,6,0,41,40,81,165,183,171,173,130,67,10,1024
UCL115063,0,0,0,0,0,0,0,11,0,12,0,0,0,0,4,0,3,0,0,9,5,0,0,8,7,3,0,4,0,22,30,44,121,158,180,153,118,61,13,871
UCL115064,0,0,0,0,6,9,29,16,28,89,0,0,0,0,0,4,0,0,0,10,3,13,14,15,21,20,29,49,33,203,125,186,408,500,561,636,620,380,180,3581
UCL115065,0,0,4,4,7,15,40,41,21,136,0,0,0,0,4,0,0,3,0,6,18,9,38,40,34,33,33,48,24,278,70,111,257,241,284,330,304,242,95,1932
UCL115066,0,0,8,0,0,18,19,3,4,50,0,0,0,0,0,0,0,4,0,4,10,6,17,10,9,15,8,6,0,76,75,173,400,310,300,341,185,68,13,1866
UCL115067,3,4,3,9,11,19,37,26,33,145,4,0,0,0,0,0,0,4,6,10,10,3,20,10,11,13,25,26,15,137,63,84,199,232,249,367,421,283,152,2049
UCL115068,0,0,0,0,3,12,43,18,5,83,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,9,13,34,6,70,16,47,90,107,131,208,271,177,39,1076
UCL115069,0,3,0,9,7,12,43,30,18,121,0,0,0,0,0,0,0,0,0,7,3,5,8,11,17,21,31,40,14,146,43,62,158,171,217,297,370,251,124,1695
UCL115070,5,0,3,3,12,23,33,16,11,104,0,0,0,0,0,0,3,0,0,6,5,4,21,13,12,9,12,19,3,104,109,205,533,458,395,302,238,118,22,2372
UCL115071,0,0,0,5,8,14,29,16,15,89,0,0,0,0,0,0,0,0,0,4,8,5,21,23,22,25,21,23,4,153,62,81,243,239,223,267,251,141,61,1576
UCL115072,0,0,0,0,0,0,23,11,3,50,0,0,0,0,0,0,0,0,0,3,5,3,6,13,8,3,3,6,3,45,37,60,121,189,224,307,373,128,15,1444
UCL115073,0,0,0,7,4,12,30,33,18,104,0,4,4,0,0,0,5,0,0,15,5,18,28,19,29,23,33,21,14,191,52,103,234,210,195,278,281,167,73,1593
UCL115074,0,0,6,8,3,18,34,30,16,115,0,0,0,0,0,0,0,0,0,3,10,16,48,32,50,36,50,50,35,338,61,102,236,210,245,290,245,172,70,1631
UCL115075,0,0,0,3,0,3,4,18,6,37,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,11,12,9,45,13,24,50,64,99,170,279,225,41,969
UCL115076,0,0,0,6,4,18,40,31,16,108,0,0,0,0,0,0,0,4,3,12,4,3,10,8,22,19,39,27,3,137,34,67,166,157,183,250,332,199,53,1457
UCL115077,0,0,6,0,7,29,63,34,18,148,0,0,0,0,0,0,0,4,0,6,4,6,10,13,16,29,49,37,25,180,47,80,171,188,263,604,978,471,125,2923
UCL115078,0,0,0,4,0,11,10,11,6,45,0,0,0,0,0,0,0,0,0,0,0,7,10,10,14,18,25,42,38,159,22,47,97,86,129,278,296,211,87,1252
UCL115079,4,0,0,5,3,22,34,31,26,128,0,0,0,0,0,4,9,3,0,17,12,17,30,33,27,46,37,36,16,247,56,140,238,192,231,390,270,221,83,1816
UCL115080,0,0,3,5,3,15,24,12,5,65,0,0,0,0,3,0,0,0,0,0,3,8,9,9,7,4,8,7,0,51,58,117,353,305,295,247,170,91,6,1649
UCL115081,0,0,6,0,6,13,13,16,8,57,0,0,0,6,0,0,0,0,0,10,7,6,43,18,21,21,10,11,5,140,23,66,246,144,123,144,97,53,43,937
UCL115082,0,0,0,0,3,16,30,32,0,83,0,0,0,0,0,0,0,0,0,7,10,11,8,16,10,20,36,8,3,114,40,53,105,113,132,189,233,131,49,1045
UCL115083,0,0,0,8,3,14,26,28,22,115,0,0,0,0,0,4,0,0,0,5,3,11,25,15,16,20,30,26,13,157,54,113,255,280,284,364,463,235,91,2152
UCL115084,0,0,5,0,4,12,28,28,17,94,0,0,0,0,0,0,5,0,0,6,0,6,8,12,15,35,23,31,6,132,19,36,76,109,172,373,442,265,70,1566
UCL115085,0,0,0,0,0,0,4,6,0,7,0,0,0,0,0,0,0,0,0,0,3,0,6,0,8,9,21,11,8,66,49,56,98,120,156,193,191,104,31,987
UCL115086,0,0,0,0,4,4,8,11,3,25,0,0,0,0,0,0,3,0,0,3,4,11,37,14,8,10,9,4,0,96,60,249,570,267,244,237,142,60,13,1845
UCL115087,0,0,0,7,3,4,9,3,6,36,0,0,0,0,0,0,0,0,0,0,3,0,15,11,20,19,13,5,4,83,30,54,166,180,161,157,143,47,22,972
UCL115088,0,0,4,5,7,0,9,15,7,55,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,7,12,9,4,54,29,61,173,127,161,194,259,132,48,1184
UCL115089,0,3,10,10,11,25,51,51,23,192,0,0,11,0,0,0,0,0,0,14,19,110,283,258,178,95,62,49,12,1062,123,302,770,685,614,611,507,302,98,4003
UCL115090,3,0,0,0,3,18,30,24,8,91,0,0,0,0,0,0,0,3,0,7,3,7,14,15,16,17,21,27,9,135,32,50,79,85,154,201,205,155,40,1005
UCL115091,0,0,3,3,3,7,32,20,4,82,0,0,0,0,0,0,0,0,0,4,3,9,21,12,15,21,31,26,0,133,38,65,137,121,165,201,280,148,14,1175
UCL115092,0,0,5,0,3,9,16,23,21,81,0,0,0,0,7,0,0,0,0,7,6,10,16,13,4,6,13,8,8,83,49,120,252,179,205,189,211,142,77,1426
UCL115093,0,0,0,0,0,0,4,6,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,15,24,50,121,108,149,178,179,81,49,940
UCL115094,0,0,0,0,5,14,30,46,43,155,0,0,0,0,0,0,0,0,5,7,11,8,31,24,21,45,22,31,14,208,78,117,221,274,281,383,422,293,149,2216
UCL115095,4,0,0,4,0,8,21,16,13,69,0,0,0,0,0,0,0,3,5,3,5,10,26,15,15,22,14,10,8,123,26,59,151,140,120,148,127,82,38,880
UCL115096,0,0,5,0,7,11,26,26,12,85,0,0,0,0,0,0,0,0,4,7,9,11,9,15,14,23,28,30,7,127,83,142,258,372,499,603,797,436,80,3282
UCL115097,0,0,0,0,4,14,32,16,6,80,0,0,0,0,0,0,0,0,0,3,20,4,18,14,23,28,38,22,6,172,64,107,206,249,303,479,501,250,39,2204
UCL115098,0,0,0,5,9,12,22,31,5,81,0,0,0,0,0,0,0,7,0,13,14,7,37,33,34,51,37,42,11,263,34,54,166,144,147,208,180,148,30,1110
UCL115099,0,0,6,4,10,16,44,44,42,172,0,0,0,0,0,0,0,4,0,9,15,8,19,18,25,26,26,27,27,190,83,127,325,269,301,425,409,301,161,2388
UCL115100,0,5,0,4,6,16,20,47,43,128,0,0,0,0,0,0,0,0,0,6,4,8,12,22,23,26,38,45,31,202,46,84,212,232,295,412,431,364,202,2274
UCL115101,0,0,6,6,4,7,17,27,5,68,0,0,0,0,0,0,0,0,0,5,10,0,13,19,16,25,32,23,9,146,49,67,176,214,276,395,486,236,58,1957
UCL115102,5,0,5,6,10,17,52,44,20,156,0,0,0,0,0,3,4,0,0,8,7,12,13,20,25,33,35,19,6,177,52,103,191,193,217,273,318,208,65,1626
UCL115103,0,0,0,0,5,6,21,17,15,73,0,0,0,0,3,6,0,0,0,6,5,4,12,4,12,15,10,9,7,90,21,52,112,111,96,118,151,92,51,808
UCL115104,0,0,0,0,0,4,21,10,21,64,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,23,21,14,10,76,15,33,107,154,146,218,290,145,123,1241
UCL115105,0,0,0,0,0,6,24,22,22,81,0,0,0,0,0,0,0,4,0,9,3,9,7,17,13,18,21,25,25,138,34,105,157,162,173,211,190,144,77,1245
UCL115106,5,0,0,10,12,20,59,26,26,164,3,0,0,0,0,3,3,4,0,13,18,22,26,40,31,47,33,29,31,277,82,116,254,281,331,451,395,255,119,2277
UCL115107,4,0,0,0,8,6,13,24,20,68,0,0,0,0,0,4,0,0,0,11,20,10,45,53,41,35,32,17,8,259,95,100,370,474,568,481,426,193,72,2780
UCL115108,0,0,4,0,0,3,4,5,0,19,0,0,0,0,0,0,0,0,0,5,5,0,4,5,13,10,7,0,0,42,56,95,196,343,371,226,148,42,4,1484
UCL115109,0,0,0,8,5,19,47,34,30,143,0,0,0,0,0,0,0,0,0,8,13,10,15,30,20,45,59,53,17,256,65,88,253,275,348,525,810,389,134,2884
UCL115110,0,3,3,6,9,30,68,63,53,246,0,0,0,3,0,0,3,0,0,12,28,21,44,55,36,32,51,40,22,334,106,185,388,405,409,496,462,331,155,2953
UCL115111,5,0,4,6,9,25,53,37,12,152,0,0,0,5,3,0,4,7,3,19,23,30,67,55,53,38,48,52,36,411,96,199,397,378,336,437,403,292,111,2642
UCL115112,0,0,0,0,0,4,9,4,0,26,0,0,0,0,0,0,0,0,0,0,3,4,20,12,14,4,3,0,0,60,68,130,490,368,196,188,101,29,6,1581
UCL115113,0,0,6,4,7,8,25,28,9,86,0,0,0,0,0,0,0,3,0,9,0,11,6,8,11,17,17,27,18,118,47,110,249,159,212,211,161,162,62,1362
UCL115114,0,0,3,6,10,24,36,29,12,122,0,0,0,4,3,0,7,8,0,19,18,13,32,47,19,24,44,29,9,235,84,128,300,273,291,313,344,206,75,2017
UCL115115,0,0,0,0,4,15,23,14,4,66,0,0,0,0,3,4,0,0,0,16,19,19,70,67,52,49,51,15,14,361,103,191,557,702,710,689,625,246,79,3899
UCL115116,6,0,0,5,3,22,56,45,42,180,0,0,0,0,0,0,0,0,4,8,5,12,16,23,36,41,66,62,46,308,80,142,417,447,479,582,784,448,213,3592
UCL115117,3,0,3,0,0,9,29,38,11,85,0,0,0,0,0,0,0,4,0,4,9,3,12,16,17,17,25,31,27,155,48,43,118,147,128,174,346,346,126,1466
UCL115118,0,0,4,0,0,0,16,29,33,84,0,0,0,0,0,0,0,0,0,0,3,0,4,9,12,20,15,7,12,86,38,54,124,141,187,277,285,154,98,1363
UCL115119,0,0,0,3,4,24,16,19,0,71,0,0,0,0,0,0,0,0,0,5,11,8,27,25,13,10,18,13,6,129,122,228,535,476,511,470,374,174,50,2930
UCL115120,0,0,0,0,0,3,22,19,10,52,0,0,0,0,0,0,0,4,0,0,3,0,3,11,4,0,4,4,0,41,110,176,299,507,462,378,270,135,26,2362
UCL115121,0,0,0,0,7,22,31,23,11,104,0,0,0,0,0,0,3,0,0,3,6,14,20,24,23,11,22,28,3,151,44,95,189,201,205,267,296,159,51,1492
UCL115122,0,0,3,3,4,26,39,30,22,129,0,0,0,0,0,0,4,3,0,10,19,14,33,36,34,33,50,38,28,292,57,127,256,266,299,347,348,250,110,2058
UCL115123,0,0,0,0,0,4,9,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,16,21,7,0,67,50,51,141,164,219,192,214,80,17,1123
UCL115124,0,0,5,8,8,12,30,14,12,87,0,0,0,0,5,6,3,0,0,11,14,18,54,40,30,27,22,14,5,217,106,181,608,633,532,585,497,165,54,3352
UCL115125,0,0,0,0,0,16,45,36,20,116,0,0,0,0,0,0,0,0,0,5,3,10,14,24,16,33,42,52,20,216,52,86,255,317,334,479,641,419,129,2715
UCL115126,0,0,0,0,0,4,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,8,4,5,38,19,40,55,125,136,179,172,90,15,833
UCL115127,0,0,0,5,0,0,11,10,0,19,0,0,0,0,0,0,3,0,0,3,6,5,5,13,14,17,22,9,6,90,29,45,104,144,169,231,214,104,13,1064
UCL115128,0,0,5,5,0,0,7,7,5,21,0,0,0,0,3,0,0,0,0,4,6,5,22,26,31,14,10,0,0,121,41,80,232,335,383,321,219,74,20,1695
UCL115129,0,0,0,0,0,0,4,0,5,13,0,0,0,0,0,0,0,0,0,0,3,0,7,10,11,4,7,6,33,83,46,83,167,187,263,281,200,84,56,1361
UCL115130,0,0,0,4,7,29,69,62,57,227,0,0,0,0,0,3,3,0,0,12,16,3,15,16,19,41,61,80,68,314,69,96,235,239,314,654,851,561,228,3243
UCL115131,0,0,10,4,20,22,50,44,26,170,0,0,0,6,0,0,0,4,0,10,10,14,28,26,21,22,41,26,15,202,115,195,411,389,492,622,651,370,120,3376
UCL115132,0,0,0,0,0,3,3,9,4,27,0,0,0,0,0,0,0,0,0,3,3,0,11,3,9,11,10,10,13,73,22,47,124,130,178,301,305,153,61,1316
UCL115133,0,0,3,0,4,11,43,30,13,104,0,0,0,3,0,0,0,3,0,9,0,3,0,5,15,14,35,48,18,144,40,32,83,133,162,400,921,693,185,2651
UCL115134,0,0,0,7,6,16,51,53,48,180,0,0,0,0,3,0,0,5,0,15,11,9,17,20,18,45,34,42,26,228,115,202,396,344,411,563,585,414,209,3240
UCL115135,0,0,0,5,10,20,47,56,29,168,0,0,0,0,0,0,7,5,0,15,13,10,19,20,34,26,44,42,16,211,69,114,209,228,267,381,587,342,130,2329
UCL115136,3,0,0,0,4,0,17,7,5,38,0,0,0,0,0,0,0,0,0,5,6,8,6,8,7,3,7,13,0,57,67,114,294,334,283,211,168,74,20,1556
UCL115137,0,3,3,3,7,18,37,29,21,125,0,0,0,0,6,0,5,0,0,11,14,3,19,22,17,16,28,36,49,201,115,279,615,447,436,454,453,254,120,3170
UCL115138,0,0,5,0,4,0,10,13,6,30,0,0,0,0,0,0,0,0,0,0,6,11,18,12,9,3,3,0,0,64,43,146,392,297,232,151,155,57,8,1484
UCL115139,0,5,0,4,8,4,69,56,26,164,0,0,0,0,0,0,0,4,0,7,14,5,11,20,27,30,76,50,28,262,41,72,185,217,239,357,622,328,115,2164
UCL115140,0,0,0,0,4,3,17,10,3,37,0,0,0,0,0,0,9,0,0,8,3,0,6,8,11,19,21,5,0,80,21,34,108,123,133,200,287,90,32,1027
UCL115141,0,0,0,0,7,11,23,24,24,87,0,0,0,0,0,0,0,0,0,9,9,7,4,10,15,14,10,13,10,96,37,70,146,157,201,204,192,129,60,1190
UCL115142,0,0,0,3,0,10,16,17,3,62,0,0,0,0,0,0,0,3,0,3,5,0,3,4,11,37,51,28,13,161,29,47,127,135,224,484,622,313,82,2057
UCL115143,4,4,4,4,5,14,30,39,10,109,0,0,0,0,0,0,3,0,0,6,0,3,6,4,24,17,26,18,14,110,49,108,239,251,287,342,359,186,59,1874
UCL115144,0,0,4,5,6,14,26,27,25,106,0,0,0,0,0,5,0,0,0,7,15,5,15,19,36,26,55,32,11,211,55,75,213,223,304,462,544,310,115,2297
UCL115145,0,0,0,0,5,5,8,12,5,28,0,0,0,0,0,0,0,0,0,6,4,0,3,15,10,9,24,11,3,84,22,37,132,136,156,241,307,164,26,1211
UCL115146,0,0,0,0,0,7,25,19,21,79,0,0,0,4,0,0,4,6,0,10,0,4,12,9,16,13,23,19,19,122,46,96,196,270,340,473,524,257,106,2308
UCL115147,0,0,0,0,3,0,5,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,11,5,7,0,42,13,27,174,178,119,135,170,46,7,870
UCL115148,0,0,0,0,0,7,23,31,10,90,0,0,0,0,0,0,5,3,0,8,3,10,12,9,13,8,22,26,13,113,30,57,123,97,134,180,239,201,71,1139
UCL115149,0,0,5,0,3,3,10,10,0,34,0,0,0,0,0,3,0,3,0,8,43,37,76,79,71,78,68,20,12,488,61,71,221,153,158,192,130,45,12,1043
UCL115150,0,0,3,0,0,9,9,4,7,34,0,0,0,0,0,0,0,0,0,3,3,4,6,8,7,6,13,5,0,57,28,61,114,151,133,142,139,49,9,832
UCL115151,0,0,3,3,7,25,33,13,6,90,0,0,0,6,0,4,0,0,0,6,5,7,13,10,9,7,13,3,0,71,60,104,258,230,256,274,241,105,28,1557
UCL115152,0,0,0,0,4,9,24,35,13,88,0,0,0,0,0,0,0,0,0,7,3,0,6,6,10,13,21,30,8,94,18,31,117,82,119,169,186,144,48,919
UCL115153,0,0,3,3,0,12,33,21,11,78,0,0,0,0,0,0,0,0,0,8,7,4,16,12,23,19,42,30,36,189,31,81,128,108,143,195,200,146,77,1112
UCL115154,0,0,0,4,10,13,25,19,21,87,0,0,0,0,0,0,0,0,0,6,11,12,34,22,23,26,13,14,5,157,41,96,197,173,148,226,143,109,41,1174
UCL115155,0,3,8,11,23,43,73,49,37,258,0,0,0,3,0,0,0,0,0,4,30,36,94,83,79,68,73,69,26,549,127,250,577,420,482,624,536,349,153,3514
UCL115156,0,0,0,0,3,14,31,20,20,94,0,0,0,0,0,0,0,0,0,3,14,4,20,17,18,27,37,27,16,185,29,50,112,84,139,226,263,148,63,1105
UCL115157,0,0,0,3,9,30,24,32,13,112,0,0,0,0,0,0,0,0,0,7,4,4,9,8,13,18,22,24,3,108,34,64,124,117,147,205,222,140,45,1101
UCL115158,0,0,3,3,13,13,28,25,30,112,0,0,0,0,0,0,0,0,0,3,6,5,22,30,22,28,32,33,25,207,77,138,325,304,245,318,318,254,132,2114
UCL115159,0,0,4,3,0,5,15,3,7,39,0,0,0,0,0,0,0,6,0,7,0,0,8,13,7,5,10,0,0,53,57,102,241,234,274,238,156,64,29,1394
UCL115160,0,0,0,0,0,12,7,6,0,26,0,0,0,0,0,0,0,0,0,0,8,5,19,15,13,4,7,0,0,69,75,81,395,574,365,243,157,48,10,1952
UCL115161,3,0,8,7,13,36,63,46,45,224,0,0,0,0,0,0,5,5,0,12,16,16,24,30,37,63,46,49,25,297,93,210,501,442,490,684,623,399,154,3591
UCL115162,0,3,0,0,0,10,14,23,10,65,0,0,0,0,0,0,0,3,0,6,8,4,18,12,8,4,6,16,4,71,76,140,320,379,383,345,326,213,52,2238
UCL115163,6,0,5,3,9,25,23,22,32,124,0,0,0,0,0,0,0,0,4,4,0,3,6,10,5,8,6,23,12,73,58,130,207,216,250,266,190,144,117,1574
UCL115164,0,0,4,0,0,9,33,14,14,68,0,0,0,0,0,3,0,0,0,3,6,4,3,5,5,10,24,22,6,85,31,76,105,113,156,164,255,199,44,1151
UCL115165,0,0,0,0,7,9,15,15,5,46,0,0,0,0,0,0,0,0,0,5,3,8,7,8,11,17,4,3,4,69,49,59,153,112,146,125,102,69,16,825
UCL121001,0,0,0,0,7,5,11,13,4,39,0,0,0,0,0,0,0,5,0,5,3,0,6,5,3,9,10,7,0,43,27,33,88,88,104,149,122,71,22,695
UCL121002,0,0,0,0,0,6,11,15,8,44,0,0,0,0,0,0,0,0,0,0,3,5,12,10,9,7,19,9,4,85,8,20,59,50,58,77,88,60,36,454
UCL121003,0,0,0,0,0,3,0,4,4,12,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,6,3,10,0,40,15,11,58,68,70,155,139,63,5,590
UCL121004,0,0,0,0,5,7,8,5,4,30,0,0,0,0,0,0,0,0,0,0,4,6,8,8,7,3,3,3,0,40,29,38,122,125,95,110,95,43,17,680
UCL121005,0,0,0,0,0,10,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,17,19,30,64,62,78,84,68,25,0,434
UCL121006,0,0,0,0,0,0,4,10,4,17,0,0,0,0,0,0,0,0,0,0,3,0,5,0,13,13,14,12,4,57,11,15,55,37,79,129,122,66,12,530
UCL121007,0,0,0,3,0,7,18,21,12,61,0,0,0,0,0,0,0,0,0,0,6,4,7,9,6,13,26,17,36,118,23,37,68,77,106,145,172,119,61,814
UCL121008,0,0,0,0,4,0,8,3,0,19,0,0,0,0,0,0,0,0,0,4,18,15,24,28,26,26,21,13,0,161,37,27,59,62,57,68,65,25,3,406
UCL121009,0,0,0,6,6,3,16,15,6,45,0,0,0,0,0,0,0,0,0,0,9,10,12,16,16,21,26,14,15,131,24,63,89,90,106,95,105,81,42,699
UCL121010,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,26,8,0,56,11,23,35,66,93,121,138,54,9,550
UCL121011,0,0,9,5,0,14,13,11,10,52,0,0,0,0,0,0,0,0,0,3,9,19,13,11,6,31,10,9,0,107,39,49,102,86,111,135,122,57,18,712
UCL121012,0,0,0,0,0,4,5,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,19,27,67,66,80,116,183,114,32,6,697
UCL121013,3,0,0,0,6,12,14,13,3,50,0,0,0,0,0,0,0,0,0,0,0,16,32,14,17,12,16,5,4,112,20,45,139,64,83,112,56,31,14,557
UCL121014,0,0,0,3,0,5,3,7,0,23,0,0,0,0,0,3,0,0,0,3,0,4,0,7,14,13,17,9,0,62,12,11,41,66,76,98,79,39,8,423
UCL121015,0,0,0,0,0,6,7,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,3,0,14,17,42,76,78,115,150,79,52,13,611
UCL121016,0,0,0,0,0,0,3,0,7,8,0,0,0,0,0,0,0,0,0,4,5,5,0,5,9,3,4,0,0,40,13,21,68,63,73,95,69,23,11,436
UCL121017,0,0,0,0,0,3,5,4,0,12,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,5,3,5,0,20,13,43,82,135,107,120,65,22,0,586
UCL121018,0,0,0,0,3,0,19,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,10,6,0,41,25,41,110,110,102,123,103,54,3,667
UCL121019,0,0,0,5,4,0,4,0,0,14,0,0,0,6,0,0,0,0,0,3,0,3,0,3,0,0,4,8,0,12,13,32,42,87,101,89,105,37,8,511
UCL121020,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,8,0,0,25,11,25,45,91,85,79,57,20,8,423
UCL121021,0,0,5,0,6,4,6,6,5,30,0,0,0,0,0,0,0,0,0,3,0,3,10,9,11,6,6,3,6,55,15,33,61,62,78,71,85,42,37,479
UCL121022,0,0,0,0,4,13,9,15,8,47,0,0,0,0,0,0,0,0,0,4,7,0,7,8,10,11,20,13,10,89,16,31,62,53,80,117,102,93,40,590
UCL121023,0,0,0,0,3,9,14,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,9,0,43,5,11,22,44,56,155,174,51,11,526
UCL121024,0,0,0,0,7,0,10,10,0,29,0,0,0,0,0,0,0,0,0,0,3,0,3,4,10,5,4,0,0,29,14,19,59,58,63,67,64,42,15,397
UCL121025,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,38,39,75,90,84,63,35,6,454
UCL121026,0,0,0,3,0,4,9,9,5,28,0,0,0,0,0,0,0,0,0,4,0,4,13,9,6,17,8,6,5,68,14,41,112,89,106,193,195,59,19,818
UCL121027,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,3,5,0,0,30,26,34,62,75,90,95,54,20,12,467
UCL121028,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,4,7,6,43,11,26,69,76,92,173,169,64,13,692
UCL121029,0,0,0,4,5,10,11,4,0,37,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,3,12,0,5,32,18,41,80,57,59,87,72,38,5,459
UCL121030,3,0,5,7,3,20,17,12,4,63,0,0,0,0,3,0,0,0,0,7,7,12,16,8,13,14,21,13,3,106,33,48,109,92,100,152,116,51,14,715
UCL121031,0,0,0,0,0,5,12,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,16,9,5,3,58,17,22,89,95,120,200,185,54,12,804
UCL121032,0,0,0,0,0,13,16,17,5,50,0,0,0,0,0,0,0,0,0,5,3,5,8,9,11,7,11,17,4,73,20,28,59,60,68,101,123,93,39,595
UCL121033,0,0,0,0,0,0,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,3,11,8,4,3,10,4,0,46,4,17,62,83,57,56,49,23,3,360
UCL121034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,24,7,5,6,0,0,0,52,29,58,143,110,156,103,67,21,11,698
UCL121035,0,0,4,0,0,3,5,5,4,31,0,0,0,0,0,0,0,0,0,6,4,4,11,7,8,4,5,0,0,45,51,60,152,126,139,149,90,43,11,818
UCL121036,0,0,0,0,3,0,8,16,4,33,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,8,10,4,0,41,27,48,122,197,197,159,166,76,9,1002
UCL121037,0,0,0,0,0,3,19,7,0,35,0,0,0,0,5,0,0,0,0,5,0,0,3,5,3,5,0,0,0,25,18,34,59,84,121,117,151,55,9,648
UCL121038,0,0,0,0,0,5,14,6,4,36,0,0,0,0,0,0,0,0,0,3,3,0,11,12,7,8,14,9,3,67,15,17,65,62,45,99,94,58,25,479
UCL121039,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,7,18,8,14,11,10,0,72,17,24,95,105,114,101,78,31,8,576
UCL121040,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,22,13,24,22,64,107,71,59,20,0,381
UCL121041,4,0,0,0,6,10,11,6,3,37,0,0,0,0,0,3,0,0,0,0,0,3,5,0,6,12,18,8,3,53,20,30,50,38,82,91,98,63,17,484
UCL121042,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,0,0,0,0,4,0,7,0,4,3,11,7,6,38,11,29,63,52,49,102,104,70,15,486
UCL121043,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,13,22,30,64,94,97,72,67,25,7,484
UCL121044,0,0,0,0,0,0,14,4,4,23,0,0,0,0,0,0,0,0,0,0,6,4,11,6,14,5,14,3,5,72,12,27,70,54,77,66,81,31,11,420
UCL121045,0,0,0,0,0,6,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,5,0,33,12,13,39,50,65,105,98,41,8,442
UCL121046,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,14,12,14,41,85,82,62,42,22,4,352
