UCL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL115152,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,7,3,11,8,9,10,3,5,0,55,0,5,3,9,12,8,6,0,48,12,35,25,39,32,15,11,4,177,0,0,4,0,3,0,0,0,14,0,0,0,5,0,3,4,0,16,15,43,33,44,39,21,17,3,203,0,0,0,0,0,0,0,0,0,4,10,11,9,23,20,27,8,111,24,67,55,81,86,57,44,11,435
UCL115153,4,0,9,0,0,0,15,0,0,0,6,4,0,0,0,13,6,18,12,5,12,4,6,0,68,5,12,20,8,10,10,0,0,60,14,31,19,23,39,16,7,5,154,3,0,0,0,0,0,0,0,14,0,0,0,0,0,5,0,0,10,20,31,22,29,36,25,11,5,175,0,4,0,0,0,0,0,0,6,14,14,13,26,24,44,39,36,214,49,89,73,73,95,82,59,42,562
UCL115154,0,0,0,0,0,0,8,0,0,0,4,3,0,0,0,13,4,30,14,11,14,3,4,4,80,3,6,17,10,13,7,3,4,63,22,47,44,39,39,20,10,0,214,0,0,6,0,0,4,0,0,20,0,0,3,0,3,0,0,0,14,20,51,56,37,45,27,15,0,251,0,0,0,0,0,0,0,0,3,24,34,22,25,32,17,19,4,175,52,134,111,82,106,53,41,10,598
UCL115155,10,13,4,7,0,0,47,0,9,10,7,7,6,5,0,41,12,82,35,36,27,28,12,5,242,6,27,20,46,56,25,26,6,215,44,134,101,102,149,88,44,9,671,12,13,8,12,11,3,0,0,59,3,4,7,9,16,3,12,0,54,61,154,118,117,174,94,59,11,780,0,6,0,0,0,4,3,0,19,75,102,85,88,76,83,69,37,618,154,384,272,308,338,251,177,65,1955
UCL115156,0,0,3,0,0,0,13,0,0,0,6,0,0,0,0,10,3,12,11,11,22,9,10,0,70,8,0,5,11,25,14,8,0,69,6,26,16,38,53,34,14,4,193,4,0,6,0,4,3,0,0,19,0,4,0,0,0,3,3,0,13,14,24,20,41,53,45,18,7,229,0,0,0,0,0,0,3,0,5,19,23,21,24,27,43,28,15,200,40,74,55,88,133,119,67,21,598
UCL115157,0,5,0,4,0,0,10,0,0,0,0,4,0,0,0,3,0,8,4,4,6,12,0,0,40,0,6,6,7,4,11,0,0,40,17,41,41,29,42,25,10,3,214,6,0,0,0,5,0,0,0,11,4,0,3,3,0,11,5,0,22,18,51,44,37,48,41,13,3,252,0,0,0,3,0,0,0,0,4,17,11,11,17,18,30,21,8,136,35,82,69,75,86,93,36,10,491
UCL115158,5,6,4,0,4,0,27,6,8,7,4,9,3,0,0,34,8,68,54,29,13,14,14,7,201,4,12,32,23,24,22,9,5,132,50,111,90,65,68,35,26,10,449,8,3,7,7,7,4,0,0,32,4,0,7,4,9,8,8,4,38,57,115,101,76,76,50,31,11,518,0,0,0,0,3,5,4,0,13,20,28,35,34,28,41,47,29,248,93,244,234,165,161,132,101,45,1176
UCL115159,13,4,6,0,0,0,35,0,6,8,9,5,0,0,0,31,5,32,28,33,22,18,0,6,144,12,22,25,42,28,15,0,0,153,39,88,65,71,71,35,11,0,379,7,5,3,4,3,0,0,0,25,0,3,5,8,8,6,0,0,29,42,97,74,88,76,41,11,0,432,0,0,3,5,0,0,0,0,8,6,15,20,15,12,10,3,0,83,71,182,170,187,156,85,27,6,888
UCL115160,35,17,6,3,0,0,82,0,7,15,14,5,4,0,0,40,8,68,122,54,21,8,0,0,282,10,48,80,63,42,17,4,0,258,35,147,176,99,66,30,13,0,565,0,3,4,4,5,5,0,0,18,3,10,4,3,14,6,5,0,43,39,158,186,108,88,40,18,0,631,0,0,0,0,0,0,0,0,0,14,30,19,18,6,8,0,0,96,69,322,460,271,164,86,25,0,1389
UCL115161,18,6,15,8,4,0,54,0,7,6,5,11,9,0,0,42,12,50,39,33,40,46,21,4,244,11,41,40,38,55,40,24,4,245,75,178,125,142,164,97,42,5,824,4,19,4,6,7,10,3,0,56,4,7,14,15,22,12,7,0,72,78,203,139,156,194,123,54,12,957,0,4,0,0,6,8,0,3,19,46,41,32,40,72,63,61,38,396,146,354,268,289,387,307,167,53,1965
UCL115162,22,18,15,18,3,0,91,0,4,9,17,16,13,3,0,69,8,69,97,80,38,47,18,6,357,8,33,38,69,48,28,20,0,241,48,91,103,82,96,72,30,6,528,9,5,10,3,9,3,3,0,39,4,9,10,13,12,17,12,0,69,60,102,117,100,113,91,47,6,643,0,0,0,0,3,3,5,0,12,14,18,19,13,15,8,25,3,115,91,239,302,297,251,212,111,20,1522
UCL115163,10,7,0,0,0,4,24,0,6,7,5,3,3,3,0,26,8,27,15,12,21,7,4,0,97,5,22,26,26,23,17,4,8,125,44,70,82,90,72,48,21,13,435,8,0,5,0,3,0,0,0,25,3,3,8,7,3,7,10,6,45,52,84,86,100,80,58,35,22,512,0,0,0,0,8,0,0,3,9,13,4,14,13,11,13,22,20,100,77,141,151,158,146,100,66,49,892
UCL115164,0,0,7,3,0,0,11,0,0,0,3,0,0,4,0,8,9,7,17,4,14,22,7,0,74,0,7,10,17,10,26,14,4,90,27,39,45,48,39,47,30,9,283,3,0,0,0,0,5,0,0,10,0,0,0,3,4,7,9,0,30,31,42,54,49,41,60,39,9,325,0,0,0,0,0,0,0,0,12,9,4,6,5,18,33,29,11,113,49,68,86,82,87,138,99,23,630
UCL115165,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,3,4,20,14,11,8,0,0,0,56,3,10,3,15,10,3,0,0,43,21,65,44,31,23,13,3,0,205,0,3,0,8,4,0,0,0,15,0,0,0,10,0,3,0,0,18,24,73,48,52,29,16,0,0,238,0,0,0,0,0,0,0,0,4,12,11,10,14,18,11,7,3,84,39,110,83,85,67,33,13,5,439
UCL121001,0,4,3,0,0,0,19,0,0,3,0,5,3,0,0,8,0,12,8,12,12,9,4,0,45,3,7,5,13,9,15,0,0,52,8,36,31,32,38,22,9,3,172,0,0,3,0,4,0,0,0,12,0,0,3,3,3,0,5,0,11,8,34,35,33,44,22,8,5,194,0,0,0,0,0,4,3,0,8,6,10,5,3,13,14,6,0,64,16,62,62,66,83,67,21,6,386
UCL121002,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,7,8,0,5,0,0,0,27,0,3,0,4,5,4,0,0,14,0,11,10,12,12,11,11,0,66,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,17,14,14,14,11,6,0,80,0,0,0,0,0,0,0,0,0,11,12,15,11,15,24,10,3,103,16,37,33,33,37,42,25,8,233
UCL121003,3,5,3,3,3,0,26,0,0,0,5,8,14,7,0,31,0,20,20,10,32,26,3,0,111,0,12,3,3,14,16,3,0,54,0,9,22,21,41,29,12,4,137,0,0,0,0,3,0,0,0,9,0,0,0,0,4,0,0,0,6,0,7,24,24,47,27,12,4,148,0,0,0,0,0,0,0,0,0,6,3,0,8,9,9,8,0,44,8,45,65,59,111,92,41,4,424
UCL121004,4,0,0,6,0,0,10,0,7,0,0,0,0,0,0,14,0,18,18,6,18,7,3,0,74,0,9,19,9,12,8,0,0,59,18,43,30,32,32,25,4,0,190,5,0,0,0,3,0,0,0,6,0,3,0,4,6,10,4,0,27,22,49,37,39,41,34,12,0,225,0,0,0,0,0,0,0,0,3,11,11,10,7,4,8,5,3,57,34,91,90,67,76,62,22,5,449
UCL121005,0,3,9,0,0,0,20,0,0,0,0,0,3,0,0,6,6,7,9,11,7,0,0,0,43,0,3,12,12,6,14,0,0,51,6,25,28,24,14,15,4,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,12,6,25,28,27,20,18,9,0,129,0,0,0,3,0,5,0,0,0,5,3,0,4,3,10,0,0,27,26,49,43,55,46,43,13,0,274
UCL121006,0,5,4,3,0,0,17,0,0,0,0,5,5,0,0,9,4,8,8,12,9,17,6,0,67,0,0,10,12,20,9,11,3,56,7,22,16,26,42,28,8,0,152,0,0,0,0,4,4,0,0,8,0,0,0,3,0,6,4,0,15,10,21,16,25,47,38,12,5,167,0,0,0,0,0,0,4,0,8,0,10,0,13,13,17,13,7,72,13,39,37,64,100,91,42,9,392
UCL121007,5,0,0,0,0,0,9,0,0,0,0,5,3,0,0,10,3,6,11,4,7,11,0,0,44,0,9,9,8,10,8,7,3,45,9,19,23,32,30,35,8,0,153,0,0,3,5,4,0,0,0,18,0,0,0,3,8,0,0,0,9,13,19,22,40,42,35,9,0,184,0,0,0,0,0,0,0,0,5,13,14,8,9,16,29,31,41,160,30,49,51,62,74,87,54,41,448
UCL121008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,9,3,6,3,6,6,4,0,0,36,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,9,7,9,8,8,0,0,46,0,0,0,0,0,0,0,0,0,28,22,29,25,27,17,11,0,162,31,36,32,34,38,38,11,0,222
UCL121009,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,7,10,3,8,0,0,0,35,3,4,10,10,5,4,5,0,34,8,21,31,39,20,11,9,0,132,0,5,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,7,11,30,32,40,19,12,9,0,149,0,0,0,0,0,0,0,0,0,18,17,13,15,19,24,19,15,146,33,61,75,70,47,40,27,20,381
UCL121010,0,4,5,6,5,0,30,0,0,0,4,0,4,0,0,13,3,14,24,17,20,19,6,0,97,3,0,9,9,11,16,7,0,50,3,3,13,24,27,21,0,0,97,0,0,0,0,4,3,6,0,8,0,0,0,4,3,4,0,0,15,3,7,13,28,38,25,9,0,124,0,0,0,0,0,0,0,0,4,10,0,7,15,4,26,16,0,70,14,33,54,73,81,93,44,5,400
UCL121011,0,0,0,3,0,0,5,0,4,0,0,0,6,0,0,9,0,0,6,9,5,8,0,0,32,0,0,9,7,15,11,0,0,49,6,22,21,25,24,28,3,3,135,0,8,3,4,3,0,0,0,19,0,3,0,7,4,0,0,0,15,10,26,26,41,32,26,3,3,167,0,0,0,0,3,0,0,0,5,28,21,10,9,26,15,8,0,122,40,54,49,62,81,67,22,5,395
UCL121012,4,0,6,3,0,0,23,0,6,3,5,4,0,4,0,19,9,18,17,20,26,9,6,0,103,3,5,11,21,20,20,4,0,75,24,12,38,25,35,28,3,0,169,4,0,0,5,8,0,0,0,15,4,0,0,10,10,0,3,0,21,24,15,41,38,52,32,8,0,207,0,0,0,0,0,5,0,0,8,0,3,0,5,6,10,3,0,25,33,45,70,89,120,78,19,4,455
UCL121013,3,7,6,0,0,0,17,0,0,0,0,0,0,0,0,4,0,20,8,10,0,0,0,0,43,3,14,5,4,4,0,0,0,32,4,18,6,5,12,5,0,0,52,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,29,10,9,13,5,0,0,64,0,0,0,0,0,0,0,0,0,17,34,13,21,18,11,0,4,117,24,93,42,43,47,26,5,4,279
UCL121014,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,4,0,5,11,6,6,0,0,0,28,0,3,3,8,7,0,0,0,20,3,11,15,7,33,19,8,0,106,0,0,0,5,3,0,0,0,10,0,0,3,0,0,3,0,0,7,3,14,24,12,35,25,8,0,128,0,0,0,0,6,4,0,0,3,4,0,11,10,10,10,6,0,55,10,27,51,43,61,50,18,0,256
UCL121015,10,15,17,8,0,0,53,0,0,4,6,9,0,0,0,22,6,18,17,23,28,9,9,0,103,0,6,10,20,15,6,0,3,65,14,18,14,22,33,7,10,0,128,0,0,0,0,0,0,3,0,4,0,0,0,3,5,9,0,0,21,14,24,19,22,44,19,13,0,153,0,0,0,0,0,0,0,0,0,0,0,9,7,5,3,4,0,27,22,55,60,91,117,40,32,7,427
UCL121016,3,0,0,4,0,0,15,0,0,3,0,0,5,0,0,14,0,18,13,13,12,11,0,0,67,0,4,10,9,13,4,0,0,40,7,20,16,15,26,8,3,0,96,0,4,0,0,0,0,0,0,4,0,0,5,0,0,3,0,0,7,4,26,18,15,25,8,3,0,103,0,0,0,0,0,0,0,0,0,13,3,8,15,8,7,4,0,51,18,44,54,58,61,33,8,9,281
UCL121017,6,5,7,3,0,0,29,0,0,7,3,0,4,0,0,17,5,22,30,22,15,5,0,0,98,7,8,20,22,13,13,0,0,87,12,34,35,23,28,5,0,0,142,0,0,0,4,3,0,0,0,7,0,4,0,3,7,8,4,0,27,14,33,40,30,37,12,3,0,171,0,0,4,0,7,0,0,0,11,7,4,0,0,10,7,5,0,38,27,73,112,82,88,46,9,0,448
UCL121018,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,10,5,6,6,8,13,9,0,0,43,0,5,12,9,13,3,0,0,54,16,49,45,27,32,17,8,0,200,0,3,6,0,0,0,0,0,10,0,4,6,0,3,0,0,0,17,18,52,52,37,38,18,16,0,223,0,0,0,0,0,0,0,0,0,4,0,0,3,12,14,7,0,45,32,74,79,52,80,44,18,0,378
UCL121019,11,9,7,10,4,0,39,0,0,3,5,0,9,0,0,22,4,16,26,20,20,19,5,0,108,3,3,7,6,13,14,5,0,56,10,10,20,27,18,14,4,0,108,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,4,0,9,11,10,22,30,26,19,9,0,124,0,0,0,0,0,0,0,0,0,3,4,3,0,0,5,6,0,24,21,40,71,74,69,76,25,0,375
UCL121020,5,11,5,0,0,0,31,0,0,6,9,9,0,0,0,15,0,18,31,20,14,9,0,0,96,0,4,14,7,13,4,0,0,40,4,10,15,10,18,3,5,0,64,0,5,0,0,0,0,0,0,6,0,0,0,8,6,0,0,0,19,4,14,18,15,20,10,4,0,88,0,0,0,0,0,0,0,0,3,6,0,11,5,5,3,0,0,33,12,40,81,70,65,33,13,0,314
UCL121021,0,3,0,0,0,0,4,0,0,0,5,5,0,0,0,11,6,15,6,13,5,4,0,0,50,0,0,9,4,0,11,0,0,24,15,18,16,12,13,13,0,0,81,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,15,14,20,15,15,14,0,0,91,0,0,0,0,0,3,0,0,3,3,10,10,13,8,9,5,3,64,31,46,41,44,34,36,10,6,254
UCL121022,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,11,4,5,6,7,3,0,48,0,3,5,3,3,6,7,0,31,7,19,12,18,22,15,5,4,111,3,0,0,0,3,0,0,0,9,0,0,0,0,0,6,7,0,13,10,22,12,25,26,22,13,4,131,0,0,0,0,0,0,0,0,3,6,7,8,13,13,19,19,9,100,15,48,34,51,55,53,43,15,321
UCL121023,0,0,4,0,0,0,7,0,0,0,0,3,0,0,0,3,0,0,6,0,6,10,0,0,31,0,0,4,12,11,9,4,0,39,0,7,9,17,39,36,4,0,116,0,0,0,0,6,0,0,0,4,0,0,0,0,3,7,0,0,16,0,7,9,18,46,37,4,5,137,0,0,0,0,0,3,0,0,3,0,0,3,4,14,22,7,4,53,4,11,25,32,92,92,17,8,273
UCL121024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,12,0,0,3,7,7,4,0,0,29,7,23,24,18,12,3,4,0,96,3,3,0,0,0,0,0,0,8,0,0,0,3,6,0,0,0,13,11,27,27,24,18,9,6,0,116,0,0,0,0,0,0,0,0,0,9,5,6,10,7,7,0,0,44,15,36,36,46,31,23,15,0,212
UCL121025,11,4,8,3,0,0,32,0,0,7,4,4,0,0,0,14,9,19,17,25,18,6,5,0,101,4,3,7,8,11,3,5,0,47,18,7,15,23,22,23,5,6,107,0,0,0,0,0,0,0,0,5,0,0,0,3,4,4,4,0,20,18,6,17,27,23,26,7,4,128,0,0,6,0,0,0,0,0,4,0,0,4,0,0,0,0,0,10,25,32,66,75,62,43,20,6,338
UCL121026,5,0,6,6,0,0,34,0,0,0,7,10,5,0,0,25,6,34,20,28,23,27,4,0,132,0,11,15,16,30,17,5,0,101,10,22,21,21,48,39,9,0,177,0,6,0,0,0,0,0,0,10,0,0,0,4,9,4,5,0,17,8,26,27,23,59,47,14,5,206,0,0,0,0,0,0,0,0,3,8,15,13,7,19,11,14,4,88,21,92,78,82,143,125,34,8,591
UCL121027,0,0,5,0,5,0,14,0,0,0,0,4,0,0,0,7,3,17,21,18,12,8,0,0,81,0,3,12,9,14,9,0,0,49,13,22,20,26,28,5,4,0,111,0,0,0,6,3,0,0,0,8,0,0,0,0,0,0,0,0,6,8,22,22,29,35,7,4,0,121,0,0,0,0,0,0,0,0,0,3,0,3,7,5,8,0,4,38,20,51,68,70,72,25,10,4,323
UCL121028,0,11,7,9,0,0,32,0,0,4,4,3,3,0,0,16,0,21,8,20,23,27,8,0,110,0,8,12,9,23,12,0,0,65,10,18,19,21,48,44,17,0,180,0,0,0,0,3,5,0,0,10,3,0,0,4,9,6,0,0,16,8,21,22,24,62,54,13,0,212,0,0,0,0,0,0,0,0,3,3,3,10,4,12,12,8,0,60,18,55,63,71,134,118,34,6,489
UCL121029,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,9,6,3,3,3,0,0,19,0,8,4,8,7,0,0,0,29,9,27,13,9,18,8,4,0,85,5,6,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,6,14,30,20,12,21,9,4,0,100,0,0,0,0,0,4,0,0,7,9,8,10,3,3,12,0,0,44,20,54,35,20,34,33,4,0,204
UCL121030,3,0,4,0,0,0,6,0,0,0,4,0,0,0,0,6,0,10,0,4,0,8,3,0,26,4,5,9,12,6,7,4,0,28,13,16,13,25,29,15,4,0,113,8,3,3,0,0,0,0,0,10,0,0,3,3,4,0,0,0,15,20,25,20,26,33,19,4,0,143,0,0,0,0,0,0,0,0,0,17,22,5,15,19,20,9,0,111,39,56,44,57,62,49,19,6,332
UCL121031,10,6,7,6,0,0,35,0,0,0,4,0,9,0,0,24,6,14,21,18,32,34,5,0,134,0,11,11,21,31,26,3,0,103,14,20,32,39,47,32,13,3,196,0,0,0,0,3,0,0,0,12,0,3,0,3,8,8,0,0,30,14,23,31,41,60,44,14,3,231,0,0,0,0,0,3,0,0,10,7,16,7,11,24,13,4,3,78,20,73,78,103,163,130,36,10,612
UCL121032,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,11,8,11,10,4,4,0,37,0,0,0,4,12,8,0,0,38,9,13,14,16,17,18,11,3,101,0,0,0,0,0,0,0,0,7,0,0,0,0,5,6,0,0,15,9,11,15,15,18,27,14,3,123,0,0,0,0,0,0,0,0,5,8,10,8,9,8,17,23,4,82,21,35,39,43,52,53,40,8,298
UCL121033,10,3,0,4,3,0,23,0,0,3,0,9,0,0,0,11,0,15,24,15,11,6,0,0,71,0,3,12,5,5,7,0,0,31,0,14,13,15,16,4,9,0,80,0,0,0,0,0,0,0,0,6,0,0,3,0,0,7,0,0,8,5,12,15,15,17,8,9,0,89,0,0,0,0,0,0,0,0,0,4,11,14,4,8,10,5,0,48,12,48,79,43,44,35,13,0,275
UCL121034,17,13,7,5,4,0,50,0,0,0,5,7,7,0,0,17,6,27,24,35,21,14,5,0,126,0,14,14,22,10,14,0,3,77,19,37,28,42,33,11,9,0,172,0,3,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,9,14,39,28,47,33,5,6,0,189,0,4,0,4,0,0,0,0,8,12,20,7,9,8,5,0,0,60,41,112,97,138,87,49,12,3,542
UCL121035,0,0,3,0,0,0,11,0,0,5,4,0,3,0,0,6,0,12,4,7,9,6,8,0,50,3,16,17,17,11,0,0,0,74,23,55,34,51,48,28,9,0,234,5,0,0,0,0,0,0,0,11,4,4,3,7,8,5,0,0,22,22,60,43,56,51,30,9,0,264,0,0,0,0,4,0,0,0,5,11,16,16,11,11,4,3,0,67,40,99,90,95,91,44,17,0,483
UCL121036,15,6,5,4,3,0,36,0,5,4,4,4,6,5,0,18,3,16,36,40,20,21,3,0,140,0,16,24,32,25,25,6,0,125,13,37,57,56,38,36,14,0,250,4,0,6,4,5,0,0,0,19,4,0,0,9,6,0,3,0,24,18,37,65,65,48,41,15,0,287,0,0,0,0,0,0,0,0,5,0,8,7,8,8,16,3,0,51,19,90,149,159,105,102,40,6,665
UCL121037,0,5,0,7,0,0,21,0,3,4,3,6,10,0,0,19,3,6,19,28,16,13,3,0,83,5,3,9,5,19,22,3,0,67,9,30,23,39,33,29,9,4,181,0,0,4,3,0,4,0,0,14,3,0,0,0,0,9,0,0,11,16,29,28,41,40,39,13,4,208,0,0,0,0,0,0,0,0,8,0,3,6,5,5,9,5,0,32,21,46,65,92,93,93,22,8,437
UCL121038,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,16,0,5,4,3,12,3,0,0,29,11,27,14,11,24,15,8,0,105,0,0,3,4,0,4,0,0,9,0,0,0,0,0,4,0,0,7,11,27,20,14,23,20,5,0,123,0,0,0,0,0,0,0,0,0,4,11,13,7,13,17,8,5,79,16,46,41,29,52,49,21,10,251
UCL121039,11,10,13,0,3,0,34,0,0,3,4,8,4,0,0,18,0,27,29,38,15,18,7,0,141,0,17,6,11,18,7,4,0,65,0,18,12,19,13,8,3,0,79,0,0,0,0,0,0,0,0,0,0,4,5,0,5,3,0,0,15,7,17,17,19,13,9,6,0,96,0,0,0,0,3,4,0,0,5,4,16,21,12,10,15,11,0,87,15,82,87,89,79,60,30,4,451
UCL121040,8,3,0,3,0,0,16,0,0,0,3,0,5,0,0,4,0,4,25,25,9,6,0,0,61,0,0,8,15,9,5,0,0,40,12,11,20,36,19,8,9,0,109,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,6,14,11,21,38,25,8,11,0,121,0,0,0,0,0,0,0,0,0,4,3,0,7,9,11,4,0,29,19,15,63,88,52,27,11,0,278
UCL121041,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,0,4,6,8,5,9,0,0,30,0,8,5,8,5,4,3,0,33,17,16,19,21,20,16,10,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,13,16,20,22,21,19,16,0,121,0,0,0,0,0,0,0,0,0,4,4,5,9,16,16,14,4,67,23,33,32,49,52,44,25,6,267
UCL121042,7,3,14,13,3,0,47,0,0,0,0,0,0,4,0,14,6,19,19,14,30,22,8,0,116,0,7,0,8,15,8,6,0,41,9,5,9,9,13,7,8,0,66,0,0,0,0,3,0,5,0,6,0,0,0,0,3,4,0,0,7,9,12,9,9,14,13,10,5,78,0,0,0,0,0,0,0,0,0,4,5,0,7,7,11,9,5,46,12,48,38,37,79,75,40,10,342
UCL121043,11,3,6,3,0,0,23,0,4,0,0,5,0,0,0,9,6,17,22,24,8,7,0,0,82,3,7,12,15,8,8,0,0,55,9,19,17,26,25,16,8,0,119,0,3,0,0,0,4,0,0,10,0,0,5,5,6,0,0,0,13,12,23,21,30,28,19,8,0,143,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,15,22,58,76,80,56,41,16,4,339
UCL121044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,9,0,0,0,26,3,12,5,5,3,7,0,0,31,0,21,17,21,17,14,4,0,93,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,26,17,21,17,15,4,0,103,0,0,0,0,0,0,0,0,0,13,7,6,15,4,15,3,5,78,21,50,41,44,41,42,8,8,244
UCL121045,0,5,0,7,3,0,18,0,0,0,0,0,0,0,0,0,0,3,14,9,6,14,7,0,59,8,6,3,6,10,8,6,0,45,4,15,12,27,26,18,3,4,112,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,8,4,18,16,27,30,18,6,4,128,0,0,0,4,0,0,0,0,3,4,0,0,9,6,12,3,0,34,7,29,35,54,59,60,28,4,287
UCL121046,16,18,12,8,4,0,61,0,0,11,6,0,0,0,0,23,0,16,26,17,10,13,5,0,94,0,0,13,11,16,0,3,0,44,0,18,10,17,13,6,0,0,58,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,18,10,15,13,8,0,0,66,0,0,0,0,0,0,0,0,5,0,0,5,0,0,6,0,0,13,8,35,79,76,51,35,13,5,301
UCL121047,5,9,4,3,0,0,24,0,4,4,0,0,0,3,0,12,0,23,16,18,3,12,3,0,80,3,8,13,13,10,7,0,0,54,0,20,22,19,16,11,0,0,87,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,7,5,23,23,21,16,11,3,0,102,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,27,11,63,63,60,35,34,11,3,290
UCL121048,0,5,0,8,0,0,16,0,6,0,0,0,0,0,0,6,0,3,13,15,9,16,0,0,62,0,6,7,21,10,14,5,0,53,10,14,7,25,25,19,14,0,108,0,0,0,0,0,4,0,0,4,0,0,0,3,0,4,0,0,9,8,14,12,32,31,26,13,0,124,0,0,0,0,0,0,0,0,0,4,0,4,0,6,6,5,0,25,16,23,29,66,59,60,20,0,278
