UCL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
UCL115155,7,0,19,21,4,8,4,12,3,79,0,0,0,0,0,0,0,0,0,5,0,4,4,0,4,0,5,0,0,15,7,3,0,11,0,8,3,10,5,47,81,165,136,209,97,44,59,110,19,918
UCL115156,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,25,62,38,43,24,7,14,18,4,250
UCL115157,0,0,5,5,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,4,26,41,41,22,11,32,25,3,219
UCL115158,4,0,18,4,0,0,9,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,4,3,0,3,8,0,5,37,83,158,168,93,90,38,79,38,14,757
UCL115159,5,0,13,9,7,3,0,4,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,8,6,0,6,0,3,3,3,0,4,27,96,131,150,67,95,31,37,34,13,659
UCL115160,9,6,12,4,6,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,4,7,0,3,3,0,0,3,22,211,265,209,121,146,47,54,40,12,1106
UCL115161,3,0,30,8,5,6,3,12,0,65,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,10,3,0,8,17,0,4,7,7,3,54,76,213,174,244,97,62,58,85,14,1022
UCL115162,8,0,18,10,12,7,5,10,0,75,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,4,5,3,0,0,6,0,4,22,113,309,163,150,125,53,41,60,4,1007
UCL115163,0,0,9,12,6,4,5,6,0,41,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,10,8,0,5,0,0,3,0,3,4,23,72,91,126,88,63,26,45,42,8,557
UCL115164,7,0,7,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,35,56,72,39,35,16,13,21,11,294
UCL115165,0,0,3,3,3,0,4,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,3,3,3,0,3,0,20,32,47,73,36,38,21,24,34,12,313
UCL121001,0,0,0,0,3,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,27,42,42,27,30,9,19,23,4,225
UCL121002,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,13,30,9,13,6,0,6,13,6,100
UCL121003,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,36,70,41,10,18,16,3,14,0,205
UCL121004,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,0,0,0,0,0,7,26,59,66,54,34,13,3,16,4,279
UCL121005,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,10,20,40,50,15,27,4,7,10,10,186
UCL121006,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,29,51,45,17,21,4,3,16,0,189
UCL121007,6,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,5,4,18,20,26,27,23,20,5,21,28,8,168
UCL121008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,5,9,7,0,3,0,4,0,37
UCL121009,0,0,0,0,0,0,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,14,17,32,20,16,5,47,20,3,176
UCL121010,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,41,51,39,27,18,9,4,11,7,211
UCL121011,4,0,4,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,14,22,25,42,9,16,4,23,0,151
UCL121012,4,0,0,3,4,0,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,6,38,86,57,32,42,13,19,11,9,306
UCL121013,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,22,44,13,31,13,4,6,3,3,146
UCL121014,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,30,25,26,8,7,8,18,3,143
UCL121015,0,0,6,8,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,71,84,49,23,37,11,4,20,3,305
UCL121016,0,0,5,5,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,43,39,18,19,8,6,13,5,171
UCL121017,0,0,4,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,59,98,52,44,40,16,12,12,6,327
UCL121018,0,0,6,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,10,18,36,72,31,30,11,14,18,10,247
UCL121019,0,0,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,103,32,30,29,8,15,11,0,267
UCL121020,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,85,32,23,32,5,3,7,6,222
UCL121021,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,43,22,24,15,4,15,16,0,167
UCL121022,0,0,4,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,13,8,33,23,17,18,3,6,14,9,133
UCL121023,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,12,10,14,5,7,9,7,87
UCL121024,4,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,7,15,18,20,23,10,15,12,0,116
UCL121025,5,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,84,42,29,27,10,6,12,3,243
UCL121026,3,0,7,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,8,38,111,52,39,28,10,5,20,5,314
UCL121027,0,0,3,3,5,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,19,74,36,26,25,10,17,25,5,231
UCL121028,0,0,5,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,23,69,43,39,18,8,3,12,6,226
UCL121029,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,12,7,20,23,17,9,10,21,9,6,124
UCL121030,0,0,5,5,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,14,22,16,34,17,19,6,24,15,7,160
UCL121031,5,0,5,0,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,3,0,0,0,0,17,54,89,63,47,38,15,4,19,0,326
UCL121032,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,20,34,16,21,20,9,13,13,0,139
UCL121033,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,14,64,29,25,10,6,4,16,0,166
UCL121034,6,0,3,3,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,4,0,5,0,0,0,0,16,77,91,72,48,38,30,13,24,7,400
UCL121035,0,0,5,9,5,0,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,3,0,9,30,43,64,70,37,15,27,26,4,310
UCL121036,7,0,11,6,4,10,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70,115,75,75,57,17,16,23,4,440
UCL121037,0,0,8,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,72,52,39,24,7,0,18,0,240
UCL121038,0,0,9,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,13,15,28,19,10,4,9,18,0,119
UCL121039,0,0,7,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,7,63,76,34,29,31,12,9,12,6,263
UCL121040,4,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,8,28,71,44,23,27,9,13,9,0,220
UCL121041,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,14,20,23,37,13,6,8,5,0,138
UCL121042,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,82,20,15,14,8,0,9,0,184
UCL121043,4,0,0,3,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,48,70,51,13,37,10,3,12,5,252
UCL121044,0,0,5,3,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,21,23,24,15,10,9,14,3,112
UCL121045,0,0,4,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,4,9,34,32,19,12,14,4,25,0,150
UCL121046,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,84,24,21,29,3,0,8,3,247
UCL121047,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,56,35,22,26,7,9,8,7,201
UCL121048,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,14,42,28,18,24,5,5,9,3,151
UCL121049,0,0,5,6,5,6,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,24,34,46,17,29,8,19,19,5,200
UCL121050,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,25,13,12,14,5,9,10,0,98
UCL121051,0,0,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,24,49,28,33,16,11,3,15,4,184
UCL121052,0,0,10,0,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,45,72,47,27,27,16,3,10,5,255
UCL121053,0,0,3,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,22,23,31,18,21,9,16,14,3,164
UCL121054,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,50,76,67,29,42,14,8,8,7,305
UCL121055,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,64,45,36,22,9,5,14,3,223
UCL121056,0,0,14,4,3,5,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,12,18,43,67,43,42,20,6,20,4,267
UCL121057,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,24,37,73,27,32,12,23,10,3,244
UCL121058,6,0,11,9,3,3,0,4,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,5,0,13,96,195,114,84,83,34,20,25,6,650
UCL121059,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,25,43,52,27,20,12,6,17,3,192
UCL121060,9,5,3,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,10,54,84,71,46,40,12,21,4,6,337
UCL121061,0,0,3,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,11,17,41,18,19,5,19,9,0,146
UCL121062,3,0,4,3,5,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,9,77,121,63,44,45,12,16,18,8,398
UCL121063,0,0,4,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,20,24,20,15,8,3,12,0,117
UCL121064,5,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,11,19,35,45,27,23,9,15,19,0,197
UCL121065,0,0,5,9,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,16,50,41,34,19,9,10,20,7,206
UCL121066,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,27,38,19,15,4,17,11,0,145
UCL121067,0,0,4,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,25,39,32,39,20,18,12,14,5,210
UCL121068,4,0,18,9,3,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,16,0,0,6,0,0,0,0,0,5,14,81,120,107,101,62,50,18,38,9,579
UCL121069,0,0,8,6,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,67,89,62,23,54,11,16,3,0,319
UCL121070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,73,34,30,22,5,0,0,0,223
UCL121071,0,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,14,19,21,22,16,20,9,13,20,3,138
UCL121072,6,0,3,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,16,27,71,21,20,14,22,16,6,210
UCL121073,0,0,7,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,7,11,18,33,20,12,4,10,15,0,129
UCL121074,3,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,64,30,25,24,4,6,13,5,205
UCL121075,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,40,22,6,14,3,9,8,6,129
UCL121076,0,0,11,11,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,4,18,30,55,67,52,29,17,26,10,10,298
UCL121077,3,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,72,34,39,20,13,10,16,6,244
UCL121078,0,0,13,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,23,47,56,35,28,8,16,6,0,224
UCL121079,3,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,42,28,23,32,13,8,15,0,184
UCL121080,0,0,6,3,5,0,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,4,3,5,0,0,0,0,0,12,45,100,64,51,55,13,13,28,0,369
UCL121081,0,0,5,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,64,35,26,29,16,10,9,8,220
UCL121082,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,43,98,58,53,39,10,6,18,4,337
UCL121083,0,0,11,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,8,49,103,44,44,30,14,6,16,4,301
UCL121084,3,6,5,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,5,56,68,60,24,42,17,19,11,7,296
UCL121085,0,0,0,3,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,3,59,133,51,46,52,16,12,10,4,381
UCL121086,0,0,5,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,11,24,38,39,29,15,9,29,19,0,206
UCL121087,0,0,0,0,5,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,13,24,32,32,22,11,8,10,3,165
UCL121088,0,0,12,8,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,3,0,10,22,25,50,18,22,19,10,27,3,203
UCL121089,4,0,7,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,43,80,60,41,38,7,12,20,0,307
UCL121090,0,0,5,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,8,44,54,56,21,35,14,12,21,3,264
UCL121091,0,0,3,8,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,9,26,73,38,39,25,16,14,13,3,243
UCL121092,0,0,9,4,8,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,4,4,11,44,64,94,46,47,31,24,21,3,380
UCL121093,3,0,11,8,0,0,0,10,0,38,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,11,24,42,84,50,36,11,32,33,0,312
UCL121094,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,21,25,17,35,12,0,8,16,3,130
UCL121095,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,5,0,0,8,56,72,35,26,31,8,20,13,14,277
UCL121096,3,4,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,38,83,36,30,18,15,4,15,7,242
UCL121097,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,23,88,35,28,22,13,13,11,0,223
UCL121098,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,4,4,3,0,0,0,0,0,0,8,54,111,53,35,54,12,5,15,0,341
UCL121099,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,22,28,24,25,20,3,16,9,0,154
UCL121100,0,0,7,4,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,39,109,60,45,40,18,7,19,5,354
UCL121101,3,0,11,3,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,5,18,32,47,85,39,39,21,24,26,9,325
UCL121102,0,0,3,5,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,10,40,78,38,39,20,13,6,20,8,264
UCL121103,5,0,4,10,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,19,15,59,50,45,22,14,22,28,3,262
UCL121104,0,0,4,8,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,12,24,34,49,34,13,13,11,18,4,198
UCL121105,0,0,0,3,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,3,0,0,0,0,0,8,16,25,6,19,16,0,14,20,0,120
UCL121106,3,0,4,0,6,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,25,82,43,41,43,16,6,19,0,279
UCL121107,0,0,5,3,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,4,0,0,7,0,0,0,0,0,0,8,26,38,58,37,26,15,15,13,11,239
UCL121108,0,0,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,20,64,38,49,18,6,10,13,6,225
UCL121109,4,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,60,22,20,15,14,3,10,8,170
UCL121110,0,0,11,8,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,22,47,36,46,20,12,14,29,7,240
UCL121111,3,3,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,0,10,17,34,24,16,11,9,16,3,3,128
UCL121112,5,0,5,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,14,22,51,62,38,29,15,20,15,0,256
UCL121113,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,7,17,20,31,17,12,11,15,12,3,140
