UCL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
UCL115031,8,3,15,7,6,3,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,15,8,0,0,3,0,3,0,0,4,28,112,218,140,85,90,36,23,35,19,761
UCL115032,6,0,11,0,4,3,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,4,0,0,0,0,11,130,252,101,72,81,31,13,35,9,717
UCL115033,10,0,26,13,26,4,0,6,0,80,0,0,0,0,0,0,0,0,0,0,11,4,0,6,8,0,0,0,0,31,0,3,3,3,0,0,6,0,8,29,347,499,250,147,223,45,41,38,30,1621
UCL115034,0,0,12,3,4,9,4,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,22,62,95,136,66,69,30,44,40,9,553
UCL115035,13,3,30,14,6,5,4,6,0,90,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,4,0,0,15,3,0,6,0,5,0,0,3,0,26,181,389,241,202,179,67,63,68,12,1399
UCL115036,0,0,15,6,5,4,0,8,0,42,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,13,4,0,3,0,0,3,0,0,3,20,133,234,143,126,90,49,26,59,8,864
UCL115037,0,0,6,4,3,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,72,156,56,60,59,25,13,18,5,458
UCL115038,3,0,3,5,0,0,5,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,3,0,0,0,0,8,4,16,37,75,59,55,30,18,19,32,3,326
UCL115039,4,0,11,5,9,0,13,6,0,55,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,8,6,5,14,0,3,0,14,0,0,46,98,180,239,85,97,32,114,52,14,909
UCL115040,0,0,11,4,3,4,0,10,0,29,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,3,0,11,0,6,0,0,0,0,6,0,0,8,73,92,119,93,67,30,34,48,9,555
UCL115041,4,0,9,6,0,0,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,4,4,6,6,4,6,7,5,43,77,110,101,101,54,32,66,25,6,566
UCL115042,4,4,6,9,3,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,3,18,76,124,66,93,62,23,27,25,8,494
UCL115043,8,0,9,4,3,6,0,7,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,4,4,4,0,23,54,114,49,90,53,35,28,58,8,480
UCL115044,0,0,5,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,0,4,5,0,3,3,4,8,27,53,109,58,79,61,16,16,41,15,448
UCL115045,0,0,6,3,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,10,17,33,43,49,22,6,10,30,8,228
UCL115046,6,0,3,6,5,3,0,5,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,7,3,3,3,4,0,5,7,32,70,136,84,87,58,32,8,47,8,528
UCL115047,0,0,14,6,3,3,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,4,0,5,21,48,102,94,80,46,34,19,41,6,481
UCL115048,10,0,14,12,3,0,4,5,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,3,3,3,0,0,0,0,0,16,114,266,170,155,110,57,32,49,9,960
UCL115049,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,23,60,51,38,23,12,21,22,5,249
UCL115050,12,0,26,8,9,8,0,11,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,4,0,4,0,0,4,0,16,96,204,127,99,111,50,24,38,8,763
UCL115051,4,0,18,3,4,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,13,52,125,93,85,52,28,16,34,6,480
UCL115052,0,0,10,3,0,4,6,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,5,3,0,5,6,0,20,40,57,124,66,28,27,74,24,3,445
UCL115053,0,0,4,0,3,4,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,8,25,56,38,34,32,16,10,24,5,233
UCL115054,0,0,5,0,4,4,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,53,79,84,45,50,15,21,12,7,363
UCL115055,4,0,17,7,6,3,4,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,9,3,0,5,3,0,32,59,97,113,92,47,34,36,51,3,533
UCL115056,13,0,25,11,7,6,4,8,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,5,4,9,3,0,3,8,3,33,77,111,130,132,70,35,42,83,11,689
UCL115057,8,4,21,8,9,10,0,6,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,3,6,24,96,199,96,124,83,39,29,62,12,746
UCL115058,3,0,8,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,3,0,0,0,4,3,15,44,82,58,59,27,18,14,14,6,323
UCL115059,6,0,15,3,3,0,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,15,40,81,69,87,50,11,27,33,0,402
UCL115060,3,0,22,15,4,6,0,9,0,57,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,9,0,0,7,0,0,0,7,0,12,30,70,154,236,227,80,42,43,38,30,921
UCL115061,0,0,7,4,3,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,4,0,0,0,0,0,0,11,25,55,38,51,27,14,7,15,0,235
UCL115062,4,0,3,3,8,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,0,8,0,0,0,0,3,0,0,0,0,9,78,111,101,58,54,24,23,26,8,481
UCL115063,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,84,147,67,41,57,21,10,23,4,450
UCL115064,11,3,20,12,5,0,0,9,0,66,0,0,0,0,0,0,0,0,0,0,3,7,0,0,6,0,0,0,0,18,0,3,3,0,0,4,0,0,4,25,277,592,246,177,177,57,34,65,21,1639
UCL115065,4,0,12,5,0,0,6,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,7,3,10,0,8,4,46,59,99,88,111,47,37,24,44,15,518
UCL115066,3,3,9,18,11,0,3,7,0,63,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,14,3,0,5,0,3,0,4,7,0,22,108,131,259,127,125,36,53,51,9,884
UCL115067,6,0,10,10,3,0,0,6,0,40,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,4,4,0,5,0,3,19,45,87,101,92,35,30,42,61,8,507
UCL115068,3,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,4,0,0,0,0,0,0,8,42,60,54,33,41,18,20,25,4,289
UCL115069,0,0,5,8,0,7,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,3,0,0,3,0,17,48,88,71,68,34,18,32,51,4,423
UCL115070,7,0,22,14,4,9,8,12,0,79,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,7,0,0,20,9,0,5,0,0,0,6,4,10,35,96,157,272,155,90,55,131,56,17,1026
UCL115071,8,0,8,4,0,0,5,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,3,0,8,0,0,0,5,0,0,12,51,81,127,79,55,24,86,32,5,544
UCL115072,3,0,13,6,0,3,4,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,10,42,128,81,90,51,23,28,42,4,488
UCL115073,10,0,21,0,7,5,5,11,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,6,0,0,3,0,4,0,19,61,93,84,53,50,23,24,48,4,444
UCL115074,0,0,4,0,0,3,0,11,0,23,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,13,0,26,58,65,68,68,39,21,29,74,5,435
UCL115075,3,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,34,71,44,35,38,13,7,8,4,247
UCL115076,5,0,12,11,0,0,3,5,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,4,0,0,4,0,0,25,44,88,84,80,36,17,34,20,10,413
UCL115077,6,0,19,6,0,3,0,11,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,4,0,0,10,0,25,65,147,83,84,59,40,29,48,4,558
UCL115078,4,0,9,0,0,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,4,0,0,4,3,18,41,74,65,40,39,27,10,22,5,317
UCL115079,3,0,15,6,4,0,0,9,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,0,0,3,4,8,6,40,68,91,104,63,49,24,29,48,9,498
UCL115080,0,0,20,11,0,5,6,8,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,4,3,3,7,31,61,122,180,95,76,61,65,51,22,730
UCL115081,4,0,4,3,4,0,3,6,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,9,6,0,4,0,0,0,4,5,4,24,47,39,55,43,31,9,35,61,3,331
UCL115082,0,0,11,5,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,6,5,7,23,39,55,45,32,12,25,19,3,253
UCL115083,5,0,15,9,4,4,4,8,0,45,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,5,0,0,8,0,0,10,4,5,0,5,12,7,39,80,109,136,87,73,36,55,70,16,663
UCL115084,0,0,9,4,0,5,3,9,0,19,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,5,0,5,0,6,0,20,22,64,63,46,27,19,17,39,0,294
UCL115085,0,0,5,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,7,81,130,78,45,53,22,19,18,0,441
UCL115086,21,0,19,19,5,7,0,13,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,9,7,0,7,0,3,3,0,0,8,36,144,180,163,187,89,64,36,85,26,987
UCL115087,0,0,14,6,0,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,4,3,15,47,89,91,50,59,22,21,20,15,420
UCL115088,0,0,5,5,6,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,13,44,107,52,68,69,21,10,27,6,412
UCL115089,6,0,13,18,11,8,6,10,0,69,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,6,6,0,10,4,0,7,3,7,0,9,11,3,38,114,173,157,194,109,43,94,101,9,995
UCL115090,0,0,3,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,6,16,34,35,32,16,14,15,13,4,173
UCL115091,0,0,3,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,7,3,0,0,0,0,0,13,24,32,65,46,30,16,20,24,3,271
UCL115092,0,4,10,10,3,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,3,0,6,0,3,0,3,0,0,21,32,102,107,105,55,37,24,47,6,505
UCL115093,3,0,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,3,0,7,65,129,74,31,62,28,18,24,3,422
UCL115094,3,0,13,9,0,4,0,14,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,5,0,0,6,4,16,43,125,85,109,55,23,26,53,14,540
UCL115095,5,0,8,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,35,49,35,32,24,8,14,15,0,220
UCL115096,5,0,25,22,12,6,0,10,0,78,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,13,0,6,3,0,4,0,0,3,8,23,121,296,171,164,145,55,42,81,15,1103
UCL115097,0,4,14,11,0,3,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,11,0,6,3,3,0,0,8,0,5,22,64,109,145,98,69,30,31,37,15,594
UCL115098,9,0,4,5,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,24,69,21,47,37,10,11,12,7,241
UCL115099,9,0,19,9,11,4,0,3,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,16,3,0,5,7,4,4,0,4,3,40,72,105,89,143,75,23,25,66,16,614
UCL115100,7,0,12,9,7,3,3,6,6,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,10,0,3,0,5,0,0,0,5,0,19,62,151,63,100,60,25,23,61,14,547
UCL115101,3,3,8,3,3,3,4,10,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,9,3,7,3,0,3,0,0,5,0,22,90,175,94,94,70,39,21,45,12,638
UCL115102,0,0,7,0,0,7,6,8,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,8,4,0,0,5,4,0,27,35,71,77,75,38,24,46,38,7,406
UCL115103,0,0,3,6,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,0,0,5,8,3,23,22,34,42,42,23,6,26,15,6,210
UCL115104,3,3,8,4,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,18,52,149,71,50,36,12,3,23,0,408
UCL115105,0,0,3,3,4,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,10,0,0,0,0,5,4,16,57,81,82,70,47,25,24,29,8,425
UCL115106,3,0,15,3,14,4,5,11,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,7,8,6,3,31,42,121,117,90,87,51,38,53,11,618
UCL115107,6,4,20,6,0,6,3,8,0,52,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,0,0,3,0,20,5,3,3,6,0,6,0,0,3,20,139,390,154,155,92,70,20,70,19,1113
UCL115108,3,5,9,8,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,10,4,0,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,3,12,210,286,109,77,131,25,17,19,13,891
UCL115109,12,6,23,8,3,3,0,5,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,3,7,3,4,0,0,9,0,28,114,155,150,116,97,46,19,61,6,766
UCL115110,7,0,17,3,4,4,0,14,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,8,0,0,9,5,5,4,4,9,6,41,93,154,159,141,80,37,40,79,17,801
UCL115111,6,0,10,7,6,3,3,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,10,4,7,0,4,10,3,5,4,3,30,81,164,143,121,99,34,70,63,11,792
UCL115112,6,0,22,9,10,6,10,12,0,66,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,11,0,0,0,0,4,0,6,5,7,28,100,177,170,108,91,46,128,48,15,882
UCL115113,5,0,4,4,3,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,3,0,5,0,9,12,5,40,50,122,70,80,39,10,47,37,7,475
UCL115114,0,0,13,12,3,6,3,13,0,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,3,4,6,0,0,6,5,10,41,55,101,126,75,52,25,59,49,21,567
UCL115115,16,3,44,26,10,4,4,10,3,119,0,0,0,0,0,0,0,0,0,0,8,9,3,5,0,0,0,0,0,25,0,0,7,4,7,4,0,6,14,42,208,500,255,238,153,93,38,96,34,1600
UCL115116,10,4,22,10,8,11,0,15,0,73,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,18,0,0,0,6,3,0,6,3,7,32,130,379,182,210,112,73,40,58,23,1205
UCL115117,0,0,10,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,6,22,66,62,49,35,20,14,29,3,287
UCL115118,5,4,12,6,3,4,0,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,68,110,76,72,37,18,11,43,4,441
UCL115119,6,0,19,5,14,3,0,9,3,58,0,0,0,0,0,0,0,0,0,0,6,5,0,4,4,0,0,3,0,17,3,0,6,0,11,3,5,5,8,36,210,339,273,171,156,55,71,77,29,1382
UCL115120,6,0,9,11,22,7,4,8,0,73,0,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,0,0,4,16,5,0,0,0,4,0,0,4,3,17,250,249,258,113,183,62,39,51,23,1224
UCL115121,3,0,8,8,0,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,6,3,4,0,19,26,51,86,76,38,25,47,31,11,389
UCL115122,3,4,10,13,3,0,3,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,4,4,4,4,8,5,0,32,49,124,95,106,50,32,72,52,6,587
UCL115123,0,0,13,4,0,5,0,6,0,29,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,4,3,5,0,0,3,3,0,0,15,83,151,107,63,48,32,32,32,6,547
UCL115124,12,5,37,22,14,7,5,9,0,99,0,0,0,0,0,0,0,4,0,5,9,0,4,4,3,4,3,0,0,26,4,8,10,3,3,8,3,12,9,55,174,447,238,242,198,79,40,95,29,1542
UCL115125,7,5,17,15,3,5,0,7,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,13,13,0,8,5,0,3,0,3,0,34,117,242,178,123,88,30,40,49,17,874
UCL115126,0,0,8,3,3,0,5,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,9,70,115,46,56,39,24,7,16,0,382
UCL115127,5,0,16,4,3,0,0,8,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,15,45,95,80,55,27,18,15,30,9,376
UCL115128,4,5,16,3,3,0,0,4,0,46,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,19,0,0,3,0,0,3,0,4,7,23,116,281,130,95,64,38,12,42,25,791
UCL115129,7,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8,4,3,0,0,3,0,0,0,5,16,112,301,97,55,60,27,8,19,16,699
UCL115130,4,0,19,11,6,3,5,5,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,4,3,4,4,9,6,0,28,68,110,147,109,78,44,39,70,14,683
UCL115131,6,0,32,18,9,9,0,9,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,3,3,6,0,0,3,5,9,29,81,161,217,189,96,68,58,79,25,968
UCL115132,5,0,15,6,4,3,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,4,0,0,0,3,0,13,77,171,76,52,41,25,9,26,0,484
UCL115133,4,0,9,5,4,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,4,0,0,3,0,0,0,9,60,72,71,73,42,30,24,23,7,404
UCL115134,9,0,25,19,3,3,0,6,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,6,3,3,4,5,42,137,237,183,165,112,63,46,88,18,1049
UCL115135,9,0,12,10,3,0,0,6,6,47,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,4,0,0,0,6,3,0,8,3,6,0,6,9,13,43,77,117,87,89,85,35,37,46,18,587
UCL115136,7,0,4,0,7,0,5,7,0,31,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,0,13,3,6,6,6,8,6,5,0,0,28,97,160,177,98,97,33,52,45,7,765
UCL115137,3,3,21,22,12,6,6,3,0,83,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,3,0,0,15,4,0,15,5,4,4,0,0,6,36,156,247,301,190,160,76,75,69,16,1293
UCL115138,13,0,15,12,7,8,0,7,0,53,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,4,0,0,0,11,0,4,4,4,0,0,0,0,6,17,92,227,115,113,101,54,14,31,15,763
UCL115139,5,0,22,9,0,3,0,4,0,44,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,10,0,0,5,0,3,3,0,10,0,22,78,99,118,71,60,25,35,55,4,548
UCL115140,5,0,10,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,4,11,40,82,59,43,39,18,10,25,6,319
UCL115141,0,0,8,5,0,6,3,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,3,5,7,17,45,72,66,62,35,12,42,36,11,382
UCL115142,3,0,20,0,4,0,3,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,9,3,0,4,0,0,0,0,0,4,7,81,127,109,79,52,19,24,38,9,535
UCL115143,3,0,18,12,8,5,0,6,0,45,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,3,3,14,80,143,119,97,95,22,36,51,12,670
UCL115144,11,0,9,11,0,5,0,6,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,7,0,0,4,0,0,22,80,156,119,103,66,31,32,48,4,647
UCL115145,0,0,0,5,0,4,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,10,0,7,3,0,0,0,0,5,0,9,60,140,49,74,47,10,10,17,9,410
UCL115146,5,0,16,11,6,3,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,16,0,0,4,3,0,0,3,0,0,19,136,312,133,111,99,28,10,38,10,877
UCL115147,5,3,10,0,0,5,0,4,0,20,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,66,132,61,52,29,12,12,12,5,384
UCL115148,0,0,6,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,20,47,53,65,45,40,19,27,32,4,326
UCL115149,0,0,7,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,5,0,0,3,15,29,60,34,80,27,8,8,7,8,258
UCL115150,4,0,5,4,6,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,11,50,60,72,38,50,14,15,20,4,331
UCL115151,4,0,7,5,7,6,3,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,0,3,0,0,0,17,63,65,131,102,76,20,63,29,5,539
UCL115152,0,3,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,11,21,49,47,34,25,15,17,19,8,227
UCL115153,5,0,4,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,9,0,0,0,0,0,0,0,7,0,13,41,45,49,31,26,16,24,24,3,259
UCL115154,0,0,10,4,0,3,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8,16,27,78,60,59,25,17,41,23,9,347
