UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL122053,..,0,7,0,6,15,11,13,3,47,..,0,0,3,5,3,3,0,0,10,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,4,..,0,3,6,5,10,8,7,4,33,0,0,0,0,0,0,0,0,0,5,10,4,7,4,16,30,25,16,8,125,..,0,0,4,13,11,5,7,0,46,..,0,0,0,3,3,5,0,0,12,..,0,0,3,0,0,3,0,0,5,12,..,..,..,..,..,..,..,..,12,..,10,..,..,..,..,..,..,..,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122054,..,0,5,8,15,11,15,3,0,51,..,3,9,0,3,5,5,0,0,27,..,0,0,0,0,0,0,0,0,3,34,..,..,..,..,..,..,..,..,34,..,6,..,..,..,..,..,..,..,6,..,6,0,0,0,0,0,0,0,13,..,4,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,3,..,0,0,0,0,4,3,4,0,14,0,4,6,0,0,0,0,0,0,12,34,23,27,10,21,23,28,10,4,175,..,0,8,8,13,12,12,0,0,54,..,3,9,3,3,4,7,0,0,29,..,0,4,8,0,0,0,0,0,18,33,..,..,..,..,..,..,..,..,33,..,3,..,..,..,..,..,..,..,3,..,6,5,0,0,0,0,0,0,9,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL122055,..,0,6,12,14,15,31,21,0,97,..,0,0,0,0,0,4,3,0,18,..,0,0,0,0,0,0,0,0,0,39,..,..,..,..,..,..,..,..,39,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,3,..,0,0,3,4,5,4,5,0,19,0,0,0,0,0,0,0,0,0,0,39,11,10,10,23,24,36,34,4,182,..,0,5,9,17,21,34,14,0,98,..,0,0,4,5,5,4,0,0,16,..,0,0,4,7,0,0,0,0,11,39,..,..,..,..,..,..,..,..,39,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122056,..,0,0,9,9,5,18,8,0,61,..,0,0,5,3,0,3,0,0,12,..,0,0,0,0,4,0,0,0,5,33,..,..,..,..,..,..,..,..,33,..,5,..,..,..,..,..,..,..,5,..,4,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,33,14,4,13,17,11,27,17,0,140,..,0,7,11,12,8,22,6,3,67,..,0,0,3,3,3,0,0,0,9,..,0,0,4,4,0,0,0,3,14,18,..,..,..,..,..,..,..,..,18,..,11,..,..,..,..,..,..,..,11,..,5,0,0,0,3,0,0,0,13,..,0,0,0,0,0,0,4,0,7,..,0,0,0,0,0,0,0,0,0
UCL122057,..,0,0,11,11,8,11,3,0,49,..,7,4,0,6,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,20,11,12,15,16,18,19,5,4,121,..,0,0,7,10,14,14,0,0,44,..,0,5,0,6,5,0,0,0,15,..,0,0,0,6,4,0,0,0,10,19,..,..,..,..,..,..,..,..,19,..,3,..,..,..,..,..,..,..,3,..,8,0,0,0,0,0,0,0,13,..,0,0,0,0,0,6,0,0,6,..,0,0,0,0,0,0,0,0,0
UCL122058,..,0,9,10,15,10,33,17,0,87,..,0,8,3,4,4,3,3,0,27,..,0,0,0,0,0,0,0,0,4,44,..,..,..,..,..,..,..,..,44,..,3,..,..,..,..,..,..,..,3,..,7,3,0,0,0,0,0,0,15,..,5,0,0,0,0,4,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,0,11,..,0,3,4,9,8,7,3,0,39,6,0,0,0,0,0,0,0,0,6,47,13,27,22,28,34,47,28,3,247,..,0,4,10,11,17,22,10,0,82,..,3,5,9,5,9,5,3,0,32,..,0,11,8,3,3,4,0,0,20,36,..,..,..,..,..,..,..,..,36,..,3,..,..,..,..,..,..,..,3,..,0,4,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
UCL122059,..,0,7,14,9,11,12,11,0,59,..,5,4,5,8,5,0,0,0,25,..,0,0,0,0,0,0,0,0,3,52,..,..,..,..,..,..,..,..,52,..,5,..,..,..,..,..,..,..,5,..,3,10,4,4,3,0,0,0,17,..,0,4,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,3,0,0,0,..,0,0,3,0,5,7,3,0,26,6,0,0,0,0,0,0,0,0,5,58,22,21,18,20,27,28,9,3,209,..,0,11,8,14,14,11,0,0,61,..,10,4,8,9,0,0,0,0,31,..,0,0,3,4,4,0,3,5,20,41,..,..,..,..,..,..,..,..,41,..,7,..,..,..,..,..,..,..,7,..,3,6,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
UCL122060,..,0,10,7,9,14,17,8,6,62,..,0,6,4,0,0,3,0,0,16,..,0,0,6,0,0,0,0,0,3,27,..,..,..,..,..,..,..,..,27,..,6,..,..,..,..,..,..,..,6,..,5,8,0,0,0,0,0,0,14,..,0,0,0,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,0,..,0,0,0,0,7,4,0,0,20,4,0,0,4,0,0,0,0,0,6,27,12,23,18,15,30,35,12,6,171,..,0,5,8,12,15,12,7,0,64,..,3,7,5,0,0,0,0,0,16,..,0,3,4,0,0,3,0,0,13,34,..,..,..,..,..,..,..,..,34,..,9,..,..,..,..,..,..,..,9,..,8,0,0,4,0,0,0,0,12,..,7,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL122061,..,0,0,0,0,5,0,0,0,12,..,0,3,0,5,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,4,..,0,6,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,3,3,0,15,0,0,0,0,0,0,0,0,0,0,21,8,8,6,7,12,5,4,0,74,..,0,0,3,0,5,0,0,0,7,..,0,3,0,6,0,0,0,0,10,..,0,0,4,0,0,3,0,0,11,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122062,..,0,4,3,6,13,6,0,0,31,..,4,7,4,7,0,0,0,0,23,..,0,0,0,0,0,0,0,0,3,27,..,..,..,..,..,..,..,..,27,..,0,..,..,..,..,..,..,..,0,..,9,3,0,0,0,0,0,0,12,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,6,..,0,0,0,4,3,10,3,0,17,8,5,3,0,0,0,4,0,0,13,33,21,21,7,21,24,19,5,0,150,..,0,3,0,9,12,0,0,0,36,..,0,12,3,4,0,0,0,0,23,..,0,3,0,3,3,0,0,0,13,29,..,..,..,..,..,..,..,..,29,..,6,..,..,..,..,..,..,..,6,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0
UCL122063,..,0,7,8,5,12,9,5,0,47,..,0,3,0,0,0,0,0,0,16,..,0,0,0,4,0,0,0,0,3,28,..,..,..,..,..,..,..,..,28,..,9,..,..,..,..,..,..,..,9,..,8,9,0,0,0,0,0,0,15,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,4,5,3,0,18,0,0,0,0,0,0,0,0,0,0,28,15,22,12,12,25,18,12,0,147,..,0,7,7,3,13,10,0,0,53,..,0,4,3,6,3,0,0,0,17,..,0,5,3,6,0,0,0,0,18,24,..,..,..,..,..,..,..,..,24,..,7,..,..,..,..,..,..,..,7,..,6,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122064,..,0,3,3,3,11,8,0,3,31,..,3,4,0,0,3,4,0,0,15,..,0,0,0,0,5,0,0,0,4,40,..,..,..,..,..,..,..,..,40,..,3,..,..,..,..,..,..,..,3,..,10,3,7,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,10,9,8,7,0,31,0,0,0,0,0,0,0,0,0,5,42,16,14,11,21,27,15,8,4,150,..,0,6,7,3,9,3,0,0,32,..,0,6,7,5,0,5,0,0,13,..,0,3,7,8,4,0,0,0,22,31,..,..,..,..,..,..,..,..,31,..,3,..,..,..,..,..,..,..,3,..,5,7,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL122065,..,0,3,0,10,19,22,8,0,65,..,0,0,0,3,9,3,0,0,21,..,0,0,0,0,0,0,3,0,5,13,..,..,..,..,..,..,..,..,13,..,5,..,..,..,..,..,..,..,5,..,0,6,7,0,0,0,0,0,9,..,0,0,0,0,0,6,4,0,8,..,0,0,0,0,0,0,0,0,0,..,0,9,0,0,0,0,0,0,8,..,0,3,0,4,11,4,10,0,31,0,0,0,0,0,0,0,5,0,9,20,9,16,16,15,40,38,24,3,179,..,0,0,3,3,25,18,4,0,66,..,0,4,0,11,7,0,0,0,24,..,0,0,0,0,0,0,0,0,5,13,..,..,..,..,..,..,..,..,13,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,4,8,..,0,0,0,0,0,0,0,0,0
UCL122066,..,0,3,17,17,22,14,7,0,82,..,0,6,4,4,6,0,0,0,20,..,0,0,0,0,0,0,0,0,5,29,..,..,..,..,..,..,..,..,29,..,9,..,..,..,..,..,..,..,9,..,6,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,33,22,11,28,24,26,24,7,0,169,..,0,6,15,22,19,16,5,0,82,..,0,7,0,3,3,0,0,0,21,..,0,0,0,0,0,0,0,0,3,36,..,..,..,..,..,..,..,..,36,..,17,..,..,..,..,..,..,..,17,..,13,0,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122067,..,0,0,4,17,17,19,15,4,67,..,0,7,8,4,3,6,0,0,32,..,0,0,0,0,0,0,0,0,8,25,..,..,..,..,..,..,..,..,25,..,15,..,..,..,..,..,..,..,15,..,4,8,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,5,..,0,0,3,4,4,3,0,0,24,0,3,0,0,0,0,0,0,0,8,28,28,12,18,29,35,34,12,3,206,..,0,0,4,16,15,17,6,0,66,..,4,5,4,7,7,0,0,0,26,..,0,0,10,10,5,0,0,0,18,24,..,..,..,..,..,..,..,..,24,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122068,..,0,0,6,0,0,4,0,0,14,..,0,0,7,0,4,0,0,0,9,..,0,0,0,0,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,3,0,0,0,0,0,5,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,9,5,5,12,9,6,13,0,0,62,..,0,0,0,4,6,6,0,0,15,..,0,4,7,3,6,4,0,0,18,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122069,..,0,3,9,10,16,13,10,5,59,..,0,3,0,0,4,0,0,0,17,..,0,0,0,0,4,0,0,0,8,17,..,..,..,..,..,..,..,..,17,..,5,..,..,..,..,..,..,..,5,..,4,4,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,8,..,0,0,0,7,3,0,5,0,13,0,0,0,0,0,0,0,0,0,0,17,15,11,8,21,28,17,12,4,129,..,0,4,8,11,13,13,4,0,58,..,0,4,0,3,0,0,0,0,19,..,0,0,5,0,0,0,0,0,7,31,..,..,..,..,..,..,..,..,31,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,3,0,5,..,0,0,0,0,0,0,0,0,0
UCL122070,..,0,5,21,21,23,20,8,3,100,..,0,0,5,5,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,42,..,..,..,..,..,..,..,..,42,..,7,..,..,..,..,..,..,..,7,..,12,7,0,4,0,0,0,0,23,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,5,42,24,13,25,27,22,22,13,3,206,..,0,3,22,20,25,16,3,5,96,..,0,3,0,0,0,0,0,0,12,..,0,0,0,0,3,3,5,0,8,43,..,..,..,..,..,..,..,..,43,..,15,..,..,..,..,..,..,..,15,..,6,3,6,3,0,0,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122071,..,0,3,5,3,15,20,16,4,67,..,0,10,3,0,5,0,0,0,22,..,0,0,0,0,0,0,0,0,3,29,..,..,..,..,..,..,..,..,29,..,10,..,..,..,..,..,..,..,10,..,8,4,0,7,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,0,0,0,0,15,0,0,4,0,0,0,0,0,0,7,29,15,21,16,12,17,25,18,3,165,..,0,6,3,13,8,27,10,0,65,..,7,9,4,0,0,0,0,0,22,..,0,0,4,6,0,0,0,0,16,41,..,..,..,..,..,..,..,..,41,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,4,0,5,..,0,0,0,0,0,0,0,0,0
UCL122072,..,0,3,3,9,5,3,13,0,39,..,0,0,0,0,0,3,0,0,13,..,0,0,0,0,0,0,0,0,4,17,..,..,..,..,..,..,..,..,17,..,7,..,..,..,..,..,..,..,7,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,5,3,0,23,5,0,0,0,0,0,0,0,0,5,21,11,11,7,12,21,16,11,0,104,..,0,3,10,3,10,9,5,0,39,..,0,0,4,4,3,0,0,0,10,..,0,0,0,5,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,9,..,..,..,..,..,..,..,9,..,4,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122073,..,0,0,3,0,8,20,11,0,46,..,0,0,5,5,5,0,0,0,16,..,0,0,0,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,0,4,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,7,13,5,5,0,28,0,0,0,0,0,6,0,0,0,3,17,8,14,13,11,30,32,14,3,133,..,0,5,8,5,8,15,7,0,48,..,0,0,4,4,4,0,0,0,22,..,0,0,0,3,0,0,0,0,5,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,6,3,0,0,0,0,0,0,8,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0
UCL122074,..,0,0,4,3,9,8,14,0,31,..,0,4,0,4,3,0,0,0,19,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,4,0,5,5,0,0,0,0,12,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,4,0,0,3,..,0,0,0,6,5,3,0,0,8,..,0,0,0,0,9,9,8,0,33,0,0,0,0,0,0,0,0,0,0,15,8,11,8,18,24,30,18,0,126,..,0,0,0,3,11,8,0,0,34,..,0,6,0,3,4,0,0,0,18,..,0,0,0,3,0,0,0,0,13,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122075,..,0,3,12,10,10,12,5,0,51,..,0,7,0,4,0,0,0,0,14,..,0,0,0,0,0,0,0,0,6,25,..,..,..,..,..,..,..,..,25,..,3,..,..,..,..,..,..,..,3,..,10,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,25,13,15,19,19,14,9,9,0,121,..,0,0,16,10,10,8,3,0,52,..,0,6,0,0,0,0,0,0,14,..,0,0,0,5,0,0,0,0,10,34,..,..,..,..,..,..,..,..,34,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,0,0,0,0,8,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0
UCL122076,..,0,3,8,8,10,9,5,0,42,..,0,6,0,4,0,4,0,0,15,..,0,0,0,0,0,0,0,0,0,19,..,..,..,..,..,..,..,..,19,..,7,..,..,..,..,..,..,..,7,..,9,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,19,6,8,20,13,19,14,5,0,103,..,0,4,10,10,3,5,0,0,44,..,0,5,3,0,7,3,0,0,14,..,0,0,0,0,0,0,0,0,7,23,..,..,..,..,..,..,..,..,23,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122077,..,0,0,8,3,16,12,6,0,58,..,5,0,3,3,4,0,3,0,15,..,0,0,0,0,0,0,0,0,0,21,..,..,..,..,..,..,..,..,21,..,7,..,..,..,..,..,..,..,7,..,9,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,4,0,4,..,3,6,0,0,0,0,0,0,11,..,0,0,0,0,0,6,0,0,4,..,0,0,0,3,6,8,5,0,17,0,0,0,0,0,0,0,0,0,0,21,16,13,13,15,29,29,15,0,145,..,0,3,4,13,15,17,3,0,54,..,8,0,0,3,0,0,4,0,16,..,0,4,5,0,0,0,0,0,12,23,..,..,..,..,..,..,..,..,23,..,9,..,..,..,..,..,..,..,9,..,3,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL122078,..,0,0,4,7,10,15,9,6,48,..,0,5,0,0,4,3,0,0,18,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,6,0,3,..,0,0,0,0,4,3,9,0,19,4,0,0,0,0,0,0,0,0,4,9,4,8,9,6,16,24,18,3,109,..,0,0,4,6,10,16,7,3,51,..,0,8,5,0,4,5,0,0,15,..,0,0,0,0,0,0,0,0,3,6,..,..,..,..,..,..,..,..,6,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
UCL122079,..,0,9,11,11,15,17,6,3,65,..,0,0,4,0,0,0,5,0,10,..,0,0,0,0,0,0,0,0,0,30,..,..,..,..,..,..,..,..,30,..,7,..,..,..,..,..,..,..,7,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,21,10,21,18,18,16,10,3,140,..,0,8,12,13,16,10,7,0,66,..,0,5,0,4,0,5,0,0,12,..,0,0,0,4,0,0,0,0,10,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL122080,..,0,7,15,14,30,11,13,0,94,..,0,3,4,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,4,56,..,..,..,..,..,..,..,..,56,..,15,..,..,..,..,..,..,..,15,..,12,10,0,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,56,28,28,30,16,28,19,11,0,214,..,0,11,17,22,23,15,9,0,98,..,0,6,0,0,6,0,0,0,12,..,0,0,4,0,0,4,0,0,13,46,..,..,..,..,..,..,..,..,46,..,10,..,..,..,..,..,..,..,10,..,8,4,5,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4
