UCL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL115025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,8,3,8,6,0,17,4,0,0,0,9,3,9,3,0,15,3,13,13,0,23,7,15,6,0,25,10,18,3,0,32,27,33,16,0,67,15,33,3,0,50,15,23,4,0,38,8,21,3,0,27,13,45,0,0,65,0,16,7,0,23,0,3,0,0,9,129,221,67,4,419
UCL115026,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,4,5,0,0,0,7,3,0,3,0,3,23,0,3,0,31,15,0,3,0,16,20,4,6,0,36,22,6,4,0,38,3,9,0,0,19,7,7,0,0,10,22,18,6,0,47,11,9,0,0,22,14,11,3,0,29,6,11,0,0,18,21,20,5,0,37,9,10,0,0,20,4,0,0,0,0,194,112,53,3,364
UCL115027,7,0,0,0,10,5,0,0,0,5,0,0,3,0,7,0,0,0,0,0,9,0,5,0,12,6,0,9,0,13,30,3,15,0,51,17,5,27,0,47,20,13,18,0,53,18,14,6,0,49,19,15,7,0,35,19,18,12,0,50,27,59,18,4,107,36,55,10,0,100,25,51,9,0,84,20,29,3,0,59,24,55,10,0,80,8,33,14,0,51,5,3,3,0,12,297,346,158,14,812
UCL115028,5,0,0,0,4,0,0,0,0,0,0,0,0,0,9,6,0,0,0,4,10,0,0,0,9,4,0,5,0,14,39,0,4,0,50,32,4,13,4,51,39,6,5,3,49,55,11,15,0,77,22,15,3,0,36,24,11,7,0,40,27,24,7,0,54,35,36,7,0,77,23,35,0,0,54,4,21,0,0,26,21,50,6,0,73,13,21,13,0,50,11,0,0,0,13,356,235,93,10,692
UCL115029,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,4,0,7,0,0,8,0,7,16,0,11,0,29,10,4,12,0,25,8,5,17,0,31,12,9,14,0,40,15,7,3,3,28,9,10,5,0,25,34,20,0,0,52,10,11,3,0,26,14,15,0,0,27,0,4,0,0,10,10,19,0,0,34,11,12,9,0,35,6,0,0,0,7,171,128,93,10,404
UCL115030,5,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,4,0,5,8,0,9,0,14,37,4,11,0,55,13,3,5,0,30,10,0,15,0,31,21,7,5,0,34,8,6,5,0,21,8,4,0,0,22,12,10,5,0,28,9,8,0,0,22,3,7,0,0,9,0,3,0,0,4,0,3,0,0,3,4,10,8,0,23,3,3,0,0,6,162,73,72,3,314
UCL115031,7,0,0,0,13,5,0,0,0,5,0,0,0,0,4,3,0,0,0,3,15,0,0,0,15,10,0,6,0,18,57,5,7,0,68,41,4,3,0,57,59,7,5,0,64,57,17,10,0,84,27,16,13,0,52,23,17,6,0,43,51,31,8,0,91,27,24,3,0,53,20,20,3,0,42,10,10,0,0,22,35,32,8,0,79,16,8,13,0,35,8,0,0,0,8,481,195,94,3,775
UCL115032,6,4,0,0,8,4,0,0,0,4,0,0,0,0,5,3,0,0,0,6,3,4,3,0,7,7,6,3,0,9,24,3,3,0,32,28,0,16,0,44,24,8,8,3,40,28,8,7,0,47,16,5,0,0,27,15,11,3,0,28,33,35,13,3,83,14,29,3,0,48,19,22,3,0,37,12,19,0,0,33,43,53,3,0,107,3,18,13,0,37,0,4,0,0,3,291,232,82,9,608
UCL115033,8,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,9,0,14,23,0,6,0,24,20,0,11,0,34,26,6,13,0,40,18,9,10,0,45,19,12,8,0,37,20,12,6,3,39,50,64,32,4,147,43,67,3,0,113,45,92,5,0,141,30,83,0,0,118,88,216,11,0,314,15,40,7,0,66,0,3,0,0,3,415,609,114,6,1144
UCL115034,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,0,8,0,0,7,0,8,17,5,5,0,20,15,11,14,0,33,16,4,15,0,32,8,14,11,0,29,10,14,8,0,35,19,21,3,0,45,33,41,5,0,77,16,35,6,0,56,11,20,3,0,37,6,23,0,0,32,9,26,0,0,34,7,22,3,0,24,4,4,0,0,6,170,232,85,5,491
UCL115035,5,0,0,0,9,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,10,0,15,12,0,6,0,19,36,4,20,0,57,26,7,31,0,62,38,16,35,0,90,34,28,17,0,81,23,19,13,0,58,32,31,12,0,84,63,83,11,0,167,47,83,8,3,138,25,51,4,0,81,12,37,8,0,51,33,67,6,0,99,8,41,9,0,65,5,6,0,0,10,409,472,189,6,1080
UCL115036,13,0,0,0,15,6,0,0,0,9,0,0,0,0,0,0,0,6,0,9,8,0,5,0,16,18,0,9,0,28,64,6,8,0,75,56,7,21,0,78,68,17,26,5,114,55,14,9,4,86,18,12,9,0,40,25,14,6,0,47,41,48,8,0,94,25,36,4,0,67,23,41,0,0,67,11,20,4,4,37,31,33,6,0,71,21,24,7,0,53,3,0,0,0,3,487,275,136,14,908
UCL115037,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,4,0,3,0,3,13,0,3,0,18,9,0,6,0,12,14,3,0,0,18,17,4,11,0,27,11,13,4,0,25,5,3,0,0,12,12,25,4,0,38,16,26,8,0,48,9,22,0,0,36,9,15,0,0,22,5,41,0,0,51,8,15,0,0,20,3,0,0,0,5,144,174,39,3,356
UCL115038,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,0,4,0,13,0,3,4,0,11,38,0,11,3,51,21,4,15,0,33,10,6,14,0,38,20,10,6,0,35,10,12,0,0,26,8,16,0,0,22,14,23,3,0,39,7,10,0,0,15,8,7,0,0,14,0,6,0,0,6,4,12,0,0,16,13,9,10,0,28,3,0,3,0,7,175,106,74,9,367
UCL115039,7,3,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,4,0,5,4,0,3,0,13,6,0,17,0,16,31,0,15,0,45,12,7,13,0,39,19,7,11,0,38,22,7,9,0,40,11,13,7,0,30,21,13,10,0,41,43,43,15,0,107,35,34,0,5,72,31,39,9,0,83,16,21,0,0,33,27,71,5,3,103,20,45,12,0,77,8,0,5,0,13,312,294,139,16,769
UCL115040,3,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,3,4,0,0,0,8,24,0,10,0,28,15,0,4,0,22,11,3,4,0,23,19,19,10,0,43,9,13,5,0,26,10,17,4,0,32,22,29,7,0,57,25,33,3,0,56,11,24,0,0,36,3,15,0,0,21,5,33,0,0,38,11,19,3,0,36,0,0,0,0,5,169,207,64,5,443
UCL115041,6,4,4,0,14,4,0,0,0,4,0,0,8,3,5,0,0,0,0,0,9,0,6,0,17,3,0,8,0,15,41,3,20,0,70,15,8,22,3,45,22,12,15,5,45,16,10,12,0,40,11,24,5,4,50,17,26,8,0,49,24,37,9,7,77,16,24,0,0,41,16,19,0,0,33,7,8,0,0,11,11,19,0,0,36,13,26,3,0,42,7,6,3,0,13,243,217,134,25,611
UCL115042,5,0,3,0,5,6,0,0,0,6,0,0,0,0,0,5,0,0,0,5,5,0,3,0,10,3,0,6,0,9,31,4,10,0,44,19,3,5,3,34,24,3,18,0,39,23,13,15,0,53,5,9,4,0,23,14,16,4,0,31,31,29,11,0,65,16,27,0,0,43,11,18,0,0,25,0,13,0,0,12,11,18,0,0,28,10,21,4,0,39,0,0,0,0,0,220,164,85,4,473
UCL115043,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,7,3,28,4,0,17,0,23,43,3,19,0,65,26,4,23,0,54,28,8,11,0,54,35,17,7,0,56,16,20,12,0,45,16,6,4,0,34,19,25,8,0,53,11,17,4,0,32,6,13,0,0,18,8,5,0,0,8,8,8,3,0,22,3,13,8,6,23,0,0,8,0,11,242,142,140,14,543
UCL115044,0,0,0,0,0,4,0,6,0,3,0,0,0,0,10,0,0,12,0,12,4,0,11,0,14,8,0,21,0,33,30,4,21,0,48,12,8,24,0,42,10,11,19,0,41,28,15,12,4,55,15,7,12,4,35,10,12,9,0,28,17,31,12,0,62,10,16,4,0,26,3,10,0,0,19,9,5,0,0,11,14,9,4,0,27,8,9,10,0,30,13,3,9,0,28,188,145,181,15,534
UCL115045,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,4,0,6,31,0,10,5,42,18,3,9,0,27,6,12,14,0,32,7,3,6,0,21,9,6,4,0,10,6,11,5,0,17,16,14,0,0,31,4,11,4,0,21,0,7,0,0,14,0,6,0,0,6,5,0,0,0,9,4,9,7,0,20,5,0,0,0,5,112,84,64,7,266
UCL115046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,5,0,8,3,0,9,0,9,28,3,12,0,46,19,3,9,0,29,30,0,7,0,38,15,14,9,0,44,12,14,4,0,26,14,17,0,0,31,16,37,8,0,63,20,26,4,0,52,12,10,4,0,27,8,12,0,0,20,3,22,0,0,25,12,20,10,0,37,4,0,0,0,5,200,186,72,8,465
UCL115047,7,0,0,0,5,4,0,0,0,3,0,0,3,0,5,0,0,3,0,3,12,5,0,0,18,3,4,5,0,12,53,3,6,0,61,23,6,18,0,46,20,12,15,0,43,23,15,10,0,52,19,26,6,0,51,26,16,7,0,42,43,33,9,0,79,18,19,3,0,45,6,8,9,0,23,0,13,0,0,17,7,13,3,0,26,8,22,6,3,41,9,0,0,0,12,283,185,105,7,581
UCL115048,10,3,3,0,22,0,0,0,0,0,5,0,3,0,10,0,0,6,0,9,10,0,9,0,17,15,4,14,0,27,94,0,17,0,111,41,11,29,0,77,53,10,22,0,89,66,24,15,5,107,36,13,12,0,59,32,29,4,0,63,54,44,13,0,115,30,40,3,0,70,21,35,0,0,61,13,11,0,0,29,38,35,3,0,72,18,23,12,4,59,7,0,3,0,14,542,297,163,19,1019
UCL115049,4,0,0,0,4,4,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,8,0,12,0,0,3,0,3,29,0,6,0,34,10,5,5,0,21,16,6,7,0,28,9,9,8,0,23,4,11,4,0,21,8,4,0,0,11,15,15,6,0,33,0,18,3,0,24,5,11,0,0,16,0,8,0,0,6,3,9,0,0,12,3,7,7,0,23,6,0,0,0,8,121,107,60,3,294
UCL115050,0,0,0,0,3,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,3,4,0,10,0,0,4,0,12,21,5,8,0,29,21,4,6,0,31,18,0,3,0,26,15,12,3,0,38,19,14,9,0,39,8,20,11,0,37,27,37,8,0,75,18,41,0,0,62,16,42,4,0,60,7,23,3,0,37,13,58,3,0,70,6,29,4,0,40,0,0,0,0,0,198,294,71,9,574
UCL115051,9,0,0,0,8,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,12,0,9,0,17,9,0,4,0,14,59,4,4,0,68,39,4,14,0,58,31,10,10,3,43,36,12,11,0,59,21,15,6,0,46,19,20,9,0,45,30,30,6,0,68,20,12,0,0,31,9,10,0,0,20,0,11,0,0,16,14,13,0,0,32,16,14,10,0,38,4,0,0,0,11,340,158,73,0,573
UCL115052,10,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,3,0,3,0,7,3,0,8,0,12,17,0,5,0,22,18,0,9,0,27,17,8,5,0,31,11,12,12,0,36,5,3,6,0,15,0,8,7,0,15,10,21,7,0,37,11,19,0,0,27,17,29,7,0,48,5,15,0,0,24,9,25,0,0,35,9,19,10,0,41,3,0,0,0,3,171,157,82,5,416
UCL115053,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,0,4,0,4,6,0,3,0,10,3,0,3,0,6,23,3,7,0,36,22,0,8,0,28,19,5,3,0,28,20,8,4,0,33,11,10,6,0,25,6,3,0,0,15,7,10,0,0,23,12,6,0,0,18,0,7,0,0,5,0,0,0,0,0,3,0,0,0,7,7,13,9,0,23,5,0,0,0,9,153,73,47,3,273
UCL115054,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,14,5,0,4,0,10,12,3,4,0,23,11,6,3,0,16,5,4,0,0,12,15,5,0,0,18,20,18,7,0,41,11,19,0,0,31,9,22,0,0,33,0,19,0,0,23,9,38,0,0,48,0,9,9,0,18,4,0,0,0,0,115,154,37,4,310
UCL115055,8,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,12,0,5,0,23,8,3,11,0,22,45,3,19,0,70,25,10,16,0,50,34,3,16,0,59,37,16,11,0,69,11,15,3,0,29,17,22,7,0,46,25,33,7,0,70,5,21,4,0,30,4,17,0,0,20,0,12,0,0,11,16,13,0,0,30,15,23,13,0,51,5,0,3,0,9,273,196,118,8,591
UCL115056,5,0,0,0,12,0,0,0,0,5,6,0,4,0,4,0,0,7,0,12,19,0,9,0,34,14,0,20,0,38,72,9,10,0,95,44,9,25,7,79,43,13,20,0,75,53,23,14,0,81,25,12,6,0,42,27,21,7,0,59,38,42,16,0,93,24,27,3,0,59,10,19,0,0,32,9,5,0,0,13,10,14,0,0,26,22,31,15,0,68,15,4,4,0,22,439,231,161,16,841
UCL115057,4,0,0,0,11,11,0,0,0,11,0,0,0,0,0,0,0,0,0,5,17,0,5,0,16,7,0,13,0,22,72,5,12,0,93,39,5,19,0,68,49,6,19,3,74,41,19,20,0,88,7,22,13,0,41,29,19,3,6,60,37,33,15,3,88,33,29,0,0,59,13,22,3,0,33,5,18,0,0,21,11,25,0,0,41,18,20,5,0,44,13,0,0,0,15,417,223,142,13,793
UCL115058,10,0,0,0,9,7,0,0,0,7,0,0,0,0,4,0,0,0,0,5,4,0,5,0,10,4,0,9,0,10,62,3,4,0,64,37,6,11,0,51,42,5,9,0,56,54,8,5,0,72,16,3,4,0,21,18,12,6,0,29,24,15,0,0,47,4,10,4,0,16,10,17,0,0,20,5,0,0,0,7,11,18,0,0,29,13,11,5,0,30,3,0,0,0,3,331,107,58,0,489
UCL115059,4,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,3,0,4,6,0,0,0,11,5,0,6,0,11,48,0,8,0,58,26,4,10,0,44,16,5,7,0,36,28,10,12,0,47,13,13,5,3,30,18,4,7,0,30,25,19,3,0,56,9,19,0,0,28,6,4,3,0,15,3,10,0,0,9,6,15,0,0,20,9,13,3,0,22,10,0,4,0,6,232,119,75,10,438
UCL115060,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,7,0,20,18,0,14,0,36,9,9,17,0,38,13,14,11,0,39,23,23,12,0,57,16,17,6,0,38,21,20,8,0,54,29,57,10,0,97,20,56,5,0,75,8,40,5,0,49,6,13,0,0,22,3,14,0,0,22,10,22,10,0,41,4,6,4,0,11,173,286,121,7,584
UCL115061,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,3,0,9,6,0,5,0,13,27,0,16,0,41,19,3,15,0,37,16,4,5,0,27,13,10,8,0,38,5,9,5,0,19,7,10,0,0,20,14,19,0,0,38,6,9,0,0,13,0,6,0,0,8,0,7,0,0,7,0,6,0,0,3,0,4,4,0,14,4,0,3,0,10,137,85,72,9,301
UCL115062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,4,0,5,5,0,0,0,7,19,0,4,0,21,6,0,4,0,13,14,5,8,0,24,11,14,3,0,28,10,9,4,0,20,10,18,4,0,25,15,32,5,0,52,13,32,5,0,46,11,24,3,0,42,7,14,3,0,21,12,34,0,0,49,9,12,3,0,20,0,3,0,0,3,142,184,43,5,377
UCL115063,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,8,0,5,0,11,6,3,5,0,9,7,0,4,0,14,3,7,3,0,15,4,4,5,0,16,0,8,0,0,10,13,19,6,0,36,19,25,5,0,43,15,27,4,0,44,9,16,0,0,28,9,53,0,0,68,5,15,4,0,22,0,0,0,0,0,108,184,42,0,342
UCL115064,7,4,0,0,8,3,0,0,0,4,0,0,0,0,0,0,0,5,0,3,14,0,0,0,15,10,5,10,0,22,58,4,7,0,67,41,8,7,7,61,59,8,15,0,86,67,20,18,0,104,18,17,15,0,52,34,22,10,0,72,65,68,17,0,147,45,74,4,0,124,37,68,6,0,109,22,46,0,0,66,58,145,0,0,214,20,50,10,0,79,9,0,4,0,14,561,543,139,11,1252
UCL115065,4,0,5,0,6,0,0,4,0,7,3,0,0,0,4,0,0,3,0,3,10,0,10,0,26,6,0,22,0,31,45,0,19,0,63,32,9,10,0,56,27,9,32,7,66,33,9,18,0,61,14,12,9,0,36,15,10,3,0,27,27,30,10,0,67,20,15,3,0,37,15,11,0,0,27,0,11,0,0,10,5,8,3,0,16,10,22,17,0,45,9,6,5,0,17,267,148,177,12,605
UCL115066,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,9,3,0,3,0,8,22,0,7,0,32,12,9,10,0,24,24,6,5,0,35,21,27,18,0,58,19,25,7,0,54,20,24,4,0,55,53,76,10,0,139,28,47,0,0,79,7,46,7,0,63,11,27,3,0,43,16,55,5,0,75,9,22,6,0,33,9,3,0,0,9,266,370,101,0,737
UCL115067,0,0,4,0,4,4,0,0,0,4,3,0,0,0,4,3,0,7,0,14,5,5,7,0,16,8,0,10,0,16,67,6,18,0,93,39,12,15,0,61,34,13,15,8,66,53,16,12,0,81,26,20,13,0,59,23,10,9,0,39,26,36,8,0,71,14,14,0,0,32,9,9,0,0,17,6,6,0,0,10,3,15,3,0,17,17,20,11,0,46,9,3,0,0,14,349,168,128,10,662
UCL115068,8,0,0,0,9,4,0,0,0,4,0,0,0,0,4,0,0,0,0,3,10,0,4,0,12,5,0,7,0,14,31,0,3,0,30,30,0,3,0,39,26,8,4,0,40,27,11,4,0,42,14,6,3,0,27,16,6,0,0,21,22,18,0,0,39,11,12,0,0,20,9,13,0,0,16,0,9,0,0,9,5,8,0,0,14,9,10,6,0,21,4,0,0,0,7,219,101,43,3,366
UCL115069,10,0,4,0,8,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,8,0,7,0,12,8,0,8,0,14,61,7,14,0,76,33,4,15,6,58,31,9,10,0,48,38,18,11,4,73,10,17,0,0,29,11,12,4,0,24,19,22,6,0,50,15,23,0,0,40,9,9,0,0,20,0,10,0,0,9,5,8,0,0,15,15,17,6,4,35,9,0,0,0,13,288,146,89,19,535
UCL115070,6,3,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,13,0,0,0,15,11,0,21,0,30,31,3,12,0,47,20,6,13,0,43,17,12,15,0,43,27,29,9,0,60,7,22,11,0,42,18,28,3,0,50,44,89,15,0,146,34,62,9,0,104,24,56,6,0,92,7,34,0,0,41,27,55,0,0,85,17,26,8,0,51,3,3,9,0,14,298,442,134,7,878
UCL115071,5,0,4,0,8,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,9,0,6,0,18,3,0,11,0,14,26,5,9,0,44,20,0,14,0,36,23,8,16,3,49,18,16,16,5,45,12,12,6,0,25,17,14,6,0,33,30,25,9,0,68,20,26,3,0,46,8,24,0,0,37,5,9,0,0,17,8,24,3,0,36,10,21,10,0,40,5,9,5,0,14,223,195,112,11,537
UCL115072,10,0,0,0,10,8,0,0,0,9,6,0,0,0,5,0,0,0,0,0,15,0,3,0,16,12,0,3,0,18,57,4,0,0,63,48,9,3,0,63,51,9,9,0,63,27,21,6,0,56,12,15,0,0,34,19,21,0,0,37,23,35,5,0,65,6,24,6,0,44,18,18,0,0,33,3,9,0,0,13,4,15,0,0,19,11,25,5,0,40,0,3,4,0,7,342,207,47,3,602
UCL115073,0,4,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,7,3,7,0,15,3,0,15,0,17,35,0,7,0,47,11,4,3,7,24,24,11,4,3,48,21,6,10,0,35,8,10,8,0,30,26,23,4,0,44,21,32,4,0,58,11,26,0,0,34,14,14,0,0,26,3,5,0,0,10,10,14,0,0,24,12,16,5,0,37,6,0,5,0,7,217,168,73,12,478
UCL115074,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,5,10,0,3,0,16,4,6,8,0,11,44,4,6,3,63,25,4,10,4,39,23,5,11,0,42,13,14,16,0,47,12,15,0,0,27,7,15,5,0,22,23,25,0,3,49,0,18,0,0,25,7,14,0,0,18,3,0,0,0,3,4,14,0,0,17,10,16,5,0,37,4,0,0,0,9,195,153,80,14,440
UCL115075,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,12,0,0,0,0,0,42,0,8,0,44,31,0,3,0,40,31,0,6,0,33,29,3,0,0,39,17,9,3,0,33,16,3,3,0,20,20,13,4,0,32,3,11,0,0,16,9,9,0,0,15,0,3,0,0,6,4,15,0,0,20,11,5,0,0,21,5,0,0,0,5,242,68,33,3,344
UCL115076,3,0,0,0,3,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,7,0,6,0,6,4,0,15,0,18,47,4,11,0,67,26,0,9,3,42,26,5,16,0,45,28,8,9,0,43,12,9,4,0,24,8,11,0,0,25,17,28,4,0,59,10,25,0,0,37,4,11,0,0,13,5,6,0,0,8,5,7,0,0,14,11,13,4,0,38,12,0,5,0,17,235,140,85,11,473
UCL115077,27,0,4,0,31,12,0,0,0,15,4,0,5,0,9,5,0,0,0,12,32,0,5,0,43,25,0,13,0,43,162,4,16,0,187,103,8,16,0,130,94,19,18,0,132,90,11,14,0,117,32,14,7,0,58,24,3,5,0,38,41,37,5,4,88,26,17,0,0,51,5,17,0,0,18,4,6,0,0,9,19,14,0,0,35,18,17,10,0,43,11,0,3,0,22,740,170,130,18,1053
UCL115078,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,11,0,0,0,15,8,5,4,0,18,32,0,4,0,40,27,0,11,0,41,24,5,7,0,35,30,9,4,0,43,15,9,4,0,29,12,0,0,0,23,20,11,0,4,34,16,3,3,0,21,12,7,0,0,22,3,9,0,0,10,12,7,3,0,26,11,12,3,0,26,5,0,0,0,8,258,77,51,7,395
UCL115079,8,0,3,0,13,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,14,0,5,0,16,7,0,9,0,21,30,4,13,0,45,28,0,11,0,49,20,9,14,0,41,27,16,3,0,51,12,16,0,0,37,17,12,7,0,32,41,27,13,0,78,15,20,0,0,39,12,11,0,0,21,3,5,0,0,11,15,14,6,0,33,24,20,8,0,52,10,0,7,0,19,274,166,110,7,560
UCL115080,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,8,0,11,10,0,3,0,8,17,0,13,0,27,16,5,15,0,35,22,17,9,4,40,21,20,13,0,50,5,20,10,0,34,12,19,11,0,47,33,54,13,0,101,28,55,0,0,84,20,34,9,0,58,4,18,3,0,30,4,26,0,0,34,7,22,10,0,45,4,0,5,0,8,207,306,117,7,637
UCL115081,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,10,6,0,3,0,13,12,4,10,0,23,7,0,8,0,24,17,8,3,0,31,7,10,0,0,17,15,5,4,0,16,16,14,0,0,36,6,10,0,0,19,3,9,0,0,11,3,10,0,0,10,3,10,0,0,8,7,7,6,0,23,4,0,0,0,8,121,83,55,4,263
UCL115082,8,0,0,0,8,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,3,0,9,3,0,9,0,12,28,0,0,0,36,9,0,8,0,19,15,3,0,0,17,19,10,9,0,42,7,3,9,0,20,8,7,3,0,16,19,10,5,0,30,11,6,0,0,20,6,8,0,0,12,0,8,0,0,6,0,9,0,0,12,19,12,4,0,38,3,0,0,0,6,168,81,58,4,306
UCL115083,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,6,0,5,0,3,14,0,4,0,18,8,0,12,0,23,71,8,10,0,87,36,8,7,4,58,34,0,14,5,60,48,10,15,0,74,23,25,3,0,52,26,26,8,0,62,43,59,8,0,105,20,34,5,0,64,17,29,0,0,43,4,15,0,0,19,10,7,0,0,14,17,24,11,0,57,14,3,0,0,19,409,253,101,7,763
