UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL115017,16,71,71,704,47,907,0,4,0,16,3,23,10,0,3,4,0,20,4,3,0,0,0,6,21,3,5,4,0,34,255,107,86,763,36,1243,3,0,0,4,0,9,10,0,6,5,0,24,22,10,6,52,0,94,5,0,0,7,0,17,0,0,0,0,0,3,3,0,0,0,0,6,60,25,14,308,5,413,3,0,4,28,3,45,8,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,8,3,3,9,0,21,11,0,0,4,0,9,7,3,0,0,0,8,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,67,26,22,259,7,375,0,0,0,0,0,3,12,0,0,0,0,16,3,0,0,0,0,3,3,0,0,5,0,4,0,0,0,0,0,0,20,4,0,0,0,35,70,19,8,32,6,142,0,0,0,8,84,91,481,168,144,1504,182,2467
UCL115018,5,19,23,408,11,463,0,0,0,68,0,73,3,0,0,3,0,6,0,0,0,0,0,0,3,0,0,4,0,9,40,13,18,398,5,477,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,22,0,28,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,102,0,116,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,6,8,6,79,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,14,0,0,15,0,32,0,0,0,8,49,57,75,34,32,822,65,1028
UCL115019,22,208,139,1050,14,1432,0,6,6,83,0,95,44,13,5,15,0,69,7,0,0,0,0,12,45,11,4,25,0,90,464,212,136,1160,17,1978,22,0,4,0,0,29,22,6,3,10,0,39,81,30,22,94,0,233,18,6,0,15,0,51,27,4,4,6,0,39,11,0,0,0,0,17,134,75,58,548,6,825,40,22,10,38,0,99,7,0,0,0,0,7,13,0,0,5,0,25,3,0,0,0,0,3,9,5,0,9,0,31,16,5,0,4,0,23,14,12,8,3,0,38,26,4,0,15,0,50,24,4,0,7,0,39,3,0,0,0,0,3,124,68,54,463,5,713,11,0,0,0,0,11,11,8,0,7,0,17,19,0,0,0,0,23,0,3,0,3,0,3,4,0,0,0,0,4,28,3,0,21,0,54,228,68,59,71,0,424,21,0,3,17,213,254,1153,423,289,2360,251,4479
UCL115020,5,85,44,1271,17,1427,0,15,0,219,0,239,9,0,0,6,0,14,0,5,0,0,0,3,9,10,7,14,0,39,100,76,53,1100,14,1341,7,0,3,4,0,13,0,0,0,8,0,11,11,9,6,73,0,96,0,0,0,6,0,3,0,0,0,5,0,4,3,0,0,0,0,5,23,15,9,354,5,397,4,4,4,22,0,37,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,3,5,0,0,0,9,0,4,0,0,0,12,3,0,0,5,0,10,7,0,0,0,0,4,0,0,0,0,0,0,20,11,7,261,5,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,8,0,12,36,20,13,28,0,85,0,0,0,40,76,120,213,141,83,2450,108,2997
UCL115021,9,30,19,460,8,523,0,0,0,24,0,24,5,0,0,0,0,5,0,0,0,0,0,0,4,3,4,0,0,11,43,27,22,357,5,452,0,0,0,0,0,0,0,0,0,5,0,4,13,9,3,38,0,57,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,14,0,4,89,0,112,3,3,3,7,0,10,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,7,0,0,0,0,0,0,8,4,10,88,0,110,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,4,0,9,24,3,0,5,0,44,0,0,0,21,76,101,116,51,43,827,100,1136
UCL115022,9,106,60,1075,8,1259,0,6,0,101,0,106,3,3,4,8,0,16,0,3,0,5,0,7,20,10,3,13,0,49,165,97,54,931,8,1254,0,0,0,0,0,3,12,0,0,9,0,16,15,4,6,74,0,109,3,0,0,3,0,9,0,5,0,0,0,4,7,0,0,0,0,5,26,21,8,299,4,351,12,9,3,44,0,69,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,8,0,0,10,0,17,4,0,0,4,0,4,6,0,0,12,0,18,10,5,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,45,32,17,259,0,357,3,0,0,0,0,3,7,4,0,6,0,19,9,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,7,7,0,13,0,25,58,15,25,40,0,133,3,0,0,17,61,78,330,196,116,2090,82,2825
UCL115023,3,24,28,460,12,530,0,0,0,56,0,55,13,0,0,6,0,16,0,0,0,4,0,5,4,3,0,0,0,10,63,20,21,511,11,625,4,0,0,0,0,8,3,0,0,4,0,5,3,0,0,43,0,49,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,241,0,260,0,0,0,5,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,6,0,6,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,103,0,125,3,0,0,0,0,3,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,22,0,3,12,0,42,0,0,0,15,173,184,127,38,43,1010,197,1402
UCL115024,9,31,17,447,0,498,0,6,0,481,3,482,9,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,19,20,9,385,15,446,7,0,0,0,0,7,0,0,0,3,0,3,0,0,0,23,0,25,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,17,9,8,0,96,0,112,5,3,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,63,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,45,8,3,16,0,70,3,0,0,13,248,262,105,50,20,1096,268,1535
UCL115025,9,72,57,556,4,696,0,4,6,64,0,77,13,0,0,9,0,16,3,0,0,5,0,18,20,7,11,10,0,45,96,73,45,393,0,610,13,0,3,4,0,17,0,0,0,4,0,9,11,8,0,39,0,60,0,0,0,3,0,3,3,0,3,0,0,8,4,0,0,0,0,4,27,8,7,147,0,189,13,0,0,15,0,32,6,0,0,0,0,7,0,0,0,3,0,8,0,0,0,0,0,0,9,0,4,13,0,31,0,4,0,0,0,7,3,0,0,0,0,3,6,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,26,15,11,116,0,169,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,6,4,0,0,0,7,0,0,0,0,0,0,6,0,0,3,0,12,51,12,15,40,0,115,3,0,0,8,54,63,253,126,98,959,61,1498
UCL115026,0,61,35,425,14,531,0,0,0,27,0,27,8,0,0,0,0,6,4,0,0,6,0,3,18,8,0,0,0,17,98,62,36,405,6,609,18,0,0,0,0,18,12,0,3,8,0,24,12,3,10,33,0,58,0,0,0,3,0,5,6,0,0,0,0,10,7,0,0,3,0,12,22,16,13,193,0,244,0,0,0,13,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,5,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,21,13,129,3,198,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,14,47,16,9,20,3,100,6,0,0,19,121,144,226,115,67,862,139,1414
UCL115027,7,88,67,1137,5,1299,0,3,3,213,0,220,12,0,0,0,0,15,0,0,0,0,0,4,7,3,3,17,0,32,82,70,60,1053,5,1269,13,0,8,0,0,25,5,0,0,9,0,7,20,5,10,121,0,156,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,0,0,12,10,13,276,3,313,9,7,3,51,0,69,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,13,0,17,10,6,0,0,0,19,12,14,0,5,0,28,14,0,0,33,0,49,0,0,0,0,0,0,0,0,0,0,0,0,24,18,16,241,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,21,0,0,0,0,21,8,3,3,6,0,22,61,14,0,32,0,115,4,0,0,28,118,152,264,137,110,2236,134,2878
UCL115028,9,105,69,838,12,1040,0,0,0,92,0,92,0,0,0,8,0,11,6,3,0,0,0,9,31,4,9,13,0,56,169,88,70,790,14,1137,0,0,0,0,0,8,3,0,0,4,0,12,33,5,13,58,3,115,6,0,0,8,0,17,11,0,0,0,0,14,0,0,0,0,0,0,42,28,24,366,4,467,8,12,3,38,0,59,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,6,0,11,0,10,0,0,0,0,0,3,7,4,0,0,0,22,5,0,0,6,0,13,4,0,4,10,0,14,0,0,0,0,0,0,37,18,27,228,0,308,4,0,0,0,0,4,3,3,0,0,0,8,5,0,0,4,0,8,0,0,0,0,0,0,3,0,0,0,0,3,10,6,0,8,0,25,48,12,5,32,0,101,0,0,0,15,111,124,359,185,135,1690,134,2502
UCL115029,7,68,56,428,8,567,0,0,0,33,0,33,7,0,0,3,0,8,6,0,0,0,0,6,13,3,3,0,0,18,139,89,45,474,11,755,10,0,0,0,0,7,20,0,0,0,0,29,29,12,10,48,0,100,0,0,0,8,0,13,7,0,0,0,0,7,6,0,3,5,0,13,41,29,13,224,0,304,30,3,3,26,0,64,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,11,3,0,5,0,0,10,16,0,7,0,0,19,12,0,0,9,0,24,0,4,0,0,0,4,0,0,0,0,0,0,32,16,12,138,3,200,0,0,0,0,0,0,4,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,16,77,18,16,22,0,129,0,0,3,17,96,125,336,146,102,983,126,1686
UCL115030,8,29,21,498,27,572,0,4,0,67,3,74,0,0,0,0,0,3,0,0,0,0,0,5,10,0,3,0,0,16,56,30,14,391,14,500,3,0,0,0,0,3,0,0,0,0,0,0,10,3,5,35,0,58,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,15,6,0,93,0,112,7,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,0,4,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,12,5,53,0,77,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,11,3,39,0,0,0,10,65,77,117,56,28,856,106,1163
UCL115031,27,130,91,708,5,961,0,0,0,28,0,34,10,0,0,3,0,17,11,0,4,0,0,16,26,3,4,6,0,43,352,115,78,689,29,1258,8,0,0,0,0,8,7,0,0,12,0,19,51,5,14,59,3,120,9,0,0,8,0,21,11,0,0,3,0,11,4,0,0,0,0,4,71,27,18,245,8,358,34,11,8,38,0,88,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,0,0,0,0,7,0,0,6,0,0,3,3,12,0,0,0,17,11,3,0,4,0,17,5,0,0,0,0,9,5,0,0,0,0,5,69,37,24,304,7,438,9,0,0,0,0,6,3,0,0,0,0,3,4,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,22,0,5,11,0,39,115,49,16,42,0,223,5,0,0,7,76,91,688,222,159,1457,122,2642
UCL115032,19,119,87,485,3,711,3,0,6,40,0,51,17,7,7,6,0,40,8,0,0,4,0,18,36,4,0,13,0,50,205,102,87,500,0,900,8,0,3,0,0,9,14,0,0,9,0,27,48,3,8,33,0,91,12,0,0,6,0,25,6,0,0,0,0,7,4,4,0,0,0,9,71,41,27,224,0,363,12,13,10,15,0,44,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,10,7,3,0,0,17,8,0,0,3,0,14,17,9,4,4,0,37,18,0,0,14,0,37,10,0,0,0,0,12,3,0,0,0,0,3,61,22,27,155,0,265,0,6,0,0,0,10,9,0,3,0,0,18,9,0,0,0,0,14,0,0,0,0,0,4,8,0,0,0,0,8,11,3,3,5,0,28,115,29,24,45,0,219,0,0,0,0,86,84,575,222,163,1055,89,2103
UCL115033,28,153,140,1449,8,1776,0,9,0,96,0,103,12,0,0,18,0,25,16,4,3,7,0,30,33,12,15,31,0,93,326,132,137,1105,8,1709,6,0,4,0,0,9,4,0,6,15,0,27,41,24,21,135,0,221,5,3,0,15,0,25,7,3,0,5,0,13,17,0,0,13,0,31,63,37,22,364,7,490,19,12,8,79,0,112,0,0,0,0,0,0,3,0,0,6,0,11,10,0,0,10,0,24,3,0,0,13,0,25,3,3,0,4,0,17,12,9,9,7,0,36,21,8,7,18,0,50,4,0,0,4,0,12,0,0,0,0,0,0,97,45,30,333,0,506,7,3,0,0,0,9,10,0,4,3,0,13,8,3,3,4,0,21,0,0,0,0,0,3,0,0,0,3,0,3,15,3,5,18,0,43,114,43,34,70,0,258,6,0,7,12,122,158,683,287,250,2571,147,3935
UCL115034,3,70,61,680,7,824,0,6,8,90,0,106,7,0,0,0,0,14,4,6,0,4,0,14,4,9,8,22,0,41,106,73,44,532,0,752,9,0,3,0,0,6,0,0,0,3,0,5,8,4,3,46,0,60,0,0,0,6,0,4,9,4,0,5,0,7,7,4,0,0,0,9,20,17,9,113,0,159,15,12,5,36,0,70,0,0,0,0,0,0,9,0,0,3,0,14,0,0,0,0,0,0,7,5,3,13,0,31,0,6,0,3,0,9,6,5,0,0,0,8,7,0,0,13,0,15,0,0,0,0,0,4,0,0,4,0,0,4,24,10,13,98,0,150,3,0,0,0,0,6,3,8,4,0,0,16,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,17,46,14,13,28,0,106,0,0,0,10,60,69,237,145,102,1192,70,1741
UCL115035,13,87,79,1695,9,1886,0,10,3,404,3,414,30,0,10,8,0,43,0,0,0,0,0,0,14,4,3,23,0,46,105,77,62,1356,10,1613,23,3,3,0,0,25,0,0,0,3,0,9,5,9,5,148,0,168,0,0,0,6,0,14,3,0,3,0,0,3,24,0,0,0,0,22,15,13,5,337,3,375,9,8,3,49,0,67,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,18,8,0,0,0,0,8,9,10,9,3,0,27,0,6,0,4,0,13,4,0,0,6,0,10,0,0,0,0,0,0,28,24,24,345,3,420,0,0,0,5,0,7,14,0,0,4,0,18,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,11,0,25,99,15,13,30,0,157,5,0,0,27,169,209,335,154,122,3122,194,3930
UCL115036,16,123,75,930,10,1153,0,3,8,124,0,141,15,0,5,11,0,30,40,0,4,5,0,57,44,10,4,19,0,78,273,127,70,857,4,1337,10,0,3,0,0,20,8,5,0,6,0,20,43,10,3,76,4,136,14,10,0,14,0,40,11,6,0,9,0,19,10,0,0,0,0,9,37,21,21,313,0,392,39,17,3,47,0,104,3,0,0,0,0,3,7,0,0,0,0,3,3,0,0,0,0,3,25,6,0,8,0,41,8,3,0,0,0,11,6,8,0,5,0,19,12,0,0,10,0,21,8,0,0,8,0,19,0,0,0,0,0,0,71,32,24,268,4,394,8,0,0,6,0,14,5,0,3,7,0,14,12,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,16,106,31,27,49,3,214,7,4,3,14,106,129,662,246,146,1894,124,3076
UCL115037,6,53,55,406,0,520,0,5,0,29,0,32,11,0,0,4,0,12,0,0,0,0,0,0,7,3,3,10,0,20,99,48,46,370,9,569,3,0,0,0,0,5,4,0,0,6,0,15,10,7,0,32,0,56,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,16,7,7,117,0,148,5,0,5,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,12,0,0,0,0,7,0,0,0,0,0,0,9,5,0,6,0,19,0,0,0,0,0,3,0,0,0,0,0,0,20,17,12,97,0,146,0,0,0,0,0,0,5,0,0,0,0,5,0,4,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,12,43,10,15,18,0,86,0,0,3,0,46,47,215,89,77,780,50,1211
UCL115038,0,30,16,558,5,614,0,0,0,57,0,63,17,0,0,0,0,17,0,3,0,0,0,7,5,0,0,12,0,16,28,29,15,497,15,587,0,0,0,3,0,5,3,4,0,5,0,9,8,0,0,44,0,56,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,9,7,11,5,160,5,189,4,0,0,9,0,21,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,9,0,14,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,8,6,9,115,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,30,4,4,9,0,49,0,0,0,20,135,148,107,61,28,1098,160,1451
UCL115039,8,64,69,1285,16,1452,0,13,5,429,9,453,24,0,5,7,0,38,0,0,0,0,0,6,10,0,0,11,0,31,73,50,39,907,21,1085,26,0,7,0,0,36,0,0,0,0,0,4,17,8,0,82,0,103,0,0,0,3,5,11,0,0,0,0,0,0,9,0,0,4,0,12,28,20,12,240,4,307,11,10,0,46,0,60,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,3,0,0,0,0,0,0,18,0,3,4,0,22,24,6,5,0,0,27,3,0,0,3,0,13,0,0,0,0,0,0,17,3,0,0,0,19,19,7,9,209,4,246,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,0,0,8,5,0,0,6,0,12,113,7,10,22,0,158,6,5,4,32,509,551,358,103,97,2262,555,3369
UCL115040,9,65,41,490,0,615,0,0,0,69,0,71,7,0,0,3,0,13,6,4,0,4,0,13,3,4,0,10,0,17,93,76,39,508,7,716,3,0,3,0,0,7,3,0,0,17,0,22,9,3,10,54,0,82,5,0,0,7,0,13,0,0,0,0,0,12,3,0,0,0,0,3,27,16,7,126,0,185,18,4,7,14,0,44,0,0,0,0,0,0,6,0,0,0,0,11,3,0,0,6,0,9,5,0,0,10,0,18,0,0,0,0,0,4,3,0,0,0,0,11,13,0,0,4,0,17,3,3,7,4,0,15,0,0,0,0,0,0,21,16,15,145,0,200,7,3,0,0,0,10,3,0,4,0,0,10,3,0,0,4,0,6,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,11,0,19,55,15,4,25,0,99,6,0,0,0,37,41,262,126,79,1018,41,1528
UCL115041,12,33,32,895,19,987,0,15,4,537,6,563,3,0,0,3,0,9,0,0,0,0,0,0,4,0,0,0,0,4,38,34,29,737,21,854,38,0,4,6,0,41,0,0,0,0,0,3,3,0,3,56,0,70,4,0,0,0,0,14,5,0,0,0,0,8,16,0,0,0,0,17,3,10,9,186,5,216,3,6,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,147,0,163,0,0,0,0,0,0,7,7,0,0,0,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,71,5,10,21,0,113,0,0,5,32,312,351,184,69,59,1916,357,2579
UCL115042,0,35,28,710,12,786,0,3,0,86,0,92,4,0,0,7,0,11,0,0,0,0,0,0,9,0,0,8,0,25,43,36,14,624,7,733,0,0,0,0,0,0,4,0,0,12,0,15,5,3,3,58,0,69,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,20,9,3,234,5,261,3,0,0,11,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,183,3,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,22,9,4,14,0,47,0,0,0,36,76,115,110,62,38,1438,98,1744
UCL115043,5,43,23,837,5,912,0,14,6,332,10,354,11,0,4,9,0,29,0,0,0,0,0,0,3,6,3,6,0,17,55,41,17,802,9,931,6,0,3,0,0,14,4,0,0,3,0,12,6,9,0,57,0,78,0,0,0,4,0,4,0,0,0,0,0,4,9,0,0,0,0,9,9,11,0,199,7,232,7,7,0,16,0,27,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,3,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,17,14,9,147,0,183,3,6,0,0,0,8,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,13,41,6,12,26,0,82,0,5,0,14,379,402,156,90,48,1685,409,2387
UCL115044,3,31,19,911,7,963,0,11,11,824,8,853,6,0,4,0,0,11,0,0,0,0,0,5,3,0,0,0,0,4,16,23,12,580,23,659,12,0,0,0,0,16,0,0,0,0,0,0,14,4,3,35,0,58,9,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,30,10,10,3,133,3,160,0,7,0,12,0,20,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,119,4,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,17,3,0,8,0,37,0,0,0,10,316,329,111,55,39,1802,353,2353
