UCL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
UCL121007,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,28,4,33,0,34,..,5,0,5,78,87,838,36,4,39,82,957
UCL121008,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,7,0,7,0,7,..,3,0,3,170,174,346,15,0,14,170,529
UCL121009,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,17,0,17,..,5,0,5,123,130,741,20,0,24,123,885
UCL121010,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,3,0,3,..,15,0,16,0,16,..,0,0,0,49,53,605,17,0,14,49,668
UCL121011,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,12,0,12,..,32,5,38,0,40,..,0,0,0,117,119,779,32,4,42,121,941
UCL121012,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,18,6,24,0,24,..,0,0,0,19,19,808,18,6,24,19,852
UCL121013,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,32,3,42,0,37,..,0,0,0,117,119,581,31,3,38,120,743
UCL121014,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,16,0,15,0,15,..,0,0,0,58,58,449,16,0,15,58,524
UCL121015,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,12,0,12,..,47,5,51,0,51,..,0,0,0,20,21,663,48,5,50,20,737
UCL121016,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,13,3,14,0,14,..,33,3,36,0,36,..,0,0,0,49,51,469,36,3,39,49,555
UCL121017,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,6,0,6,..,48,4,56,0,51,..,0,0,0,18,17,749,52,4,54,16,820
UCL121018,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,26,26,844,5,0,5,26,878
UCL121019,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,10,3,11,0,11,..,0,0,0,11,11,675,10,3,11,11,701
UCL121020,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,5,..,28,0,28,0,27,..,0,0,0,31,31,500,28,0,28,36,564
UCL121021,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,18,0,18,..,4,0,4,50,56,495,18,0,19,50,566
UCL121022,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,4,72,76,634,15,0,12,72,722
UCL121023,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,9,5,9,0,13,..,0,0,0,38,38,535,9,5,9,43,587
UCL121024,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,29,29,522,6,0,6,29,553
UCL121025,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,10,0,10,..,39,0,44,0,44,..,3,0,3,8,8,546,42,0,48,8,599
UCL121026,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,39,0,39,0,39,..,0,0,0,65,70,869,40,0,42,65,978
UCL121027,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,29,0,29,..,5,0,5,32,37,555,25,0,26,32,616
UCL121028,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,9,..,28,0,28,0,30,..,5,0,5,40,43,712,30,0,30,46,785
UCL121029,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,11,0,11,..,17,0,17,0,17,..,0,0,0,30,30,556,17,0,17,30,605
UCL121030,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,15,0,15,..,16,3,18,0,18,..,4,0,4,97,102,749,23,3,24,97,868
UCL121031,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,51,0,51,0,51,..,0,0,0,69,70,898,51,0,51,69,1012
UCL121032,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,18,0,20,0,20,..,0,0,0,69,70,635,22,0,22,69,725
UCL121033,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,18,0,18,0,18,..,0,0,0,59,61,435,17,0,17,59,513
UCL121034,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,43,3,45,0,45,..,0,0,0,59,59,796,43,3,45,59,907
UCL121035,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,18,0,18,0,18,..,4,0,4,47,51,1061,20,0,20,47,1125
UCL121036,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,56,8,60,0,55,..,0,0,0,46,55,1317,54,8,58,51,1427
UCL121037,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,35,4,36,0,36,..,10,0,10,25,35,721,41,4,46,25,791
UCL121038,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,11,0,18,..,3,0,3,91,98,494,13,0,18,93,601
UCL121039,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,11,0,11,..,49,3,50,3,53,..,3,0,3,91,94,584,52,3,56,91,733
UCL121040,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,8,0,8,..,0,0,0,19,18,484,9,0,12,19,511
UCL121041,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,34,37,549,7,0,7,34,592
UCL121042,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,32,0,32,0,32,..,0,0,0,29,29,492,32,0,32,29,553
UCL121043,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,4,17,0,17,..,82,10,87,0,87,..,0,0,0,7,15,578,82,10,85,7,684
UCL121044,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,6,..,0,0,0,84,86,467,5,0,5,89,562
UCL121045,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,24,27,485,16,0,16,24,522
UCL121046,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,26,5,26,0,26,..,0,0,0,6,6,466,26,5,26,6,503
UCL121047,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,26,0,26,0,26,..,0,0,0,31,29,556,23,0,23,31,604
UCL121048,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,19,4,17,0,17,..,0,0,0,7,7,470,19,4,17,7,500
UCL121049,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,60,23,86,0,89,..,3,0,4,80,81,476,66,26,91,77,641
UCL121050,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,56,63,591,11,0,11,56,661
UCL121051,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,14,0,14,..,9,0,9,59,66,866,20,0,21,59,940
UCL121052,0,0,0,0,..,0,4,4,0,4,..,0,0,0,0,0,..,4,0,7,0,7,..,9,0,9,0,9,..,62,8,66,0,66,..,0,0,0,71,67,690,64,8,67,71,825
UCL121053,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,7,..,30,0,29,0,30,..,0,0,0,88,88,627,30,0,29,90,747
UCL121054,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,13,0,20,0,20,..,0,0,0,8,8,746,13,0,20,8,777
UCL121055,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,5,0,5,44,44,608,16,0,16,44,668
UCL121056,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,13,0,13,0,13,..,0,0,0,36,32,855,7,0,7,36,890
UCL121057,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,10,20,659,8,0,8,10,683
UCL121058,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,36,0,39,0,39,..,3,0,3,47,57,1772,40,0,42,47,1863
UCL121059,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,0,..,13,0,11,0,14,..,3,0,3,26,26,564,15,0,16,30,609
UCL121060,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,9,3,11,0,11,..,6,0,6,23,26,934,12,3,19,23,980
UCL121061,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,12,..,0,0,0,18,18,524,15,0,15,21,554
UCL121062,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,15,0,15,..,35,3,40,0,40,..,0,0,0,13,13,850,35,3,40,13,905
UCL121063,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,16,0,16,0,16,..,0,0,0,35,35,609,16,0,16,35,656
UCL121064,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,16,0,16,0,16,..,0,0,0,36,33,624,17,0,17,36,670
UCL121065,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,13,0,10,..,0,0,0,62,61,851,10,0,11,57,925
UCL121066,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,7,0,5,0,5,..,5,0,5,29,28,468,9,0,12,29,508
UCL121067,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,5,15,0,15,..,0,0,0,51,51,761,15,5,16,51,830
UCL121068,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,6,17,0,17,..,93,6,103,0,106,..,8,0,8,95,103,2021,104,6,112,102,2231
UCL121069,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,33,0,33,0,33,..,0,0,0,0,0,730,33,0,33,0,767
UCL121070,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,34,0,40,0,40,..,0,0,0,18,18,485,34,0,40,18,539
UCL121071,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,13,0,13,..,0,0,0,26,31,487,16,0,13,26,529
UCL121072,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,6,0,6,..,26,0,27,0,27,..,0,0,0,92,92,694,25,4,31,92,819
UCL121073,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,10,0,10,0,10,..,0,0,0,54,54,626,10,0,10,54,691
UCL121074,0,0,0,0,..,3,0,6,0,10,..,0,0,0,0,0,..,12,0,13,0,13,..,3,0,10,0,8,..,61,4,59,4,69,..,6,0,6,19,27,464,61,4,67,24,556
UCL121075,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,28,0,24,0,24,..,0,0,0,129,125,496,28,0,25,129,656
UCL121076,0,4,0,4,..,0,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,18,0,17,0,17,..,0,0,0,81,81,969,18,0,17,81,1071
UCL121077,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,11,0,11,0,11,..,0,0,0,68,71,667,11,0,13,68,750
UCL121078,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,16,12,663,11,0,9,16,686
UCL121079,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,19,4,23,0,23,..,0,0,0,14,14,489,19,4,23,14,526
UCL121080,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,44,0,44,0,43,..,4,0,4,10,17,931,47,0,52,16,996
UCL121081,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,9,15,0,15,..,0,0,0,19,19,548,14,9,15,19,583
UCL121082,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,18,0,18,0,18,..,0,0,0,123,123,980,18,0,18,123,1125
UCL121083,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,12,0,14,..,64,3,68,6,73,..,0,0,0,18,21,820,68,3,72,24,913
UCL121084,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,4,10,..,35,0,38,4,39,..,0,0,0,17,17,784,35,0,38,21,844
UCL121085,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,13,0,13,..,51,4,50,0,50,..,7,0,5,30,34,938,57,4,59,30,1022
UCL121086,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,22,3,20,0,20,..,3,0,3,61,65,732,19,3,27,61,822
UCL121087,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,26,26,632,6,0,6,26,656
UCL121088,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,19,0,19,..,0,0,0,49,49,534,19,0,19,49,598
UCL121089,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,17,0,20,0,20,..,0,0,0,15,20,854,17,0,16,15,895
UCL121090,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,22,0,22,0,22,..,3,0,3,14,17,785,32,0,32,14,828
UCL121091,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,17,0,17,..,7,0,7,53,55,630,14,0,17,53,696
UCL121092,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,12,0,12,..,43,0,50,0,50,..,3,0,3,80,85,1045,43,0,48,80,1179
UCL121093,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,7,15,0,15,..,0,0,0,37,41,1100,12,5,20,37,1160
UCL121094,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,14,5,19,0,22,..,9,0,9,99,103,644,17,5,26,102,768
UCL121095,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,7,..,0,0,0,33,33,652,7,0,7,32,693
UCL121096,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,7,..,23,0,23,0,22,..,5,0,5,34,31,741,24,0,24,30,798
UCL121097,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,17,0,23,0,21,..,0,0,0,20,19,633,19,0,17,14,667
UCL121098,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,20,0,16,0,16,..,32,4,38,0,38,..,6,0,6,7,11,810,38,4,36,7,850
UCL121099,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,0,0,0,24,28,580,17,0,17,24,624
UCL121100,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,13,0,13,..,83,11,91,0,91,..,0,0,0,29,29,977,83,11,91,29,1103
UCL121101,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,5,0,5,..,22,7,27,0,27,..,0,0,0,70,70,998,22,7,27,70,1103
UCL121102,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,17,0,13,..,32,0,38,0,39,..,0,0,0,52,57,896,40,0,42,55,994
UCL121103,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,11,..,7,0,7,76,84,926,15,0,15,76,1021
UCL121104,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,6,0,6,..,12,0,14,0,14,..,0,0,0,41,39,690,9,0,15,41,738
UCL121105,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,3,..,8,0,7,0,7,..,11,0,16,0,20,..,0,0,0,36,41,602,13,0,16,37,656
UCL121106,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,39,9,40,0,40,..,0,0,0,50,50,896,38,9,45,50,993
UCL121107,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,14,3,17,0,17,..,4,0,4,45,48,889,16,3,19,45,953
UCL121108,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,20,0,20,0,20,..,0,0,0,48,46,774,18,0,18,48,840
UCL121109,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,25,0,24,0,24,..,0,0,0,13,11,461,25,4,28,13,499
UCL121110,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,17,0,17,..,33,0,30,0,30,..,0,0,0,31,35,922,32,0,32,31,991
UCL121111,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,4,18,0,18,..,7,0,7,108,115,635,22,4,25,108,768
UCL121112,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,6,..,8,0,8,0,8,..,0,0,0,37,39,727,7,0,7,37,767
UCL121113,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,7,0,7,..,13,3,14,0,14,..,3,0,3,44,51,472,17,3,16,44,532
UCL121114,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,27,7,33,0,33,..,0,0,0,87,86,758,31,7,38,87,884
UCL121115,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,15,0,15,0,15,..,0,0,0,32,29,601,20,0,20,32,651
UCL121116,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,13,0,13,..,15,3,14,0,19,..,0,0,0,15,15,927,15,3,14,19,963
UCL121117,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,3,4,..,19,0,16,3,18,..,3,0,3,43,47,600,20,0,19,43,662
UCL121118,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,9,0,9,..,24,0,32,0,32,..,0,0,0,15,15,473,24,0,32,15,518
UCL121119,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,4,14,0,14,..,22,4,25,0,25,..,5,0,5,34,35,809,28,4,27,34,872
UCL121120,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,6,..,7,0,8,0,9,..,3,5,9,122,130,399,11,3,17,124,539
UCL121121,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,23,6,30,0,30,..,0,0,0,28,28,457,23,6,30,28,510
UCL121122,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,49,49,610,9,0,9,49,665
UCL121123,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,9,0,9,0,9,..,0,0,0,88,90,579,10,0,10,88,678
UCL121124,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,3,13,0,13,..,0,0,0,20,20,469,10,3,13,20,503
UCL121125,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,20,0,22,0,22,..,0,0,0,71,71,843,20,0,22,71,935
UCL121126,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,15,0,15,0,15,..,3,0,3,12,13,562,19,0,21,12,593
UCL121127,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,12,3,13,0,13,..,3,0,3,29,30,656,18,3,16,29,702
UCL121128,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,6,0,6,..,25,4,24,0,24,..,5,0,5,33,37,915,29,4,32,33,974
UCL122001,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,4,0,4,..,0,0,0,7,7,238,5,0,4,7,255
UCL122002,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,4,15,0,16,..,0,0,0,50,54,195,11,4,14,55,257
UCL122003,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,9,..,15,0,13,0,20,..,5,0,5,8,16,386,17,0,23,10,410
UCL122004,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,7,181,9,0,9,0,192
UCL122005,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,9,0,8,0,10,..,9,3,12,0,12,..,0,0,0,21,22,309,11,3,14,25,352
UCL122006,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,21,21,250,0,0,0,21,272
UCL122007,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,14,0,14,0,14,..,0,0,0,35,35,420,14,0,14,35,472
UCL122008,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,39,39,239,0,0,0,39,280
UCL122009,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,10,..,0,0,0,22,21,275,13,0,13,23,307
UCL122010,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,16,16,343,0,0,3,16,362
UCL122011,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,10,0,10,..,0,0,0,25,26,330,12,0,11,25,365
UCL122012,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,25,25,243,4,0,4,25,276
UCL122013,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,4,0,4,..,0,0,0,21,21,184,0,3,4,25,212
