UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL114006,5,0,25,38,3,49,0,56,5,184,10,24,49,37,14,16,6,40,3,189,24,56,82,51,26,28,21,72,9,364,43,52,43,43,40,26,24,64,3,337,70,66,67,63,44,43,44,116,3,516,66,68,61,46,61,47,57,110,9,516,19,24,14,14,14,17,29,35,4,170,10,0,0,0,5,0,0,9,0,24,0,0,0,0,0,0,0,0,0,0,249,283,342,295,208,215,179,503,30,2301
UCL114007,7,3,31,32,10,77,7,62,7,231,19,27,53,74,17,39,9,67,4,312,62,109,104,102,50,74,39,68,9,624,75,87,68,96,77,40,36,68,18,569,102,83,84,75,80,56,52,90,3,624,79,69,66,72,91,45,49,93,10,566,20,40,27,21,32,11,21,27,0,209,13,3,3,5,5,3,0,0,6,36,0,0,0,0,0,0,0,0,3,4,375,423,448,470,360,344,222,480,63,3178
UCL114008,6,3,29,40,6,66,5,36,0,183,12,21,46,55,11,30,8,30,7,216,48,99,101,77,46,45,21,52,15,497,60,86,65,53,55,25,32,45,16,438,71,96,59,83,89,29,46,72,12,550,80,84,52,88,79,48,58,72,15,576,30,33,27,23,22,15,32,24,8,212,9,4,0,4,4,0,0,3,9,31,0,0,0,0,0,0,0,0,4,0,300,431,386,412,315,261,196,326,81,2716
UCL114009,4,5,31,59,5,83,8,48,4,237,12,101,111,166,47,87,11,84,7,620,113,409,191,218,119,67,38,70,14,1237,114,264,101,104,93,36,28,52,14,793,84,129,34,74,52,30,28,39,7,480,24,57,31,23,41,17,10,25,3,235,4,15,6,5,3,8,3,9,0,56,3,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,357,986,504,649,358,323,132,331,39,3672
UCL114010,8,4,39,24,8,66,6,43,3,208,17,47,63,49,18,40,21,44,3,295,59,130,98,91,38,57,41,53,20,585,81,108,84,72,50,28,46,64,6,533,70,96,70,68,73,42,54,57,7,532,60,67,66,59,76,48,61,65,7,513,41,27,16,6,28,17,24,25,5,188,11,4,4,0,0,5,4,4,7,43,0,0,0,0,0,0,0,0,3,6,352,480,435,375,289,301,243,360,62,2900
UCL114011,0,0,17,21,0,57,0,33,5,141,9,7,14,24,12,27,4,27,0,118,29,44,67,59,34,32,15,50,8,335,21,61,50,37,48,19,24,31,6,292,42,50,34,58,54,31,32,43,3,340,43,53,52,48,44,29,32,53,6,362,18,22,14,20,12,10,12,14,5,125,10,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,4,169,230,240,265,209,203,122,262,35,1738
UCL114012,0,3,13,21,11,45,3,30,4,138,13,22,49,37,37,22,0,10,9,205,204,368,175,95,217,35,34,30,16,1181,290,381,113,111,193,44,27,34,32,1225,184,163,41,64,113,20,14,13,14,636,60,47,10,16,38,7,4,6,3,202,5,8,4,0,0,3,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,989,416,347,616,190,95,126,89,3621
UCL114013,4,4,25,35,11,61,7,62,8,214,9,31,81,37,34,42,59,55,8,356,59,162,167,108,79,60,172,99,13,924,88,129,111,101,65,43,113,52,11,716,75,83,58,71,57,43,82,78,5,556,80,70,61,72,61,41,89,89,10,563,32,26,26,20,24,10,28,16,4,187,4,0,4,0,4,0,5,3,3,26,0,0,0,0,0,0,0,0,0,0,357,502,523,435,337,307,562,456,63,3543
UCL114014,0,3,55,43,6,44,3,37,3,196,16,28,87,66,29,34,9,30,6,290,61,189,149,69,63,33,15,19,8,605,145,240,106,91,109,43,34,45,11,823,120,182,113,89,140,43,43,51,15,793,72,122,61,62,94,35,46,37,11,537,12,22,17,3,19,9,5,14,0,98,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,420,785,586,426,460,239,166,229,45,3362
UCL114015,5,3,38,43,8,86,8,59,6,255,13,34,75,82,21,51,16,92,11,402,65,126,136,129,78,89,41,164,19,841,69,121,88,101,60,54,36,153,5,692,82,107,59,98,67,50,41,120,14,641,54,76,76,97,68,67,49,91,12,579,16,35,19,28,14,21,14,25,5,163,8,8,4,3,6,3,4,3,3,43,0,0,0,0,0,0,0,0,0,4,327,512,495,570,313,416,205,703,66,3614
UCL114016,5,0,44,39,14,62,9,59,9,247,16,27,67,63,25,28,17,71,0,321,65,113,113,97,59,35,58,146,11,697,70,108,90,67,64,31,52,119,14,622,87,109,80,64,73,33,51,100,12,618,74,76,70,52,100,42,55,97,11,578,24,20,14,11,29,10,29,21,11,165,4,5,5,0,3,0,0,0,5,22,4,0,0,0,0,0,0,0,0,7,355,459,483,395,372,247,270,617,80,3274
UCL114017,0,7,32,59,8,115,11,53,4,279,13,28,50,58,12,44,10,10,4,233,65,204,133,81,54,46,12,36,15,643,188,325,128,64,84,50,15,36,15,904,192,326,104,91,110,53,20,40,7,935,103,227,72,66,89,59,27,52,4,700,44,59,23,9,25,7,9,12,0,188,14,0,0,0,0,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,615,1168,539,427,387,373,107,240,48,3913
UCL114018,3,3,29,39,5,68,7,33,5,188,12,22,58,50,18,29,10,35,0,224,43,139,113,94,60,48,15,47,6,563,89,149,105,76,57,34,18,48,9,588,114,150,96,123,106,91,29,57,9,764,101,147,78,88,125,91,43,75,7,752,45,47,31,20,31,36,15,14,8,256,15,9,3,0,0,5,3,0,0,42,0,0,0,0,0,0,0,0,0,0,424,663,520,491,391,402,133,307,40,3383
UCL114019,3,3,24,17,8,37,5,26,3,123,10,36,43,42,27,23,25,29,3,251,57,169,92,94,72,53,57,56,12,658,71,106,72,71,52,39,41,49,8,502,70,63,53,69,75,44,57,63,13,514,70,73,52,59,90,39,74,57,15,529,25,29,17,14,25,13,25,28,5,191,15,3,0,0,5,0,6,5,8,41,0,0,0,0,0,0,0,0,0,0,318,484,358,366,354,249,296,315,67,2807
UCL114020,3,5,44,41,8,73,9,69,5,258,24,31,76,60,13,43,11,53,7,321,79,157,189,118,69,52,51,90,8,808,111,169,146,74,94,37,53,74,13,768,141,196,114,74,112,64,59,87,12,858,102,146,109,55,108,62,65,81,17,759,31,55,28,22,42,20,14,27,4,244,13,14,8,0,5,0,0,0,7,47,0,0,0,0,0,0,0,0,0,0,510,771,714,447,455,355,262,488,70,4066
UCL114021,4,3,38,47,8,83,7,89,7,281,19,14,55,68,22,46,13,47,3,283,46,107,126,82,60,59,46,75,4,598,107,186,161,115,82,43,58,88,12,851,95,174,129,148,130,55,61,99,13,900,69,127,104,116,109,64,82,99,17,787,21,31,20,23,25,25,19,20,3,183,7,7,0,5,3,0,4,4,3,33,0,0,0,0,0,0,0,0,0,3,368,646,628,602,434,367,287,521,56,3911
UCL114022,5,3,22,15,5,45,5,30,4,133,8,8,20,32,14,27,7,17,5,138,19,56,50,63,17,24,14,33,3,288,26,72,46,59,35,33,12,49,7,334,33,82,61,75,51,37,22,53,12,417,55,59,49,89,59,26,31,75,7,456,15,35,16,10,16,16,14,16,0,134,8,8,5,0,5,0,0,0,3,27,0,0,0,0,0,0,0,0,0,3,173,307,273,345,200,204,113,279,42,1929
UCL114023,4,5,27,17,6,51,8,37,0,159,5,26,63,33,21,33,35,30,3,251,48,161,90,73,48,36,102,62,9,618,55,76,74,54,50,29,58,52,5,457,58,72,50,53,52,41,62,51,11,439,43,56,46,44,56,35,72,56,6,414,26,12,18,14,16,9,13,8,0,127,7,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,6,251,406,368,283,252,240,355,299,38,2482
UCL114024,4,7,43,48,11,95,17,66,14,302,12,45,85,59,54,64,40,70,5,435,74,200,171,103,93,69,121,88,15,932,108,164,109,104,84,65,109,74,8,821,132,119,105,101,117,58,96,79,9,820,86,105,79,92,103,40,105,82,7,697,25,29,25,13,27,23,33,20,3,189,7,0,4,0,7,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,448,665,624,522,495,413,527,480,62,4233
UCL114025,0,0,25,53,7,69,12,44,7,218,8,12,36,40,10,27,6,35,0,161,36,123,85,62,40,30,9,32,9,419,138,253,131,100,134,30,20,62,18,887,98,212,130,90,84,48,27,54,4,749,63,90,60,75,78,32,19,41,3,464,17,22,16,20,15,7,8,10,0,113,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,370,706,485,436,363,236,92,270,55,3010
UCL114026,0,0,33,22,6,54,5,32,0,156,11,25,57,35,28,26,11,21,7,210,64,141,131,90,69,50,48,39,12,644,79,126,80,57,72,32,45,33,11,541,74,83,58,59,101,28,34,42,8,503,33,57,45,37,49,24,33,22,5,307,9,15,16,11,22,11,3,15,6,110,0,3,6,0,5,0,3,3,0,20,0,0,0,0,0,0,0,0,0,0,276,453,428,320,353,227,176,209,56,2493
UCL114027,0,6,17,30,0,37,11,32,0,139,3,5,24,38,19,32,9,21,0,158,23,53,68,20,29,29,9,22,6,269,48,54,60,49,35,19,19,27,0,311,101,76,72,65,79,33,19,41,9,501,67,89,73,62,77,57,27,45,12,502,22,34,14,11,25,8,11,12,6,149,6,4,4,0,4,0,3,0,5,28,0,0,0,0,0,0,0,0,0,0,266,330,333,284,259,217,108,203,39,2043
UCL114028,0,5,27,16,4,44,0,38,3,138,6,19,53,24,12,10,14,42,5,183,28,95,123,60,35,25,47,139,7,569,46,92,80,58,51,26,82,95,9,541,73,65,59,52,43,24,68,59,9,453,42,51,57,34,51,20,58,68,3,380,10,22,17,4,16,11,25,15,4,118,3,3,6,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,3,3,211,346,413,259,212,161,299,463,40,2400
UCL114029,3,0,50,27,13,37,6,36,0,177,15,25,63,42,31,28,23,29,3,268,61,119,157,61,96,33,68,43,4,648,96,77,107,56,114,19,60,41,10,579,100,90,98,50,108,36,82,52,8,620,52,51,48,35,103,34,64,57,5,450,5,5,11,4,15,4,18,12,3,81,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,339,378,533,271,478,194,316,266,44,2823
UCL114030,0,0,20,21,6,34,0,19,0,103,8,12,16,32,7,9,4,24,0,111,25,52,61,60,28,23,7,46,4,293,53,62,43,45,33,15,19,36,4,320,56,57,65,53,50,30,11,47,3,372,44,85,51,72,69,42,31,65,7,468,16,25,12,7,20,18,0,17,7,123,3,0,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,210,292,264,295,205,179,77,245,27,1797
UCL114031,3,0,37,21,3,45,9,45,0,170,10,17,53,51,27,35,14,41,3,253,40,84,117,68,77,33,37,56,8,515,76,71,120,77,69,37,54,37,8,550,95,80,90,94,101,55,66,67,4,652,50,62,67,78,75,42,51,51,4,480,9,14,13,6,18,18,6,8,0,92,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,272,332,499,400,367,264,233,305,36,2712
UCL114032,4,4,44,19,5,32,5,42,0,149,10,17,53,35,20,35,11,33,3,221,54,83,130,78,83,42,56,53,4,579,46,79,75,48,65,31,64,51,6,468,67,60,72,52,69,34,44,56,11,462,39,46,39,41,41,21,36,51,0,316,6,9,11,6,15,6,10,8,0,74,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,223,302,424,269,299,198,229,298,25,2271
UCL114033,3,3,24,31,8,60,0,57,0,193,17,16,58,54,12,21,20,65,4,265,44,121,111,67,30,38,35,89,11,548,64,89,81,83,49,48,64,75,10,553,47,88,78,55,69,36,66,91,11,534,58,63,71,64,71,46,77,81,9,540,28,23,18,10,11,7,17,28,3,146,5,0,0,0,0,0,0,4,0,16,5,0,0,0,0,0,0,0,0,4,260,406,445,370,261,251,279,480,40,2801
UCL114034,3,0,34,33,14,91,4,43,9,224,14,12,66,65,28,37,15,26,3,268,54,74,140,126,87,55,38,69,9,645,58,76,107,97,82,39,46,69,15,586,77,102,80,105,100,63,62,77,13,682,41,64,67,79,71,38,74,72,3,516,25,19,12,10,17,18,14,13,0,129,4,0,0,0,0,4,6,0,4,12,0,0,0,0,0,0,0,0,6,3,264,352,508,523,397,340,261,367,62,3068
UCL114035,5,0,20,29,3,31,5,21,3,110,17,7,35,30,15,15,3,45,0,178,86,103,76,59,36,29,25,144,4,576,130,75,57,61,37,21,23,79,9,489,99,81,46,59,40,31,31,64,10,457,80,59,49,60,56,30,22,60,4,410,25,24,10,14,22,8,4,24,3,137,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,445,357,292,311,210,165,115,443,36,2368
UCL114036,0,0,27,30,6,37,4,29,4,132,4,14,47,31,11,18,0,26,3,153,41,83,61,70,33,26,9,33,7,365,70,114,61,64,53,27,9,47,8,457,73,86,71,56,65,35,19,53,0,462,70,91,58,60,61,39,28,64,5,480,20,35,15,12,20,9,11,12,6,145,0,3,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,286,434,342,318,243,200,78,266,42,2217
UCL114037,0,0,33,37,10,53,3,40,0,178,0,14,62,65,16,31,4,26,0,221,42,122,134,97,62,36,22,38,16,566,90,148,92,85,78,29,31,52,14,612,105,126,55,68,86,29,39,31,8,550,53,65,49,56,77,23,37,54,11,429,11,26,9,12,17,8,12,8,9,119,4,0,3,0,0,0,0,3,0,16,0,5,0,0,0,0,0,0,0,4,320,505,440,415,347,213,152,261,52,2706
UCL114038,4,3,47,36,8,90,9,59,4,261,10,23,63,54,38,46,11,46,0,291,57,117,150,96,47,58,24,87,17,655,80,107,81,71,57,66,33,97,19,612,72,96,67,75,64,43,35,75,0,534,56,52,52,82,78,50,43,79,12,507,28,16,16,16,29,11,10,15,0,136,5,0,0,4,0,0,4,5,0,16,4,0,0,0,0,0,0,0,0,11,321,414,471,426,326,367,164,470,56,3018
UCL115001,0,3,18,12,0,18,0,11,0,61,3,0,34,14,5,6,6,12,0,80,16,17,56,15,19,3,19,22,0,172,3,15,43,17,17,9,46,26,0,166,9,7,26,18,15,9,50,26,6,168,17,16,18,20,16,11,28,35,3,162,0,3,3,5,4,0,6,4,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,50,62,198,97,72,53,161,127,15,843
UCL115002,6,0,34,33,3,57,3,28,3,174,3,9,62,43,12,20,0,6,3,166,26,59,78,45,30,21,12,26,4,307,34,74,62,51,40,21,27,29,10,344,67,98,90,57,65,40,42,33,10,500,68,79,53,50,48,36,23,56,4,417,13,13,7,7,10,9,0,9,0,80,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,214,337,381,284,227,201,109,202,34,1995
UCL115003,0,3,26,14,0,24,4,16,0,87,4,3,32,23,10,18,13,17,0,112,27,73,66,33,56,16,25,20,12,325,71,71,74,45,69,33,22,25,10,417,44,38,41,26,46,16,34,24,6,264,17,23,23,14,38,11,26,12,0,164,0,7,7,0,6,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,223,267,146,221,123,127,116,31,1405
UCL115004,0,0,10,10,0,13,0,11,0,47,8,0,9,12,0,0,0,15,0,52,6,26,13,14,5,10,6,60,0,137,21,42,16,13,12,3,6,29,0,152,37,29,16,17,25,4,4,27,0,159,28,27,16,29,17,13,10,10,4,149,12,6,14,0,7,3,0,6,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,105,136,87,101,77,48,26,163,4,753
UCL115005,0,0,6,3,0,5,0,4,0,19,0,0,9,4,0,4,6,7,0,38,4,15,9,11,12,6,3,6,0,73,10,10,14,5,5,3,9,5,0,57,17,14,5,20,8,4,13,12,0,94,10,15,8,15,13,7,17,25,0,109,7,3,6,5,4,0,6,9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,54,59,65,41,24,59,73,8,437
UCL115006,0,4,5,12,0,24,6,15,0,64,5,6,9,12,0,4,3,7,0,54,31,58,28,14,9,19,3,4,7,172,71,112,25,17,32,15,6,13,9,294,43,108,26,24,37,17,5,15,3,271,28,50,15,11,15,10,3,15,3,158,6,17,6,4,6,3,0,0,0,48,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,188,365,116,98,96,98,22,65,11,1055
UCL115007,0,0,25,7,0,30,6,37,4,113,3,17,35,31,10,10,9,18,4,150,21,40,75,25,30,23,22,28,5,278,47,54,57,28,43,16,33,20,5,309,56,47,50,37,45,30,50,39,6,363,27,30,27,36,58,14,42,26,5,263,7,8,7,0,4,3,10,14,0,58,5,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,174,199,274,158,196,128,178,191,43,1538
UCL115008,3,0,5,7,0,9,0,0,0,18,0,3,4,0,0,3,0,7,0,22,6,9,12,9,3,0,3,11,0,62,5,9,4,4,8,0,6,7,0,49,8,13,12,8,11,4,6,13,0,83,15,15,9,19,16,6,14,23,3,116,11,3,5,4,3,0,3,9,4,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,49,60,55,45,42,32,37,64,14,404
UCL115009,0,0,19,5,0,18,0,13,0,59,0,7,9,10,6,7,4,10,0,47,19,28,24,19,18,4,4,33,0,149,29,22,27,15,23,3,9,24,0,152,38,27,18,17,29,12,13,27,0,176,18,16,9,20,19,17,17,25,4,146,6,8,0,10,8,5,8,14,0,55,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,112,99,113,98,99,64,54,141,10,795
UCL115010,0,0,0,0,0,5,0,5,0,13,0,6,0,0,0,0,0,3,0,20,0,10,7,7,0,4,3,12,0,44,5,9,3,5,0,6,3,9,0,38,7,7,12,7,0,0,9,8,0,54,13,11,11,13,6,9,4,19,0,94,4,3,4,4,5,4,3,0,0,27,7,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,41,36,45,18,23,27,59,0,288
UCL115011,0,0,10,11,0,17,0,6,0,48,0,5,6,8,0,6,4,13,0,41,9,29,34,17,12,7,6,12,0,125,16,25,22,11,12,7,9,8,0,117,17,27,19,31,17,12,7,15,4,145,15,21,14,18,13,16,18,16,0,135,0,7,3,0,8,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,102,108,101,72,68,44,77,8,642
UCL115012,0,0,6,4,0,6,4,11,0,23,0,0,4,5,0,0,4,13,0,25,8,3,7,11,3,0,11,19,0,65,10,10,0,4,4,3,7,11,0,59,17,3,3,9,9,3,13,33,0,92,10,9,9,10,10,0,22,25,0,88,3,6,0,0,10,0,0,5,3,26,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,33,30,49,35,13,57,112,6,379
UCL115013,0,3,11,18,0,38,0,30,5,103,4,9,28,24,9,25,3,50,3,166,26,85,66,55,29,32,15,81,6,383,29,78,40,55,39,23,17,65,3,349,31,60,37,58,34,21,27,67,0,337,15,57,29,50,41,32,28,61,3,312,8,9,3,13,21,11,10,13,0,79,7,0,5,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,121,292,216,274,172,178,101,368,24,1740
UCL115014,0,0,11,23,4,15,0,34,4,95,4,4,11,12,3,9,0,8,0,57,17,54,25,42,15,13,9,11,0,177,30,88,30,44,23,14,14,13,6,266,42,127,32,45,39,17,15,20,4,339,29,86,29,39,32,22,12,26,0,273,14,33,7,9,9,7,3,5,0,90,5,0,0,0,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,132,388,145,217,126,101,51,128,19,1303
UCL115015,0,0,9,7,0,12,0,4,0,26,3,0,10,8,0,4,4,5,0,36,8,15,22,15,8,14,3,12,0,97,19,15,21,22,9,12,0,10,0,112,25,28,27,22,11,11,0,12,0,132,25,19,24,19,15,13,10,24,3,163,9,13,8,0,7,8,6,11,4,60,5,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,96,92,126,96,47,73,24,76,19,638
UCL115016,0,0,5,7,0,6,4,7,0,32,0,0,6,11,3,4,0,10,0,38,3,11,12,16,6,12,3,12,7,86,12,12,23,6,10,4,3,12,0,91,14,28,20,16,20,5,6,9,4,111,18,15,9,11,10,5,10,13,0,99,4,0,0,4,3,4,3,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,55,73,82,68,61,46,35,59,11,494
UCL115017,0,0,6,8,0,17,0,10,0,41,3,4,10,7,4,4,0,6,0,34,18,45,26,20,10,7,4,3,0,132,34,69,39,17,25,4,3,11,3,210,36,64,13,14,23,16,4,11,0,174,48,56,15,15,24,19,11,9,0,195,7,30,5,3,10,9,3,0,0,74,0,5,0,0,5,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,158,273,114,88,99,78,28,48,9,883
UCL115018,0,0,0,3,0,5,0,5,0,18,0,0,9,6,0,9,0,5,0,25,0,5,3,6,6,6,0,3,0,34,6,9,4,13,8,0,6,5,0,43,3,8,3,8,10,0,4,0,0,51,10,9,3,13,12,7,7,23,0,78,5,3,3,5,5,4,3,7,0,35,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,28,27,37,57,34,32,18,49,4,287
UCL115019,0,0,7,23,3,13,0,8,3,57,5,3,11,21,3,6,3,8,0,63,23,56,52,49,24,20,8,26,4,261,39,134,64,41,38,18,15,20,10,371,73,167,50,41,44,25,15,20,3,449,73,166,55,41,64,16,16,30,5,468,21,73,12,17,20,5,8,16,0,179,3,11,0,0,6,5,0,0,0,25,0,0,0,0,0,3,0,0,0,3,241,605,255,226,204,110,70,132,31,1870
UCL115020,0,0,12,17,0,21,4,22,3,91,9,4,32,23,7,14,10,21,4,132,29,50,57,48,34,16,31,35,5,319,20,31,27,28,23,19,35,33,5,220,19,23,29,25,41,11,38,35,10,243,17,24,32,20,30,18,36,40,0,225,13,5,6,7,7,8,14,8,0,68,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,105,142,209,181,146,107,171,203,27,1294
UCL115021,0,0,0,0,7,10,6,8,0,30,0,0,6,9,0,4,12,4,0,38,4,11,17,7,7,3,20,22,3,97,19,21,12,12,12,3,15,8,0,99,17,10,14,8,14,0,11,15,4,94,15,9,5,14,8,8,10,24,0,94,5,0,9,3,3,3,6,6,0,41,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,62,57,60,59,49,37,83,82,11,500
UCL115022,5,0,25,39,0,31,3,26,0,128,0,6,20,26,7,12,3,11,0,91,5,42,18,19,11,4,5,20,0,122,30,52,36,38,30,20,9,9,4,228,52,85,40,51,49,28,18,22,4,349,36,69,29,46,39,23,20,27,0,278,6,10,14,6,12,4,5,5,0,67,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,136,266,190,219,141,122,63,112,13,1262
UCL115023,0,0,4,6,4,3,0,4,0,19,3,7,19,4,4,3,0,10,4,46,15,25,21,13,4,7,3,11,0,90,4,11,16,11,10,3,4,7,3,72,16,14,18,21,12,5,12,10,0,110,25,5,14,10,20,8,4,18,0,105,4,4,7,0,4,6,5,4,0,41,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,71,61,90,70,57,43,32,70,9,495
UCL115024,0,0,9,9,0,3,0,5,0,23,0,4,11,17,9,4,6,4,0,57,6,45,15,46,18,6,7,15,0,154,11,30,20,30,12,3,0,8,0,116,20,26,14,13,13,3,9,14,11,115,15,18,9,9,13,9,10,14,0,101,4,5,0,4,0,0,0,5,3,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,57,121,66,128,67,31,42,59,20,602
UCL115025,0,0,11,7,4,15,0,10,0,58,7,8,18,7,11,9,0,10,0,68,15,40,38,14,19,6,9,13,0,158,28,27,45,18,24,7,11,17,0,179,25,45,28,30,21,10,17,9,0,181,22,32,18,7,16,9,16,10,3,135,0,12,9,4,3,7,0,5,0,39,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,100,166,160,96,105,61,57,69,10,816
UCL115026,0,3,4,6,0,10,0,9,0,28,0,0,6,6,0,6,3,8,0,32,6,24,31,13,10,0,11,5,0,103,15,36,21,13,21,4,8,11,0,118,21,30,17,12,18,7,12,11,0,123,15,27,16,13,13,8,15,10,0,118,16,8,6,8,11,0,0,4,3,56,7,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,84,125,95,59,72,37,54,62,10,600
UCL115027,0,3,15,9,0,30,5,31,4,98,8,9,43,19,7,11,17,19,0,134,25,56,104,41,35,18,50,40,12,383,40,45,67,45,49,9,68,31,3,354,33,29,42,29,38,22,49,21,10,265,10,15,25,15,15,11,27,22,3,144,7,9,4,3,6,3,6,5,0,45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,124,164,306,157,151,98,225,171,30,1425
UCL115028,0,0,14,15,4,27,0,15,3,84,3,4,21,15,4,7,0,9,4,69,12,45,30,30,18,9,4,5,6,147,37,69,27,23,20,9,5,17,0,208,44,76,38,32,35,8,14,11,3,261,36,83,29,26,21,21,5,17,5,239,6,15,3,5,9,4,4,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,286,157,146,113,87,32,86,22,1063
