SA2_MAINCODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
123021436,7,20,0,3,7,0,0,0,0,41,0,4,0,0,3,0,0,0,0,5,29,268,17,56,53,19,3,5,9,470,0,0,0,3,0,0,0,0,0,4,18,37,4,39,41,5,0,4,3,157,36,45,13,106,76,26,4,13,3,321,54,48,79,209,153,72,26,37,6,682,4,8,3,7,30,20,6,8,0,83,6,10,5,23,42,17,3,11,3,106,0,9,0,8,10,5,0,4,0,40,4,13,0,22,20,18,5,6,6,91,177,540,121,484,442,179,51,92,30,2110,0,3,0,0,0,0,0,0,0,4,0,11,3,0,0,0,0,0,0,17,18,112,11,11,16,3,8,0,0,181,0,9,0,0,0,0,0,0,0,12,13,36,0,6,6,3,0,0,0,64,0,9,0,3,0,0,0,0,0,18,63,412,37,78,78,35,21,23,8,767,0,0,0,3,0,0,0,0,0,6
123021437,3,35,0,0,3,0,0,0,0,47,3,6,0,0,0,0,0,0,0,12,64,377,16,72,129,32,4,21,14,727,0,0,0,3,0,0,0,0,0,4,13,38,3,33,33,9,4,8,3,144,31,47,18,80,79,31,3,15,7,301,46,36,43,151,138,58,12,30,5,525,3,3,0,5,24,10,4,9,3,62,14,5,3,25,30,20,4,13,3,114,3,18,0,6,17,3,0,4,0,55,3,12,3,21,17,7,8,12,7,87,192,707,96,394,491,192,38,121,44,2265,0,8,0,0,0,0,0,0,0,9,5,28,0,0,4,0,0,0,0,35,48,192,14,10,32,23,18,10,7,349,0,14,0,0,0,0,0,0,0,13,12,58,3,4,5,3,4,0,0,90,5,10,0,0,4,0,0,0,0,18,140,651,66,118,185,59,50,50,22,1342,3,0,0,3,0,0,0,0,0,15
123021438,8,27,0,12,4,0,0,0,0,55,0,6,0,0,3,0,0,0,0,12,49,358,14,76,77,33,4,16,11,638,0,3,0,8,0,0,0,0,0,9,19,50,7,49,31,7,3,4,3,167,41,56,11,124,110,34,5,10,11,405,43,52,77,222,211,74,12,43,15,748,11,0,3,13,39,14,8,10,0,99,7,6,3,33,50,16,3,11,0,135,5,5,0,6,22,4,3,3,0,45,3,11,7,14,19,17,3,14,8,103,200,671,126,557,600,202,40,116,46,2564,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,31,132,6,5,27,10,3,3,0,226,0,6,0,0,3,0,0,0,0,7,13,40,0,15,4,0,0,0,0,82,0,13,3,3,3,0,3,0,0,20,104,510,54,114,111,49,30,27,8,1018,0,3,0,8,7,0,0,0,0,16
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,9,28,0,7,11,0,0,0,0,57,0,3,0,0,0,0,0,0,0,5,81,445,32,95,194,54,5,28,11,939,0,0,0,7,0,0,0,3,0,7,19,47,6,27,41,17,5,3,3,165,28,39,15,99,87,28,12,16,7,326,25,46,41,155,140,37,13,29,3,499,4,0,0,12,29,11,5,11,0,67,10,6,4,24,51,15,0,12,0,123,4,6,0,10,11,0,4,3,0,41,3,10,3,14,24,10,5,10,6,86,205,772,113,487,643,191,51,123,33,2606,0,3,0,0,0,0,0,0,0,3,7,33,0,0,3,0,3,0,0,53,92,277,37,46,93,48,35,25,4,659,0,11,0,6,6,0,0,0,0,23,15,52,6,7,15,3,0,0,0,101,5,6,0,0,0,3,0,0,0,11,204,779,103,139,275,104,77,88,20,1791,0,0,0,7,0,0,0,3,0,11
123021441,3,33,0,8,3,0,0,3,0,52,3,6,0,3,3,0,0,0,0,14,39,271,15,42,79,22,6,13,3,497,0,0,0,3,0,0,0,0,0,4,16,48,6,23,43,3,4,3,3,145,28,35,12,97,87,30,7,7,3,306,42,39,53,159,190,45,12,42,10,587,3,4,0,6,24,9,3,7,0,58,8,11,3,26,51,13,7,6,0,125,3,11,3,4,11,7,3,0,0,37,7,5,3,15,10,15,0,10,4,77,168,569,108,387,522,163,43,94,33,2084,0,4,0,0,0,0,0,0,0,8,7,30,0,0,0,0,0,0,0,41,24,147,16,18,20,21,6,3,0,248,3,4,0,0,0,0,0,0,0,11,8,44,0,10,4,0,0,3,0,79,6,6,0,3,3,0,0,0,0,19,82,467,60,70,121,34,29,31,8,903,0,0,0,3,0,0,0,0,0,12
123021442,6,34,0,8,7,3,0,3,0,55,0,5,0,0,0,0,0,0,0,10,54,446,34,114,211,53,15,45,12,987,0,0,0,3,4,0,0,0,0,7,16,48,4,29,44,15,4,4,0,170,22,53,20,115,88,32,7,16,3,348,31,42,47,178,145,39,16,40,13,556,5,0,0,10,34,9,5,8,0,77,3,8,0,34,44,4,3,18,3,119,0,12,0,3,20,3,0,10,3,48,5,15,8,19,21,8,3,15,10,101,170,854,131,559,697,199,51,173,37,2884,0,3,0,0,0,0,0,0,0,8,3,56,4,4,7,0,4,0,0,83,103,370,51,81,159,61,32,45,6,908,8,8,0,0,3,0,0,0,0,24,11,55,0,13,13,3,4,3,0,98,0,13,3,0,4,0,0,0,0,15,150,772,111,178,308,103,97,98,27,1840,3,4,0,3,4,0,0,0,0,16
123021443,3,26,0,8,6,0,0,0,0,48,0,7,0,0,3,3,0,0,0,15,47,280,23,88,127,48,7,29,8,657,0,0,0,3,0,0,0,0,0,14,12,57,3,29,36,18,9,7,0,162,32,59,16,105,83,34,5,13,5,350,28,39,61,170,142,38,11,33,3,524,3,3,0,13,24,11,3,7,0,70,6,8,3,35,30,16,4,14,0,114,3,6,4,12,17,10,0,4,0,58,6,12,4,21,18,19,5,13,7,110,160,619,125,507,523,210,60,127,29,2354,0,5,0,0,0,0,0,0,0,7,3,20,3,0,3,0,0,0,4,30,55,203,31,55,86,29,32,21,6,505,6,4,0,0,0,0,0,0,0,17,7,44,3,10,11,4,0,4,0,74,3,12,0,0,3,4,0,0,0,23,114,511,98,141,189,89,91,79,18,1334,0,6,0,8,0,0,0,0,0,20
123021444,8,48,0,6,3,0,0,0,0,69,3,11,0,3,0,0,0,0,0,15,57,353,15,61,88,33,3,10,6,621,0,0,0,6,0,0,0,0,0,9,17,55,4,41,49,14,5,6,3,195,41,35,13,102,94,37,4,16,9,358,54,44,66,208,195,84,15,32,12,711,5,0,4,11,29,17,0,10,0,75,9,8,7,39,59,17,7,14,0,146,6,8,0,9,16,5,0,0,0,51,3,13,5,19,29,15,0,7,7,95,217,688,118,511,577,233,36,107,41,2517,0,3,0,0,0,0,0,0,0,3,7,19,0,0,0,0,0,0,0,25,42,167,7,11,18,17,0,4,0,265,0,7,0,0,0,0,0,0,0,5,8,69,3,11,10,0,0,0,3,106,5,10,0,3,0,0,0,0,0,23,125,573,52,94,131,57,32,33,16,1101,0,6,0,6,0,0,3,3,0,20
123031445,4,13,0,0,0,0,0,0,0,20,3,4,0,0,0,0,0,0,0,5,18,94,3,10,14,5,0,3,0,152,0,0,0,0,0,0,0,0,0,0,6,21,0,18,21,8,3,0,0,80,11,19,7,35,28,6,0,3,0,116,15,17,25,63,61,28,3,15,0,237,0,3,0,3,3,4,0,8,0,26,6,3,7,8,23,7,3,3,0,56,0,3,0,0,4,0,0,0,0,7,0,5,0,3,7,4,0,8,4,26,69,203,41,146,161,59,12,40,6,759,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,8,27,0,3,5,0,0,0,3,50,0,4,0,0,0,0,0,0,0,4,8,18,0,0,0,0,0,0,0,25,3,4,0,0,0,0,0,0,0,11,33,134,4,19,15,9,0,3,5,225,0,0,0,0,0,0,0,0,0,0
123031446,14,35,0,5,3,0,0,0,0,56,0,11,0,3,0,0,0,0,0,9,53,283,11,30,44,9,0,0,4,432,0,3,0,0,0,0,0,0,0,6,11,42,7,25,43,9,0,3,0,140,30,23,9,61,80,20,3,3,0,228,21,27,59,86,119,40,9,23,5,387,3,3,3,6,20,6,0,3,0,50,3,3,5,13,41,11,0,3,0,79,3,3,0,4,10,0,0,0,0,23,3,3,3,0,9,7,0,4,0,34,157,508,93,241,370,103,14,37,11,1544,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,11,36,104,3,3,3,0,0,0,0,151,5,4,0,0,0,0,0,0,0,7,16,43,0,6,9,0,0,0,0,76,0,10,0,3,0,0,0,0,0,18,118,400,22,46,58,12,6,3,10,682,3,3,0,0,0,0,0,0,0,8
123031447,12,38,0,5,3,0,0,0,0,60,0,9,0,0,0,0,0,0,0,17,58,350,12,39,63,16,4,3,6,555,3,3,0,0,0,0,0,3,0,11,28,43,3,41,31,3,0,3,0,165,32,52,19,121,80,27,8,13,0,348,49,57,79,201,170,74,10,40,3,686,3,3,0,14,38,18,3,12,0,93,10,9,3,23,50,12,0,4,3,121,0,3,0,6,12,4,0,0,0,31,7,16,5,12,30,14,3,10,3,108,229,712,129,467,492,174,24,93,19,2351,3,0,0,0,0,0,0,0,0,3,3,18,3,0,0,0,0,0,0,32,41,156,0,3,14,9,4,4,4,234,0,7,0,0,0,0,0,0,0,12,20,57,3,10,5,0,0,0,0,95,3,11,0,0,3,0,0,0,0,21,119,487,32,74,82,33,14,7,9,855,3,3,3,0,0,0,0,3,0,11
123031448,9,29,0,4,4,0,0,0,0,47,0,3,0,0,3,0,0,0,0,6,38,171,6,19,47,7,0,5,3,298,0,0,0,0,0,0,0,0,0,3,15,42,4,18,31,10,0,9,0,125,20,27,13,59,50,18,0,4,3,185,21,18,59,99,99,21,8,15,7,351,3,9,3,10,25,11,0,7,3,66,6,5,6,18,36,8,3,5,3,80,0,4,3,0,13,3,0,3,0,22,4,7,3,7,27,5,4,4,6,72,125,368,98,246,332,83,15,52,28,1353,0,4,0,0,0,0,0,0,0,3,3,19,0,0,0,0,0,0,3,29,22,78,5,3,8,4,0,0,4,119,0,0,0,0,0,0,0,0,0,0,5,37,3,4,7,3,0,0,0,59,3,4,0,3,3,0,0,0,0,18,82,269,22,32,51,13,3,17,6,495,0,0,0,0,0,0,0,0,0,3
124011449,4,24,0,8,5,0,0,3,0,41,0,9,0,0,0,0,0,0,0,5,43,164,14,30,24,17,0,4,3,305,0,0,0,0,0,0,0,0,0,3,11,31,3,14,12,3,0,3,0,82,11,11,3,25,20,3,0,4,0,83,9,12,24,40,44,21,0,15,0,161,0,0,0,0,7,4,0,0,0,15,3,3,0,3,11,0,0,0,0,25,0,3,0,0,0,0,0,0,0,7,0,0,0,5,12,3,0,0,0,23,103,364,52,126,139,56,0,29,8,884,0,3,0,0,0,0,0,0,0,8,3,42,3,0,3,0,0,0,0,49,28,111,4,5,4,0,0,0,0,164,0,6,0,0,0,0,0,0,0,6,9,38,0,5,9,0,0,3,3,69,0,9,3,0,0,0,0,0,0,14,88,273,39,44,37,26,4,15,4,521,0,0,0,0,0,0,0,0,0,3
124011450,24,136,0,6,14,3,0,0,3,184,9,37,0,3,6,0,0,0,0,60,122,833,20,105,135,30,0,12,13,1275,0,0,0,0,0,0,0,0,0,3,36,103,6,40,62,8,0,0,3,268,49,78,20,79,107,22,0,12,0,359,39,43,60,132,185,58,9,13,4,535,8,0,3,13,31,13,0,3,0,68,15,11,4,22,66,8,0,3,0,131,0,9,0,4,15,4,0,0,0,37,5,13,5,10,19,4,0,3,3,68,362,1596,121,435,687,159,13,54,26,3453,4,9,0,0,0,0,0,0,0,15,17,113,0,4,5,0,0,0,0,145,143,461,7,22,45,12,0,6,4,703,0,10,0,0,3,0,0,0,0,18,48,186,5,15,14,10,0,3,3,278,11,45,0,9,8,0,0,0,0,90,322,1367,66,162,194,79,12,29,35,2265,0,0,0,0,0,0,0,0,0,8
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
124011452,16,73,3,12,8,0,0,0,0,116,3,15,0,0,3,0,0,0,0,30,77,356,20,80,64,36,3,20,5,667,0,0,0,0,0,3,0,0,0,4,24,72,9,36,42,23,0,8,0,216,19,33,14,69,44,15,0,16,3,210,27,28,56,121,74,35,8,35,3,385,8,0,3,6,8,0,0,7,0,35,5,8,0,13,28,6,0,15,0,74,7,9,0,6,13,3,0,4,0,33,4,13,3,7,13,4,0,13,0,57,224,807,118,380,319,129,11,119,24,2118,3,7,0,0,0,0,0,0,0,12,11,95,3,0,0,0,0,0,0,113,72,229,12,23,39,6,7,8,8,395,0,7,0,0,0,0,0,0,0,11,20,107,7,17,8,4,0,7,0,175,4,21,3,0,3,0,0,3,0,40,150,624,63,136,101,55,13,41,11,1197,0,0,0,0,0,3,0,0,0,3
124011453,14,68,3,23,13,0,0,0,0,113,4,11,3,3,3,0,0,0,0,22,53,423,9,78,78,13,0,17,4,671,0,5,0,0,0,0,0,0,0,7,19,53,3,37,32,9,3,0,0,157,27,43,14,67,51,11,7,13,3,229,24,33,43,115,95,33,0,32,5,386,0,7,3,4,8,8,0,3,0,36,3,4,3,19,15,8,0,0,0,52,0,8,0,3,4,0,0,0,0,22,4,11,3,5,9,6,0,4,7,42,187,852,92,364,319,85,10,71,18,1999,0,8,0,0,0,0,0,0,0,10,5,51,0,0,0,0,0,0,3,62,54,213,7,21,25,4,0,3,8,334,0,4,0,3,0,0,0,0,0,12,13,103,4,23,14,0,0,0,0,159,11,19,0,3,7,0,0,0,0,40,119,647,44,116,110,22,17,40,10,1123,0,5,0,0,0,0,0,0,0,7
124011454,15,136,0,12,20,6,0,3,3,189,9,30,0,8,3,0,0,0,0,52,122,871,16,89,129,28,0,23,8,1283,0,0,0,3,0,0,0,0,0,3,19,129,13,53,79,16,0,9,8,337,44,67,25,120,138,31,4,11,5,446,40,55,90,199,199,64,4,38,7,702,3,0,6,6,29,18,0,0,0,75,12,17,10,36,51,8,3,3,0,137,0,8,0,12,18,4,3,0,0,43,3,13,3,16,23,12,0,5,9,79,320,1705,167,563,713,188,20,97,50,3809,3,10,0,0,0,0,0,0,0,14,15,112,4,0,9,0,0,0,0,133,114,475,12,18,37,12,6,3,11,696,4,19,0,0,0,0,0,0,0,23,35,199,7,23,20,3,0,3,3,294,16,39,7,6,5,0,0,0,0,70,271,1334,57,150,179,48,10,38,14,2106,3,0,0,3,0,3,0,0,0,7
124011455,8,35,0,7,0,0,0,0,0,47,0,6,0,0,5,0,0,0,0,13,42,182,7,34,47,15,0,4,0,334,0,0,0,0,0,0,0,0,0,0,9,37,4,20,11,6,0,3,0,89,18,18,8,31,18,5,3,5,0,105,12,20,27,45,25,20,0,9,0,161,3,0,0,0,3,3,0,3,0,11,0,0,0,8,15,8,0,3,0,35,0,3,3,0,0,0,0,0,0,11,3,5,0,4,6,3,0,0,0,25,114,395,47,157,140,57,6,30,8,963,0,3,0,0,0,0,0,0,0,4,9,39,0,0,0,0,0,0,0,48,37,113,3,9,12,4,0,4,3,182,0,3,0,0,0,0,0,0,0,3,16,46,6,7,0,0,0,0,0,78,4,10,0,0,3,0,0,0,0,20,88,310,19,56,60,22,9,10,8,582,0,0,0,0,0,0,0,0,0,3
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,4,15,0,0,5,0,0,0,0,29,0,6,0,0,0,0,0,0,0,10,46,230,12,58,60,17,0,6,4,438,0,0,0,0,0,0,0,0,0,3,16,39,10,24,35,8,0,3,0,137,35,44,15,95,89,34,7,6,4,325,38,50,69,207,209,74,18,27,7,696,3,4,6,8,38,17,3,14,0,98,8,10,0,27,62,13,9,10,0,142,0,3,0,5,12,0,0,3,0,31,3,9,3,11,22,6,3,3,9,70,174,493,125,452,542,176,35,69,28,2088,0,7,0,0,3,0,0,0,0,10,0,13,0,0,0,0,0,0,0,17,24,107,9,9,13,14,4,0,0,172,0,4,0,0,0,0,0,0,0,4,4,22,0,3,7,0,0,0,0,40,3,9,0,0,0,0,0,0,0,16,82,328,39,83,86,28,11,15,8,682,0,0,0,0,0,0,0,0,0,3
124031458,18,57,0,3,4,0,0,0,0,82,4,21,0,0,3,0,0,0,0,29,80,537,28,97,148,56,4,20,3,963,4,0,0,0,0,0,0,0,0,11,28,60,7,32,68,14,0,7,10,223,66,87,24,132,156,47,9,15,6,534,81,76,114,211,338,103,17,43,11,995,9,0,0,13,42,18,6,9,0,100,15,10,7,35,50,16,6,14,0,159,0,15,0,6,19,0,0,0,4,48,6,16,3,12,30,6,4,13,6,96,340,1063,185,554,891,275,39,125,50,3522,0,3,0,0,0,0,0,0,0,4,3,25,0,0,3,0,3,0,0,32,77,280,8,8,59,14,7,7,5,475,5,10,0,0,0,0,0,0,0,18,24,70,6,9,6,4,0,3,0,118,4,27,0,3,3,0,0,0,0,42,187,832,80,134,203,80,29,48,14,1604,3,0,0,0,0,0,0,0,0,13
124031459,8,42,0,7,8,0,0,0,0,65,3,15,0,0,3,0,0,0,0,23,67,378,6,38,63,14,0,3,3,587,0,0,0,0,0,0,0,0,0,0,18,74,3,30,43,8,3,0,3,179,21,65,9,74,84,16,0,0,3,279,40,44,57,136,173,45,7,22,9,534,6,0,0,8,29,12,3,9,0,67,13,11,4,12,43,14,0,7,0,102,4,6,0,3,9,0,0,0,0,29,4,10,3,7,21,10,3,6,5,62,214,795,88,322,495,118,18,53,31,2138,0,8,0,0,0,0,0,0,0,10,3,29,0,0,0,0,0,0,0,28,64,191,6,5,23,3,0,0,8,301,3,11,0,0,4,0,0,0,0,17,13,60,0,10,4,0,0,0,0,85,11,20,0,3,7,0,0,0,0,37,146,589,26,83,82,36,13,17,6,990,0,0,0,0,0,0,0,0,0,3
124031460,4,51,0,13,7,3,0,0,0,86,6,24,0,3,0,0,0,0,0,30,100,612,24,88,127,34,5,21,3,1015,0,3,0,3,3,0,0,0,0,11,34,69,7,46,90,19,0,7,3,284,61,74,13,134,163,41,3,9,3,505,61,66,93,189,324,73,6,21,13,845,8,7,3,13,58,15,3,3,0,107,9,9,5,30,79,17,4,5,3,151,0,5,3,3,16,10,0,3,0,42,3,11,3,26,32,6,0,4,9,99,317,1086,156,559,938,222,26,73,39,3420,3,4,0,0,0,0,0,0,0,13,11,63,0,0,0,0,3,0,0,76,87,203,10,24,49,10,17,8,3,401,3,11,0,0,3,0,0,0,0,23,19,69,0,16,13,5,0,0,0,129,10,27,0,4,3,0,0,0,0,42,226,895,66,150,190,67,36,34,13,1681,3,8,0,3,3,0,0,0,0,10
