SA2_MAINCODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
107031139,1086,629,561,647,735,900,582,266,106,5516,0,0,0,0,0,3,0,0,0,4,26,24,33,11,10,12,5,8,9,145,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,33,11,12,22,10,18,9,176,26,29,38,13,12,24,10,18,9,177,1114,656,593,661,748,924,589,282,118,5692
107031140,1327,794,569,813,980,1147,898,511,250,7286,0,0,0,0,0,0,0,0,0,4,16,38,30,31,36,58,42,5,4,267,0,0,0,0,0,0,0,4,3,12,0,0,3,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,16,44,33,34,42,62,48,14,6,303,16,44,40,34,42,61,48,10,6,307,1350,836,605,843,1018,1210,948,518,263,7592
107031141,3752,2067,1765,2436,2311,1766,1316,581,158,16153,0,3,0,0,0,0,0,3,0,14,45,64,53,36,39,42,30,23,7,343,0,0,0,0,4,0,6,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,64,60,42,47,50,44,23,7,383,49,68,60,41,49,55,40,24,8,392,3796,2128,1822,2475,2363,1815,1360,603,173,16549
107031142,1654,1238,1119,1089,1296,1391,964,577,232,9557,0,0,0,0,5,3,0,0,0,7,26,66,51,50,36,35,33,38,33,359,0,8,17,0,3,0,0,0,0,28,0,3,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,77,66,51,36,40,33,38,33,404,32,77,66,52,39,39,37,38,33,416,1689,1309,1185,1140,1335,1433,1005,618,264,9972
107031143,3544,2453,2160,2106,2544,2534,2259,1402,441,19449,9,12,3,7,0,5,3,3,3,51,99,113,110,72,59,52,45,24,19,597,0,0,7,0,0,3,5,0,0,10,0,5,3,3,7,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,105,117,120,72,69,56,51,29,19,642,114,130,124,77,71,67,59,31,18,697,3656,2587,2287,2187,2611,2597,2316,1434,468,20144
107041144,3483,3039,2417,2508,2623,2284,1880,1382,634,20258,0,3,5,0,0,0,3,0,0,17,54,240,94,57,54,52,39,22,7,618,0,8,4,0,3,0,0,0,0,14,0,0,8,0,4,3,7,0,0,20,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,4,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,51,255,112,60,68,65,52,18,7,696,54,256,114,61,68,71,54,24,10,714,3542,3299,2527,2570,2691,2357,1938,1406,640,20972
107041145,2629,1817,1788,1908,2015,1899,1357,887,443,14735,0,0,0,0,0,0,0,0,0,8,55,75,79,52,46,40,41,18,5,422,0,0,0,0,0,5,9,0,0,12,0,0,0,3,0,5,3,0,0,15,0,0,0,4,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,55,79,80,63,52,64,52,20,11,476,61,84,83,62,55,64,52,20,11,487,2691,1896,1871,1972,2064,1961,1408,906,456,15223
107041146,3872,3249,2415,2660,2423,2130,1729,1162,526,20162,0,5,3,0,3,3,3,3,0,20,46,168,82,70,60,44,34,25,19,543,3,5,4,0,0,0,7,0,0,21,0,0,3,0,3,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,49,183,90,75,63,50,41,28,20,601,49,188,91,73,62,57,47,32,20,623,3926,3440,2504,2735,2484,2184,1770,1188,550,20784
107041147,1858,1078,885,1279,1314,1024,552,254,124,8365,3,0,0,3,0,0,3,0,0,15,21,30,39,20,24,15,6,16,6,174,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,40,20,32,15,9,16,6,198,26,37,41,23,32,15,16,16,6,208,1888,1113,926,1306,1346,1038,567,267,130,8573
107041148,2235,1116,973,1511,1633,1548,974,432,182,10606,3,0,4,0,0,0,0,0,0,12,24,28,34,18,33,40,43,29,32,277,4,0,3,8,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,38,39,20,34,42,46,28,32,321,35,35,45,27,34,46,47,28,36,333,2275,1148,1018,1536,1671,1593,1023,461,221,10941
107041150,4044,2143,1966,2679,2658,2306,1626,1010,476,18913,3,3,0,3,0,0,3,0,4,20,70,76,93,70,44,53,41,38,48,535,0,0,0,0,0,3,3,0,0,11,0,0,3,0,0,3,3,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70,83,103,67,46,62,45,45,48,580,73,83,106,76,50,62,49,50,51,596,4119,2227,2068,2753,2709,2374,1680,1059,529,19509
107041548,981,2483,2898,1309,1370,1501,1305,887,409,13140,3,4,4,0,0,3,4,0,0,20,40,157,208,96,116,65,44,17,7,740,0,9,47,13,8,15,7,4,0,95,0,12,24,10,16,15,3,3,0,78,0,0,4,7,4,0,4,0,0,25,0,0,8,7,4,3,0,0,0,29,0,0,3,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,3,3,10,11,8,5,3,3,0,0,40,0,0,0,0,0,0,0,0,0,0,41,185,301,142,160,104,67,27,7,1026,47,184,304,142,167,106,70,27,5,1043,1025,2665,3202,1449,1532,1612,1371,914,415,14183
107041549,2479,3278,2751,2006,1761,1466,1133,728,319,15917,0,5,4,0,3,3,0,0,3,20,84,200,172,99,99,92,136,128,87,1095,0,3,0,0,0,3,0,0,0,6,3,4,0,0,0,0,0,0,0,23,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,82,220,176,111,106,97,144,131,87,1146,83,218,178,111,107,99,142,131,91,1164,2564,3494,2933,2115,1870,1566,1271,857,409,17087
108011151,753,402,333,435,736,721,613,337,111,4432,0,0,3,0,0,0,0,0,0,8,19,30,15,22,34,36,64,33,5,261,0,0,0,0,0,0,12,0,3,17,3,3,8,0,0,0,0,0,0,19,0,0,0,0,0,0,4,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,40,24,21,42,43,85,42,5,324,22,38,29,21,43,43,85,42,5,332,768,437,366,461,781,763,691,375,118,4762
108011152,1937,1124,984,1203,1486,1956,2331,1553,745,13323,3,0,0,0,3,0,5,3,0,23,60,64,55,61,73,90,116,64,37,615,0,0,3,3,8,25,49,29,3,118,0,3,3,3,3,9,8,0,0,37,0,0,0,0,0,3,3,3,4,14,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,19,0,0,0,0,0,0,0,0,0,0,58,73,66,71,86,139,184,102,45,827,60,75,70,68,88,140,195,107,50,850,2000,1203,1056,1272,1574,2097,2520,1664,795,14174
108011153,1017,436,331,594,796,1025,982,365,89,5638,3,3,0,0,0,0,0,4,0,12,31,20,37,46,36,63,62,19,5,333,8,0,3,9,4,14,15,0,0,54,0,6,0,0,7,5,0,0,0,27,0,0,0,0,0,3,5,0,0,6,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,37,25,40,56,54,92,85,28,5,428,38,33,46,58,53,92,91,31,5,439,1055,461,372,659,852,1114,1072,396,93,6079
108011154,599,414,359,380,575,931,1193,896,431,5778,4,3,0,0,0,0,4,0,0,13,15,29,27,28,41,72,91,31,11,350,0,0,3,0,4,29,43,16,0,92,0,0,0,3,0,18,3,0,3,24,0,0,0,0,0,3,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,30,26,26,47,125,148,46,14,487,22,29,33,28,47,125,150,52,15,503,619,448,384,407,627,1055,1343,947,443,6277
108021155,2803,1628,1535,1510,1697,1906,1612,899,467,14063,14,11,8,0,9,7,0,4,3,56,67,80,91,63,57,69,67,23,11,521,0,0,3,0,3,3,10,0,0,14,5,16,6,8,12,8,4,0,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,69,90,102,73,75,88,79,23,12,605,86,103,106,72,83,92,86,30,11,661,2884,1732,1645,1582,1780,2005,1696,921,484,14723
108021156,1369,804,639,825,1278,1721,1203,475,177,8491,0,0,3,6,0,4,0,3,3,18,28,49,45,46,42,92,101,26,7,441,3,9,7,7,8,11,29,16,0,79,5,7,8,5,11,13,9,3,0,60,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,64,63,59,62,115,140,45,10,599,38,65,62,67,62,126,142,52,10,616,1406,867,698,893,1336,1847,1343,526,181,9108
108021157,815,428,322,457,552,693,661,358,194,4481,5,0,0,0,0,0,0,0,0,5,27,29,26,16,25,42,38,11,15,225,6,0,4,4,3,8,11,0,0,34,3,0,0,12,14,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,35,30,36,60,56,9,15,310,43,32,35,37,36,60,56,12,15,316,860,458,360,489,594,750,717,371,203,4797
108021158,901,535,448,518,694,1074,1135,710,371,6384,0,0,0,0,3,0,0,0,0,12,26,29,33,26,28,78,88,24,11,345,0,0,0,0,4,29,69,12,0,123,4,8,8,9,14,15,11,0,0,67,0,0,0,0,0,6,9,3,0,15,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,30,38,48,35,59,143,175,41,13,576,26,38,45,37,63,143,181,44,11,591,927,568,499,554,754,1219,1310,751,381,6967
108021159,1361,683,567,694,1038,1346,989,437,106,7217,6,6,4,4,3,3,4,0,0,28,15,27,31,14,24,42,29,6,0,191,3,3,0,0,5,8,10,3,0,37,3,6,3,0,3,9,5,3,0,37,0,0,0,0,0,3,6,0,0,9,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,28,42,41,22,34,67,59,15,0,293,28,42,44,22,32,69,64,10,3,324,1393,724,606,718,1069,1416,1054,453,114,7547
108021160,673,348,311,436,562,789,957,538,193,4800,0,0,0,0,0,0,0,0,0,6,16,24,36,25,37,81,77,36,12,345,8,0,3,5,10,36,46,26,5,125,0,3,5,3,9,18,12,4,0,50,0,0,0,0,0,4,14,0,0,11,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,23,0,0,0,0,0,0,0,0,0,0,30,33,51,36,50,137,166,61,13,579,29,33,51,36,52,144,170,61,14,592,699,380,368,470,611,932,1123,598,212,5389
108031161,50,19,36,52,42,52,28,19,6,312,0,0,0,0,0,0,0,0,0,0,0,9,5,9,17,23,11,0,0,76,0,0,0,0,9,4,10,0,0,26,0,0,3,0,3,8,9,0,0,20,0,0,0,0,0,4,3,0,0,8,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,10,8,7,30,48,43,3,0,154,3,10,8,7,30,48,43,3,0,154,53,30,46,68,74,98,65,19,8,464
108041162,2315,1211,913,1373,2091,2495,2900,1723,599,15626,5,6,3,0,6,3,7,3,0,45,51,66,68,33,57,99,121,37,17,566,3,3,0,7,4,27,61,20,0,125,6,6,3,12,9,15,4,8,0,67,0,0,0,0,3,3,3,0,0,17,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,8,8,0,20,0,0,0,0,0,0,0,0,0,0,65,80,74,58,77,153,211,73,24,810,73,88,73,59,82,153,217,81,24,851,2385,1298,990,1430,2175,2651,3119,1804,624,16481
108041163,4803,2607,2450,2961,3519,3510,3435,2179,1014,26485,3,6,5,0,0,3,0,4,0,29,106,152,187,129,196,248,295,152,44,1505,19,15,9,25,17,48,114,55,9,307,17,8,22,20,21,27,27,11,10,174,0,0,0,4,3,3,4,11,0,21,0,3,3,0,8,10,7,3,0,29,0,0,0,0,0,13,19,3,0,34,0,3,3,0,0,0,0,0,0,14,3,0,7,3,3,7,32,6,0,67,0,0,0,0,0,0,0,0,0,0,148,183,233,183,260,360,496,232,62,2150,149,193,244,181,259,360,501,236,66,2185,4954,2794,2687,3147,3777,3871,3934,2417,1081,28669
108041164,2578,1531,1576,1646,1858,2031,2498,1762,877,16358,4,4,0,0,0,5,3,3,0,16,62,116,108,84,127,112,156,102,42,910,0,0,9,4,7,19,44,19,4,108,4,12,16,5,17,19,6,8,0,99,0,0,3,0,0,0,12,0,0,26,0,0,0,0,3,0,0,0,0,8,0,3,0,0,3,11,9,3,0,27,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,10,6,0,0,18,0,0,0,0,0,0,0,0,0,0,76,138,133,104,153,172,240,134,42,1193,77,143,135,105,153,174,240,137,42,1209,2661,1678,1709,1752,2013,2204,2738,1898,924,17567
108041165,847,505,376,555,762,955,636,229,64,4938,0,3,0,0,0,0,3,0,0,9,18,24,25,18,33,25,21,13,3,182,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,29,17,37,30,27,9,0,198,17,28,30,18,38,30,32,15,0,212,866,535,405,573,804,982,673,241,71,5141
108041166,2209,1132,901,1193,1382,1447,1300,723,302,10580,3,11,0,3,3,4,3,3,0,27,43,51,53,39,21,48,39,24,16,329,0,6,0,0,0,0,3,0,0,12,3,0,7,0,3,4,3,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,55,58,43,34,60,51,26,17,382,47,66,61,46,36,60,50,29,17,404,2257,1192,962,1231,1419,1503,1352,747,318,10987
108051167,787,392,315,438,633,716,823,440,166,4697,0,3,0,0,0,0,0,0,0,6,20,21,28,14,24,16,43,17,5,178,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,30,18,30,18,47,19,5,203,26,26,30,18,30,18,47,19,5,205,813,414,339,459,657,732,866,454,167,4905
108051168,1739,796,719,982,1227,1687,1653,768,275,9848,0,0,0,0,3,0,3,0,0,10,45,71,49,34,41,71,82,32,19,440,8,0,3,4,3,9,7,0,0,40,0,3,6,3,4,17,4,3,0,38,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,3,0,3,0,7,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,57,73,59,45,56,101,100,38,19,547,57,76,59,43,59,104,100,39,19,554,1789,874,782,1031,1280,1782,1755,812,287,10407
108051169,3596,2136,1814,1936,2359,2645,2505,1644,802,19432,6,8,8,6,6,4,5,0,4,38,83,175,151,104,115,136,136,67,47,1016,11,3,5,3,6,13,9,3,0,49,4,4,15,5,6,13,10,4,0,64,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,104,180,167,119,133,170,156,84,46,1154,104,188,167,121,134,170,159,89,50,1191,3703,2333,1985,2053,2491,2811,2667,1727,856,20622
108051170,1731,988,708,1042,1688,2297,2127,810,219,11599,6,5,0,0,0,3,4,0,0,26,38,68,41,42,48,114,94,17,5,464,0,3,3,0,0,4,9,0,0,26,0,6,4,0,3,10,0,0,0,21,0,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,75,52,39,50,131,111,24,5,528,48,79,52,44,48,139,116,22,7,550,1777,1064,765,1078,1732,2439,2243,832,227,12150
108051171,907,559,469,451,700,743,651,415,189,5075,4,3,3,0,0,3,3,0,0,15,30,32,28,14,27,30,17,14,8,207,0,0,3,0,3,0,0,0,0,3,0,3,3,0,4,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,39,15,33,34,20,17,8,230,36,37,42,15,37,36,18,19,8,249,948,590,506,466,736,780,668,435,196,5329
109011172,3140,1975,1986,1951,1670,1445,1046,577,276,14070,0,3,5,0,5,0,0,7,0,16,37,114,34,24,24,22,20,19,8,311,3,65,38,14,30,31,22,7,3,216,0,3,10,0,0,4,0,0,0,23,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,41,198,82,48,59,66,52,26,12,574,41,199,91,48,58,66,52,27,13,591,3178,2172,2076,1999,1734,1505,1100,605,292,14662
109011173,1780,1257,1107,1119,1251,1121,834,537,227,9230,3,3,3,3,3,3,0,0,0,18,30,54,33,27,35,14,14,3,3,210,13,21,26,17,6,9,6,3,0,99,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,72,63,42,50,31,20,7,3,328,48,75,66,43,51,33,20,7,3,348,1829,1325,1166,1162,1307,1150,858,544,238,9580
109011174,1547,1170,1107,1069,1274,1343,1014,610,418,9561,3,0,3,0,0,0,0,6,3,16,40,68,107,67,73,96,73,63,31,617,14,47,81,83,95,76,58,18,11,474,0,5,5,0,11,6,11,0,0,41,0,3,3,6,17,5,0,0,0,37,0,6,19,8,10,8,11,0,0,57,4,0,0,0,3,7,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,7,5,13,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,61,133,215,163,213,208,156,81,40,1265,65,133,219,163,212,213,157,87,41,1283,1610,1304,1326,1236,1492,1554,1173,696,455,10847
109011175,2486,1122,885,1196,1579,1616,1203,560,248,10894,10,0,0,4,3,0,6,0,0,33,58,70,45,23,30,41,40,24,5,335,7,32,10,10,8,14,20,3,3,108,0,4,4,3,3,3,0,0,0,18,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,65,104,60,32,41,63,72,30,7,485,78,107,64,42,42,62,77,31,10,516,2564,1235,946,1235,1624,1681,1282,591,263,11409
