SA2_MAINCODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
107011132,0,0,0,0,0,3,5,0,0,5,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,13,9,8,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,6,0,3,3,16,17,13,8,3,0,57,9,14,12,44,15,17,14,3,0,126,331,731,585,1154,541,441,272,137,33,4230,0,0,0,0,0,0,0,0,0,0,294,655,511,1085,443,313,153,88,27,3570,0,0,0,4,0,0,0,0,0,5,0,0,0,8,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,5,3,4,0,3,0,13
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,0,0,0,8,6,10,7,3,0,25,0,0,0,4,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,9,0,0,0,7,39,44,39,16,3,145,0,0,0,0,5,4,4,0,0,13,0,7,0,5,9,0,8,0,0,23,0,0,0,3,5,7,0,0,0,15,0,0,0,0,3,6,5,0,0,16,0,0,0,0,0,0,0,0,0,3,0,16,18,32,35,38,30,22,11,205,14,37,43,74,53,63,42,26,23,369,423,1055,1109,1732,1039,960,667,324,148,7475,0,0,0,0,0,0,0,0,0,0,411,891,884,1510,806,703,346,197,142,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,18,0,0,0,6,11,3,10,3,3,35
107011545,0,0,0,3,0,9,8,8,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,12,0,0,11,36,79,66,85,33,3,309,0,3,0,10,13,4,4,3,0,37,0,0,0,5,0,0,0,0,0,12,0,0,0,8,4,17,4,0,0,39,0,0,0,0,3,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,12,48,33,93,85,77,57,34,17,444,34,57,57,114,72,69,54,50,0,508,495,938,875,1702,911,827,572,418,98,6841,0,0,0,0,0,0,0,0,0,0,408,710,724,1263,505,424,206,203,68,4507,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,0,0,0,4,5,8,0,0,24
107011546,0,0,0,0,0,8,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,20,46,92,98,53,26,333,0,0,0,9,4,3,0,0,0,14,0,0,0,7,3,0,0,0,0,7,0,0,8,13,8,9,0,0,0,28,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,9,19,8,52,51,42,57,45,16,297,34,38,30,100,88,70,51,41,18,478,332,584,545,1174,665,627,456,347,142,4859,0,0,0,0,0,0,0,0,0,0,272,465,449,854,386,238,115,95,72,2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,3,3,0,0,14
107011547,0,0,0,0,0,4,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,19,12,12,3,67,0,3,4,36,19,27,30,20,11,159,99,203,222,440,298,329,305,229,67,2190,0,0,0,0,0,0,0,0,0,0,84,173,193,336,189,206,215,130,41,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,3,10,3,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,9,0,0,0,4,0,0,0,0,0,10,0,0,0,3,3,3,5,7,0,24,0,0,0,0,0,0,0,0,0,0,0,3,5,12,27,34,19,8,14,123,18,25,40,75,50,44,29,21,11,305,499,1056,1049,1768,935,806,480,239,101,6943,0,0,0,0,0,0,0,0,0,0,481,1061,938,1727,763,554,325,139,99,6085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,11,0,0,0,3,10,3,6,0,0,19
107031137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,7,0,0,0,3,4,6,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,13,21,9,0,61,13,19,21,50,27,28,30,21,8,213,246,430,450,826,419,421,346,163,79,3372,0,0,0,0,0,0,0,0,0,0,196,369,413,743,337,324,216,108,85,2789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,10
107031138,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,0,3,0,4,0,5,7,5,13,3,3,40,3,12,17,46,31,42,39,21,18,223,185,421,401,689,483,599,561,308,120,3769,0,0,0,0,0,0,0,0,0,0,154,319,345,571,372,461,408,238,131,2991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5
107031139,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,9,8,7,0,45,5,17,18,33,20,21,14,14,3,133,175,379,385,648,372,454,314,142,51,2918,0,0,0,0,0,0,0,0,0,0,179,350,261,539,314,413,231,113,50,2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0
107031140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,3,3,30,14,33,34,61,65,59,44,19,14,350,203,505,453,705,496,628,494,233,76,3797,0,0,0,0,0,0,0,0,0,0,175,422,351,606,410,503,374,196,126,3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
107031141,0,0,0,0,7,3,5,0,0,11,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,12,0,0,0,14,36,34,36,10,3,128,0,0,0,6,14,3,0,0,0,19,0,3,0,3,6,0,0,0,0,15,0,0,0,3,3,0,0,0,0,9,0,0,0,0,4,6,3,0,0,18,0,0,0,3,0,0,0,0,0,4,0,3,0,31,38,38,36,17,3,181,13,55,44,116,60,64,57,25,8,444,579,1378,1114,2120,1178,895,713,289,78,8340,0,0,0,0,0,0,0,0,0,0,485,1228,950,1848,837,623,412,188,53,6616,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,7,4,0,10,0,0,23
107031142,0,0,0,0,3,4,0,8,3,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,8,16,29,41,3,0,98,0,0,0,0,3,0,3,0,0,12,0,0,3,6,3,0,3,0,0,13,0,0,0,0,3,0,6,3,0,10,0,0,0,0,6,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,38,31,27,14,162,11,20,18,54,39,41,33,22,11,252,300,566,627,1120,635,691,486,280,96,4804,0,0,0,0,0,0,0,0,0,0,260,525,601,983,510,449,267,162,80,3836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,13,0,0,0,3,4,0,0,0,0,10,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,3,3,0,0,14
107031143,0,0,0,3,6,3,3,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,6,0,0,3,5,19,46,62,11,3,147,0,0,0,13,18,8,10,3,0,46,0,0,3,0,0,0,6,0,0,14,0,0,0,7,0,3,0,0,0,12,0,0,0,3,3,6,10,3,0,25,0,0,0,0,0,0,0,0,0,0,0,3,3,32,37,72,58,51,29,294,32,73,83,170,102,126,117,75,17,778,643,1280,1322,2181,1275,1269,1166,661,184,9984,0,0,0,0,0,0,0,0,0,0,538,1056,1154,1915,946,826,662,352,132,7573,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,8,3,3,15,3,0,36
107041144,0,0,0,3,4,4,3,12,0,27,0,0,3,9,4,0,4,0,0,19,0,0,0,4,0,0,0,0,0,10,0,3,9,14,3,0,0,0,0,29,0,0,0,0,12,8,9,11,0,33,0,0,4,13,35,6,11,10,0,85,0,5,7,9,0,6,3,0,0,36,0,9,13,25,19,22,11,4,0,96,0,0,0,0,0,3,4,6,3,23,0,0,0,4,3,0,0,0,0,9,8,8,24,71,36,30,38,30,4,253,22,33,59,136,74,68,71,51,21,543,614,1185,1615,2602,1359,1162,938,649,269,10391,0,0,0,0,0,0,0,0,0,0,542,1039,1278,1860,937,798,581,417,230,7692,0,0,3,6,0,0,0,0,0,13,0,0,0,7,3,3,6,6,0,19,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,3,0,0,0,20,0,0,0,12,12,4,15,3,0,47
107041145,0,0,0,3,0,0,3,5,0,10,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,16,0,0,0,3,3,14,14,12,0,45,0,0,0,0,3,7,3,3,0,16,0,0,3,3,8,4,0,0,0,27,0,0,0,0,3,6,3,0,3,28,0,0,0,3,3,4,5,4,4,22,0,0,0,0,0,0,0,0,0,3,0,4,3,32,24,24,14,19,8,130,19,34,57,78,71,52,49,31,16,423,486,892,981,1874,1035,914,672,421,186,7476,0,0,0,3,0,0,0,0,0,3,412,807,812,1582,748,726,434,258,171,5942,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,3,3,0,0,22,0,0,0,3,8,7,3,3,0,26
107041146,0,0,0,7,6,8,7,9,5,38,0,3,10,17,0,3,0,0,0,37,0,0,0,3,0,0,0,0,0,7,0,0,5,8,0,0,0,3,0,25,0,0,0,13,28,46,33,16,4,144,0,0,0,5,12,4,4,0,0,26,0,0,9,10,8,3,4,0,0,34,0,0,18,12,4,7,0,0,0,48,0,0,0,0,10,7,4,0,0,25,0,0,0,3,0,0,0,0,0,7,11,31,51,94,49,40,31,28,9,346,17,29,58,107,55,60,52,35,10,428,589,1438,1808,2683,1252,1072,869,561,207,10473,0,0,0,0,0,0,0,0,0,3,521,1171,1286,1871,815,760,587,383,221,7623,0,0,0,3,0,0,0,0,0,9,0,0,0,9,0,8,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,7,0,0,0,26,0,0,0,0,6,0,4,3,0,14
107041147,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,4,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,19,5,9,3,8,8,52,7,24,15,54,26,38,30,12,5,213,312,653,637,1091,671,557,328,152,55,4450,0,0,0,0,0,0,0,0,0,0,336,555,474,940,515,396,206,92,58,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,4
107041148,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,9,8,3,0,0,34,0,0,0,3,0,0,0,0,0,4,0,0,0,0,5,3,4,0,0,15,0,0,0,4,0,0,0,0,0,7,0,9,4,14,18,9,11,6,3,73,18,21,14,72,29,53,39,20,9,279,373,852,606,1259,815,844,556,220,75,5590,0,0,0,0,0,0,0,0,0,0,273,705,533,1099,672,602,377,188,86,4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,3,3,0,0,23,0,0,0,0,0,0,3,0,0,6
107041150,0,0,0,0,3,0,3,0,0,8,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,10,0,0,0,0,3,5,4,0,0,8,0,0,0,0,7,0,0,0,0,8,0,5,4,10,3,0,3,0,0,27,0,0,4,3,0,4,3,0,3,26,0,0,0,0,4,5,3,8,0,27,0,0,0,3,0,3,0,0,0,5,3,4,6,23,25,18,12,9,8,123,34,40,42,112,70,59,61,32,10,455,698,1418,1193,2317,1353,1161,825,454,161,9580,0,0,0,0,0,0,0,0,0,0,607,1296,967,2098,1078,921,651,392,243,8255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,25,0,0,0,3,0,3,7,0,0,13
107041548,0,0,0,0,0,3,3,0,0,8,0,0,3,4,3,4,0,0,0,14,0,0,9,6,0,0,0,0,0,14,0,4,12,16,3,0,0,0,0,31,0,0,3,7,18,14,26,10,0,71,0,0,3,7,22,3,5,6,0,38,0,3,11,15,5,0,4,0,0,37,0,3,12,15,9,3,4,0,0,45,0,0,0,0,3,5,0,0,0,14,0,0,0,3,0,0,0,0,0,3,5,33,44,113,31,22,24,11,11,297,19,35,132,258,99,99,104,69,25,834,206,324,1297,2439,762,786,675,410,148,7043,0,0,0,0,3,0,0,0,0,8,149,199,906,1187,407,490,373,247,150,4105,0,0,4,3,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,14,4,3,0,0,0,26,0,0,0,0,0,3,5,3,0,11
107041549,0,0,0,8,11,6,10,18,0,55,0,3,14,17,4,3,0,0,0,40,0,0,3,3,0,0,0,0,0,10,0,5,9,29,0,0,0,0,0,46,0,0,4,15,33,28,66,42,7,194,0,0,0,8,9,3,4,0,0,35,0,0,3,9,0,4,9,0,0,32,0,3,26,21,9,3,4,3,0,74,0,0,0,0,3,3,3,0,0,16,0,0,3,3,0,0,0,0,0,6,14,27,65,135,36,32,21,19,3,354,11,38,88,140,67,60,51,33,19,503,453,837,1841,2637,945,760,612,341,127,8551,0,0,0,0,0,0,0,0,0,4,393,630,1133,1398,561,447,256,165,116,5092,0,0,5,5,0,0,0,0,0,12,0,0,3,11,9,5,5,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,17,0,0,0,3,9,3,6,3,0,23
108011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,4,0,23,6,19,11,30,44,42,33,19,4,212,114,275,215,397,400,419,341,184,46,2388,0,0,0,0,0,0,0,0,0,0,102,252,203,364,307,296,234,132,55,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108011152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,17,3,10,21,11,8,73,18,41,53,98,64,75,101,75,48,567,302,708,626,1100,778,962,1232,751,320,6777,0,0,0,0,0,0,0,0,0,0,283,657,557,1033,680,932,1016,648,351,6157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
108011153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,12,3,0,25,5,21,16,38,46,53,54,27,3,273,142,408,244,471,434,583,580,230,46,3148,0,0,0,0,0,0,0,0,0,0,117,330,206,437,326,425,343,126,35,2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,3
108011154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,4,21,6,13,13,30,30,45,71,57,16,285,114,193,243,397,278,471,639,443,164,2944,0,0,0,0,0,0,0,0,0,0,110,182,184,336,274,433,516,374,210,2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
108021155,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,3,11,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,8,14,7,0,46,28,86,75,133,106,127,86,55,21,715,454,1023,930,1662,886,950,833,421,150,7310,0,0,0,0,0,0,0,0,0,0,418,848,748,1280,723,862,690,392,263,6220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
