SA2_MAINCODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
107021135,4,3,8,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,100,0,87.5,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,7,0,0,0
107031136,5389,5794,11174,2840,1370,4209,592,1719,2310,171,191,363,191,218,408,3789,3500,7289,1386,2074,3461,5,6.2,5.6,70.3,60.4,65.2,66.9,56.6,61.6,88,102,186,41,89,131,309,573,883,383,629,1014,1904,986,2892,37,109,149,108,207,316,2055,1304,3354,5679,6085,11760,795,826,1620,4064,4225,8295,2102,2360,4461
107031137,2695,2937,5634,1168,555,1725,299,728,1032,76,76,148,120,108,228,1660,1475,3128,851,1198,2049,7.2,7.3,7.3,61.6,50.2,55.5,57.3,46.3,51.6,18,25,47,10,26,39,107,186,293,153,258,415,912,454,1370,41,65,98,61,110,171,1005,627,1633,2668,2805,5467,379,406,788,1931,2014,3945,965,1040,2003
107031138,3164,3410,6570,1215,638,1846,367,841,1206,74,102,174,102,69,174,1759,1643,3402,1207,1541,2753,5.8,4.2,5.1,55.6,48.2,51.8,52.3,46.4,49.1,160,160,328,61,121,181,454,568,1018,327,441,772,819,325,1145,26,52,80,60,130,191,907,506,1414,2977,3052,6025,478,524,1001,1928,2006,3933,1425,1522,2952
107031139,2366,2386,4754,1075,520,1597,293,690,982,82,83,166,77,62,138,1528,1356,2887,740,938,1674,5,4.6,4.8,64.6,56.8,60.7,61.3,54.2,57.7,101,105,206,51,97,146,330,443,779,261,310,569,731,292,1027,10,40,53,51,89,143,797,423,1226,2407,2412,4822,292,312,603,1745,1760,3508,866,886,1754
107031140,3083,3366,6454,1275,646,1918,469,882,1348,88,118,210,61,62,119,1882,1715,3598,969,1366,2332,3.2,3.6,3.3,61,51,55.7,59.4,48.9,53.9,147,161,312,62,142,201,522,621,1142,286,434,726,804,299,1110,16,42,60,55,134,191,879,481,1357,2974,3113,6090,453,495,947,2040,2163,4197,1244,1316,2557
107031141,6381,6639,13018,3287,1605,4893,736,1987,2721,188,233,427,242,234,472,4454,4058,8510,1629,2283,3908,5.4,5.8,5.5,69.8,61.1,65.4,66,57.6,61.8,176,202,374,66,136,199,610,900,1515,623,744,1365,1993,927,2922,48,108,159,108,227,337,2157,1268,3424,6588,6671,13253,1153,1194,2340,4224,4234,8454,3143,3332,6471
107031142,3934,4323,8256,1683,887,2574,464,1139,1607,128,132,256,168,156,322,2444,2317,4757,1333,1806,3140,6.9,6.7,6.8,62.1,53.6,57.6,57.8,49.9,53.7,73,72,142,24,72,94,216,397,615,300,460,758,1286,601,1889,36,89,126,57,156,218,1385,842,2227,3898,4196,8094,515,567,1076,2778,2986,5757,1479,1622,3097
107031143,8061,8708,16769,2813,1446,4260,802,1860,2663,216,210,423,419,349,770,4245,3872,8118,3203,4218,7417,9.9,9,9.5,52.7,44.5,48.4,47.5,40.4,43.8,69,106,173,44,97,139,343,543,883,457,707,1161,2283,1168,3450,80,181,264,140,264,405,2503,1618,4121,7846,8209,16053,1106,1227,2328,5786,6085,11868,2760,2973,5735
107041144,8594,9042,17636,3299,1851,5157,1103,2242,3340,259,274,535,376,327,708,5036,4695,9738,3160,3927,7087,7.5,7,7.3,58.6,51.9,55.2,54.2,48.3,51.2,526,486,1013,118,212,336,1173,1397,2572,671,964,1634,2130,887,3019,67,138,206,162,270,428,2355,1297,3651,8221,8587,16808,1357,1444,2808,5829,6053,11882,3466,3631,7096
107041145,6088,6625,12718,2506,1410,3917,695,1611,2311,174,191,369,273,243,520,3659,3456,7116,2148,2845,4996,7.5,7,7.3,60.1,52.2,56,55.4,48.5,51.9,189,213,409,63,135,190,571,837,1404,463,703,1164,1774,802,2571,45,130,170,101,220,317,1916,1144,3058,6038,6406,12443,860,905,1763,4354,4641,8996,2246,2411,4660
107041146,8445,8683,17126,3442,1910,5350,1115,2330,3443,208,253,469,417,320,735,5184,4815,9994,2924,3558,6490,8,6.6,7.4,61.4,55.5,58.4,56.4,51.7,54.1,671,579,1247,153,265,419,1317,1633,2951,742,883,1622,1930,824,2752,73,139,211,163,297,454,2167,1254,3421,8170,8427,16601,1593,1502,3100,5783,5958,11739,3701,3684,7388
107041147,3483,3389,6871,1904,940,2838,426,1153,1574,92,126,223,103,71,176,2525,2286,4810,810,957,1771,4.1,3.1,3.7,72.5,67.5,70,69.5,65.5,67.5,168,190,356,51,113,163,427,610,1041,316,434,748,1087,370,1458,13,48,62,63,117,178,1165,531,1699,3636,3547,7181,483,456,941,2625,2557,5184,1280,1252,2525
107041148,4369,4630,9000,2091,1165,3256,580,1388,1966,123,158,282,125,130,255,2916,2835,5755,1243,1586,2826,4.3,4.6,4.4,66.7,61.2,63.9,64,58.6,61.2,421,501,915,124,222,345,857,1110,1964,422,544,973,1039,361,1402,32,48,79,69,109,174,1143,513,1657,4598,4590,9188,598,692,1290,3148,3212,6352,1821,1933,3754
107041150,7465,8225,15693,3573,1887,5454,872,2282,3154,198,256,457,223,224,443,4863,4647,9512,2262,3201,5466,4.6,4.8,4.7,65.1,56.5,60.6,62.2,53.8,57.8,385,450,834,155,238,396,921,1334,2256,682,949,1637,2150,885,3032,51,131,177,144,272,423,2337,1294,3632,7789,8395,16186,1014,1087,2104,5495,5895,11393,2919,3195,6114
107041548,6512,6432,12939,2343,1597,3937,846,1230,2081,148,157,302,300,254,558,3633,3234,6871,2121,2449,4571,8.3,7.9,8.1,55.8,50.3,53.1,51.2,46.4,48.8,546,456,1003,119,190,307,1212,1271,2480,503,559,1063,1114,487,1605,50,72,123,95,182,282,1256,747,2008,4329,4253,8585,1685,1651,3340,2140,2205,4352,3843,3683,7528
107041549,7257,6897,14149,2485,1600,4082,1123,1641,2764,184,205,387,495,326,825,4293,3769,8057,2570,2804,5374,11.5,8.6,10.2,59.2,54.6,56.9,52.3,50,51.1,551,466,1008,106,181,284,1245,1244,2495,559,669,1222,1216,726,1943,76,98,176,108,158,266,1397,987,2381,6099,5967,12061,1729,1563,3294,3602,3678,7279,3987,3597,7582
108011151,2004,1960,3962,717,343,1062,208,480,689,52,54,103,82,58,141,1063,931,1993,801,894,1695,7.7,6.2,7.1,53,47.5,50.3,48.8,44.7,46.8,26,24,56,12,31,40,94,160,254,128,170,297,569,234,802,14,40,50,25,77,103,610,347,953,1886,1860,3743,291,290,582,1421,1370,2783,682,698,1381
108011152,5767,6485,12259,1392,894,2285,672,1293,1964,144,176,318,227,175,400,2426,2542,4970,2909,3443,6350,9.4,6.9,8,42.1,39.2,40.5,38.3,36.4,37.3,102,85,189,59,92,153,421,573,991,398,603,1002,1620,739,2358,68,134,201,118,246,362,1803,1115,2918,5074,5599,10675,1043,1131,2168,3339,3661,7003,2554,2879,5440
108011153,2593,2454,5047,637,310,950,354,581,938,74,63,140,112,87,197,1177,1041,2221,1198,1241,2442,9.5,8.4,8.9,45.4,42.4,44,41.1,38.9,40.2,51,58,107,15,36,50,141,233,375,167,250,413,905,338,1245,22,46,72,57,91,152,989,479,1466,2437,2274,4712,390,402,795,1676,1539,3214,1057,1042,2107
108011154,2637,2933,5570,490,334,817,270,423,693,68,66,132,104,75,182,927,891,1821,1494,1796,3288,11.2,8.4,10,35.2,30.4,32.7,31.4,28.1,29.5,22,16,32,14,27,43,96,164,256,137,231,365,809,318,1123,17,56,76,46,92,137,871,467,1335,2238,2453,4694,402,453,863,1488,1638,3123,1072,1180,2251
108021155,5835,6031,11870,1483,835,2322,619,1201,1816,161,165,328,259,214,480,2528,2419,4945,2735,2974,5708,10.2,8.8,9.7,43.3,40.1,41.7,38.8,36.5,37.6,38,53,91,26,57,81,214,390,604,206,414,624,1381,828,2208,98,139,237,94,199,291,1571,1169,2737,5169,5580,10745,817,924,1741,3691,3878,7567,1925,2206,4136
108021156,3945,3680,7624,1081,641,1721,513,873,1387,162,140,305,177,99,280,1935,1755,3688,1635,1616,3251,9.1,5.6,7.6,49,47.7,48.4,44.5,44.9,44.8,38,69,109,25,56,85,207,374,582,184,373,557,1176,496,1667,43,74,116,77,117,189,1290,681,1975,3627,3391,7019,492,495,986,2768,2551,5321,1210,1213,2424
108021157,1914,2038,3951,558,319,873,221,400,624,53,54,111,93,66,151,924,831,1756,825,1041,1872,10.1,7.9,8.6,48.3,40.8,44.4,43.5,37.9,40.7,27,22,55,11,40,46,119,178,296,86,195,282,555,267,820,25,47,74,35,68,104,611,383,997,1796,1895,3692,300,301,604,1241,1326,2564,776,779,1556
108021158,2744,3089,5832,525,372,897,311,489,799,64,67,133,132,102,232,1035,1030,2062,1457,1778,3235,12.8,9.9,11.3,37.7,33.3,35.4,32.8,30,31.4,27,30,56,28,42,65,143,222,366,144,268,408,747,364,1113,27,62,88,60,106,172,837,532,1369,2418,2626,5049,452,526,979,1639,1794,3436,1101,1248,2348
108021159,3154,3109,6259,881,471,1361,460,783,1245,96,88,187,150,111,258,1589,1463,3053,1307,1414,2718,9.4,7.6,8.5,50.4,47.1,48.8,45.6,43.2,44.6,38,59,98,29,56,92,243,351,597,173,319,494,895,446,1345,42,67,115,53,122,178,992,643,1639,3102,3007,6111,398,434,828,2291,2203,4495,1047,1110,2165
108021160,2177,2276,4451,506,333,837,205,408,614,72,69,139,78,61,136,860,866,1726,1185,1273,2458,9.1,7,7.9,39.5,38,38.8,36,35.6,35.7,19,27,49,11,29,42,125,190,321,125,200,327,700,278,979,21,39,57,41,89,135,765,403,1171,1930,1972,3903,378,401,782,1368,1393,2758,854,919,1771
108031161,165,163,327,68,44,118,40,44,81,10,16,26,0,3,3,117,111,228,25,40,70,0,2.7,1.3,70.9,68.1,69.7,71.5,63.8,68.8,3,4,7,0,0,0,16,28,41,10,15,29,59,19,77,0,3,4,12,7,16,67,30,101,140,148,292,27,27,50,102,106,201,64,57,117
108041162,6952,7412,14367,1845,1052,2899,755,1489,2249,159,183,345,247,205,453,3006,2937,5945,3473,3984,7457,8.2,7,7.6,43.2,39.6,41.4,39.7,36.8,38.2,110,124,234,55,133,187,480,708,1186,461,761,1220,2277,892,3170,63,152,219,132,299,434,2479,1343,3819,6359,6690,13052,1046,1147,2193,4351,4584,8933,2871,3087,5963
108041163,10873,12268,23143,4017,2551,6565,1464,2924,4385,267,285,552,430,368,792,6173,6125,12303,4070,5507,9573,7,6,6.4,56.8,49.9,53.2,52.9,47,49.7,359,343,699,183,303,484,1283,1680,2970,913,1451,2363,2940,1510,4450,97,236,334,217,457,675,3260,2200,5459,10186,11141,21329,2047,2223,4272,6272,6916,13189,5615,6086,11692
108041164,6710,7949,14658,2065,1394,3461,754,1571,2326,156,184,337,234,199,432,3216,3343,6557,2991,4030,7020,7.3,6,6.6,47.9,42.1,44.7,44.3,39.6,41.8,127,122,256,49,90,139,471,705,1176,494,821,1310,1825,985,2809,70,140,216,129,258,387,2028,1382,3408,5908,6897,12807,1326,1479,2804,3461,4014,7478,3492,4051,7550
108041165,2260,2159,4419,867,443,1311,264,552,814,85,81,163,69,60,131,1290,1134,2423,740,792,1524,5.3,5.3,5.4,57.1,52.5,54.8,53.8,49.8,51.8,38,34,72,25,52,74,138,254,394,150,241,388,696,316,1013,36,58,91,37,65,106,766,438,1207,2122,1999,4119,278,284,558,1550,1423,2977,775,782,1552
108041166,4206,4671,8878,1529,887,2422,477,1069,1542,127,147,279,181,157,338,2321,2263,4581,1605,2119,3725,7.8,6.9,7.4,55.2,48.4,51.6,50.7,45,47.8,42,59,101,38,72,109,256,445,702,224,471,693,1282,716,1996,55,103,160,65,163,229,1405,986,2395,4138,4489,8628,714,821,1535,2753,2912,5660,1859,2125,3986
108051167,2055,2158,4217,682,291,975,249,463,715,64,65,122,83,59,144,1079,879,1955,837,1129,1965,7.7,6.7,7.4,52.5,40.7,46.4,48.4,38,43,29,19,43,14,41,59,133,214,341,125,196,319,556,228,787,19,45,65,55,80,130,632,355,983,1952,1970,3914,320,340,659,1432,1443,2881,719,778,1493
108051168,4183,4582,8765,1272,747,2016,533,1066,1597,110,148,259,192,137,329,2107,2097,4201,1833,2221,4054,9.1,6.5,7.8,50.4,45.8,47.9,45.8,42.8,44.2,114,96,208,62,106,165,359,543,902,311,550,863,1359,578,1936,32,84,117,101,215,315,1495,876,2371,3923,4153,8078,792,844,1639,2430,2584,5016,2078,2251,4329
108051169,7927,8874,16799,2215,1338,3553,895,1729,2628,239,217,451,446,362,803,3795,3640,7434,3538,4562,8097,11.8,9.9,10.8,47.9,41,44.3,42.2,37,39.5,86,87,172,56,106,165,393,613,1009,357,830,1190,2010,1151,3158,127,207,330,179,303,480,2312,1652,3965,7503,8230,15736,1354,1434,2787,5082,5524,10600,3308,3700,7004
108051170,5394,5272,10665,1409,777,2186,625,1165,1785,172,161,330,258,184,447,2463,2280,4745,2488,2563,5043,10.5,8.1,9.4,45.7,43.2,44.5,40.9,39.9,40.3,72,66,134,37,88,130,269,478,748,298,546,837,1630,641,2271,56,126,179,112,181,290,1793,952,2748,4977,4830,9800,717,691,1410,3543,3335,6885,1974,2027,4004
108051171,2060,2366,4428,612,381,990,225,472,695,111,70,181,117,89,200,1059,1009,2066,870,1210,2084,11,8.8,9.7,51.4,42.6,46.7,46,39,42.1,19,25,39,11,31,46,102,165,269,77,197,274,548,343,895,29,53,80,45,75,123,628,474,1101,2040,2245,4286,285,342,625,1380,1531,2913,818,937,1755
109011172,5594,6236,11833,2934,1625,4562,687,1832,2524,142,208,349,182,213,392,3949,3877,7823,1369,2035,3408,4.6,5.5,5,70.6,62.2,66.1,67.3,58.8,62.8,166,185,355,112,184,302,637,1064,1706,478,690,1167,1616,869,2487,67,128,192,93,154,250,1776,1155,2929,5289,5651,10937,1318,1481,2796,3249,3414,6664,3006,3416,6421
109011173,3853,4142,7998,1607,881,2485,434,1074,1508,110,123,233,196,164,365,2348,2244,4596,1177,1560,2740,8.3,7.3,7.9,60.9,54.2,57.5,55.8,50.2,52.8,46,88,135,49,99,147,267,461,729,220,399,620,1144,565,1714,40,93,136,59,116,177,1240,784,2020,3551,3711,7261,695,760,1461,2369,2465,4834,1681,1838,3518
109011174,4133,4554,8688,1715,1056,2774,489,1165,1648,107,142,248,184,135,317,2493,2499,4992,1238,1645,2881,7.4,5.4,6.4,60.3,54.9,57.5,55.9,51.9,53.8,176,204,378,99,148,249,556,787,1342,311,491,800,868,480,1349,39,66,101,56,114,173,965,664,1625,3559,3940,7495,775,774,1548,2319,2599,4921,1851,2025,3878
109011175,4501,4548,9054,2114,1002,3113,514,1311,1828,159,181,344,127,108,235,2912,2603,5519,1283,1612,2894,4.4,4.1,4.3,64.7,57.2,61,61.9,54.8,58.4,62,89,152,32,92,125,307,557,859,310,505,815,1279,601,1884,39,90,131,65,152,220,1383,842,2230,4791,4679,9470,544,599,1146,3448,3264,6717,1587,1762,3354
109011176,5652,6236,11890,2209,1135,3338,649,1472,2122,142,203,348,322,261,585,3329,3070,6397,1879,2708,4593,9.7,8.5,9.1,58.9,49.2,53.8,53.1,45.1,48.8,60,89,149,34,86,118,255,505,759,334,487,824,1642,927,2565,68,127,197,96,168,265,1805,1222,3031,5149,5493,10639,1050,1195,2246,3560,3694,7251,2412,2767,5178
109021177,1236,1219,2453,555,260,815,118,285,395,53,43,95,38,22,62,758,611,1371,321,454,772,5,3.6,4.5,61.3,50.1,55.9,58.7,48.2,53.2,11,10,18,5,13,18,46,94,146,57,90,154,258,133,390,8,25,37,11,22,35,277,180,463,1142,1102,2245,157,173,326,838,810,1647,392,410,799
109021178,2427,2397,4817,901,503,1399,251,548,802,84,92,177,103,63,168,1338,1205,2540,818,955,1773,7.7,5.2,6.6,55.1,50.3,52.7,50.9,47.7,49.4,10,35,45,16,42,57,122,229,348,126,205,332,603,289,896,32,38,66,35,48,82,663,372,1040,2323,2258,4579,363,379,736,1692,1595,3283,842,920,1765
109021179,1545,1372,2916,726,328,1054,135,314,449,60,50,112,40,38,79,967,725,1691,369,480,849,4.1,5.2,4.7,62.6,52.8,58,59.6,50.4,55.4,9,18,26,7,17,21,54,116,171,46,102,153,322,149,471,12,21,35,14,21,38,353,197,547,1463,1283,2745,169,188,353,1073,919,1993,452,459,912
109031180,2232,2353,4583,868,401,1270,227,527,754,91,98,189,67,71,138,1253,1099,2350,803,1060,1864,5.3,6.5,5.9,56.1,46.7,51.3,53.1,43.6,48.3,17,28,47,18,25,46,109,193,303,113,198,306,664,283,944,17,52,66,34,62,98,714,395,1114,2077,2163,4236,339,359,694,1529,1617,3149,766,815,1579
109031181,2811,2736,5543,1132,532,1668,249,630,882,102,94,199,59,58,115,1547,1317,2860,985,1167,2147,3.8,4.4,4,55,48.1,51.6,52.8,45.9,49.6,15,32,56,22,36,57,119,241,359,139,239,378,794,287,1082,23,55,72,42,71,119,861,415,1273,2631,2544,5179,397,411,807,1981,1876,3859,914,944,1852
109031182,2952,3209,6160,1180,668,1845,336,738,1070,86,87,178,96,86,185,1696,1583,3278,971,1314,2286,5.7,5.4,5.6,57.5,49.3,53.2,54.3,46.5,50.2,36,40,78,20,53,66,157,289,444,136,270,401,761,402,1158,31,51,83,53,71,120,844,521,1360,2734,2918,5647,430,474,905,1939,2047,3988,1050,1168,2223
109031183,2850,2702,5553,1298,601,1896,255,677,931,110,103,218,63,46,105,1723,1435,3156,856,1002,1860,3.7,3.2,3.3,60.5,53.1,56.8,58.4,51.1,54.8,17,36,52,3,46,47,121,293,414,169,254,424,649,284,929,13,52,72,45,50,101,711,388,1102,2734,2560,5294,357,364,718,2047,1887,3935,900,916,1817
109031184,2328,2499,4823,964,523,1486,229,564,798,74,86,159,62,39,101,1327,1218,2545,832,1086,1921,4.7,3.2,4,57,48.7,52.8,54.4,46.9,50.7,32,28,59,15,57,69,169,271,440,136,225,358,680,256,936,11,31,43,35,51,87,726,336,1063,2139,2236,4372,443,498,938,1381,1415,2797,1071,1190,2268
109031185,4011,4031,8040,1515,732,2247,355,935,1291,154,136,293,107,82,188,2131,1889,4017,1460,1726,3192,5,4.3,4.7,53.1,46.9,50,50.5,44.7,47.6,26,40,61,13,58,74,189,385,576,220,317,530,1009,515,1515,24,64,84,49,104,157,1078,681,1759,3740,3665,7405,530,584,1116,2644,2592,5231,1435,1489,2925
110011186,9078,10141,19225,3256,2225,5483,1293,2273,3564,249,344,597,470,406,876,5275,5243,10515,3097,4105,7205,8.9,7.7,8.3,58.1,51.7,54.7,52.9,47.7,50.2,853,751,1607,180,331,517,1095,1731,2830,510,881,1391,1729,936,2660,110,159,264,128,258,382,1963,1349,3314,7875,8468,16345,2061,2467,4535,4882,5310,10189,4729,5290,10016
110011187,1795,1775,3571,850,449,1300,202,437,645,64,41,106,49,52,105,1171,983,2151,478,647,1116,4.2,5.3,4.9,65.2,55.4,60.2,62.2,52.2,57.4,44,52,95,10,40,48,125,232,363,91,160,252,398,204,605,13,38,52,39,56,92,456,293,746,1763,1707,3468,267,302,571,1291,1230,2529,635,680,1314
110011188,2356,2518,4875,1022,589,1613,317,663,979,75,76,150,70,69,140,1485,1391,2875,712,960,1678,4.7,5,4.9,63,55.2,59,60,52.7,56.2,103,110,212,34,56,94,208,371,577,165,280,444,633,294,929,31,51,80,48,91,140,709,445,1156,2396,2534,4931,292,320,610,1772,1763,3540,786,950,1732
110011189,1334,1326,2660,639,285,926,146,324,469,35,43,80,28,21,48,844,670,1516,335,498,832,3.3,3.1,3.2,63.3,50.5,57,61.5,49.2,55.5,16,18,33,11,23,35,82,147,232,78,122,204,310,135,442,12,30,41,19,44,62,341,210,552,1265,1254,2518,147,152,298,970,966,1931,376,367,740
110021190,3635,3692,7322,1171,674,1845,398,764,1166,101,114,215,169,114,283,1844,1663,3509,1463,1672,3134,9.2,6.9,8.1,50.7,45,47.9,45.9,42,44.1,32,57,88,22,45,67,181,318,496,173,343,521,802,448,1247,58,73,128,73,125,198,934,642,1579,3221,3352,6570,503,569,1070,2348,2398,4741,1220,1343,2557
110021191,4405,4883,9286,1644,994,2637,564,1040,1601,134,165,297,202,169,371,2541,2362,4904,1554,2182,3740,7.9,7.2,7.6,57.7,48.4,52.8,53.2,45,48.8,31,45,70,32,61,90,227,483,711,208,365,571,1191,668,1854,50,94,140,80,133,213,1320,890,2208,4165,4539,8707,907,960,1873,2888,3073,5964,1851,2115,3967
110021192,2179,2072,4245,744,352,1101,205,433,636,56,65,119,108,66,172,1112,918,2030,803,925,1728,9.7,7.2,8.5,51,44.3,47.8,46.1,41,43.7,14,18,34,12,27,36,62,160,221,95,181,273,462,291,754,19,41,57,42,58,100,520,384,909,2094,1981,4077,225,266,500,1591,1482,3076,617,658,1278
110021193,2434,2428,4860,975,526,1500,219,491,712,70,80,153,57,71,133,1329,1168,2492,841,1032,1874,4.3,6.1,5.3,54.6,48.1,51.3,51.9,45.2,48.7,18,18,34,14,32,44,103,236,340,93,218,313,535,288,821,26,35,61,38,69,100,595,390,983,2329,2253,4579,326,341,671,1730,1691,3421,776,788,1561
110021194,2739,2845,5591,850,498,1350,294,543,838,79,96,173,100,98,200,1316,1241,2558,1120,1266,2387,7.6,7.9,7.8,48,43.6,45.8,44.7,40,42.2,25,37,64,23,43,61,141,253,399,145,233,376,651,338,987,42,63,101,41,90,127,730,488,1217,2537,2573,5110,311,370,674,1851,1871,3723,871,973,1848
110031195,3185,3303,6481,1398,852,2247,225,613,842,92,116,206,157,115,271,1866,1700,3570,894,1200,2088,8.4,6.8,7.6,58.6,51.5,55.1,53.8,47.9,50.8,42,43,81,17,46,60,185,331,522,127,268,393,728,360,1086,25,61,87,36,76,112,795,504,1294,2951,2954,5903,480,582,1063,2039,1970,4006,1149,1301,2447
110031196,2188,1982,4177,1170,530,1701,163,439,606,92,87,180,57,50,113,1486,1110,2599,445,629,1072,3.8,4.5,4.3,67.9,56,62.2,65.1,53.3,59.5,11,23,35,9,46,53,120,228,344,117,191,301,402,185,585,20,33,51,25,41,69,449,259,707,2153,1993,4140,287,256,542,1630,1470,3101,653,626,1279
110031197,2758,2896,5656,1272,732,2009,293,656,952,101,98,194,105,92,202,1776,1580,3351,720,1004,1720,5.9,5.8,6,64.4,54.6,59.2,60.4,51.3,55.8,52,42,96,23,37,62,162,281,443,119,213,331,699,378,1075,25,47,73,29,87,116,756,509,1265,2653,2771,5423,397,427,825,1880,1906,3792,982,1075,2058
110031198,1931,1808,3736,946,409,1357,151,420,576,72,70,142,74,54,126,1243,947,2192,447,619,1064,6,5.7,5.7,64.4,52.4,58.7,60.5,49.7,55.5,9,15,26,13,26,34,101,208,308,74,148,222,369,194,561,17,34,50,29,50,80,414,280,693,1900,1721,3621,222,239,453,1427,1291,2716,573,563,1134
110041199,3491,3751,7241,1649,839,2487,320,844,1165,107,129,240,130,109,245,2210,1921,4134,1008,1545,2550,5.9,5.7,5.9,63.3,51.2,57.1,59.5,48.3,53.7,50,54,104,17,57,79,202,352,556,133,319,445,945,476,1423,36,77,112,73,123,194,1055,679,1732,3367,3508,6873,697,723,1413,2133,2229,4361,1607,1721,3334
110041200,1769,1566,3336,882,382,1262,169,377,547,59,54,107,51,50,109,1166,858,2024,437,564,1004,4.4,5.8,5.4,65.9,54.8,60.7,62.7,51.9,57.4,7,11,17,5,23,30,89,168,252,93,152,250,437,189,627,19,30,48,18,27,49,477,247,725,1718,1565,3279,188,190,383,1278,1102,2374,536,556,1094
110041201,3103,3137,6243,1258,611,1872,281,658,942,101,101,200,123,114,241,1769,1489,3258,1063,1351,2415,7,7.7,7.4,57,47.5,52.2,52.9,43.7,48.3,25,32,53,10,37,47,123,262,388,145,250,397,721,353,1080,39,78,114,48,95,141,812,521,1330,2999,2927,5927,453,447,904,2189,2092,4277,1059,1112,2175
110041202,7920,8423,16351,3612,2143,5749,890,1969,2864,231,257,493,273,293,558,5004,4660,9672,2323,3166,5487,5.5,6.3,5.8,63.2,55.3,59.2,59.8,51.9,55.7,126,131,254,75,133,207,484,871,1352,501,834,1331,2172,1161,3331,65,194,262,123,282,412,2356,1642,3996,7333,7769,15100,1605,1590,3196,4829,5139,9972,3702,3794,7504
110041203,5649,6572,12218,2569,1727,4296,622,1353,1973,155,228,383,206,199,405,3546,3508,7056,1700,2552,4255,5.8,5.7,5.7,62.8,53.4,57.8,59.2,50.3,54.4,171,181,358,83,169,250,601,988,1587,369,628,992,1423,781,2205,60,133,198,91,191,280,1572,1105,2681,4977,5676,10658,1287,1461,2749,2973,3359,6326,2940,3467,6405
110041204,1933,2093,4027,798,429,1227,189,423,615,49,51,100,125,118,244,1164,1018,2182,552,860,1409,10.7,11.6,11.2,60.2,48.6,54.2,53.6,43.1,48.2,7,12,23,4,12,18,58,127,184,64,130,195,459,282,741,27,60,90,28,68,94,512,417,929,1904,2019,3923,455,449,899,1209,1265,2472,939,1025,1964
110041205,7268,7545,14812,3311,1872,5186,722,1823,2547,232,255,489,205,193,397,4467,4150,8615,2188,2786,4968,4.6,4.7,4.6,61.5,55,58.2,58.7,52.4,55.5,74,143,218,38,134,173,451,845,1290,438,750,1188,2098,1026,3123,67,162,226,119,233,349,2274,1424,3702,7320,7368,14689,956,1031,1982,5095,5111,10201,2768,2946,5714
