SA2_MAINCODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
114011283,0,0,0,0,0,0,0,0,0,0,86,254,178,317,297,455,340,132,36,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,17,36,11,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114021284,0,0,0,0,0,0,0,0,0,0,262,695,479,648,543,541,671,464,150,4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,17,0,0,0,0,3,0,0,0,0,5,0,0,0,4,5,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,11,18,35,53,70,137,94,41,454,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,12,0,0,0,0,3,3,17,5,3,38,0,0,0,0,0,0,8,4,0,14,0,3,3,4,0,0,4,0,0,15,0,4,3,19,0,5,5,4,0,42,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
114021285,0,0,0,0,0,0,0,0,0,0,196,455,367,639,361,262,157,65,9,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,26,36,28,16,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,5,0,12,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
114021286,0,0,0,0,0,0,0,0,0,0,206,447,390,723,372,421,353,193,68,3180,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,21,39,37,72,38,6,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,3,3,3,3,15,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,17,5,3,7,3,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114021287,0,0,0,0,0,0,0,0,0,0,260,548,482,790,478,476,374,218,61,3684,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,9,68,3,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,16,33,49,60,35,10,221,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,19,0,3,0,8,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
114021288,0,0,0,0,0,0,0,0,0,0,85,239,133,240,192,193,183,66,14,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,18,20,28,10,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114021289,0,0,0,0,0,0,0,0,0,0,136,352,253,440,324,365,356,186,46,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,3,23,21,27,84,35,5,204,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,3,23,0,0,0,0,0,3,4,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
115011290,0,0,0,3,0,3,6,0,0,15,812,1399,944,1577,744,497,491,279,89,6836,0,3,0,10,0,7,0,0,0,20,0,0,0,0,0,0,3,0,0,8,0,0,0,3,0,0,0,0,0,6,0,0,0,8,0,7,0,0,0,13,0,0,0,4,3,0,3,0,0,13,14,47,36,381,137,100,68,29,7,804,0,0,0,3,4,3,11,7,0,34,0,4,0,4,4,3,10,4,6,37,0,9,12,50,73,45,56,34,16,307,0,0,0,13,13,3,9,6,0,33,0,0,0,4,0,3,0,0,0,6,0,0,0,9,3,4,12,11,0,41,0,0,0,0,6,9,15,8,4,32,7,4,14,57,21,39,13,5,0,159,13,42,31,311,77,28,20,4,0,527,0,0,6,27,5,5,0,0,0,54,0,14,15,100,33,12,3,3,0,176,0,0,0,3,0,3,0,0,0,10
115011291,0,0,0,6,5,6,4,0,0,17,521,1252,1144,1109,653,547,390,136,40,5791,0,4,4,12,9,3,8,0,0,40,0,0,0,0,3,0,0,0,0,4,0,0,0,4,3,3,0,0,0,16,0,0,15,12,0,0,0,0,0,30,0,0,3,3,3,0,3,4,0,14,17,20,26,237,88,73,48,11,3,516,0,0,0,0,10,10,14,7,0,36,0,0,0,3,3,15,4,3,3,35,4,18,37,56,62,51,47,36,3,314,0,0,3,18,19,10,7,0,0,67,0,0,0,0,3,0,0,0,0,3,0,0,10,13,6,8,11,5,0,51,0,0,0,3,0,11,9,3,0,21,0,4,6,38,29,48,21,3,0,148,0,27,46,219,120,89,42,21,5,559,0,3,8,14,10,4,4,0,3,41,0,0,0,23,14,9,0,0,0,49,0,0,0,5,6,0,0,0,0,18
115011294,0,0,0,0,0,0,0,0,0,0,144,397,389,399,245,271,175,143,54,2212,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,3,9,5,3,3,0,0,32,0,0,0,0,4,0,3,3,0,7,0,0,0,0,0,0,0,0,0,9,0,9,7,11,34,26,38,25,11,159,0,0,3,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,14,0,0,0,0,0,0,0,3,0,8,0,0,3,3,0,0,3,0,0,11,0,0,0,3,3,6,3,0,0,29,0,0,3,0,0,0,0,0,0,3,0,0,0,4,5,0,3,3,0,21,0,0,0,0,0,0,0,0,0,0
115011296,0,0,0,7,3,3,0,0,0,8,305,730,775,651,377,412,273,88,26,3629,0,0,0,8,9,3,5,0,0,22,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,5,3,19,29,140,98,77,52,5,8,434,0,0,0,3,0,0,0,0,0,7,0,0,0,5,4,6,5,0,0,26,6,12,20,45,44,41,45,14,3,236,0,0,0,5,8,6,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,0,3,5,3,3,10,4,0,31,0,0,0,0,3,5,4,3,0,12,0,6,19,70,38,81,36,5,0,255,0,3,10,64,53,48,32,10,10,238,0,0,6,15,5,10,7,0,4,44,0,0,6,15,17,4,9,0,3,54,0,0,0,0,0,0,0,0,0,0
115011553,0,0,0,0,0,0,0,0,0,0,247,424,311,534,196,159,166,71,17,2140,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,5,0,13,17,107,33,39,24,11,3,242,0,0,0,0,0,0,3,0,0,3,0,0,0,10,5,0,3,0,0,14,0,16,9,25,23,15,33,16,4,135,0,0,0,3,3,0,0,0,0,11,0,0,0,3,0,4,0,0,0,6,0,0,0,0,3,0,5,3,0,9,0,0,0,0,0,0,0,3,0,4,0,3,3,7,7,15,4,0,0,48,0,13,11,63,18,10,8,7,0,122,0,0,0,10,5,0,3,0,0,19,0,6,3,50,18,8,0,0,0,89,0,0,0,0,0,0,0,0,0,0
115011554,0,0,0,3,0,3,0,0,0,4,78,265,272,161,130,104,83,131,180,1404,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,6,65,25,23,14,9,0,151,0,0,0,0,3,0,0,0,0,8,0,0,0,0,6,7,0,3,5,15,3,4,8,16,17,15,13,10,22,108,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,8,0,0,0,0,0,0,0,3,0,3,0,0,5,11,9,39,3,3,0,74,0,10,16,26,38,26,9,0,4,125,0,0,4,5,3,4,0,0,0,22,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3
115011555,0,0,0,0,3,0,0,0,0,5,276,766,630,705,399,387,289,109,39,3603,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,10,0,0,0,7,3,0,0,0,0,13,0,14,30,127,65,47,24,16,8,331,0,0,0,0,3,0,3,4,0,13,0,0,0,3,0,4,11,4,0,23,6,18,32,32,56,49,41,18,7,275,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,6,12,7,0,35,0,0,0,0,0,3,3,7,0,12,0,0,3,26,10,26,14,6,0,84,0,8,9,39,26,13,12,8,0,114,0,0,6,7,8,7,5,3,0,33,0,4,3,23,16,10,0,0,0,71,0,0,0,0,0,0,0,0,0,0
115011556,0,0,0,3,0,0,0,0,0,6,260,557,463,546,270,259,226,88,21,2699,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,7,0,0,0,3,3,3,3,0,0,14,3,14,17,144,46,42,28,12,17,314,0,0,0,0,0,3,4,0,0,10,0,0,3,6,0,3,0,0,0,14,0,8,15,26,37,18,46,17,3,174,0,0,0,3,3,3,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,3,6,7,3,11,0,0,24,0,0,3,0,0,0,3,3,0,7,0,3,4,19,10,19,8,6,0,66,3,11,3,66,22,19,16,3,3,148,0,0,5,9,3,0,4,0,0,21,0,3,6,24,19,12,4,0,0,68,0,0,0,3,0,0,3,0,0,5
115011557,0,0,0,11,3,0,0,0,0,19,135,386,288,276,174,114,69,14,7,1464,0,0,0,6,3,3,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,8,12,57,25,14,8,4,0,131,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,13,0,7,7,16,20,14,10,5,3,79,0,0,0,5,3,0,0,0,0,17,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,10,6,14,4,0,0,35,0,0,8,41,22,32,9,0,0,117,0,0,3,7,3,3,3,0,0,19,0,3,0,8,10,5,4,0,0,34,0,0,0,0,0,0,0,0,0,3
115011558,0,0,0,3,4,4,0,0,0,18,355,1048,984,750,464,521,302,137,79,4636,0,0,3,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,12,0,3,0,0,3,0,5,0,0,9,5,30,41,217,116,70,60,19,6,564,0,0,0,0,0,4,0,3,0,7,0,0,0,6,6,11,9,3,0,31,0,46,51,48,101,58,51,26,13,392,0,0,3,9,13,3,11,0,0,38,0,3,0,3,3,0,0,0,0,12,0,4,3,11,8,11,5,3,0,37,0,0,0,0,3,3,4,8,0,19,0,7,31,43,35,93,42,3,0,248,3,53,76,207,158,64,37,19,3,616,0,3,8,22,13,17,12,0,0,77,0,6,13,31,35,27,21,11,0,131,0,0,0,3,0,3,0,3,0,9
115011559,0,0,3,27,14,9,8,0,0,59,758,1699,1230,1552,742,493,300,117,16,6917,0,0,4,12,9,3,0,0,0,26,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,7,3,4,0,0,0,14,0,0,0,6,11,3,3,0,0,31,5,14,21,224,63,62,38,6,3,429,0,0,0,3,8,14,7,0,0,33,0,4,4,18,19,10,13,0,0,75,3,26,34,86,82,67,48,18,3,361,0,0,9,30,30,15,7,0,0,93,0,0,0,0,3,0,0,0,0,10,0,3,4,5,4,3,10,4,0,31,0,0,0,0,0,3,3,0,0,12,0,6,9,35,19,22,6,3,0,102,0,15,53,211,122,73,26,15,3,519,0,0,15,38,19,7,3,4,0,85,0,5,4,59,32,25,12,3,0,138,0,0,3,3,5,0,0,0,0,10
115021297,0,0,0,3,3,0,0,0,0,8,518,1353,1353,1530,1029,862,640,281,83,7652,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,3,3,0,0,21,0,0,0,3,0,0,3,0,0,10,0,11,10,35,34,16,11,11,0,128,0,0,0,3,9,9,3,10,5,35,0,0,0,0,4,0,3,3,0,18,3,24,24,62,90,70,104,46,18,439,0,0,0,4,4,4,0,3,0,17,0,0,3,0,0,3,0,0,0,7,0,0,0,6,0,3,13,5,3,32,0,0,0,0,0,6,7,0,0,20,0,3,11,4,11,12,0,3,0,49,0,10,9,27,30,8,8,6,3,91,0,0,0,3,0,0,3,0,0,12,0,0,0,16,15,12,7,0,0,43,0,0,0,0,0,0,0,0,0,0
115021298,0,0,0,0,0,0,0,0,0,0,138,352,295,375,278,234,189,92,43,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,7,0,5,0,0,3,17,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,9,6,20,29,33,29,9,5,141,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,4,5,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115031299,0,0,0,0,0,0,0,0,0,0,67,129,105,212,171,152,111,49,12,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,5,22,5,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115031300,0,0,0,0,0,0,0,0,0,0,652,1524,1430,2150,1391,1088,607,191,64,9103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,4,0,0,23,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,5,0,9,11,51,86,108,95,39,10,412,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,3,0,0,0,9,0,0,0,3,9,8,23,9,6,58,0,0,0,0,0,3,7,3,0,14,0,0,0,0,0,0,3,0,0,9,0,0,0,3,3,3,0,0,3,18,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115041301,0,0,0,0,0,0,0,0,0,0,364,778,642,1152,585,440,288,104,27,4372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,12,8,8,0,0,0,38,0,0,0,0,5,3,9,0,0,14,0,0,0,0,0,3,0,0,0,3,0,4,3,24,27,39,31,20,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,4,0,29,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
115041302,0,0,0,22,10,6,0,0,0,42,806,1870,1296,1742,849,446,271,78,17,7370,0,0,0,12,4,5,0,0,0,20,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,4,0,3,3,9,3,5,0,0,0,25,0,0,0,3,9,3,0,0,0,14,3,9,11,151,32,34,23,7,0,273,0,0,0,0,11,5,0,3,0,27,0,3,4,19,12,14,12,3,0,68,3,32,30,76,111,57,22,10,3,351,0,0,0,23,13,15,4,0,0,61,0,0,0,0,3,0,0,0,0,4,0,4,0,9,9,3,3,3,0,25,0,0,0,0,0,3,8,4,0,16,0,3,4,25,8,11,3,0,0,49,0,23,27,180,70,41,26,9,4,377,0,4,6,29,10,7,0,3,0,61,0,6,7,43,28,13,6,0,0,104,0,0,0,9,10,4,0,0,0,23
116011303,0,6,13,58,11,3,4,0,0,93,677,690,493,979,357,289,148,70,38,3733,3,13,0,78,11,10,3,0,0,114,0,0,0,13,5,3,3,0,0,32,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,9,3,6,16,71,37,34,11,11,4,189,0,0,0,3,0,4,4,9,0,26,0,3,9,8,4,7,9,3,3,45,0,0,5,24,22,25,23,14,6,129,0,3,5,46,21,11,0,9,3,99,0,0,0,0,0,0,0,0,0,3,0,6,3,3,4,4,10,4,0,27,0,0,0,0,0,3,8,7,0,17,0,0,3,5,5,8,3,0,0,24,40,97,220,1188,65,40,27,5,0,1678,0,0,3,10,3,3,6,0,0,35,0,5,7,28,9,9,6,3,0,68,0,0,0,4,5,0,0,0,0,11
116011304,0,0,24,25,7,0,0,0,0,64,633,1032,777,1247,461,410,267,98,26,4956,6,4,5,35,3,8,0,0,0,68,0,0,0,3,3,3,4,0,0,13,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,9,3,3,3,3,0,19,0,8,12,31,23,27,16,8,3,121,0,0,0,3,0,12,7,7,0,31,0,4,3,12,10,9,12,3,3,64,0,3,0,26,15,42,41,21,3,148,0,3,11,51,31,15,6,4,0,116,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,7,8,0,15,0,3,0,7,0,5,5,4,0,21,0,3,0,9,3,0,5,0,0,19,11,60,129,544,70,60,33,9,3,917,0,0,3,7,3,13,4,3,0,34,0,0,0,17,3,4,3,0,0,36,0,0,4,0,7,4,0,0,0,19
116011306,0,3,30,49,12,18,10,3,0,131,748,1305,1080,1086,416,352,160,48,31,5232,0,5,3,76,15,19,6,0,0,113,0,0,0,12,7,4,0,0,0,32,0,0,0,0,3,0,3,0,0,5,0,0,3,4,0,0,0,0,0,7,0,0,0,3,3,3,6,0,0,16,0,3,13,40,23,27,10,4,3,118,0,0,0,7,3,9,5,4,0,27,0,11,3,22,23,18,18,3,0,100,0,8,4,15,27,31,31,6,4,120,0,12,38,162,101,68,32,5,3,418,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,14,3,0,22,0,0,0,0,0,3,11,3,0,19,0,0,3,6,3,7,7,0,0,31,5,57,161,601,132,83,23,12,0,1065,0,0,3,20,9,12,11,0,0,50,0,0,0,17,3,8,3,0,0,30,0,0,3,5,5,6,0,0,0,24
116011307,0,0,3,10,3,0,0,0,0,15,832,1457,1208,2103,931,841,442,179,86,8072,0,0,9,17,4,8,0,0,0,39,0,0,0,5,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,4,0,0,17,0,0,0,14,8,5,9,3,0,35,3,6,13,95,37,38,30,6,0,223,0,0,0,3,13,7,16,11,0,48,0,3,4,10,0,6,18,4,0,45,0,6,6,46,73,64,76,26,12,311,0,0,0,28,12,20,7,5,4,80,0,0,0,4,5,0,4,0,0,12,0,0,0,8,3,3,13,15,3,38,0,0,0,3,4,8,8,5,4,34,3,0,6,13,8,17,7,0,0,49,7,24,73,322,65,37,12,16,0,563,0,0,4,26,12,3,3,3,0,57,0,7,5,25,19,3,5,0,0,60,0,0,0,9,3,3,0,0,0,18
116011308,0,0,3,14,3,3,3,0,0,30,782,1276,941,1467,586,508,384,122,26,6100,0,0,3,22,10,7,3,0,0,41,0,0,0,3,4,3,7,0,0,20,0,0,0,0,0,3,0,0,0,3,0,0,3,3,4,0,0,0,0,15,3,0,3,3,6,3,0,8,0,24,0,6,22,93,47,52,24,13,0,264,0,0,4,3,13,3,8,7,0,36,0,11,5,13,8,17,17,8,5,75,0,5,3,21,37,31,46,35,7,189,0,8,11,50,41,35,15,3,0,167,0,3,0,0,0,0,0,0,0,8,0,0,3,4,5,0,13,3,0,25,0,0,0,3,3,6,15,12,3,45,0,0,6,17,9,25,8,0,0,65,14,83,177,774,143,85,39,10,0,1334,0,6,6,17,12,9,3,0,0,47,0,4,5,32,3,3,0,8,0,53,0,0,0,7,4,6,0,0,0,17
